646f0b96b28495868a07931971b6afa571f8a08425d3283d133da72fece30fb0,2d589cc019b4308dad49d78381bf39fbdb03f41771738e6bcaa48aa1480c52a1,14c2720c69ce3d0514a02038c10880107ec151cac0926ccaeae5c31ce957cba6,70f9c2b4ad784f4f1b87a059944a0793a69b7f8a286354b9b2cb0c8351b0d5e7,ebc7acaf045805b57bd1a573e7695f89a704837664639e739f0645317fec3978,74cb8c406df8040416735e237363d23dfbb34cb0daf8d2c01952b9f051b0306f,c67bf3bfce52698475d3cf1ce935c9671f788428879a32f8b38b6a9c9aa074be,47e1a2ce811edce47fd1930f2e1ac9abe7cf4e00a5f291ffbc94eafcf3c15e16,fdb27d134a9515fb587329ad3b1ac590e9541cee9b0f432886787afc68f7ae6b,4685fd1b6f4d3a1f1f4329a20f99f5ff85dff401c756c95c6e0be66f793edfd0,6aed13d018adf340815d207534f4b9d2728e2292b3ee7eb43809b5d6664234f1
"0.2","0","11","10","1","…………","2","1010804","1","1010804026","0"
"","","91","","","","0","1010804","","1010804027",""
"","","3","1","","dsb_idle_relax_Ex2","2","1010804","","1010804028","0.5"
"","","33","0","12","130","3","1010804","2","1010804029",""
"","","33","0","12","130","4","1010804","2","1010804030",""
"","","33","0","12","130","20","1010804","2","1010804031",""
"","","33","-183","12","120","30","1010804","2","1010804032",""
"","","33","0","12","130","43","1010804","2","1010804033",""
"","","2","-219","12","-345","124531","1010804","2","1010804034",""
"","","2","-360","12","130","2","1010804","2","1010804035",""
"","","93","","","0","2.5","1010804","","1010804036",""
"","","3","1","","dsb_idle_surprise1","124531","1010804","","1010804037","0.3"
"","","21","0","","vo_dsb_4002","vo_dsb_1010804","1010804","0","1010804038",""
"0.2","0","11","10","1","（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","124531","1010804","1","1010804039","0"
"","","91","","","","0","1010804","","1010804040",""
"","","3","1","","dsb_talk_wish","124531","1010804","","1010804041","0.2"
"","","21","0","","vo_dsb_4003","vo_dsb_1010804","1010804","0","1010804042",""
"0.2","0","11","10","1","お客さま～？\nお湯加減と電撃加減はいかがですか～","124531","1010804","1","1010804043","0"
"","","91","","","","0","1010804","","1010804044",""
"","","3","1","","dsb_idle_wish","124531","1010804","","1010804045","0.2"
"","","3","1","","dsb_kuka_idle_relax","2","1010804","","1010804046","0.5"
"","","22","","","0","0","1010804","","1010804047",""
"","","21","0","","vo_dsb_4004","vo_dsb_1010804","1010804","0.9","1010804048",""
"0.2","0","11","10","1","……い","2","1010804","1","1010804049","0"
"","","91","","","","0","1010804","","1010804050",""
"","","3","1","","dsb_idle_wish_normal2","124531","1010804","","1010804051","0.2"
"","","21","0","","vo_dsb_4005","vo_dsb_1010804","1010804","0","1010804052",""
"0.2","0","11","10","1","い？","124531","1010804","1","1010804053","0"
"","","91","","","","0","1010804","","1010804054",""
"","","3","1","","dsb_idle_wish_surprise","124531","1010804","","1010804055","0.2"
"","0.3","3","0","1","dsb_kuka_ecstasy","2","1010804","dsb_kuka_idle_dere2","1010804056","0.3"
"","","21","0","","vo_dsb_4006","vo_dsb_1010804","1010804","0","1010804057",""
"0.2","0","11","10","1","イイですぅ～～！！","2","1010804","1","1010804058","0"
"","","91","","","","0","1010804","","1010804059",""
"","","3","1","","dsb_idle_wish","124531","1010804","","1010804060","0.2"
"","","3","1","","dsb_kuka_talk_sad_dere","2","1010804","","1010804061","0.5"
"","","21","0","","vo_dsb_4007","vo_dsb_1010804","1010804","0","1010804062",""
"0.2","0","11","10","1","この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","2","1010804","1","1010804063","0"
"","","93","","","1","6.2","1010804","","1010804064",""
"","0.5","3","0","1","dsb_kuka_electric","2","1010804","dsb_talk_sad2","1010804065","0"
"","","91","","","","1010804063","1010804","","1010804066",""
"","","3","1","","dsb_talk_joy3_nervous","124531","1010804","","1010804067","0.2"
"","","21","0","","vo_dsb_4008","vo_dsb_1010804","1010804","0","1010804068",""
"0.2","0","11","10","1","ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","124531","1010804","1","1010804069","0"
"","","91","","","","0","1010804","","1010804070",""
"","","3","1","","dsb_idle_joy3","124531","1010804","","1010804071","0.2"
"","","3","1","","dsb_kuka_wish1","2","1010804","","1010804072","0.5"
"","","21","0","","vo_dsb_4009","vo_dsb_1010804","1010804","0","1010804073",""
"0.2","0","11","10","1","若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","2","1010804","1","1010804074","0"
"","","93","","","1","5","1010804","","1010804075",""
"","","3","1","","dsb_kuka_wish2","2","1010804","","1010804076","0.2"
"","","91","","","","1010804074","1010804","","1010804077",""
"","","3","1","","dsb_talk_joy3","124531","1010804","","1010804078","0.2"
"","","21","0","","vo_dsb_4010","vo_dsb_1010804","1010804","0","1010804079",""
"0.2","0","11","10","1","かしこまりました～♪\nえ～い☆","124531","1010804","1","1010804080","0"
"","","91","","","","0","1010804","","1010804081",""
"","","22","","","0","0","1010804","","1010804082",""
"","","23","0","","se_10044200_homare_movement","se_10044200","1010804","","1010804083",""
"","","3","1","","dsb_kuka_wish3","2","1010804","","1010804084","0.2"
"","0","3","0","1","dsb_attack_in","124531","1010804","dsb_attack_loop","1010804085","0.1"
"","0","3","0","1","dsb_attack_in","99","1010804","dsb_attack_loop","1010804086","0"
"","","32","","","1","44","1010804","","1010804087",""
"","","93","","","0","1.4","1010804","","1010804088",""
"","","32","","","0","30","1010804","","1010804089",""
"","","32","","","0","43","1010804","","1010804090",""
"","","32","","","1","45","1010804","","1010804091",""
"","","32","","","0","43","1010804","","1010804092",""
"","","32","","","1","46","1010804","","1010804093",""
"","","122","3.1","","20","20","1010804","","1010804094",""
"","","23","0","","se_10044200_thunder","se_10044200","1010804","","1010804095",""
"","","21","0","","vo_dsb_4011","vo_dsb_1010804","1010804","0","1010804096",""
"0","0","11","5","0","はぁああああん！！","2","1010804","0","1010804097","0"
"","","93","","","0","0.1","1010804","","1010804098",""
"","","3","0","","dsb_empty","2","1010804","","1010804099","0"
"","","93","","","0","3","1010804","","1010804100",""
"","","122","0.5","","20","20","1010804","","1010804101",""
"","","32","","","1","30","1010804","","1010804102",""
"","","32","","","1","43","1010804","","1010804103",""
"","","32","","","0","45","1010804","","1010804104",""
"","","32","","","1","47","1010804","","1010804105",""
"","","23","0","","se_10044200_poof","se_10044200","1010804","","1010804106",""
"","","3","1","","dsb_kuka_damage_gaku","2","1010804","","1010804107","0"
"","","93","","","0","1","1010804","","1010804108",""
"","0.2","3","0","1","dsb_attack_out","124531","1010804","dsb_talk_surprise","1010804109","0.1"
"","0","3","0","0","dsb_attack_out","99","1010804","dsb_empty","1010804110","0.1"
"","","21","0","","vo_dsb_4012","vo_dsb_1010804","1010804","0","1010804111",""
"0.2","0","11","10","1","あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","124531","1010804","1","1010804112","0"
"","","91","","","","0","1010804","","1010804113",""
"","","22","","","0","0","1010804","","1010804114",""
"","","3","1","","dsb_idle_surprise1","124531","1010804","","1010804115","0.2"
"","0","3","0","1","dsb_kuka_damage_dere2_in","2","1010804","dsb_kuka_damage_dere2_loop","1010804116","0.1"
"","","93","","","0","0.3","1010804","","1010804117",""
"","","32","","","0","47","1010804","","1010804118",""
"","","32","","","1","48","1010804","","1010804119",""
"","","23","0","","se_adv_emote_heart_01","se_adv_emote_heart_01","1010804","","1010804120",""
"","","93","","","0","1","1010804","","1010804121",""
"","","21","0","","vo_dsb_4013","vo_dsb_1010804","1010804","0","1010804122",""
"0.2","0","11","10","1","……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","2","1010804","1","1010804123","0"
"","","91","","","","0","1010804","","1010804124",""
"","","3","1","","dsb_kuka_damage_dead","2","1010804","","1010804125","0.2"
"","","3","1","","dsb_talk_joy3","124531","1010804","","1010804126","0.2"
"","","21","0","","vo_dsb_4014","vo_dsb_1010804","1010804","0","1010804127",""
"0.2","0","11","10","1","よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","124531","1010804","1","1010804128","0"
"","","91","","","","0","1010804","","1010804129",""
"","","3","1","","dsb_idle_joy3","124531","1010804","","1010804130","0.2"
"","","93","","","0","0.3","1010804","","1010804131",""
"dsb_idle_normal","0","5","70","-345","1","12","1010805","-165","1010805001","2"
"dsb_idle_normal_joy","1","5","70","-345","2","3","1010805","165","1010805002","2"
"","","31","0","1","1","1","1010805","0","1010805003","1"
"","","31","0","1","3","3","1010805","0","1010805004","1"
"","","31","0","1","4","4","1010805","0","1010805005","1"
"","","31","0","1","10","13","1010805","0","1010805006","1"
"","","31","0","1","20","23","1010805","0","1010805007","1"
"","","31","155","1","30","33","1010805","-168","1010805008","1"
"","","31","-155","1","31","33","1010805","-168","1010805009","1"
"","","13","","","170","1","1010805","","1010805010",""
"","","13","","","170","2","1010805","","1010805011",""
"","","91","","","","0","1010805","","1010805012",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010805","","1010805013",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010805","","1010805014",""
"","","93","","","0","6.1","1010805","","1010805015",""
"","","23","1","","se_10044200_hotspring_03","se_10044200","1010805","","1010805016",""
"","","93","","","0","1.4","1010805","","1010805017",""
"","0.5","3","0","1","dsb_talk_arm_crossed_joy","2","1010805","dsb_talk_arm_crossed_joy_loop","1010805018","0.5"
"","","21","0","","vo_dsb_5001","vo_dsb_1010805","1010805","0","1010805019",""
"0.2","0","11","10","1","ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","2","1010805","1","1010805020","0"
"","","91","","","","0","1010805","","1010805021",""
"","","3","1","","dsb_idle_arm_joy_crossed","2","1010805","","1010805022","0.5"
"","","3","1","","dsb_talk_joy3","1","1010805","","1010805023","0.5"
"","","21","0","","vo_dsb_5002","vo_dsb_1010805","1010805","0","1010805024",""
"0.2","0","11","10","1","喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","1","1010805","1","1010805025","0"
"","","91","","","","0","1010805","","1010805026",""
"","","3","1","","dsb_idle_normal","1","1010805","","1010805027","0.5"
"","","3","1","","dsb_talk_arm_crossed_normal2_loop","2","1010805","","1010805028","0.5"
"","","21","0","","vo_dsb_5003","vo_dsb_1010805","1010805","0","1010805029",""
"0.2","0","11","10","1","なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","2","1010805","1","1010805030","0"
"","","91","","","","0","1010805","","1010805031",""
"","","3","1","","dsb_talk_doya_Ex1_loop","2","1010805","","1010805032","0.5"
"","","21","0","","vo_dsb_5004","vo_dsb_1010805","1010805","0","1010805033",""
"0.2","0","11","10","1","おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","2","1010805","1","1010805034","0"
"","","91","","","","0","1010805","","1010805035",""
"","","23","0","","se_10044200_get_out_water","se_10044200","1010805","","1010805036",""
"","0.2","3","0","1","dsb_stand_up_in","2","1010805","dsb_stand_up_loop","1010805037","0.2"
"","","3","1","","dsb_talk_surprise1_misato","1","1010805","","1010805038","0.5"
"","","21","0","","vo_dsb_5005","vo_dsb_1010805","1010805","0","1010805039",""
"0.2","0","11","10","1","あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","1","1010805","1","1010805040","0"
"","","91","","","","0","1010805","","1010805041",""
"","","3","1","","dsb_idle_surprise1_misato","1","1010805","","1010805042","0.5"
"","","3","1","","dsb_stand_talk_normal2","2","1010805","","1010805043","0.5"
"","","21","0","","vo_dsb_5006","vo_dsb_1010805","1010805","0","1010805044",""
"0.2","0","11","10","1","もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","2","1010805","1","1010805045","0"
"","","91","","","","0","1010805","","1010805046",""
"","","3","1","","dsb_stand_up_loop","2","1010805","","1010805047","0.5"
"","","3","1","","dsb_talk_sad2_blink2","1","1010805","","1010805048","0.5"
"","","21","0","","vo_dsb_5007","vo_dsb_1010805","1010805","0","1010805049",""
"0.2","0","11","10","1","時は金なり……\nそうね\nそういう考え方もあるわね～","1","1010805","1","1010805050","0"
"","","91","","","","0","1010805","","1010805051",""
"","","3","1","","dsb_talk_worry_misato","1","1010805","","1010805052","0.5"
"","","21","0","","vo_dsb_5008","vo_dsb_1010805","1010805","0","1010805053",""
"0.2","0","11","10","1","でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","1","1010805","1","1010805054","0"
"","","91","","","","0","1010805","","1010805055",""
"","","3","1","","dsb_stand_wish_surprise_idle","2","1010805","","1010805056","0.2"
"","","21","0","","vo_dsb_5009","vo_dsb_1010805","1010805","0","1010805057",""
"0.2","0","11","10","1","え？","2","1010805","1","1010805058","0"
"","","91","","","","0","1010805","","1010805059",""
"","","3","1","","dsb_talk_wish_nervous","1","1010805","","1010805060","0.2"
"","","21","0","","vo_dsb_5010","vo_dsb_1010805","1010805","0","1010805061",""
"0.2","0","11","10","1","疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","1","1010805","1","1010805062","0"
"","","91","","","","0","1010805","","1010805063",""
"","","3","1","","dsb_misato_talk_sad2_dere","1","1010805","","1010805064","0.5"
"","","21","0","","vo_dsb_5011","vo_dsb_1010805","1010805","0","1010805065",""
"0.2","0","11","10","1","そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","1","1010805","1","1010805066","0"
"","","91","","","","0","1010805","","1010805067",""
"","","3","1","","dsb_idle_normal_misato","1","1010805","","1010805068","0.5"
"","","3","1","","dsb_stand_thinking","2","1010805","","1010805069","0.2"
"","","21","0","","vo_dsb_5012","vo_dsb_1010805","1010805","0","1010805070",""
"0.2","0","11","10","1","た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","2","1010805","1","1010805071","0"
"","","91","","","","0","1010805","","1010805072",""
"","0.5","3","0","1","dsb_stand_talk_guts","2","1010805","dsb_stand_talk_guts_loop","1010805073","0.2"
"","","22","","","0","0","1010805","","1010805074",""
"","","21","0","","vo_dsb_5013","vo_dsb_1010805","1010805","0.9","1010805075",""
"0.2","0","11","10","1","……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","2","1010805","1","1010805076","0"
"","","91","","","","0","1010805","","1010805077",""
"","","23","0","","se_10044200_get_out_water","se_10044200","1010805","","1010805078",""
"","0.5","3","0","1","dsb_stand_sitdown_in","2","1010805","dsb_stand_sitdown_loop","1010805079","0.5"
"","","3","1","","dsb_talk_joy3","1","1010805","","1010805080","0.5"
"","","21","0","","vo_dsb_5014","vo_dsb_1010805","1010805","0","1010805081",""
"0.2","0","11","10","1","うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","1","1010805","1","1010805082","0"
"","","91","","","","0","1010805","","1010805083",""
"","","93","","","0","0.3","1010805","","1010805084",""
"dsb_idle_normal","0","5","70","-345","1","11","1010806","-165","1010806001","2"
"dsb_idle_relax","1","5","70","-345","2","8","1010806","165","1010806002","2"
"","","31","0","1","1","1","1010806","0","1010806003","1"
"","","31","0","1","3","3","1010806","0","1010806004","1"
"","","31","0","1","4","4","1010806","0","1010806005","1"
"","","31","0","1","10","18","1010806","0","1010806006","1"
"","","31","0","1","20","28","1010806","0","1010806007","1"
"","","31","155","1","30","38","1010806","-168","1010806008","1"
"","","31","-155","1","31","38","1010806","-168","1010806009","1"
"","","13","","","170","1","1010806","","1010806010",""
"","","13","","","170","2","1010806","","1010806011",""
"","","91","","","","0","1010806","","1010806012",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010806","","1010806013",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010806","","1010806014",""
"","","93","","","0","6","1010806","","1010806015",""
"","","23","1","","se_10044200_hotspring_08","se_10044200","1010806","","1010806016",""
"","","93","","","0","1.5","1010806","","1010806017",""
"","","3","1","","dsb_talk_memory_nervous","2","1010806","","1010806018","0.5"
"","","21","0","","vo_dsb_6001","vo_dsb_1010806","1010806","0","1010806019",""
"0.2","0","11","10","1","あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","2","1010806","1","1010806020","0"
"","","91","","","","0","1010806","","1010806021",""
"","0.5","3","0","1","dsb_talk_guts_pain","2","1010806","dsb_talk_guts_pain_loop","1010806022","0.5"
"","","21","0","","vo_dsb_6002","vo_dsb_1010806","1010806","0","1010806023",""
"0.2","0","11","10","1","ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","2","1010806","1","1010806024","0"
"","","91","","","","0","1010806","","1010806025",""
"","","3","1","","dsb_idle_guts_pain","2","1010806","","1010806026","0.5"
"","","3","1","","dsb_talk_normal_joy","1","1010806","","1010806027","0.5"
"","","21","0","","vo_dsb_6003","vo_dsb_1010806","1010806","0","1010806028",""
"0.2","0","11","10","1","入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","1","1010806","1","1010806029","0"
"","","91","","","","0","1010806","","1010806030",""
"","","3","1","","dsb_idle_normal","1","1010806","","1010806031","0.5"
"","","3","1","","dsb_talk_normal","2","1010806","","1010806032","0.5"
"","","21","0","","vo_dsb_6004","vo_dsb_1010806","1010806","0","1010806033",""
"0.2","0","11","10","1","ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","2","1010806","1","1010806034","0"
"","","91","","","","0","1010806","","1010806035",""
"","","3","1","","dsb_idle_normal","2","1010806","","1010806036","0.5"
"","","3","1","","dsb_talk_sad2_surprise","1","1010806","","1010806037","0.5"
"","","21","0","","vo_dsb_6005","vo_dsb_1010806","1010806","0","1010806038",""
"0.2","0","11","10","1","お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","1","1010806","1","1010806039","0"
"","","91","","","","0","1010806","","1010806040",""
"","","3","1","","dsb_idle_sad_talk1","1","1010806","","1010806041","0.5"
"","","3","1","","dsb_talk_normal_dere2","2","1010806","","1010806042","0.5"
"","","21","0","","vo_dsb_6006","vo_dsb_1010806","1010806","0","1010806043",""
"0.2","0","11","10","1","あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","2","1010806","1","1010806044","0"
"","","91","","","","0","1010806","","1010806045",""
"","","3","1","","dsb_idle_normal","2","1010806","","1010806046","0.5"
"","","3","1","","dsb_talk_normal_suprise1","1","1010806","","1010806047","0.5"
"","","21","0","","vo_dsb_6007","vo_dsb_1010806","1010806","0","1010806048",""
"0.2","0","11","10","1","私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","1","1010806","1","1010806049","0"
"","","91","","","","0","1010806","","1010806050",""
"","","3","1","","dsb_idle_normal","1","1010806","","1010806051","0.5"
"","","3","1","","dsb_talk_thinking_dere","2","1010806","","1010806052","0.5"
"","","21","0","","vo_dsb_6008","vo_dsb_1010806","1010806","0","1010806053",""
"0.2","0","11","10","1","あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","2","1010806","1","1010806054","0"
"","","91","","","","0","1010806","","1010806055",""
"","","3","1","","dsb_talk_worry_anger","2","1010806","","1010806056","0.3"
"","","21","0","","vo_dsb_6009","vo_dsb_1010806","1010806","0","1010806057",""
"0.2","0","11","10","1","この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","2","1010806","1","1010806058","0"
"","","91","","","","0","1010806","","1010806059",""
"","","3","1","","dsb_talk_surprise3","2","1010806","","1010806060","0.5"
"","","21","0","","vo_dsb_6010","vo_dsb_1010806","1010806","0","1010806061",""
"0.2","0","11","10","1","それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","2","1010806","1","1010806062","0"
"","","91","","","","0","1010806","","1010806063",""
"","","3","1","","dsb_idle_surprise1_sjhy2","2","1010806","","1010806064","0.5"
"","","3","1","","dsb_talk_nerrvous","1","1010806","","1010806065","0.5"
"","","22","","","0","0","1010806","","1010806066",""
"","","21","0","","vo_dsb_6011","vo_dsb_1010806","1010806","0.9","1010806067",""
"0.2","0","11","10","1","……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","1","1010806","1","1010806068","0"
"","","91","","","","0","1010806","","1010806069",""
"","","3","1","","dsb_idle_normal","1","1010806","","1010806070","0.5"
"","0.5","3","0","1","dsb_shock_credita_in","2","1010806","dsb_shock_credita_loop","1010806071","0.5"
"","","21","0","","vo_dsb_6012","vo_dsb_1010806","1010806","0","1010806072",""
"0.2","0","11","10","1","ギギギギクッ？\nどうしてそれを！？","2","1010806","1","1010806073","0"
"","","91","","","","0","1010806","","1010806074",""
"","","3","1","","dsb_idle_joy_sad","2","1010806","","1010806075","0.5"
"","","3","1","","dsb_talk_normal_joy","1","1010806","","1010806076","0.5"
"","","21","0","","vo_dsb_6013","vo_dsb_1010806","1010806","0","1010806077",""
"0.2","0","11","10","1","秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","1","1010806","1","1010806078","0"
"","","91","","","","0","1010806","","1010806079",""
"","","3","1","","dsb_talk_sad2_talkjoy2","1","1010806","","1010806080","0.5"
"","","21","0","","vo_dsb_6014","vo_dsb_1010806","1010806","0","1010806081",""
"0.2","0","11","10","1","この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","1","1010806","1","1010806082","0"
"","","91","","","","0","1010806","","1010806083",""
"","","3","1","","dsb_idle_sad_talkjoy2","1","1010806","","1010806084","0.5"
"","0.5","3","0","1","dsb_surprise_credita","2","1010806","dsb_talk_surprise_credita","1010806085","0.5"
"","","21","0","","vo_dsb_6015","vo_dsb_1010806","1010806","0","1010806086",""
"0.2","0","11","10","1","んなっ……！？\nなんてモノを入れてますの～っ！！","2","1010806","1","1010806087","0"
"","","91","","","","0","1010806","","1010806088",""
"","","3","1","","dsb_idle_joy_sad","2","1010806","","1010806089","0.5"
"","","3","1","","dsb_talk_surprise1_normal2","1","1010806","","1010806090","0.5"
"","","21","0","","vo_dsb_6016","vo_dsb_1010806","1010806","0","1010806091",""
"0.2","0","11","10","1","ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","1","1010806","1","1010806092","0"
"","","91","","","","0","1010806","","1010806093",""
"","","3","1","","dsb_idle_surprise1_sjhy","1","1010806","","1010806094","0.5"
"","","3","1","","dsb_hot_dead","2","1010806","","1010806095","0.3"
"","","21","0","","vo_dsb_6017","vo_dsb_1010806","1010806","0","1010806096",""
"0.2","0","11","10","1","だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","2","1010806","1","1010806097","0"
"","","91","","","","0","1010806","","1010806098",""
"","","3","1","","dsb_talk_thinking_surprise","1","1010806","","1010806099","0.3"
"","","21","0","","vo_dsb_6018","vo_dsb_1010806","1010806","0","1010806100",""
"0.2","0","11","10","1","途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","1","1010806","1","1010806101","0"
"","","91","","","","0","1010806","","1010806102",""
"","","93","","","0","0.3","1010806","","1010806103",""
"dsb_idle_normal","0","5","70","-345","1","10","1010807","-165","1010807001","2"
"dsb_idle_relax_dere2","1","5","70","-345","2","1","1010807","165","1010807002","2"
"dsb_lago","0","5","70","-350","99","10","1010807","-215","1010807003","2"
"","","31","0","1","1","1","1010807","0","1010807004","1"
"","","31","0","1","3","3","1010807","0","1010807005","1"
"","","31","0","1","4","4","1010807","0","1010807006","1"
"","","31","0","1","10","11","1010807","0","1010807007","1"
"","","31","0","1","20","21","1010807","0","1010807008","1"
"","","31","155","1","30","31","1010807","-168","1010807009","1"
"","","31","-155","1","31","31","1010807","-168","1010807010","1"
"","","31","-222","1","32","41","1010807","-175","1010807011","1"
"","","13","","","170","1","1010807","","1010807012",""
"","","13","","","170","2","1010807","","1010807013",""
"","","91","","","","0","1010807","","1010807014",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010807","","1010807015",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010807","","1010807016",""
"","","93","","","0","6","1010807","","1010807017",""
"","","23","1","","se_10044200_hotspring_01","se_10044200","1010807","","1010807018",""
"","","93","","","0","1.5","1010807","","1010807019",""
"","","3","1","","dsb_talk_relax_nervous","2","1010807","","1010807020","0.5"
"","","21","0","","vo_dsb_7001","vo_dsb_1010807","1010807","0","1010807021",""
"0.2","0","11","10","1","はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","2","1010807","1","1010807022","0"
"","","91","","","","0","1010807","","1010807023",""
"","","3","1","","dsb_idle_relax_dere2","2","1010807","","1010807024","0.5"
"","","3","1","","dsb_talk_joy3","1","1010807","","1010807025","0.5"
"","","21","0","","vo_dsb_7002","vo_dsb_1010807","1010807","0","1010807026",""
"0.2","0","11","10","1","ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","1","1010807","1","1010807027","0"
"","","91","","","","0","1010807","","1010807028",""
"","","3","1","","dsb_idle_normal","1","1010807","","1010807029","0.5"
"","","3","1","","dsb_talk_surprise1_joy2","2","1010807","","1010807030","0.5"
"","","21","0","","vo_dsb_7003","vo_dsb_1010807","1010807","0","1010807031",""
"0.2","0","11","10","1","よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","2","1010807","1","1010807032","0"
"","","93","","","1","3.2","1010807","","1010807033",""
"","","3","1","","dsb_talk_surprise2","2","1010807","","1010807034","0.5"
"","","91","","","","1010807032","1010807","","1010807035",""
"","","3","1","","dsb_idle_surprise2","2","1010807","","1010807036","0.5"
"","","3","1","","dsb_talk_joy3","1","1010807","","1010807037","0.5"
"","","21","0","","vo_dsb_7004","vo_dsb_1010807","1010807","0","1010807038",""
"0.2","0","11","10","1","わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","1","1010807","1","1010807039","0"
"","","91","","","","0","1010807","","1010807040",""
"","","3","1","","dsb_idle_normal","1","1010807","","1010807041","0.5"
"","","3","1","","dsb_talk_sad_shy","2","1010807","","1010807042","0.5"
"","","21","0","","vo_dsb_7005","vo_dsb_1010807","1010807","0","1010807043",""
"0.2","0","11","10","1","誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","2","1010807","1","1010807044","0"
"","","91","","","","0","1010807","","1010807045",""
"","","3","1","","dsb_idle_sad","2","1010807","","1010807046","0.5"
"","","3","1","","dsb_talk_thinking_joy","1","1010807","","1010807047","0.5"
"","","21","0","","vo_dsb_7006","vo_dsb_1010807","1010807","0","1010807048",""
"0.2","0","11","10","1","人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","1","1010807","1","1010807049","0"
"","","91","","","","0","1010807","","1010807050",""
"","","3","1","","dsb_idle_arm_crossed","1","1010807","","1010807051","0.5"
"","0.5","3","0","1","dsb_talk_arm_crossed_normal2","2","1010807","dsb_talk_arm_crossed_normal2_loop","1010807052","0.3"
