051ac454a2aba8698c4ebaa1ae239857a003562f795cb0afbc1a43b6bc5c9fa0,4796148cc84eff4ef76df58e8061d0481a249be5135eaa403b3ed3930e9856c1,13f958fc6ab863f6ad20ff6ab883851fa7e2dfa38afe4697ba86cc3337cd1e17,4cef5da47431247437c5d9f2621e48b06835d82824c34da7a5193112c0270b13,0a2abab45b86e39e0cfa0b16dd45462939fae61a42f8015d36660fdd60c2f114,82d887b00db5de7288f1bacc0db1ce9fb212641b297319b5e71dc4f5f077b30b,563ee1b539d43d6b23f7d44cc2f743fe613b456011329bb0e0562935cbfe76a9,4d044e5c6b86eb155147e569f45bdac4cd3912ae3fb47542cfa29a15f7f5e2d2,06aa0e4325ec93134be8bdebed727b8f3d4a1a1c5ffd0aaa254b05e9ec8197bc,a84af8750b419ec6ca3137797fbe3c6834d98f9ba54eb041bf5597f915814f89,56e4f9eb0ab2ec012473bf35114830dfe7bdef50b70978fe08ec81738eab67ba,547aac7e877f2df8c4decf1e667fb945fbb2261aaf8d0cd6c0393993fd6448d0,bafd76fffbf982fa7c156b80c100c938adab091962aba3a316b79071d4bbdfb4,a54eecbc68eeb3b81543b1518d20bec2cdea807cadf52af7faba8a6de1777c48,7f82a7ca27b21213a79913da324055c2420a012769a6e23390874d0e978a1b59,1c7fe2d6c0f424c48ff8411309ed99a3bace90b9f04b7c1cf72a22dc30671b6d,1672ba93ccb92ff1d7ebf89b363ad6b32934f90791918615898af2f7d9c0f593,f57275aebcf9686efad0e3a2df7210c669d4636e600dc4524c3af3d2144c384a,7bb299adf2b4c320cbe73fc0aea1db83d2d4d5c1a31b8a0fef69ec6d7bcd4c22,06f23edd1b05f4c51fb2d69b36c9e4a2ec38cd0e8b94ef1ac988873f7e2161cf,149a62fe5e9c444a05c5cb401ba60b5135a4b09618481c224b7a774fae5defe8,a710e77a806dead75a21578eea48c275781e5c4d8447deecc7b0c33eed23cf20
"-50","100","200","101021","3","1","1","-10","1","10380103","-30","3","0","bgm_M64","1.2","1038","0","-15","101021","1.1","100","0.8"
"190","200","200","101021","4","1","1","0","1","10380104","-30","4","0","bgm_M64","1.3","1038","-30","0","101021","1","-70","0.9"
"440","200","220","101031","5","1","1","0","1","10380105","-30","5","0","bgm_M55","1.8","1038","0","0","101031","1.6","0","1.4"
"-470","250","210","101041","1","1","1","-30","1","10390101","-30","1","10","bgm_M64","0.8","1039","0","0","101041","0.7","-125","0.6"
"-210","200","200","101041","2","1","1","0","1","10390102","-30","2","10","bgm_M64","1","1039","0","0","101041","0.7","-95","0.65"
"50","100","200","101041","3","1","1","-10","1","10390103","-30","3","0","bgm_M64","1.3","1039","0","-15","101041","1","-120","0.9"
"195","100","200","101041","4","1","1","0","1","10390104","-30","4","0","bgm_M64","1.35","1039","0","0","101041","1.3","35","0.9"
"450","150","210","101042","5","1.3","1","0","1","10390105","-30","5","0","bgm_M55","1.8","1039","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101161","1","1","1","0","1","10400101","-30","1","10","bgm_M64","0.8","1040","0","0","101161","0.85","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10400102","-30","2","0","bgm_M64","1.2","1040","0","0","101161","1.1","-100","0.75"
"-10","100","200","101161","3","1","1","-10","1","10400103","-30","3","5","bgm_M64","1.1","1040","0","-5","101161","1","65","0.65"
"190","150","200","101161","4","1","1","0","1","10400104","-30","4","0","bgm_M64","1","1040","43","0","101161","1","-110","0.9"
"485","270","280","101162","5","1.3","1","-45","1","10400105","-30","5","-10","bgm_M55","1.15","1040","-50","-40","101162","1","-70","0.9"
"-480","120","210","101171","1","1","1","0","1","10410101","-30","1","10","bgm_M64","0.8","1041","0","0","101171","0.85","-120","0.6"
"-260","120","200","101171","2","1","1","0","1","10410102","-30","2","10","bgm_M64","1.2","1041","0","0","101171","1","-120","0.75"
"-10","150","200","101171","3","1","1","-60","1.4","10410103","-30","3","0","bgm_M64","0.9","1041","-50","-13","101171","0.55","0","0.6"
"190","100","200","101171","4","1","1","0","1","10410104","-30","4","0","bgm_M64","1.2","1041","0","0","101171","1","-110","0.9"
"475","200","250","101172","5","1","1","0","1","10410105","-30","5","10","bgm_M55","1.45","1041","-50","-20","101172","1","-30","1"
"-480","100","210","101191","1","1","1","-30","1","10420101","-30","1","10","bgm_M64","0.8","1042","0","0","101191","0.7","-120","0.6"
"-260","100","200","101191","2","1","1","0","1","10420102","-30","2","10","bgm_M64","1.2","1042","0","0","101191","1","-100","0.8"
"-10","100","200","101451","3","1","1","-10","1","10420103","-30","3","0","bgm_M64","1.4","1042","-30","-15","101191","1","65","0.9"
"190","100","200","101191","4","1","1","0","1","10420104","-30","4","0","bgm_M64","1.1","1042","0","0","101191","1","-110","0.65"
"485","200","280","101192","5","1","1","-45","1.2","10420105","-30","5","-10","bgm_M55","1.3","1042","-50","0","101192","1","-70","1.1"
"-480","100","210","101201","1","1","1","0","1","10430101","-30","1","10","bgm_M64","0.8","1043","0","0","101201","0.85","-120","0.6"
"-260","100","240","101201","2","1","1","0","1","10430102","-30","2","10","bgm_M64","1.2","1043","0","0","101201","1.1","-120","0.75"
"-10","100","200","101201","3","1","1","-10","1","10430103","-30","3","0","bgm_M64","1.1","1043","0","-15","101201","1","65","0.8"
"190","100","200","101201","4","1","1","0","1","10430104","-30","4","0","bgm_M64","1","1043","43","0","101201","1","-110","0.7"
"475","100","250","101202","5","1","1","-45","1","10430105","-30","5","10","bgm_M55","1.45","1043","-50","-20","101202","1","-30","1"
"-480","100","210","101291","1","1","1","0","1","10440101","-30","1","10","bgm_M64","0.8","1044","0","0","101291","0.85","-120","0.6"
"-260","100","240","101291","2","1","1","0","1","10440102","-30","2","10","bgm_M64","1.2","1044","0","0","101291","1.1","-120","0.75"
"-40","100","200","101291","3","1","1","-10","1","10440103","-30","3","0","bgm_M64","2.3","1044","0","-15","101291","2.2","65","1.55"
"150","100","200","101291","4","1","1","0","1","10440104","-30","4","0","bgm_M64","1.2","1044","0","0","101291","1","-110","1.1"
"490","100","230","101292","5","1","1","30","1","10440105","-30","5","30","bgm_M55","1.45","1044","15","-20","101292","1","-15","1.1"
"-480","100","210","101301","1","1","1","-30","1","10450101","-30","1","10","bgm_M64","0.8","1045","0","0","101301","0.7","-120","0.58"
"-260","100","200","101301","2","1","1","0","1","10450102","-30","2","10","bgm_M64","1.2","1045","0","0","101301","1","-120","0.9"
"-50","200","200","101301","3","1","1","-10","1","10450103","-30","3","-10","bgm_M64","1.4","1045","-30","0","101301","1","100","0.93"
"100","100","200","101301","4","1","1","0","1","10450104","-30","4","0","bgm_M64","1.3","1045","15","0","101301","1","-100","0.9"
"470","100","270","101302","5","1","1","-30","1","10450105","-30","5","10","bgm_M55","1.2","1045","-15","-20","101302","1.1","-55","1"
"-450","100","210","101161","1","1","1","0","1","10460101","-30","1","10","bgm_M64","0.8","1046","0","0","101441","0.85","-130","0.575"
"-250","200","200","101161","2","1","1","0","1","10460102","-30","2","10","bgm_M64","1","1046","0","0","101441","0.7","-120","0.75"
"-10","100","200","101161","3","1","1","-10","1","10460103","-30","3","0","bgm_M64","1.2","1046","0","-15","101441","1.1","50","0.8"
"210","150","200","101161","4","1","1","0","1","10460104","-30","4","0","bgm_M64","1","1046","43","0","101441","1","-100","0.8"
"470","100","230","101162","5","1","1","-30","1","10460105","-30","5","10","bgm_M55","1.2","1046","-35","-20","101442","1.1","-70","0.95"
"-450","100","210","101451","1","1","1","-30","1","10470101","-30","1","10","bgm_M64","0.8","1047","0","0","101451","0.7","-130","0.58"
"-250","100","200","101451","2","1","1","0","1","10470102","-30","2","10","bgm_M64","1.2","1047","0","0","101451","1","-120","0.9"
"-20","100","200","101451","3","1","1","-10","1","10470103","-30","3","0","bgm_M64","1.4","1047","-30","-15","101451","1","50","0.9"
"200","100","200","101451","4","1","1","0","1","10470104","-30","4","0","bgm_M64","1","1047","0","0","101451","0.85","-100","0.8"
"510","100","290","101452","5","1","1","-50","1.2","10470105","-30","5","0","bgm_M55","1.55","1047","-35","0","101452","1.4","-70","1.25"
"-450","100","210","101451","1","1","1","-30","1","10480101","-30","1","10","bgm_M64","0.8","1048","0","0","101561","0.7","-130","0.58"
"-240","100","240","101451","2","1","1","0","1","10480102","-30","2","0","bgm_M64","1.2","1048","0","0","101561","1.1","-120","0.75"
"-10","150","200","101451","3","1","1","-60","1.4","10480103","-30","3","0","bgm_M64","0.9","1048","-50","-13","101561","0.55","0","0.6"
"195","100","200","101451","4","1","1","0","1","10480104","-30","4","0","bgm_M64","1.1","1048","20","0","101561","1","-100","0.7"
"460","400","290","101452","5","1","1","-50","1.4","10480105","-30","5","0","bgm_M55","1.55","1048","-60","0","101562","1.35","-70","1.25"
"-480","100","210","101001","1","1","1","-30","1","10490101","-30","1","10","bgm_M64","0.8","1049","0","0","101001","0.7","-120","0.58"
"-270","100","200","101001","2","1","1","0","1","10490102","-30","2","10","bgm_M64","1.2","1049","0","0","101001","1.1","-120","0.75"
"-25","200","200","101001","3","1","1","-10","1","10490103","-30","3","0","bgm_M64","1.4","1049","-30","-15","101001","1","65","0.9"
"200","150","200","101001","4","1","1","0","1","10490104","-30","4","0","bgm_M64","1.1","1049","-30","0","101001","1","-120","0.9"
"480","200","250","101011","5","1","1","0","1.2","10490105","-30","5","0","bgm_M55","1.3","1049","0","0","101011","1","-40","1.2"
"-450","170","210","101021","1","1","1","-30","1","10500101","-30","1","10","bgm_M64","1","1050","-25","0","101021","0.9","-110","0.575"
"-240","100","240","101021","2","1","1","0","1","10500102","-30","2","0","bgm_M64","1.2","1050","0","0","101021","1.1","-120","0.75"
"-10","100","200","101021","3","1","1","-10","1","10500103","-30","3","5","bgm_M64","0.9","1050","0","-5","101021","0.8","65","0.6"
"190","100","200","101021","4","1","1","0","1","10500104","-30","4","0","bgm_M64","1.1","1050","0","0","101021","1","-110","0.65"
"440","200","220","101031","5","1","1","0","1","10500105","-30","5","0","bgm_M55","1.8","1050","0","0","101031","1.6","0","1.4"
"-450","100","210","101041","1","1","1","-30","1","10510101","-30","1","10","bgm_M64","0.8","1051","0","0","101041","0.7","-130","0.58"
"-250","200","200","101041","2","1","1","0","1","10510102","-30","2","10","bgm_M64","1","1051","0","0","101041","0.7","-120","0.65"
"-35","100","200","101041","3","1","1","-10","1","10510103","-30","3","10","bgm_M64","1.3","1051","-10","-15","101041","1","70","0.75"
"150","100","200","101041","4","1","1","0","1","10510104","-30","4","0","bgm_M64","1.4","1051","0","0","101041","1","-110","1"
"450","150","210","101042","5","1.3","1","0","1","10510105","-30","5","0","bgm_M55","1.8","1051","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101161","1","1","1","-30","1","10520101","-30","1","10","bgm_M64","0.8","1052","0","0","101161","0.7","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10520102","-30","2","0","bgm_M64","1.2","1052","0","0","101161","1.1","-100","0.75"
"-10","100","200","101161","3","1","1","-10","1","10520103","-30","3","5","bgm_M64","1.1","1052","0","-5","101161","1","65","0.65"
"240","100","200","101161","4","1","1","0","1","10520104","-30","4","0","bgm_M64","1.3","1052","-30","0","101161","1","-50","0.8"
"485","270","280","101162","5","1.3","1","-45","1","10520105","-30","5","-10","bgm_M55","1.15","1052","-50","-40","101162","1","-70","0.9"
"-480","120","210","101171","1","1","1","0","1","10530101","-30","1","10","bgm_M64","0.8","1053","0","0","101171","0.85","-120","0.5"
"-270","100","200","101171","2","1","1","0","1","10530102","-30","2","10","bgm_M64","1.2","1053","0","0","101171","1.1","-120","0.75"
"-25","100","200","101171","3","1","1","-10","1","10530103","-30","3","0","bgm_M64","2.3","1053","0","-15","101171","2.2","65","1.55"
"200","100","200","101171","4","1","1","0","1","10530104","-30","4","0","bgm_M64","1.5","1053","-30","0","101171","1","-100","0.9"
"475","200","250","101172","5","1","1","0","1","10530105","-30","5","10","bgm_M55","1.45","1053","-50","-20","101172","1","-30","1"
"-450","170","210","101191","1","1","1","-30","1","10540101","-30","1","10","bgm_M64","1","1054","-25","0","101191","0.9","-110","0.575"
"-250","200","200","101191","2","1","1","0","1","10540102","-30","2","10","bgm_M64","1","1054","0","0","101191","0.7","-120","0.65"
"-10","100","200","101191","3","1","1","-10","1","10540103","-30","3","0","bgm_M64","1.2","1054","0","-15","101191","1.1","50","0.8"
"190","200","200","101191","4","1","1","0","1","10540104","-30","4","0","bgm_M64","1.5","1054","0","0","101191","1","-90","1"
"485","200","280","101192","5","1","1","-45","1.2","10540105","-30","5","-10","bgm_M55","1.3","1054","-50","0","101192","1","-70","1.1"
"-480","120","210","101201","1","1","1","0","1","10550101","-30","1","10","bgm_M64","0.8","1055","0","0","101201","0.85","-120","0.5"
"-250","250","240","101201","2","1","1","-30","1","10550102","-30","2","0","bgm_M64","1","1055","-30","0","101201","1","-120","0.7"
"-10","100","200","101201","3","1","1","-10","1","10550103","-30","3","0","bgm_M64","1.1","1055","0","-15","101201","1","65","0.8"
"190","100","200","101201","4","1","1","0","1","10550104","-30","4","0","bgm_M64","1","1055","43","0","101201","1","-110","0.7"
"475","100","250","101202","5","1","1","-45","1","10550105","-30","5","10","bgm_M55","1.45","1055","-50","-20","101202","1","-30","1"
"-480","250","210","101291","1","1","1","-30","1","10560101","-30","1","10","bgm_M64","0.8","1056","0","0","101291","0.7","-120","0.6"
"-260","100","240","101291","2","1","1","0","1","10560102","-30","2","0","bgm_M64","1.2","1056","0","0","101291","1.1","-100","0.75"
"-35","100","200","101291","3","1","1","-10","1","10560103","-30","3","0","bgm_M64","1.4","1056","-30","-15","101291","1","50","0.9"
"190","150","200","101291","4","1","1","0","1","10560104","-30","4","0","bgm_M64","1.1","1056","-30","0","101291","1","-120","0.9"
"490","100","230","101292","5","1","1","30","1","10560105","-30","5","30","bgm_M55","1.45","1056","15","-20","101292","1","-15","1.1"
"-450","170","210","101301","1","1","1","-30","1","10570101","-30","1","10","bgm_M64","1","1057","-25","0","101301","0.9","-110","0.575"
"-270","100","200","101301","2","1","1","0","1","10570102","-30","2","10","bgm_M64","1.2","1057","0","0","101301","1.1","-120","0.75"
"-50","200","200","101301","3","1","1","-10","1","10570103","-30","3","-10","bgm_M64","1.4","1057","-30","0","101301","1","100","0.93"
"190","100","200","101301","4","1","1","0","1","10570104","-30","4","0","bgm_M64","1.2","1057","0","0","101301","1","-110","0.9"
"470","100","270","101302","5","1","1","-30","1","10570105","-30","5","10","bgm_M55","1.2","1057","-15","-20","101302","1.1","-55","1"
"-480","250","210","101441","1","1","1","-30","1","10580101","-30","1","10","bgm_M64","0.8","1058","0","0","101441","0.7","-120","0.6"
"-250","250","240","101441","2","1","1","-30","1","10580102","-30","2","0","bgm_M64","1","1058","-30","0","101441","1","-120","0.7"
"-5","100","200","101441","3","1","1","-10","1","10580103","-30","3","10","bgm_M64","1.3","1058","-10","-15","101441","1","70","0.75"
"210","100","200","101441","4","1","1","0","1","10580104","-30","4","10","bgm_M64","1.1","1058","20","0","101441","1","-100","0.8"
"470","100","230","101442","5","1","1","-30","1","10580105","-30","5","10","bgm_M55","1.2","1058","-35","-20","101442","1.1","-70","0.95"
"-450","170","210","101451","1","1","1","-30","1","10590101","-30","1","10","bgm_M64","1","1059","-25","0","101451","0.9","-110","0.575"
"-250","200","200","101451","2","1","1","0","1","10590102","-30","2","10","bgm_M64","1","1059","0","0","101451","0.7","-120","0.65"
"-10","150","200","101451","3","1","1","-60","1.4","10590103","-30","3","0","bgm_M64","0.9","1059","-50","-13","101451","0.55","0","0.6"
"200","100","200","101451","4","1","1","0","1","10590104","-30","4","0","bgm_M64","1","1059","0","0","101451","0.7","-120","0.7"
"510","100","290","101452","5","1","1","-50","1.2","10590105","-30","5","0","bgm_M55","1.55","1059","-35","0","101452","1.4","-70","1.25"
"-480","120","210","101561","1","1","1","0","1","10600101","-30","1","10","bgm_M64","0.8","1060","0","0","101561","0.85","-120","0.5"
"-270","100","200","101561","2","1","1","0","1","10600102","-30","2","10","bgm_M64","1.2","1060","0","0","101561","1.1","-120","0.75"
"-25","200","200","101561","3","1","1","-10","1","10600103","-30","3","0","bgm_M64","1.4","1060","-30","-15","101561","1","65","0.9"
"190","100","200","101561","4","1","1","0","1","10600104","-30","4","0","bgm_M64","1.1","1060","0","0","101561","1","-110","0.65"
"460","400","290","101562","5","1","1","-50","1.4","10600105","-30","5","0","bgm_M55","1.55","1060","-60","0","101562","1.35","-70","1.25"
"-480","250","210","101001","1","1","1","-30","1","10610101","-30","1","10","bgm_M64","0.8","1061","0","0","101001","0.7","-120","0.6"
"-260","100","240","101001","2","1","1","0","1","10610102","-30","2","0","bgm_M64","1.2","1061","0","0","101001","1.1","-100","0.75"
"-10","100","200","101001","3","1","1","-10","1","10610103","-30","3","0","bgm_M64","1.4","1061","-30","-15","101001","1","65","1"
"200","100","200","101001","4","1","1","0","1","10610104","-30","4","0","bgm_M64","1.4","1061","0","0","101001","1","-110","1"
"480","200","250","101011","5","1","1","0","1.2","10610105","-30","5","0","bgm_M55","1.3","1061","0","0","101011","1","-40","1.2"
"-480","120","210","101021","1","1","1","0","1","10630101","-30","1","10","bgm_M64","0.8","1063","0","0","101021","0.85","-120","0.5"
"-250","250","240","101021","2","1","1","-30","1","10630102","-30","2","0","bgm_M64","1","1063","-30","0","101021","1","-120","0.7"
"-10","100","200","101021","3","1","1","0","1","10630103","-30","3","0","bgm_M64","1.3","1063","0","0","101021","1","70","0.9"
"240","100","200","101021","4","1","1","0","1","10630104","-30","4","0","bgm_M64","1.2","1063","-30","0","101021","1","-70","0.8"
"470","200","220","101031","5","1","1","0","1","10630105","-30","5","0","bgm_M55","1.8","1063","0","0","101031","1.6","0","1.4"
"-450","170","210","101041","1","1","1","-30","1","10640101","-30","1","10","bgm_M64","1","1064","-25","0","101041","0.9","-110","0.575"
"-250","200","200","101041","2","1","1","0","1","10640102","-30","2","10","bgm_M64","1","1064","0","0","101041","0.7","-120","0.65"
"-10","100","200","101041","3","1","1","-10","1","10640103","-30","3","0","bgm_M64","1.1","1064","0","-15","101041","1","65","0.8"
"200","100","200","101041","4","1","1","0","1","10640104","-30","4","0","bgm_M64","1.5","1064","-30","0","101041","1","-100","0.9"
"450","150","210","101042","5","1.3","1","0","1","10640105","-30","5","0","bgm_M55","1.8","1064","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101161","1","1","1","-30","1","10650101","-30","1","10","bgm_M64","0.8","1065","0","0","101161","0.7","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10650102","-30","2","0","bgm_M64","1.2","1065","0","0","101161","1.1","-100","0.75"
"-10","100","200","101161","3","1","1","-10","1","10650103","-30","3","5","bgm_M64","1.1","1065","0","-5","101161","1","65","0.65"
"200","100","200","101161","4","1","1","0","1","10650104","-30","4","0","bgm_M64","1","1065","0","0","101161","0.85","-100","0.8"
"485","270","280","101162","5","1.3","1","-45","1","10650105","-30","5","-10","bgm_M55","1.15","1065","-50","-40","101162","1","-70","0.9"
"-480","120","210","101171","1","1","1","0","1","10660101","-30","1","10","bgm_M64","0.8","1066","0","0","101171","0.85","-120","0.5"
"-250","250","240","101171","2","1","1","-30","1","10660102","-30","2","0","bgm_M64","1","1066","-30","0","101171","1","-120","0.7"
"0","100","200","101171","3","1","1","-10","1","10660103","-30","3","0","bgm_M64","1.15","1066","0","-10","101171","1.1","65","0.8"
"230","100","200","101171","4","1","1","-10","1","10660104","-30","4","0","bgm_M64","1.35","1066","0","0","101171","1.3","5","0.9"
"475","200","250","101172","5","1","1","0","1","10660105","-30","5","10","bgm_M55","1.45","1066","-50","-20","101172","1","-30","1"
"-480","250","210","101191","1","1","1","-30","1","10670101","-30","1","10","bgm_M64","0.8","1067","0","0","101191","0.7","-50","0.6"
"-270","100","200","101191","2","1","1","0","1","10670102","-30","2","10","bgm_M64","1.2","1067","0","0","101191","1.1","-120","0.75"
"-20","100","200","101191","3","1","1","-10","1","10670103","-30","3","0","bgm_M64","1.4","1067","-30","-15","101191","1","50","0.9"
"200","200","200","101191","4","1","1","0","1","10670104","-30","4","0","bgm_M64","1.5","1067","0","0","101191","1","-90","1"
"485","200","280","101192","5","1","1","-45","1.2","10670105","-30","5","-10","bgm_M55","1.3","1067","-50","0","101192","1","-70","1.1"
"-470","100","210","101201","1","1","1","0","1","10680101","-30","1","10","bgm_M64","1.45","1068","20","0","101201","1.1","0","0.8"
"-250","200","200","101201","2","1","1","0","1","10680102","-30","2","10","bgm_M64","1","1068","0","0","101201","0.7","-120","0.65"
"-5","100","200","101201","3","1","1","-10","1","10680103","-30","3","10","bgm_M64","1.3","1068","-10","-15","101201","1","70","0.75"
"190","100","200","101201","4","1","1","0","1","10680104","-30","4","0","bgm_M64","1","1068","43","0","101201","1","-110","0.7"
"475","100","250","101202","5","1","1","-45","1","10680105","-30","5","10","bgm_M55","1.45","1068","-50","-20","101202","1","-30","1"
"-450","170","210","101291","1","1","1","-30","1","10690101","-30","1","10","bgm_M64","1","1069","-25","0","101291","0.9","-110","0.575"
"-225","100","240","101291","2","1","1","0","1","10690102","-30","2","0","bgm_M64","1.2","1069","0","0","101291","1.1","-25","0.75"
"0","100","200","101291","3","1","1","-10","1","10690103","-30","3","0","bgm_M64","2.3","1069","0","-15","101291","2.2","65","1.55"
"190","100","200","101291","4","1","1","0","1","10690104","-30","4","0","bgm_M64","1.1","1069","0","0","101291","1","-110","0.65"
"490","100","230","101292","5","1","1","30","1","10690105","-30","5","30","bgm_M55","1.45","1069","15","-20","101292","1","-15","1.1"
"-480","250","210","101301","1","1","1","-30","1","10700101","-30","1","10","bgm_M64","0.8","1070","0","0","101301","0.7","-50","0.6"
"-250","200","200","101301","2","1","1","0","1","10700102","-30","2","10","bgm_M64","1","1070","0","0","101301","0.7","-120","0.65"
"-50","200","200","101301","3","1","1","-10","1","10700103","-30","3","-10","bgm_M64","1.4","1070","-30","0","101301","1","100","0.93"
"190","150","200","101301","4","1","1","0","1","10700104","-30","4","0","bgm_M64","1.1","1070","-30","0","101301","1","-120","0.9"
"470","100","270","101302","5","1","1","-30","1","10700105","-30","5","10","bgm_M55","1.2","1070","-15","-20","101302","1.1","-55","1"
"-470","100","210","101441","1","1","1","0","1","10710101","-30","1","10","bgm_M64","1.45","1071","20","0","101441","1.1","0","0.8"
"-250","250","240","101441","2","1","1","-30","1","10710102","-30","2","0","bgm_M64","1","1071","-30","0","101441","1","-120","0.7"
"-10","100","200","101441","3","1","1","-10","1","10710103","-30","3","0","bgm_M64","1.1","1071","0","-15","101441","1","65","0.8"
"200","100","200","101441","4","1","1","0","1","10710104","-30","4","0","bgm_M64","1","1071","0","0","101441","0.7","-120","0.7"
"470","100","230","101442","5","1","1","-30","1","10710105","-30","5","10","bgm_M55","1.2","1071","-35","-20","101442","1.1","-70","0.95"
"-450","170","210","101451","1","1","1","-30","1","10720101","-30","1","10","bgm_M64","1","1072","-25","0","101451","0.9","-110","0.575"
"-225","100","240","101451","2","1","1","0","1","10720102","-30","2","0","bgm_M64","1.2","1072","0","0","101451","1.1","-25","0.75"
"-10","100","200","101451","3","1","1","-10","1","10720103","-30","3","0","bgm_M64","1.4","1072","-30","-15","101451","1","65","1"
"210","100","200","101451","4","1","1","0","1","10720104","-30","4","10","bgm_M64","1.1","1072","20","0","101451","1","-100","0.8"
"510","100","290","101452","5","1","1","-50","1.2","10720105","-30","5","0","bgm_M55","1.55","1072","-35","0","101452","1.4","-70","1.25"
"-450","170","210","101561","1","1","1","-30","1","10730101","-30","1","10","bgm_M64","1","1073","-25","0","101561","0.9","0","0.575"
"-270","100","200","101561","2","1","1","0","1","10730102","-30","2","10","bgm_M64","1.2","1073","0","0","101561","1.1","-120","0.75"
"-10","100","200","101561","3","1","1","-10","1","10730103","-30","3","5","bgm_M64","1.1","1073","0","-5","101561","1","65","0.65"
"200","100","200","101561","4","1","1","0","1","10730104","-30","4","0","bgm_M64","1.4","1073","0","0","101561","1","-110","1"
"460","400","290","101562","5","1","1","-50","1.4","10730105","-30","5","0","bgm_M55","1.55","1073","-60","0","101562","1.35","-70","1.25"
"-480","250","210","101001","1","1","1","-30","1","10740101","-30","1","10","bgm_M64","0.8","1074","0","0","101001","0.7","-50","0.6"
"-260","200","240","101001","2","1","1","10","1","10740102","-30","2","0","bgm_M64","1.35","1074","10","0","101001","1.1","-110","0.9"
"-5","100","200","101001","3","1","1","-10","1","10740103","-30","3","10","bgm_M64","1.15","1074","-10","-15","101001","1","70","0.75"
"190","100","200","101001","4","1","1","0","1","10740104","-30","4","0","bgm_M64","1.2","1074","0","0","101001","1","-110","0.9"
"480","200","250","101011","5","1","1","0","1.2","10740105","-30","5","0","bgm_M55","1.3","1074","0","0","101011","1","-40","1.2"
"-470","100","210","101021","1","1","1","0","1","10750101","-30","1","10","bgm_M64","1.45","1075","20","0","101021","1.1","0","0.8"
"-250","200","200","101021","2","1","1","0","1","10750102","-30","2","10","bgm_M64","1","1075","0","0","101021","0.7","-120","0.65"
"-10","150","200","101021","3","1","1","-60","1.4","10750103","-30","3","0","bgm_M64","0.9","1075","-50","-13","101021","0.55","0","0.6"
"200","100","200","101021","4","1","1","0","1","10750104","-30","4","0","bgm_M64","1.5","1075","-30","0","101021","1","-100","0.9"
"470","200","220","101031","5","1","1","0","1","10750105","-30","5","0","bgm_M55","1.8","1075","0","0","101031","1.6","0","1.4"
"-480","170","210","101041","1","1","1","-30","1","10760101","-30","1","10","bgm_M64","1","1076","-25","0","101041","0.9","-110","0.575"
"-230","250","240","101041","2","1","1","-30","1","10760102","-30","2","0","bgm_M64","1","1076","-30","0","101041","1","-20","0.7"
"15","100","200","101041","3","1","1","-10","1","10760103","-30","3","0","bgm_M64","1.4","1076","-30","-15","101041","1","-120","0.9"
"200","300","200","101041","4","1","1","-50","1","10760104","-30","4","0","bgm_M64","1.3","1076","-60","0","101041","1","40","0.8"
"450","150","210","101042","5","1.3","1","0","1","10760105","-30","5","0","bgm_M55","1.8","1076","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101161","1","1","1","-30","1","10770101","-30","1","10","bgm_M64","0.8","1077","0","0","101161","0.7","-50","0.6"
"-270","100","200","101161","2","1","1","0","1","10770102","-30","2","10","bgm_M64","1.2","1077","0","0","101161","1.1","-120","0.75"
"-10","100","200","101161","3","1","1","0","1","10770103","-30","3","0","bgm_M64","1.3","1077","0","0","101161","1","70","0.9"
"200","200","200","101161","4","1","1","0","1","10770104","-30","4","0","bgm_M64","1.5","1077","0","0","101161","1","-90","1"
"485","270","280","101162","5","1.3","1","-45","1","10770105","-30","5","-10","bgm_M55","1.15","1077","-50","-40","101162","1","-70","0.9"
"-450","170","210","101171","1","1","1","-30","1","10780101","-30","1","10","bgm_M64","1","1078","-25","0","101171","0.9","-90","0.575"
"-225","100","240","101171","2","1","1","0","1","10780102","-30","2","0","bgm_M64","1.2","1078","0","0","101171","1.1","20","0.75"
"0","100","200","101171","3","1","1","-10","1","10780103","-30","3","0","bgm_M64","1.15","1078","0","-10","101171","1.1","-65","0.8"
"230","100","200","101171","4","1","1","-10","1","10780104","-30","4","0","bgm_M64","1","1078","0","0","101171","0.9","0","0.65"
"475","200","250","101172","5","1","1","0","1","10780105","-30","5","10","bgm_M55","1.45","1078","-50","-20","101172","1","-30","1"
"-480","250","210","101191","1","1","1","-30","1","10790101","-30","1","10","bgm_M64","0.8","1079","0","0","101191","0.7","-50","0.6"
"-260","200","240","101191","2","1","1","10","1","10790102","-30","2","0","bgm_M64","1.35","1079","10","0","101191","1.1","-110","0.9"
"-10","100","200","101191","3","1","1","-10","1","10790103","-30","3","0","bgm_M64","1.1","1079","0","-15","101191","1","65","0.8"
"230","100","200","101191","4","1","1","-10","1","10790104","-30","4","0","bgm_M64","1.35","1079","0","0","101191","1.3","5","0.9"
