df03d300b002e8c45466811c595c5dc0aeb2bd4565ce14239098b635822b5985,58d861e48b81f70497fd6f37c89cd4536d5ba961e61037cd71aaba3f419bf358,74327e172a52c47fbacfd4e3608f2470a7ada52f3f333c07f050d1891356c191,0d65b3c461e818d019d8500b698e88ca2932db29f1899ecf75445a9340054f4d,fdbd338a38f67586af77a5d51dd8d86131a4b2f31266073d4d3b3788657ea3d6,689ba4f007addf33d8907c85be73a372423335fb54edfd5bc0e58794a6936227,add94d43fe38fae1ff3fcfae0931036ae89b4361899e3590c4448d4e5fa6ba21,2cd55af9dbedcfe6c9b55800df915323be8ac272e3adbe5c858049a19c9961c7,fc8d5db7ac56c67afcaae5f3acff07c79ae0382cd687120325e81c467b755aad,68f2148148becea074270b4a78bed5ccdfa25ac2b186c80f40c7d8dc398c34a5,e43a7de32de280dc22a4b33db4222755c5adb61827af5a9b8c41cca412bd4034,dab7a64bf2e8b604f264e8d212987d12c84a0551c97cecc77fe16d6a9c2a814e,772a605f0385815ef6eeda24de71ac715474567f7c7e1793b6119d62e9673b5b,ecdb7790bcb45fc7000edaf22f144aaed03279c88e516403a7884657af9cf8e3,695f7070f95c6f2c9ae090f98fc8a7e2da0bcfce3046c658e6d94c66677305fd,6e996ddca81717a2f26b0d34257ae9274f645c6266f38a837745240bac5dddb3,8822115c4d8c4686cb0ab578aded28d932df48a609a3e351a1359caae801ba84,84c4cfc50b076d6d373f9d6240ef1148a6eee6bc1be6dee0456919edb9935595,213b134f1630623386d2f53eee2346ff2336fdb2ea248a1d1f85a40b686cf8c3,e87fb7058ae84f947531b4936ccdce255f91a18411418a4abe47bb8197a96c9b,b976419f0f23233e93e5d32ee601f4e917ac4e90a354fdbb231e4e9f8fba5585
"0","0","-1","0","0","0","131621","0","2","0","1316210","0","0","0.5","0","4.9","0","0","0","0","0"
"0","0","-1","0","0","0","131631","0","2","0","1316310","0","0","1","0","4.6","0","0","0","0","0"
"0.3","0","260","0","0.3","15","131641","0","2","0","1316410","0","0","0","0","0","0","0","0.05","0","0"
"0.3","0","-1","0","0.3","17.1","131641","0","261","0","1316411","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","10","131651","0","2","0","1316510","0","0","0.5","0","3.65","0","0","0","0","0"
"0","0","-1","0","0","0","131661","0","2","0","1316610","0","0","0.75","0","4.65","0","0","0","0","0"
"0","0","-1","0","0","0","131671","0","2","0","1316710","0","0","0.25","0","5","0","0","0","0","0"
"0","0","-1","0","0","0","131681","0","2","0","1316810","0","0","0.75","0","4.5","0","0","0","0","0"
"0","0","260","0","0","20","131691","0","2","0","1316910","0","0","0","0","2.5","0","0","0.1","0","0"
"0","0","-1","0","0","20","131691","0","261","0","1316911","0","0","0","0","3","0","0","0","0","0"
"0","0","-1","0","0","0","131701","0","2","0","1317010","0","0","1.4","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","20","131711","0","2","0","1317110","0","0","0","0","2.25","0","0","0","0","0.3"
"0","0","-1","0","0","10","131721","0","2","0","1317210","0","0","0.65","0","3.75","0","0","0","0","0"
"0","0","260","0","0","20","131731","0","2","0","1317310","0","0","0","2.6","0","0","0","0.05","0","0"
"0","0","-1","0","0","20","131731","0","261","0","1317311","0","0","0","2.85","0","0","0","0","0","0"
"0","0","-1","0","0","15","131741","0","2","0","1317410","0","0","0.75","0","2.85","0","0","0","0","0"
"0","0","-1","0","0","0","131751","0","2","0","1317510","0","0","1.5","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","0","131761","0","2","0","1317610","12.5","0","0","4.3","0","0","0","0","0","0"
"0","0","-1","0","0","35","131771","0","2","0","1317710","0","0","1","0","1","0","0","0","0","0"
"0","0","260","0","0","0","131781","0","2","0","1317810","0","0","0.5","0","4","0","0","0.05","0","0"
"0","0","-1","0","0","0","131781","0","261","0","1317811","0","0","0.5","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","0","131791","0","2","0","1317910","0","0","2","0","4","0","0","0","0","0"
"0","0","-1","0","0","0","131801","1","2","0","1318010","0","0","0.5","0","4","0","0","0","0","0"
"0","0","-1","0","0","0","131901","0","2","0","1319010","0","0","0","3.85","0","0","0","0","1.2","0"
"0","0","-1","0","0","25","131911","0","2","0","1319110","0","0","0","2.25","0","0","0","0","0","0"
"0","0","-1","0","0","12.5","131921","0","2","0","1319210","0","0","1","0","3","0","0","0","0","0"
"0","0","-1","0","0","0","131931","0","2","0","1319310","0","0","2.5","0","4","0","0","0","0","0"
"0","0","-1","0","0","0","131991","0","2","0","1319910","0","0","1.75","0","4.5","0","0","0","0","0"
"0.4","0","-1","0","0.4","15","132001","0","2","0","1320010","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132071","0","2","0","1320710","0","0","1.5","0","4.5","0","0","0","0","0"
"0","0","260","0","0","0","132081","0","2","0","1320810","0","0","1.5","0","4.3","0","0","0.05","0","0"
"0","0","-1","0","0","0","132081","0","261","0","1320811","0","0","1.5","0","4.55","0","0","0","0","0"
"0","0","-1","0","0","15","132091","0","2","0","1320910","0","0","0","2.5","0","0","0","0","1","0"
"0","0","260","0","1.05","0","132101","0","2","0.05","1321010","0","0","0.6","0","0","0","0","0.05","0","0"
"0","0","-1","0","1.1","0","132101","0","261","0.05","1321011","0","0","0.6","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132111","0","2","0","1321110","0","0","0","4.5","0","0","0","0","0.5","0"
"0","0","-1","0","0","0","132121","0","2","0","1321210","0","0","1","0","4.5","0","0","0","0","0"
"0","0","260","0","0","10","132131","0","2","0","1321310","12.5","0","0","0","2.75","0","0","0.05","0","0"
"0","0","-1","0","0","10","132131","0","261","0","1321311","12.5","0","0","0","3","0","0","0","0","0"
"0","0","-1","0","0","13","132141","1.25","2","0","1321410","0","0","0","2.5","0","0","0","0","0","0"
"0.25","0","-1","0","0.2","0","132151","0","2","0","1321510","0","0","0","0","3","0","0","0","0","0"
"0","0","-1","0","0","0","132161","0","2","0","1321610","0","0","1.5","0","4.25","0","0","0","0","0"
"0","0","260","0","0","0","132191","0","2","0.05","1321910","0","0","0","3","0","0","0","0.05","1","0"
"0","0","-1","0","0","0","132191","0","261","0.05","1321911","0","0","0","3.25","0","0","0","0","1","0"
"0","0","-1","0","0","7.5","132201","0","2","0","1322010","0","0","0.75","0","3.75","0","0","0","0","0"
"0","0","-1","0","0.2","0","132211","0","2","0","1322110","0","0","1.25","0","3.5","0","0","0","0","0"
"0","0","-1","0","0","0","132221","0","2","0","1322210","0","0","1.5","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","0","132231","0","2","0","1322310","0","0","0","4.4","0","0","0","0","1.1","0"
"0","0","-1","0","0","5","132241","0","2","0","1322410","0","0","0","0","4.5","0","0","0","0","0"
"0","0","260","0","0","0","132251","0","2","0","1322510","0","0","1.75","0","3.75","0","0","0.1","0","0"
"0","0","-1","0","0","0","132251","0","261","0","1322511","0","0","1.75","0","4.25","0","0","0","0","0"
"0","0","-1","0","0.55","20","132261","0","2","0","1322610","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132271","0","2","0","1322710","0","0","0","4","0","0","0","0","1","0"
"0.3","0","-1","0","0.3","0","132281","0","2","0","1322810","0","0","0","0","2","0","0","0","0","0"
"0.4","0","-1","0","0.4","10","132291","0","2","0","1322910","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","5","132311","0","2","0","1323110","0","0","0","4.4","0","0","0","0","0","0"
"0","0","-1","0","0.35","0","132321","0","2","0","1323210","0","0","0.75","0","3","0","0","0","0","0"
"1.05","0","-1","0","0","15","132331","0","2","0","1323310","0","0","0","0","0","0","0","0","0","0"
"0.75","0","-1","0","0","7.5","132351","0","2","0","1323510","0","0","1","0","0","0","0","0","0","0"
"0","0","-1","0","0","5","132361","0","2","0","1323610","0","0","0.75","0","4","0","0","0","0","0"
"0.25","0","-1","0","0","7.5","132371","0","2","0","1323710","0","0","0","3","0","0","0","0","0","0"
"0","0","260","0","0","0","132381","0","2","0","1323810","0","0","0.75","0","4.5","0","0","0.05","0","0"
"0","0","-1","0","0","0","132381","0","261","0","1323811","0","0","0.75","0","5","0","0","0","0","0"
"0","0","-1","0","0","20","132391","0","2","0","1323910","0","0","1.1","0","2.25","0","0","0","0","0"
"0","0","-1","0","0","12.5","132401","0","2","0","1324010","0","0","0","3.75","0","0","0","0","0","0"
"0","0","-1","0","0","0","132411","0","2","0","1324110","12.5","0","0","3.75","0","0","0","0","0","0"
"0","0","-1","0","1","10","132421","0","2","0","1324210","0","0","0","0","0","0","0","0","0","0"
"0","0","260","0","0","0","132451","0","2","0","1324510","0","0","0","3.5","0","0","0","0.05","1.25","0"
"0","0","-1","0","0","0","132451","0","261","0","1324511","0","0","0","3.75","0","0","0","0","1.25","0"
"0","0","-1","0","0","15","132461","0","2","0","1324610","0","0","0","3.5","0","0","0","0","0","0"
"0","0","-1","0","0","0","132471","0","2","0","1324710","0","0","0.5","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","12.5","132481","0","2","0","1324810","0","0","0","0","3.5","0","0","0","0","0"
"0","0","-1","0","0","0","132491","0","2","0","1324910","0","0","1","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","0","132501","0","2","0","1325010","0","0","0.75","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","0","132511","0","2","0","1325110","0","0","1","0","4","0","0","0","0","0"
"0.4","0","-1","0","0.4","15","132521","0","2","0","1325210","0","0","0","0","0","0","0","0","0","0"
"0","0","260","0","0","0","132531","0","2","0","1325310","0","0","0","0","4.25","0","0","0.05","0","0"
"0","0","-1","0","0","0","132531","0","261","0","1325311","0","0","0","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","0","132541","0","2","0","1325410","0","0","1.25","0","4","0","0","0","0","0"
"0","0","-1","0","0","12.5","132551","0","2","0","1325510","0","0","0","3.5","0","0","0","0","0","0"
"0.4","0","-1","0","0.4","12.5","132561","0","2","0","1325610","0","0","0","0","0","0","0","0","0","0"
"0.4","0","-1","0","0.4","12.5","132571","0","2","0","1325710","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132581","0","2","0","1325810","0","0","1","0","4.6","0","0","0","0","0"
"0","0","-1","0","0","0","132601","0","2","0","1326010","0","0","1.5","0","3","0","0","0","0","0"
"0.4","0","-1","0","0.4","15","132611","0","2","0","1326110","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","12.5","132621","0","2","0","1326210","0","0","0","3.5","0","0","0","0","0.5","0"
"0","0","-1","0","0","15","132631","0","2","0","1326310","0","0","0","3.6","0","0","0","0","0","0"
"0","0","-1","0","0","10","132661","0","2","0","1326610","0","0","0","3.5","0","0","0","0","0.75","0"
"0.4","0","-1","0","0","12.5","132671","0","2","0","1326710","0","0","1","0","0","0","0","0","0","0"
"0.35","0","-1","0","0.3","15","132681","0","2","0","1326810","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","12.5","132691","0","2","0","1326910","0","0","0","3.5","0","0","0","0","0","0"
"0","0","-1","0","0","25","132701","0","2","0","1327010","0","0","1.25","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132711","0","2","0","1327110","0","0","1.25","0","4.25","0","0","0","0","0"
"0","0","260","0","0","12","132721","0","2","0","1327210","0","0","0","3","0","0","0","0.1","0","0"
"0","0","-1","0","0","12","132721","0","261","0","1327211","0","0","0","3.5","0","0","0","0","0","0"
"0","0","-1","0","0","0","132731","0","2","0","1327310","0","0","1.25","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","15","132751","0","2","0","1327510","0","0","0","0","3","0","0","0","0","0"
"0","0","-1","0","0.6","15","132761","0","2","0","1327610","0","0","0","0","0","0","0","0","0","0"
"0.45","0","260","0","0.45","20","132791","0","2","0","1327910","0","0","0","0","0","0","0","0.05","0","0"
"0.45","0","-1","0","0.45","22.1","132791","0","261","0","1327911","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","132801","0","2","0","1328010","0","0","1","0","3","0","0","0","0","0"
"0","0","-1","0","0","0","132831","0","2","0","1328310","0","0","1.5","0","3.25","0","0","0","0","0"
"0","0","-1","0","0","0","132841","0","2","0","1328410","0","0","0","3.5","0","0","0","0","1.25","0"
"0","0","-1","0","0","0","132851","0","2","0","1328510","0","0","0","3.25","0","0","0","0","1.5","0"
"0","0","-1","0","0","12.5","132871","0","2","0","1328710","0","0","0","0","3.75","0","0","0","0","0"
"0","0","-1","0","0","12.5","132881","0","2","0","1328810","0","0","0","0","3.75","0","0","0","0","0"
"0","0","-1","0","0","12.5","132891","0","2","0","1328910","0","0","0","3.75","0","0","0","0","0","0"
"0","0","-1","0","0","0","132931","0","2","0","1329310","0","0","0","0","5","0","0","0","0","0"
"0","0","-1","0","0","0","132941","0","2","0","1329410","0","0","0.5","0","4.5","0","0","0","0","0"
"0","0","260","0","0","0","138011","0","2","0","1380110","0","0","2.5","0","4","0","0","0.05","0","0"
"0","0","-1","0","0","0","138011","0","261","0","1380111","0","0","2.5","0","4.25","0","0","0","0","0"
"0","0","260","0","0","0","138021","0","2","0","1380210","0","0","0","3.75","0","0","0","0.05","1.5","0"
"0","0","-1","0","0","0","138021","0","261","0","1380211","0","0","0","4","0","0","0","0","1.5","0"
"0","0","260","0","0","0","138031","0","2","0","1380310","0","0","1.75","0","4","0","0","0.1","0","0"
"0","0","-1","0","0","0","138031","0","261","0","1380311","0","0","1.75","0","4.5","0","0","0","0","0"
"0","0","260","0","0","25","138041","0","2","0","1380410","0","0","2.2","0","1.1","0","0","0.1","0","0"
"0","0","-1","0","0","25","138041","0","261","0","1380411","0","0","2.2","0","1.6","0","0","0","0","0"
"0.35","0","-1","0","0.35","17.5","138051","0","2","0","1380510","0","0","0","0","0","0","0","0","0","0"
"0","0","260","0","0","0","138061","0","2","0.05","1380610","0","0","0","3.75","0","0","0","0.1","1","0"
"0","0","-1","0","0","0","138061","0","261","0.05","1380611","0","0","0","4.25","0","0","0","0","1","0"
"0","0","-1","0","0","0","138071","0","2","0","1380710","0","0","1.5","0","4.5","0","0","0","0","0"
"0","0","260","0","0","0","138081","0","2","0","1380810","0","0","0.5","0","4.5","0","0","0.1","0","0"
"0","0","-1","0","0","0","138081","0","261","0","1380811","0","0","0.5","0","5.25","0","0","0","0","0"
"0","0","260","0","0","0","138091","0","2","0","1380910","0","0","1","0","4.25","0","0","0.05","0","0"
"0","0","-1","0","0","0","138091","0","261","0","1380911","0","0","1","0","4.5","0","0","0","0","0"
