2cf04e19befbf79a40ed4d7b02d08968f2e902a27f9b1b1852d0a4a694c969d8,829853fbbd4db10e59b9b41b5f1e7f98b038aa89d6f3ca07ad28348adf1f47a9,653539159d4e8223137a936aa0b550c0234faac5d893b68c6040a706e0955932,afef09560995bfda6270c6c7400c53fc5d49f8d6108a68eb3a4cd4d859d203d6,d381e41eabb192806481de7e7b811ef4b183efb8ecbb8cbc93d73ffcb3176697,3ebc98f744404cb704028d185f197d3a4180931b569d31f31a3e9a4a3733685d,5d607ea42f018afae0ecac2e68d0da2aaada0c11f87c5d35cf80d062e4cdedf2,7cf61805560ba0eb8254326bb933b81057a8a511c423edd3602b2ffcb26c63fa,81d6d1f4c699e7c0d3ad91cf5505c38e71889ca8cba75db634239646b98e709b,b82e0e37a4fc070d0c065e03e3ba7533dab48ede502613a88df0262e86eeaabd,2d72a5fc42503f16e330c025b71dbcee98e3956ce32dc45286fda78efce8f6e5
"3","102811","0","cgg_surprise","1","0.2","cgg_talk_surprise1","0","","204","204020"
"12","102811","1.4","4","","0.2","","","","204","204021"
"93","3","","0","","","","","","204","204022"
"3","102811","1","cgg_idle_def","","0.2","","","","204","204023"
"3","1","1","cgg_idle_reaction3","","0.2","","","","204","204024"
"12","1","1.4","11","","0.2","","","","204","204025"
"93","3","","0","","","","","","204","204026"
"3","1","1","cgg_idle_normal","","0.2","","","","204","204027"
"3","102811","1","cgg_talk_joy3_blink","","0.2","","","","204","204028"
"12","102811","1.4","10","","0.2","","","","204","204029"
"93","3","","0","","","","","","204","204030"
"101","204015","","0","","","","","","204","204031"
"22","0","","0.5","","","","","","204","204032"
"6","1","1","1","0","0.1","1","0","","204","204033"
"6","102811","1","1","0","0.1","1","0","","204","204034"
"93","0.1","","0","","","","","","204","204035"
"3","1","1","cgg_idle_normal","","0","","","","204","204036"
"3","102811","1","cgg_idle_def","","0","","","","204","204037"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","205","205001"
"1","1","100","102511","-230","1.6","420","1","cgg_idle_def","205","205002"
"6","1","1","1","1","0.1","1","0","","205","205003"
"6","102511","1","1","1","0.1","1","0","","205","205004"
"93","0.2","","0","","","","","","205","205005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_11_017","","","0","","","205","205006"
"11","102511","6","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","0","0","0","0","0","205","205007"
"3","1","0","cgg_surprise2","1","0.2","cgg_idle_surprise2","0","","205","205008"
"3","102511","0","cgg_surprise","1","0.2","cgg_talk_surprise1","0","","205","205009"
"93","5.5","","0","","","","","","205","205010"
"3","1","0","cgg_shock","1","0.2","cgg_idle_shock","0","","205","205011"
"3","102511","1","cgg_talk_sad2","1","0.2","","0","","205","205012"
"91","205007","","","","","","","","205","205013"
"93","0.5","","0","","","","","","205","205014"
"3","102511","1","cgg_idle_def","","0.2","","","","205","205015"
"3","1","1","cgg_idle_reaction4","","0.2","","","","205","205016"
"12","1","1.4","2","","0.2","","","","205","205017"
"93","3","","0","","","","","","205","205018"
"3","1","1","cgg_idle_normal","","0.2","","","","205","205019"
"3","102511","1","cgg_idle_tsun","","0.2","","","","205","205020"
"12","102511","1.4","5","","0.2","","","","205","205021"
"93","3","","0","","","","","","205","205022"
"3","102511","1","cgg_idle_def","","0.2","","","","205","205023"
"3","1","1","cgg_idle_surprise_sad","","0.2","","","","205","205024"
"12","1","1.4","1","","0.2","","","","205","205025"
"93","3","","0","","","","","","205","205026"
"3","1","1","cgg_idle_normal","","0.2","","","","205","205027"
"3","102511","1","cgg_talk_sad2","","0.2","","","","205","205028"
"12","102511","1.4","15","","0.2","","","","205","205029"
"93","3","","0","","","","","","205","205030"
"101","205015","","0","","","","","","205","205031"
"22","0","","0.5","","","","","","205","205032"
"6","1","1","1","0","0.1","1","0","","205","205033"
"6","102511","1","1","0","0.1","1","0","","205","205034"
"93","0.1","","0","","","","","","205","205035"
"3","1","1","cgg_idle_normal","","0","","","","205","205036"
"3","102511","1","cgg_idle_def","","0","","","","205","205037"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","206","206001"
"1","1","100","110911","-230","1.6","420","1","cgg_idle_def","206","206002"
"6","1","1","1","1","0.1","1","0","","206","206003"
"6","110911","1","1","1","0.1","1","0","","206","206004"
"93","0.2","","0","","","","","","206","206005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_12_018","","","0","","","206","206006"
"11","110911","6","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","0","0","0","0","0","206","206007"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","206","206008"
"3","110911","1","cgg_talk_joy1_normal","","0.2","","","","206","206009"
"93","2.3","","0","","","","","","206","206010"
"3","1","1","cgg_idle_surprise2","","0.2","","","","206","206011"
"3","110911","1","cgg_talk_joy3_blink2","","0.2","","","","206","206012"
"93","3.2","","0","","","","","","206","206013"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0","","206","206014"
"3","110911","0","cgg_talk_guts_anger_NoBlink","1","0.2","cgg_idle_guts_anger","0","","206","206015"
"91","206007","","","","","","","","206","206016"
"93","0.5","","0","","","","","","206","206017"
"3","110911","1","cgg_idle_def","","0.2","","","","206","206018"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","206","206019"
"12","1","1.4","10","","0.2","","","","206","206020"
"93","3","","0","","","","","","206","206021"
"3","1","1","cgg_idle_normal","","0.2","","","","206","206022"
"3","110911","1","cgg_talk_sad","","0.2","","","","206","206023"
"12","110911","1.4","5","","0.2","","","","206","206024"
"93","3","","0","","","","","","206","206025"
"3","110911","1","cgg_idle_def","","0.2","","","","206","206026"
"3","1","0","cgg_surprise2","1","0.2","cgg_idle_surprise2","0","","206","206027"
"12","1","1.4","4","","0.2","","","","206","206028"
"93","3","","0","","","","","","206","206029"
"3","1","1","cgg_idle_normal","","0.2","","","","206","206030"
"3","110911","0","cgg_talk_guts_anger","1","0.2","cgg_idle_guts_anger","0","","206","206031"
"12","110911","1.4","11","","0.2","","","","206","206032"
"93","3","","0","","","","","","206","206033"
"101","206018","","0","","","","","","206","206034"
"22","0","","0.5","","","","","","206","206035"
"6","1","1","1","0","0.1","1","0","","206","206036"
"6","110911","1","1","0","0.1","1","0","","206","206037"
"93","0.1","","0","","","","","","206","206038"
"3","1","1","cgg_idle_normal","","0","","","","206","206039"
"3","110911","1","cgg_idle_def","","0","","","","206","206040"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","301","301001"
"1","1","100","105811","-230","1.6","420","1","cgg_idle_def","301","301002"
"6","1","1","1","1","0.1","1","0","","301","301003"
"6","105811","1","1","1","0.1","1","0","","301","301004"
"93","0.2","","0","","","","","","301","301005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_13_019","","","0","3","","301","301006"
"11","105811","6","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","0","0","0","0","0","301","301007"
"3","1","1","cgg_idle_reaction1","","0.2","","","","301","301008"
"3","105811","0","cgg_surprise_kira","1","0.2","cgg_talk_surprise_kira","0","","301","301009"
"93","1.7","","0","","","","","","301","301010"
"3","1","0","cgg_talk_nod","1","0.2","cgg_idle_nod","0","","301","301011"
"3","105811","1","cgg_talk_joy1_normal","","0.2","","","","301","301012"
"93","1.8","","0","","","","","","301","301013"
"3","1","0","cgg_joy","1","0.2","cgg_idle_reaction3","0","","301","301014"
"3","105811","0","cgg_handclap_def_N","1","0.2","cgg_idle_def","0.2","","301","301015"
"91","301007","","","","","","","","301","301016"
"93","0.5","","0","","","","","","301","301017"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","301","301018"
"12","1","1.4","10","","0.2","","","","301","301019"
"93","3","","0","","","","","","301","301020"
"3","1","1","cgg_idle_normal","","0.2","","","","301","301021"
"3","105811","0","cgg_surprise_kira","1","0.2","cgg_talk_surprise_kira","0","","301","301022"
"12","105811","1.4","7","","0.2","","","","301","301023"
"93","3","","0","","","","","","301","301024"
"3","105811","1","cgg_idle_def","","0.2","","","","301","301025"
"3","1","1","cgg_idle_surprise3","","0.2","","","","301","301026"
"12","1","1.4","6","","0.2","","","","301","301027"
"93","3","","0","","","","","","301","301028"
"3","1","1","cgg_idle_normal","","0.2","","","","301","301029"
"3","105811","1","cgg_idle_joy3","","0.1","","","","301","301030"
"12","105811","1.4","10","","0.2","","","","301","301031"
"93","3","","0","","","","","","301","301032"
"3","105811","1","cgg_idle_def","","0.2","","","","301","301033"
"101","301018","","0","","","","","","301","301034"
"22","0","","0.5","","","","","","301","301035"
"6","1","1","1","0","0.1","1","0","","301","301036"
"6","105811","1","1","0","0.1","1","0","","301","301037"
"93","0.1","","0","","","","","","301","301038"
"3","1","1","cgg_idle_normal","","0","","","","301","301039"
"3","105811","1","cgg_idle_def","","0","","","","301","301040"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","302","302001"
"1","1","100","105911","-230","1.6","420","1","cgg_idle_def","302","302002"
"6","1","1","1","1","0.1","1","0","","302","302003"
"6","105911","1","1","1","0.1","1","0","","302","302004"
"93","0.2","","0","","","","","","302","302005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_14_020","","","0","","","302","302006"
"11","105911","6","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","0","0","0","0","0","302","302007"
"3","1","1","cgg_idle_reaction5","","0.2","","","","302","302008"
"3","105911","1","cgg_talk_joy3","","0.2","","","","302","302009"
"93","4.5","","0","","","","","","302","302010"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","302","302011"
"3","105911","1","cgg_talk_wish","","0.2","","","","302","302012"
"91","302007","","","","","","","","302","302013"
"93","0.5","","0","","","","","","302","302014"
"3","105911","1","cgg_idle_def","","0.2","","","","302","302015"
"3","1","0","cgg_talk_nod","1","0.2","cgg_idle_nod","0","","302","302016"
"12","1","1.4","6","","0.2","","","","302","302017"
"93","3","","0","","","","","","302","302018"
"3","1","1","cgg_idle_normal","","0.2","","","","302","302019"
"3","105911","1","cgg_talk_joy3_blink","","0.2","","","","302","302020"
"12","105911","1.4","7","","0.2","","","","302","302021"
"93","3","","0","","","","","","302","302022"
"3","105911","1","cgg_idle_def","","0.2","","","","302","302023"
"3","1","1","cgg_idle_reaction3","","0.2","","","","302","302024"
"12","1","1.4","10","","0.2","","","","302","302025"
"93","3","","0","","","","","","302","302026"
"3","1","1","cgg_idle_normal","","0.2","","","","302","302027"
"3","105911","0","cgg_talk_guts","1","0.2","cgg_idle_guts","0","","302","302028"
"12","105911","1.4","11","","0.2","","","","302","302029"
"93","3","","0","","","","","","302","302030"
"101","302015","","0","","","","","","302","302031"
"22","0","","0.5","","","","","","302","302032"
"6","1","1","1","0","0.1","1","0","","302","302033"
"6","105911","1","1","0","0.1","1","0","","302","302034"
"93","0.1","","0","","","","","","302","302035"
"3","1","1","cgg_idle_normal","","0","","","","302","302036"
"3","105911","1","cgg_idle_def","","0","","","","302","302037"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","303","303001"
"1","1","100","106011","-230","1.6","420","1","cgg_idle_def","303","303002"
"6","1","1","1","1","0.1","1","0","","303","303003"
"6","106011","1","1","1","0.1","1","0","","303","303004"
"93","0.2","","0","","","","","","303","303005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_15_021","","","0","","","303","303006"
"11","106011","6","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","0","0","0","0","0","303","303007"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","303","303008"
"3","106011","0","cgg_surprise","1","0.2","cgg_talk_surprise1","0","","303","303009"
"93","3","","0","","","","","","303","303010"
"3","106011","1","cgg_talk_joy1_normal","","0.2","","","","303","303011"
"93","2.1","","0","","","","","","303","303012"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0","","303","303013"
"3","106011","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","303","303014"
"91","303007","","","","","","","","303","303015"
"93","0.5","","0","","","","","","303","303016"
"3","106011","1","cgg_idle_def","","0.2","","","","303","303017"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","303","303018"
"12","1","1.4","6","","0.2","","","","303","303019"
"93","3","","0","","","","","","303","303020"
"3","1","1","cgg_idle_normal","","0.2","","","","303","303021"
"3","106011","0","cgg_surprise","1","0.2","cgg_talk_surprise1","0","","303","303022"
"12","106011","1.4","4","","0.2","","","","303","303023"
"93","3","","0","","","","","","303","303024"
"3","106011","1","cgg_idle_def","","0.2","","","","303","303025"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","303","303026"
"12","1","1.4","7","","0.2","","","","303","303027"
"93","3","","0","","","","","","303","303028"
"3","1","1","cgg_idle_normal","","0.2","","","","303","303029"
"3","106011","1","cgg_idle_bitter","","0.2","","","","303","303030"
"12","106011","1.4","1","","0.2","","","","303","303031"
"93","3","","0","","","","","","303","303032"
"101","303017","","0","","","","","","303","303033"
"22","0","","0.5","","","","","","303","303034"
"6","1","1","1","0","0.1","1","0","","303","303035"
"6","106011","1","1","0","0.1","1","0","","303","303036"
"93","0.1","","0","","","","","","303","303037"
"3","1","1","cgg_idle_normal","","0","","","","303","303038"
"3","106011","1","cgg_idle_def","","0","","","","303","303039"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","304","304001"
"1","1","100","106411","-230","1.6","420","1","cgg_idle_def","304","304002"
"6","1","1","1","1","0.1","1","0","","304","304003"
"6","106411","1","1","1","0.1","1","0","","304","304004"
"93","0.2","","0","","","","","","304","304005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_16_022","","","0","","","304","304006"
"11","106411","5","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","0","0","0","0","0","304","304007"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","304","304008"
"3","106411","0","cgg_surprise_dere","2","0.2","cgg_talk_surprise_dere","0","","304","304009"
"93","5.2","","0","","","","","","304","304010"
"3","106411","1","cgg_talk_joy3","","0.2","","","","304","304011"
"91","304007","","","","","","","","304","304012"
"93","0.5","","0","","","","","","304","304013"
"3","106411","1","cgg_idle_def","","0.2","","","","304","304014"
"3","1","1","cgg_idle_surprise3","","0.2","","","","304","304015"
"12","1","1.4","6","","0.2","","","","304","304016"
"93","3","","0","","","","","","304","304017"
"3","1","1","cgg_idle_normal","","0.2","","","","304","304018"
"3","106411","1","cgg_talk_joy1","","0.2","","","","304","304019"
"12","106411","1.4","10","","0.2","","","","304","304020"
"93","3","","0","","","","","","304","304021"
"3","106411","1","cgg_idle_def","","0.2","","","","304","304022"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","304","304023"
"12","1","1.4","6","","0.2","","","","304","304024"
"93","3","","0","","","","","","304","304025"
"3","1","1","cgg_idle_normal","","0.2","","","","304","304026"
"3","106411","0","cgg_surprise_kira","1","0.2","cgg_talk_surprise_kira","0","","304","304027"
"12","106411","1.4","7","","0.2","","","","304","304028"
"93","3","","0","","","","","","304","304029"
"101","304015","","0","","","","","","304","304030"
"22","0","","0.5","","","","","","304","304031"
"6","1","1","1","0","0.1","1","0","","304","304032"
"6","106411","1","1","0","0.1","1","0","","304","304033"
"93","0.1","","0","","","","","","304","304034"
"3","1","1","cgg_idle_normal","","0","","","","304","304035"
"3","106411","1","cgg_idle_def","","0","","","","304","304036"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","305","305001"
"1","1","100","110911","-230","1.6","420","1","cgg_idle_def","305","305002"
"6","1","1","1","1","0.1","1","0","","305","305003"
"6","110911","1","1","1","0.1","1","0","","305","305004"
"93","0.2","","0","","","","","","305","305005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_17_023","","","0","","","305","305006"
"11","110911","6","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","0","0","0","0","0","305","305007"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","305","305008"
"3","110911","1","cgg_talk_joy1","","0.2","","","","305","305009"
"93","1.9","","0","","","","","","305","305010"
"3","1","1","cgg_idle_nod","","0.2","","","","305","305011"
"3","110911","1","cgg_talk_joy3_dere","","0.2","","","","305","305012"
"91","305007","","","","","","","","305","305013"
"93","0.5","","0","","","","","","305","305014"
"3","110911","1","cgg_idle_def","","0.2","","","","305","305015"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","305","305016"
"12","1","1.4","6","","0.2","","","","305","305017"
"93","3","","0","","","","","","305","305018"
"3","1","1","cgg_idle_normal","","0.2","","","","305","305019"
"3","110911","1","cgg_talk_joy3","","0.2","","","","305","305020"
"12","110911","1.4","10","","0.2","","","","305","305021"
"93","3","","0","","","","","","305","305022"
"3","110911","1","cgg_idle_def","","0.2","","","","305","305023"
"3","1","1","cgg_idle_reaction3","","0.2","","","","305","305024"
"12","1","1.4","10","","0.2","","","","305","305025"
"93","3","","0","","","","","","305","305026"
"3","1","1","cgg_idle_normal","","0.2","","","","305","305027"
"3","110911","0","cgg_talk_arm_crossed","1","0.2","cgg_idle_arm_crossed","0","","305","305028"
"12","110911","1.4","7","","0.2","","","","305","305029"
"93","3","","0","","","","","","305","305030"
"101","305015","","0","","","","","","305","305031"
"22","0","","0.5","","","","","","305","305032"
"6","1","1","1","0","0.1","1","0","","305","305033"
"6","110911","1","1","0","0.1","1","0","","305","305034"
"93","0.1","","0","","","","","","305","305035"
"3","1","1","cgg_idle_normal","","0","","","","305","305036"
"3","110911","1","cgg_idle_def","","0","","","","305","305037"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","306","306001"
"1","1","100","117211","-230","1.6","290","1","cgg_idle_def","306","306002"
"1","1","101","117311","-230","1.6","405","1","cgg_idle_def","306","306003"
"1","1","102","117411","-230","1.6","520","1","cgg_idle_def","306","306004"
"6","1","1","1","1","0.1","1","0","","306","306005"
"6","117211","1","1","1","0.1","1","0","","306","306006"
"6","117311","1","1","1","0.1","1","0","","306","306007"
"6","117411","1","1","1","0.1","1","0","","306","306008"
"93","0.2","","0","","","","","","306","306009"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_18_024","","","0","","","306","306010"
"11","117211","7","私たちのグッズを\n全部集めてくれて\nありがとう♪","0","0","0","0","0","306","306011"
"3","1","1","cgg_idle_reaction1","","0.2","","","","306","306012"
"3","117211","1","cgg_talk_joy1_normal","","0.2","","","","306","306013"
"93","2.4","","0","","","","","","306","306014"
"3","1","0","cgg_joy","1","0.2","cgg_idle_reaction3","0","","306","306015"
"3","117211","1","cgg_talk_surprise_nozomi","","0.2","","","","306","306016"
"91","306011","","","","","","","","306","306017"
"3","117211","1","cgg_idle_def","","0.2","","","","306","306018"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_18_025","","","0","","","306","306019"
"11","117311","5","全部集めてしまう\nなんて、驚きました\nおめでとうございます","0","0","0","0","0","306","306020"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","306","306021"
"3","117311","1","cgg_talk_surprise1","","0.2","","","","306","306022"
"93","4.5","","0","","","","","","306","306023"
"3","1","1","cgg_idle_reaction5","","0.2","","","","306","306024"
"3","117311","1","cgg_talk_wish","","0.2","","","","306","306025"
"91","306020","","","","","","","","306","306026"
"3","117311","1","cgg_idle_def","","0.2","","","","306","306027"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_18_026","","","0","","","306","306028"
"11","117411","5","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","0","0","0","0","0","306","306029"
"3","1","1","cgg_idle_surprise1","","0.2","","","","306","306030"
"3","117411","1","cgg_idle_tsun","","0.2","","","","306","306031"
"93","4.3","","0","","","","","","306","306032"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","306","306033"
"3","117411","1","cgg_talk_joy1","","0.2","","","","306","306034"
"91","306029","","","","","","","","306","306035"
"93","0.5","","0","","","","","","306","306036"
"3","117411","1","cgg_idle_def","","0.2","","","","306","306037"
"3","1","1","cgg_idle_normal","","0.2","","","","306","306038"
"3","117211","1","cgg_talk_joy1","","0.2","","","","306","306039"
"12","117211","1.4","10","","0.2","","","","306","306040"
"93","3","","0","","","","","","306","306041"
"3","117211","1","cgg_idle_def","","0.2","","","","306","306042"
"3","117311","1","cgg_talk_wish","","0.2","","","","306","306043"
"12","117311","1.4","7","","0.2","","","","306","306044"
"93","3","","0","","","","","","306","306045"
"3","117311","1","cgg_idle_def","","0.2","","","","306","306046"
"3","117411","0","cgg_talk_guts","1","0.2","cgg_idle_guts","0","","306","306047"
"12","117411","1.4","4","","0.2","","","","306","306048"
"93","3","","0","","","","","","306","306049"
"3","117411","1","cgg_idle_def","","0.2","","","","306","306050"
"3","1","1","cgg_idle_reaction3","","0.2","","","","306","306051"
"12","1","1.4","6","","0.2","","","","306","306052"
"93","3","","0","","","","","","306","306053"
"101","306038","","0","","","","","","306","306054"
"22","0","","0.5","","","","","","306","306055"
"6","1","1","1","0","0.1","1","0","","306","306056"
"6","117211","1","1","0","0.1","1","0","","306","306057"
"6","117311","1","1","0","0.1","1","0","","306","306058"
"6","117411","1","1","0","0.1","1","0","","306","306059"
"93","0.1","","0","","","","","","306","306060"
"3","1","1","cgg_idle_normal","","0","","","","306","306061"
"3","117211","1","cgg_idle_def","","0","","","","306","306062"
"3","117311","1","cgg_idle_def","","0","","","","306","306063"
"3","117411","1","cgg_idle_def","","0","","","","306","306064"
