c496eb6aa8784f9bff721ced44424f256799a0acbd5ca2af74508ce6c57f2d8f,2d2fafbcc949ddc6eaf6b56605161971b7e0649fffce9bcdabd9379a11edac44,9d614650155dfc645b692e673b8beb8c111da8a2e47393465a8eae50f3ec2728,1d0229ce0e9cf54b6101f543e8c773372133efc1233597ddb9169e098dbb6d60,3ce1d6bf0dc119c223af4e82acdd4dc84d2d7b31bf5b878dcdf2a0a5b9cc893c,2214a4ea35e0c859d939e5826754060d118f5a4b2bf6d76a0b1687e1190948e4,9700c364a3ec44aeca49b6a8903f9c52c137645bfdb6306302a319a418f4dd0f,5bf900bca334518ee4f953990482f7b240ea19f7795c27d5cd0419899f8087ca,f26b50f193a7f9d60f021d6466b5e954afffeb6e417a509e71e73ed709b134c8,7577781fd77abffec35d237576900341fcea6adca815876c37f394148e9d868f,dbefb3172f91cd5e3435021e1ce4d3ce3ff95ac3d0ccb4a75bce4271f573bd3f
"91","","","","5152063","0","","0","0","","63064"
"3","0.2","1","shock_to_surprise","5152063","0","","131711","surprise_idle","","63065"
"3","0.2","","empty","5152063","1","","1","","","63066"
"3","0.2","1","doya_in_sad","5152063","0","0","132011","doya_talk_sad","","63067"
"21","","","vo_rag_5009","5152063","0","","vo_rag","0","","63068"
"11","0","1","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","5152063","10","0","132011","1","0","63069"
"91","","","","5152063","0","","0","0","","63070"
"3","0.2","","doya_talk","5152063","1","","132011","","","63071"
"21","","","vo_rag_5010","5152063","0","","vo_rag","0","","63072"
"11","0","1","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","5152063","10","0","132011","1","0","63073"
"91","","","","5152063","0","","0","0","","63074"
"3","0.2","","doya_idle","5152063","1","","132011","","","63075"
"3","0.2","","sad_talk_anger","5152063","1","","131711","","","63076"
"21","","","vo_rag_5011","5152063","0","","vo_rag","0","","63077"
"11","0","1","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","5152063","10","0","131711","1","0","63078"
"91","","","","5152063","0","","0","0","","63079"
"3","0.2","1","doya_to_doya","5152063","0","0","132011","doya_idle_normal2","","63080"
"3","0.2","1","cool_in_joy2","5152063","0","0","131711","cool_talk_joy2","","63081"
"23","","","se_10058300_emotion_isekai_1","5152063","0","","se_10058300","","","63082"
"12","","0","10","5152063","0.8","","131711","0","","63083"
"93","","","0","5152063","","","1.5","","","63084"
"3","0.2","","sad_idle_surprise1","5152063","1","","132011","","","63085"
"3","0.2","","ames_idol_dance","5152063","0","","131711","","","63086"
"93","","","0","5152063","","","1.8","","","63087"
"3","0.2","1","echidna_interest_in","5152063","0","0","132011","echidna_interest_talk","","63088"
"23","","","se_10058300_emotion_isekai_2","5152063","0","","se_10058300","","","63089"
"12","","0","7","5152063","2","","132011","0","","63090"
"93","","","0","5152063","","","1.1","","","63091"
"93","","","0","5152063","","","0.5","","","63092"
"101","","","","5152063","","","63094","","","63093"
"25","","","bgm_MC173B","5152063","","","bgm_MC173B","","","63094"
"22","","","0","5152063","","","0","","","63095"
"1","1.55","-295","102611","5152064","110","1","1","410","idle_normal","64001"
"1","1.45","-114","107811","5152064","105","0","1","176","cool_idle","64002"
"1","1.5","-179","102311","5152064","106","0","1","12","joy_idle_normal","64003"
"1","1.45","-116","110311","5152064","105","0","1","-177","idle_normal","64004"
"1","1.55","-258","102111","5152064","107","0","1","-226","wish_idle","64005"
"1","1.55","-260","131911","5152064","107","0","1","115","idle_normal","64006"
"1","1.5","-178","122811","5152064","106","0","1","-350","doya_idle","64007"
"1","1.6","-334","122911","5152064","108","0","1","-391","idle_normal","64008"
"1","1.6","-330","122711","5152064","108","0","1","-60","idle_normal","64009"
"13","","","210","5152064","","","102611","","","64010"
"13","","","207","5152064","","","131911","","","64011"
"13","","","205","5152064","","","110311","","","64012"
"13","","","208","5152064","","","122711","","","64013"
"13","","","206","5152064","","","122811","","","64014"
"13","","","208","5152064","","","122911","","","64015"
"13","","","207","5152064","","","102111","","","64016"
"13","","","206","5152064","","","102311","","","64017"
"13","","","205","5152064","","","107811","","","64018"
"5","1.55","-295","11","5152064","115","1","1","410","empty","64019"
"5","1.55","-260","61","5152064","131","0","1","115","empty","64020"
"5","1.55","-134","62","5152064","131","0","1","146","empty","64021"
"5","1.55","-295","63","5152064","132","0","1","410","empty","64022"
"5","1.55","-136","64","5152064","132","0","1","-177","empty","64023"
"31","1","1.3","1","5152064","0","","1","40","","64024"
"31","0","1","13","5152064","385","","13","-235","","64025"
"31","0","1","2","5152064","0","","2","0","","64026"
"31","1","1","3","5152064","0","","3","0","","64027"
"91","","","0","5152064","","","0","","","64028"
"37","","","telop_4","5152064","","","3","","","64029"
"102","","","0","5152064","0","","0","","","64030"
"93","","","0","5152064","","","1","","","64031"
"3","0.2","","sad_talk_dead","5152064","1","","102611","","","64032"
"21","","","vo_rag_3001","5152064","0","","vo_rag","0","","64033"
"11","0","1","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","5152064","10","0","102611","1","0","64034"
"91","","","","5152064","0","","0","0","","64035"
"3","0.2","","talk_normal_surprise","5152064","1","","102611","","","64036"
"21","","","vo_rag_3002","5152064","0","","vo_rag","0","","64037"
"11","0","1","ほんとはやりたくないけど、\n体操はじめるよ～","5152064","10","0","102611","1","0","64038"
"91","","","","5152064","0","","0","0","","64039"
"3","0.2","","idle_normal","5152064","1","","102611","","","64040"
"25","","","bgm_MC175B","5152064","","","bgm_MC175B","","","64041"
"32","","","1","5152064","","","2","","","64042"
"21","","","vo_rag_3003","5152064","0","","vo_rag","0","","64043"
"11","0","0","まずはその場で跳躍～\nいち、に、さん…","5152064","10","0","102611","1","2.2","64044"
"93","","","","5152064","0","","3.2","0","","64045"
"3","0.2","1","gutara_jump3time","5152064","0","0.2","11","tired_idle","","64046"
"3","0.2","1","gutara_jump3time","5152064","0","0.2","102611","tired_idle","","64047"
"93","","","","5152064","0","","0.1","0","","64048"
"3","0.2","1","jump3time","5152064","0","0.2","131911","idle_normal","","64049"
"3","0.2","1","jump3time","5152064","0","0.2","122911","idle_normal","","64050"
"3","0.2","1","jump3time","5152064","0","0.2","102311","joy_idle_normal","","64051"
"93","","","","5152064","0","","0.1","0","","64052"
"3","0.2","1","jump3time","5152064","0","0.2","107811","idle_normal","","64053"
"3","0.2","1","jump3time","5152064","0","0.2","110311","idle_normal","","64054"
"3","0.2","1","jump3time","5152064","0","0.2","102111","wish_idle","","64055"
"93","","","","5152064","0","","0.1","0","","64056"
"3","0.2","1","jump3time","5152064","0","0.2","122811","doya_idle","","64057"
"3","0.2","1","jump3time","5152064","0","0.2","122711","idle_normal","","64058"
"93","","","0","5152064","","","2.1","","","64059"
"23","","","se_10058300_isekai_breath","5152064","0","","se_10058300","","","64060"
"93","","","0","5152064","","","1.7","","","64061"
"91","","","","5152064","0","","64044","0","","64062"
"27","0","0","bgm_MC173B","5152064","0.5","1","bgm_MC173B","0.5","","64063"
"37","","","out","5152064","","","2","","","64064"
"21","","","vo_rag_3004","5152064","0","","vo_rag","0","","64065"
"11","0","1","…ふぅ、ちょっと休憩しよっか","5152064","10","","102611","1","0","64066"
"91","","","","5152064","0","","0","0","","64067"
"3","0.2","","talk_normal_shy","5152064","1","","107811","","","64068"
"21","","","vo_rag_3005","5152064","0","","vo_rag","0","","64069"
"11","0","1","いくら何でも早すぎるでしょ！？","5152064","10","","107811","1","0","64070"
"91","","","","5152064","0","","0","0","","64071"
"3","0.2","","idle_normal_shy","5152064","1","","107811","","","64072"
"24","","","0.3","5152064","","","se_10058300_isekai_breath","","","64073"
"3","0.2","","empty","5152064","1","","11","","","64074"
"3","0.2","","talk_normal_joy","5152064","1","","102611","","","64075"
"21","","","vo_rag_3006","5152064","0","","vo_rag","0","","64076"
"11","0","1","じゃあ次は横になって深呼吸～","5152064","10","","102611","1","0","64077"
"91","","","","5152064","0","","0","0","","64078"
"3","0.2","1","idle_to_layLongHair","5152064","0","0","102611","gutara_sleepy_idle","","64079"
"93","","","","5152064","0","","0.2","0","","64080"
"3","0.2","1","idle_to_layLongHair","5152064","0","0","131911","gutara_breathLongHair_idle","","64081"
"3","0.2","1","idle_to_layShortHair","5152064","0","0","122911","gutara_breathShortHair_idle","","64082"
"3","0.2","1","idle_to_layShortHair","5152064","0","0","102311","gutara_breathShortHair_idle","","64083"
"93","","","","5152064","0","","0.2","0","","64084"
"3","0.2","1","idle_to_layLongHair","5152064","0","0","110311","gutara_breathLongHair_idle","","64085"
"3","0.2","1","idle_to_layShortHair","5152064","0","0","122711","gutara_breathShortHair_idle","","64086"
"3","0.2","1","idle_to_layLongHair","5152064","0","0","107811","gutara_breathLongHair_idle","","64087"
"93","","","","5152064","0","","0.1","0","","64088"
"3","0.2","1","idle_to_layShortHair","5152064","0","0","102111","gutara_breathShortHair_idle","","64089"
"3","0.2","1","idle_to_layShortHair","5152064","0","0","122811","gutara_breathShortHair_idle","","64090"
"121","12","2.8","105","5152064","1","","0","1","","64091"
"93","","","","5152064","0","","2","0","","64092"
"12","50","0","12","5152064","1.5","-120","102611","0","","64093"
"93","","","","5152064","0","","1.5","0","","64094"
"3","0.2","1","gutara_sleep2_in","5152064","0","0","102611","gutara_sleep2_idle","","64095"
"93","","","","5152064","0","","1.5","0","","64096"
"32","","","1","5152064","","","13","","","64097"
"21","","","vo_rag_3007","5152064","0","","vo_rag","0","","64098"
"11","15","1","すぅ…むにゃむにゃ…","5152064","10","-100","102611","1","0","64099"
"91","","","","5152064","0","","0","0","","64100"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64101"
"4","","","0","5152064","","","11","","","64102"
"2","","0","460","5152064","-310","","11","0","","64103"
"3","","","gutara_sleep","5152064","0","","11","","","64104"
"3","0.2","1","gutara_surprise","5152064","0","0","107811","gutara_sleep1_idle","","64105"
"21","","","vo_rag_3008","5152064","0","","vo_rag","0","","64106"
"11","-15","0","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","5152064","10","-40","107811","1","1.5","64107"
"93","","","0","5152064","","","6.8","","","64108"
"93","","","0","5152064","","","0.5","","","64109"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64110"
"3","","","gutara_sleep2","5152064","0","","62","","","64111"
"91","","","","5152064","0","","64107","0","","64112"
"3","0.2","1","gutara_sleep1ShortHair_in","5152064","0","0","122911","gutara_sleep1_idle","","64113"
"93","","","","5152064","0","","0.2","0","","64114"
"3","0.2","1","gutara_sleep1ShortHair_in","5152064","0","0","102311","gutara_sleep1_idle","","64115"
"93","","","","5152064","0","","0.2","0","","64116"
"3","0.2","1","gutara_sleep1ShortHair_in","5152064","0","0","122811","gutara_sleep1_idle","","64117"
"93","","","","5152064","0","","1.5","0","","64118"
"3","0.2","1","gutara_sleepy_in","5152064","0","0","110311","gutara_sleep1_idle","","64119"
"21","","","vo_rag_3009","5152064","0","","vo_rag","0","","64120"
"11","-40","0","今日は朝が早かったから…\nあたしも…ふあ……","5152064","10","-110","110311","1","1.5","64121"
"93","","","0","5152064","","","7.4","","","64122"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64123"
"3","","","gutara_sleep","5152064","0","","64","","","64124"
"91","","","","5152064","0","","64121","0","","64125"
"3","0.2","1","gutara_sleep1ShortHair_in","5152064","0","0","102111","gutara_sleep1_idle","","64126"
"93","","","","5152064","0","","0.2","0","","64127"
"3","0.2","1","gutara_sleep1ShortHair_in","5152064","0","0","122711","gutara_sleep1_idle","","64128"
"93","","","","5152064","0","","4","0","","64129"
"3","0.2","1","gutara_notice_in","5152064","0","0","131911","gutara_notice_talk_shy","","64130"
"21","","","vo_rag_3010","5152064","0","","vo_rag","0","","64131"
"11","-15","1","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","5152064","10","-50","131911","1","0","64132"
"91","","","","5152064","0","","0","0","","64133"
"3","0.2","1","gutara_notice_to_notice","5152064","0","0","131911","gutara_notice_talk_dead","","64134"
"21","","","vo_rag_3011","5152064","0","","vo_rag","0","","64135"
"11","-15","1","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","5152064","10","-50","131911","1","0","64136"
"91","","","","5152064","0","","0","0","","64137"
"3","0.2","1","gutara_notice_out","5152064","0","0","131911","gutara_sleep1_idle","","64138"
"93","","","","5152064","0","","0.5","0","","64139"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64140"
"3","","","gutara_sleep","5152064","0","","61","","","64141"
"93","","","","5152064","0","","1.3","0","","64142"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64143"
"2","","0","-205","5152064","-305","","64","0","","64144"
"3","","","gutara_sleep2","5152064","0","","64","","","64145"
"93","","","","5152064","0","","1.3","0","","64146"
"23","","","se_10058300_gutara_sleep","5152064","0","","se_10058300","","","64147"
"2","","0","-300","5152064","-190","","62","0","","64148"
"3","","","gutara_sleep","5152064","0","","62","","","64149"
"93","","","","5152064","0","","2","0","","64150"
"93","","","0","5152064","","","0.5","","","64151"
"101","","","","5152064","","","64153","","","64152"
"25","","","bgm_MC173B","5152064","","","bgm_MC173B","","","64153"
"22","","","0","5152064","","","0","","","64154"
"1","1.55","-280","127111","5152065","109","1","1","335","idle_normal","65001"
"1","1.5","-179","132111","5152065","105","0","1","-252","wish_idle_normal","65002"
"5","1.5","-163","4","5152065","104","0","4","-74","doya_idle","65003"
"1","1.55","-264","131911","5152065","107","0","1","29","idle_normal","65004"
"1","1.55","-304","126911","5152065","109","0","1","-346","wish_idle_normal","65005"
"1","1.55","-285","113111","5152065","108","0","1","-150","idle_normal","65006"
"5","1.5","-280","6","5152065","110","1","6","1000","ghost_dokuro_idle","65007"
"6","0","0","1","5152065","1","0","6","1","","65008"
"5","1.5","-178","7","5152065","106","0","7","-507","idle_normal","65009"
"6","0","0","1","5152065","1","0","7","1","","65010"
"13","","","209","5152065","","","127111","","","65011"
"13","","","205","5152065","","","132111","","","65012"
"13","","","204","5152065","","","4","","","65013"
"13","","","207","5152065","","","131911","","","65014"
"13","","","209","5152065","","","126911","","","65015"
"13","","","208","5152065","","","113111","","","65016"
"31","1","1.03","1","5152065","0","","1","0","","65017"
"31","0","1","14","5152065","-507","","14","-178","","65018"
"31","0","1.03","16","5152065","0","","16","0","","65019"
"31","0","1","2","5152065","0","","2","0","","65020"
"31","1","1","3","5152065","0","","3","0","","65021"
"31","0","1","15","5152065","1000","","15","-130","","65022"
"91","","","0","5152065","","","0","","","65023"
"37","","","telop_5","5152065","","","3","","","65024"
"102","","","0","5152065","0","","0","","","65025"
"93","","","0","5152065","","","1","","","65026"
"3","0.2","","talk_normal","5152065","1","","127111","","","65027"
"21","","","vo_rag_4001","5152065","0","","vo_rag","0","","65028"
"11","0","1","本日の体操のお手本を\n務めさせていただくシノブです","5152065","10","0","127111","1","0","65029"
"91","","","","5152065","0","","0","0","","65030"
"3","0.2","","talk_normal","5152065","1","","127111","","","65031"
"21","","","vo_rag_4002","5152065","0","","vo_rag","0","","65032"
"11","0","1","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","5152065","10","0","127111","1","0","65033"
"91","","","","5152065","0","","0","0","","65034"
"32","","","1","5152065","","","2","","","65035"
"25","","","bgm_MC175C","5152065","","","bgm_MC175C","","","65036"
"93","","","0","5152065","","","0.5","","","65037"
"3","0.3","","radio_stretch1_loop","5152065","1","","127111","","","65038"
"93","","","0","5152065","","","0.1","","","65039"
"3","0.2","","radio_stretch1_loop","5152065","1","","132111","","","65040"
"3","0.2","","radio_stretch1_loop","5152065","1","","4","","","65041"
"3","0.2","","radio_stretch1_loop","5152065","1","","131911","","","65042"
"3","0.2","","radio_stretch1_loop","5152065","1","","126911","","","65043"
"3","0.2","","radio_stretch1_loop","5152065","1","","113111","","","65044"
"3","0.2","","radio_stretch1_loop","5152065","1","","7","","","65045"
"93","","","0","5152065","","","1","","","65046"
"32","","","1","5152065","","","16","","","65047"
"32","","","1","5152065","","","14","","","65048"
"93","","","0","5152065","","","0.7","","","65049"
"121","12","2.8","0","5152065","1","","65","1","","65050"
"93","","","0","5152065","","","1","","","65051"
"6","1","1","1","5152065","1","0","7","1","","65052"
"93","","","0","5152065","","","2.2","","","65053"
"3","0.2","1","ghost_stretch1_turn","5152065","0","0","131911","sad_talkR","","65054"
"21","","","vo_rag_4003","5152065","0","","vo_rag","0","","65055"
"11","0","0","ええと、そっちには誰も…\nきゃあっ！","5152065","10","50","131911","1","0.5","65056"
"93","","","0","5152065","","","2.5","","","65057"
"3","0.2","1","shock_inR","5152065","0","0","131911","shock_loopR","","65058"
"93","","","0","5152065","","","2.1","","","65059"
"91","","","","5152065","0","","65056","0","","65060"
"3","0.2","","ghost_stretch2_turn","5152065","0","","131911","","","65061"
"93","","","0","5152065","","","0.4","","","65062"
"3","0.2","","radio_stretch2R_loop","5152065","1","","127111","","","65063"
"93","","","0","5152065","","","0.1","","","65064"
"3","0.2","","radio_stretch2_loop","5152065","1","","132111","","","65065"
"3","0.2","","radio_stretch2_loop","5152065","1","","4","","","65066"
"3","0.2","","radio_stretch2_loop_faceBlue","5152065","1","","131911","","","65067"
"3","0.2","","radio_stretch2_loop","5152065","1","","126911","","","65068"
"3","0.2","","radio_stretch2_loop_faceBlue","5152065","1","","113111","","","65069"
"3","0.2","","radio_stretch2_loop","5152065","1","","7","","","65070"
"21","","","vo_rag_4004","5152065","0","","vo_rag","0","","65071"
"11","0","0","お、おいおい、勘弁しとくれよ…","5152065","10","50","113111","1","0.5","65072"
"93","","","0","5152065","","","6.6","","","65073"
"21","","","vo_rag_4005","5152065","0","","vo_rag","0","","65074"
"11","0","0","はい、その調子です","5152065","10","0","127111","1","0.5","65075"
"93","","","0","5152065","","","3.4","","","65076"
"37","","","spread","5152065","","","14","","","65077"
"93","","","0","5152065","","","0.3","","","65078"
"3","0.2","","radio_stretch1_loop_surprise1","5152065","1","","127111","","","65079"
"93","","","0","5152065","","","0.1","","","65080"
"3","0.2","","radio_stretch1_loop_faceBlue","5152065","1","","132111","","","65081"
"3","0.2","","radio_stretch1_loop","5152065","1","","4","","","65082"
"3","0.2","","radio_stretch1_loop_faceBlue","5152065","1","","131911","","","65083"
"3","0.2","","radio_stretch1_loop","5152065","1","","126911","","","65084"
"3","0.2","","radio_stretch1_loop_faceBlue","5152065","1","","113111","","","65085"
"3","0.2","","radio_stretch1_loop","5152065","1","","7","","","65086"
"23","","","se_10058300_ghost_cold","5152065","0","","se_10058300","","","65087"
"93","","","0","5152065","","","1","","","65088"
"21","","","vo_rag_4006","5152065","0","","vo_rag","0","","65089"
"11","0","0","ひゃっ！　ね、姉様…","5152065","10","0","132111","1","0.5","65090"
"93","","","0","5152065","","","4.6","","","65091"
"21","","","vo_rag_4007","5152065","0","","vo_rag","0","","65092"
"11","0","0","にーにっ、さんし…","5152065","10","0","127111","1","0.5","65093"
"93","","","0","5152065","","","3.7","","","65094"
"93","","","0","5152065","","","1.1","","","65095"
"91","","","","5152065","0","","0","0","","65096"
"3","0.2","","radio_stretch2R_loop","5152065","1","","127111","","","65097"
"93","","","0","5152065","","","0.1","","","65098"
"3","0.2","","radio_stretch2_loop_faceBlue","5152065","1","","132111","","","65099"
"3","0.2","","radio_stretch2_loop","5152065","1","","4","","","65100"
"3","0.2","","radio_stretch2_loop_faceBlue","5152065","1","","131911","","","65101"
"3","0.2","","radio_stretch2_loop","5152065","1","","126911","","","65102"
"3","0.2","","radio_stretch2_loop_faceBlue","5152065","1","","113111","","","65103"
"3","0.2","","radio_stretch2_loop","5152065","1","","7","","","65104"
"21","","","vo_rag_4008","5152065","0","","vo_rag","0","","65105"
"11","0","0","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","5152065","10","0","4","1","0.5","65106"
"93","","","0","5152065","","","5.1","","","65107"
"93","","","0","5152065","","","0","","","65108"
"32","","","1","5152065","","","15","","","65109"
"33","","11","197","5152065","-130","","15","0.8","","65110"
"2","","11","197","5152065","-280","","6","0.8","","65111"
"23","","","se_10058300_ghost_soul","5152065","0","","se_10058300","","","65112"
"93","","","0","5152065","","","0.5","","","65113"
"3","0.2","1","shock_jump","5152065","0","0","131911","escape","","65114"
"3","0.2","1","shock_jump","5152065","0","0","113111","escape","","65115"
"21","","","vo_rag_4010","5152065","0","","vo_rag","0","","65116"
"11","20","0","きゃああぁー！","5152065","20","80","131911","0","0.8","65117"
"21","","","vo_rag_4011","5152065","1","","vo_rag","0","","65118"
"11","-20","0","ひ、ひいいいぃー！？","5152065","20","80","113111","0","0","65119"
"93","","","0","5152065","","","0.3","","","65120"
"4","","","0","5152065","","","6","","","65121"
"93","","","0","5152065","","","0.7","","","65122"
"2","","0","-1050","5152065","-264","","131911","2","","65123"
"2","","0","-1229","5152065","-285","","113111","2","","65124"
"37","","","out","5152065","","","2","","","65125"
"37","","","out","5152065","","","16","","","65126"
"37","","","out","5152065","","","14","","","65127"
"27","0","0","bgm_MC173B","5152065","0.5","1","bgm_MC173B","0.5","","65128"
"3","0.2","","idle_normal","5152065","1","","7","","","65129"
"6","1.2","0","1","5152065","1","0","7","1","","65130"
"3","0.2","","sad_idle_normal","5152065","1","","127111","","","65131"
"93","","","0","5152065","","","0.1","","","65132"
"3","0.2","","idle_normal_surprise1","5152065","1","","132111","","","65133"
"3","0.2","","idle_normal_surprise1","5152065","1","","4","","","65134"
"3","0.2","","idle_normal","5152065","1","","126911","","","65135"
"93","","","0","5152065","","","0.1","","","65136"
"6","1","1","1","5152065","1","0","6","1","","65137"
"93","","","0","5152065","","","2","","","65138"
"21","","","vo_rag_4009","5152065","0","","vo_rag","0","","65139"
"11","0","1","おーい、シノブ…\n捜したんだぞ","5152065","10","20","6","1","0","65140"
"91","","","","5152065","","","0","","","65141"
"3","0.2","","sad_talk_talk2","5152065","1","","127111","","","65142"
"3","0.2","1","ghost_dokuro_turn","5152065","0","0","6","ghost_dokuro_idleR","","65143"
"21","","","vo_rag_4012","5152065","0","","vo_rag","0","","65144"
"11","0","1","さあ、気を取り直して\n体操を続けましょう","5152065","10","0","127111","1","0","65145"
"91","","","","5152065","0","","65145","0","","65146"
"3","0.2","","radio_stretch1_loop_surprise1","5152065","1","","127111","","","65147"
"93","","","0","5152065","","","0.1","","","65148"
"3","0.2","","radio_stretch1_loop","5152065","1","","132111","","","65149"
"3","0.2","","radio_stretch1_loop","5152065","1","","4","","","65150"
"3","0.2","","radio_stretch1_loop","5152065","1","","126911","","","65151"
"93","","","0","5152065","","","2.5","","","65152"
"93","","","0","5152065","","","0.5","","","65153"
"101","","","","5152065","","","65155","","","65154"
"25","","","bgm_MC173B","5152065","","","bgm_MC173B","","","65155"
"22","","","0","5152065","","","0","","","65156"
"22","","","0","5152065","","","1","","","65157"
"1","1.55","-259","131911","5152066","108","0","1","-151","idle_normal","66001"
"1","1.55","-295","132111","5152066","110","0","1","-460","wish_idle_normal","66002"
"5","1.55","-277","4","5152066","109","0","4","-305","doya_idle","66003"
"1","1.55","-258","107511","5152066","105","1","1","89","idle_normal","66004"
"1","1.55","-297","107611","5152066","107","1","1","407","wish_idle_normal","66005"
"1","1.55","-278","107811","5152066","106","1","1","245","cool_idle","66006"
"1","1.45","-142","126911","5152066","103","1","1","329","wish_idle_normal","66007"
"1","1.45","-158","110311","5152066","104","1","1","479","idle_normal","66008"
"1","1.45","-132","113511","5152066","102","1","1","178","sad_idle_normal","66009"
"5","1.55","-259","5","5152066","107","0","5","-151","empty","66010"
"5","0.75","120","2","5152066","210","0","2","15","empty","66011"
"13","","","208","5152066","","","131911","","","66012"
"13","","","210","5152066","","","132111","","","66013"
"13","","","209","5152066","","","4","","","66014"
"13","","","205","5152066","","","107511","","","66015"
"13","","","207","5152066","","","107611","","","66016"
"13","","","206","5152066","","","107811","","","66017"
"13","","","203","5152066","","","126911","","","66018"
"13","","","204","5152066","","","110311","","","66019"
"13","","","202","5152066","","","113511","","","66020"
"31","1","1","1","5152066","0","","1","0","","66021"
"31","0","1","4","5152066","0","","4","0","","66022"
"31","0","1","2","5152066","0","","2","0","","66023"
"31","1","1","3","5152066","0","","3","0","","66024"
"31","0","1","17","5152066","0","","17","0","","66025"
"91","","","0","5152066","","","0","","","66026"
"37","","","telop_6","5152066","","","3","","","66027"
"102","","","0","5152066","0","","0","","","66028"
"93","","","0","5152066","","","1","","","66029"
"3","0.2","","talk_normal_joy","5152066","1","","131911","","","66030"
"21","","","vo_rag_1001","5152066","0","","vo_rag","0","","66031"
"11","-10","1","それじゃあみんな、\nラジーオタイソーをはじめるわ！","5152066","10","5","131911","1","0","66032"
"91","","","","5152066","0","","66032","0","","66033"
"3","0.2","","idle_normal_joy","5152066","1","","131911","","","66034"
"3","0.2","1","gutsB_in","5152066","0","0","132111","gutsB_idle","","66035"
"3","0.2","1","cool_in_talk2","5152066","0","0","4","cool_talk_talk2","","66036"
"3","0.2","1","handsup_in","5152066","0","0","107511","handsup_loop","","66037"
"3","0.2","","wish_talk","5152066","1","","107611","","","66038"
"3","0.2","","wish2_idle","5152066","1","","126911","","","66039"
"3","0.2","","joy_idle","5152066","1","","110311","","","66040"
"3","0.2","1","doya_in","5152066","0","0","107811","doya_idle_normal2","","66041"
"3","0.2","","wish_talk_joy_shy","5152066","1","","113511","","","66042"
"93","","","","5152066","0","","2.5","0","","66043"
"25","","","bgm_MC175A","5152066","","","bgm_MC175A","","","66044"
"32","","","1","5152066","","","2","","","66045"
"3","0.2","","wish_idle_normal","5152066","1","","132111","","","66046"
"3","0.2","","doya_idle","5152066","1","","4","","","66047"
"3","0.2","","idle_normal","5152066","1","","107511","","","66048"
"3","0.2","","wish_idle_normal","5152066","1","","107611","","","66049"
"3","0.2","","cool_idle","5152066","1","","126911","","","66050"
"3","0.2","","wish_idle_normal","5152066","1","","110311","","","66051"
"3","0.2","","idle_normal","5152066","1","","107811","","","66052"
"3","0.2","","sad_idle_normal","5152066","1","","113511","","","66053"
"21","","","vo_rag_1002","5152066","0","","vo_rag","0","","66054"
"11","-10","0","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","5152066","10","5","131911","1","0.5","66055"
"93","","","0","5152066","","","0.5","","","66056"
"3","0.2","","radio_jump_loop_normal2","5152066","1","","131911","","","66057"
"93","","","","5152066","0","","1.6","0","","66058"
"3","0.2","","radio_jump_loop","5152066","1","","132111","","","66059"
"3","0.2","","radio_jump_loop_talk2","5152066","1","","4","","","66060"
"93","","","","5152066","0","","0.1","0","","66061"
"3","0.2","","radio_jump_loop","5152066","1","","107511","","","66062"
"3","0.2","","radio_jump_loop","5152066","1","","107611","","","66063"
"3","0.2","","radio_jump_loop","5152066","1","","126911","","","66064"
"3","0.2","","radio_jump_loop","5152066","1","","110311","","","66065"
"3","0.2","","radio_jump_loop","5152066","1","","107811","","","66066"
"3","0.2","","radio_jump_loop","5152066","1","","113511","","","66067"
"93","","","0","5152066","","","3","","","66068"
"91","","","","5152066","0","","66055","0","","66069"
"21","","","vo_rag_1003","5152066","0","","vo_rag","0","","66070"
"11","-10","0","ただ跳ねるだけでも\n案外疲れるものね","5152066","10","5","4","1","0.5","66071"
"93","","","0","5152066","","","3.2","","","66072"
"91","","","","5152066","0","","66071","0","","66073"
"93","","","0","5152066","","","1.5","","","66074"
"3","0.3","","idle_normal","5152066","1","","131911","","","66075"
"3","0.3","","wish_talk","5152066","1","","132111","","","66076"
"3","0.3","","cool_idle","5152066","1","","4","","","66077"
"93","","","0","5152066","","","0.1","","","66078"
"3","0.3","","idle_normal","5152066","1","","107511","","","66079"
"3","0.3","","wish_idle","5152066","1","","107611","","","66080"
"3","0.3","","wish_idle_normal","5152066","1","","126911","","","66081"
