c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"2840","387","0","5","105801","0","38","6","270","5","0","0","0","0","0","0","0","0","14"
"4045","572","0","5","105801","0","56","7","270","5","0","0","0","0","0","0","0","0","24"
"5885","678","0","20","105801","0","81","8","270","5","0","0","0","0","0","0","0","0","38"
"7065","871","15","35","105801","0","98","9","270","10","0","10","10","0","0","0","0","9","52"
"8035","1121","15","60","105801","0","120","10","270","10","0","30","20","0","0","2","0","18","69"
"9045","1356","25","60","105801","0","147","11","270","10","0","50","20","0","3","5","0","18","94"
"9785","1646","45","60","105801","0","169","12","370","15","0","60","20","0","9","5","0","21","113"
"10465","1943","47","68","105801","0","205","13","470","15","0","70","20","0","12","5","0","24","137"
"10955","2237","49","76","105801","0","245","14","470","15","0","74","20","0","12","5","3","24","169"
"11325","2558","49","76","105801","0","284","15","570","15","0","88","20","0","12","5","5","24","206"
"11615","2904","49","88","105801","0","323","16","720","15","0","112","20","0","12","5","5","24","246"
"12040","3224","49","88","105801","0","371","17","770","18","0","142","20","0","12","5","5","24","288"
"12600","3582","49","88","105801","0","424","18","770","21","0","179","20","0","12","5","5","24","330"
"13225","3989","49","103","105801","0","481","19","865","21","0","220","20","0","12","5","5","24","378"
"13735","4440","49","138","105801","0","542","20","960","21","0","258","20","0","12","5","5","24","432"
"14350","4943","49","178","105801","0","607","21","960","21","0","294","20","0","12","5","5","24","489"
"15455","5492","49","218","105801","0","679","22","960","21","0","328","20","0","12","5","5","24","555"
"16795","6059","49","238","105801","0","764","23","960","21","0","358","20","0","12","5","5","24","636"
"17895","6675","49","238","105801","0","862","24","960","21","0","390","20","0","12","5","5","24","725"
"19405","7357","49","238","105801","0","967","25","960","21","0","420","20","0","12","5","5","24","817"
"22415","8073","49","238","105801","0","1061","26","960","21","0","435","20","0","12","5","5","24","910"
"26970","8819","49","238","105801","0","1141","27","960","21","0","441","20","0","12","5","5","24","999"
"32220","9621","49","238","105801","0","1223","28","960","21","0","447","20","0","12","5","5","24","1085"
"37980","10480","49","238","105801","0","1312","29","960","21","0","453","20","0","12","5","5","24","1174"
"44255","11376","49","238","105801","0","1406","30","960","21","0","459","20","0","12","5","5","24","1268"
"50820","12309","49","238","105801","0","1504","31","960","21","0","465","20","0","12","5","5","24","1366"
"57855","13269","49","238","105801","0","1605","32","960","21","0","471","20","0","12","5","5","24","1467"
"65605","14274","49","238","105801","0","1708","33","960","21","0","477","20","0","12","5","5","24","1570"
"74135","15335","49","238","105801","0","1813","34","960","21","0","483","20","0","12","5","5","24","1675"
"83375","16434","49","238","105801","0","1919","35","960","21","0","489","20","0","12","5","5","24","1781"
"93175","17570","49","238","105801","0","2026","36","960","21","0","495","20","0","12","5","5","24","1888"
"103440","18743","49","238","105801","0","2135","37","960","21","0","501","20","0","12","5","5","24","1997"
"114195","19954","49","238","105801","0","2245","38","960","21","0","507","20","0","12","5","5","24","2107"
"65","13","0","0","105901","0","4","2","75","1","0","0","0","0","0","0","0","0","0"
"245","57","0","0","105901","0","11","3","150","1","0","0","0","0","0","0","0","0","0"
"480","133","0","5","105901","0","21","4","315","3","0","0","0","0","0","0","0","0","3"
"870","249","5","15","105901","0","35","5","475","6","0","0","0","0","0","0","0","0","7"
"1400","444","5","15","105901","0","48","6","775","10","0","0","0","0","0","0","0","0","11"
"2130","665","5","15","105901","0","66","7","1590","10","0","0","0","0","0","0","0","0","14"
"2830","887","5","15","105901","0","93","8","1915","10","0","0","0","0","0","0","0","0","27"
"3940","1058","20","15","105901","0","118","9","1915","15","0","5","10","0","0","0","0","5","45"
"4750","1303","20","15","105901","0","146","10","1915","16","0","20","20","0","0","0","0","13","65"
"5450","1564","40","15","105901","0","171","11","1915","21","0","40","20","0","0","0","0","16","85"
"5850","1846","60","15","105901","0","200","12","2015","30","0","50","20","0","0","0","0","16","108"
"6270","2094","62","15","105901","0","241","13","2115","36","0","50","20","0","0","0","0","16","142"
"6470","2383","64","15","105901","0","285","14","2115","36","0","60","20","0","0","2","2","16","178"
"6470","2767","64","15","105901","0","317","15","2215","38","0","60","20","0","3","4","4","16","213"
"6750","3101","64","15","105901","0","360","16","2315","38","0","72","20","0","3","4","4","16","255"
"7440","3367","64","15","105901","0","406","17","2315","41","0","72","20","0","3","4","4","16","307"
"7850","3773","64","15","105901","0","443","18","2315","46","0","84","20","0","3","4","4","16","358"
"7850","4277","64","15","105901","0","496","19","2410","48","0","96","20","0","3","4","4","16","407"
"7885","4753","64","15","105901","0","561","20","2505","48","0","106","20","0","3","4","4","16","471"
"8030","5244","64","15","105901","0","623","21","2505","48","0","116","20","0","3","4","4","16","553"
"8455","5889","64","15","105901","0","692","22","2505","48","0","116","20","0","3","4","4","16","628"
"8770","6653","64","15","105901","0","778","23","2505","48","0","116","20","0","3","4","4","16","698"
"9090","7493","64","15","105901","0","866","24","2505","48","0","116","20","0","3","4","4","16","773"
"9705","8482","64","15","105901","0","948","25","2505","48","0","133","20","0","3","4","4","16","848"
"10455","9597","64","15","105901","0","1026","26","2505","48","0","159","20","0","3","4","4","16","927"
"11455","10847","64","15","105901","0","1098","27","2505","48","0","177","20","0","3","4","4","16","1002"
"14495","11926","64","15","105901","0","1179","28","2505","48","0","186","20","0","3","4","4","16","1083"
"17765","13084","64","15","105901","0","1266","29","2505","48","0","195","20","0","3","4","4","16","1170"
"19395","14587","64","15","105901","0","1351","30","2505","48","0","213","20","0","3","4","4","16","1255"
"21185","16161","64","15","105901","0","1438","31","2505","48","0","231","20","0","3","4","4","16","1342"
"23130","17807","64","15","105901","0","1527","32","2505","48","0","249","20","0","3","4","4","16","1431"
"25320","19551","64","15","105901","0","1618","33","2505","48","0","266","20","0","3","4","4","16","1522"
"27920","21393","64","15","105901","0","1711","34","2505","48","0","282","20","0","3","4","4","16","1615"
"30930","23307","64","15","105901","0","1805","35","2505","48","0","298","20","0","3","4","4","16","1709"
"34280","25283","64","15","105901","0","1900","36","2505","48","0","314","20","0","3","4","4","16","1804"
"37875","27321","64","15","105901","0","1997","37","2505","48","0","330","20","0","3","4","4","16","1901"
"41710","29425","64","15","105901","0","2095","38","2505","48","0","346","20","0","3","4","4","16","1999"
"55","0","0","0","106001","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","106001","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","106001","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","106001","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","106001","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","106001","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","30","120","106001","0","10","8","100","0","0","0","1286","0","0","1","0","4","63"
"1700","0","45","155","106001","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","106001","0","11","10","520","0","0","0","2145","40","0","4","0","14","82"
"2130","0","45","186","106001","0","11","11","740","0","0","0","2657","85","0","5","5","14","87"
"2230","0","45","222","106001","0","14","12","840","0","0","0","3181","138","0","6","11","14","92"
"2370","0","45","242","106001","0","19","13","840","0","0","0","3714","200","0","6","17","16","99"
"2510","0","45","272","106001","0","23","14","960","0","0","0","4294","276","0","6","17","18","106"
"2540","0","45","282","106001","0","31","15","1080","0","0","0","4899","346","0","6","17","22","115"
"2570","0","45","312","106001","0","36","16","1080","0","0","0","5572","421","0","6","17","22","123"
"2570","0","45","342","106001","0","40","17","1080","0","0","0","6300","493","0","6","17","22","132"
"2570","0","45","372","106001","0","46","18","1080","0","0","0","7084","582","0","6","17","22","141"
"2570","0","45","372","106001","0","51","19","1080","0","0","0","7972","715","0","6","17","22","148"
"2570","0","45","372","106001","0","61","20","1080","0","0","0","8893","872","0","6","17","22","162"
"2570","0","45","372","106001","0","67","21","1180","0","0","0","9912","1074","0","6","17","22","170"
"2570","0","45","372","106001","0","72","22","1280","0","0","0","11109","1292","0","6","17","22","177"
"2570","0","45","372","106001","0","78","23","1280","0","0","0","12432","1476","0","6","17","22","193"
"2570","0","45","372","106001","0","84","24","1280","0","0","0","13907","1619","0","6","17","22","210"
"2570","0","45","372","106001","0","90","25","1280","0","0","0","15617","1728","0","6","17","22","218"
"3030","0","45","372","106001","0","96","26","1280","0","0","0","17457","1800","0","6","17","22","227"
"3030","0","45","372","106001","0","102","27","1280","0","0","0","19492","1845","0","6","17","22","235"
"3030","0","45","372","106001","0","107","28","1280","0","0","0","21690","1877","0","6","17","22","240"
"3490","0","45","372","106001","0","111","29","1280","0","0","0","24012","1910","0","6","17","22","244"
"3490","0","45","372","106001","0","115","30","1280","0","0","0","26533","1944","0","6","17","22","248"
"3950","0","45","372","106001","0","119","31","1280","0","0","0","29112","1978","0","6","17","22","252"
"3950","0","45","372","106001","0","123","32","1280","0","0","0","31854","2012","0","6","17","22","256"
"4450","0","45","372","106001","0","127","33","1280","0","0","0","34687","2045","0","6","17","22","260"
"4950","0","45","372","106001","0","131","34","1280","0","0","0","37669","2077","0","6","17","22","264"
"4950","0","45","372","106001","0","135","35","1280","0","0","0","40856","2109","0","6","17","22","268"
"4950","0","45","372","106001","0","139","36","1280","0","0","0","44155","2141","0","6","17","22","272"
"5450","0","45","372","106001","0","144","37","1280","0","0","0","47499","2173","0","6","17","22","277"
"5950","0","45","372","106001","0","149","38","1280","0","0","0","50947","2205","0","6","17","22","282"
"65","19","0","0","106101","0","3","2","125","0","0","0","0","0","0","0","0","0","0"
"305","67","0","5","106101","0","6","3","200","0","0","0","0","0","0","0","0","0","1"
"705","159","0","25","106101","0","11","4","255","0","0","0","0","0","0","0","0","0","3"
"1275","288","5","50","106101","0","17","5","255","3","0","0","0","0","0","0","0","0","7"
"2185","458","5","50","106101","0","31","6","345","3","0","0","0","0","0","3","0","0","12"
"2855","687","5","75","106101","0","46","7","580","3","0","0","0","0","0","6","0","0","18"
"3695","953","5","100","106101","0","59","8","1115","3","0","0","0","0","0","6","0","0","25"
"4230","1326","5","125","106101","0","68","9","1565","3","0","10","0","0","0","6","0","5","32"
"4400","1771","15","140","106101","0","74","10","1715","3","0","40","0","0","5","9","0","14","38"
"4780","2218","25","140","106101","0","78","11","2015","5","0","98","0","0","20","9","0","18","43"
"5250","2680","25","140","106101","0","82","12","2165","7","0","156","0","0","50","11","0","20","45"
"5620","3210","25","165","106101","0","88","13","2285","7","0","225","0","0","63","11","0","22","51"
"5910","3820","25","196","106101","0","93","14","2405","7","0","308","0","0","66","11","0","22","55"
"6160","4464","25","222","106101","0","99","15","2405","7","0","400","0","0","66","11","0","22","61"
"6320","5175","25","222","106101","0","107","16","2405","7","0","504","0","0","69","11","0","22","63"
"6430","5918","25","222","106101","0","113","17","2405","7","0","616","0","0","76","11","0","22","67"
"6560","6729","25","222","106101","0","116","18","2405","7","0","789","0","0","80","11","0","22","72"
"6965","7640","25","222","106101","0","120","19","2405","7","0","950","0","0","80","11","0","22","76"
"7565","8612","25","222","106101","0","126","20","2405","12","0","1079","0","0","80","11","0","22","82"
"7895","9701","25","222","106101","0","132","21","2405","17","0","1246","0","0","80","11","0","22","87"
"8105","11012","25","222","106101","0","138","22","2405","17","0","1419","0","0","80","11","0","22","93"
"8235","12482","25","222","106101","0","143","23","2405","17","0","1554","0","0","80","11","0","22","101"
"8935","14080","25","222","106101","0","143","24","2405","17","0","1664","0","0","80","11","0","22","101"
"9365","15743","25","222","106101","0","156","25","2405","17","0","1761","0","0","80","11","0","22","114"
"9990","17678","25","222","106101","0","156","26","2405","17","0","1828","0","0","80","11","0","22","114"
"10350","19639","25","222","106101","0","169","27","2405","17","0","1868","0","0","80","11","0","22","127"
"11075","21823","25","222","106101","0","169","28","2405","17","0","1899","0","0","80","11","0","22","127"
"11595","24144","25","222","106101","0","174","29","2405","17","0","1931","0","0","80","11","0","22","132"
"11795","26650","25","222","106101","0","179","30","2405","17","0","1964","0","0","80","11","0","22","137"
"12520","29257","25","222","106101","0","179","31","2405","17","0","1997","0","0","80","11","0","22","137"
"12720","31973","25","222","106101","0","185","32","2405","17","0","2030","0","0","80","11","0","22","143"
"13290","34795","25","222","106101","0","191","33","2405","17","0","2062","0","0","80","11","0","22","149"
"13590","37798","25","222","106101","0","197","34","2405","17","0","2093","0","0","80","11","0","22","155"
"14260","40907","25","222","106101","0","203","35","2405","17","0","2124","0","0","80","11","0","22","161"
"14560","44159","25","222","106101","0","210","36","2405","17","0","2155","0","0","80","11","0","22","168"
"15280","47475","25","222","106101","0","217","37","2405","17","0","2186","0","0","80","11","0","22","175"
"16000","50900","25","222","106101","0","224","38","2405","17","0","2217","0","0","80","11","0","22","182"
"50","17","0","0","106301","0","2","2","50","0","0","0","0","0","0","0","0","0","3"
"140","80","0","10","106301","0","3","3","105","0","0","0","0","0","0","0","0","0","5"
"260","198","5","45","106301","0","5","4","245","0","0","0","0","0","0","0","0","0","7"
"530","353","10","70","106301","0","9","5","405","3","0","0","0","0","0","0","0","0","13"
"1000","566","10","85","106301","0","16","6","915","3","0","0","0","0","0","0","0","0","21"
"1320","838","10","85","106301","0","20","7","1520","7","0","0","0","0","0","0","0","0","33"
"1750","1137","10","85","106301","0","31","8","1965","7","0","0","0","0","0","0","0","4","50"
"2000","1515","10","85","106301","0","42","9","2085","8","0","25","0","0","0","0","0","13","67"
"2200","1926","20","85","106301","0","47","10","2265","8","0","70","0","0","5","0","0","22","85"
"2200","2343","40","85","106301","0","47","11","2325","15","0","107","0","0","20","0","0","24","104"
"2570","2805","40","85","106301","0","51","12","2385","15","0","140","0","0","45","2","0","26","117"
"2720","3331","40","110","106301","0","57","13","2385","15","0","189","0","0","58","4","0","28","130"
"2720","3950","40","135","106301","0","64","14","2385","15","0","258","0","0","61","6","0","28","139"
"2720","4617","40","135","106301","0","74","15","2385","15","0","337","0","0","64","6","0","28","146"
"2720","5295","40","135","106301","0","89","16","2385","15","0","394","0","0","72","6","0","28","153"
"2770","6015","40","135","106301","0","102","17","2385","15","0","474","0","0","75","6","0","28","162"
"2820","6765","40","135","106301","0","114","18","2385","15","0","583","0","0","75","6","0","28","181"
"2915","7611","40","135","106301","0","123","19","2385","15","0","693","0","0","75","6","0","28","205"
"3110","8486","40","135","106301","0","141","20","2385","15","0","782","0","0","75","6","0","28","238"
"3300","9505","40","135","106301","0","153","21","2385","15","0","885","0","0","75","6","0","28","267"
"3390","10732","40","135","106301","0","164","22","2385","15","0","982","0","0","75","6","0","28","295"
"3480","12112","40","135","106301","0","176","23","2385","15","0","1055","0","0","75","6","0","28","321"
"3890","13576","40","135","106301","0","186","24","2385","15","0","1130","0","0","75","6","0","28","348"
"3890","15279","40","135","106301","0","194","25","2385","15","0","1204","0","0","75","6","0","28","370"
"4210","17138","40","135","106301","0","200","26","2385","15","0","1254","0","0","75","6","0","28","388"
"4530","19152","40","135","106301","0","205","27","2385","15","0","1288","0","0","75","6","0","28","400"
"4530","21349","40","135","106301","0","211","28","2385","15","0","1316","0","0","75","6","0","28","408"
"4850","23674","40","135","106301","0","218","29","2385","15","0","1347","0","0","75","6","0","28","415"
"4850","26173","40","135","106301","0","226","30","2385","15","0","1379","0","0","75","6","0","28","423"
"5375","28773","40","135","106301","0","229","31","2385","15","0","1411","0","0","75","6","0","28","426"
"5900","31484","40","135","106301","0","232","32","2385","15","0","1443","0","0","75","6","0","28","429"
"6270","34299","40","135","106301","0","241","33","2385","15","0","1474","0","0","75","6","0","28","438"
"6270","37305","40","135","106301","0","250","34","2385","15","0","1504","0","0","75","6","0","28","447"
"6640","40417","40","135","106301","0","259","35","2385","15","0","1534","0","0","75","6","0","28","456"
"6640","43673","40","135","106301","0","269","36","2385","15","0","1564","0","0","75","6","0","28","466"
"7060","46993","40","135","106301","0","279","37","2385","15","0","1594","0","0","75","6","0","28","476"
"7480","50423","40","135","106301","0","289","38","2385","15","0","1624","0","0","75","6","0","28","486"
"110","25","0","0","106401","0","2","2","25","0","0","0","0","0","0","0","0","0","0"
"380","76","0","0","106401","0","5","3","75","0","0","0","0","0","0","0","0","0","1"
"845","181","0","5","106401","0","9","4","105","0","0","0","0","0","0","0","0","0","2"
"1385","330","10","25","106401","0","14","5","105","3","0","0","0","0","0","0","0","0","4"
"2250","540","10","40","106401","0","25","6","195","3","0","0","0","0","0","0","0","0","6"
"3220","787","10","40","106401","0","37","7","665","3","0","0","0","0","0","0","0","0","8"
"4110","1119","10","55","106401","0","45","8","900","3","0","0","0","0","0","0","0","0","10"
"4665","1512","10","95","106401","0","54","9","900","3","0","20","0","0","0","0","0","9","12"
"4875","1968","20","110","106401","0","60","10","900","3","0","50","0","0","0","5","0","18","18"
"5295","2431","30","110","106401","0","64","11","900","5","0","98","0","0","13","7","0","22","23"
"6045","2916","30","110","106401","0","70","12","900","5","0","130","0","0","29","9","0","25","27"
"6575","3446","30","143","106401","0","76","13","900","5","0","163","0","0","45","9","0","25","33"
"6995","4064","30","176","106401","0","81","14","900","5","0","214","0","0","48","9","0","25","37"
"7355","4715","30","196","106401","0","87","15","900","5","0","280","0","0","48","9","0","25","43"
"7655","5417","30","196","106401","0","95","16","900","5","0","374","0","0","51","9","0","25","45"
"7905","6166","30","196","106401","0","101","17","900","5","0","472","0","0","54","9","0","25","49"
"8250","6984","30","196","106401","0","104","18","900","5","0","610","0","0","54","9","0","25","54"
"8635","7870","30","196","106401","0","113","19","900","5","0","745","0","0","54","9","0","25","61"
"9115","8852","30","196","106401","0","126","20","900","5","0","885","0","0","54","9","0","25","66"
"9475","9978","30","196","106401","0","132","21","900","5","0","1036","0","0","54","9","0","25","71"
"9745","11262","30","196","106401","0","143","22","900","5","0","1180","0","0","54","9","0","25","79"
"10130","12726","30","196","106401","0","148","23","900","5","0","1269","0","0","54","9","0","25","87"
"11100","14310","30","196","106401","0","148","24","900","5","0","1346","0","0","54","9","0","25","87"
"11470","16045","30","196","106401","0","154","25","900","5","0","1423","0","0","54","9","0","25","96"
"12395","17952","30","196","106401","0","154","26","900","5","0","1480","0","0","54","9","0","25","96"
"13215","19933","30","196","106401","0","159","27","900","5","0","1516","0","0","54","9","0","25","103"
"14340","22073","30","196","106401","0","159","28","900","5","0","1543","0","0","54","9","0","25","103"
"15260","24351","30","196","106401","0","164","29","900","5","0","1571","0","0","54","9","0","25","108"
"15860","26814","30","196","106401","0","169","30","900","5","0","1600","0","0","54","9","0","25","113"
"16985","29378","30","196","106401","0","169","31","900","5","0","1629","0","0","54","9","0","25","113"
"17685","32041","30","196","106401","0","175","32","900","5","0","1658","0","0","54","9","0","25","119"
"18855","34798","30","196","106401","0","181","33","900","5","0","1686","0","0","54","9","0","25","125"
"19755","37735","30","196","106401","0","187","34","900","5","0","1713","0","0","54","9","0","25","131"
"21025","40778","30","196","106401","0","193","35","900","5","0","1740","0","0","54","9","0","25","137"
"21925","43964","30","196","106401","0","200","36","900","5","0","1767","0","0","54","9","0","25","144"
"23245","47214","30","196","106401","0","207","37","900","5","0","1794","0","0","54","9","0","25","151"
"24565","50574","30","196","106401","0","214","38","900","5","0","1821","0","0","54","9","0","25","158"
"65","21","0","5","106501","0","1","2","75","1","0","0","0","0","0","0","0","0","0"
"185","75","0","20","106501","0","4","3","125","2","0","0","0","0","0","0","0","0","0"
"365","174","0","55","106501","0","7","4","295","4","0","0","0","0","0","0","0","0","2"
"635","322","10","105","106501","0","12","5","455","7","0","0","0","0","0","0","0","0","4"
"985","541","10","120","106501","0","20","6","845","11","0","0","0","0","0","3","0","0","5"
"1540","755","10","145","106501","0","29","7","1425","15","0","0","0","0","0","6","0","0","12"
"1970","1108","10","170","106501","0","37","8","1985","15","0","10","0","0","0","9","0","9","14"
"2220","1537","10","195","106501","0","48","9","1985","16","0","40","0","0","0","9","5","23","17"
"2420","2019","20","195","106501","0","53","10","1985","16","0","100","0","0","0","9","10","37","25"
"2620","2483","30","195","106501","0","60","11","2235","18","0","144","0","0","13","9","15","37","31"
"2990","3005","30","195","106501","0","64","12","2235","18","0","198","0","0","36","9","15","37","37"
"3140","3565","30","220","106501","0","73","13","2235","18","0","257","0","0","49","9","15","37","43"
"3140","4190","30","245","106501","0","85","14","2235","18","0","350","0","0","49","9","15","37","47"
"3140","4817","30","245","106501","0","97","15","2235","18","0","474","0","0","49","9","15","37","57"
"3140","5478","30","245","106501","0","109","16","2235","18","0","616","0","0","52","9","15","37","65"
"3190","6160","30","245","106501","0","119","17","2235","18","0","762","0","0","55","9","15","37","78"
"3240","6928","30","245","106501","0","128","18","2235","18","0","937","0","0","55","9","15","37","90"
"3335","7772","30","245","106501","0","145","19","2235","18","0","1073","0","0","55","9","15","37","104"
"3530","8731","30","245","106501","0","168","20","2235","18","0","1184","0","0","55","9","15","37","113"
"3840","9831","30","245","106501","0","186","21","2235","18","0","1279","0","0","55","9","15","37","118"
"4050","11062","30","245","106501","0","211","22","2235","18","0","1353","0","0","55","9","15","37","131"
"4260","12490","30","245","106501","0","226","23","2235","18","0","1394","0","0","55","9","15","37","145"
"4875","14078","30","245","106501","0","232","24","2235","18","0","1423","0","0","55","9","15","37","151"
"4875","15876","30","245","106501","0","238","25","2235","18","0","1456","0","0","55","9","15","37","160"
"5195","17793","30","245","106501","0","244","26","2235","18","0","1480","0","0","55","9","15","37","169"
"5515","19839","30","245","106501","0","249","27","2235","18","0","1498","0","0","55","9","15","37","176"
"5515","22056","30","245","106501","0","254","28","2235","18","0","1523","0","0","55","9","15","37","181"
"5835","24398","30","245","106501","0","259","29","2235","18","0","1556","0","0","55","9","15","37","186"
"5835","26922","30","245","106501","0","264","30","2235","18","0","1597","0","0","55","9","15","37","191"
"6360","29547","30","245","106501","0","264","31","2235","18","0","1638","0","0","55","9","15","37","191"
"6885","32284","30","245","106501","0","264","32","2235","18","0","1678","0","0","55","9","15","37","191"
"7255","35125","30","245","106501","0","270","33","2235","18","0","1716","0","0","55","9","15","37","197"
"7255","38158","30","245","106501","0","276","34","2235","18","0","1752","0","0","55","9","15","37","203"
"7625","41297","30","245","106501","0","282","35","2235","18","0","1788","0","0","55","9","15","37","209"
"7625","44579","30","245","106501","0","289","36","2235","18","0","1824","0","0","55","9","15","37","216"
"8045","47925","30","245","106501","0","296","37","2235","18","0","1860","0","0","55","9","15","37","223"
"8465","51381","30","245","106501","0","303","38","2235","18","0","1896","0","0","55","9","15","37","230"
"65","19","0","0","106601","0","4","2","75","0","0","0","0","0","0","0","0","0","0"
"250","71","0","0","106601","0","9","3","125","0","0","0","0","0","0","0","0","0","1"
"535","182","0","5","106601","0","16","4","155","0","0","0","0","0","0","0","0","0","2"
"960","323","10","25","106601","0","27","5","155","0","0","0","0","0","0","0","0","0","7"
"1575","552","10","25","106601","0","43","6","245","0","0","0","0","0","0","0","0","0","9"
"2245","833","10","25","106601","0","55","7","715","0","0","0","0","0","0","0","0","0","11"
"2765","1151","10","25","106601","0","75","8","715","0","0","0","0","0","0","0","0","0","19"
"3250","1496","10","50","106601","0","93","9","715","0","0","10","0","0","0","4","0","5","27"
"3500","1912","20","75","106601","0","105","10","715","0","0","45","0","0","0","7","0","10","37"
"3850","2255","50","75","106601","0","119","11","715","5","0","65","0","0","1","9","0","13","54"
"4080","2689","50","75","106601","0","132","12","715","9","0","113","0","0","21","9","0","16","62"
"4370","3121","50","100","106601","0","150","13","715","11","0","158","0","0","31","9","0","19","75"
"4530","3635","50","125","106601","0","167","14","815","11","0","207","0","0","31","9","0","19","90"
"4610","4197","50","137","106601","0","183","15","815","11","0","259","0","0","31","11","0","19","105"
"4690","4758","50","149","106601","0","198","16","815","11","0","316","0","0","34","11","0","19","128"
"5170","5300","50","149","106601","0","219","17","965","11","0","394","0","0","37","11","0","19","147"
"5590","5935","50","149","106601","0","238","18","1115","11","0","461","0","0","37","11","0","19","169"
"5805","6640","50","149","106601","0","259","19","1115","11","0","539","0","0","37","11","0","19","202"
"6000","7405","50","158","106601","0","289","20","1115","11","0","620","0","0","37","11","0","19","232"
"6190","8243","50","158","106601","0","314","21","1115","11","0","715","0","0","37","11","0","19","272"
"6535","9265","50","158","106601","0","339","22","1115","11","0","807","0","0","37","11","0","19","308"
"6865","10490","50","158","106601","0","371","23","1115","11","0","913","0","0","37","11","0","19","329"
"7025","11848","50","158","106601","0","401","24","1115","11","0","986","0","0","37","11","0","19","355"
"7095","13445","50","158","106601","0","423","25","1115","11","0","1041","0","0","37","11","0","19","377"
"8540","14993","50","158","106601","0","449","26","1115","11","0","1065","0","0","37","11","0","19","406"
"11795","16401","50","158","106601","0","478","27","1115","11","0","1083","0","0","37","11","0","19","442"
"15580","17900","50","158","106601","0","507","28","1115","11","0","1104","0","0","37","11","0","19","473"
"17815","19718","50","158","106601","0","539","29","1115","11","0","1126","0","0","37","11","0","19","505"
"18435","21863","50","158","106601","0","571","30","1115","11","0","1149","0","0","37","11","0","19","537"
"19115","24209","50","158","106601","0","593","31","1115","11","0","1172","0","0","37","11","0","19","559"
"19635","26774","50","158","106601","0","606","32","1115","11","0","1195","0","0","37","11","0","19","572"
"20205","29468","50","158","106601","0","620","33","1115","11","0","1217","0","0","37","11","0","19","586"
"21135","32195","50","158","106601","0","643","34","1115","11","0","1238","0","0","37","11","0","19","609"
"22065","35051","50","158","106601","0","666","35","1115","11","0","1259","0","0","37","11","0","19","632"
"22995","38006","50","158","106601","0","690","36","1115","11","0","1280","0","0","37","11","0","19","656"
"24115","40969","50","158","106601","0","722","37","1115","11","0","1304","0","0","37","11","0","19","688"
"25295","44125","50","158","106601","0","745","38","1115","11","0","1328","0","0","37","11","0","19","711"
"55","0","0","0","106701","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","106701","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","106701","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","106701","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","106701","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","106701","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","45","120","106701","0","10","8","100","0","0","0","1255","0","0","1","0","4","66"
"1865","0","60","155","106701","0","14","9","100","0","0","0","1615","16","0","2","0","9","79"
"2225","0","60","190","106701","0","15","10","520","0","0","0","2003","45","0","3","0","14","95"
