e7e81181ee7ff6b5b83a0455b8892e0ae51acae80ab172976b60503311ee33b7,613729582ebbd697cc6edb4baa814fb25659782a3bf31819de963ddedb7404d0,269672b01a29d2b128eefee27a8d16c27c59e41b5176ad2d3b2c5016cf2243cb,b5ff0be0805c424e43eb9f1fdbbbbfb6f19564b08acfa9111f6cac050a710ceb,f3317f66f31d3ddccc8d5e06fdcd9ef142c3141f79bd001fa71222dcc0fa04cb,58f754bf0ea50216239f6d032f212a298ab95ce26aa557c297521f6b01563745
"ミヤコ","ミヤコなの！　プリンをよこすの。","1","10077","3","1007702"
"むてき","むてきなの！　プリンをよこすの。","1","10077","3","1007703"
"ヒヨリ","【トゥインクルウィッシュ】の人助け大好き格闘少女。","1","20001","1","2000100"
"ほっとけないよ","ヒヨリの口癖で、座右の銘。","1","20001","3","2000101"
"ユイ","【トゥインクルウィッシュ】の一途な純情ヒーラー。","1","20002","1","2000200"
"ヒールオール","全てを癒すユイの得意技。","1","20002","3","2000201"
"マコトのおさななじみ","まわりからは意外だと思われているらしい。","1","20002","3","2000202"
"レイ","【トゥインクルウィッシュ】のクールな剣士。釣りが趣味でもある。","1","20003","1","2000300"
"じょうば","レイの隠れた特技。","1","20003","3","2000301"
"ミソギ","【リトルリリカル】のいたずら担当。３人のなかでもムードメーカーである。","1","20004","1","2000400"
"いたずらっこ","いたずらスキルにおいて右に出る者はいないといわれるほどのいたずらの達人。","1","20004","3","2000401"
"マツリ","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】所属。ヒーローに憧れる少女。","1","20005","1","2000500"
"ヒーローみならい","正義を愛する熱いハートは誰にも負けないッス！","1","20005","3","2000501"
"アカリ","【悪魔偽王国軍（ディアボロス）】の双子で、おしゃまな妹。","1","20006","1","2000600"
"ヨリのいもうと","そっくりだけど性格は正反対？","1","20006","3","2000601"
"こあくま","文字通り、その可愛さで人を惑わす。","1","20006","3","2000602"
"ミヤコ","【悪魔偽王国軍（ディアボロス）】のプリン大好き幽霊。","1","20007","1","2000700"
"ゆうれい","浮遊や壁のすり抜けなどが可能だが、やることはプリンの盗み食いくらいである。","1","20007","3","2000701"
"プリンだいすき","なの！","1","20007","3","2000702"
"ユキ","【ヴァイスフリューゲル　ランドソル支部】の美しさ担当。","1","20008","1","2000800"
"うつくしいボク","罪だね。","1","20008","3","2000801"
"ナルシスト","ボクが美しすぎるのが悪いのかな？","1","20008","3","2000802"
"アンナ","【トワイライトキャラバン】メンバーにして熾炎戦鬼煉獄血盟暗黒団団長。暗黒騎士にして終焉戦争を終わらせし旧世界の英雄。","1","20009","1","2000900"
"しっぷうのヘカーテ","またの名を！","1","20009","3","2000901"
"ちゅうにびょう","思春期なのでそっとしておいてあげて。","1","20009","3","2000902"
"マホ","【自警団（カォン）】の頼れるはんなりギルドマスター。","1","20010","1","2001000"
"おひめさま","いずこかの地にあるという謎の国、マホマホ王国…マホはそこのお姫様である。","1","20010","3","2001001"
"くるりんぱ","杖をくるくるまわすかわいらしい動作から繰り出される魔法の威力は侮れない…","1","20010","3","2001002"
"リノ","【ラビリンス】所属の自称妹。がんばりやの受験生。","1","20011","1","2001100"
"いもうと","妹だ。たとえ自称でも妹なのである。","1","20011","3","2001101"
"あほのこ","あほでもいい。健やかに生きて欲しい。","1","20011","3","2001102"
"ハツネ","【フォレスティエ】の眠れるサイキック少女。","1","20012","1","2001200"
"ちょうのうりょくしょうじょ","ちょうのうりょくのことはひみつだよ。","1","20012","3","2001201"
"スヤスヤ","あと５分だけ……","1","20012","3","2001202"
"シオリンのあね","シオリンだーいすき！","1","20012","3","2001203"
"ナナカ","【トワイライトキャラバン】のぐうかわサイツヨ魔法少女。","1","20013","1","2001300"
"まほうしょうじょ","魔法を使う少女。何歳まで魔法少女を名乗れるのかは識者の間でも見解が分かれる。","1","20013","3","2001301"
"サイカワ","最高にかわいいの意。","1","20013","3","2001302"
"カスミ","【自警団（カォン）】の頭脳派美少女名探偵。","1","20014","1","2001400"
"めいたんてい","解いた謎は数えきれない。事件が名探偵を呼び寄せるのか…","1","20014","3","2001401"
"たんてい","真実を追い求める気高き職業。探偵には助手がつき物である。","1","20014","3","2001402"
"ミサト","【フォレスティエ】のギルドマスター。母性が溢れに溢れているお姉さん。","1","20015","1","2001500"
"ほいくえんのせんせい","魔物すら保育してしまう。","1","20015","3","2001501"
"スズナ","【ルーセント学院】の勉強が苦手な、天真爛漫ギャル。九九はできるようになった…？","1","20016","1","2001600"
"カリスマモデル","カリスマ性に満ち溢れたモデル。","1","20016","3","2001601"
"ギャル","イケてる女の子。","1","20016","3","2001602"
"カオリ","【自警団（カォン）】所属の歌と踊りを愛する南国少女。","1","20017","1","2001700"
"りゅうきゅうからて","琉球犬ナックルアロー！","1","20017","3","2001701"
"ハイタ～イ","カオリの故郷の挨拶。はいた～い！","1","20017","3","2001702"
"イオ","【ルーセント学院】のセクシーな新米教師。","1","20018","1","2001800"
"しんまいきょうし","新米だけど、生徒に寄り添ういい先生。","1","20018","3","2001801"
"ちゃんイオ","スズナがイオを呼ぶ際の呼称。イオちゃんの意味。","1","20018","3","2001802"
"ミミ","【リトルリリカル】の甘えん坊担当。るんたった～るんたっ\nた～♪","1","20019","1","2001900"
"うさぎさんだいすき","ぴょんぴょ～ん♪","1","20019","3","2001901"
"クルミ","【サレンディア救護院】の泣き虫でも、臆病でも、勇気を出してがんばる女の子。","1","20020","1","2002000"
"めいじょゆう","ちいさくても名女優。","1","20020","3","2002001"
"ヨリ","【悪魔偽王国軍（ディアボロス）】の双子で、姉のツンデレ\nシャイガール。","1","20021","1","2002100"
"ふたごのあね","顔は似てても性格は異なる。","1","20021","3","2002101"
"シャイ","照れの裏返しで、つい強めのことを…","1","20021","3","2002102"
"てんさいゲーマー","華麗なる指さばき。","1","20021","3","2002103"
"アヤネ","【サレンディア救護院】所属。おとなしそうに見えて彼女が振るうぷうきちは意外と強烈。","1","20022","1","2002200"
"ぷうきちのパートナー","ぷうきちといつも一緒の一心同体。","1","20022","3","2002201"
"スズメ","【サレンディア救護院】の愛すべきドジっ子ご奉仕メイド。","1","20023","1","2002300"
"メイド","ご主人様に心よりお仕えしちゃいます。","1","20023","3","2002301"
"おっちょこちょい","いろいろ壊して大変。","1","20023","3","2002302"
"リン","【牧場（エリザベスパーク）】に派遣されている護衛。サボっているわけではない。スローライフを満喫しているだけであ\nる。","1","20024","1","2002400"
"ぐうたら","だらけていても、やるときはやる…たぶん…きっと…","1","20024","3","2002401"
"エリコ","【トワイライトキャラバン】メンバー。愛が重い。とても、重い。","1","20025","1","2002500"
"デストロイヤー","エリコの通り名。愛のためならいろいろなものを破壊する。","1","20025","3","2002501"
"サレン","【サレンディア救護院】の頼れるギルドマスター。元王宮騎士団副団長でもある。","1","20026","1","2002600"
"ママ","ママと呼ばれるような年齢ではなくとも、子どもがいなくて\nも、ママはママ。","1","20026","3","2002601"
"ノゾミ","【カルミナ】不動のセンター。トップ・オブ・アイドル。","1","20027","1","2002700"
"だいにんきアイドル","お忍びで行動するのが大変。","1","20027","3","2002701"
"ニノン","【ヴァイスフリューゲル　ランドソル支部】のトーゴクかぶれの戦士。天下統一デス！","1","20028","1","2002800"
"トーゴクかぶれ","トーゴクの文化が大好きだが、間違って覚えていることも多\nい。","1","20028","3","2002801"
"えせニンジャ","愛読書は『BUSHIDO』デース！","1","20028","3","2002802"
"シノブ","【悪魔偽王国軍（ディアボロス）】所属の占い師。ドクロは実は父親。","1","20029","1","2002900"
"うらないし","当たるも八卦、当たらぬも八卦。","1","20029","3","2002901"
"アキノ","【メルクリウス財団】を立ち上げたギルドマスター。彼女の商いは世界を変える。","1","20030","1","2003000"
"ごれいじょう","商才溢れるお嬢様。","1","20030","3","2003001"
"マヒル","【牧場（エリザベスパーク）】のマスター。個性豊かなギルドメンバーを温かく束ねるお姉さん。","1","20031","1","2003100"
"ぼくじょうぬし","牧場の経営はお任せだべ。","1","20031","3","2003101"
"おわらいのみち","それは、高く険しい。","1","20031","3","2003102"
"ユカリ","【メルクリウス財団】財務担当の敏腕お姉さん。…普段は。","1","20032","1","2003200"
"のんべえ","ユカリのような大人のこと。","1","20032","3","2003201"
"キョウカ","【リトルリリカル】最年少だが、勉強熱心で頭がとても良い。ニンジンやピーマンが苦手。","1","20033","1","2003300"
"ゆうとうせい","リトルリリカルの中でも一番の真面目でしっかり者。","1","20033","3","2003301"
"トモ","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団員。団長の懐刀？","1","20034","1","2003400"
"ミクマりゅう","トモの家に伝わる神速の剣技。奥義は阿修羅。","1","20034","3","2003401"
"シオリ","【牧場（エリザベスパーク）】のメンバー。病弱ながらもひたむきにがんばる少女。","1","20035","1","2003500"
"ハツネちゃんのいもうと","お姉ちゃんが大好き。","1","20035","3","2003501"
"アオイ","【フォレスティエ】のぼっちアーチャー。植物とお話しはできるがそれはそれとしてぼっち。","1","20036","1","2003600"
"ぼっち","ぼっち。咳をしてもぼっち。","1","20036","3","2003601"
"ビービーだんのメンバー","バイバイぼっちできる日は近い！！　…はず。","1","20036","3","2003602"
"チカ","【カルミナ】メンバー。精霊を友とする風の唱喚歌姫。","1","20037","1","2003700"
"しょうかんじゅつし","唱喚術師。歌により精霊を呼び出す幻の秘術を使う。字の間違いに注意。","1","20037","3","2003701"
"うたひめ","その歌はあらゆる者を魅了する。","1","20037","3","2003702"
"マコト","【自警団（カォン）】の突撃隊長。面倒見のいい獣人族の\n少女。","1","20038","1","2003800"
"ユイのおさななじみ","まわりからは意外だと思われているらしい。","1","20038","3","2003801"
"イリヤ","【悪魔偽王国軍（ディアボロス）】マスターであり、伝説の吸血鬼。世界征服のため今日もがんばる。","1","20039","1","2003900"
"バンパイア","血を吸う生き物。恐ろしい化け物のはずだが、なぜか弱点は多いらしい。","1","20039","3","2003901"
"でんせつのバンパイア","かつてランドソル中を恐怖のるつぼにたたき落としたといわれる。","1","20039","3","2003902"
"よをすべるもの","夜を統べているらしい。","1","20039","3","2003903"
"クウカ","【ヴァイスフリューゲル　ランドソル支部】の妄想担当。","1","20040","1","2004000"
"ドえむ","淑女の嗜み…？","1","20040","3","2004001"
"タマキ","【メルクリウス財団】所属のタイヤキ屋。しかしてその正体は…にゃっ！にゃにゃっ！","1","20041","1","2004100"
"ネコむすめ","猫のような姿をした女の子。","1","20041","3","2004101"
"ファントムキャッツ","ランドソルを騒がす謎の義賊。その正体は謎に包まれている。","1","20041","3","2004102"
"ジュン","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団長。仮面の下は、誰も知らない知られちゃいけない。","1","20042","1","2004200"
"だんちょう","とっても強い団長だ。","1","20042","3","2004201"
"ミフユ","【メルクリウス財団】所属のバイト戦士。実はドラゴンスレイヤー。","1","20043","1","2004300"
"ししょう","手取り足取り教えてくれるぞ。もちろん有償だぞ。","1","20043","3","2004301"
"こうりつちゅう","徹底して効率にこだわる人のこと。ゲームのプレイスタイルの一つ。","1","20043","3","2004302"
"シズル","【ラビリンス】所属の自称お姉ちゃん。お姉ちゃんにまかせなさい。","1","20044","1","2004400"
"おねえちゃんだよ","おねえちゃんだよ！！","1","20044","3","2004401"
"ミサキ","【ルーセント学院】の生徒。大人のレディにして、罪な女らしい。","1","20045","1","2004500"
"おとなのレディ","おとなのレディっていったらおとなのレディ！","1","20045","3","2004501"
"ミツキ","【トワイライトキャラバン】所属の危険な科学者。実験に\n夢中。","1","20046","1","2004600"
"マッドサイエンティスト","実験の犠牲になった者、数知れず。","1","20046","3","2004601"
"ワンアイドデビル","隻眼の悪魔。近づかぬが吉。","1","20046","3","2004602"
"リマ","【牧場（エリザベスパーク）】のリマ。実はギルドメンバーで一番の乙女ハートの持ち主。","1","20047","1","2004700"
"もふもふ","魅惑の毛並。","1","20047","3","2004701"
"モニカ","【ヴァイスフリューゲル　ランドソル支部】のギルドマスターで軍人。いつもメンバーにふりまわされる苦労人の白翼の指揮官。","1","20048","1","2004800"
"おこちゃま","こ、子どもではない！","1","20048","3","2004801"
"ツムギ","【カルミナ】メンバーで本職はテーラー。華麗な糸さばきでいろいろなものを縛り上げる。","1","20049","1","2004900"
"テーラー","裁縫はお任せ。","1","20049","3","2004901"
"レイさまファンクラブ","悪い虫を近づけさせない。","1","20049","3","2004902"
"アユミ","【ヴァイスフリューゲル　ランドソル支部】の隠密担当。どこにでもいて、どこにもいない。","1","20050","1","2005000"
"モブ","そんな名前じゃないですよ～！","1","20050","3","2005001"
"ルカ","【トワイライトキャラバン】ギルドマスター。気っ風のいい釣り人。剣の腕もすごい。","1","20051","1","2005100"
"あねご","魔物も姉御と慕っている。","1","20051","3","2005101"
"ジータ","蒼空の騎空士、を目指す女の子。","1","20052","1","2005200"
"きくうし","空を巡る者達のこと。もっとも自由でもっとも危険な職業と言われる。","1","20052","3","2005201"
"ペコリーヌ","【美食殿】ギルドマスター。何でもおいしく食べてしまう。やばいですね☆","1","20053","1","2005300"
"くいしんぼう","食べるのが大好きだ。","1","20053","3","2005301"
"おうけのそうび","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","1","20053","3","2005302"
"やばいですね","やばいですね☆","1","20053","3","2005303"
"プリンセス","アストライア王家の王女。","1","20053","3","2005304"
"コッコロ","【美食殿】所属のエルフの少女。主さまファースト。","1","20054","1","2005400"
"ガイドやく","女神アメスの神託を受けた導き手。","1","20054","3","2005401"
"みこ","神に仕える女性のこと。","1","20054","3","2005402"
"キャル","なりゆきで【美食殿】に所属している謎のネコミミ少女。ヤバイわよ！","1","20055","1","2005500"
"ツンデレ","は？　意味わかんないんだけど！","1","20055","3","2005501"
"ヤバイわよ","ヤバイわよ！","1","20055","3","2005502"
"ムイミ","世界を敵に回して戦う自称・大罪人。天楼覇断剣はすべてを断ち切る！","1","20056","1","2005600"
"ノウェム","アタシはノウェムだ！","1","20056","3","2005601"
"アリサ","いつか必ず森番になると誓うエルフの少女。","1","20057","1","2005700"
"エルフのおんな","エルフの女性。","1","20057","3","2005701"
"もりばんみならい","森の守護者として一人前になるべく、日々修行に打ち込んでいる。","1","20057","3","2005702"
"ネネカ","七冠（セブンクラウンズ）の一人。千変万化の変貌大妃。","1","20058","1","2005800"
"メタモルレグナント","ネネカの二つ名。変貌大妃。","1","20058","3","2005801"
"ぶんしんたい","もう一人の私。","1","20058","3","2005802"
"クリスティーナ","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】副団長にして、七冠\n（セブンクラウンズ）の一人。かなりの享楽主義者。","1","20059","1","2005900"
"レジーナゲッシュ","クリスティーナの二つ名。誓約女君。","1","20059","3","2005901"
"ふくだんちょう","別名、問題児。","1","20059","3","2005902"
"イノリ","【ドラゴンズネスト】所属のドラゴン族。可愛い顔して意外と毒舌。","1","20060","1","2006000"
"ドラゴンブレス","イノリの得意技。","1","20060","3","2006001"
"かんぶ","【ドラゴンズネスト】の幹部であるあたしにひれ伏すですよ！","1","20060","3","2006002"
"カヤ","【ドラゴンズネスト】所属のドラゴン族の喧嘩屋。","1","20061","1","2006100"
"のうきんケンカバカ","喧嘩上等。","1","20061","3","2006101"
"ホマレ","【ドラゴンズネスト】の謎多きギルドマスター。ボス。","1","20062","1","2006200"
"ギャングのボス","親分、首領の意味。","1","20062","3","2006201"
"クロエ","【聖テレサ女学院（なかよし部）】メンバー。ガチめのバイブスの持ち主。","1","20063","1","2006300"
"ダウナー","別に怒っていたり機嫌が悪いわけではないらしい。","1","20063","3","2006301"
"テレじょのやべーやつ","テレ女のやべーやつ。すなわち、クロエのこと。","1","20063","3","2006302"
"チエル","【聖テレサ女学院（なかよし部）】のちぇる～ん☆担当。","1","20064","1","2006400"
"れちぇるちぇぽぱぴ","ちぇるりれれろりろりろ。","1","20064","3","2006401"
"テレじょのやべーやつ","テレ女のやべーやつ。すなわち、チエルのこと。","1","20064","3","2006402"
"ユニ","【ユニちゃんズ】のギルドマスター。天才とは孤独なものである。","1","20065","1","2006500"
"ひきこもり","象牙の塔にひきこもり、日々勉学に勤しんでいる。","1","20065","3","2006501"
"テレじょのやべーやつ","テレ女のやべーやつ。すなわち、ユニのこと。","1","20065","3","2006502"
"ロボット","人に代わり労働を行う機械。人型はロマン。","2","10078","1","3007800"
"メカ","魔法で駆動する機械。人を助けたり、戦うこともできる。","2","10078","2","3007801"
"からくり","歯車等の組み合わせで複雑な動きが出来る仕組み。","2","10078","2","3007802"
"なかよしえっくす","なかよし部の粋を集めたサイキョウのロボット。","2","10078","3","3007803"
"ユニのりきさく","不細工ポンコツ丸とは聞き捨てならんな…大概にしたまえ。","2","10078","3","3007804"
"きのこ","じめじめしたところに生える。植物ではなく菌糸類。","2","10079","1","3007900"
"どくきのこ","その多くは鮮やかな色をしており、食べると脳や体に支障をきたす。","2","10079","1","3007901"
"マッシュルーム","ピザやパスタに合うおいしいきのこ。","2","10079","2","3007902"
"ベニタケ","歩くきのこ。ペコリーヌ曰く、煮込むと意外とおいしいらし\nい。","2","10079","3","3007903"
"ライオン","百獣の王ともいわれるネコ科の大型肉食獣。","2","10080","1","3008000"
"しし","ライオンの別称。とある国では守護動物とされていた。","2","10080","1","3008001"
"ひゃくじゅうのおう","立派なたてがみを持つ最強の獣。","2","10080","2","3008002"
"たてがみ","馬や雄のライオンの首周りに生えている毛。","2","10080","2","3008003"
"けもの","全身を毛におおわれ、四足で歩く哺乳類。","2","10080","2","3008004"
"オルレオン","獅子座の魔星獣。刃向かうものは灼熱の咆哮で焼き尽くす。","2","10080","3","3008005"
"えんぴつ","色のついた芯を木で覆った筆記用具。","2","10081","1","3008100"
"あかえんぴつ","赤い色の鉛筆。テストの丸つけといえばこれ。","2","10081","1","3008101"
"ペンシル","先が尖っていて、細かいものを書くのに適している。","2","10081","2","3008102"
"ひっきようぐ","鉛筆、消しゴムなど、机まわりの道具の総称。","2","10081","2","3008103"
"キラーペンシル","クロエお気に入りの棒状に尖った武器。","2","10081","3","3008104"
"たいよう","自らエネルギーを作り出す、熱と光を放つ星。","2","10082","1","3008200"
"おひさま","太陽を親しんで呼ぶときの呼称。","2","10082","1","3008201"
"にっこう","太陽が発している光のこと。","2","10082","2","3008202"
"はれのひ","空に雲が少なく、太陽が出ていて、あたたかい日。","2","10082","2","3008203"
"ひこうてい","魔法の浮力で空を飛ぶ風船の乗り物。","2","10083","1","3008300"
"ふね","人や物を載せて水上を進む乗り物。","2","10083","2","3008301"
"エアシップ","風船などで機体を浮かせ、動力や舵をつけた空を飛ぶ船。","2","10083","2","3008302"
"そらのたび","飛行できる乗り物に乗って空を移動すること。","2","10083","2","3008303"
"モニカのかんたい","モニカ提督が指揮する（予定の）飛空艇艦隊。","2","10083","3","3008304"
"バラ","茎にとげがある、美しい赤い花。","2","10084","1","3008400"
"いばら","人里近くに多い、とげのある低木の総称。","2","10084","1","3008401"
"はな","植物の繁殖用の器官。きれいなものが多い。","2","10084","1","3008402"
"ローズ","バラの花の別称。色の名前を指すときにも使われる。","2","10084","2","3008403"
"すし","小さく握ったご飯の上に魚などをのせたトーゴク料理。","2","10085","1","3008500"
"にぎりずし","一口大の酢飯に新鮮な魚介の切り身を乗せたごちそう。","2","10085","1","3008501"
"マグロ","赤身のおいしい魚。","2","10085","1","3008502"
"トゥンヌスのにぎり","捕獲するのが一苦労なトゥンヌスを贅沢に使ったにぎりずし。","2","10085","3","3008503"
"オーマのびしょく","オーマでとれるのは最高級の魚、トゥンヌス。","2","10085","3","3008504"
"かがみ","自分の姿をうつすふしぎなどうぐ。","2","10086","1","3008600"
"ミラー","光を反射させることができるどうぐ。","2","10086","2","3008601"
"エチケットアイテム","身だしなみを整えるためにつかうどうぐ。","2","10086","2","3008602"
"ユキのあいようひん","ああ、ボクは今日も美しいね！","2","10086","3","3008603"
"ティアラ","女王や姫が頭頂部に着用する豪華な装飾品。","2","10087","1","3008700"
"かんむり","王族などが身に着ける豪華なかぶりもの。","2","10087","1","3008701"
"そうしょくひん","主に飾り付けるため身に着けるもの。","2","10087","2","3008702"
"アクセサリー","装飾品。オシャレするならマストアイテム。","2","10087","2","3008703"
"ペコリーヌのティアラ","実は強大な力を秘めた王家の装備の一部。","2","10087","3","3008704"
"おうけのそうび","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。","2","10087","3","3008705"
"おでん","肉や野菜をダシでじっくり煮込んだ熱々の料理。","2","10088","1","3008800"
"にもの","肉や野菜を煮込んだ料理。","2","10088","1","3008801"
"なべ","食べ物などを煮るための調理器具。","2","10088","1","3008802"
"ドラゴンテイルおでん","ラースドラゴンの尻尾のダシで煮込んだ至高のおでん。","2","10088","3","3008803"
"でんきゅう","魔法の力で光を発するどうぐ。","2","10089","1","3008900"
"あかり","暗闇を照らす光。","2","10089","1","3008901"
"はくねつきゅう","熱による放射を利用して発光するガラスの球。","2","10089","2","3008902"
"まめでんきゅう","小さめの電球のこと。","2","10089","2","3008903"
"ピカピカ","光がまたたく様をあらわす擬音。","2","10089","2","3008904"
"カスミのひらめき","真実導く閃きの力。名探偵にかかればどんな難事件も解決！","2","10089","3","3008905"
"くも","空に浮かぶ、水滴や氷の粒のかたまり。雨や雷の生みの親。","2","10090","1","3009000"
"にゅうどうぐも","夏の空でよく見られるもくもくと盛り上がった大きな雲。","2","10090","2","3009001"
"どんてん","雲がかかり太陽が見えない天気。","2","10090","2","3009002"
"わたあめ","口にいれるとシュワっと溶ける、白くてふわふわな甘いおか\nし。","2","10090","2","3009003"
"ライライ","雷雲を従え、無邪気に暴れるカミナリ娘。","2","10090","3","3009004"
"おの","木を切ったりできるどうぐ。武器にもなる。","2","10091","1","3009100"
"いしおの","石でできた斧。武器や農工具として使われる。","2","10091","1","3009101"
"アックス","柄の先に厚くて重い刃のついた武器。","2","10091","2","3009102"
"ゴブリングレートのえもの","熟練のゴブリン戦士が持つ武器。","2","10091","3","3009103"
"おんせん","自然に湧き上がるお湯でつくったお風呂。よくあたたまろう。","2","10092","1","3009200"
"いわぶろ","岩の間にお湯をためてつくったお風呂。","2","10092","1","3009201"
"ろてんぶろ","野外や屋外に設置された屋根のないお風呂。","2","10092","1","3009202"
"めいとう","体の疲れや不調に効く有名な温泉。","2","10092","2","3009203"
"クリスティーナリゾートスパ","牧場に湧き出た天然温泉の施設。入浴して疲れを癒そう。","2","10092","3","3009204"
"まくら","快眠の必需品。","2","10093","1","3009300"
"だきまくら","抱くようにして使用する大型のまくら。","2","10093","1","3009301"
"しんぐ","ふとん、まくら、寝間着など、寝るときに使うものの総称。","2","10093","2","3009302"
"ピロー","「枕」の英語読み。","2","10093","2","3009303"
"ハツネのたからもの","シオリからのプレゼント。本当はいつでもどこでも持ち歩きたい。","2","10093","3","3009304"
"ざっし","絵や写真がのっている楽しい読みもの。","2","10094","1","3009400"
"マガジン","インタビューやエンタメ等色々なものが盛り込まれた読み物。","2","10094","2","3009401"
"ファッションし","ファッションに関する記事が載った雑誌。","2","10094","2","3009402"
"スズナのしゃしんしゅう","ランドソルで性別年代を問わず大人気。","2","10094","3","3009403"
"たいこ","叩いて音を出す楽器。ドンドコドン！","2","10095","1","3009500"
"こだいこ","叩くと高い音が出る小型の太鼓。","2","10095","1","3009501"
"ドラム","太鼓やシンバル等の打楽器を一人の奏者で演奏可能にした物。","2","10095","2","3009502"
"スネアドラム","底面の膜に金属線が張られている小型の太鼓。","2","10095","2","3009503"
"だがっき","打つ、こする、振るなどして音を出す楽器の総称。","2","10095","2","3009504"
"せいざ","夜空に見える星を線でつないで様々な事物に見立てた物。","2","10096","1","3009600"
"てんたい","宇宙に存在する星々の総称。地球も月も太陽も。","2","10096","1","3009601"
"ぎんが","様々な星やガス状の物質、宇宙の塵等が集まった巨大な天体。","2","10096","1","3009602"
"よぞら","太陽が沈み、月や星が見えるくらい暗くなった空。","2","10096","2","3009603"
"ほしのかがやき","夜空を彩る主役たち。","2","10096","2","3009604"
"おにぎりざ","あの星座…おにぎりに見えませんか？やばいですね☆","2","10096","3","3009605"
"トマト","あまくてすっぱい夏の野菜。実はナスの仲間。","2","10097","1","3009700"
"プチトマト","一口サイズのトマト。黄色の種類もある。","2","10097","1","3009701"
"ばんか","「蕃茄」トマトの別名。","2","10097","2","3009702"
"ケチャップ","トマトなどを煮詰めて味をつけた調味料。","2","10097","2","3009703"
"はらっぱ","草が生い茂る広い空き地。","2","10098","1","3009800"
"そうげん","木がほとんどなく、花や草に覆われた大地。","2","10098","1","3009801"
"のはら","草などが生えた広い平地。","2","10098","1","3009802"
"にじ","雨上がりの空でたまに見られる、太陽光の反射でできる奇跡。","2","10099","1","3009900"
"レインボー","虹の別称。虹の七色のことでもある。","2","10099","1","3009901"
"なないろ","虹にみられる七種の色。赤橙黄緑青藍紫で構成される。","2","10099","1","3009902"
"そらにかかるはし","空に向かって伸びるように現れた虹。","2","10099","2","3009903"
"あめあがり","雨が止んでから少しの間のこと。","2","10099","2","3009904"
"かきごおり","氷を砕いて蜜をかけた、雪によく似た夏のおかし。","2","10100","1","3010000"
"ブルーハワイ","真っ青でさわやかな海のような、かき氷などにかける蜜。","2","10100","1","3010001"
"フラッペ","アイスクリームや果物等をカラフルにのせた豪華なかき氷。","2","10100","2","3010002"
"なつのふうぶつし","夏の感じを表す物事。スイカの他に海や花火など。","2","10100","2","3010003"
"ちょうちょ","美しい羽でひらひらと舞う、妖精みたいな虫。","2","10101","1","3010100"
"アゲハ","大型で美しい蝶の一種。多くは後翅に長い突起を持つ。","2","10101","1","3010101"
"クロアゲハ","大きな黒い羽で舞う美しい蝶。","2","10101","1","3010102"
"むし","人や獣、鳥や魚以外の小動物の総称。大抵のものは数が多い。","2","10101","2","3010103"
"こんちゅう","昆虫網に分類される、足が六本ある節足動物の総称。","2","10101","2","3010104"
"バタフライ","蝶の別称。又は泳ぐ姿が蝶に似ている泳ぎ方。","2","10101","2","3010105"
"とう","空高くそびえ立つ建物。","2","10102","1","3010200"
"タワー","「とう」の英語読み。","2","10102","2","3010201"
"てんぼうだい","はるか遠くを見渡すための建物。","2","10102","2","3010202"
"みはりだい","目的の地点を監視するための高い建物。","2","10102","2","3010203"
"まてんろう","天に届きそうなほど高い建物。","2","10102","2","3010204"
"アイスクリーム","冷た～い甘～いおかし。","2","10103","1","3010300"
"ジェラート","アイスクリームより少しだけヘルシー。","2","10103","1","3010301"
"チョコミントアイス","甘くてスーッと口いっぱいに広がる爽やかさ。","2","10103","2","3010302"
"ひょうか","「アイス」の別の言い方。","2","10103","2","3010303"
"シェフィのこうぶつ","シェフィはチョコミン党。","2","10103","3","3010304"
"ドーナツ","真ん中に穴があいた輪っか状の甘いおかし。","2","10104","1","3010400"
"おやつ","間食として食べる甘いもの。","2","10104","2","3010401"
"チョコドーナツ","チョコレートのかかったスタンダードなドーナツ。","2","10104","2","3010402"
"チケット","食べ物と交換できたり、施設に入場できたりする券。","2","10105","1","3010500"
"けん","約束や権利を表すための紙片。","2","10105","1","3010501"
"スキップチケット","一度クリアしたクエストをスキップできる便利なアイテム。","2","10105","3","3010502"
"うきわ","水に浮かぶ道具。プカプカ漂うのが気持ちいい。","2","10106","1","3010600"
"フロート","「うきわ」の英語読み。","2","10106","2","3010601"
"かなづちのひっすアイテム","これがあれば泳げなくても大丈夫。","2","10106","2","3010602"
"キャルのうきわ","泳ぐのが苦手なキャル愛用の可愛いネコ型浮き輪。","2","10106","3","3010603"
"サングラス","眩しい日差しや強い照明からオシャレに守ってくれる。","2","10107","1","3010700"
"グラサン","「サングラス」の別の言い方。","2","10107","2","3010701"
"くろめがね","レンズが黒い眼鏡。","2","10107","2","3010702"
"ハードボイルド","サングラスもバッチリ似合うクールな生き様。","2","10107","2","3010703"
"キャルのサングラス","キャルのお洒落アイテム。似合いすぎてヤバイわよ！","2","10107","3","3010704"
"しゅりけん","忍者が投げる武器。","2","10108","1","3010800"
