6094c0a7f6f9b121814b4ef87fa86a31a79aa9089be2b3b26370f1275cfebaa6,230fb5be1aba653566a872be28b982c5b9ad02e11a045caac55fdda61bbce012,f1ce5466d9d1ec0428a68d2d3e23d48714af45616c0979514e886063a8b244e1,f2328e8661073e437e1a38875b4ec338f41f089e6999d19b7e9e2ba4fb31ac49,5b43810b38e13f39b2c2e95ff997ee953ce9976f812df887dd358b87e40790f7,43be03be3df5073cb78b8f157990fcbca963f1a97460e65662329b3213c594c0,a3c23fc6c50c32d5c09c3891c6ad8303a5872a30b7c5c210d0b1f0a918c1f149,a67ea37b5b47d2248532106b3ba3777c02cdbb3e387042830f51633961829223,f47c9a95098c0fcb8fee86076e94c2faf446ecfad96c4dc4775da94685831772,5f974e27f96500043a5b59478230097cbf36ac95005c729914dc62da2bd77ffd,2a9a2090b47c705208f81a3c75083c767ff2d78aa47f300d11bfaa6e2a84a29f,c55616b18f2bd5f98cf9ed723cb4373309fb1522b3ab99255c0f538addaa6337
"0","0","24","0","60","1.189","14","0","1","0","41","1240060"
"0","1.189","24","0","61","0","0","1","4","0","0","1240061"
"0","0","24","41","62","0.235","14","0","1","0","78","1240062"
"0","0.235","24","0","63","0","0","1","4","0","0","1240063"
"0","0","24","78","64","1.729","14","0","1","0","192","1240064"
"0","3.529","24","0","65","0","0","1","4","0","0","1240065"
"0","1","25","0","1","0","0","3","4","0","0","1250001"
"vo_nyx","0","25","0","2","0","0","0","2","vo_nyx_0701","0","1250002"
"0","0","25","0","3","2.62","1","0","1","0","225","1250003"
"0","3.07","25","0","4","0","0","1","4","0","0","1250004"
"vo_nyx","0","25","0","5","0","0","0","2","vo_nyx_0702","0","1250005"
"0","0","25","225","6","1.252","1","0","1","0","385","1250006"
"0","1.252","25","0","7","0","0","1","4","0","0","1250007"
"0","0","25","0","8","0.322","2","0","1","0","55","1250008"
"0","0.577","25","0","9","0","0","1","4","0","0","1250009"
"0","0","25","55","10","2.127","2","0","1","0","345","1250010"
"0","2.985","25","0","11","0","0","1","4","0","0","1250011"
"vo_nyx","0","25","0","12","0","0","0","2","vo_nyx_0703","0","1250012"
"0","0","25","0","13","2.972","3","0","1","0","380","1250013"
"0","3.55","25","0","14","0","0","1","4","0","0","1250014"
"0","0","25","0","15","3.003","4","0","1","0","323","1250015"
"0","3.672","25","0","16","0","0","1","4","0","0","1250016"
"vo_nyx","0","25","0","17","0","0","0","2","vo_nyx_0704","0","1250017"
"0","0","25","0","18","2.06","5","0","1","0","248","1250018"
"0","2.34","25","0","19","0","0","1","4","0","0","1250019"
"0","0","25","248","20","1.44","5","0","1","0","400","1250020"
"0","2.486","25","0","21","0","0","1","4","0","0","1250021"
"vo_nyx","0","25","0","22","0","0","0","2","vo_nyx_0705","0","1250022"
"0","0","25","0","23","0.766","6","0","1","0","92","1250023"
"0","1.136","25","0","24","0","0","1","4","0","0","1250024"
"0","0","25","92","25","2.067","6","0","1","0","320","1250025"
"0","2.735","25","0","26","0","0","1","4","0","0","1250026"
"vo_nyx","0","25","0","27","0","0","0","2","vo_nyx_0706","0","1250027"
"0","0","25","0","28","3.027","7","0","1","0","375","1250028"
"0","3.027","25","0","29","0","0","1","4","0","0","1250029"
"0","0","25","0","30","0.808","8","0","1","0","93","1250030"
"0","1.288","25","0","31","0","0","1","4","0","0","1250031"
"0","0","25","93","32","1.8","8","0","1","0","385","1250032"
"0","2.043","25","0","33","0","0","1","4","0","0","1250033"
"0","0","25","0","34","1.75","9","0","1","0","190","1250034"
"0","2.547","25","0","35","0","0","1","4","0","0","1250035"
"0","2","25","0","36","0","0","3","4","0","0","1250036"
"vo_nyx","0","25","0","37","0","0","0","2","vo_nyx_0707","0","1250037"
"0","0","25","0","38","2.997","10","0","1","0","326","1250038"
"0","3.809","25","0","39","0","0","1","4","0","0","1250039"
"vo_nyx","0","25","0","40","0","0","0","2","vo_nyx_0708","0","1250040"
"0","0","25","0","41","1.538","11","0","1","0","233","1250041"
"0","1.671","25","0","42","0","0","1","4","0","0","1250042"
"0","0","25","233","43","0.893","11","0","1","0","352","1250043"
"0","1.738","25","0","44","0","0","1","4","0","0","1250044"
"0","3","25","0","45","0","0","3","4","0","0","1250045"
"vo_nyx","0","25","0","46","0","0","0","2","vo_nyx_0709","0","1250046"
"0","0","25","0","47","1.427","12","0","1","0","72","1250047"
"0","1.895","25","0","48","0","0","1","4","0","0","1250048"
"0","0","25","72","49","1.653","12","0","1","0","272","1250049"
"0","1.732","25","0","50","0","0","1","4","0","0","1250050"
"0","0","25","272","51","0.686","12","0","1","0","373","1250051"
"0","0.686","25","0","52","0","0","1","4","0","0","1250052"
"0","0","25","0","53","0.693","13","0","1","0","90","1250053"
"0","1.063","25","0","54","0","0","1","4","0","0","1250054"
"0","0","25","90","55","1.258","13","0","1","0","230","1250055"
"0","1.915","25","0","56","0","0","1","4","0","0","1250056"
"0","0","25","230","57","1.222","13","0","1","0","388","1250057"
"0","2.085","25","0","58","0","0","1","4","0","0","1250058"
"vo_nyx","0","25","0","59","0","0","0","2","vo_nyx_0710","0","1250059"
"0","0","25","0","60","2.18","14","0","1","0","185","1250060"
"0","3.98","25","0","61","0","0","1","4","0","0","1250061"
"0","1","26","0","1","0","0","3","4","0","0","1260001"
"vo_nyx","0","26","0","2","0","0","0","2","vo_nyx_0801","0","1260002"
"0","0","26","0","3","0.65","1","0","1","0","70","1260003"
"0","1.4","26","0","4","0","0","1","4","0","0","1260004"
"0","0","26","70","5","1.119","1","0","1","0","158","1260005"
"0","1.816","26","0","6","0","0","1","4","0","0","1260006"
"0","0","26","158","7","1.557","1","0","1","0","332","1260007"
"0","2.665","26","0","8","0","0","1","4","0","0","1260008"
"vo_nyx","0","26","0","9","0","0","0","2","vo_nyx_0802","0","1260009"
"0","0","26","70","10","0.776","2","0","1","0","143","1260010"
"0","1.608","26","0","11","0","0","1","4","0","0","1260011"
"0","0","26","143","12","1.562","2","0","1","0","282","1260012"
"0","2.562","26","0","13","0","0","1","4","0","0","1260013"
"0","2","26","0","14","0","0","3","4","0","0","1260014"
"vo_nyx","0","26","0","15","0","0","0","2","vo_nyx_0803","0","1260015"
"0","0","26","0","16","0.65","3","0","1","0","68","1260016"
"0","1.4","26","0","17","0","0","1","4","0","0","1260017"
"0","0","26","68","18","2.205","3","0","1","0","222","1260018"
"0","2.779","26","0","19","0","0","1","4","0","0","1260019"
"vo_nyx","0","26","0","20","0","0","0","2","vo_nyx_0804","0","1260020"
"0","0","26","222","21","0.393","3","0","1","0","260","1260021"
"0","0.987","26","0","22","0","0","1","4","0","0","1260022"
"0","0","26","260","23","0.843","3","0","1","0","370","1260023"
"0","0.843","26","0","24","0","0","1","4","0","0","1260024"
"0","0","26","68","25","1.481","4","0","1","0","215","1260025"
"0","2.481","26","0","26","0","0","1","4","0","0","1260026"
"0","3","26","0","27","0","0","3","4","0","0","1260027"
"vo_nyx","0","26","0","28","0","0","0","2","vo_nyx_0805","0","1260028"
"0","0","26","0","29","0.65","5","0","1","0","70","1260029"
"0","1.4","26","0","30","0","0","1","4","0","0","1260030"
"0","0","26","70","31","1.879","5","0","1","0","270","1260031"
"0","2.917","26","0","32","0","0","1","4","0","0","1260032"
"0","0","26","70","33","2.759","6","0","1","0","342","1260033"
"0","3.645","26","0","34","0","0","1","4","0","0","1260034"
"0","0","26","342","35","0.487","6","0","1","0","395","1260035"
"0","1.487","26","0","36","0","0","1","4","0","0","1260036"
"0","4","26","0","37","0","0","3","4","0","0","1260037"
"vo_nyx","0","26","0","38","0","0","0","2","vo_nyx_0806","0","1260038"
"0","0","26","0","39","0.65","7","0","1","0","70","1260039"
"0","1.4","26","0","40","0","0","1","4","0","0","1260040"
"0","0","26","70","41","1.003","7","0","1","0","136","1260041"
"0","1.452","26","0","42","0","0","1","4","0","0","1260042"
"0","0","26","136","43","2.373","7","0","1","0","387","1260043"
"0","2.6","26","0","44","0","0","1","4","0","0","1260044"
"0","0","26","70","45","1.23","8","0","1","0","180","1260045"
"0","2.23","26","0","46","0","0","1","4","0","0","1260046"
"0","1","26","0","47","0","0","3","4","0","0","1260047"
"vo_nyx","0","26","0","48","0","0","0","2","vo_nyx_0807","0","1260048"
"0","0","26","0","49","0.65","9","0","1","0","68","1260049"
"0","1.4","26","0","50","0","0","1","4","0","0","1260050"
"0","0","26","68","51","2.24","9","0","1","0","350","1260051"
"0","2.74","26","0","52","0","0","1","4","0","0","1260052"
"0","0","26","70","53","1.252","10","0","1","0","165","1260053"
"0","1.742","26","0","54","0","0","1","4","0","0","1260054"
"0","0","26","165","55","2.352","10","0","1","0","380","1260055"
"0","2.779","26","0","56","0","0","1","4","0","0","1260056"
"0","0","26","70","57","2.013","11","0","1","0","310","1260057"
"0","3.047","26","0","58","0","0","1","4","0","0","1260058"
"vo_nyx","0","26","0","59","0","0","0","2","vo_nyx_0808","0","1260059"
"0","0","26","70","60","1.401","12","0","1","0","184","1260060"
"0","1.984","26","0","61","0","0","1","4","0","0","1260061"
"0","0","26","184","62","2.073","12","0","1","0","390","1260062"
"0","2.372","26","0","63","0","0","1","4","0","0","1260063"
"0","0","26","70","64","1.4","13","0","1","0","240","1260064"
"0","2.2","26","0","65","0","0","1","4","0","0","1260065"
"0","4","26","0","66","0","0","3","4","0","0","1260066"
"vo_nyx","0","26","0","67","0","0","0","2","vo_nyx_0809","0","1260067"
"0","0","26","0","68","0.65","14","0","1","0","68","1260068"
"0","1.4","26","0","69","0","0","1","4","0","0","1260069"
"0","0","26","68","70","1.52","14","0","1","0","260","1260070"
"0","2.5","26","0","71","0","0","1","4","0","0","1260071"
"vo_nyx","0","26","0","72","0","0","0","2","vo_nyx_0810","0","1260072"
"0","0","26","70","73","2.7","15","0","1","0","280","1260073"
"0","4.5","26","0","74","0","0","1","4","0","0","1260074"
"0","1","32","0","1","0","0","3","4","0","0","1320001"
"vo_nyx","0","32","0","2","0","0","0","2","vo_nyx_0901","0","1320002"
"0","0","32","0","3","3.31","1","0","1","0","286","1320003"
"0","3.909","32","0","4","0","0","1","4","0","0","1320004"
"0","0","32","286","5","0.836","1","0","1","0","358","1320005"
"0","1.457","32","0","6","0","0","1","4","0","0","1320006"
"0","0","32","358","7","0.533","1","0","1","0","395","1320007"
"0","0.533","32","0","8","0","0","1","4","0","0","1320008"
"0","0","32","0","9","1.392","2","0","1","0","124","1320009"
"0","1.99","32","0","10","0","0","1","4","0","0","1320010"
"0","0","32","124","11","3.058","2","0","1","0","395","1320011"
"0","3.058","32","0","12","0","0","1","4","0","0","1320012"
"0","0","32","0","13","0.338","3","0","1","0","55","1320013"
"0","1.471","32","0","14","0","0","1","4","0","0","1320014"
"vo_nyx","0","32","0","15","0","0","0","2","vo_nyx_0902","0","1320015"
"0","0","32","55","16","2.683","3","0","1","0","301","1320016"
"0","3.31","32","0","17","0","0","1","4","0","0","1320017"
"0","0","32","301","18","0.944","3","0","1","0","375","1320018"
"0","0.944","32","0","19","0","0","1","4","0","0","1320019"
"0","0","32","0","20","1.745","4","0","1","0","160","1320020"
"0","2.481","32","0","21","0","0","1","4","0","0","1320021"
"0","0","32","160","22","1.399","4","0","1","0","306","1320022"
"0","2.87","32","0","23","0","0","1","4","0","0","1320023"
"0","2","32","0","24","0","0","3","4","0","0","1320024"
"vo_nyx","0","32","0","25","0","0","0","2","vo_nyx_0903","0","1320025"
"0","0","32","0","26","1.276","5","0","1","0","122","1320026"
"0","2.005","32","0","27","0","0","1","4","0","0","1320027"
"0","0","32","122","28","1.038","5","0","1","0","211","1320028"
"0","1.608","32","0","29","0","0","1","4","0","0","1320029"
"0","0","32","211","30","1.038","5","0","1","0","280","1320030"
"0","1.11","32","0","31","0","0","1","4","0","0","1320031"
"0","0","32","0","32","2.055","6","0","1","0","202","1320032"
"0","2.844","32","0","33","0","0","1","4","0","0","1320033"
"0","0","32","202","34","1.871","6","0","1","0","389","1320034"
"0","2.397","32","0","35","0","0","1","4","0","0","1320035"
"0","0","32","0","36","1.589","7","0","1","0","182","1320036"
"0","2.196","32","0","37","0","0","1","4","0","0","1320037"
"0","0","32","182","38","2.445","7","0","1","0","395","1320038"
"0","2.445","32","0","39","0","0","1","4","0","0","1320039"
"0","0","32","0","40","1.372","8","0","1","0","180","1320040"
"0","2.657","32","0","41","0","0","1","4","0","0","1320041"
"0","3","32","0","42","0","0","3","4","0","0","1320042"
"vo_nyx","0","32","0","43","0","0","0","2","vo_nyx_0904","0","1320043"
"0","0","32","180","44","2.066","8","0","1","0","390","1320044"
"0","2.066","32","0","45","0","0","1","4","0","0","1320045"
"0","0","32","0","46","0.916","9","0","1","0","83","1320046"
"0","1.42","32","0","47","0","0","1","4","0","0","1320047"
"0","0","32","83","48","0.71","9","0","1","0","162","1320048"
"0","1.561","32","0","49","0","0","1","4","0","0","1320049"
"0","0","32","162","50","2.191","9","0","1","0","385","1320050"
"0","2.191","32","0","51","0","0","1","4","0","0","1320051"
"0","0","32","0","52","1.377","10","0","1","0","130","1320052"
"0","1.833","32","0","53","0","0","1","4","0","0","1320053"
"0","0","32","130","54","2.749","10","0","1","0","390","1320054"
"0","2.749","32","0","55","0","0","1","4","0","0","1320055"
"0","0","32","0","56","0.753","11","0","1","0","85","1320056"
"0","2.093","32","0","57","0","0","1","4","0","0","1320057"
"vo_nyx","0","32","0","58","0","0","0","2","vo_nyx_0905","0","1320058"
"0","0","32","85","59","1.534","11","0","1","0","205","1320059"
"0","2.185","32","0","60","0","0","1","4","0","0","1320060"
"0","0","32","205","61","1.269","11","0","1","0","311","1320061"
"0","1.86","32","0","62","0","0","1","4","0","0","1320062"
"0","0","32","311","63","0.74","11","0","1","0","400","1320063"
"0","0.74","32","0","64","0","0","1","4","0","0","1320064"
"0","0","32","0","65","1.911","12","0","1","0","149","1320065"
"0","2.508","32","0","66","0","0","1","4","0","0","1320066"
"0","0","32","149","67","2.445","12","0","1","0","380","1320067"
"0","3.145","32","0","68","0","0","1","4","0","0","1320068"
"vo_nyx","0","32","0","69","0","0","0","2","vo_nyx_0906","0","1320069"
"0","0","32","0","70","0.992","13","0","1","0","116","1320070"
"0","2.792","32","0","71","0","0","1","4","0","0","1320071"
"0","1","33","0","1","0","0","3","4","0","0","1330001"
"vo_nyx","0","33","0","2","0","0","0","2","vo_nyx_1001","0","1330002"
"0","0","33","0","3","1.326","1","0","1","0","98","1330003"
"0","1.649","33","0","4","0","0","1","4","0","0","1330004"
"0","0","33","98","5","2.01","1","0","1","0","271","1330005"
"0","2.529","33","0","6","0","0","1","4","0","0","1330006"
"0","0","33","271","7","1.404","1","0","1","0","395","1330007"
"0","1.459","33","0","8","0","0","1","4","0","0","1330008"
"0","0","33","0","9","0.468","2","0","1","0","55","1330009"
"0","1.704","33","0","10","0","0","1","4","0","0","1330010"
"vo_nyx","0","33","0","11","0","0","0","2","vo_nyx_1002","0","1330011"
"0","0","33","55","12","1.337","2","0","1","0","183","1330012"
"0","1.337","33","0","13","0","0","1","4","0","0","1330013"
"0","0","33","183","14","2.128","2","0","1","0","380","1330014"
"0","3.666","33","0","15","0","0","1","4","0","0","1330015"
"vo_nyx","0","33","0","16","0","0","0","2","vo_nyx_1003","0","1330016"
"0","0","33","0","17","1.938","3","0","1","0","190","1330017"
"0","2.451","33","0","18","0","0","1","4","0","0","1330018"
"0","0","33","190","19","1.303","3","0","1","0","330","1330019"
"0","2.273","33","0","20","0","0","1","4","0","0","1330020"
"vo_nyx","0","33","0","21","0","0","0","2","vo_nyx_1004","0","1330021"
"0","0","33","0","22","1.136","4","0","1","0","113","1330022"
"0","1.905","33","0","23","0","0","1","4","0","0","1330023"
"0","0","33","113","24","1.136","4","0","1","0","211","1330024"
"0","1.905","33","0","25","0","0","1","4","0","0","1330025"
"0","0","33","211","26","2.016","4","0","1","0","395","1330026"
"0","3.118","33","0","27","0","0","1","4","0","0","1330027"
"vo_nyx","0","33","0","28","0","0","0","2","vo_nyx_1005","0","1330028"
"0","0","33","0","29","1.227","5","0","1","0","128","1330029"
"0","2.174","33","0","30","0","0","1","4","0","0","1330030"
"vo_nyx","0","33","0","31","0","0","0","2","vo_nyx_1006","0","1330031"
"0","0","33","128","32","3.075","5","0","1","0","395","1330032"
"0","3.81","33","0","33","0","0","1","4","0","0","1330033"
"0","0","33","0","34","1.281","6","0","1","0","128","1330034"
"0","2.507","33","0","35","0","0","1","4","0","0","1330035"
"vo_nyx","0","33","0","36","0","0","0","2","vo_nyx_1007","0","1330036"
"0","0","33","128","37","1.17","6","0","1","0","252","1330037"
"0","2.039","33","0","38","0","0","1","4","0","0","1330038"
"vo_nyx","0","33","0","39","0","0","0","2","vo_nyx_1008","0","1330039"
"0","0","33","252","40","0.757","6","0","1","0","350","1330040"
"0","2.139","33","0","41","0","0","1","4","0","0","1330041"
"0","2","33","0","42","0","0","3","4","0","0","1330042"
"vo_nyx","0","33","0","43","0","0","0","2","vo_nyx_1009","0","1330043"
"0","0","33","0","44","1.348","7","0","1","0","110","1330044"
"0","2.852","33","0","45","0","0","1","4","0","0","1330045"
"vo_nyx","0","33","0","46","0","0","0","2","vo_nyx_1010","0","1330046"
"0","0","33","0","47","0.702","8","0","1","0","60","1330047"
"0","0.702","33","0","48","0","0","1","4","0","0","1330048"
"0","0","33","60","49","1.604","8","0","1","0","205","1330049"
"0","2.844","33","0","50","0","0","1","4","0","0","1330050"
"vo_nyx","0","33","0","51","0","0","0","2","vo_nyx_1011","0","1330051"
"0","0","33","205","52","2.016","8","0","1","0","395","1330052"
"0","2.707","33","0","53","0","0","1","4","0","0","1330053"
"0","0","33","0","54","2.128","9","0","1","0","206","1330054"
"0","3.32","33","0","55","0","0","1","4","0","0","1330055"
"vo_nyx","0","33","0","56","0","0","0","2","vo_nyx_1012","0","1330056"
"0","0","33","206","57","2.38","9","0","1","0","390","1330057"
"0","3.338","33","0","58","0","0","1","4","0","0","1330058"
"0","3","33","0","59","0","0","3","4","0","0","1330059"
"vo_nyx","0","33","0","60","0","0","0","2","vo_nyx_1013","0","1330060"
"0","0","33","0","61","1.337","10","0","1","0","133","1330061"
"0","1.883","33","0","62","0","0","1","4","0","0","1330062"
"0","0","33","133","63","1.95","10","0","1","0","330","1330063"
"0","3.243","33","0","64","0","0","1","4","0","0","1330064"
"vo_nyx","0","33","0","65","0","0","0","2","vo_nyx_1014","0","1330065"
"0","0","33","330","66","0.724","10","0","1","0","392","1330066"
"0","0.724","33","0","67","0","0","1","4","0","0","1330067"
"0","0","33","0","68","0.824","11","0","1","0","73","1330068"
"0","1.392","33","0","69","0","0","1","4","0","0","1330069"
"0","0","33","73","70","3.319","11","0","1","0","360","1330070"
"0","4.265","33","0","71","0","0","1","4","0","0","1330071"
"vo_nyx","0","33","0","72","0","0","0","2","vo_nyx_1015","0","1330072"
"0","0","33","0","73","2.306","12","0","1","0","235","1330073"
"0","3.198","33","0","74","0","0","1","4","0","0","1330074"
"0","4","33","0","75","0","0","3","4","0","0","1330075"
"vo_nyx","0","33","0","76","0","0","0","2","vo_nyx_1016","0","1330076"
"0","0","33","0","77","1.713","13","0","1","0","142","1330077"
"0","2.607","33","0","78","0","0","1","4","0","0","1330078"
"0","0","33","142","79","1.66","13","0","1","0","308","1330079"
"0","3.16","33","0","80","0","0","1","4","0","0","1330080"
"0","1","34","0","1","0","0","3","4","0","0","1340001"
"vo_nyx","0","34","0","2","0","0","0","2","vo_nyx_1501","0","1340002"
"0","0","34","0","3","0.64","1","0","1","0","45","1340003"
"0","1.223","34","0","4","0","0","1","4","0","0","1340004"
"0","0","34","45","5","0.878","1","0","1","0","160","1340005"
"0","1.635","34","0","6","0","0","1","4","0","0","1340006"
"vo_nyx","0","34","0","7","0","0","0","2","vo_nyx_1502","0","1340007"
"0","0","34","160","8","1.01","1","0","1","0","280","1340008"
"0","2.02","34","0","9","0","0","1","4","0","0","1340009"
"vo_nyx","0","34","0","10","0","0","0","2","vo_nyx_1503","0","1340010"
"0","0","34","0","11","4.04","2","0","1","0","375","1340011"
"0","4.731","34","0","12","0","0","1","4","0","0","1340012"
"0","0","34","0","13","2.766","3","0","1","0","310","1340013"
"0","3.699","34","0","14","0","0","1","4","0","0","1340014"
"vo_nyx","0","34","0","15","0","0","0","2","vo_nyx_1504","0","1340015"
"0","0","34","0","16","2.338","4","0","1","0","225","1340016"
"0","3.085","34","0","17","0","0","1","4","0","0","1340017"
"vo_nyx","0","34","0","18","0","0","0","2","vo_nyx_1505","0","1340018"
"0","0","34","225","19","0.911","4","0","1","0","340","1340019"
"0","2.338","34","0","20","0","0","1","4","0","0","1340020"
"vo_nyx","0","34","0","21","0","0","0","2","vo_nyx_1506","0","1340021"
"0","0","34","0","22","1.789","5","0","1","0","173","1340022"
"0","2.096","34","0","23","0","0","1","4","0","0","1340023"
"0","0","34","173","24","1.992","5","0","1","0","370","1340024"
"0","3.002","34","0","25","0","0","1","4","0","0","1340025"
"vo_nyx","0","34","0","26","0","0","0","2","vo_nyx_1507","0","1340026"
"0","0","34","0","27","1.179","6","0","1","0","110","1340027"
"0","1.679","34","0","28","0","0","1","4","0","0","1340028"
"0","0","34","110","29","1.438","6","0","1","0","225","1340029"
"0","2.096","34","0","30","0","0","1","4","0","0","1340030"
"vo_nyx","0","34","0","31","0","0","0","2","vo_nyx_1508","0","1340031"
"0","0","34","225","32","1.679","6","0","1","0","395","1340032"
"0","1.679","34","0","33","0","0","1","4","0","0","1340033"
"0","0","34","0","34","1.032","7","0","1","0","90","1340034"
"0","1.833","34","0","35","0","0","1","4","0","0","1340035"
"vo_nyx","0","34","0","36","0","0","0","2","vo_nyx_1509","0","1340036"
"0","0","34","90","37","2.788","7","0","1","0","356","1340037"
"0","3.765","34","0","38","0","0","1","4","0","0","1340038"
"vo_nyx","0","34","0","39","0","0","0","2","vo_nyx_1510","0","1340039"
"0","0","34","0","40","0.79","8","0","1","0","48","1340040"
"0","1.35","34","0","41","0","0","1","4","0","0","1340041"
"0","0","34","48","42","2.404","8","0","1","0","262","1340042"
"0","3.117","34","0","43","0","0","1","4","0","0","1340043"
"0","2","34","0","44","0","0","3","4","0","0","1340044"
"vo_nyx","0","34","0","45","0","0","0","2","vo_nyx_1511","0","1340045"
"0","0","34","262","46","1.756","8","0","1","0","395","1340046"
"0","2.59","34","0","47","0","0","1","4","0","0","1340047"
"0","0","34","0","48","1.954","9","0","1","0","190","1340048"
"0","2.415","34","0","49","0","0","1","4","0","0","1340049"
"0","0","34","190","50","1.649","9","0","1","0","341","1340050"
"0","2.228","34","0","51","0","0","1","4","0","0","1340051"
"0","0","34","341","52","0.592","9","0","1","0","391","1340052"
"0","0.592","34","0","53","0","0","1","4","0","0","1340053"
"0","0","34","0","54","1.12","10","0","1","0","90","1340054"
"0","1.68","34","0","55","0","0","1","4","0","0","1340055"
"0","0","34","90","56","2.205","10","0","1","0","254","1340056"
"0","2.908","34","0","57","0","0","1","4","0","0","1340057"
"0","0","34","254","58","1.526","10","0","1","0","385","1340058"
"0","1.526","34","0","59","0","0","1","4","0","0","1340059"
"0","0","34","0","60","1.207","11","0","1","0","125","1340060"
"0","2.448","34","0","61","0","0","1","4","0","0","1340061"
"0","3","34","0","62","0","0","3","4","0","0","1340062"
"vo_nyx","0","34","0","63","0","0","0","2","vo_nyx_1512","0","1340063"
"0","0","34","125","64","1.624","11","0","1","0","249","1340064"
"0","2.294","34","0","65","0","0","1","4","0","0","1340065"
"0","0","34","249","66","1.405","11","0","1","0","397","1340066"
"0","1.405","34","0","67","0","0","1","4","0","0","1340067"
"0","0","34","0","68","0.746","12","0","1","0","65","1340068"
"0","1.822","34","0","69","0","0","1","4","0","0","1340069"
"0","4","34","0","70","0","0","3","4","0","0","1340070"
"vo_nyx","0","34","0","71","0","0","0","2","vo_nyx_1513","0","1340071"
"0","0","34","72","72","2.338","12","0","1","0","260","1340072"
"0","3.227","34","0","73","0","0","1","4","0","0","1340073"
"0","5","34","0","74","0","0","3","4","0","0","1340074"
"vo_nyx","0","34","0","75","0","0","0","2","vo_nyx_1514","0","1340075"
"0","0","34","0","76","1.745","13","0","1","0","150","1340076"
"0","2.195","34","0","77","0","0","1","4","0","0","1340077"
"0","0","34","150","78","1.405","13","0","1","0","293","1340078"
"0","2.437","34","0","79","0","0","1","4","0","0","1340079"
"vo_nyx","0","34","0","80","0","0","0","2","vo_nyx_1515","0","1340080"
"0","0","34","0","81","0.428","14","0","1","0","42","1340081"
"0","2.16","34","0","82","0","0","1","4","0","0","1340082"
