a45ae91b8520177dcceb71bf8cafe0a5c9ea4390c01ed41ef9c16723d20d5191,bec53197bf7530dea535f2390ccf98c19801aee3215528a2214ff7d95b6ec011,727a758c1365ada5ad5ea2ae1670b0ad732cb907490ee12c41c624696b3c5630,7e502e1d59b93de5a608a5492a8ae372785a46610e813b91626c535d56bf4dc7,ee85b4c5c80f2cfb01ce6ecd53a3f9d566029e8f53994b798846c5bf7721c212,1335d8ec46042824fbd64956346183a3eaca4e80022d5a972c2a18f3e5180a89,a0f5aa5f8cbdd18abdc667d586eb10f2cc0d12b4be15ed14c8615a25fd240503,3a01f0d934ec698c93593e2e232850dbfd244b9c577872573e201b4031d0cde8,53a8d61be7e9d77749b9a696ed66375153c945dfd04eb4092500375910d49d5c,c7eed08e7330a21c4e288434b9def1640e71053589c0dce6d1c7cea94bbde251,3f72f0d0fe247525831765edc5cf98711eaadc32de702cc1fc51db37c44be62e
"2","","93","","7","","","7004","","",""
"1","1","3","","7","","0.2","7005","","","psy_fairy_talk"
"vo_minigame_1008","0","21","","7","0","","7006","","","vo_minigame_1008_drama_9902"
"1","6","11","0","7","1","0","7007","0","0.5","キュキュッ！"
"0","","91","","7","","","7008","","",""
"1","1","3","","7","","0.2","7009","","","psy_fairy_idle"
"119931","1","3","","7","","0.2","7010","","","psy_miyako_talk3"
"vo_minigame_1008","0","21","","7","0","","7011","","","vo_minigame_1008_drama_0702"
"119931","6","11","0","7","1","0","7012","0","1","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！"
"3","","93","","7","","","7013","","","1"
"119931","0","3","0","7","psy_miyako_arm_crossed_loop","0.2","7014","1","","psy_miyako_arm_crossed_in"
"7012","","91","","7","","","7015","","",""
"0","","22","","7","","","7016","","","0"
"1","1","3","","7","","0.2","7017","","","psy_fairy_talk"
"vo_minigame_1008","0","21","","7","0","","7018","","","vo_minigame_1008_drama_9903"
"1","6","11","0","7","1","0","7019","0","0.5","キュ～キュ～！"
"0","","91","","7","","","7020","","",""
"1","1","3","","7","","0.2","7021","","","psy_fairy_idle"
"119931","1","3","","7","","0.2","7022","","","psy_miyako_anger2"
"vo_minigame_1008","0","21","","7","0","","7023","","","vo_minigame_1008_drama_0704"
"119931","6","11","0","7","1","0","7024","0","0.5","そんなこと言われても知らないの！"
"0","","91","","7","","","7025","","",""
"0","","22","","7","","","7026","","","0"
"119931","1","3","","7","","0.2","7027","","","psy_miyako_thinking3"
"vo_minigame_1008","0","21","","7","0","","7028","","","vo_minigame_1008_drama_0705"
"119931","5","11","0","7","1","0","7029","0","0.5","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！"
"5","","93","","7","","","7030","","","1"
"119931","0","3","0","7","psy_miyako_doya_loop","0.2","7031","1","","psy_miyako_doya_in"
"7029","","91","","7","","","7032","","",""
"0","","22","","7","","","7033","","","0"
"1","","93","","7","","","7034","","",""
"0","","91","","7","","","7035","","",""
"1","100","1","0","8","-300","1.7","8001","-200","psy_miyako_start","119931"
"1","100","1","1","8","225","1.7","8002","-210","psy_walk2","100411"
"1","105","1","1","8","480","1.7","8003","-220","psy_walk3","103631"
"1","110","1","1","8","340","1.7","8004","-235","psy_walk_glad","102011"
"1","0","31","","8","0","1","8005","1","","11"
"1","101","5","0","8","-300","1.7","8006","-200","psy_smoke_start","1"
"100411","-210","2","","8","2","","8007","0","","110"
"103631","-220","2","","8","2.2","","8008","0","","365"
"102011","-235","2","","8","2.3","","8009","0","","225"
"2","","93","","8","","","8010","","",""
"100411","1","3","","8","","0.2","8011","","","psy_idle_normal"
"0.2","","93","","8","","","8012","","",""
"103631","1","3","","8","","0.2","8013","","","psy_idle_normal"
"0.1","","93","","8","","","8014","","",""
"102011","1","3","","8","","0.2","8015","","","psy_talk_joy1"
"vo_minigame_1008","0","21","","8","0","","8016","","","vo_minigame_1008_drama_0806"
"102011","8","11","0","8","1","0","8017","0","0.5","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？"
"0","","91","","8","","","8018","","",""
"102011","1","3","","8","","0.2","8019","","","psy_idle_joy1"
"119931","0","3","0.2","8","psy_miyako_talk1","0","8020","1","","psy_miyako_appear"
"1","0","3","0","8","psy_smoke_start","0","8021","0","","psy_smoke_appear"
"vo_minigame_1008","0","21","","8","0","","8022","","","vo_minigame_1008_drama_0801"
"119931","6","11","0","8","1","0","8023","0","0.5","ん？　アイツに何か用なの？"
"0","","91","","8","","","8024","","",""
"0","","22","","8","","","8025","","","0"
"119931","1","3","","8","","0.2","8026","","","psy_miyako_idle"
"103631","1","3","","8","","0.2","8027","","","psy_talk_surprise2"
"vo_minigame_1008","0","21","","8","0","","8028","","","vo_minigame_1008_drama_0807"
"103631","8","11","0","8","1","0","8029","0","0.5","きゃ～！？　おばけ！！"
"0","","91","","8","","","8030","","",""
"103631","1","3","","8","","0.2","8031","","","psy_idle_surprise2"
"100411","1","3","","8","","0.2","8032","","","psy_talk_joy2"
"vo_minigame_1008","0","21","","8","0","","8033","","","vo_minigame_1008_drama_0808"
"100411","8","11","0","8","1","0","8034","0","0.5","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～"
"0","","91","","8","","","8035","","",""
"100411","1","3","","8","","0.2","8036","","","psy_idle_joy2"
"119931","1","3","","8","","0.2","8037","","","psy_miyako_panic2"
"vo_minigame_1008","0","21","","8","0","","8038","","","vo_minigame_1008_drama_0802"
"119931","6","11","0","8","1","0","8039","0","1","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。"
"3","","93","","8","","","8040","","","1"
"119931","1","3","","8","","0.2","8041","","","psy_miyako_talk2"
"8039","","91","","8","","","8042","","",""
"0","","22","","8","","","8043","","","0"
"119931","1","3","","8","","0.2","8044","","","psy_miyako_idle"
"100411","1","3","","8","","0.2","8045","","","psy_talk_wish"
"vo_minigame_1008","0","21","","8","0","","8046","","","vo_minigame_1008_drama_0809"
"100411","8","11","0","8","1","0","8047","0","0.5","いないの？\nそれなら今のうちにイタズラを……"
"0","","91","","8","","","8048","","",""
"100411","1","3","","8","","0.2","8049","","","psy_idle_wish"
"103631","1","3","","8","","0.2","8050","","","psy_talk_anger"
"vo_minigame_1008","0","21","","8","0","","8051","","","vo_minigame_1008_drama_0810"
"103631","8","11","0","8","1","0","8052","0","0.5","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？"
"0","","91","","8","","","8053","","",""
"103631","1","3","","8","","0.2","8054","","","psy_idle_anger"
"100411","1","3","","8","","0.2","8055","","","psy_talk_normal"
"100411","","4","","8","","","8056","","","0"
"vo_minigame_1008","0","21","","8","0","","8057","","","vo_minigame_1008_drama_0811"
"100411","8","11","0","8","1","0","8058","0","0.5","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。"
"0","","91","","8","","","8059","","",""
"100411","","4","","8","","","8060","","","1"
"100411","1","3","","8","","0.2","8061","","","psy_idle_normal"
"102011","1","3","","8","","0.2","8062","","","psy_talk_joy1"
"vo_minigame_1008","0","21","","8","0","","8063","","","vo_minigame_1008_drama_0812"
"102011","8","11","0","8","1","0","8064","0","0.5","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～"
"0","","91","","8","","","8065","","",""
"102011","1","3","","8","","0.2","8066","","","psy_idle_joy1"
"119931","1","3","","8","","0.2","8067","","","psy_miyako_anger3"
"vo_minigame_1008","0","21","","8","0","","8068","","","vo_minigame_1008_drama_0803"
"119931","6","11","0","8","1","0","8069","0","0.5","遊ばないの。\nミヤコはプリン作りで忙しいの！"
"0","","91","","8","","","8070","","",""
"0","","22","","8","","","8071","","","0"
"119931","1","3","","8","","0.2","8072","","","psy_miyako_idle_anger"
"102011","1","3","","8","","0.2","8073","","","psy_talk_joy2"
"vo_minigame_1008","0","21","","8","0","","8074","","","vo_minigame_1008_drama_0813"
"102011","8","11","0","8","1","0","8075","0","0.5","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？"
"0","","91","","8","","","8076","","",""
"102011","1","3","","8","","0.2","8077","","","psy_idle_joy2"
"119931","0","3","0","8","psy_miyako_doya_loop","0.2","8078","1","","psy_miyako_doya_in"
"vo_minigame_1008","0","21","","8","0","","8079","","","vo_minigame_1008_drama_0804"
"119931","6","11","0","8","1","0","8080","0","0.5","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。"
"0","","91","","8","","","8081","","",""
"0","","22","","8","","","8082","","","0"
"119931","1","3","","8","","0.2","8083","","","psy_miyako_doya_idle"
"102011","0","3","0.4","8","psy_idle_joy1","0.2","8084","1","","psy_jump"
"vo_minigame_1008","0","21","","8","0","","8085","","","vo_minigame_1008_drama_0814"
"102011","8","11","0","8","1","0","8086","0","0.5","わ～い！　やった～！"
"0","","91","","8","","","8087","","",""
"100411","1","3","","8","","0.2","8088","","","psy_talk_joy2"
"vo_minigame_1008","0","21","","8","0","","8089","","","vo_minigame_1008_drama_0815"
"100411","8","11","0","8","1","0","8090","0","0.5","にいちゃんにイタズラする用のプリン\n作っちゃお～！"
"0","","91","","8","","","8091","","",""
"100411","1","3","","8","","0.2","8092","","","psy_idle_joy2"
"103631","1","3","","8","","0.2","8093","","","psy_talk_sad"
"vo_minigame_1008","0","21","","8","0","","8094","","","vo_minigame_1008_drama_0816"
"103631","8","11","0","8","1","0","8095","0","0.5","そ、そんな……\n幽霊とプリン作りなんて……"
"0","","91","","8","","","8096","","",""
"103631","1","3","","8","","0.2","8097","","","psy_idle_sad"
"100411","1","3","","8","","0.2","8098","","","psy_talk_normal"
"100411","","4","","8","","","8099","","","0"
"102011","","4","","8","","","8100","","","0"
"vo_minigame_1008","0","21","","8","0","","8101","","","vo_minigame_1008_drama_0817"
"100411","8","11","0","8","1","0","8102","0","0.5","キョウカはやらないの？"
"0","","91","","8","","","8103","","",""
"100411","1","3","","8","","0.2","8104","","","psy_idle_normal"
"102011","1","3","","8","","0.2","8105","","","psy_talk_joy2"
"vo_minigame_1008","0","21","","8","0","","8106","","","vo_minigame_1008_drama_0818"
"102011","8","11","0","8","1","0","8107","0","0.5","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～"
"0","","91","","8","","","8108","","",""
"102011","1","3","","8","","0.2","8109","","","psy_idle_joy2"
"103631","1","3","","8","","0.2","8110","","","psy_talk_sad"
"vo_minigame_1008","0","21","","8","0","","8111","","","vo_minigame_1008_drama_0819"
"103631","8","11","0","8","1","0","8112","0","0.5","うぅ……わかったよ、\n私も一緒に作ります。"
"0","","91","","8","","","8113","","",""
"103631","1","3","","8","","0.2","8114","","","psy_idle_sad"
"119931","1","3","","8","","0.2","8115","","","psy_miyako_joy1"
"vo_minigame_1008","0","21","","8","0","","8116","","","vo_minigame_1008_drama_0805"
"119931","6","11","0","8","1","0","8117","0","0.5","やったの！\n手下が一気に３人も増えたの！"
"0","","91","","8","","","8118","","",""
"0","","22","","8","","","8119","","","0"
"1","","93","","8","","","8120","","",""
"0","","91","","8","","","8121","","",""
"1","100","1","0","9","-300","1.7","9001","-200","psy_miyako_idle","119931"
"1","100","5","1","9","185","1.7","9002","-220","psy_idle_normal","1"
"1","0","31","","9","0","1","9003","1","","11"
"1","","93","","9","","","9004","","",""
"119931","1","3","","9","","0.2","9005","","","psy_miyako_thinking4"
"vo_minigame_1008","0","21","","9","0","","9006","","","vo_minigame_1008_drama_0901"
"119931","5","11","0","9","1","0","9007","0","1","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！"
"6","","93","","9","","","9008","","","1"
"119931","1","3","","9","","0.2","9009","","","psy_miyako_sad2"
"9007","","91","","9","","","9010","","",""
"0","","22","","9","","","9011","","","0"
"119931","1","3","","9","","0.2","9012","","","psy_miyako_talk_joy1"
"vo_minigame_1008","0","21","","9","0","","9013","","","vo_minigame_1008_drama_0902"
"119931","6","11","0","9","1","0","9014","0","0.5","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！"
"6","","93","","9","","","9015","","","1"
"119931","0","3","0","9","psy_miyako_guts2_loop","0.2","9016","1","","psy_miyako_guts2_in"
"9014","","91","","9","","","9017","","",""
"0","","22","","9","","","9018","","","0"
"1","1","12","0","9","0","0","9019","0","0","11"
"1","0","3","0","9","psy_idle_guts2","0.2","9020","1","","psy_talk_guts2"
"2","","93","","9","","","9021","","",""
"1","","4","","9","","","9022","","","0"
"1","1","3","","9","","0.2","9023","","","psy_run"
"1","-220","2","","9","3","","9024","0","","1000"
"4","","93","","9","","","9025","","",""
"1","","4","","9","","","9026","","","1"
"1","1","3","","9","","0.2","9027","","","psy_item01_run"
"1","-220","2","","9","3","","9028","0","","185"
"3","","93","","9","","","9029","","",""
"1","0","3","0","9","psy_item01_up_loop","0.2","9030","1","","psy_item01_up"
"0.5","","93","","9","","","9031","","",""
"手錠とムチを持ってきた。","0","103","","9","","","9032","","","9033"
"119931","1","3","","9","","0.2","9033","","","psy_miyako_anger2"
"vo_minigame_1008","0","21","","9","0","","9034","","","vo_minigame_1008_drama_0903"
"119931","6","11","0","9","1","0","9035","0","0.5","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！"
"0","","91","","9","","","9036","","",""
"0","","22","","9","","","9037","","","0"
"1","2","12","0","9","0","0","9038","0","0","10"
"1","1","3","","9","","0.2","9039","","","psy_item01_up_loop_talk"
"3","","93","","9","","","9040","","",""
"1","1","3","","9","","0.2","9041","","","psy_item01_up_loop"
"119931","1","3","","9","","0.2","9042","","","psy_miyako_thinking4"
"vo_minigame_1008","0","21","","9","0","","9043","","","vo_minigame_1008_drama_0904"
"119931","5","11","0","9","1","0","9044","0","0.5","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？"
"6","","93","","9","","","9045","","","1"
"119931","1","3","","9","","0.2","9046","","","psy_miyako_talk4"
"9044","","91","","9","","","9047","","",""
"0","","22","","9","","","9048","","","0"
"1","","93","","9","","","9049","","",""
"0","","91","","9","","","9050","","",""
"1","100","1","0","10","-300","1.7","10001","-200","psy_miyako_idle","119931"
"1","100","5","1","10","1000","1.7","10002","-220","psy_idle_normal","1"
"1","0","31","","10","0","1","10003","1","","11"
"2","","93","","10","","","10004","","",""
"1","1","3","","10","","0.2","10005","","","psy_item02_run"
"1","-220","2","","10","3","","10006","0","","185"
"3","","93","","10","","","10007","","",""
"1","0","3","0","10","psy_item02_up_loop","0.2","10008","1","","psy_item02_up"
"0.5","","93","","10","","","10009","","",""
"ヒントになりそうなものだよ。","0","103","","10","","","10010","","","10011"
"119931","1","3","","10","","0.2","10011","","","psy_miyako_anger3"
"vo_minigame_1008","0","21","","10","0","","10012","","","vo_minigame_1008_drama_1001"
"119931","5","11","0","10","1","0","10013","0","0.5","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！"
"4","","93","","10","","","10014","","","1"
"119931","1","3","","10","","0.2","10015","","","psy_miyako_talk2"
"2.5","","93","","10","","","10016","","","1"
"119931","1","3","","10","","0.2","10017","","","psy_miyako_talk_joy1"
"10013","","91","","10","","","10018","","",""
"0","","22","","10","","","10019","","","0"
"119931","1","3","","10","","0.2","10020","","","psy_miyako_thinking1"
"vo_minigame_1008","0","21","","10","0","","10021","","","vo_minigame_1008_drama_1002"
"119931","5","11","0","10","1","0","10022","0","0.5","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。"
"0","","91","","10","","","10023","","",""
"0","","22","","10","","","10024","","","0"
"1","3","12","0","10","0","0","10025","0","0","6"
"1","1","3","","10","","0.2","10026","","","psy_item02_up_loop_talk"
"3","","93","","10","","","10027","","",""
"1","1","3","","10","","0.2","10028","","","psy_item02_up_loop"
"119931","1","3","","10","","0.2","10029","","","psy_miyako_sad1"
"vo_minigame_1008","0","21","","10","0","","10030","","","vo_minigame_1008_drama_1003"
"119931","6","11","0","10","1","0","10031","0","0.5","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！"
"3","","93","","10","","","10032","","","1"
"119931","1","3","","10","","0.2","10033","","","psy_miyako_anger2"
"10031","","91","","10","","","10034","","",""
"0","","22","","10","","","10035","","","0"
"1","","93","","10","","","10036","","",""
"0","","91","","10","","","10037","","",""
"1","100","1","0","11","-300","1.7","11001","-200","psy_miyako_idle","119931"
"1","100","5","1","11","1000","1.7","11002","-220","psy_idle_normal","1"
"1","0","31","","11","0","1","11003","1","","11"
"2","","93","","11","","","11004","","",""
"1","1","3","","11","","0.2","11005","","","psy_item03_run"
"1","-220","2","","11","3","","11006","0","","185"
"3","","93","","11","","","11007","","",""
"1","0","3","0","11","psy_item03_up_loop","0.2","11008","1","","psy_item03_up"
"0.5","","93","","11","","","11009","","",""
"ヒントになりそうなものだよ。","0","103","","11","","","11010","","","11011"
"119931","1","3","","11","","0.2","11011","","","psy_miyako_talk3"
"vo_minigame_1008","0","21","","11","0","","11012","","","vo_minigame_1008_drama_1101"
"119931","6","11","0","11","1","0","11013","0","1","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。"
"4","","93","","11","","","11014","","","1"
"119931","1","3","","11","","0.2","11015","","","psy_miyako_panic3"
"11013","","91","","11","","","11016","","",""
"0","","22","","11","","","11017","","","0"
"119931","1","3","","11","","0.2","11018","","","psy_miyako_thinking1"
"vo_minigame_1008","0","21","","11","0","","11019","","","vo_minigame_1008_drama_1102"
"119931","6","11","0","11","1","0","11020","0","0.5","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？"
"0","","91","","11","","","11021","","",""
"0","","22","","11","","","11022","","","0"
"台本とシフト表","0","103","","11","","","11023","","","11024"
"119931","1","3","","11","","0.2","11024","","","psy_miyako_talk4"
"vo_minigame_1008","0","21","","11","0","","11025","","","vo_minigame_1008_drama_1103"
"119931","6","11","0","11","1","0","11026","0","0.5","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。"
"0","","91","","11","","","11027","","",""
"0","","22","","11","","","11028","","","0"
"119931","1","3","","11","","0.2","11029","","","psy_miyako_sad1"
"vo_minigame_1008","0","21","","11","0","","11030","","","vo_minigame_1008_drama_1104"
"119931","6","11","0","11","1","0","11031","0","0.5","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！"
"0","","91","","11","","","11032","","",""
"0","","22","","11","","","11033","","","0"
"119931","1","3","","11","","0.2","11034","","","psy_miyako_talk_joy1"
"vo_minigame_1008","0","21","","11","0","","11035","","","vo_minigame_1008_drama_1105"
"119931","6","11","0","11","1","0","11036","0","0.5","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！"
"5","","93","","11","","","11037","","","1"
"119931","0","3","0","11","psy_miyako_doya_loop","0.2","11038","1","","psy_miyako_doya_in"
"11036","","91","","11","","","11039","","",""
"0","","22","","11","","","11040","","","0"
"1.5","","93","","11","","","11041","","",""
"0","","91","","11","","","11042","","",""
