86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"3","0","1009804","1009804067","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009804","1009804068","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009804","1009804069","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"93","","1009804","1009804070","","","0.1","","","","0"
"2","-235","1009804","1009804071","0.2","0.33","102011","","","2","-200"
"2","-220","1009804","1009804072","0.2","0.33","103611","","","2","100"
"2","-250","1009804","1009804073","0.2","0.33","100411","","","2","270"
"93","","1009804","1009804074","","","0.7","","","","0"
"3","1","1009804","1009804075","","","102011","","0.2","","lsv_talk_surprise_R2"
"21","0","1009804","1009804076","","0","vo_lsv","","","","vo_lsv_0427"
"11","10","1009804","1009804077","0","1","102011","0","0","1","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！"
"91","","1009804","1009804078","","","0","","","",""
"3","1","1009804","1009804079","","","102011","","0.2","","lsv_idle_normal_joyR"
"3","0","1009804","1009804080","0.2","lsv_talk_arm_crossed_loop_joy","103611","","0","1","lsv_talk_arm_crossed_joy"
"21","0","1009804","1009804081","","0","vo_lsv","","","","vo_lsv_0428"
"11","10","1009804","1009804082","0","1","103611","0","0","1","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。"
"91","","1009804","1009804083","","","0","","","",""
"3","1","1009804","1009804084","","","103611","","0.2","","lsv_idle_arm_crossed"
"3","1","1009804","1009804085","","","100411","","0.2","","lsv_talk_bitter"
"21","0","1009804","1009804086","","0","vo_lsv","","","","vo_lsv_0429"
"11","10","1009804","1009804087","0","1","100411","0","0","1","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪"
"91","","1009804","1009804088","","","0","","","",""
"3","1","1009804","1009804089","","","100411","","0.2","","lsv_idle_bitter"
"101","","1009804","1009804090","","","1009804137","","","",""
"3","0","1009804","1009804091","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009804","1009804092","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009804","1009804093","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"93","","1009804","1009804094","","","0.1","","","","0"
"2","-235","1009804","1009804095","0.2","0.33","102011","","","2","-200"
"2","-220","1009804","1009804096","0.2","0.33","103611","","","2","100"
"2","-250","1009804","1009804097","0.2","0.33","100411","","","2","270"
"93","","1009804","1009804098","","","0.7","","","","0"
"3","0","1009804","1009804099","0.2","lsv_exactly_joy_loop","100411","","0","1","lsv_exactly_joy_in"
"21","0","1009804","1009804100","","0","vo_lsv","","","","vo_lsv_0430"
"11","10","1009804","1009804101","0","1","100411","0","0","1","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！"
"91","","1009804","1009804102","","","0","","","",""
"3","1","1009804","1009804103","","","100411","","0.2","","lsv_idle_wish_joy"
"3","1","1009804","1009804104","","","103611","","0.2","","lsv_talk_thinking_anger"
"21","0","1009804","1009804105","","0","vo_lsv","","","","vo_lsv_0431"
"11","10","1009804","1009804106","0","1","103611","0","0","1","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？"
"91","","1009804","1009804107","","","0","","","",""
"3","1","1009804","1009804108","","","103611","","0.2","","lsv_idle_thinking_anger"
"3","1","1009804","1009804109","","","102011","","0.2","","lsv_talk_memory_dere2"
"21","0","1009804","1009804110","","0","vo_lsv","","","","vo_lsv_0432"
"11","10","1009804","1009804111","0","1","102011","0","0","1","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪"
"91","","1009804","1009804112","","","0","","","",""
"101","","1009804","1009804113","","","1009804137","","","",""
"3","0","1009804","1009804114","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009804","1009804115","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009804","1009804116","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"93","","1009804","1009804117","","","0.1","","","","0"
"2","-235","1009804","1009804118","0.2","0.33","102011","","","2","-200"
"2","-220","1009804","1009804119","0.2","0.33","103611","","","2","100"
"2","-250","1009804","1009804120","0.2","0.33","100411","","","2","270"
"93","","1009804","1009804121","","","0.7","","","","0"
"3","0","1009804","1009804122","0.2","lsv_talk_arm_crossed_loop_joy","103611","","0","1","lsv_talk_arm_crossed_joy"
"21","0","1009804","1009804123","","0","vo_lsv","","","","vo_lsv_0433"
"11","10","1009804","1009804124","0","1","103611","0","0","1","……\nいい着眼点ですね。"
"91","","1009804","1009804125","","","0","","","",""
"3","1","1009804","1009804126","","","103611","","0.2","","lsv_idle_arm_crossed_joy"
"3","0","1009804","1009804127","0.2","lsv_talk_surprise","100411","","0","1","lsv_surprise"
"21","0","1009804","1009804128","","0","vo_lsv","","","","vo_lsv_0434"
"11","10","1009804","1009804129","0","1","100411","0","0","1","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー"
"91","","1009804","1009804130","","","0","","","",""
"3","1","1009804","1009804131","","","100411","","0.2","","lsv_idle_surprise"
"3","1","1009804","1009804132","","","102011","","0.2","","lsv_talk_joy3"
"21","0","1009804","1009804133","","0","vo_lsv","","","","vo_lsv_0435"
"11","10","1009804","1009804134","0","1","102011","0","0","1","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪"
"91","","1009804","1009804135","","","0","","","",""
"101","","1009804","1009804136","","","1009804137","","","",""
"91","","1009804","1009804137","","","0","","","",""
"102","","1009804","1009804138","","","","","","",""
"22","","1009804","1009804139","","","0","","","","0.2"
"93","","1009804","1009804140","","","0.2","","","",""
"12","1","1009804","1009804141","0","0","102011","0","0","0","8"
"3","1","1009804","1009804142","","","102011","","0.2","","lsv_talk_guts2_joy_loop"
"93","","1009804","1009804143","","","3","","","","0"
"3","1","1009804","1009804144","","","102011","","0.2","","lsv_idle_normal_joyR"
"12","1","1009804","1009804145","0","0","103611","0","0","0","7"
"3","1","1009804","1009804146","","","103611","","0.2","","lsv_talk_surprise_kira"
"93","","1009804","1009804147","","","3","","","","0"
"3","1","1009804","1009804148","","","103611","","0.2","","lsv_idle_joy"
"12","1","1009804","1009804149","0","0","100411","0","0","0","2"
"3","0","1009804","1009804150","0.2","lsv_talk_cool_bitter_loop","100411","","0","1","lsv_talk_cool_bitter"
"93","","1009804","1009804151","","","3","","","","0"
"3","1","1009804","1009804152","","","100411","","0.2","","lsv_idle_cool"
"101","","1009804","1009804153","","","1009804141","","","",""
"6","1","1009804","1009804154","0","1","333","","1","0","1"
"4","","1009804","1009804155","","","102011","","","","1"
"3","1","1009804","1009804156","","","102011","","0.2","","lsv_run"
"2","-235","1009804","1009804157","","0.8","102011","","","0","-750"
"4","","1009804","1009804158","","","103611","","","","0"
"3","1","1009804","1009804159","","","103611","","0.2","","lsv_run"
"2","-220","1009804","1009804160","","0.8","103611","","","0","750"
"4","","1009804","1009804161","","","100411","","","","0"
"3","1","1009804","1009804162","","","100411","","0.2","","lsv_run"
"2","-250","1009804","1009804163","","0.8","100411","","","0","850"
"93","","1009804","1009804164","","","0.6","","","",""
"6","1","1009804","1009804165","0","1","102011","","0.2","0","1"
"6","1","1009804","1009804166","0","1","103611","","0.2","0","1"
"6","1","1009804","1009804167","0","1","100411","","0.2","0","1"
"91","","1009804","1009804168","","","0","","","",""
"1","102","1009805","1009805001","0","-650","1","lsv_idle_normal","1.95","-235","100411"
"1","100","1009805","1009805002","1","650","1","lsv_idle_normal","1.95","-220","102011"
"1","101","1009805","1009805003","1","750","1","lsv_idle_normal","1.95","-250","103611"
"5","0","1009805","1009805004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009805","1009805005","0","1","333","","0","0","1"
"6","1","1009805","1009805006","0","1","100411","","0","0","1"
"6","1","1009805","1009805007","0","1","102011","","0","0","1"
"6","1","1009805","1009805008","0","1","103611","","0","0","1"
"93","","1009805","1009805009","","","1","","","","0"
"6","1","1009805","1009805010","0","1","333","","0.8","0.4","1"
"3","1","1009805","1009805011","","","100411","","0.2","","lsv_run"
"2","-235","1009805","1009805012","","1","100411","","","0","-200"
"6","1","1009805","1009805013","0","1","100411","","0.4","1","1"
"3","1","1009805","1009805014","","","102011","","0.2","","lsv_walk_surprise"
"2","-220","1009805","1009805015","","2","102011","","","0","100"
"6","1","1009805","1009805016","0","1","102011","","0.4","1","1"
"3","1","1009805","1009805017","","","103611","","0.2","","lsv_walk_surprise"
"2","-250","1009805","1009805018","","2","103611","","","0","270"
"6","1","1009805","1009805019","0","1","103611","","0.4","1","1"
"93","","1009805","1009805020","","","1","","","","0"
"3","1","1009805","1009805021","","","100411","","0.2","","lsv_idle_joy_normal"
"93","","1009805","1009805022","","","1","","","","0"
"3","1","1009805","1009805023","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009805","1009805024","","","103611","","0.2","","lsv_idle_normal"
"93","","1009805","1009805025","","","0.6","","","","0"
"3","0","1009805","1009805026","0.2","lsv_talk_guts1_loop","100411","","0","1","lsv_talk_guts1"
"21","0","1009805","1009805027","","0","vo_lsv","","","","vo_lsv_0521"
"11","10","1009805","1009805028","0","1","100411","0","0","1","罠をしかけた結果はっぴょー！\n結果は～…？"
"91","","1009805","1009805029","","","0","","","",""
"3","1","1009805","1009805030","","","100411","","0.2","","lsv_talk_anger_dead"
"21","0","1009805","1009805031","","0","vo_lsv","","","","vo_lsv_0522"
"11","10","1009805","1009805032","0","1","100411","0","0","1","一匹も\n捕まえられませんでした！\nがっくし！"
"91","","1009805","1009805033","","","0","","","",""
"3","1","1009805","1009805034","","","100411","","0.2","","lsv_idle_anger1"
"3","1","1009805","1009805035","","","102011","","0.2","","lsv_talk_normal_sad"
"21","0","1009805","1009805036","","0","vo_lsv","","","","vo_lsv_0523"
"11","10","1009805","1009805037","0","1","102011","0","0","1","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？"
"91","","1009805","1009805038","","","0","","","",""
"3","1","1009805","1009805039","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009805","1009805040","","","103611","","0.2","","lsv_talk_joy1_sad"
"21","0","1009805","1009805041","","0","vo_lsv","","","","vo_lsv_0524"
"11","10","1009805","1009805042","0","1","103611","0","0","1","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？"
"91","","1009805","1009805043","","","0","","","",""
"3","1","1009805","1009805044","","","103611","","0.2","","lsv_idle_normal"
"3","0","1009805","1009805045","0.2","lsv_talk_arm_crossed_loop_anger","100411","","0","1","lsv_talk_arm_crossed_anger"
"21","0","1009805","1009805046","","0","vo_lsv","","","","vo_lsv_0525"
"11","10","1009805","1009805047","0","1","100411","0","0","1","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー"
"91","","1009805","1009805048","","","0","","","",""
"3","1","1009805","1009805049","","","100411","","0.2","","lsv_idle_arm_crossed_anger"
"3","1","1009805","1009805050","","","102011","","0.2","","lsv_idle_bitter"
"3","1","1009805","1009805051","","","103611","","0.2","","lsv_talk_tsun_sad"
"21","0","1009805","1009805052","","0","vo_lsv","","","","vo_lsv_0526"
"11","10","1009805","1009805053","0","1","103611","0","0","1","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！"
"91","","1009805","1009805054","","","0","","","",""
"3","1","1009805","1009805055","","","103611","","0.2","","lsv_idle_wish_sad"
"3","1","1009805","1009805056","","","100411","","0.2","","lsv_talk_cool_bitter_loop"
"21","0","1009805","1009805057","","0","vo_lsv","","","","vo_lsv_0527"
"11","10","1009805","1009805058","0","1","100411","0","0","1","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？"
"91","","1009805","1009805059","","","0","","","",""
"3","1","1009805","1009805060","","","100411","","0.2","","lsv_idle_cool"
"3","0","1009805","1009805061","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009805","1009805062","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009805","1009805063","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"93","","1009805","1009805064","","","0.1","","","","0"
"2","-235","1009805","1009805065","0.2","0.33","100411","","","2","-452"
"2","-220","1009805","1009805066","0.2","0.33","102011","","","2","420"
"2","-250","1009805","1009805067","0.2","0.33","103611","","","2","545"
"22","1","1009805","1009805068","","","0","","0.2","","0"
"103","0","1009805","1009805069","","","カブトムシバトル！","","","","1009805072"
"103","0","1009805","1009805070","","","観察日記を書く。","","","","1009805103"
"103","0","1009805","1009805071","","","捕まえることがロマン。","","","","1009805127"
"3","0","1009805","1009805072","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009805","1009805073","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009805","1009805074","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009805","1009805075","","","0.1","","","","0"
"2","-235","1009805","1009805076","0.2","0.33","100411","","","2","-200"
"2","-220","1009805","1009805077","0.2","0.33","102011","","","2","100"
"2","-250","1009805","1009805078","0.2","0.33","103611","","","2","270"
"93","","1009805","1009805079","","","0.7","","","","0"
"3","0","1009805","1009805080","0.2","lsv_exactly_joy_loop","100411","","0","1","lsv_exactly_joy_in"
"3","1","1009805","1009805081","","","103611","","0.2","","lsv_idle_normal"
"21","0","1009805","1009805082","","0","vo_lsv","","","","vo_lsv_0528"
"11","10","1009805","1009805083","0","1","100411","0","0","1","カブトムシといえば\nそれだよね！"
"91","","1009805","1009805084","","","0","","","",""
"3","1","1009805","1009805085","","","100411","","0.2","","lsv_idle_joy"
"3","1","1009805","1009805086","","","103611","","0.2","","lsv_talk_thinking_anger"
"21","0","1009805","1009805087","","0","vo_lsv","","","","vo_lsv_0529"
"11","10","1009805","1009805088","0","1","103611","0","0","1","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？"
"91","","1009805","1009805089","","","0","","","",""
"3","1","1009805","1009805090","","","103611","","0.2","","lsv_idle_sad_normal"
"3","1","1009805","1009805091","","","102011","","0.2","","lsv_talk_joy1_normal"
"21","0","1009805","1009805092","","0","vo_lsv","","","","vo_lsv_0530"
"11","10","1009805","1009805093","0","1","102011","0","0","1","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。"
"91","","1009805","1009805094","","","0","","","",""
"3","1","1009805","1009805095","","","102011","","0.2","","lsv_idle_normal_joyR"
"3","0","1009805","1009805096","0.2","lsv_idle_normal","103611","","0","1","lsv_handsup_joy2"
"3","0","1009805","1009805097","0.2","lsv_idle_joy","100411","","0","1","lsv_handsup_joy"
"21","0","1009805","1009805098","","0","vo_lsv","","","","vo_lsv_0531"
"11","10","1009805","1009805099","0","1","103611","0","0","1","はーい！"
"11","10","1009805","1009805100","0","1","100411","0","0","1","はーい！"
"91","","1009805","1009805101","","","0","","","",""
"101","","1009805","1009805102","","","1009805152","","","",""
"3","0","1009805","1009805103","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009805","1009805104","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009805","1009805105","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009805","1009805106","","","0.1","","","","0"
"2","-235","1009805","1009805107","0.2","0.33","100411","","","2","-200"
"2","-220","1009805","1009805108","0.2","0.33","102011","","","2","100"
"2","-250","1009805","1009805109","0.2","0.33","103611","","","2","270"
"93","","1009805","1009805110","","","0.7","","","","0"
"3","0","1009805","1009805111","0.2","lsv_talk_arm_crossed_loop_joy","103611","","0","1","lsv_talk_arm_crossed_joy"
"21","0","1009805","1009805112","","0","vo_lsv","","","","vo_lsv_0532"
"11","10","1009805","1009805113","0","1","103611","0","0","1","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。"
"91","","1009805","1009805114","","","0","","","",""
"3","1","1009805","1009805115","","","103611","","0.2","","lsv_idle_arm_crossed_joy"
"3","1","1009805","1009805116","","","102011","","0.2","","lsv_talk_joy3_blink"
"21","0","1009805","1009805117","","0","vo_lsv","","","","vo_lsv_0533"
"11","10","1009805","1009805118","0","1","102011","0","0","1","観察だったら\n海でもやったよね。\n楽しかったな～♪"
"91","","1009805","1009805119","","","0","","","",""
"3","1","1009805","1009805120","","","102011","","0.2","","lsv_idle_normal_joyR"
"3","0","1009805","1009805121","0.2","lsv_talk_guts2_anger_loop","100411","","0","1","lsv_talk_guts2_anger"
"21","0","1009805","1009805122","","0","vo_lsv","","","","vo_lsv_0534"
"11","10","1009805","1009805123","0","1","100411","0","0","1","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！"
"91","","1009805","1009805124","","","0","","","",""
"3","1","1009805","1009805125","","","100411","","0.2","","lsv_idle_guts2_joy"
"101","","1009805","1009805126","","","1009805152","","","",""
"3","0","1009805","1009805127","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009805","1009805128","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009805","1009805129","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009805","1009805130","","","0.1","","","","0"
"2","-235","1009805","1009805131","0.2","0.33","100411","","","2","-200"
"2","-220","1009805","1009805132","0.2","0.33","102011","","","2","100"
"2","-250","1009805","1009805133","0.2","0.33","103611","","","2","270"
"93","","1009805","1009805134","","","0.7","","","","0"
"3","1","1009805","1009805135","","","102011","","0.2","","lsv_talk_surprise"
"3","1","1009805","1009805136","","","103611","","0.2","","lsv_idle_normal"
"21","0","1009805","1009805137","","0","vo_lsv","","","","vo_lsv_0535"
"11","10","1009805","1009805138","0","1","102011","0","0","1","捕まえるのがいいんだ～\nミソギちゃんもそうなの？"
"91","","1009805","1009805139","","","0","","","",""
"3","1","1009805","1009805140","","","102011","","0.2","","lsv_idle_surprise"
"3","0","1009805","1009805141","0.2","lsv_talk_arm_crossed_loop_anger","100411","","0","1","lsv_talk_arm_crossed_anger"
"21","0","1009805","1009805142","","0","vo_lsv","","","","vo_lsv_0536"
"11","10","1009805","1009805143","0","1","100411","0","0","1","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。"
"91","","1009805","1009805144","","","0","","","",""
"3","1","1009805","1009805145","","","100411","","0.2","","lsv_idle_arm_crossed_anger"
"3","1","1009805","1009805146","","","103611","","0.2","","lsv_talk_thinking_anger"
"21","0","1009805","1009805147","","0","vo_lsv","","","","vo_lsv_0537"
"11","10","1009805","1009805148","0","1","103611","0","0","1","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？"
"91","","1009805","1009805149","","","0","","","",""
"3","1","1009805","1009805150","","","103611","","0.2","","lsv_idle_thinking_anger"
"101","","1009805","1009805151","","","1009805152","","","",""
"91","","1009805","1009805152","","","0","","","",""
"102","","1009805","1009805153","","","","","","",""
"22","","1009805","1009805154","","","0","","","","0.2"
"93","","1009805","1009805155","","","0.2","","","",""
"12","1","1009805","1009805156","0","0","100411","0","0","0","7"
"3","0","1009805","1009805157","0.2","lsv_surprise3_kira_loop","100411","","0","1","lsv_surprise3_kira"
"93","","1009805","1009805158","","","3","","","","0"
"3","1","1009805","1009805159","","","100411","","0.2","","lsv_idle_cool"
"12","1","1009805","1009805160","0","0","103611","0","0","0","11"
"3","0","1009805","1009805161","0.2","lsv_talk_guts1_loop","103611","","0","1","lsv_talk_guts1"
"93","","1009805","1009805162","","","3","","","","0"
"3","1","1009805","1009805163","","","103611","","0.2","","lsv_idle_joy"
"12","1","1009805","1009805164","0","0","102011","0","0","0","5"
"3","1","1009805","1009805165","","","102011","","0.2","","lsv_talk_wish_surprise"
"93","","1009805","1009805166","","","3","","","","0"
"3","1","1009805","1009805167","","","102011","","0.2","","lsv_idle_normal_joyR"
"101","","1009805","1009805168","","","1009805156","","","",""
"6","1","1009805","1009805169","0","1","333","","1","0","1"
"4","","1009805","1009805170","","","100411","","","","1"
"3","1","1009805","1009805171","","","100411","","0.2","","lsv_run"
"2","-235","1009805","1009805172","","0.8","100411","","","0","-750"
"4","","1009805","1009805173","","","102011","","","","0"
"3","1","1009805","1009805174","","","102011","","0.2","","lsv_run"
"2","-220","1009805","1009805175","","0.8","102011","","","0","750"
"4","","1009805","1009805176","","","103611","","","","0"
"3","1","1009805","1009805177","","","103611","","0.2","","lsv_run"
"2","-250","1009805","1009805178","","0.8","103611","","","0","850"
"93","","1009805","1009805179","","","0.6","","","",""
"6","1","1009805","1009805180","0","1","100411","","0.2","0","1"
"6","1","1009805","1009805181","0","1","102011","","0.2","0","1"
"6","1","1009805","1009805182","0","1","103611","","0.2","0","1"
"91","","1009805","1009805183","","","0","","","",""
"1","102","1009806","1009806001","0","-200","1","lsv_idle_normal","1.95","-495","122711"
"1","100","1009806","1009806002","1","100","1","lsv_idle_normal","1.95","-480","122911"
"1","101","1009806","1009806003","1","270","1","lsv_idle_normal","1.95","-510","122811"
"5","0","1009806","1009806004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009806","1009806005","0","1","333","","0","0","1"
"6","1","1009806","1009806006","0","1","122711","","0","0","1"
"6","1","1009806","1009806007","0","1","122911","","0","0","1"
"6","1","1009806","1009806008","0","1","122811","","0","0","1"
"93","","1009806","1009806009","","","1","","","","0"
"6","1","1009806","1009806010","0","1","333","","0.8","0.4","1"
"3","0","1009806","1009806011","0.2","lsv_idle_normal","122711","","0.2","1","lsv_jump2"
"3","0","1009806","1009806012","0.2","lsv_idle_normal","122911","","0.2","1","lsv_jump2"
"3","0","1009806","1009806013","0.2","lsv_idle_normal","122811","","0.2","1","lsv_jump2"
"93","","1009806","1009806014","","","0.3","","","",""
"2","-235","1009806","1009806015","","0.75","122711","","","0","-200"
"2","-220","1009806","1009806016","","0.75","122911","","","0","100"
"2","-250","1009806","1009806017","","0.75","122811","","","0","270"
"6","1","1009806","1009806018","0","1","122711","","0.4","1","1"
"6","1","1009806","1009806019","0","1","122911","","0.4","1","1"
"6","1","1009806","1009806020","0","1","122811","","0.4","1","1"
"12","0.2","1009806","1009806021","0","0","122711","","0","","6"
"12","0.2","1009806","1009806022","0","0","122911","","0","","6"
"12","0.2","1009806","1009806023","0","0","122811","","0","","6"
"93","","1009806","1009806024","","","2","","","","0"
"3","1","1009806","1009806025","","","122711","","0.2","","lsv_talk_normal"
"21","0","1009806","1009806026","","0","vo_lsv","","","","vo_lsv_0621"
"11","10","1009806","1009806027","0","1","122711","0","0","1","海もよかったけど、\nプールはプールで楽しいよね。"
"91","","1009806","1009806028","","","0","","","",""
"3","1","1009806","1009806029","","","122711","","0.2","","lsv_idle_normal"
"3","0","1009806","1009806030","0.2","lsv_idle_normal","122811","","0","1","lsv_agree1"
"3","0","1009806","1009806031","0.2","lsv_idle_normal_joyR","122911","","0","1","lsv_agree2"
"21","0","1009806","1009806032","","0","vo_lsv","","","","vo_lsv_0622"
"11","10","1009806","1009806033","0","1","122811","0","0","1","ねー♪"
"11","10","1009806","1009806034","0","1","122911","0","0","1","ねー♪"
"91","","1009806","1009806035","","","0","","","",""
"3","0","1009806","1009806036","0.2","lsv_talk_arm_crossed_loop_joy","122711","","0","1","lsv_talk_arm_crossed_joy"
"21","0","1009806","1009806037","","0","vo_lsv","","","","vo_lsv_0623"
"11","10","1009806","1009806038","0","1","122711","0","0","1","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。"
"91","","1009806","1009806039","","","0","","","",""
"3","1","1009806","1009806040","","","122711","","0.2","","lsv_idle_arm_crossed_joy"
"3","1","1009806","1009806041","","","122911","","0.2","","lsv_talk_wish_joy"
"21","0","1009806","1009806042","","0","vo_lsv","","","","vo_lsv_0624"
"11","10","1009806","1009806043","0","1","122911","0","0","1","キョウカちゃん、\nプールが大好きなんだね～♪"
"91","","1009806","1009806044","","","0","","","",""
"3","1","1009806","1009806045","","","122911","","0.2","","lsv_idle_wish_joy"
"3","0","1009806","1009806046","0.2","lsv_talk_cool_normal2_loop","122811","","0","1","lsv_talk_cool_normal2"
"21","0","1009806","1009806047","","0","vo_lsv","","","","vo_lsv_0625"
"11","10","1009806","1009806048","0","1","122811","0","0","1","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…"
"91","","1009806","1009806049","","","0","","","",""
"3","1","1009806","1009806050","","","122811","","0.2","","lsv_idle_cool"
"3","0","1009806","1009806051","0.2","lsv_look_idle_normal","122711","","0","1","lsv_choice"
"3","0","1009806","1009806052","0.2","lsv_look_idle_normal","122911","","0","1","lsv_choice"
"3","0","1009806","1009806053","0.2","lsv_look_idle_normal","122811","","0","1","lsv_choice"
"93","","1009806","1009806054","","","0.1","","","","0"
"2","-235","1009806","1009806055","0.2","0.33","122711","","","2","-452"
"2","-220","1009806","1009806056","0.2","0.33","122911","","","2","420"
"2","-250","1009806","1009806057","0.2","0.33","122811","","","2","545"
"22","1","1009806","1009806058","","","0","","0.2","","0"
"103","0","1009806","1009806059","","","アイスを食べよう。","","","","1009806062"
"103","0","1009806","1009806060","","","焼きそばを食べよう。","","","","1009806086"
"103","0","1009806","1009806061","","","ラムネを飲もう。","","","","1009806109"
"3","0","1009806","1009806062","0.2","lsv_idle_normal","122711","","0","1","lsv_choice"
"3","0","1009806","1009806063","0.2","lsv_idle_normal","122911","","0","1","lsv_choice"
"3","0","1009806","1009806064","0.2","lsv_idle_normal","122811","","0","1","lsv_choice"
"93","","1009806","1009806065","","","0.1","","","","0"
"2","-235","1009806","1009806066","0.2","0.33","122711","","","2","-200"
"2","-220","1009806","1009806067","0.2","0.33","122911","","","2","100"
"2","-250","1009806","1009806068","0.2","0.33","122811","","","2","270"
"93","","1009806","1009806069","","","0.7","","","","0"
"3","1","1009806","1009806070","","","122711","","0.2","","lsv_talk_memory_dere2"
"21","0","1009806","1009806071","","0","vo_lsv","","","","vo_lsv_0626"
"11","10","1009806","1009806072","0","1","122711","0","0","1","アイス…！\nおいしいですよね、\nアイスは…本当に。"
"91","","1009806","1009806073","","","0","","","",""
"3","1","1009806","1009806074","","","122711","","0.2","","lsv_idle_memory2"
"3","0","1009806","1009806075","0.2","lsv_talk_guts2_joy_loop","122811","","0","1","lsv_talk_guts2_joy"
"21","0","1009806","1009806076","","0","vo_lsv","","","","vo_lsv_0627"
"11","10","1009806","1009806077","0","1","122811","0","0","1","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。"
"91","","1009806","1009806078","","","0","","","",""
"3","1","1009806","1009806079","","","122811","","0.2","","lsv_idle_guts2_joy"
"3","1","1009806","1009806080","","","122911","","0.2","","lsv_talk_joy3"
"21","0","1009806","1009806081","","0","vo_lsv","","","","vo_lsv_0628"
"11","10","1009806","1009806082","0","1","122911","0","0","1","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？"
"91","","1009806","1009806083","","","0","","","",""
"3","1","1009806","1009806084","","","122911","","0.2","","lsv_idle_joy"
"101","","1009806","1009806085","","","1009806133","","","",""
