a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"12","0","10","0","12","12","200000006","12","12","12","30","1","1","15","119","0","12","10","12","12","0","10","12","12","0","0","12","0","0","200800","12","0","12","12","12","0","620080012","760","12","1"
"13","0","10","0","13","13","200000006","13","13","13","30","1","1","15","127","0","13","11","13","13","0","10","13","13","0","0","13","0","0","200800","13","0","13","13","13","0","620080013","814","13","1"
"14","0","10","0","14","14","200000006","14","14","14","30","1","1","16","136","0","14","11","14","14","0","10","14","14","0","0","14","0","0","200800","14","0","14","14","14","0","620080014","868","14","1"
"15","0","10","0","15","15","200000006","15","15","15","30","1","1","17","145","0","15","12","15","15","0","10","15","15","0","0","15","0","0","200800","15","0","15","15","15","0","620080015","922","15","1"
"16","0","10","0","16","16","200000006","16","16","16","30","1","1","18","163","0","16","12","16","16","0","10","16","16","0","0","16","0","0","200800","16","0","16","16","16","0","620080016","1003","16","1"
"17","0","10","0","17","17","200000006","17","17","17","30","1","1","18","181","0","17","12","17","17","0","10","17","17","0","0","17","0","0","200800","17","0","17","17","17","0","620080017","1084","17","1"
"18","0","10","0","18","18","200000006","18","18","18","30","1","1","18","219","0","18","13","18","18","0","10","18","18","0","0","18","0","0","200800","18","0","18","18","18","0","620080018","1529","18","1"
"19","0","10","0","19","19","200000006","19","19","19","30","1","1","18","236","0","19","13","19","19","0","10","19","19","0","0","19","0","0","200800","19","0","19","19","19","0","620080019","1748","19","1"
"20","0","10","0","20","20","200000006","20","20","20","30","1","1","20","248","0","20","13","20","20","0","10","20","20","0","0","20","0","0","200800","20","0","20","20","20","0","620080020","1844","20","1"
"21","0","10","0","21","21","200000006","21","21","21","30","1","1","22","275","0","21","15","21","21","0","10","21","21","0","0","21","0","0","200800","21","0","21","21","21","0","620080021","2104","21","1"
"22","0","10","0","22","22","200000006","22","22","22","30","1","1","24","300","0","22","17","22","22","0","10","22","22","0","0","22","0","0","200800","22","0","22","22","22","0","620080022","2364","22","1"
"23","0","10","0","23","23","200000006","23","23","23","30","1","1","26","326","0","23","18","23","23","0","10","23","23","0","0","23","0","0","200800","23","0","23","23","23","0","620080023","2625","23","1"
"24","0","10","0","24","24","200000006","24","24","24","30","1","1","28","352","0","24","20","24","24","0","10","24","24","0","0","24","0","0","200800","24","0","24","24","24","0","620080024","2885","24","1"
"25","0","10","0","25","25","200000006","25","25","25","30","1","1","29","355","0","25","21","25","25","0","10","25","25","0","0","25","0","0","200800","25","0","25","25","25","0","620080025","3186","25","1"
"26","0","10","0","26","26","200000006","26","26","26","30","1","1","29","359","0","26","21","26","26","0","10","26","26","0","0","26","0","0","200800","26","0","26","26","26","0","620080026","3487","26","1"
"27","0","10","0","27","27","200000006","27","27","27","30","1","1","30","386","0","27","21","27","27","0","10","27","27","0","0","27","0","0","200800","27","0","27","27","27","0","620080027","3788","27","1"
"28","0","10","0","28","28","200000006","28","28","28","30","1","1","30","413","0","28","21","28","28","0","10","28","28","0","0","28","0","0","200800","28","0","28","28","28","0","620080028","4089","28","1"
"29","0","10","0","29","29","200000006","29","29","29","30","1","1","31","439","0","29","22","29","29","0","10","29","29","0","0","29","0","0","200800","29","0","29","29","29","0","620080029","4390","29","1"
"30","0","10","0","30","30","200000006","30","30","30","30","1","1","31","466","0","30","22","30","30","0","10","30","30","0","0","30","0","0","200800","30","0","30","30","30","0","620080030","4691","30","1"
"31","0","10","0","31","31","200000006","31","31","31","30","1","1","31","493","0","31","22","31","31","0","10","31","31","0","0","31","0","0","200800","31","0","31","31","31","0","620080031","4991","31","1"
"32","0","10","0","32","32","200000006","32","32","32","30","1","1","32","520","0","32","22","32","32","0","10","32","32","0","0","32","0","0","200800","32","0","32","32","32","0","620080032","5292","32","1"
"33","0","10","0","33","33","200000006","33","33","33","30","1","1","32","547","0","33","22","33","33","0","10","33","33","0","0","33","0","0","200800","33","0","33","33","33","0","620080033","5594","33","1"
"34","0","10","0","34","34","200000006","34","34","34","30","1","1","32","574","0","34","23","34","34","0","10","34","34","0","0","34","0","0","200800","34","0","34","34","34","0","620080034","5894","34","1"
"35","0","10","0","35","35","200000006","35","35","35","30","1","1","33","601","0","35","23","35","35","0","10","35","35","0","0","35","0","0","200800","35","0","35","35","35","0","620080035","6195","35","1"
"36","0","10","0","36","36","200000006","36","36","36","30","1","1","33","628","0","36","23","36","36","0","10","36","36","0","0","36","0","0","200800","36","0","36","36","36","0","620080036","6496","36","1"
"37","0","10","0","37","37","200000006","37","37","37","30","1","1","38","688","0","37","27","37","37","0","10","37","37","0","0","37","0","0","200800","37","0","37","37","37","0","620080037","6685","37","1"
"38","0","10","0","38","38","200000006","38","38","38","30","1","1","43","749","0","38","31","38","38","0","10","38","38","0","0","38","0","0","200800","38","0","38","38","38","0","620080038","6873","38","1"
"39","0","10","0","39","39","200000006","39","39","39","30","1","1","48","809","0","39","35","39","39","0","10","39","39","0","0","39","0","0","200800","39","0","39","39","39","0","620080039","7061","39","1"
"40","0","10","0","40","40","200000006","40","40","40","30","1","1","48","949","0","40","36","40","40","0","10","40","40","0","0","40","0","0","200800","40","0","40","40","40","0","620080040","8772","40","1"
"41","0","10","0","41","41","200000006","41","41","41","30","1","1","49","1088","0","41","36","41","41","0","10","41","41","0","0","41","0","0","200800","41","0","41","41","41","0","620080041","10484","41","1"
"42","0","10","0","42","42","200000006","42","42","42","30","1","1","50","1049","0","42","36","42","42","0","10","42","42","0","0","42","0","0","200800","42","0","42","42","42","0","620080042","10730","42","1"
"43","0","10","0","43","43","200000006","43","43","43","30","1","1","52","1063","0","43","37","43","43","0","10","43","43","0","0","43","0","0","200800","43","0","43","43","43","0","620080043","11327","43","1"
"44","0","10","0","44","44","200000006","44","44","44","30","1","1","53","1077","0","44","38","44","44","0","10","44","44","0","0","44","0","0","200800","44","0","44","44","44","0","620080044","11923","44","1"
"45","0","10","0","45","45","200000006","45","45","45","30","1","1","53","1091","0","45","38","45","45","0","10","45","45","0","0","45","0","0","200800","45","0","45","45","45","0","620080045","11969","45","1"
"46","0","10","0","46","46","200000006","46","46","46","30","1","1","57","1115","0","46","43","46","46","0","10","46","46","0","0","46","0","0","200800","46","0","46","46","46","0","620080046","12851","46","1"
"47","0","10","0","47","47","200000006","47","47","47","30","1","1","62","1138","0","47","52","47","47","0","10","47","47","0","0","47","0","0","200800","47","0","47","47","47","0","620080047","15043","47","1"
"48","0","10","0","48","48","200000006","48","48","48","30","1","1","67","1362","0","48","61","48","48","0","10","48","48","0","0","48","0","0","200800","48","0","48","48","48","0","620080048","17235","48","1"
"49","0","10","0","49","49","200000006","49","49","49","30","1","1","67","1372","0","49","61","49","49","0","10","49","49","0","0","49","0","0","200800","49","0","49","49","49","0","620080049","17435","49","1"
"50","0","10","0","50","50","200000006","50","50","50","30","1","1","71","1438","0","50","64","50","50","0","10","50","50","0","0","50","0","0","200800","50","0","50","50","50","0","620080050","17828","50","1"
"51","0","10","0","51","51","200000006","51","51","51","30","1","1","75","1505","0","51","67","51","51","0","10","51","51","0","0","51","0","0","200800","51","0","51","51","51","0","620080051","18221","51","1"
"52","0","10","0","52","52","200000006","52","52","52","30","1","1","79","1572","0","52","70","52","52","0","10","52","52","0","0","52","0","0","200800","52","0","52","52","52","0","620080052","18614","52","1"
"53","0","10","0","53","53","200000006","53","53","53","30","1","1","83","1639","0","53","72","53","53","0","10","53","53","0","0","53","0","0","200800","53","0","53","53","53","0","620080053","19007","53","1"
"54","0","10","0","54","54","200000006","54","54","54","30","1","1","88","1705","0","54","75","54","54","0","10","54","54","0","0","54","0","0","200800","54","0","54","54","54","0","620080054","19401","54","1"
"55","0","10","0","55","55","200000006","55","55","55","30","1","1","92","1772","0","55","78","55","55","0","10","55","55","0","0","55","0","0","200800","55","0","55","55","55","0","620080055","19794","55","1"
"56","0","10","0","56","56","200000006","56","56","56","30","1","1","96","1838","0","56","81","56","56","0","10","56","56","0","0","56","0","0","200800","56","0","56","56","56","0","620080056","20187","56","1"
"57","0","10","0","57","57","200000006","57","57","57","30","1","1","100","1905","0","57","84","57","57","0","10","57","57","0","0","57","0","0","200800","57","0","57","57","57","0","620080057","20580","57","1"
"58","0","10","0","58","58","200000006","58","58","58","30","1","1","104","1971","0","58","87","58","58","0","10","58","58","0","0","58","0","0","200800","58","0","58","58","58","0","620080058","20973","58","1"
"59","0","10","0","59","59","200000006","59","59","59","30","1","1","108","2062","0","59","91","59","59","0","10","59","59","0","0","59","0","0","200800","59","0","59","59","59","0","620080059","22714","59","1"
"60","0","10","0","60","60","200000006","60","60","60","30","1","1","113","2153","0","60","95","60","60","0","10","60","60","0","0","60","0","0","200800","60","0","60","60","60","0","620080060","24455","60","1"
"61","0","10","0","61","61","200000006","61","61","61","30","1","1","117","2243","0","61","100","61","61","0","10","61","61","0","0","61","0","0","200800","61","0","61","61","61","0","620080061","26196","61","1"
"62","0","10","0","62","62","200000006","62","62","62","30","1","1","117","2343","0","62","100","62","62","0","10","62","62","0","0","62","0","0","200800","62","0","62","62","62","0","620080062","26837","62","1"
"63","0","10","0","63","63","200000006","63","63","63","30","1","1","117","2443","0","63","101","63","63","0","10","63","63","0","0","63","0","0","200800","63","0","63","63","63","0","620080063","27477","63","1"
"64","0","10","0","64","64","200000006","64","64","64","30","1","1","117","2542","0","64","101","64","64","0","10","64","64","0","0","64","0","0","200800","64","0","64","64","64","0","620080064","28118","64","1"
"65","0","10","0","65","65","200000006","65","65","65","30","1","1","118","2642","0","65","102","65","65","0","10","65","65","0","0","65","0","0","200800","65","0","65","65","65","0","620080065","28759","65","1"
"66","0","10","0","66","66","200000006","66","66","66","30","1","1","118","2742","0","66","102","66","66","0","10","66","66","0","0","66","0","0","200800","66","0","66","66","66","0","620080066","29399","66","1"
"67","0","10","0","67","67","200000006","67","67","67","30","1","1","118","2842","0","67","103","67","67","0","10","67","67","0","0","67","0","0","200800","67","0","67","67","67","0","620080067","30040","67","1"
"68","0","10","0","68","68","200000006","68","68","68","30","1","1","118","2941","0","68","103","68","68","0","10","68","68","0","0","68","0","0","200800","68","0","68","68","68","0","620080068","30681","68","1"
"69","0","10","0","69","69","200000006","69","69","69","30","1","1","118","3041","0","69","103","69","69","0","10","69","69","0","0","69","0","0","200800","69","0","69","69","69","0","620080069","31321","69","1"
"70","0","10","0","70","70","200000006","70","70","70","30","1","1","118","3141","0","70","104","70","70","0","10","70","70","0","0","70","0","0","200800","70","0","70","70","70","0","620080070","31962","70","1"
"71","0","10","0","71","71","200000006","71","71","71","30","1","1","118","3241","0","71","104","71","71","0","10","71","71","0","0","71","0","0","200800","71","0","71","71","71","0","620080071","32603","71","1"
"1","0","10","0","1","1","200000006","1","1","1","30","1","1","8","62","0","1","5","1","1","0","10","1","1","0","0","1","0","0","200801","1","0","1","1","1","0","620080101","789","1","1"
"2","0","10","0","2","2","200000006","2","2","2","30","1","1","19","73","0","2","5","2","2","0","10","2","2","0","0","2","0","0","200801","2","0","2","2","2","0","620080102","811","2","1"
"3","0","10","0","3","3","200000006","3","3","3","30","1","1","10","83","0","3","7","3","3","0","10","3","3","0","0","3","0","0","200801","3","0","3","3","3","0","620080103","833","3","1"
"4","0","10","0","4","4","200000006","4","4","4","30","1","1","10","83","0","4","7","4","4","0","10","4","4","0","0","4","0","0","200801","4","0","4","4","4","0","620080104","833","4","1"
"5","0","10","0","5","5","200000006","5","5","5","30","1","1","10","91","0","5","7","5","5","0","10","5","5","0","0","5","0","0","200801","5","0","5","5","5","0","620080105","837","5","1"
"6","0","10","0","6","6","200000006","6","6","6","30","1","1","15","125","0","6","10","6","6","0","10","6","6","0","0","6","0","0","200801","6","0","6","6","6","0","620080106","881","6","1"
"7","0","10","0","7","7","200000006","7","7","7","30","1","1","17","143","0","7","11","7","7","0","10","7","7","0","0","7","0","0","200801","7","0","7","7","7","0","620080107","991","7","1"
"8","0","10","0","8","8","200000006","8","8","8","30","1","1","18","160","0","8","13","8","8","0","10","8","8","0","0","8","0","0","200801","8","0","8","8","8","0","620080108","1102","8","1"
"9","0","10","0","9","9","200000006","9","9","9","30","1","1","19","177","0","9","14","9","9","0","10","9","9","0","0","9","0","0","200801","9","0","9","9","9","0","620080109","1212","9","1"
"10","0","10","0","10","10","200000006","10","10","10","30","1","1","21","195","0","10","15","10","10","0","10","10","10","0","0","10","0","0","200801","10","0","10","10","10","0","620080110","1323","10","1"
"11","0","10","0","11","11","200000006","11","11","11","30","1","1","23","213","0","11","16","11","11","0","10","11","11","0","0","11","0","0","200801","11","0","11","11","11","0","620080111","1434","11","1"
"12","0","10","0","12","12","200000006","12","12","12","30","1","1","25","231","0","12","17","12","12","0","10","12","12","0","0","12","0","0","200801","12","0","12","12","12","0","620080112","1545","12","1"
"13","0","10","0","13","13","200000006","13","13","13","30","1","1","25","247","0","13","19","13","13","0","10","13","13","0","0","13","0","0","200801","13","0","13","13","13","0","620080113","1656","13","1"
"14","0","10","0","14","14","200000006","14","14","14","30","1","1","28","265","0","14","19","14","14","0","10","14","14","0","0","14","0","0","200801","14","0","14","14","14","0","620080114","1766","14","1"
"15","0","10","0","15","15","200000006","15","15","15","30","1","1","29","283","0","15","20","15","15","0","10","15","15","0","0","15","0","0","200801","15","0","15","15","15","0","620080115","1876","15","1"
"16","0","10","0","16","16","200000006","16","16","16","30","1","1","30","318","0","16","20","16","16","0","10","16","16","0","0","16","0","0","200801","16","0","16","16","16","0","620080116","2041","16","1"
"17","0","10","0","17","17","200000006","17","17","17","30","1","1","31","353","0","17","20","17","17","0","10","17","17","0","0","17","0","0","200801","17","0","17","17","17","0","620080117","2205","17","1"
"18","0","10","0","18","18","200000006","18","18","18","30","1","1","31","426","0","18","22","18","18","0","10","18","18","0","0","18","0","0","200801","18","0","18","18","18","0","620080118","3110","18","1"
"19","0","10","0","19","19","200000006","19","19","19","30","1","1","31","459","0","19","22","19","19","0","10","19","19","0","0","19","0","0","200801","19","0","19","19","19","0","620080119","3556","19","1"
"20","0","10","0","20","20","200000006","20","20","20","30","1","1","33","483","0","20","22","20","20","0","10","20","20","0","0","20","0","0","200801","20","0","20","20","20","0","620080120","3750","20","1"
"21","0","10","0","21","21","200000006","21","21","21","30","1","1","38","535","0","21","26","21","21","0","10","21","21","0","0","21","0","0","200801","21","0","21","21","21","0","620080121","4280","21","1"
"22","0","10","0","22","22","200000006","22","22","22","30","1","1","41","584","0","22","28","22","22","0","10","22","22","0","0","22","0","0","200801","22","0","22","22","22","0","620080122","4809","22","1"
"23","0","10","0","23","23","200000006","23","23","23","30","1","1","44","635","0","23","31","23","23","0","10","23","23","0","0","23","0","0","200801","23","0","23","23","23","0","620080123","5339","23","1"
"24","0","10","0","24","24","200000006","24","24","24","30","1","1","48","685","0","24","34","24","24","0","10","24","24","0","0","24","0","0","200801","24","0","24","24","24","0","620080124","5869","24","1"
"25","0","10","0","25","25","200000006","25","25","25","30","1","1","49","692","0","25","35","25","25","0","10","25","25","0","0","25","0","0","200801","25","0","25","25","25","0","620080125","6481","25","1"
"26","0","10","0","26","26","200000006","26","26","26","30","1","1","50","698","0","26","36","26","26","0","10","26","26","0","0","26","0","0","200801","26","0","26","26","26","0","620080126","7093","26","1"
"27","0","10","0","27","27","200000006","27","27","27","30","1","1","51","751","0","27","36","27","27","0","10","27","27","0","0","27","0","0","200801","27","0","27","27","27","0","620080127","7705","27","1"
"28","0","10","0","28","28","200000006","28","28","28","30","1","1","51","803","0","28","36","28","28","0","10","28","28","0","0","28","0","0","200801","28","0","28","28","28","0","620080128","8317","28","1"
"29","0","10","0","29","29","200000006","29","29","29","30","1","1","52","856","0","29","37","29","29","0","10","29","29","0","0","29","0","0","200801","29","0","29","29","29","0","620080129","8929","29","1"
"30","0","10","0","30","30","200000006","30","30","30","30","1","1","53","908","0","30","37","30","30","0","10","30","30","0","0","30","0","0","200801","30","0","30","30","30","0","620080130","9541","30","1"
"31","0","10","0","31","31","200000006","31","31","31","30","1","1","53","960","0","31","38","31","31","0","10","31","31","0","0","31","0","0","200801","31","0","31","31","31","0","620080131","10153","31","1"
"32","0","10","0","32","32","200000006","32","32","32","30","1","1","54","1013","0","32","38","32","32","0","10","32","32","0","0","32","0","0","200801","32","0","32","32","32","0","620080132","10765","32","1"
"33","0","10","0","33","33","200000006","33","33","33","30","1","1","54","1064","0","33","38","33","33","0","10","33","33","0","0","33","0","0","200801","33","0","33","33","33","0","620080133","11378","33","1"
"34","0","10","0","34","34","200000006","34","34","34","30","1","1","55","1118","0","34","39","34","34","0","10","34","34","0","0","34","0","0","200801","34","0","34","34","34","0","620080134","11989","34","1"
"35","0","10","0","35","35","200000006","35","35","35","30","1","1","56","1170","0","35","39","35","35","0","10","35","35","0","0","35","0","0","200801","35","0","35","35","35","0","620080135","12601","35","1"
"36","0","10","0","36","36","200000006","36","36","36","30","1","1","56","1223","0","36","39","36","36","0","10","36","36","0","0","36","0","0","200801","36","0","36","36","36","0","620080136","13213","36","1"
"37","0","10","0","37","37","200000006","37","37","37","30","1","1","65","1339","0","37","46","37","37","0","10","37","37","0","0","37","0","0","200801","37","0","37","37","37","0","620080137","13597","37","1"
"38","0","10","0","38","38","200000006","38","38","38","30","1","1","73","1458","0","38","53","38","38","0","10","38","38","0","0","38","0","0","200801","38","0","38","38","38","0","620080138","13979","38","1"
"39","0","10","0","39","39","200000006","39","39","39","30","1","1","81","1576","0","39","60","39","39","0","10","39","39","0","0","39","0","0","200801","39","0","39","39","39","0","620080139","14362","39","1"
"40","0","10","0","40","40","200000006","40","40","40","30","1","1","82","1847","0","40","61","40","40","0","10","40","40","0","0","40","0","0","200801","40","0","40","40","40","0","620080140","17844","40","1"
"41","0","10","0","41","41","200000006","41","41","41","30","1","1","83","2118","0","41","61","41","41","0","10","41","41","0","0","41","0","0","200801","41","0","41","41","41","0","620080141","21325","41","1"
"42","0","10","0","42","42","200000006","42","42","42","30","1","1","85","2042","0","42","61","42","42","0","10","42","42","0","0","42","0","0","200801","42","0","42","42","42","0","620080142","21826","42","1"
"43","0","10","0","43","43","200000006","43","43","43","30","1","1","88","2069","0","43","63","43","43","0","10","43","43","0","0","43","0","0","200801","43","0","43","43","43","0","620080143","23039","43","1"
"44","0","10","0","44","44","200000006","44","44","44","30","1","1","90","2097","0","44","65","44","44","0","10","44","44","0","0","44","0","0","200801","44","0","44","44","44","0","620080144","24252","44","1"
"45","0","10","0","45","45","200000006","45","45","45","30","1","1","90","2124","0","45","65","45","45","0","10","45","45","0","0","45","0","0","200801","45","0","45","45","45","0","620080145","24346","45","1"
"46","0","10","0","46","46","200000006","46","46","46","30","1","1","97","2171","0","46","73","46","46","0","10","46","46","0","0","46","0","0","200801","46","0","46","46","46","0","620080146","26140","46","1"
"47","0","10","0","47","47","200000006","47","47","47","30","1","1","105","2215","0","47","89","47","47","0","10","47","47","0","0","47","0","0","200801","47","0","47","47","47","0","620080147","30599","47","1"
"48","0","10","0","48","48","200000006","48","48","48","30","1","1","114","2652","0","48","104","48","48","0","10","48","48","0","0","48","0","0","200801","48","0","48","48","48","0","620080148","35057","48","1"
"49","0","10","0","49","49","200000006","49","49","49","30","1","1","114","2671","0","49","104","49","49","0","10","49","49","0","0","49","0","0","200801","49","0","49","49","49","0","620080149","35464","49","1"
"50","0","10","0","50","50","200000006","50","50","50","30","1","1","121","2800","0","50","109","50","50","0","10","50","50","0","0","50","0","0","200801","50","0","50","50","50","0","620080150","36264","50","1"
"51","0","10","0","51","51","200000006","51","51","51","30","1","1","128","2930","0","51","114","51","51","0","10","51","51","0","0","51","0","0","200801","51","0","51","51","51","0","620080151","37063","51","1"
"52","0","10","0","52","52","200000006","52","52","52","30","1","1","135","3061","0","52","119","52","52","0","10","52","52","0","0","52","0","0","200801","52","0","52","52","52","0","620080152","37863","52","1"
"53","0","10","0","53","53","200000006","53","53","53","30","1","1","142","3191","0","53","123","53","53","0","10","53","53","0","0","53","0","0","200801","53","0","53","53","53","0","620080153","38662","53","1"
"54","0","10","0","54","54","200000006","54","54","54","30","1","1","149","3320","0","54","128","54","54","0","10","54","54","0","0","54","0","0","200801","54","0","54","54","54","0","620080154","39462","54","1"
"55","0","10","0","55","55","200000006","55","55","55","30","1","1","156","3449","0","55","133","55","55","0","10","55","55","0","0","55","0","0","200801","55","0","55","55","55","0","620080155","40262","55","1"
"56","0","10","0","56","56","200000006","56","56","56","30","1","1","163","3579","0","56","138","56","56","0","10","56","56","0","0","56","0","0","200801","56","0","56","56","56","0","620080156","41061","56","1"
"57","0","10","0","57","57","200000006","57","57","57","30","1","1","170","3708","0","57","143","57","57","0","10","57","57","0","0","57","0","0","200801","57","0","57","57","57","0","620080157","41861","57","1"
"58","0","10","0","58","58","200000006","58","58","58","30","1","1","177","3838","0","58","148","58","58","0","10","58","58","0","0","58","0","0","200801","58","0","58","58","58","0","620080158","42661","58","1"
"59","0","10","0","59","59","200000006","59","59","59","30","1","1","185","4014","0","59","155","59","59","0","10","59","59","0","0","59","0","0","200801","59","0","59","59","59","0","620080159","46202","59","1"
"60","0","10","0","60","60","200000006","60","60","60","30","1","1","192","4191","0","60","162","60","60","0","10","60","60","0","0","60","0","0","200801","60","0","60","60","60","0","620080160","49743","60","1"
"61","0","10","0","61","61","200000006","61","61","61","30","1","1","200","4367","0","61","170","61","61","0","10","61","61","0","0","61","0","0","200801","61","0","61","61","61","0","620080161","53285","61","1"
"62","0","10","0","62","62","200000006","62","62","62","30","1","1","202","4414","0","62","172","62","62","0","10","62","62","0","0","62","0","0","200801","62","0","62","62","62","0","620080162","54085","62","1"
"63","0","10","0","63","63","200000006","63","63","63","30","1","1","204","4461","0","63","174","63","63","0","10","63","63","0","0","63","0","0","200801","63","0","63","63","63","0","620080163","54885","63","1"
"64","0","10","0","64","64","200000006","64","64","64","30","1","1","206","4508","0","64","176","64","64","0","10","64","64","0","0","64","0","0","200801","64","0","64","64","64","0","620080164","55685","64","1"
"65","0","10","0","65","65","200000006","65","65","65","30","1","1","208","4555","0","65","178","65","65","0","10","65","65","0","0","65","0","0","200801","65","0","65","65","65","0","620080165","56485","65","1"
"66","0","10","0","66","66","200000006","66","66","66","30","1","1","210","4603","0","66","180","66","66","0","10","66","66","0","0","66","0","0","200801","66","0","66","66","66","0","620080166","57285","66","1"
"67","0","10","0","67","67","200000006","67","67","67","30","1","1","212","4650","0","67","182","67","67","0","10","67","67","0","0","67","0","0","200801","67","0","67","67","67","0","620080167","58085","67","1"
"68","0","10","0","68","68","200000006","68","68","68","30","1","1","214","4697","0","68","184","68","68","0","10","68","68","0","0","68","0","0","200801","68","0","68","68","68","0","620080168","58885","68","1"
"69","0","10","0","69","69","200000006","69","69","69","30","1","1","216","4744","0","69","186","69","69","0","10","69","69","0","0","69","0","0","200801","69","0","69","69","69","0","620080169","59685","69","1"
"70","0","10","0","70","70","200000006","70","70","70","30","1","1","218","4791","0","70","188","70","70","0","10","70","70","0","0","70","0","0","200801","70","0","70","70","70","0","620080170","60485","70","1"
"71","0","10","0","71","71","200000006","71","71","71","30","1","1","220","4838","0","71","190","71","71","0","10","71","71","0","0","71","0","0","200801","71","0","71","71","71","0","620080171","61285","71","1"
"1","0","10","0","1","1","200000001","1","1","1","30","1","1","3","28","0","1","2","1","1","0","10","1","1","0","0","1","0","0","200900","1","0","1","1","1","0","620090001","301","1","1"
"2","0","10","0","2","2","200000001","2","2","2","30","1","1","9","43","0","2","3","2","2","0","10","2","2","0","0","2","0","0","200900","2","0","2","2","2","0","620090002","464","2","1"
"3","0","10","0","3","3","200000001","3","3","3","30","1","1","9","51","0","3","4","3","3","0","10","3","3","0","0","3","0","0","200900","3","0","3","3","3","0","620090003","496","3","1"
"4","0","10","0","4","4","200000001","4","4","4","30","1","1","8","59","0","4","5","4","4","0","10","4","4","0","0","4","0","0","200900","4","0","4","4","4","0","620090004","527","4","1"
"5","0","10","0","5","5","200000001","5","5","5","30","1","1","8","78","0","5","5","5","5","0","10","5","5","0","0","5","0","0","200900","5","0","5","5","5","0","620090005","527","5","1"
"6","0","10","0","6","6","200000001","6","6","6","30","1","1","8","96","0","6","7","6","6","0","10","6","6","0","0","6","0","0","200900","6","0","6","6","6","0","620090006","617","6","1"
"7","0","10","0","7","7","200000001","7","7","7","30","1","1","9","137","0","7","8","7","7","0","10","7","7","0","0","7","0","0","200900","7","0","7","7","7","0","620090007","861","7","1"
"8","0","10","0","8","8","200000001","8","8","8","30","1","1","9","157","0","8","9","8","8","0","10","8","8","0","0","8","0","0","200900","8","0","8","8","8","0","620090008","1054","8","1"
