77764d00577c7c8e09b2291c0a891db8675d57e000433859d8f3619e7290035c,c7860c8f922e360bc1fa6265a4391b11cebf6d8525cf41c196f54746fc66156b,192e10665820666e1cb2cc1e7b65c6874e4e191fa5f136b7bdca06f97c5f8e67,9bb7138835ce42a596d86702f66ff05f051dea2aad6dbebdf3041506ac6af5a8,023d1d12a8da0eec350ce8ac27c7bc0f2d8d0ad6b60c785be7076be85b9797ba,d634aba226c12dbf3827d7b0651f6f6e302a5e3d5f91ce00bb9995a0025151db,7dde82b8e470c420bb438c08b5c5644d83b7a4f17568c4a9797a6efd5ed60376,089895d3cc3d0576c4f2ddfdacff0779f4076dbc2d9c60ad7f2401ecab419a5a,0078dc0613d7b61213d36a443e4a26a785cda9041bff78a14ffa4c8293b1878a,cea56815fa9b251786149731bf02d9ff1b3f776230db5eef3385c715ac6c8784,393f3f8468e0a9e1419695340311e1fad1f1d4c472f9f74ea8713e85febeb40a
"1","","1007005","","0.2","svd_idle_memory","","","113511","3","1007005074"
"1","0","1007005","","0","7","","","113411","12","1007005075"
"1","","1007005","","0.2","svd_talk_thinking","1","","113411","3","1007005076"
"","","1007005","","","","","","3","93","1007005077"
"1","","1007005","","0.2","svd_idle_thinking","1","","113411","3","1007005078"
"1","0","1007005","","0","6","","","113511","12","1007005079"
"1","","1007005","","0.2","svd_talk_normal","","","113511","3","1007005080"
"","","1007005","","","","","","3","93","1007005081"
"1","","1007005","","0.2","svd_idle_normal","","","113511","3","1007005082"
"1","0","1007005","","0","9","","","113411","12","1007005083"
"1","","1007005","","0.2","svd_talk_memory","1","","113411","3","1007005084"
"","","1007005","","","","","","3","93","1007005085"
"1","","1007005","","0.2","svd_idle_memory","1","","113411","3","1007005086"
"","","1007005","","","","","","1007005071","101","1007005087"
"1","0","1007005","","1","1","0","1","333","6","1007005088"
"","","1007005","","","1","","","113511","4","1007005089"
"1","","1007005","","0.2","svd_run","","","113511","3","1007005090"
"-300","","1007005","","","-750","0","0.8","113511","2","1007005091"
"","","1007005","","","0","","","113411","4","1007005092"
"1","","1007005","","0.2","svd_run","","","113411","3","1007005093"
"-300","","1007005","","","750","0","0.8","113411","2","1007005094"
"","","1007005","","","","","","0.6","93","1007005095"
"1","0","1007005","","0.2","1","0","1","113511","6","1007005096"
"1","0","1007005","","0.2","1","0","1","113411","6","1007005097"
"","","1007005","","","","","","0","91","1007005098"
"100","0","1007006","svd_idle_normal","2.08","113511","-300","-750","2","5","1007006001"
"100","1","1007006","svd_idle_normal","2.08","113411","-300","650","1","5","1007006002"
"0","0","1007006","svd_white_loop","1","333","0","0","3","5","1007006003"
"1","0","1007006","","0","1","0","1","333","6","1007006004"
"0","","1007006","","","2","","0","113511","7","1007006005"
"-300","","1007006","","","-750","0","0.5","113511","2","1007006006"
"1","0","1007006","","0","1","0","1","113411","6","1007006007"
"-140","","1007006","","0","17","0.8","-40","7","31","1007006008"
"0","","1007006","","","2","","0","17","34","1007006009"
"","","1007006","","","","","","1","93","1007006010"
"1","0","1007006","","0.8","1","0.4","1","333","6","1007006011"
"0","0","1007006","","0.2","svd_idle_see_sad_pre2","1","svd_idle_see_sad2","113511","3","1007006012"
"-300","","1007006","","","-600","0","1.1","113511","2","1007006013"
"","","1007006","","","","","","1","93","1007006014"
"","","1007006","","","1","","","17","32","1007006015"
"","","1007006","","","","","","0","91","1007006016"
"260","","1007006","","","240","80","0","113511","94","1007006017"
"","","1007006","","","0","","","17","32","1007006018"
"1","0","1007006","","0","15","","","113511","12","1007006019"
"1","","1007006","","0.2","svd_walk_sad2","","","113511","3","1007006020"
"2","","1007006","","","0","","0","113511","7","1007006021"
"-300","","1007006","","","-250","0","2","113511","2","1007006022"
"","","1007006","","","","","","2","93","1007006023"
"1","","1007006","","0.2","svd_idle_sad","","","113511","3","1007006024"
"","","1007006","","","","","","0.5","93","1007006025"
"","","1007006","","","","","","0","91","1007006026"
"1","","1007006","","0.2","svd_talk_sad","","","113511","3","1007006027"
"0","","1007006","","","vo_svd_0621","","0","vo_svd","21","1007006028"
"6","0","1007006","1","0","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","0","113511","11","1007006029"
"","","1007006","","","","","","0","91","1007006030"
"1","","1007006","","0.2","svd_idle_sad","","","113511","3","1007006031"
"1","","1007006","","0.2","svd_walk_glad","","","113411","3","1007006032"
"-300","","1007006","","","250","0","2","113411","2","1007006033"
"1","0","1007006","","0.4","1","1","1","113411","6","1007006034"
"","","1007006","","","","","","2","93","1007006035"
"1","","1007006","","0.2","svd_idle_normal","","","113411","3","1007006036"
"","","1007006","","","","","","0.4","93","1007006037"
"1","","1007006","","0.2","svd_talk_memory","","","113411","3","1007006038"
"0","","1007006","","","vo_svd_0622","","0","vo_svd","21","1007006039"
"6","0","1007006","1","0","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","0","113411","11","1007006040"
"","","1007006","","","","","","0","91","1007006041"
"1","","1007006","","0.2","svd_idle_memory","","","113411","3","1007006042"
"1","","1007006","","0.2","svd_talk_memory","","","113511","3","1007006043"
"0","","1007006","","","vo_svd_0623","","0","vo_svd","21","1007006044"
"6","0","1007006","1","0","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","0","113511","11","1007006045"
"","","1007006","","","","","","0","91","1007006046"
"1","","1007006","","0.2","svd_idle_memory","","","113511","3","1007006047"
"1","","1007006","","0.2","svd_talk_normal","","","113411","3","1007006048"
"0","","1007006","","","vo_svd_0624","","0","vo_svd","21","1007006049"
"6","0","1007006","1","0","でも次は私たちが\nご馳走したいよね！","0","0","113411","11","1007006050"
"","","1007006","","","","","","0","91","1007006051"
"1","","1007006","","0.2","svd_idle_normal","","","113411","3","1007006052"
"1","","1007006","","0.2","svd_talk_sad","","","113511","3","1007006053"
"0","","1007006","","","vo_svd_0625","","0","vo_svd","21","1007006054"
"5","0","1007006","1","0","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","0","113511","11","1007006055"
"","","1007006","","","","","","0","91","1007006056"
"1","","1007006","","0.2","svd_idle_sad","","","113511","3","1007006057"
"0","0.2","1007006","","0.2","svd_surprise","1","svd_talk_joy2","113411","3","1007006058"
"0","","1007006","","","vo_svd_0626","","0","vo_svd","21","1007006059"
"6","0","1007006","1","0","…！　素潜り！\n素潜りならいける気がするよ！","0","0","113411","11","1007006060"
"","","1007006","","","","","","0","91","1007006061"
"1","","1007006","","0.2","svd_idle_joy2","","","113411","3","1007006062"
"0","0.2","1007006","","0.2","svd_surprise","1","svd_talk_wish","113511","3","1007006063"
"0","","1007006","","","vo_svd_0627","","0","vo_svd","21","1007006064"
"6","0","1007006","1","0","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","0","113511","11","1007006065"
"","","1007006","","","","","","3","93","1007006066"
"0","0.2","1007006","","0.2","svd_attack_standby","1","svd_attack_idle","113511","3","1007006067"
"","","1007006","","","","","","1007006065","91","1007006068"
"","","1007006","","","","","","0","93","1007006069"
"0","0.2","1007006","","0.2","svd_attack_finish","1","svd_idle_normal","113511","3","1007006070"
"","","1007006","","","","","","0.4","93","1007006071"
"","","1007006","","","","","","","102","1007006072"
"","","1007006","","","","","","1","93","1007006073"
"1","0","1007006","","0","11","","","113511","12","1007006074"
"0","0.2","1007006","","0.2","svd_cmn_think","1","svd_idle_thinking","113511","3","1007006075"
"","","1007006","","","","","","3","93","1007006076"
"1","","1007006","","0.2","svd_idle_thinking","","","113511","3","1007006077"
"1","0","1007006","","0","4","","","113411","12","1007006078"
"0","0.2","1007006","","0.2","svd_surprise","1","svd_idle_surprise1","113411","3","1007006079"
"","","1007006","","","","","","3","93","1007006080"
"1","","1007006","","0.2","svd_idle_surprise1","1","","113411","3","1007006081"
"1","0","1007006","","0","1","","","113511","12","1007006082"
"1","","1007006","","0.2","svd_talk_sad","","","113511","3","1007006083"
"","","1007006","","","","","","3","93","1007006084"
"1","","1007006","","0.2","svd_idle_sad","","","113511","3","1007006085"
"1","0","1007006","","0","7","","","113411","12","1007006086"
"1","","1007006","","0.2","svd_talk_normal","1","","113411","3","1007006087"
"","","1007006","","","","","","3","93","1007006088"
"1","","1007006","","0.2","svd_idle_normal","1","","113411","3","1007006089"
"","","1007006","","","","","","1007006074","101","1007006090"
"1","0","1007006","","1","1","0","1","333","6","1007006091"
"","","1007006","","","1","","","113511","4","1007006092"
"1","","1007006","","0.2","svd_run","","","113511","3","1007006093"
"-300","","1007006","","","-750","0","0.8","113511","2","1007006094"
"","","1007006","","","0","","","113411","4","1007006095"
"1","","1007006","","0.2","svd_run","","","113411","3","1007006096"
"-300","","1007006","","","750","0","0.8","113411","2","1007006097"
"","","1007006","","","","","","0.6","93","1007006098"
"1","0","1007006","","0.2","1","0","1","113511","6","1007006099"
"1","0","1007006","","0.2","1","0","1","113411","6","1007006100"
"","","1007006","","","","","","0","91","1007006101"
"100","0","1007007","svd_idle_normal","2.08","113511","-560","-250","1","5","1007007001"
"100","1","1007007","svd_idle_normal","2.08","113411","-560","250","2","5","1007007002"
"0","0","1007007","svd_white_loop","1","333","0","0","3","5","1007007003"
"1","0","1007007","","0","1","0","1","333","6","1007007004"
"1","0","1007007","","0","1","0","1","113511","6","1007007005"
"1","0","1007007","","0","1","0","1","113411","6","1007007006"
"","","1007007","","","","","","1","93","1007007007"
"1","0","1007007","","0.8","1","0.4","1","333","6","1007007008"
"0","0.2","1007007","","0.2","svd_jump2","1","svd_idle_normal","113511","3","1007007009"
"0","0.2","1007007","","0.2","svd_jump2","1","svd_idle_normal","113411","3","1007007010"
"","","1007007","","","","","","0.3","93","1007007011"
"-300","","1007007","","","-250","0","0.75","113511","2","1007007012"
"-300","","1007007","","","250","0","0.75","113411","2","1007007013"
"1","0","1007007","","0.4","1","1","1","113511","6","1007007014"
"1","0","1007007","","0.4","1","1","1","113411","6","1007007015"
"0.2","0","1007007","","0","6","","","113511","12","1007007016"
"0.2","0","1007007","","0","6","","","113411","12","1007007017"
"","","1007007","","","","","","1.2","93","1007007018"
"","","1007007","","","","","","0","91","1007007019"
"1","","1007007","","0.2","svd_idle_normal","","","113411","3","1007007020"
"1","","1007007","","0.2","svd_talk_joy2","","","113511","3","1007007021"
"0","","1007007","","","vo_svd_0721","","0","vo_svd","21","1007007022"
"7","0","1007007","1","0","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","0","113511","11","1007007023"
"","","1007007","","","","","","0","91","1007007024"
"1","","1007007","","0.2","svd_idle_joy2","","","113511","3","1007007025"
"1","","1007007","","0.2","svd_talk_memory","","","113411","3","1007007026"
"0","","1007007","","","vo_svd_0722","","0","vo_svd","21","1007007027"
"6","0","1007007","1","0","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","0","113411","11","1007007028"
"","","1007007","","","","","","0","91","1007007029"
"1","","1007007","","0.2","svd_idle_memory","","","113411","3","1007007030"
"1","","1007007","","0.2","svd_talk_joy2","","","113511","3","1007007031"
"0","","1007007","","","vo_svd_0723","","0","vo_svd","21","1007007032"
"6","0","1007007","1","0","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","0","113511","11","1007007033"
"","","1007007","","","","","","0","91","1007007034"
"1","","1007007","","0.2","svd_idle_joy2","","","113511","3","1007007035"
"1","","1007007","","0.2","svd_talk_sad","","","113411","3","1007007036"
"0","","1007007","","","vo_svd_0724","","0","vo_svd","21","1007007037"
"6","0","1007007","1","0","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","0","113411","11","1007007038"
"","","1007007","","","","","","0","91","1007007039"
"1","","1007007","","0.2","svd_idle_sad","","","113411","3","1007007040"
"1","","1007007","","0.2","svd_talk_anger","","","113511","3","1007007041"
"0","","1007007","","","vo_svd_0725","","0","vo_svd","21","1007007042"
"7","0","1007007","1","0","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","0","113511","11","1007007043"
"","","1007007","","","","","","4.2","93","1007007044"
"1","","1007007","","0.2","svd_talk_sad","","","113511","3","1007007045"
"","","1007007","","","","","","1007007043","91","1007007046"
"1","","1007007","","0.2","svd_idle_sad","","","113511","3","1007007047"
"1","","1007007","","0.2","svd_talk_sad","","","113411","3","1007007048"
"0","","1007007","","","vo_svd_0726","","0","vo_svd","21","1007007049"
"5","0","1007007","1","0","ビーチバレー…\nなんて酷なスポーツ…","0","0","113411","11","1007007050"
"","","1007007","","","","","","0","91","1007007051"
"1","","1007007","","0.2","svd_idle_sad","","","113411","3","1007007052"
"","","1007007","","","","","","","102","1007007053"
"","","1007007","","","","","","1","93","1007007054"
"1","0","1007007","","0","13","","","113511","12","1007007055"
"1","","1007007","","0.2","svd_talk_normal","","","113511","3","1007007056"
"","","1007007","","","","","","3","93","1007007057"
"1","","1007007","","0.2","svd_idle_normal","","","113511","3","1007007058"
"1","0","1007007","","0","12","","","113411","12","1007007059"
"1","","1007007","","0.2","svd_talk_sad","1","","113411","3","1007007060"
"","","1007007","","","","","","3","93","1007007061"
"1","","1007007","","0.2","svd_idle_sad","1","","113411","3","1007007062"
"1","0","1007007","","0","4","","","113511","12","1007007063"
"1","","1007007","","0.2","svd_talk_anger","","","113511","3","1007007064"
"","","1007007","","","","","","3","93","1007007065"
"1","","1007007","","0.2","svd_idle_wish","","","113511","3","1007007066"
"1","0","1007007","","0","11","","","113411","12","1007007067"
"1","","1007007","","0.2","svd_talk_wish","1","","113411","3","1007007068"
"","","1007007","","","","","","3","93","1007007069"
"1","","1007007","","0.2","svd_idle_wish","1","","113411","3","1007007070"
"","","1007007","","","","","","1007007055","101","1007007071"
"1","0","1007007","","1","1","0","1","333","6","1007007072"
"","","1007007","","","1","","","113511","4","1007007073"
"1","","1007007","","0.2","svd_run","","","113511","3","1007007074"
"-300","","1007007","","","-750","0","0.8","113511","2","1007007075"
"","","1007007","","","0","","","113411","4","1007007076"
"1","","1007007","","0.2","svd_run","","","113411","3","1007007077"
"-300","","1007007","","","750","0","0.8","113411","2","1007007078"
"","","1007007","","","","","","0.6","93","1007007079"
"1","0","1007007","","0.2","1","0","1","113511","6","1007007080"
"1","0","1007007","","0.2","1","0","1","113411","6","1007007081"
"","","1007007","","","","","","0","91","1007007082"
"100","0","1007008","svd_idle_normal","2.08","113511","-300","-650","2","5","1007008001"
"100","1","1007008","svd_idle_normal","2.08","113411","-300","650","1","5","1007008002"
"0","0","1007008","svd_white_loop","1","333","0","0","3","5","1007008003"
"1","0","1007008","","0","1","0","1","333","6","1007008004"
"1","0","1007008","","0","1","0","1","113511","6","1007008005"
"1","0","1007008","","0","1","0","1","113411","6","1007008006"
"","","1007008","","","","","","1","93","1007008007"
"1","0","1007008","","0.8","1","0.4","1","333","6","1007008008"
"1","","1007008","","0.2","svd_walk_sad","","","113511","3","1007008009"
"-300","","1007008","","","-250","0","2","113511","2","1007008010"
"1","0","1007008","","0.4","1","1","1","113511","6","1007008011"
"1","","1007008","","0.2","svd_walk_sad","","","113411","3","1007008012"
"-300","","1007008","","","250","0","2","113411","2","1007008013"
"1","0","1007008","","0.4","1","1","1","113411","6","1007008014"
"","","1007008","","","","","","2","93","1007008015"
"","","1007008","","","","","","0","91","1007008016"
"1","","1007008","","0.2","svd_idle_sad","","","113411","3","1007008017"
"1","","1007008","","0.2","svd_idle_sad","","","113511","3","1007008018"
"","","1007008","","","","","","0.6","93","1007008019"
"1","","1007008","","0.2","svd_talk_sad","","","113511","3","1007008020"
"0","","1007008","","","vo_svd_0821","","0","vo_svd","21","1007008021"
"6","0","1007008","1","0","ついに…\n終わってしまったのですね…","0","0","113511","11","1007008022"
"","","1007008","","","","","","0","91","1007008023"
"1","","1007008","","0.2","svd_idle_sad","","","113511","3","1007008024"
"1","","1007008","","0.2","svd_talk_sad","","","113411","3","1007008025"
"0","","1007008","","","vo_svd_0822","","0","vo_svd","21","1007008026"
"6","0","1007008","1","0","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","0","113411","11","1007008027"
"","","1007008","","","","","","0","91","1007008028"
"1","","1007008","","0.2","svd_idle_sad","","","113411","3","1007008029"
"1","","1007008","","0.2","svd_talk_sad","","","113511","3","1007008030"
"0","","1007008","","","vo_svd_0823","","0","vo_svd","21","1007008031"
"6","0","1007008","1","0","もう戻らない一度きりの夏への\n切なさが…","0","0","113511","11","1007008032"
"","","1007008","","","","","","0","91","1007008033"
"1","","1007008","","0.2","svd_idle_sad","","","113511","3","1007008034"
"1","","1007008","","0.2","svd_talk_anger","","","113411","3","1007008035"
"0","","1007008","","","vo_svd_0824","","0","vo_svd","21","1007008036"
"6","0","1007008","1","0","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","0","113411","11","1007008037"
"","","1007008","","","","","","4","93","1007008038"
"0","0.2","1007008","","0.2","svd_talk_guts2","1","svd_idle_guts2","113411","3","1007008039"
"","","1007008","","","","","","1007008037","91","1007008040"
"1","","1007008","","0.2","svd_idle_wish","","","113411","3","1007008041"
"1","","1007008","","0.2","svd_talk_thinking","","","113511","3","1007008042"
"0","","1007008","","","vo_svd_0825","","0","vo_svd","21","1007008043"
"6","0","1007008","1","0","そうですね…！\nそれこそがあのおかたのため。","0","0","113511","11","1007008044"
"","","1007008","","","","","","3.5","93","1007008045"
"0","0.2","1007008","","0.2","svd_talk_guts2","1","svd_idle_guts2","113511","3","1007008046"
"","","1007008","","","","","","1007008044","91","1007008047"
"1","","1007008","","0.2","svd_idle_wish","","","113511","3","1007008048"
"0","0.2","1007008","","0.2","svd_cmn_smile1","1","svd_idle_wish","113411","3","1007008049"
"0","","1007008","","","vo_svd_0826","","0","vo_svd","21","1007008050"
"7","0","1007008","1","0","いってらっしゃい！\n弟くん！","0","0","113411","11","1007008051"
"","","1007008","","","","","","0","91","1007008052"
"1","","1007008","","0.2","svd_idle_wish","","","113411","3","1007008053"
"1","","1007008","","0.2","svd_talk_wish2","","","113511","3","1007008054"
"0","","1007008","","","vo_svd_0827","","0","vo_svd","21","1007008055"
"7","0","1007008","1","0","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","0","113511","11","1007008056"
"","","1007008","","","","","","3","93","1007008057"
"0","0.2","1007008","","0.2","svd_obsession2","1","svd_idle_wish2","113511","3","1007008058"
"","","1007008","","","","","","1007008056","91","1007008059"
"","","1007008","","","","","","","102","1007008060"
"","","1007008","","","","","","1","93","1007008061"
"1","0","1007008","","0","10","","","113411","12","1007008062"
"1","","1007008","","0.2","svd_talk_normal","","","113411","3","1007008063"
"","","1007008","","","","","","3","93","1007008064"
"1","","1007008","","0.2","svd_idle_normal","","","113411","3","1007008065"
"1","0","1007008","","0","12","","","113511","12","1007008066"
"1","","1007008","","0.2","svd_talk_sad","1","","113511","3","1007008067"
"","","1007008","","","","","","3","93","1007008068"
"1","","1007008","","0.2","svd_idle_sad","1","","113511","3","1007008069"
"1","0","1007008","","0","7","","","113411","12","1007008070"
"0","0.2","1007008","","0.2","svd_talk_guts2","1","svd_idle_guts2","113411","3","1007008071"
"","","1007008","","","","","","3","93","1007008072"
"1","","1007008","","0.2","svd_idle_guts2","","","113411","3","1007008073"
"1","0","1007008","","0","7","","","113511","12","1007008074"
"1","","1007008","","0.2","svd_talk_wish","1","","113511","3","1007008075"
"","","1007008","","","","","","3","93","1007008076"
"1","","1007008","","0.2","svd_idle_wish","1","","113511","3","1007008077"
"","","1007008","","","","","","1007008062","101","1007008078"
"1","0","1007008","","1","1","0","1","333","6","1007008079"
"","","1007008","","","1","","","113511","4","1007008080"
"1","","1007008","","0.2","svd_run","","","113511","3","1007008081"
"-300","","1007008","","","-750","0","0.8","113511","2","1007008082"
"","","1007008","","","0","","","113411","4","1007008083"
"1","","1007008","","0.2","svd_run","","","113411","3","1007008084"
"-300","","1007008","","","750","0","0.8","113411","2","1007008085"
"","","1007008","","","","","","0.6","93","1007008086"
"1","0","1007008","","0.2","1","0","1","113511","6","1007008087"
"1","0","1007008","","0.2","1","0","1","113411","6","1007008088"
"","","1007008","","","","","","0","91","1007008089"
