75d0437ef4dbd8a40cd92f2c3bde729ad39a349d19e68833d17539215ce4fd73,c044b42fdd764509f1a3c8101cdaf468076d8c4b7ea8b44f0fa9100880036e91,e872ad9b14f68f7b6e89ffebd7376e24b54e76838cbc2e979ea8008796a7e205,c9e615007d524eb87b26b850199d49d1f098e1326a1f585084983c2f23eff9d0,0262e8a5d25329f658ce181ce2b7ac818e8d348a896c68337855a786ced8ebe4,de54e101f5413d7199e0ba13bb7a654167c2847d2a62c38afbf24aa6d1d9abba,44519ad7e57e8b59a54c1ed14f7794c735c4d2a5450ce1defff6e2c8922f3f3e,2dfb216258b28b22aed7346b2594e54bdeab4a29c38249982fd694437681e7e4,c60917e2485ceb70e2d95e60583600ca40dd5f4d76e74e58ecc5f36af6b8ccbe,1e995e54862e1f138272160149295dfe90d40e8defa394c972918aa81e1ba563,8f0370373e13be4120e43453e2e1338f0f9f4e686932d3d79c2e797f99ad010d,30d1fedd8498f74a0774edaf0dc2cec0f928080361f124b4d118db632cfb5196,ea85c1538559a71b4984c0ef9b0a37626307f711b51d68e113664070ba292811,371de9400d19ebb7d6c1a0ec88dff97675a7a2f6c97476d6f87596e22eb8e08c,3fd2bcf1444b6f735a40f81c8ebfdeb32d74c9494d382a3ddd5ebeb4b02a0c73,eb2d9fa2f856298c6bf7f6307e7bd7335fa39c691148d6e84c09337542de9115,8166e59d9bd8fcf2d99c853dbe066cf7cc443ffff1216aeebe09553731a7830f,7827ba932b9a00d4ab35608e5221c859eeccabb1aa94b8f42adec6fcf38766b7,15754100ccd7d5e5b7b3c48d5727031dc17170bbdd1709c0b3f65dc5fc889abd,484c35a30c6cbf576dfb888beb40c106fbe4dc2b3cbc1cace0ca5791402b1c63,6a1412a5fd953b1a3989d7ab7dd6eb4c8ff4ef5b785db1d0977de6e02ce5c2ac,33df5324638bf608725415aed7bf9ca1fb4f04c7f0402be4bdf7835f5efe2413,16272d7b19783af14ed890ccf3f7f8f4bd6a0ed87debe73d17408d07353f4ce3,679390a72b36bc83040191f99fe3eb7eb83362a2b0f08199ad2113cd21d7476b,a6b6735dab70f149d18e598ffaa1c8a5419a310d07cba1de5b5c7166c4d1af7c,b22aa49bc70de352c666aee9cdd7e0ffc5cdb31ac4c0f3831e48b528ee323533,1e148a6d3c19f7cbd3439933587d443a356998029cf9e5499e8dc107e5a12607,5b93a1280163bcc555b1900bf3b4bb7a30853ca8116a316fb3ea98a3241349a4,60fcc345113a3cb85daabc3a607a5475833196a255a7921b3f9bfc55bfcc4a31,6b4179e16d7c1a77af2734fa354d881fd508f598bc2decb85791805a0a5b027e,a3da3ab6af8264fa1f2f5d4c3940751b4d6ee106a80c11dc03a43655daa32f8b,85e82dbfc782e3cafa0d3668ecebea97244998bcccb74dd3188a70670897cca9,030ceb12f333293f709adeaf657bd47a754fa955e09e7b1699ea067f0b6959cb,dac084875ea6a00b7a4ffb036bb528b46e80c7b806d190bbfe92d1b08121217e,2e8bf01696d2bfa2337bef989f637f034724c43dd50628cb8c8ed78a65538eb9,bea2dbd10bee3289171c930495e1637e89ff6105b5f06747ca9920a4234342f0,e61fc57776c13d243ba550eaada1b74cceaaa43397b6fa2fc71ca941be469e8e,5305d4d555695c85c356cfb8c372f201628300ef28aab8e97edace24408101f8,f64ff8f31c3bb38757cce1e3dfae30064c78b1178f25ea3e742e50337713b8e0,dd0d0661e78e03f9b9ef69981780a31542b196b6c56b2ce0ff863bce49df987b
"13","30","19","0","0","18","19","200000006","19","19","0","670080019","19","1","19","200800","1","1","19","10","0","19","19","19","0","19","19","19","19","236","0","0","19","0","19","0","10","0","19","1748"
"13","30","20","0","0","20","20","200000006","20","20","0","670080020","20","1","20","200800","1","1","20","10","0","20","20","20","0","20","20","20","20","248","0","0","20","0","20","0","10","0","20","1844"
"15","30","21","0","0","22","21","200000006","21","21","0","670080021","21","1","21","200800","1","1","21","10","0","21","21","21","0","21","21","21","21","275","0","0","21","0","21","0","10","0","21","2104"
"17","30","22","0","0","24","22","200000006","22","22","0","670080022","22","1","22","200800","1","1","22","10","0","22","22","22","0","22","22","22","22","300","0","0","22","0","22","0","10","0","22","2364"
"18","30","23","0","0","26","23","200000006","23","23","0","670080023","23","1","23","200800","1","1","23","10","0","23","23","23","0","23","23","23","23","326","0","0","23","0","23","0","10","0","23","2625"
"20","30","24","0","0","28","24","200000006","24","24","0","670080024","24","1","24","200800","1","1","24","10","0","24","24","24","0","24","24","24","24","352","0","0","24","0","24","0","10","0","24","2885"
"21","30","25","0","0","29","25","200000006","25","25","0","670080025","25","1","25","200800","1","1","25","10","0","25","25","25","0","25","25","25","25","355","0","0","25","0","25","0","10","0","25","3186"
"21","30","26","0","0","29","26","200000006","26","26","0","670080026","26","1","26","200800","1","1","26","10","0","26","26","26","0","26","26","26","26","359","0","0","26","0","26","0","10","0","26","3487"
"21","30","27","0","0","30","27","200000006","27","27","0","670080027","27","1","27","200800","1","1","27","10","0","27","27","27","0","27","27","27","27","386","0","0","27","0","27","0","10","0","27","3788"
"21","30","28","0","0","30","28","200000006","28","28","0","670080028","28","1","28","200800","1","1","28","10","0","28","28","28","0","28","28","28","28","413","0","0","28","0","28","0","10","0","28","4089"
"22","30","29","0","0","31","29","200000006","29","29","0","670080029","29","1","29","200800","1","1","29","10","0","29","29","29","0","29","29","29","29","439","0","0","29","0","29","0","10","0","29","4390"
"22","30","30","0","0","31","30","200000006","30","30","0","670080030","30","1","30","200800","1","1","30","10","0","30","30","30","0","30","30","30","30","466","0","0","30","0","30","0","10","0","30","4691"
"22","30","31","0","0","31","31","200000006","31","31","0","670080031","31","1","31","200800","1","1","31","10","0","31","31","31","0","31","31","31","31","493","0","0","31","0","31","0","10","0","31","4991"
"22","30","32","0","0","32","32","200000006","32","32","0","670080032","32","1","32","200800","1","1","32","10","0","32","32","32","0","32","32","32","32","520","0","0","32","0","32","0","10","0","32","5292"
"22","30","33","0","0","32","33","200000006","33","33","0","670080033","33","1","33","200800","1","1","33","10","0","33","33","33","0","33","33","33","33","547","0","0","33","0","33","0","10","0","33","5594"
"23","30","34","0","0","32","34","200000006","34","34","0","670080034","34","1","34","200800","1","1","34","10","0","34","34","34","0","34","34","34","34","574","0","0","34","0","34","0","10","0","34","5894"
"23","30","35","0","0","33","35","200000006","35","35","0","670080035","35","1","35","200800","1","1","35","10","0","35","35","35","0","35","35","35","35","601","0","0","35","0","35","0","10","0","35","6195"
"23","30","36","0","0","33","36","200000006","36","36","0","670080036","36","1","36","200800","1","1","36","10","0","36","36","36","0","36","36","36","36","628","0","0","36","0","36","0","10","0","36","6496"
"27","30","37","0","0","38","37","200000006","37","37","0","670080037","37","1","37","200800","1","1","37","10","0","37","37","37","0","37","37","37","37","688","0","0","37","0","37","0","10","0","37","6685"
"31","30","38","0","0","43","38","200000006","38","38","0","670080038","38","1","38","200800","1","1","38","10","0","38","38","38","0","38","38","38","38","749","0","0","38","0","38","0","10","0","38","6873"
"35","30","39","0","0","48","39","200000006","39","39","0","670080039","39","1","39","200800","1","1","39","10","0","39","39","39","0","39","39","39","39","809","0","0","39","0","39","0","10","0","39","7061"
"36","30","40","0","0","48","40","200000006","40","40","0","670080040","40","1","40","200800","1","1","40","10","0","40","40","40","0","40","40","40","40","949","0","0","40","0","40","0","10","0","40","8772"
"36","30","41","0","0","49","41","200000006","41","41","0","670080041","41","1","41","200800","1","1","41","10","0","41","41","41","0","41","41","41","41","1088","0","0","41","0","41","0","10","0","41","10484"
"36","30","42","0","0","50","42","200000006","42","42","0","670080042","42","1","42","200800","1","1","42","10","0","42","42","42","0","42","42","42","42","1049","0","0","42","0","42","0","10","0","42","10730"
"37","30","43","0","0","52","43","200000006","43","43","0","670080043","43","1","43","200800","1","1","43","10","0","43","43","43","0","43","43","43","43","1063","0","0","43","0","43","0","10","0","43","11327"
"38","30","44","0","0","53","44","200000006","44","44","0","670080044","44","1","44","200800","1","1","44","10","0","44","44","44","0","44","44","44","44","1077","0","0","44","0","44","0","10","0","44","11923"
"38","30","45","0","0","53","45","200000006","45","45","0","670080045","45","1","45","200800","1","1","45","10","0","45","45","45","0","45","45","45","45","1091","0","0","45","0","45","0","10","0","45","11969"
"43","30","46","0","0","57","46","200000006","46","46","0","670080046","46","1","46","200800","1","1","46","10","0","46","46","46","0","46","46","46","46","1115","0","0","46","0","46","0","10","0","46","12851"
"52","30","47","0","0","62","47","200000006","47","47","0","670080047","47","1","47","200800","1","1","47","10","0","47","47","47","0","47","47","47","47","1138","0","0","47","0","47","0","10","0","47","15043"
"61","30","48","0","0","67","48","200000006","48","48","0","670080048","48","1","48","200800","1","1","48","10","0","48","48","48","0","48","48","48","48","1362","0","0","48","0","48","0","10","0","48","17235"
"61","30","49","0","0","67","49","200000006","49","49","0","670080049","49","1","49","200800","1","1","49","10","0","49","49","49","0","49","49","49","49","1372","0","0","49","0","49","0","10","0","49","17435"
"64","30","50","0","0","71","50","200000006","50","50","0","670080050","50","1","50","200800","1","1","50","10","0","50","50","50","0","50","50","50","50","1438","0","0","50","0","50","0","10","0","50","17828"
"67","30","51","0","0","75","51","200000006","51","51","0","670080051","51","1","51","200800","1","1","51","10","0","51","51","51","0","51","51","51","51","1505","0","0","51","0","51","0","10","0","51","18221"
"70","30","52","0","0","79","52","200000006","52","52","0","670080052","52","1","52","200800","1","1","52","10","0","52","52","52","0","52","52","52","52","1572","0","0","52","0","52","0","10","0","52","18614"
"72","30","53","0","0","83","53","200000006","53","53","0","670080053","53","1","53","200800","1","1","53","10","0","53","53","53","0","53","53","53","53","1639","0","0","53","0","53","0","10","0","53","19007"
"75","30","54","0","0","88","54","200000006","54","54","0","670080054","54","1","54","200800","1","1","54","10","0","54","54","54","0","54","54","54","54","1705","0","0","54","0","54","0","10","0","54","19401"
"78","30","55","0","0","92","55","200000006","55","55","0","670080055","55","1","55","200800","1","1","55","10","0","55","55","55","0","55","55","55","55","1772","0","0","55","0","55","0","10","0","55","19794"
"81","30","56","0","0","96","56","200000006","56","56","0","670080056","56","1","56","200800","1","1","56","10","0","56","56","56","0","56","56","56","56","1838","0","0","56","0","56","0","10","0","56","20187"
"84","30","57","0","0","100","57","200000006","57","57","0","670080057","57","1","57","200800","1","1","57","10","0","57","57","57","0","57","57","57","57","1905","0","0","57","0","57","0","10","0","57","20580"
"87","30","58","0","0","104","58","200000006","58","58","0","670080058","58","1","58","200800","1","1","58","10","0","58","58","58","0","58","58","58","58","1971","0","0","58","0","58","0","10","0","58","20973"
"91","30","59","0","0","108","59","200000006","59","59","0","670080059","59","1","59","200800","1","1","59","10","0","59","59","59","0","59","59","59","59","2062","0","0","59","0","59","0","10","0","59","22714"
"95","30","60","0","0","113","60","200000006","60","60","0","670080060","60","1","60","200800","1","1","60","10","0","60","60","60","0","60","60","60","60","2153","0","0","60","0","60","0","10","0","60","24455"
"100","30","61","0","0","117","61","200000006","61","61","0","670080061","61","1","61","200800","1","1","61","10","0","61","61","61","0","61","61","61","61","2243","0","0","61","0","61","0","10","0","61","26196"
"100","30","62","0","0","117","62","200000006","62","62","0","670080062","62","1","62","200800","1","1","62","10","0","62","62","62","0","62","62","62","62","2343","0","0","62","0","62","0","10","0","62","26837"
"101","30","63","0","0","117","63","200000006","63","63","0","670080063","63","1","63","200800","1","1","63","10","0","63","63","63","0","63","63","63","63","2443","0","0","63","0","63","0","10","0","63","27477"
"101","30","64","0","0","117","64","200000006","64","64","0","670080064","64","1","64","200800","1","1","64","10","0","64","64","64","0","64","64","64","64","2542","0","0","64","0","64","0","10","0","64","28118"
"102","30","65","0","0","118","65","200000006","65","65","0","670080065","65","1","65","200800","1","1","65","10","0","65","65","65","0","65","65","65","65","2642","0","0","65","0","65","0","10","0","65","28759"
"102","30","66","0","0","118","66","200000006","66","66","0","670080066","66","1","66","200800","1","1","66","10","0","66","66","66","0","66","66","66","66","2742","0","0","66","0","66","0","10","0","66","29399"
"103","30","67","0","0","118","67","200000006","67","67","0","670080067","67","1","67","200800","1","1","67","10","0","67","67","67","0","67","67","67","67","2842","0","0","67","0","67","0","10","0","67","30040"
"103","30","68","0","0","118","68","200000006","68","68","0","670080068","68","1","68","200800","1","1","68","10","0","68","68","68","0","68","68","68","68","2941","0","0","68","0","68","0","10","0","68","30681"
"103","30","69","0","0","118","69","200000006","69","69","0","670080069","69","1","69","200800","1","1","69","10","0","69","69","69","0","69","69","69","69","3041","0","0","69","0","69","0","10","0","69","31321"
"104","30","70","0","0","118","70","200000006","70","70","0","670080070","70","1","70","200800","1","1","70","10","0","70","70","70","0","70","70","70","70","3141","0","0","70","0","70","0","10","0","70","31962"
"104","30","71","0","0","118","71","200000006","71","71","0","670080071","71","1","71","200800","1","1","71","10","0","71","71","71","0","71","71","71","71","3241","0","0","71","0","71","0","10","0","71","32603"
"5","30","1","0","0","8","1","200000006","1","1","0","670080101","1","1","1","200801","1","1","1","10","0","1","1","1","0","1","1","1","1","62","0","0","1","0","1","0","10","0","1","789"
"5","30","2","0","0","19","2","200000006","2","2","0","670080102","2","1","2","200801","1","1","2","10","0","2","2","2","0","2","2","2","2","73","0","0","2","0","2","0","10","0","2","811"
"7","30","3","0","0","10","3","200000006","3","3","0","670080103","3","1","3","200801","1","1","3","10","0","3","3","3","0","3","3","3","3","83","0","0","3","0","3","0","10","0","3","833"
"7","30","4","0","0","10","4","200000006","4","4","0","670080104","4","1","4","200801","1","1","4","10","0","4","4","4","0","4","4","4","4","83","0","0","4","0","4","0","10","0","4","833"
"7","30","5","0","0","10","5","200000006","5","5","0","670080105","5","1","5","200801","1","1","5","10","0","5","5","5","0","5","5","5","5","91","0","0","5","0","5","0","10","0","5","837"
"10","30","6","0","0","15","6","200000006","6","6","0","670080106","6","1","6","200801","1","1","6","10","0","6","6","6","0","6","6","6","6","125","0","0","6","0","6","0","10","0","6","881"
"11","30","7","0","0","17","7","200000006","7","7","0","670080107","7","1","7","200801","1","1","7","10","0","7","7","7","0","7","7","7","7","143","0","0","7","0","7","0","10","0","7","991"
"13","30","8","0","0","18","8","200000006","8","8","0","670080108","8","1","8","200801","1","1","8","10","0","8","8","8","0","8","8","8","8","160","0","0","8","0","8","0","10","0","8","1102"
"14","30","9","0","0","19","9","200000006","9","9","0","670080109","9","1","9","200801","1","1","9","10","0","9","9","9","0","9","9","9","9","177","0","0","9","0","9","0","10","0","9","1212"
"15","30","10","0","0","21","10","200000006","10","10","0","670080110","10","1","10","200801","1","1","10","10","0","10","10","10","0","10","10","10","10","195","0","0","10","0","10","0","10","0","10","1323"
"16","30","11","0","0","23","11","200000006","11","11","0","670080111","11","1","11","200801","1","1","11","10","0","11","11","11","0","11","11","11","11","213","0","0","11","0","11","0","10","0","11","1434"
"17","30","12","0","0","25","12","200000006","12","12","0","670080112","12","1","12","200801","1","1","12","10","0","12","12","12","0","12","12","12","12","231","0","0","12","0","12","0","10","0","12","1545"
"19","30","13","0","0","25","13","200000006","13","13","0","670080113","13","1","13","200801","1","1","13","10","0","13","13","13","0","13","13","13","13","247","0","0","13","0","13","0","10","0","13","1656"
"19","30","14","0","0","28","14","200000006","14","14","0","670080114","14","1","14","200801","1","1","14","10","0","14","14","14","0","14","14","14","14","265","0","0","14","0","14","0","10","0","14","1766"
"20","30","15","0","0","29","15","200000006","15","15","0","670080115","15","1","15","200801","1","1","15","10","0","15","15","15","0","15","15","15","15","283","0","0","15","0","15","0","10","0","15","1876"
"20","30","16","0","0","30","16","200000006","16","16","0","670080116","16","1","16","200801","1","1","16","10","0","16","16","16","0","16","16","16","16","318","0","0","16","0","16","0","10","0","16","2041"
"20","30","17","0","0","31","17","200000006","17","17","0","670080117","17","1","17","200801","1","1","17","10","0","17","17","17","0","17","17","17","17","353","0","0","17","0","17","0","10","0","17","2205"
"22","30","18","0","0","31","18","200000006","18","18","0","670080118","18","1","18","200801","1","1","18","10","0","18","18","18","0","18","18","18","18","426","0","0","18","0","18","0","10","0","18","3110"
"22","30","19","0","0","31","19","200000006","19","19","0","670080119","19","1","19","200801","1","1","19","10","0","19","19","19","0","19","19","19","19","459","0","0","19","0","19","0","10","0","19","3556"
"22","30","20","0","0","33","20","200000006","20","20","0","670080120","20","1","20","200801","1","1","20","10","0","20","20","20","0","20","20","20","20","483","0","0","20","0","20","0","10","0","20","3750"
"26","30","21","0","0","38","21","200000006","21","21","0","670080121","21","1","21","200801","1","1","21","10","0","21","21","21","0","21","21","21","21","535","0","0","21","0","21","0","10","0","21","4280"
"28","30","22","0","0","41","22","200000006","22","22","0","670080122","22","1","22","200801","1","1","22","10","0","22","22","22","0","22","22","22","22","584","0","0","22","0","22","0","10","0","22","4809"
"31","30","23","0","0","44","23","200000006","23","23","0","670080123","23","1","23","200801","1","1","23","10","0","23","23","23","0","23","23","23","23","635","0","0","23","0","23","0","10","0","23","5339"
"34","30","24","0","0","48","24","200000006","24","24","0","670080124","24","1","24","200801","1","1","24","10","0","24","24","24","0","24","24","24","24","685","0","0","24","0","24","0","10","0","24","5869"
"35","30","25","0","0","49","25","200000006","25","25","0","670080125","25","1","25","200801","1","1","25","10","0","25","25","25","0","25","25","25","25","692","0","0","25","0","25","0","10","0","25","6481"
"36","30","26","0","0","50","26","200000006","26","26","0","670080126","26","1","26","200801","1","1","26","10","0","26","26","26","0","26","26","26","26","698","0","0","26","0","26","0","10","0","26","7093"
"36","30","27","0","0","51","27","200000006","27","27","0","670080127","27","1","27","200801","1","1","27","10","0","27","27","27","0","27","27","27","27","751","0","0","27","0","27","0","10","0","27","7705"
"36","30","28","0","0","51","28","200000006","28","28","0","670080128","28","1","28","200801","1","1","28","10","0","28","28","28","0","28","28","28","28","803","0","0","28","0","28","0","10","0","28","8317"
"37","30","29","0","0","52","29","200000006","29","29","0","670080129","29","1","29","200801","1","1","29","10","0","29","29","29","0","29","29","29","29","856","0","0","29","0","29","0","10","0","29","8929"
"37","30","30","0","0","53","30","200000006","30","30","0","670080130","30","1","30","200801","1","1","30","10","0","30","30","30","0","30","30","30","30","908","0","0","30","0","30","0","10","0","30","9541"
"38","30","31","0","0","53","31","200000006","31","31","0","670080131","31","1","31","200801","1","1","31","10","0","31","31","31","0","31","31","31","31","960","0","0","31","0","31","0","10","0","31","10153"
"38","30","32","0","0","54","32","200000006","32","32","0","670080132","32","1","32","200801","1","1","32","10","0","32","32","32","0","32","32","32","32","1013","0","0","32","0","32","0","10","0","32","10765"
"38","30","33","0","0","54","33","200000006","33","33","0","670080133","33","1","33","200801","1","1","33","10","0","33","33","33","0","33","33","33","33","1064","0","0","33","0","33","0","10","0","33","11378"
"39","30","34","0","0","55","34","200000006","34","34","0","670080134","34","1","34","200801","1","1","34","10","0","34","34","34","0","34","34","34","34","1118","0","0","34","0","34","0","10","0","34","11989"
"39","30","35","0","0","56","35","200000006","35","35","0","670080135","35","1","35","200801","1","1","35","10","0","35","35","35","0","35","35","35","35","1170","0","0","35","0","35","0","10","0","35","12601"
"39","30","36","0","0","56","36","200000006","36","36","0","670080136","36","1","36","200801","1","1","36","10","0","36","36","36","0","36","36","36","36","1223","0","0","36","0","36","0","10","0","36","13213"
"46","30","37","0","0","65","37","200000006","37","37","0","670080137","37","1","37","200801","1","1","37","10","0","37","37","37","0","37","37","37","37","1339","0","0","37","0","37","0","10","0","37","13597"
"53","30","38","0","0","73","38","200000006","38","38","0","670080138","38","1","38","200801","1","1","38","10","0","38","38","38","0","38","38","38","38","1458","0","0","38","0","38","0","10","0","38","13979"
"60","30","39","0","0","81","39","200000006","39","39","0","670080139","39","1","39","200801","1","1","39","10","0","39","39","39","0","39","39","39","39","1576","0","0","39","0","39","0","10","0","39","14362"
"61","30","40","0","0","82","40","200000006","40","40","0","670080140","40","1","40","200801","1","1","40","10","0","40","40","40","0","40","40","40","40","1847","0","0","40","0","40","0","10","0","40","17844"
"61","30","41","0","0","83","41","200000006","41","41","0","670080141","41","1","41","200801","1","1","41","10","0","41","41","41","0","41","41","41","41","2118","0","0","41","0","41","0","10","0","41","21325"
"61","30","42","0","0","85","42","200000006","42","42","0","670080142","42","1","42","200801","1","1","42","10","0","42","42","42","0","42","42","42","42","2042","0","0","42","0","42","0","10","0","42","21826"
"63","30","43","0","0","88","43","200000006","43","43","0","670080143","43","1","43","200801","1","1","43","10","0","43","43","43","0","43","43","43","43","2069","0","0","43","0","43","0","10","0","43","23039"
"65","30","44","0","0","90","44","200000006","44","44","0","670080144","44","1","44","200801","1","1","44","10","0","44","44","44","0","44","44","44","44","2097","0","0","44","0","44","0","10","0","44","24252"
"65","30","45","0","0","90","45","200000006","45","45","0","670080145","45","1","45","200801","1","1","45","10","0","45","45","45","0","45","45","45","45","2124","0","0","45","0","45","0","10","0","45","24346"
"73","30","46","0","0","97","46","200000006","46","46","0","670080146","46","1","46","200801","1","1","46","10","0","46","46","46","0","46","46","46","46","2171","0","0","46","0","46","0","10","0","46","26140"
"89","30","47","0","0","105","47","200000006","47","47","0","670080147","47","1","47","200801","1","1","47","10","0","47","47","47","0","47","47","47","47","2215","0","0","47","0","47","0","10","0","47","30599"
"104","30","48","0","0","114","48","200000006","48","48","0","670080148","48","1","48","200801","1","1","48","10","0","48","48","48","0","48","48","48","48","2652","0","0","48","0","48","0","10","0","48","35057"
"104","30","49","0","0","114","49","200000006","49","49","0","670080149","49","1","49","200801","1","1","49","10","0","49","49","49","0","49","49","49","49","2671","0","0","49","0","49","0","10","0","49","35464"
"109","30","50","0","0","121","50","200000006","50","50","0","670080150","50","1","50","200801","1","1","50","10","0","50","50","50","0","50","50","50","50","2800","0","0","50","0","50","0","10","0","50","36264"
"114","30","51","0","0","128","51","200000006","51","51","0","670080151","51","1","51","200801","1","1","51","10","0","51","51","51","0","51","51","51","51","2930","0","0","51","0","51","0","10","0","51","37063"
"119","30","52","0","0","135","52","200000006","52","52","0","670080152","52","1","52","200801","1","1","52","10","0","52","52","52","0","52","52","52","52","3061","0","0","52","0","52","0","10","0","52","37863"
"123","30","53","0","0","142","53","200000006","53","53","0","670080153","53","1","53","200801","1","1","53","10","0","53","53","53","0","53","53","53","53","3191","0","0","53","0","53","0","10","0","53","38662"
"128","30","54","0","0","149","54","200000006","54","54","0","670080154","54","1","54","200801","1","1","54","10","0","54","54","54","0","54","54","54","54","3320","0","0","54","0","54","0","10","0","54","39462"
"133","30","55","0","0","156","55","200000006","55","55","0","670080155","55","1","55","200801","1","1","55","10","0","55","55","55","0","55","55","55","55","3449","0","0","55","0","55","0","10","0","55","40262"
"138","30","56","0","0","163","56","200000006","56","56","0","670080156","56","1","56","200801","1","1","56","10","0","56","56","56","0","56","56","56","56","3579","0","0","56","0","56","0","10","0","56","41061"
"143","30","57","0","0","170","57","200000006","57","57","0","670080157","57","1","57","200801","1","1","57","10","0","57","57","57","0","57","57","57","57","3708","0","0","57","0","57","0","10","0","57","41861"
"148","30","58","0","0","177","58","200000006","58","58","0","670080158","58","1","58","200801","1","1","58","10","0","58","58","58","0","58","58","58","58","3838","0","0","58","0","58","0","10","0","58","42661"
"155","30","59","0","0","185","59","200000006","59","59","0","670080159","59","1","59","200801","1","1","59","10","0","59","59","59","0","59","59","59","59","4014","0","0","59","0","59","0","10","0","59","46702"
"162","30","60","0","0","192","60","200000006","60","60","0","670080160","60","1","60","200801","1","1","60","10","0","60","60","60","0","60","60","60","60","4191","0","0","60","0","60","0","10","0","60","49743"
"170","30","61","0","0","200","61","200000006","61","61","0","670080161","61","1","61","200801","1","1","61","10","0","61","61","61","0","61","61","61","61","4367","0","0","61","0","61","0","10","0","61","53285"
"172","30","62","0","0","202","62","200000006","62","62","0","670080162","62","1","62","200801","1","1","62","10","0","62","62","62","0","62","62","62","62","4414","0","0","62","0","62","0","10","0","62","54085"
"174","30","63","0","0","204","63","200000006","63","63","0","670080163","63","1","63","200801","1","1","63","10","0","63","63","63","0","63","63","63","63","4461","0","0","63","0","63","0","10","0","63","54885"
"176","30","64","0","0","206","64","200000006","64","64","0","670080164","64","1","64","200801","1","1","64","10","0","64","64","64","0","64","64","64","64","4508","0","0","64","0","64","0","10","0","64","55685"
"178","30","65","0","0","208","65","200000006","65","65","0","670080165","65","1","65","200801","1","1","65","10","0","65","65","65","0","65","65","65","65","4555","0","0","65","0","65","0","10","0","65","56485"
"180","30","66","0","0","210","66","200000006","66","66","0","670080166","66","1","66","200801","1","1","66","10","0","66","66","66","0","66","66","66","66","4603","0","0","66","0","66","0","10","0","66","57285"
"182","30","67","0","0","212","67","200000006","67","67","0","670080167","67","1","67","200801","1","1","67","10","0","67","67","67","0","67","67","67","67","4650","0","0","67","0","67","0","10","0","67","58085"
"184","30","68","0","0","214","68","200000006","68","68","0","670080168","68","1","68","200801","1","1","68","10","0","68","68","68","0","68","68","68","68","4697","0","0","68","0","68","0","10","0","68","58885"
"186","30","69","0","0","216","69","200000006","69","69","0","670080169","69","1","69","200801","1","1","69","10","0","69","69","69","0","69","69","69","69","4744","0","0","69","0","69","0","10","0","69","59685"
"188","30","70","0","0","218","70","200000006","70","70","0","670080170","70","1","70","200801","1","1","70","10","0","70","70","70","0","70","70","70","70","4791","0","0","70","0","70","0","10","0","70","60485"
"190","30","71","0","0","220","71","200000006","71","71","0","670080171","71","1","71","200801","1","1","71","10","0","71","71","71","0","71","71","71","71","4838","0","0","71","0","71","0","10","0","71","61285"
"2","30","1","0","0","3","1","200000001","1","1","0","670090001","1","1","1","200900","1","1","1","10","0","1","1","1","0","1","1","1","1","28","0","0","1","0","1","0","10","0","1","301"
"3","30","2","0","0","9","2","200000001","2","2","0","670090002","2","1","2","200900","1","1","2","10","0","2","2","2","0","2","2","2","2","43","0","0","2","0","2","0","10","0","2","464"
"4","30","3","0","0","9","3","200000001","3","3","0","670090003","3","1","3","200900","1","1","3","10","0","3","3","3","0","3","3","3","3","51","0","0","3","0","3","0","10","0","3","496"
"5","30","4","0","0","8","4","200000001","4","4","0","670090004","4","1","4","200900","1","1","4","10","0","4","4","4","0","4","4","4","4","59","0","0","4","0","4","0","10","0","4","527"
"5","30","5","0","0","8","5","200000001","5","5","0","670090005","5","1","5","200900","1","1","5","10","0","5","5","5","0","5","5","5","5","78","0","0","5","0","5","0","10","0","5","527"
"7","30","6","0","0","8","6","200000001","6","6","0","670090006","6","1","6","200900","1","1","6","10","0","6","6","6","0","6","6","6","6","96","0","0","6","0","6","0","10","0","6","617"
"8","30","7","0","0","9","7","200000001","7","7","0","670090007","7","1","7","200900","1","1","7","10","0","7","7","7","0","7","7","7","7","137","0","0","7","0","7","0","10","0","7","861"
"9","30","8","0","0","9","8","200000001","8","8","0","670090008","8","1","8","200900","1","1","8","10","0","8","8","8","0","8","8","8","8","157","0","0","8","0","8","0","10","0","8","1054"
"9","30","9","0","0","10","9","200000001","9","9","0","670090009","9","1","9","200900","1","1","9","10","0","9","9","9","0","9","9","9","9","168","0","0","9","0","9","0","10","0","9","1080"
"10","30","10","0","0","11","10","200000001","10","10","0","670090010","10","1","10","200900","1","1","10","10","0","10","10","10","0","10","10","10","10","169","0","0","10","0","10","0","10","0","10","1106"
"10","30","11","0","0","11","11","200000001","11","11","0","670090011","11","1","11","200900","1","1","11","10","0","11","11","11","0","11","11","11","11","169","0","0","11","0","11","0","10","0","11","1132"
"12","30","12","0","0","13","12","200000001","12","12","0","670090012","12","1","12","200900","1","1","12","10","0","12","12","12","0","12","12","12","12","170","0","0","12","0","12","0","10","0","12","1158"
"14","30","13","0","0","15","13","200000001","13","13","0","670090013","13","1","13","200900","1","1","13","10","0","13","13","13","0","13","13","13","13","170","0","0","13","0","13","0","10","0","13","1182"
"15","30","14","0","0","16","14","200000001","14","14","0","670090014","14","1","14","200900","1","1","14","10","0","14","14","14","0","14","14","14","14","186","0","0","14","0","14","0","10","0","14","1366"
