7bf6cd41f35b5e27458bb9a171b7fc2410cb56bce7cf27bbe3da6052f26d220e,f68d372f51630e2fff66d0687269b0c7f05d0ccf1a9787c5c678a8a5a347ccb5,f26c7949b215f9124d0b650a2d3653ec4531789743aa9f3a8d1a90e23af7acae,cde0cfe7e4404cba4d93af70437fa1c3842731cdc7d52ff5a3e9a8dc43b33117,0fbab6c9b0ae18627e68c28229a4e6033924edd8b05ce3fef8795de8168e006f,d6350f2ee663f66c8bede0c65359ced22122a982a502381308ede3cf6a5fc458,6fd92a972079683864c8d1d995bff9d77e4ac36bea6b91e0279a117af2af902f,25b631b7b8946f81e568403d14a5b90e1bb9119bdedc934606f252b03cc38a51,1e91f71fd14f5330842e2e1777d734ae73f22d7793e10ac8fdf95db9374f7356,64c46b29558d75bc9b91517d7ca8545cf360668f491bbc33453423be0aeb605f,de9d7b4c3f53d1fc4d82e218c87fa3cfb2a1b660b4ae98cddc886a71359e5e6d,3514b7bc8c7c1de2bf194d3692a81429b75e3a32391963c7553f0c26c0e743d6,3ac3c2f6ad633f89d242355093a935256ad2ab40c28a46f50705151751c83d82,30ec1eb4c15e89f2b136aa73c350e253d6501496c6eaf5f6c5528191523299b2,5de702dba60009f64dc9f035ca820965eb03a70914065ba8c51c73bdb373348d,d06072b1fe7b8b90fbc6e335972ad09dd3986099f766a4b7eca95c8e4ecf611a,72df0f93ff9a1b294c61f0118542ecf8f3b15ce74d6d0fbe4d48c646e50f1b64,7b9ed9bc68ff8d1ddadb49fa53446129a73e91ae1cc170139a0b6c72812e8c3e,4e87c514add3aa59abd6cb23ecfc84599e4f4a43fdad7cc698e460abe4a7dee8,0426226afec33ef26dbc07a6b8aaacc7e20d57cab69245fe790053852c66d5b4,dfb0e420fd5e2a495c75b9b50b411c9adc5f54c8903186acf81413c7232f16e6,ac432745cbee10c6b016221d9b119ac9703cf0a4564b32acaac957dc7919c930
"10380104","1","0","1","101021","-30","-70","200","1","4","1038","-30","0","200","190","0","4","bgm_M64","1","1.3","0.9","101021"
"10380105","1","0","1","101031","-30","0","220","1.6","5","1038","0","0","200","440","0","5","bgm_M55","1","1.8","1.4","101031"
"10390101","1","0","1","101041","-30","-125","210","0.7","1","1039","0","-30","250","-470","10","1","bgm_M64","1","0.8","0.6","101041"
"10390102","1","0","1","101041","-30","-95","200","0.7","2","1039","0","0","200","-210","10","2","bgm_M64","1","1","0.65","101041"
"10390103","1","-15","1","101041","-30","-120","200","1","3","1039","0","-10","100","50","0","3","bgm_M64","1","1.3","0.9","101041"
"10390104","1","0","1","101041","-30","35","200","1.3","4","1039","0","0","100","195","0","4","bgm_M64","1","1.35","0.9","101041"
"10390105","1","0","1","101042","-30","-55","210","1.35","5","1039","-50","0","150","450","0","5","bgm_M55","1.3","1.8","1.1","101042"
"10400101","1","0","1","101161","-30","-120","210","0.85","1","1040","0","0","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10400102","1","0","1","101161","-30","-100","240","1.1","2","1040","0","0","100","-260","0","2","bgm_M64","1","1.2","0.75","101161"
"10400103","1","-5","1","101161","-30","65","200","1","3","1040","0","-10","100","-10","5","3","bgm_M64","1","1.1","0.65","101161"
"10400104","1","0","1","101161","-30","-110","200","1","4","1040","43","0","150","190","0","4","bgm_M64","1","1","0.9","101161"
"10400105","1","-40","1","101162","-30","-70","280","1","5","1040","-50","-45","270","485","-10","5","bgm_M55","1.3","1.15","0.9","101162"
"10410101","1","0","1","101171","-30","-120","210","0.85","1","1041","0","0","120","-480","10","1","bgm_M64","1","0.8","0.6","101171"
"10410102","1","0","1","101171","-30","-120","200","1","2","1041","0","0","120","-260","10","2","bgm_M64","1","1.2","0.75","101171"
"10410103","1.4","-13","1","101171","-30","0","200","0.55","3","1041","-50","-60","150","-10","0","3","bgm_M64","1","0.9","0.6","101171"
"10410104","1","0","1","101171","-30","-110","200","1","4","1041","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101171"
"10410105","1","-20","1","101172","-30","-30","250","1","5","1041","-50","0","200","475","10","5","bgm_M55","1","1.45","1","101172"
"10420101","1","0","1","101191","-30","-120","210","0.7","1","1042","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.6","101191"
"10420102","1","0","1","101191","-30","-100","200","1","2","1042","0","0","100","-260","10","2","bgm_M64","1","1.2","0.8","101191"
"10420103","1","-15","1","101191","-30","65","200","1","3","1042","-30","-10","100","-10","0","3","bgm_M64","1","1.4","0.9","101451"
"10420104","1","0","1","101191","-30","-110","200","1","4","1042","0","0","100","190","0","4","bgm_M64","1","1.1","0.65","101191"
"10420105","1.2","0","1","101192","-30","-70","280","1","5","1042","-50","-45","200","485","-10","5","bgm_M55","1","1.3","1.1","101192"
"10430101","1","0","1","101201","-30","-120","210","0.85","1","1043","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101201"
"10430102","1","0","1","101201","-30","-120","240","1.1","2","1043","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101201"
"10430103","1","-15","1","101201","-30","65","200","1","3","1043","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101201"
"10430104","1","0","1","101201","-30","-110","200","1","4","1043","43","0","100","190","0","4","bgm_M64","1","1","0.7","101201"
"10430105","1","-20","1","101202","-30","-30","250","1","5","1043","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101202"
"10440101","1","0","1","101291","-30","-120","210","0.85","1","1044","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101291"
"10440102","1","0","1","101291","-30","-120","240","1.1","2","1044","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101291"
"10440103","1","-15","1","101291","-30","65","200","2.2","3","1044","0","-10","100","-40","0","3","bgm_M64","1","2.3","1.55","101291"
"10440104","1","0","1","101291","-30","-110","200","1","4","1044","0","0","100","150","0","4","bgm_M64","1","1.2","1.1","101291"
"10440105","1","-20","1","101292","-30","-15","230","1","5","1044","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101292"
"10450101","1","0","1","101301","-30","-120","210","0.7","1","1045","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101301"
"10450102","1","0","1","101301","-30","-120","200","1","2","1045","0","0","100","-260","10","2","bgm_M64","1","1.2","0.9","101301"
"10450103","1","0","1","101301","-30","100","200","1","3","1045","-30","-10","200","-50","-10","3","bgm_M64","1","1.4","0.93","101301"
"10450104","1","0","1","101301","-30","-100","200","1","4","1045","15","0","100","100","0","4","bgm_M64","1","1.3","0.9","101301"
"10450105","1","-20","1","101302","-30","-55","270","1.1","5","1045","-15","-30","100","470","10","5","bgm_M55","1","1.2","1","101302"
"10460101","1","0","1","101441","-30","-130","210","0.85","1","1046","0","0","100","-450","10","1","bgm_M64","1","0.8","0.575","101161"
"10460102","1","0","1","101441","-30","-120","200","0.7","2","1046","0","0","200","-250","10","2","bgm_M64","1","1","0.75","101161"
"10460103","1","-15","1","101441","-30","50","200","1.1","3","1046","0","-10","100","-10","0","3","bgm_M64","1","1.2","0.8","101161"
"10460104","1","0","1","101441","-30","-100","200","1","4","1046","43","0","150","210","0","4","bgm_M64","1","1","0.8","101161"
"10460105","1","-20","1","101442","-30","-70","230","1.1","5","1046","-35","-30","100","470","10","5","bgm_M55","1","1.2","0.95","101162"
"10470101","1","0","1","101451","-30","-130","210","0.7","1","1047","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10470102","1","0","1","101451","-30","-120","200","1","2","1047","0","0","100","-250","10","2","bgm_M64","1","1.2","0.9","101451"
"10470103","1","-15","1","101451","-30","50","200","1","3","1047","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101451"
"10470104","1","0","1","101451","-30","-100","200","0.85","4","1047","0","0","100","200","0","4","bgm_M64","1","1","0.8","101451"
"10470105","1.2","0","1","101452","-30","-70","290","1.4","5","1047","-35","-50","100","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10480101","1","0","1","101561","-30","-130","210","0.7","1","1048","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10480102","1","0","1","101561","-30","-120","240","1.1","2","1048","0","0","100","-240","0","2","bgm_M64","1","1.2","0.75","101451"
"10480103","1.4","-13","1","101561","-30","0","200","0.55","3","1048","-50","-60","150","-10","0","3","bgm_M64","1","0.9","0.6","101451"
"10480104","1","0","1","101561","-30","-100","200","1","4","1048","20","0","100","195","0","4","bgm_M64","1","1.1","0.7","101451"
"10480105","1.4","0","1","101562","-30","-70","290","1.35","5","1048","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101452"
"10490101","1","0","1","101001","-30","-120","210","0.7","1","1049","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101001"
"10490102","1","0","1","101001","-30","-120","200","1.1","2","1049","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101001"
"10490103","1","-15","1","101001","-30","65","200","1","3","1049","-30","-10","200","-25","0","3","bgm_M64","1","1.4","0.9","101001"
"10490104","1","0","1","101001","-30","-120","200","1","4","1049","-30","0","150","200","0","4","bgm_M64","1","1.1","0.9","101001"
"10490105","1.2","0","1","101011","-30","-40","250","1","5","1049","0","0","200","480","0","5","bgm_M55","1","1.3","1.2","101011"
"10500101","1","0","1","101021","-30","-110","210","0.9","1","1050","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101021"
"10500102","1","0","1","101021","-30","-120","240","1.1","2","1050","0","0","100","-240","0","2","bgm_M64","1","1.2","0.75","101021"
"10500103","1","-5","1","101021","-30","65","200","0.8","3","1050","0","-10","100","-10","5","3","bgm_M64","1","0.9","0.6","101021"
"10500104","1","0","1","101021","-30","-110","200","1","4","1050","0","0","100","190","0","4","bgm_M64","1","1.1","0.65","101021"
"10500105","1","0","1","101031","-30","0","220","1.6","5","1050","0","0","200","440","0","5","bgm_M55","1","1.8","1.4","101031"
"10510101","1","0","1","101041","-30","-130","210","0.7","1","1051","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101041"
"10510102","1","0","1","101041","-30","-120","200","0.7","2","1051","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101041"
"10510103","1","-15","1","101041","-30","70","200","1","3","1051","-10","-10","100","-35","10","3","bgm_M64","1","1.3","0.75","101041"
"10510104","1","0","1","101041","-30","-110","200","1","4","1051","0","0","100","150","0","4","bgm_M64","1","1.4","1","101041"
"10510105","1","0","1","101042","-30","-55","210","1.35","5","1051","-50","0","150","450","0","5","bgm_M55","1.3","1.8","1.1","101042"
"10520101","1","0","1","101161","-30","-120","210","0.7","1","1052","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10520102","1","0","1","101161","-30","-100","240","1.1","2","1052","0","0","100","-260","0","2","bgm_M64","1","1.2","0.75","101161"
"10520103","1","-5","1","101161","-30","65","200","1","3","1052","0","-10","100","-10","5","3","bgm_M64","1","1.1","0.65","101161"
"10520104","1","0","1","101161","-30","-50","200","1","4","1052","-30","0","100","240","0","4","bgm_M64","1","1.3","0.8","101161"
"10520105","1","-40","1","101162","-30","-70","280","1","5","1052","-50","-45","270","485","-10","5","bgm_M55","1.3","1.15","0.9","101162"
"10530101","1","0","1","101171","-30","-120","210","0.85","1","1053","0","0","120","-480","10","1","bgm_M64","1","0.8","0.5","101171"
"10530102","1","0","1","101171","-30","-120","200","1.1","2","1053","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101171"
"10530103","1","-15","1","101171","-30","65","200","2.2","3","1053","0","-10","100","-25","0","3","bgm_M64","1","2.3","1.55","101171"
"10530104","1","0","1","101171","-30","-100","200","1","4","1053","-30","0","100","200","0","4","bgm_M64","1","1.5","0.9","101171"
"10530105","1","-20","1","101172","-30","-30","250","1","5","1053","-50","0","200","475","10","5","bgm_M55","1","1.45","1","101172"
"10540101","1","0","1","101191","-30","-110","210","0.9","1","1054","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101191"
"10540102","1","0","1","101191","-30","-120","200","0.7","2","1054","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101191"
"10540103","1","-15","1","101191","-30","50","200","1.1","3","1054","0","-10","100","-10","0","3","bgm_M64","1","1.2","0.8","101191"
"10540104","1","0","1","101191","-30","-90","200","1","4","1054","0","0","200","190","0","4","bgm_M64","1","1.5","1","101191"
"10540105","1.2","0","1","101192","-30","-70","280","1","5","1054","-50","-45","200","485","-10","5","bgm_M55","1","1.3","1.1","101192"
"10550101","1","0","1","101201","-30","-120","210","0.85","1","1055","0","0","120","-480","10","1","bgm_M64","1","0.8","0.5","101201"
"10550102","1","0","1","101201","-30","-120","240","1","2","1055","-30","-30","250","-250","0","2","bgm_M64","1","1","0.7","101201"
"10550103","1","-15","1","101201","-30","65","200","1","3","1055","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101201"
"10550104","1","0","1","101201","-30","-110","200","1","4","1055","43","0","100","190","0","4","bgm_M64","1","1","0.7","101201"
"10550105","1","-20","1","101202","-30","-30","250","1","5","1055","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101202"
"10560101","1","0","1","101291","-30","-120","210","0.7","1","1056","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101291"
"10560102","1","0","1","101291","-30","-100","240","1.1","2","1056","0","0","100","-260","0","2","bgm_M64","1","1.2","0.75","101291"
"10560103","1","-15","1","101291","-30","50","200","1","3","1056","-30","-10","100","-35","0","3","bgm_M64","1","1.4","0.9","101291"
"10560104","1","0","1","101291","-30","-120","200","1","4","1056","-30","0","150","190","0","4","bgm_M64","1","1.1","0.9","101291"
"10560105","1","-20","1","101292","-30","-15","230","1","5","1056","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101292"
"10570101","1","0","1","101301","-30","-110","210","0.9","1","1057","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101301"
"10570102","1","0","1","101301","-30","-120","200","1.1","2","1057","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101301"
"10570103","1","0","1","101301","-30","100","200","1","3","1057","-30","-10","200","-50","-10","3","bgm_M64","1","1.4","0.93","101301"
"10570104","1","0","1","101301","-30","-110","200","1","4","1057","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101301"
"10570105","1","-20","1","101302","-30","-55","270","1.1","5","1057","-15","-30","100","470","10","5","bgm_M55","1","1.2","1","101302"
"10580101","1","0","1","101441","-30","-120","210","0.7","1","1058","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101441"
"10580102","1","0","1","101441","-30","-120","240","1","2","1058","-30","-30","250","-250","0","2","bgm_M64","1","1","0.7","101441"
"10580103","1","-15","1","101441","-30","70","200","1","3","1058","-10","-10","100","-5","10","3","bgm_M64","1","1.3","0.75","101441"
"10580104","1","0","1","101441","-30","-100","200","1","4","1058","20","0","100","210","10","4","bgm_M64","1","1.1","0.8","101441"
"10580105","1","-20","1","101442","-30","-70","230","1.1","5","1058","-35","-30","100","470","10","5","bgm_M55","1","1.2","0.95","101442"
"10590101","1","0","1","101451","-30","-110","210","0.9","1","1059","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101451"
"10590102","1","0","1","101451","-30","-120","200","0.7","2","1059","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101451"
"10590103","1.4","-13","1","101451","-30","0","200","0.55","3","1059","-50","-60","150","-10","0","3","bgm_M64","1","0.9","0.6","101451"
"10590104","1","0","1","101451","-30","-120","200","0.7","4","1059","0","0","100","200","0","4","bgm_M64","1","1","0.7","101451"
"10590105","1.2","0","1","101452","-30","-70","290","1.4","5","1059","-35","-50","100","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10600101","1","0","1","101561","-30","-120","210","0.85","1","1060","0","0","120","-480","10","1","bgm_M64","1","0.8","0.5","101561"
"10600102","1","0","1","101561","-30","-120","200","1.1","2","1060","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101561"
"10600103","1","-15","1","101561","-30","65","200","1","3","1060","-30","-10","200","-25","0","3","bgm_M64","1","1.4","0.9","101561"
"10600104","1","0","1","101561","-30","-110","200","1","4","1060","0","0","100","190","0","4","bgm_M64","1","1.1","0.65","101561"
"10600105","1.4","0","1","101562","-30","-70","290","1.35","5","1060","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101562"
"10610101","1","0","1","101001","-30","-120","210","0.7","1","1061","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101001"
"10610102","1","0","1","101001","-30","-100","240","1.1","2","1061","0","0","100","-260","0","2","bgm_M64","1","1.2","0.75","101001"
"10610103","1","-15","1","101001","-30","65","200","1","3","1061","-30","-10","100","-10","0","3","bgm_M64","1","1.4","1","101001"
"10610104","1","0","1","101001","-30","-110","200","1","4","1061","0","0","100","200","0","4","bgm_M64","1","1.4","1","101001"
"10610105","1.2","0","1","101011","-30","-40","250","1","5","1061","0","0","200","480","0","5","bgm_M55","1","1.3","1.2","101011"
"10630101","1","0","1","101021","-30","-120","210","0.85","1","1063","0","0","120","-480","10","1","bgm_M64","1","0.8","0.5","101021"
"10630102","1","0","1","101021","-30","-120","240","1","2","1063","-30","-30","250","-250","0","2","bgm_M64","1","1","0.7","101021"
"10630103","1","0","1","101021","-30","70","200","1","3","1063","0","0","100","-10","0","3","bgm_M64","1","1.3","0.9","101021"
"10630104","1","0","1","101021","-30","-70","200","1","4","1063","-30","0","100","240","0","4","bgm_M64","1","1.2","0.8","101021"
"10630105","1","0","1","101031","-30","0","220","1.6","5","1063","0","0","200","470","0","5","bgm_M55","1","1.8","1.4","101031"
"10640101","1","0","1","101041","-30","-110","210","0.9","1","1064","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101041"
"10640102","1","0","1","101041","-30","-120","200","0.7","2","1064","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101041"
"10640103","1","-15","1","101041","-30","65","200","1","3","1064","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101041"
"10640104","1","0","1","101041","-30","-100","200","1","4","1064","-30","0","100","200","0","4","bgm_M64","1","1.5","0.9","101041"
"10640105","1","0","1","101042","-30","-55","210","1.35","5","1064","-50","0","150","450","0","5","bgm_M55","1.3","1.8","1.1","101042"
"10650101","1","0","1","101161","-30","-120","210","0.7","1","1065","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10650102","1","0","1","101161","-30","-100","240","1.1","2","1065","0","0","100","-260","0","2","bgm_M64","1","1.2","0.75","101161"
"10650103","1","-5","1","101161","-30","65","200","1","3","1065","0","-10","100","-10","5","3","bgm_M64","1","1.1","0.65","101161"
"10650104","1","0","1","101161","-30","-100","200","0.85","4","1065","0","0","100","200","0","4","bgm_M64","1","1","0.8","101161"
"10650105","1","-40","1","101162","-30","-70","280","1","5","1065","-50","-45","270","485","-10","5","bgm_M55","1.3","1.15","0.9","101162"
"10660101","1","0","1","101171","-30","-120","210","0.85","1","1066","0","0","120","-480","10","1","bgm_M64","1","0.8","0.5","101171"
"10660102","1","0","1","101171","-30","-120","240","1","2","1066","-30","-30","250","-250","0","2","bgm_M64","1","1","0.7","101171"
"10660103","1","-10","1","101171","-30","65","200","1.1","3","1066","0","-10","100","0","0","3","bgm_M64","1","1.15","0.8","101171"
"10660104","1","0","1","101171","-30","5","200","1.3","4","1066","0","-10","100","230","0","4","bgm_M64","1","1.35","0.9","101171"
"10660105","1","-20","1","101172","-30","-30","250","1","5","1066","-50","0","200","475","10","5","bgm_M55","1","1.45","1","101172"
"10670101","1","0","1","101191","-30","-50","210","0.7","1","1067","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101191"
"10670102","1","0","1","101191","-30","-120","200","1.1","2","1067","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101191"
"10670103","1","-15","1","101191","-30","50","200","1","3","1067","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101191"
"10670104","1","0","1","101191","-30","-90","200","1","4","1067","0","0","200","200","0","4","bgm_M64","1","1.5","1","101191"
"10670105","1.2","0","1","101192","-30","-70","280","1","5","1067","-50","-45","200","485","-10","5","bgm_M55","1","1.3","1.1","101192"
"10680101","1","0","1","101201","-30","0","210","1.1","1","1068","20","0","100","-470","10","1","bgm_M64","1","1.45","0.8","101201"
"10680102","1","0","1","101201","-30","-120","200","0.7","2","1068","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101201"
"10680103","1","-15","1","101201","-30","70","200","1","3","1068","-10","-10","100","-5","10","3","bgm_M64","1","1.3","0.75","101201"
"10680104","1","0","1","101201","-30","-110","200","1","4","1068","43","0","100","190","0","4","bgm_M64","1","1","0.7","101201"
"10680105","1","-20","1","101202","-30","-30","250","1","5","1068","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101202"
"10690101","1","0","1","101291","-30","-110","210","0.9","1","1069","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101291"
"10690102","1","0","1","101291","-30","-25","240","1.1","2","1069","0","0","100","-225","0","2","bgm_M64","1","1.2","0.75","101291"
"10690103","1","-15","1","101291","-30","65","200","2.2","3","1069","0","-10","100","0","0","3","bgm_M64","1","2.3","1.55","101291"
"10690104","1","0","1","101291","-30","-110","200","1","4","1069","0","0","100","190","0","4","bgm_M64","1","1.1","0.65","101291"
"10690105","1","-20","1","101292","-30","-15","230","1","5","1069","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101292"
"10700101","1","0","1","101301","-30","-50","210","0.7","1","1070","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101301"
"10700102","1","0","1","101301","-30","-120","200","0.7","2","1070","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101301"
"10700103","1","0","1","101301","-30","100","200","1","3","1070","-30","-10","200","-50","-10","3","bgm_M64","1","1.4","0.93","101301"
"10700104","1","0","1","101301","-30","-120","200","1","4","1070","-30","0","150","190","0","4","bgm_M64","1","1.1","0.9","101301"
"10700105","1","-20","1","101302","-30","-55","270","1.1","5","1070","-15","-30","100","470","10","5","bgm_M55","1","1.2","1","101302"
"10710101","1","0","1","101441","-30","0","210","1.1","1","1071","20","0","100","-470","10","1","bgm_M64","1","1.45","0.8","101441"
"10710102","1","0","1","101441","-30","-120","240","1","2","1071","-30","-30","250","-250","0","2","bgm_M64","1","1","0.7","101441"
"10710103","1","-15","1","101441","-30","65","200","1","3","1071","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101441"
"10710104","1","0","1","101441","-30","-120","200","0.7","4","1071","0","0","100","200","0","4","bgm_M64","1","1","0.7","101441"
"10710105","1","-20","1","101442","-30","-70","230","1.1","5","1071","-35","-30","100","470","10","5","bgm_M55","1","1.2","0.95","101442"
"10720101","1","0","1","101451","-30","-110","210","0.9","1","1072","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101451"
"10720102","1","0","1","101451","-30","-25","240","1.1","2","1072","0","0","100","-225","0","2","bgm_M64","1","1.2","0.75","101451"
"10720103","1","-15","1","101451","-30","65","200","1","3","1072","-30","-10","100","-10","0","3","bgm_M64","1","1.4","1","101451"
"10720104","1","0","1","101451","-30","-100","200","1","4","1072","20","0","100","210","10","4","bgm_M64","1","1.1","0.8","101451"
"10720105","1.2","0","1","101452","-30","-70","290","1.4","5","1072","-35","-50","100","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10730101","1","0","1","101561","-30","0","210","0.9","1","1073","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101561"
"10730102","1","0","1","101561","-30","-120","200","1.1","2","1073","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101561"
"10730103","1","-5","1","101561","-30","65","200","1","3","1073","0","-10","100","-10","5","3","bgm_M64","1","1.1","0.65","101561"
"10730104","1","0","1","101561","-30","-110","200","1","4","1073","0","0","100","200","0","4","bgm_M64","1","1.4","1","101561"
"10730105","1.4","0","1","101562","-30","-70","290","1.35","5","1073","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101562"
"10740101","1","0","1","101001","-30","-50","210","0.7","1","1074","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101001"
"10740102","1","0","1","101001","-30","-110","240","1.1","2","1074","10","10","200","-260","0","2","bgm_M64","1","1.35","0.9","101001"
"10740103","1","-15","1","101001","-30","70","200","1","3","1074","-10","-10","100","-5","10","3","bgm_M64","1","1.15","0.75","101001"
"10740104","1","0","1","101001","-30","-110","200","1","4","1074","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101001"
"10740105","1.2","0","1","101011","-30","-40","250","1","5","1074","0","0","200","480","0","5","bgm_M55","1","1.3","1.2","101011"
"10750101","1","0","1","101021","-30","0","210","1.1","1","1075","20","0","100","-470","10","1","bgm_M64","1","1.45","0.8","101021"
"10750102","1","0","1","101021","-30","-120","200","0.7","2","1075","0","0","200","-250","10","2","bgm_M64","1","1","0.65","101021"
"10750103","1.4","-13","1","101021","-30","0","200","0.55","3","1075","-50","-60","150","-10","0","3","bgm_M64","1","0.9","0.6","101021"
"10750104","1","0","1","101021","-30","-100","200","1","4","1075","-30","0","100","200","0","4","bgm_M64","1","1.5","0.9","101021"
"10750105","1","0","1","101031","-30","0","220","1.6","5","1075","0","0","200","470","0","5","bgm_M55","1","1.8","1.4","101031"
"10760101","1","0","1","101041","-30","-110","210","0.9","1","1076","-25","-30","170","-480","10","1","bgm_M64","1","1","0.575","101041"
"10760102","1","0","1","101041","-30","-20","240","1","2","1076","-30","-30","250","-230","0","2","bgm_M64","1","1","0.7","101041"
"10760103","1","-15","1","101041","-30","-120","200","1","3","1076","-30","-10","100","15","0","3","bgm_M64","1","1.4","0.9","101041"
"10760104","1","0","1","101041","-30","40","200","1","4","1076","-60","-50","300","200","0","4","bgm_M64","1","1.3","0.8","101041"
"10760105","1","0","1","101042","-30","-55","210","1.35","5","1076","-50","0","150","450","0","5","bgm_M55","1.3","1.8","1.1","101042"
"10770101","1","0","1","101161","-30","-50","210","0.7","1","1077","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10770102","1","0","1","101161","-30","-120","200","1.1","2","1077","0","0","100","-270","10","2","bgm_M64","1","1.2","0.75","101161"
"10770103","1","0","1","101161","-30","70","200","1","3","1077","0","0","100","-10","0","3","bgm_M64","1","1.3","0.9","101161"
"10770104","1","0","1","101161","-30","-90","200","1","4","1077","0","0","200","200","0","4","bgm_M64","1","1.5","1","101161"
"10770105","1","-40","1","101162","-30","-70","280","1","5","1077","-50","-45","270","485","-10","5","bgm_M55","1.3","1.15","0.9","101162"
"10780101","1","0","1","101171","-30","-90","210","0.9","1","1078","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101171"
"10780102","1","0","1","101171","-30","20","240","1.1","2","1078","0","0","100","-225","0","2","bgm_M64","1","1.2","0.75","101171"
"10780103","1","-10","1","101171","-30","-65","200","1.1","3","1078","0","-10","100","0","0","3","bgm_M64","1","1.15","0.8","101171"
"10780104","1","0","1","101171","-30","0","200","0.9","4","1078","0","-10","100","230","0","4","bgm_M64","1","1","0.65","101171"
"10780105","1","-20","1","101172","-30","-30","250","1","5","1078","-50","0","200","475","10","5","bgm_M55","1","1.45","1","101172"
"10790101","1","0","1","101191","-30","-50","210","0.7","1","1079","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101191"
"10790102","1","0","1","101191","-30","-110","240","1.1","2","1079","10","10","200","-260","0","2","bgm_M64","1","1.35","0.9","101191"
"10790103","1","-15","1","101191","-30","65","200","1","3","1079","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101191"
"10790104","1","0","1","101191","-30","5","200","1.3","4","1079","0","-10","100","230","0","4","bgm_M64","1","1.35","0.9","101191"
"10790105","1.2","0","1","101192","-30","-70","280","1","5","1079","-50","-45","200","485","-10","5","bgm_M55","1","1.3","1.1","101192"
