8760059617c7db10eb2712e9521b759c0f26652cf34535031cabdfcdd9314d6d,969aef750832aa2322d9d06b6f1e900e1f7f23cea3d0e8a5c9637ff19fe25790,d397791ad1a2ac68c2dd8abb1942c5290247c5fd75a729c5164385733bb8ff58,d451a45b36c09243b12c9311c379315dea59ca9c47599231539a55d72d355545,f29c0bbe58f4e87a61126010a2a6b00252a675ba6a1e6a116d052e9c20aa2894,0569131beac2c64a1f41b9d04610239724274944e30fc816ae3c4741fb6830b4,54a12330411567ce9f079167a6183b09d3aa6f871e0f2ce889b199af7be42524,ccc11e5e2a4882e48aa2115815de536f9261b85359d98199920d8b4c92a92417,dd7d4ccecc9e47598d4d61b1dfc7626b37f46b01d2aa46755423246edd5bc2d1,4cc7532c535f8dabe746409115e1fb01fbdaf6e100c34be42b9dce79abbaef79,0b9fcfef558aabdbcd43e7c44f0dff41e516f54fb6a4550c15ef2b2ce2077c91,cd24908f0f41082ba517e0fef27c1cb4dca4419698981a1cac718cb018eef6f4,c3ba9ae8d94ed9b3aec3d1dfa26743af49a6c3756d791487a87d43fa28e9bae3,a014977e0251eb67791ec3ae2cbce4fced79822bb2af2d86cf49eea93e54d76b,fa3652dbc0f2b0187d52b5461377ba8e1c09874d344dfd0612a4ce6ed9317d93,3c509b7b066806e6c187aa3ce860d41d644a669d5555fc42b012c0b8f86a90e5
"32201","32202","322","0","319","32205","0","32203","8","32204","7","0","38","10074","0","3"
"32301","0","323","0","320","0","0","0","2","0","101","0","39","11015","0","3"
"32401","32402","324","0","321","32405","0","32403","5","32404","7","0","39","10072","0","3"
"32501","32502","325","0","322","32505","0","32503","8","32504","4","0","39","10045","0","3"
"32601","32602","326","0","323","32605","324","32603","5","32604","5","0","40","10056","325","3"
"32701","0","327","0","0","0","0","0","2","0","100","0","1","11002","0","4"
"32801","32802","328","0","0","32805","0","32803","5","32804","2","0","1","10023","0","4"
"32901","0","329","0","0","0","0","0","8","0","101","0","1","11015","0","4"
"33001","33002","330","0","327","33005","0","33003","2","33004","4","0","2","10041","0","4"
"33101","33102","331","0","328","33105","0","33103","5","33104","2","0","2","10024","0","4"
"33201","0","332","0","329","0","0","0","8","0","101","0","2","11012","0","4"
"33301","33302","333","0","330","33305","0","33303","2","33304","6","0","3","10063","0","4"
"33401","33402","334","0","331","33405","0","33403","5","33404","6","0","3","10064","0","4"
"33501","33502","335","0","332","33505","0","33503","8","33504","7","0","3","10075","0","4"
"33601","33602","336","0","333","33605","0","33603","2","33604","4","0","4","10044","0","4"
"33701","33702","337","0","334","33705","0","33703","5","33704","2","0","4","10021","0","4"
"33801","0","338","0","335","0","0","0","8","0","100","0","4","11003","0","4"
"33901","33902","339","0","336","33905","337","33903","5","33904","1","0","5","10016","338","4"
"34001","34002","340","0","339","34005","0","34003","2","34004","2","0","6","10023","0","4"
"34101","34102","341","0","339","34105","0","34103","5","34104","4","0","6","10042","0","4"
"34201","34202","342","0","339","34205","0","34203","8","34204","4","0","6","10045","0","4"
"34301","0","343","0","340","0","0","0","2","0","101","0","7","11014","0","4"
"34401","34402","344","0","341","34405","0","34403","5","34404","7","0","7","10071","0","4"
"34501","0","345","0","342","0","0","0","8","0","100","0","7","11005","0","4"
"34601","34602","346","0","343","34605","0","34603","2","34604","4","0","8","10042","0","4"
"34701","0","347","0","344","0","0","0","5","0","101","0","8","11013","0","4"
"34801","34802","348","0","345","34805","0","34803","8","34804","7","0","8","10074","0","4"
"34901","34902","349","0","346","34905","0","34903","2","34904","2","0","9","10022","0","4"
"35001","35002","350","0","347","35005","0","35003","5","35004","2","0","9","10024","0","4"
"35101","35102","351","0","348","35105","0","35103","8","35104","6","0","9","10061","0","4"
"35201","35202","352","0","349","35205","350","35203","5","35204","5","0","10","10056","351","4"
"35301","35302","353","0","352","35305","0","35303","2","35304","2","0","11","10025","0","4"
"35401","0","354","0","352","0","0","0","5","0","101","0","11","11011","0","4"
"35501","35502","355","0","352","35505","0","35503","8","35504","6","0","11","10064","0","4"
"35601","35602","356","0","353","35605","0","35603","2","35604","4","0","12","10042","0","4"
"35701","35702","357","0","354","35705","0","35703","5","35704","4","0","12","10041","0","4"
"35801","35802","358","0","355","35805","0","35803","8","35804","4","0","12","10045","0","4"
"35901","35902","359","0","356","35905","0","35903","2","35904","4","0","13","10043","0","4"
"36001","36002","360","0","357","36005","0","36003","5","36004","7","0","13","10073","0","4"
"36101","36102","361","0","358","36105","0","36103","8","36104","6","0","13","10065","0","4"
"36201","0","362","0","359","0","0","0","2","0","101","0","14","11014","0","4"
"36301","36302","363","0","360","36305","0","36303","5","36304","2","0","14","10022","0","4"
"36401","36402","364","0","361","36405","0","36403","8","36404","7","0","14","10072","0","4"
"36501","36502","365","0","362","36505","363","36503","5","36504","1","0","15","10016","364","4"
"36601","36602","366","0","365","36605","0","36603","2","36604","7","0","16","10071","0","4"
"36701","0","367","0","365","0","0","0","5","0","101","0","16","11013","0","4"
"36801","36802","368","0","365","36805","0","36803","8","36804","2","0","16","10025","0","4"
"36901","0","369","0","366","0","0","0","2","0","100","0","17","11004","0","4"
"37001","0","370","0","367","0","0","0","5","0","101","0","17","11012","0","4"
"37101","37102","371","0","368","37105","0","37103","8","37104","4","0","17","10044","0","4"
"37201","0","372","0","369","0","0","0","2","0","101","0","18","11015","0","4"
"37301","37302","373","0","370","37305","0","37303","5","37304","6","0","18","10061","0","4"
"37401","37402","374","0","371","37405","0","37403","8","37404","4","0","18","10041","0","4"
"37501","37502","375","0","372","37505","0","37503","2","37504","6","0","19","10062","0","4"
"37601","0","376","0","373","0","0","0","5","0","100","0","19","11002","0","4"
"37701","37702","377","0","374","37705","0","37703","8","37704","2","0","19","10024","0","4"
"37801","37802","378","0","375","37805","376","37803","5","37804","5","0","20","10056","377","4"
"37901","37902","379","0","378","37905","0","37903","2","37904","7","0","21","10072","0","4"
"38001","0","380","0","378","0","0","0","5","0","100","0","21","11001","0","4"
"38101","0","381","0","378","0","0","0","8","0","100","0","21","11005","0","4"
"38201","0","382","0","379","0","0","0","2","0","100","0","22","11003","0","4"
"38301","38302","383","0","380","38305","0","38303","5","38304","6","0","22","10062","0","4"
"38401","38402","384","0","381","38405","0","38403","8","38404","4","0","22","10043","0","4"
"38501","0","385","0","382","0","0","0","2","0","100","0","23","11004","0","4"
"38601","38602","386","0","383","38605","0","38603","5","38604","2","0","23","10021","0","4"
"38701","38702","387","0","384","38705","0","38703","8","38704","2","0","23","10022","0","4"
"38801","38802","388","0","385","38805","0","38803","2","38804","6","0","24","10065","0","4"
"38901","38902","389","0","386","38905","0","38903","5","38904","7","0","24","10074","0","4"
"39001","39002","390","0","387","39005","0","39003","8","39004","6","0","24","10063","0","4"
"39101","39102","391","0","388","39105","389","39103","5","39104","3","0","25","10036","390","4"
"39201","0","392","0","391","0","0","0","2","0","101","0","26","11011","0","4"
"39301","39302","393","0","391","39305","0","39303","5","39304","7","0","26","10075","0","4"
"39401","39402","394","0","391","39405","0","39403","8","39404","4","0","26","10044","0","4"
"39501","39502","395","0","392","39505","0","39503","2","39504","7","0","27","10073","0","4"
"39601","39602","396","0","393","39605","0","39603","5","39604","4","0","27","10042","0","4"
"39701","39702","397","0","394","39705","0","39703","8","39704","6","0","27","10062","0","4"
"39801","0","398","0","395","0","0","0","2","0","100","0","28","11005","0","4"
"39901","0","399","0","396","0","0","0","5","0","101","0","28","11011","0","4"
"40001","40002","400","0","397","40005","0","40003","8","40004","6","0","28","10063","0","4"
"40101","0","401","0","398","0","0","0","2","0","100","0","29","11001","0","4"
"40201","0","402","0","399","0","0","0","5","0","100","0","29","11004","0","4"
"40301","0","403","0","400","0","0","0","8","0","100","0","29","11003","0","4"
"40401","40402","404","0","401","40405","402","40403","5","40404","1","0","30","10016","403","4"
"40501","40502","405","0","404","40505","0","40503","2","40504","4","0","31","10041","0","4"
"40601","40602","406","0","404","40605","0","40603","5","40604","2","0","31","10025","0","4"
"40701","40702","407","0","404","40705","0","40703","8","40704","6","0","31","10064","0","4"
"40801","40802","408","0","405","40805","0","40803","2","40804","2","0","32","10023","0","4"
"40901","40902","409","0","406","40905","0","40903","5","40904","2","0","32","10021","0","4"
"41001","41002","410","0","407","41005","0","41003","8","41004","6","0","32","10065","0","4"
"41101","41102","411","0","408","41105","0","41103","2","41104","2","0","33","10022","0","4"
"41201","41202","412","0","409","41205","0","41203","5","41204","2","0","33","10024","0","4"
"41301","0","413","0","410","0","0","0","8","0","101","0","33","11013","0","4"
"41401","0","414","0","411","0","0","0","2","0","101","0","34","11012","0","4"
"41501","41502","415","0","412","41505","0","41503","5","41504","7","0","34","10075","0","4"
"41601","41602","416","0","413","41605","0","41603","8","41604","4","0","34","10044","0","4"
"41701","41702","417","0","414","41705","415","41703","5","41704","3","0","35","10036","416","4"
"41801","0","418","0","417","0","0","0","2","0","101","0","36","11014","0","4"
"41901","41902","419","0","417","41905","0","41903","5","41904","7","0","36","10073","0","4"
"42001","42002","420","0","417","42005","0","42003","8","42004","2","0","36","10025","0","4"
"42101","42102","421","0","418","42105","0","42103","2","42104","7","0","37","10071","0","4"
"42201","0","422","0","419","0","0","0","5","0","101","0","37","11015","0","4"
"42301","0","423","0","420","0","0","0","8","0","100","0","37","11001","0","4"
"42401","42402","424","0","421","42405","0","42403","2","42404","4","0","38","10043","0","4"
"42501","42502","425","0","422","42505","0","42503","5","42504","7","0","38","10074","0","4"
"42601","42602","426","0","423","42605","0","42603","8","42604","6","0","38","10061","0","4"
"42701","0","427","0","424","0","0","0","2","0","100","0","39","11002","0","4"
"42801","42802","428","0","425","42805","0","42803","5","42804","7","0","39","10072","0","4"
"42901","42902","429","0","426","42905","0","42903","8","42904","4","0","39","10045","0","4"
"43001","43002","430","0","427","43005","428","43003","5","43004","1","0","40","10016","429","4"
