62f0335873899906fc9651c5707547fc362378382117ada3933a2d6537d3f82e,9f783691d3a4c7505abaac2ee7dee366572f97cd57de833f55c58c3405656914,5852db45264d5a660743fca09bb2a90ccdef87337d1e662429d3a8377518cb87,d0fbbd0ea3ad2264e4a129aac29850b84a22176411708edee7a869dd828c6354,83ad1447164975f5b42d2e1946eae5744a273b23a1934ea226ac3b3252712cf4,eb8f7f2ac91cd64ac7fe1caf4f689ce37606c0c1cc31a9930db3a8012ed5ede5,a556aeec912761bbd79fd7de3e5f60d1c201e02cc20dca0fc3372091cd49970d,f39ae623fb910601efcc55530f043ac824a0f5da25383f1ced6fb95bd2fd154e,c2a19c6a16043aeec5114332deb2cea0acb846a892cd92442c86768bd82433bc,e2735cc3f370c1d3ca592d8e09d56d4e811edfca23e9ac7f40b8bd5ca059c604,ecb66d2fe11b68e6da7b2f551672167b5f56e374fee3f3fb96f00d9748f43597,01b3c2142e5b1f1bc3761e6167e2d896bfc555296174d951674c7168b8ef3860,ea7132c67f29718274a7610b4b4bde253b12198eda442e0436248a504503fe0d,a71ef4ab34fbbeb991b87dbca63935f5b4b4f552b3dfc00df688714953a7cb9e,668cc8a762fdc54467deeacc91f5e4d3b86b47f9809e8a2497d3f91a73d17b78,25ecd73a44a35963a0ab1b0441cdcf3be81af451f153798836b67879226b2eea,1f178f2d6fe4be1615d583612ab7257a5f313bda44e7af27c43cede5105d6310,ca599b573a3b6d70c29a701d301234c24c90b2f433614e66690940b0c6687fb8,0ebdaf415273350c893ca76c56cf38fd0ee9772962d4185cec82851dc1d703bf,c00108d22a7e506b9fa693429faeb9177ef590e6c0763c93b113f29858917488,f60cff304e74ac536bdf1b5c82c0cf32c8f26e40ec1a2c58e8bf6426eea7c738
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1037","4","1","12","250000","2","248"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1037","8","1","12","500000","2","249"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1037","12","1","12","750000","2","250"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1037","16","1","12","1000000","2","251"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1038","0","1","12","10000","0","252"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1038","4","1","12","250000","2","253"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1038","8","1","12","500000","2","254"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1038","12","1","12","750000","2","255"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1038","16","1","12","1000000","2","256"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1039","0","1","12","10000","0","257"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1039","4","1","12","250000","2","258"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1039","8","1","12","500000","2","259"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1039","12","1","12","750000","2","260"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1039","16","1","12","1000000","2","261"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1040","0","1","12","10000","0","262"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1040","4","1","12","250000","2","263"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1040","8","1","12","500000","2","264"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1040","12","1","12","750000","2","265"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1040","16","1","12","1000000","2","266"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1041","0","1","12","10000","0","267"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1041","4","1","12","250000","2","268"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1041","8","1","12","500000","2","269"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1041","12","1","12","750000","2","270"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1041","16","1","12","1000000","2","271"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1042","0","1","12","10000","0","272"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1042","4","1","12","250000","2","273"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1042","8","1","12","500000","2","274"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1042","12","1","12","750000","2","275"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1042","16","1","12","1000000","2","276"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1043","0","1","12","10000","0","277"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1043","4","1","12","250000","2","278"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1043","8","1","12","500000","2","279"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1043","12","1","12","750000","2","280"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1043","16","1","12","1000000","2","281"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1044","0","1","12","10000","0","282"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1044","4","1","12","250000","2","283"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1044","8","1","12","500000","2","284"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1044","12","1","12","750000","2","285"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1044","16","1","12","1000000","2","286"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1045","0","1","12","10000","0","287"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1045","4","1","12","250000","2","288"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1045","8","1","12","500000","2","289"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1045","12","1","12","750000","2","290"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1045","16","1","12","1000000","2","291"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1046","0","1","12","10000","0","292"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1046","4","1","12","250000","2","293"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1046","8","1","12","500000","2","294"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1046","12","1","12","750000","2","295"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1046","16","1","12","1000000","2","296"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1047","0","1","12","10000","0","297"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1047","4","1","12","250000","2","298"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1047","8","1","12","500000","2","299"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1047","12","1","12","750000","2","300"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1047","16","1","12","1000000","2","301"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1048","0","1","12","10000","0","302"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1048","4","1","12","250000","2","303"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1048","8","1","12","500000","2","304"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1048","12","1","12","750000","2","305"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1048","16","1","12","1000000","2","306"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1049","0","1","12","10000","0","307"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1049","4","1","12","250000","2","308"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1049","8","1","12","500000","2","309"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1049","12","1","12","750000","2","310"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1049","16","1","12","1000000","2","311"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1050","0","1","12","10000","0","312"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1050","4","1","12","250000","2","313"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1050","8","1","12","500000","2","314"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1050","12","1","12","750000","2","315"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1050","16","1","12","1000000","2","316"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1051","0","1","12","10000","0","317"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1051","4","1","12","250000","2","318"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1051","8","1","12","500000","2","319"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1051","12","1","12","750000","2","320"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1051","16","1","12","1000000","2","321"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1052","0","1","12","10000","0","322"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1052","4","1","12","250000","2","323"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1052","8","1","12","500000","2","324"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1052","12","1","12","750000","2","325"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1052","16","1","12","1000000","2","326"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1053","0","1","12","10000","0","327"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1053","4","1","12","250000","2","328"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1053","8","1","12","500000","2","329"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1053","12","1","12","750000","2","330"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1053","16","1","12","1000000","2","331"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1054","0","1","12","10000","0","332"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1054","4","1","12","250000","2","333"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1054","8","1","12","500000","2","334"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1054","12","1","12","750000","2","335"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1054","16","1","12","1000000","2","336"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1055","0","1","12","10000","0","337"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1055","4","1","12","250000","2","338"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1055","8","1","12","500000","2","339"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1055","12","1","12","750000","2","340"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1055","16","1","12","1000000","2","341"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1056","0","1","12","10000","0","342"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1056","4","1","12","250000","2","343"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1056","8","1","12","500000","2","344"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1056","12","1","12","750000","2","345"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1056","16","1","12","1000000","2","346"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1057","0","1","12","10000","0","347"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1057","4","1","12","250000","2","348"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1057","8","1","12","500000","2","349"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1057","12","1","12","750000","2","350"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1057","16","1","12","1000000","2","351"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1058","0","1","12","10000","0","352"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1058","4","1","12","250000","2","353"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1058","8","1","12","500000","2","354"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1058","12","1","12","750000","2","355"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1058","16","1","12","1000000","2","356"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1059","0","1","12","10000","0","357"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1059","4","1","12","250000","2","358"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1059","8","1","12","500000","2","359"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1059","12","1","12","750000","2","360"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1059","16","1","12","1000000","2","361"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1060","0","1","12","10000","0","362"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1060","4","1","12","250000","2","363"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1060","8","1","12","500000","2","364"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1060","12","1","12","750000","2","365"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1060","16","1","12","1000000","2","366"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1061","0","1","12","10000","0","367"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1061","4","1","12","250000","2","368"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1061","8","1","12","500000","2","369"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1061","12","1","12","750000","2","370"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1061","16","1","12","1000000","2","371"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1063","0","1","12","10000","0","372"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1063","4","1","12","250000","2","373"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1063","8","1","12","500000","2","374"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1063","12","1","12","750000","2","375"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1063","16","1","12","1000000","2","376"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1064","0","1","12","10000","0","377"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1064","4","1","12","250000","2","378"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1064","8","1","12","500000","2","379"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1064","12","1","12","750000","2","380"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1064","16","1","12","1000000","2","381"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1065","0","1","12","10000","0","382"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1065","4","1","12","250000","2","383"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1065","8","1","12","500000","2","384"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1065","12","1","12","750000","2","385"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1065","16","1","12","1000000","2","386"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1066","0","1","12","10000","0","387"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1066","4","1","12","250000","2","388"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1066","8","1","12","500000","2","389"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1066","12","1","12","750000","2","390"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1066","16","1","12","1000000","2","391"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1067","0","1","12","10000","0","392"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1067","4","1","12","250000","2","393"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1067","8","1","12","500000","2","394"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1067","12","1","12","750000","2","395"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1067","16","1","12","1000000","2","396"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1068","0","1","12","10000","0","397"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1068","4","1","12","250000","2","398"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1068","8","1","12","500000","2","399"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1068","12","1","12","750000","2","400"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1068","16","1","12","1000000","2","401"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1069","0","1","12","10000","0","402"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1069","4","1","12","250000","2","403"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1069","8","1","12","500000","2","404"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1069","12","1","12","750000","2","405"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1069","16","1","12","1000000","2","406"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1070","0","1","12","10000","0","407"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1070","4","1","12","250000","2","408"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1070","8","1","12","500000","2","409"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1070","12","1","12","750000","2","410"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1070","16","1","12","1000000","2","411"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1071","0","1","12","10000","0","412"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1071","4","1","12","250000","2","413"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1071","8","1","12","500000","2","414"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1071","12","1","12","750000","2","415"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1071","16","1","12","1000000","2","416"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1072","0","1","12","10000","0","417"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1072","4","1","12","250000","2","418"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1072","8","1","12","500000","2","419"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1072","12","1","12","750000","2","420"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1072","16","1","12","1000000","2","421"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1073","0","1","12","10000","0","422"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1073","4","1","12","250000","2","423"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1073","8","1","12","500000","2","424"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1073","12","1","12","750000","2","425"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1073","16","1","12","1000000","2","426"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1074","0","1","12","10000","0","427"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1074","4","1","12","250000","2","428"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1074","8","1","12","500000","2","429"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1074","12","1","12","750000","2","430"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1074","16","1","12","1000000","2","431"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1075","0","1","12","10000","0","432"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1075","4","1","12","250000","2","433"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1075","8","1","12","500000","2","434"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1075","12","1","12","750000","2","435"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1075","16","1","12","1000000","2","436"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1076","0","1","12","10000","0","437"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1076","4","1","12","250000","2","438"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1076","8","1","12","500000","2","439"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1076","12","1","12","750000","2","440"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1076","16","1","12","1000000","2","441"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1077","0","1","12","10000","0","442"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1077","4","1","12","250000","2","443"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1077","8","1","12","500000","2","444"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1077","12","1","12","750000","2","445"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1077","16","1","12","1000000","2","446"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1078","0","1","12","10000","0","447"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1078","4","1","12","250000","2","448"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1078","8","1","12","500000","2","449"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1078","12","1","12","750000","2","450"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1078","16","1","12","1000000","2","451"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1079","0","1","12","10000","0","452"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1079","4","1","12","250000","2","453"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1079","8","1","12","500000","2","454"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1079","12","1","12","750000","2","455"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1079","16","1","12","1000000","2","456"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1080","0","1","12","10000","0","457"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1080","4","1","12","250000","2","458"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1080","8","1","12","500000","2","459"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1080","12","1","12","750000","2","460"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1080","16","1","12","1000000","2","461"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1081","0","1","12","10000","0","462"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1081","4","1","12","250000","2","463"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1081","8","1","12","500000","2","464"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1081","12","1","12","750000","2","465"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1081","16","1","12","1000000","2","466"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1082","0","1","12","10000","0","467"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1082","4","1","12","250000","2","468"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1082","8","1","12","500000","2","469"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1082","12","1","12","750000","2","470"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1082","16","1","12","1000000","2","471"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1083","0","1","12","10000","0","472"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1083","4","1","12","250000","2","473"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1083","8","1","12","500000","2","474"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1083","12","1","12","750000","2","475"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1083","16","1","12","1000000","2","476"
