e7e0af9f0a9c17cfb61c5837b3f0ca2d8b6e74f33a449a325298415390ce1edd,02a7def473bd67c4c875200b381f99cf44ef85a41b60cb98eb44811c15615f49,a6b13e10aedaf66364bee26022bff66702a11a1bb1cd2a849b51d034b3e4cdcb,f3430f4fe1d3a9f698aaf6526a13fb4c9ec7307fb25cf2d97f3568949f5ecb8d,924460479590bd289fcd116ccefd82542e8ee9c8e097b98a5311e69f5d6e3c57,058393f3e06cb018d161fc55f6e0ccb0b1d243380ac8a18bf000b209e6ad9e60,b486c8fa185b44bc310423a487e1b92c3de9b8fc026560e3a43ced12fd0571fd,f5bcb98dd65a042d0aa74225d8b7937eb2deffeb4212285115871525a38b8507,d921be8f07186053e5f26ff180e396fd0e867e678d85b3b3b12fee4de04083d5,494049a9b4ea43a45a9116aaa28e80ac9b0ce7d0df09358327aeab4846d4304a,3f4918204d67e08cf13385b1e2cb7a21511e695424f30334d5c7fd4734021dfd
"3","","0.5","","203","3","1","","nyx_203_yukari_03","12030035",""
"3","","0.5","","203","103431","1","","nyx_203_yukari_03","12030036",""
"11","","","","203","103431","10","","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","12030037",""
"91","","","","203","0","","","","12030038",""
"93","","","","203","0.1","","","","12030039",""
"3","","0.2","","203","3","0","1","nyx_203_yukari_06","12030040","nyx_203_yukari_05"
"3","","0.2","","203","103431","0","1","nyx_203_yukari_06","12030041","nyx_203_yukari_05"
"93","","","","203","0.5","","","","12030042",""
"3","0.2","0.2","","203","103231","0","1","nyx_lookup","12030043","nyx_cmn_05"
"93","","","","203","2","","","","12030044",""
"12","","","","203","103231","1","","1","12030045",""
"4","","","","203","3","","","1","12030046",""
"4","","","","203","103431","","","1","12030047",""
"3","","0.2","","203","3","0","","nyx_203_yukari_04","12030048",""
"3","","0.2","","203","103431","0","","nyx_203_yukari_04","12030049",""
"2","","","","203","3","-10","0","-245","12030050","0.67"
"2","","","","203","103431","-10","0","-245","12030051","0.67"
"93","","","","203","0.67","","","","12030052",""
"93","","","","203","0.83","","","","12030053",""
"2","","","","203","3","-10","0","-265","12030054","0.5"
"2","","","","203","103431","-10","0","-265","12030055","0.5"
"93","","","","203","0.5","","","","12030056",""
"2","","","","203","3","-10","0","-328","12030057","0.67"
"2","","","","203","103431","-10","0","-328","12030058","0.67"
"3","","0.2","","203","103231","1","","nyx_cmn_04","12030059",""
"3","0.2","0.2","","203","104831","0","1","nyx_lookup","12030060","nyx_idle_sad"
"93","","","","203","0.67","","","","12030061",""
"2","","","","203","3","-10","0","-330","12030062","0.67"
"2","","","","203","103431","-10","0","-330","12030063","0.67"
"93","","","","203","0.67","","","","12030064",""
"3","","0.2","","203","3","0","1","nyx_203_yukari_05","12030065","nyx_203_yukari_06"
"3","","0.2","","203","103431","0","1","nyx_203_yukari_05","12030066","nyx_203_yukari_06"
"93","","","","203","0.66","","","","12030067",""
"12","","","","203","104831","1","","12","12030068",""
"93","","","","203","2","","","","12030069",""
"12","","","","203","103431","1","","9","12030070",""
"3","0.2","0.2","","203","104631","0","1","nyx_lookup","12030071","nyx_talk_sad"
"4","","","","203","3","","","0","12030072",""
"4","","","","203","103431","","","0","12030073",""
"3","","0.2","","203","3","0","","nyx_203_yukari_04","12030074",""
"3","","0.2","","203","103431","0","","nyx_203_yukari_04","12030075",""
"2","","","","203","3","-10","0","-285","12030076","0.67"
"2","","","","203","103431","-10","0","-285","12030077","0.67"
"93","","","","203","0.67","","","","12030078",""
"93","","","","203","0.83","","","","12030079",""
"2","","","","203","3","-10","0","-265","12030080","0.5"
"2","","","","203","103431","-10","0","-265","12030081","0.5"
"93","","","","203","0.5","","","","12030082",""
"2","","","","203","3","-10","0","-202","12030083","0.67"
"2","","","","203","103431","-10","0","-202","12030084","0.67"
"12","","","","203","104631","1","","5","12030085",""
"93","","","","203","0.67","","","","12030086",""
"2","","","","203","3","-10","0","-200","12030087","0.67"
"2","","","","203","103431","-10","0","-200","12030088","0.67"
"93","","","","203","0.67","","","","12030089",""
"3","","0.2","","203","3","1","","nyx_203_yukari_05","12030090",""
"3","","0.2","","203","103431","1","","nyx_203_yukari_05","12030091",""
"93","","","","203","0.66","","","","12030092",""
"3","","0.2","","203","104631","1","","nyx_idle_sad","12030093",""
"12","","","","203","103431","1","","6","12030094",""
"4","","","","203","3","","","0","12030095",""
"4","","","","203","103431","","","0","12030096",""
"93","","","","203","1","","","","12030097",""
"101","","","","203","12030039","","","","12030098",""
"1","1","1.2","nyx_204_mifuyu_01","204","1","110","28.5","104831","12040001","121.8"
"5","1","1.2","nyx_204_mifuyu_01","204","2","120","28.5","2","12040002","121.8"
"1","0","1.2","nyx_idle_normal","204","1","110","-286.1","103431","12040003","-278"
"1","1","1.2","nyx_idle_normal","204","1","140","-286.1","104631","12040004","283.5"
"1","0","1.2","nyx_idle_normal","204","1","110","-286.1","103231","12040005","-413"
"31","","1","","204","2","0","1","1","12040006","0"
"5","0","1.2","nyx_yagura_up_harf","204","3","130","-278","3","12040007","109"
"31","","1","","204","14","-111","1","2","12040008","34"
"25","","","","204","bgm_M347","","","bgm_M347","12040009",""
"93","","","","204","2","","","","12040010",""
"3","","0.2","","204","104831","1","","nyx_204_mifuyu_01","12040011",""
"3","","0.2","","204","2","1","","nyx_204_mifuyu_01","12040012",""
"11","","0","","204","104831","10","","とうとう完成…\nしてしまったわね…","12040013",""
"93","","","","204","0.2","","","","12040014",""
"3","0.2","0.2","","204","104631","0","1","nyx_lookup","12040015","nyx_204_akino_01_loop"
"93","","","","204","0.5","","","","12040016",""
"3","","0.2","","204","104831","1","","nyx_204_mifuyu_02","12040017",""
"3","","0.2","","204","2","1","","nyx_204_mifuyu_02","12040018",""
"91","","","","204","12040013","","","","12040019",""
"11","","0","","204","104831","10","","設計段階より\n明らかに機能が\n増やされてるわ…","12040020",""
"93","","","","204","1.5","","","","12040021",""
"3","0.2","0.2","","204","103431","0","1","nyx_lookup","12040022","nyx_lookup_loop"
"91","","","","204","12040020","","","","12040023",""
"93","","","","204","0.2","","","","12040024",""
"3","","0.2","","204","103231","0","","nyx_204_akino_01","12040025",""
"11","","","","204","103231","10","","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","12040026",""
"93","","","","204","1","","","","12040027",""
"3","","0.2","","204","103231","1","","nyx_204_akino_02","12040028",""
"91","","","","204","12040026","","","","12040029",""
"93","","","","204","0.5","","","","12040030",""
"11","","0","","204","104831","10","","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","12040031",""
"93","","","","204","0.2","","","","12040032",""
"3","0.2","0.2","","204","104831","1","","nyx_204_mifuyu_03","12040033",""
"3","0.2","0.2","","204","2","1","","nyx_204_mifuyu_03","12040034",""
"93","","","","204","3","","","","12040035",""
"91","","","","204","12040031","","","","12040036",""
"3","","","","204","104631","1","","nyx_talk_sad","12040037",""
"11","","","","204","104631","10","","ど、どうして\n震えてるにゃ？\nミフユ…","12040038",""
"91","","","","204","0","","","","12040039",""
"3","0.3","0.3","","204","104831","0","1","nyx_204_mifuyu_04","12040040","nyx_204_mifuyu_05"
"3","0.3","0.3","","204","2","0","1","nyx_204_mifuyu_04","12040041","nyx_204_mifuyu_05"
"11","","0","","204","104831","10","","当たり前です！\nなんですかこの\n無駄だらけな機能！","12040042",""
"93","","","","204","0.6","","","","12040043",""
"3","0.2","0.3","","204","104631","0","1","cmn_shock_def_N","12040044","nyx_idle_surprise2"
"3","0.2","0.3","","204","103431","0","1","cmn_shock_def_N","12040045","nyx_idle_sad"
"3","0.2","0.3","","204","103231","0","1","cmn_shock_def_N","12040046","nyx_idle_surprise1"
"93","","","","204","1.5","","","","12040047",""
"91","","","","204","12040042","","","","12040048",""
"11","","0","","204","104831","10","","どこを見ても\n無駄ばかり…\n非効率すぎる…！","12040049",""
"91","","","","204","0","","","","12040050",""
"3","0.3","0.3","","204","103431","1","","nyx_talk_sad","12040051",""
"11","","","","204","103431","10","","お、落ち着いて\nミフユさん…\n仕方がなかったの…","12040052",""
"91","","","","204","0","","","","12040053",""
"11","","0","","204","104831","10","","こんなの\n落ち着けるわけ\nないでしょーっ！","12040054",""
"93","","","","204","2.7","","","","12040055",""
"3","0.3","0.3","","204","103431","1","","nyx_cmn_03","12040056",""
"3","0.3","0.3","","204","104831","0","1","nyx_204_mifuyu_07","12040057","nyx_204_mifuyu_06"
"3","0.3","0.3","","204","2","0","1","nyx_204_mifuyu_07","12040058","nyx_204_mifuyu_06"
"91","","","","204","12040052","","","","12040059",""
"93","","","","204","0.5","","","","12040060",""
"4","","","","204","103431","1","","0","12040061",""
"93","","","","204","0.5","","","","12040062",""
"12","","","","204","103431","1","","2","12040063",""
"93","","","","204","1.5","","","","12040064",""
"12","","","","204","104631","1","","17","12040065",""
"3","0.3","0.3","","204","104631","1","","nyx_talk_sad","12040066",""
"93","","","","204","1.5","","","","12040067",""
"4","","","","204","103431","1","","1","12040068",""
"3","0.3","0.3","","204","104631","1","","nyx_idle_sad","12040069",""
"93","","","","204","0.2","","","","12040070",""
"12","","","","204","103231","1","","7","12040071",""
"3","0.2","0.3","","204","103231","0","1","nyx_talk_joy1","12040072","cmn_pose02_def_N"
"93","","","","204","0.1","","","","12040073",""
"3","0.3","0.3","","204","103431","1","","nyx_talk_sad","12040074",""
"93","","","","204","2","","","","12040075",""
"12","","","","204","104831","1","","15","12040076",""
"93","","","","204","2","","","","12040077",""
"101","","","","204","12040061","","","1","12040078",""
"1","0","1.2","nyx_301_yuni_01","301","1","110","-277","111031","13010001","-135"
"31","","1","","301","3","0","1","1","13010002","0"
"31","","1","","301","17","40","1","2","13010003","-195"
"31","","0","","301","18","40","1","3","13010004","-195"
"31","","0","","301","19","40","1","4","13010005","-195"
"25","","","","301","bgm_M347","","","bgm_M347","13010006",""
"93","","","","301","2","","","","13010007",""
"11","","","","301","111031","10","","なかよしX…\nあれは実に\n浪漫の結晶だった…","13010008",""
"91","","","","301","0","","","1","13010009",""
"11","","","","301","111031","10","","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","13010010",""
"91","","","","301","0","","","1","13010011",""
"93","","","","301","0.6","","","","13010012",""
"3","","0.2","","301","111031","1","","nyx_103_yuni_02","13010013",""
"11","","","","301","111031","10","","というわけで\nなかよしXの残骸を\n集めてみたわけだが","13010014",""
"91","","","","301","0","","","1","13010015",""
"3","0.2","0.2","","301","111031","0","","cmn_pose02_def_N","13010016","nyx_idle_normal"
"11","","","","301","111031","10","","これらをリペアして\n単に組み直したとて\n模造品でしかない","13010017",""
"91","","","","301","0","","","1","13010018",""
"3","","0.2","","301","111031","0","1","nyx_103_yuni_03","13010019","nyx_103_yuni_04"
"11","","","","301","111031","10","","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","13010020",""
"91","","","","301","0","","","1","13010021",""
"3","","0.2","","301","111031","1","","cmn_pose02_def_N","13010022",""
"11","","","","301","111031","10","","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","13010023",""
"91","","","","301","0","","","","13010024",""
"93","","","","301","0.5","","","","13010025",""
"3","","0.2","","301","111031","1","","nyx_301_yuni_03","13010026",""
"11","","","","301","111031","10","","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","13010027",""
"91","","","","301","0","","","1","13010028",""
"11","","","","301","111031","10","","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","13010029",""
"91","","","","301","0","","","1","13010030",""
"3","","0.2","","301","111031","1","","nyx_301_yuni_01","13010031",""
"11","","","","301","111031","10","","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","13010032",""
"91","","","","301","0","","","","13010033",""
"93","","","","301","2","","","","13010034",""
"4","","","","301","111031","","","1","13010035",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010036",""
"2","","","","301","111031","-277","","-230","13010037","1.5"
"93","","","","301","1.5","","","","13010038",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010039","nyx_idle_normal"
"93","","","","301","3","","","","13010040",""
"4","","","","301","111031","","","0","13010041",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010042",""
"2","","","","301","111031","-277","","-95","13010043","1.5"
"93","","","","301","1.5","","","","13010044",""
"12","","","","301","111031","1","","12","13010045",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010046","nyx_idle_normal"
"93","","","","301","0.4","","","","13010047",""
"32","","","","301","3","","","1","13010048",""
"93","","","","301","2.6","","","","13010049",""
"4","","","","301","111031","","","1","13010050",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010051",""
"2","","","","301","111031","-277","","-230","13010052","1.5"
"93","","","","301","1.5","","","","13010053",""
"12","","","","301","111031","1","","13","13010054",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010055","nyx_idle_normal"
"93","","","","301","3","","","","13010056",""
"4","","","","301","111031","","","0","13010057",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010058",""
"2","","","","301","111031","-277","","-95","13010059","1.5"
"93","","","","301","1.5","","","","13010060",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010061","nyx_idle_normal"
"93","","","","301","0.4","","","","13010062",""
"32","","","","301","4","","","1","13010063",""
"93","","","","301","2.6","","","","13010064",""
"4","","","","301","111031","","","1","13010065",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010066",""
"2","","","","301","111031","-277","","-230","13010067","1.5"
"93","","","","301","1.5","","","","13010068",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010069","nyx_idle_normal"
"93","","","","301","3","","","","13010070",""
"4","","","","301","111031","","","0","13010071",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010072",""
"2","","","","301","111031","-277","","165","13010073","4"
"93","","","","301","4","","","","13010074",""
"12","","","","301","111031","1","","12","13010075",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010076","nyx_idle_normal"
"93","","","","301","3","","","","13010077",""
"4","","","","301","111031","","","1","13010078",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010079",""
"2","","","","301","111031","-277","","-230","13010080","4"
"93","","","","301","4","","","","13010081",""
"12","","","","301","111031","1","","17","13010082",""
"3","0.2","0.2","","301","111031","0","1","cmn_pose02_def_N","13010083","nyx_idle_normal"
"93","","","","301","4","","","","13010084",""
"4","","","","301","111031","","","0","13010085",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010086",""
"2","","","","301","111031","-277","","165","13010087","4"
"93","","","","301","4","","","","13010088",""
"3","0.2","0.2","","301","111031","0","0","nyx_301_yuni_02","13010089","nyx_303_yuni_01"
"93","","","","301","2.4","","","","13010090",""
"12","","","","301","111031","1","","7","13010091",""
"93","","","","301","1.6","","","","13010092",""
"4","","","","301","111031","","","1","13010093",""
"3","","0.2","","301","111031","1","","cmn_walk_def_N","13010094",""
"2","","","","301","111031","-277","","-230","13010095","4"
"93","","","","301","4","","","","13010096",""
"12","","","","301","111031","1","","2","13010097",""
"3","0.2","0.2","","301","111031","0","1","nyx_301_yuni_02","13010098","cmn_pose02_def_N"
"93","","","","301","4","","","","13010099",""
"101","","","","301","13010071","","","","13010100",""
"1","1","1.2","nyx_idle_normal","302","1","110","-277","111031","13020001","4000"
"5","1","1.2","NoItem","302","2","120","-277","2","13020002","-200"
"31","","1","","302","3","0","1","1","13020003","0"
"31","","0","","302","20","-110","1","3","13020004","-240"
"31","","1","","302","21","40","1.2","4","13020005","-195"
"25","","","","302","bgm_M347","","","bgm_M347","13020006",""
"93","","","","302","2","","","","13020007",""
"3","0.2","","","302","111031","0","1","nyx_302_yuni_01","13020008","nyx_idle_normal"
"2","","","","302","111031","-277","","-200","13020009","0"
"2","","","","302","2","-279","","-200","13020010","0"
"11","","","","302","111031","10","","…ぷはーっ！","13020011",""
"93","","","","302","0","","","","13020012",""
"32","","","","302","3","","","1","13020013",""
"91","","","","302","13020011","","","","13020014",""
"11","","","","302","111031","10","","いかんいかん\n資材の山に埋もれて\nしまうところだった","13020015",""
"91","","","","302","0","","","","13020016",""
"3","","0.2","","302","2","0","1","nyx_302_yuni_02","13020017","NoItem"
"3","0.2","0.2","","302","111031","0","1","nyx_302_yuni_02","13020018","nyx_idle_normal"
"11","","","","302","111031","10","","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","13020019",""
"93","","","","302","5","","","","13020020",""
"4","","","","302","111031","","","0","13020021",""
"3","","0.2","","302","111031","1","","nyx_cmn_03","13020022",""
"11","","","","302","111031","10","","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","13020023",""
"91","","","","302","0","","","","13020024",""
"3","","0.2","","302","111031","1","","nyx_301_yuni_01","13020025",""
"11","","","","302","111031","10","","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","13020026",""
"91","","","","302","0","","","1","13020027",""
"11","","","","302","111031","10","","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","13020028",""
"91","","","","302","0","","","1","13020029",""
"3","","0.2","","302","111031","0","1","nyx_302_yuni_03","13020030","nyx_302_yuni_04"
"11","","","","302","111031","10","","是非もなし\nいざ往かん！","13020031",""
"91","","","","302","0","","","1","13020032",""
"93","","","","302","1.5","","","","13020033",""
"11","","","","302","111031","10","","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","13020034",""
"91","","","","302","0","","","","13020035",""
"93","","","","302","6","","","","13020036",""
"12","","","","302","111031","1","","2","13020037",""
"93","","","","302","4","","","","13020038",""
"12","","","","302","111031","1","","4","13020039",""
"93","","","","302","4","","","","13020040",""
"101","","","","302","13020036","","","","13020041",""
"1","1","1.2","nyx_303_yuni_07","303","1","110","-221.5","111031","13030001","49"
"31","","1","","303","4","0","1","1","13030002","0"
"25","","","","303","bgm_M347","","","bgm_M347","13030003",""
"93","","","","303","2","","","","13030004",""
"11","","","","303","111031","10","","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","13030005",""
"91","","","","303","0","","","","13030006",""
"3","","0.2","","303","111031","1","","nyx_303_yuni_01_noshadow","13030007",""
"11","","","","303","111031","10","","ふふふ…我ながら\n納得の出来栄え…","13030008",""
"91","","","","303","0","","","","13030009",""
"11","","","","303","111031","10","","外観の完成度も\nさることながら\n特筆すべきは機能だ","13030010",""
"91","","","","303","0","","","","13030011",""
"3","","0.2","","303","111031","1","","nyx_303_yuni_03","13030012",""
"11","","","","303","111031","10","","試しに動作試験を\nしてみるとしよう","13030013",""
"91","","","","303","0","","","","13030014",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_02","13030015","nyx_303_yuni_04"
"93","","","","303","3","","","","13030016",""
"3","","0.2","","303","111031","1","","nyx_303_yuni_07","13030017",""
"11","","","","303","111031","10","","ふむ…\n表情映写の動作に\n問題はないようだ","13030018",""
"91","","","","303","0","","","","13030019",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_09","13030020","nyx_303_yuni_04"
"11","","","","303","111031","10","","次はいずれの機能を\n試してみるか…","13030021",""
"91","","","","303","0","","","","13030022",""
"93","","","","303","0.5","","","","13030023",""
"11","","","","303","111031","10","","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","13030024",""
"93","","","","303","1.5","","","","13030025",""
"3","","0.2","","303","111031","0","","nyx_303_yuni_02","13030026",""
"93","","","","303","1","","","","13030027",""
"3","","0.2","","303","111031","0","1","nyx_303_yuni_06","13030028","nyx_303_yuni_05"
"93","","","","303","2","","","","13030029",""
"11","","","","303","111031","10","","…危ない危ない\n自爆装置を起動して\nしまうところだった","13030030",""
"93","","","","303","0.1","","","","13030031",""
"3","","0.2","","303","111031","1","","nyx_303_yuni_08","13030032",""
"91","","","","303","13030030","","","","13030033",""
"93","","","","303","2","","","","13030034",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_09","13030035","nyx_303_yuni_04"
"93","","","","303","2","","","","13030036",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_02","13030037","nyx_303_yuni_03"
"93","","","","303","1.8","","","","13030038",""
"12","","","","303","111031","1","","6","13030039",""
"93","","","","303","3.2","","","","13030040",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_09","13030041","nyx_303_yuni_04"
"93","","","","303","2","","","","13030042",""
"3","0.2","0.2","","303","111031","0","1","nyx_303_yuni_02","13030043","nyx_303_yuni_08"
"93","","","","303","1.8","","","","13030044",""
"12","","","","303","111031","1","","2","13030045",""
"93","","","","303","1.2","","","","13030046",""
"101","","","","303","13030034","","","","13030047",""
