8296503cb4dc787dca27cb6354f5a7142459bbf3cdfa7d67eb51b09f78a22afd,8b349654e5632e0715459815df70ed85f0db9c46e423520533a3764e6bd86522,b7c7c8045a9e85c08a3e9ebc49c15c8461ab6e3111de818875c446b5d0717ec7,189836b612b95c58374d981e9877bf7b4ff8fcb1b79f131688260fe542013f8d,244892b3725b0b918675c96f8126365cbac6ba079a5bff0b240080ad4d36c657,f33626a05c6667381e87d17fb97ad01ca825e4421ce96014ecc8a7495a3cbc44,84275b47d4e28ba2af3e052d5fd9b9aa378c740db454ad90016194486218b3d8,437ccd3910723c7edc516fdab40b87ff81a82487be37ccd81410adfe1721816b,c6ce44cfbd31356e1be6515a8f097aff1e7f2a05dd0e5835d7e6f5ab285ccb16,f92af8a29a4d4a34693df09d26ac6b83f6eceb083ef9cb035e1233d035d3a5ac,58a913dea310756ddc10f4d171175e7eb43ddc61ffca97628ff4c2d95ec6a246
"","svd_idle_memory","","113511","1","3","1007005","","1007005074","","0.2"
"","7","","113411","1","12","1007005","0","1007005075","","0"
"","svd_talk_thinking","","113411","1","3","1007005","","1007005076","1","0.2"
"","","","3","","93","1007005","","1007005077","",""
"","svd_idle_thinking","","113411","1","3","1007005","","1007005078","1","0.2"
"","6","","113511","1","12","1007005","0","1007005079","","0"
"","svd_talk_normal","","113511","1","3","1007005","","1007005080","","0.2"
"","","","3","","93","1007005","","1007005081","",""
"","svd_idle_normal","","113511","1","3","1007005","","1007005082","","0.2"
"","9","","113411","1","12","1007005","0","1007005083","","0"
"","svd_talk_memory","","113411","1","3","1007005","","1007005084","1","0.2"
"","","","3","","93","1007005","","1007005085","",""
"","svd_idle_memory","","113411","1","3","1007005","","1007005086","1","0.2"
"","","","1007005071","","101","1007005","","1007005087","",""
"","1","1","333","1","6","1007005","0","1007005088","0","1"
"","1","","113511","","4","1007005","","1007005089","",""
"","svd_run","","113511","1","3","1007005","","1007005090","","0.2"
"","-750","0.8","113511","-300","2","1007005","","1007005091","0",""
"","0","","113411","","4","1007005","","1007005092","",""
"","svd_run","","113411","1","3","1007005","","1007005093","","0.2"
"","750","0.8","113411","-300","2","1007005","","1007005094","0",""
"","","","0.6","","93","1007005","","1007005095","",""
"","1","1","113511","1","6","1007005","0","1007005096","0","0.2"
"","1","1","113411","1","6","1007005","0","1007005097","0","0.2"
"","","","0","","91","1007005","","1007005098","",""
"svd_idle_normal","113511","-750","2","100","5","1007006","0","1007006001","-300","2.08"
"svd_idle_normal","113411","650","1","100","5","1007006","1","1007006002","-300","2.08"
"svd_white_loop","333","0","3","0","5","1007006","0","1007006003","0","1"
"","1","1","333","1","6","1007006","0","1007006004","0","0"
"","2","0","113511","0","7","1007006","","1007006005","",""
"","-750","0.5","113511","-300","2","1007006","","1007006006","0",""
"","1","1","113411","1","6","1007006","0","1007006007","0","0"
"","17","-40","7","-140","31","1007006","","1007006008","0.8","0"
"","2","0","17","0","34","1007006","","1007006009","",""
"","","","1","","93","1007006","","1007006010","",""
"","1","1","333","1","6","1007006","0","1007006011","0.4","0.8"
"","svd_idle_see_sad_pre2","svd_idle_see_sad2","113511","0","3","1007006","0","1007006012","1","0.2"
"","-600","1.1","113511","-300","2","1007006","","1007006013","0",""
"","","","1","","93","1007006","","1007006014","",""
"","1","","17","","32","1007006","","1007006015","",""
"","","","0","","91","1007006","","1007006016","",""
"","240","0","113511","260","94","1007006","","1007006017","80",""
"","0","","17","","32","1007006","","1007006018","",""
"","15","","113511","1","12","1007006","0","1007006019","","0"
"","svd_walk_sad2","","113511","1","3","1007006","","1007006020","","0.2"
"","0","0","113511","2","7","1007006","","1007006021","",""
"","-250","2","113511","-300","2","1007006","","1007006022","0",""
"","","","2","","93","1007006","","1007006023","",""
"","svd_idle_sad","","113511","1","3","1007006","","1007006024","","0.2"
"","","","0.5","","93","1007006","","1007006025","",""
"","","","0","","91","1007006","","1007006026","",""
"","svd_talk_sad","","113511","1","3","1007006","","1007006027","","0.2"
"","vo_svd_0621","0","vo_svd","0","21","1007006","","1007006028","",""
"1","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","113511","6","11","1007006","0","1007006029","0","0"
"","","","0","","91","1007006","","1007006030","",""
"","svd_idle_sad","","113511","1","3","1007006","","1007006031","","0.2"
"","svd_walk_glad","","113411","1","3","1007006","","1007006032","","0.2"
"","250","2","113411","-300","2","1007006","","1007006033","0",""
"","1","1","113411","1","6","1007006","0","1007006034","1","0.4"
"","","","2","","93","1007006","","1007006035","",""
"","svd_idle_normal","","113411","1","3","1007006","","1007006036","","0.2"
"","","","0.4","","93","1007006","","1007006037","",""
"","svd_talk_memory","","113411","1","3","1007006","","1007006038","","0.2"
"","vo_svd_0622","0","vo_svd","0","21","1007006","","1007006039","",""
"1","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","113411","6","11","1007006","0","1007006040","0","0"
"","","","0","","91","1007006","","1007006041","",""
"","svd_idle_memory","","113411","1","3","1007006","","1007006042","","0.2"
"","svd_talk_memory","","113511","1","3","1007006","","1007006043","","0.2"
"","vo_svd_0623","0","vo_svd","0","21","1007006","","1007006044","",""
"1","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","113511","6","11","1007006","0","1007006045","0","0"
"","","","0","","91","1007006","","1007006046","",""
"","svd_idle_memory","","113511","1","3","1007006","","1007006047","","0.2"
"","svd_talk_normal","","113411","1","3","1007006","","1007006048","","0.2"
"","vo_svd_0624","0","vo_svd","0","21","1007006","","1007006049","",""
"1","でも次は私たちが\nご馳走したいよね！","0","113411","6","11","1007006","0","1007006050","0","0"
"","","","0","","91","1007006","","1007006051","",""
"","svd_idle_normal","","113411","1","3","1007006","","1007006052","","0.2"
"","svd_talk_sad","","113511","1","3","1007006","","1007006053","","0.2"
"","vo_svd_0625","0","vo_svd","0","21","1007006","","1007006054","",""
"1","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","113511","5","11","1007006","0","1007006055","0","0"
"","","","0","","91","1007006","","1007006056","",""
"","svd_idle_sad","","113511","1","3","1007006","","1007006057","","0.2"
"","svd_surprise","svd_talk_joy2","113411","0","3","1007006","0.2","1007006058","1","0.2"
"","vo_svd_0626","0","vo_svd","0","21","1007006","","1007006059","",""
"1","…！　素潜り！\n素潜りならいける気がするよ！","0","113411","6","11","1007006","0","1007006060","0","0"
"","","","0","","91","1007006","","1007006061","",""
"","svd_idle_joy2","","113411","1","3","1007006","","1007006062","","0.2"
"","svd_surprise","svd_talk_wish","113511","0","3","1007006","0.2","1007006063","1","0.2"
"","vo_svd_0627","0","vo_svd","0","21","1007006","","1007006064","",""
"1","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","113511","6","11","1007006","0","1007006065","0","0"
"","","","3","","93","1007006","","1007006066","",""
"","svd_attack_standby","svd_attack_idle","113511","0","3","1007006","0.2","1007006067","1","0.2"
"","","","1007006065","","91","1007006","","1007006068","",""
"","","","0","","93","1007006","","1007006069","",""
"","svd_attack_finish","svd_idle_normal","113511","0","3","1007006","0.2","1007006070","1","0.2"
"","","","0.4","","93","1007006","","1007006071","",""
"","","","","","102","1007006","","1007006072","",""
"","","","1","","93","1007006","","1007006073","",""
"","11","","113511","1","12","1007006","0","1007006074","","0"
"","svd_cmn_think","svd_idle_thinking","113511","0","3","1007006","0.2","1007006075","1","0.2"
"","","","3","","93","1007006","","1007006076","",""
"","svd_idle_thinking","","113511","1","3","1007006","","1007006077","","0.2"
"","4","","113411","1","12","1007006","0","1007006078","","0"
"","svd_surprise","svd_idle_surprise1","113411","0","3","1007006","0.2","1007006079","1","0.2"
"","","","3","","93","1007006","","1007006080","",""
"","svd_idle_surprise1","","113411","1","3","1007006","","1007006081","1","0.2"
"","1","","113511","1","12","1007006","0","1007006082","","0"
"","svd_talk_sad","","113511","1","3","1007006","","1007006083","","0.2"
"","","","3","","93","1007006","","1007006084","",""
"","svd_idle_sad","","113511","1","3","1007006","","1007006085","","0.2"
"","7","","113411","1","12","1007006","0","1007006086","","0"
"","svd_talk_normal","","113411","1","3","1007006","","1007006087","1","0.2"
"","","","3","","93","1007006","","1007006088","",""
"","svd_idle_normal","","113411","1","3","1007006","","1007006089","1","0.2"
"","","","1007006074","","101","1007006","","1007006090","",""
"","1","1","333","1","6","1007006","0","1007006091","0","1"
"","1","","113511","","4","1007006","","1007006092","",""
"","svd_run","","113511","1","3","1007006","","1007006093","","0.2"
"","-750","0.8","113511","-300","2","1007006","","1007006094","0",""
"","0","","113411","","4","1007006","","1007006095","",""
"","svd_run","","113411","1","3","1007006","","1007006096","","0.2"
"","750","0.8","113411","-300","2","1007006","","1007006097","0",""
"","","","0.6","","93","1007006","","1007006098","",""
"","1","1","113511","1","6","1007006","0","1007006099","0","0.2"
"","1","1","113411","1","6","1007006","0","1007006100","0","0.2"
"","","","0","","91","1007006","","1007006101","",""
"svd_idle_normal","113511","-250","1","100","5","1007007","0","1007007001","-560","2.08"
"svd_idle_normal","113411","250","2","100","5","1007007","1","1007007002","-560","2.08"
"svd_white_loop","333","0","3","0","5","1007007","0","1007007003","0","1"
"","1","1","333","1","6","1007007","0","1007007004","0","0"
"","1","1","113511","1","6","1007007","0","1007007005","0","0"
"","1","1","113411","1","6","1007007","0","1007007006","0","0"
"","","","1","","93","1007007","","1007007007","",""
"","1","1","333","1","6","1007007","0","1007007008","0.4","0.8"
"","svd_jump2","svd_idle_normal","113511","0","3","1007007","0.2","1007007009","1","0.2"
"","svd_jump2","svd_idle_normal","113411","0","3","1007007","0.2","1007007010","1","0.2"
"","","","0.3","","93","1007007","","1007007011","",""
"","-250","0.75","113511","-300","2","1007007","","1007007012","0",""
"","250","0.75","113411","-300","2","1007007","","1007007013","0",""
"","1","1","113511","1","6","1007007","0","1007007014","1","0.4"
"","1","1","113411","1","6","1007007","0","1007007015","1","0.4"
"","6","","113511","0.2","12","1007007","0","1007007016","","0"
"","6","","113411","0.2","12","1007007","0","1007007017","","0"
"","","","1.2","","93","1007007","","1007007018","",""
"","","","0","","91","1007007","","1007007019","",""
"","svd_idle_normal","","113411","1","3","1007007","","1007007020","","0.2"
"","svd_talk_joy2","","113511","1","3","1007007","","1007007021","","0.2"
"","vo_svd_0721","0","vo_svd","0","21","1007007","","1007007022","",""
"1","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","113511","7","11","1007007","0","1007007023","0","0"
"","","","0","","91","1007007","","1007007024","",""
"","svd_idle_joy2","","113511","1","3","1007007","","1007007025","","0.2"
"","svd_talk_memory","","113411","1","3","1007007","","1007007026","","0.2"
"","vo_svd_0722","0","vo_svd","0","21","1007007","","1007007027","",""
"1","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","113411","6","11","1007007","0","1007007028","0","0"
"","","","0","","91","1007007","","1007007029","",""
"","svd_idle_memory","","113411","1","3","1007007","","1007007030","","0.2"
"","svd_talk_joy2","","113511","1","3","1007007","","1007007031","","0.2"
"","vo_svd_0723","0","vo_svd","0","21","1007007","","1007007032","",""
"1","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","113511","6","11","1007007","0","1007007033","0","0"
"","","","0","","91","1007007","","1007007034","",""
"","svd_idle_joy2","","113511","1","3","1007007","","1007007035","","0.2"
"","svd_talk_sad","","113411","1","3","1007007","","1007007036","","0.2"
"","vo_svd_0724","0","vo_svd","0","21","1007007","","1007007037","",""
"1","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","113411","6","11","1007007","0","1007007038","0","0"
"","","","0","","91","1007007","","1007007039","",""
"","svd_idle_sad","","113411","1","3","1007007","","1007007040","","0.2"
"","svd_talk_anger","","113511","1","3","1007007","","1007007041","","0.2"
"","vo_svd_0725","0","vo_svd","0","21","1007007","","1007007042","",""
"1","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","113511","7","11","1007007","0","1007007043","0","0"
"","","","4.2","","93","1007007","","1007007044","",""
"","svd_talk_sad","","113511","1","3","1007007","","1007007045","","0.2"
"","","","1007007043","","91","1007007","","1007007046","",""
"","svd_idle_sad","","113511","1","3","1007007","","1007007047","","0.2"
"","svd_talk_sad","","113411","1","3","1007007","","1007007048","","0.2"
"","vo_svd_0726","0","vo_svd","0","21","1007007","","1007007049","",""
"1","ビーチバレー…\nなんて酷なスポーツ…","0","113411","5","11","1007007","0","1007007050","0","0"
"","","","0","","91","1007007","","1007007051","",""
"","svd_idle_sad","","113411","1","3","1007007","","1007007052","","0.2"
"","","","","","102","1007007","","1007007053","",""
"","","","1","","93","1007007","","1007007054","",""
"","13","","113511","1","12","1007007","0","1007007055","","0"
"","svd_talk_normal","","113511","1","3","1007007","","1007007056","","0.2"
"","","","3","","93","1007007","","1007007057","",""
"","svd_idle_normal","","113511","1","3","1007007","","1007007058","","0.2"
"","12","","113411","1","12","1007007","0","1007007059","","0"
"","svd_talk_sad","","113411","1","3","1007007","","1007007060","1","0.2"
"","","","3","","93","1007007","","1007007061","",""
"","svd_idle_sad","","113411","1","3","1007007","","1007007062","1","0.2"
"","4","","113511","1","12","1007007","0","1007007063","","0"
"","svd_talk_anger","","113511","1","3","1007007","","1007007064","","0.2"
"","","","3","","93","1007007","","1007007065","",""
"","svd_idle_wish","","113511","1","3","1007007","","1007007066","","0.2"
"","11","","113411","1","12","1007007","0","1007007067","","0"
"","svd_talk_wish","","113411","1","3","1007007","","1007007068","1","0.2"
"","","","3","","93","1007007","","1007007069","",""
"","svd_idle_wish","","113411","1","3","1007007","","1007007070","1","0.2"
"","","","1007007055","","101","1007007","","1007007071","",""
"","1","1","333","1","6","1007007","0","1007007072","0","1"
"","1","","113511","","4","1007007","","1007007073","",""
"","svd_run","","113511","1","3","1007007","","1007007074","","0.2"
"","-750","0.8","113511","-300","2","1007007","","1007007075","0",""
"","0","","113411","","4","1007007","","1007007076","",""
"","svd_run","","113411","1","3","1007007","","1007007077","","0.2"
"","750","0.8","113411","-300","2","1007007","","1007007078","0",""
"","","","0.6","","93","1007007","","1007007079","",""
"","1","1","113511","1","6","1007007","0","1007007080","0","0.2"
"","1","1","113411","1","6","1007007","0","1007007081","0","0.2"
"","","","0","","91","1007007","","1007007082","",""
"svd_idle_normal","113511","-650","2","100","5","1007008","0","1007008001","-300","2.08"
"svd_idle_normal","113411","650","1","100","5","1007008","1","1007008002","-300","2.08"
"svd_white_loop","333","0","3","0","5","1007008","0","1007008003","0","1"
"","1","1","333","1","6","1007008","0","1007008004","0","0"
"","1","1","113511","1","6","1007008","0","1007008005","0","0"
"","1","1","113411","1","6","1007008","0","1007008006","0","0"
"","","","1","","93","1007008","","1007008007","",""
"","1","1","333","1","6","1007008","0","1007008008","0.4","0.8"
"","svd_walk_sad","","113511","1","3","1007008","","1007008009","","0.2"
"","-250","2","113511","-300","2","1007008","","1007008010","0",""
"","1","1","113511","1","6","1007008","0","1007008011","1","0.4"
"","svd_walk_sad","","113411","1","3","1007008","","1007008012","","0.2"
"","250","2","113411","-300","2","1007008","","1007008013","0",""
"","1","1","113411","1","6","1007008","0","1007008014","1","0.4"
"","","","2","","93","1007008","","1007008015","",""
"","","","0","","91","1007008","","1007008016","",""
"","svd_idle_sad","","113411","1","3","1007008","","1007008017","","0.2"
"","svd_idle_sad","","113511","1","3","1007008","","1007008018","","0.2"
"","","","0.6","","93","1007008","","1007008019","",""
"","svd_talk_sad","","113511","1","3","1007008","","1007008020","","0.2"
"","vo_svd_0821","0","vo_svd","0","21","1007008","","1007008021","",""
"1","ついに…\n終わってしまったのですね…","0","113511","6","11","1007008","0","1007008022","0","0"
"","","","0","","91","1007008","","1007008023","",""
"","svd_idle_sad","","113511","1","3","1007008","","1007008024","","0.2"
"","svd_talk_sad","","113411","1","3","1007008","","1007008025","","0.2"
"","vo_svd_0822","0","vo_svd","0","21","1007008","","1007008026","",""
"1","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","113411","6","11","1007008","0","1007008027","0","0"
"","","","0","","91","1007008","","1007008028","",""
"","svd_idle_sad","","113411","1","3","1007008","","1007008029","","0.2"
"","svd_talk_sad","","113511","1","3","1007008","","1007008030","","0.2"
"","vo_svd_0823","0","vo_svd","0","21","1007008","","1007008031","",""
"1","もう戻らない一度きりの夏への\n切なさが…","0","113511","6","11","1007008","0","1007008032","0","0"
"","","","0","","91","1007008","","1007008033","",""
"","svd_idle_sad","","113511","1","3","1007008","","1007008034","","0.2"
"","svd_talk_anger","","113411","1","3","1007008","","1007008035","","0.2"
"","vo_svd_0824","0","vo_svd","0","21","1007008","","1007008036","",""
"1","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","113411","6","11","1007008","0","1007008037","0","0"
"","","","4","","93","1007008","","1007008038","",""
"","svd_talk_guts2","svd_idle_guts2","113411","0","3","1007008","0.2","1007008039","1","0.2"
"","","","1007008037","","91","1007008","","1007008040","",""
"","svd_idle_wish","","113411","1","3","1007008","","1007008041","","0.2"
"","svd_talk_thinking","","113511","1","3","1007008","","1007008042","","0.2"
"","vo_svd_0825","0","vo_svd","0","21","1007008","","1007008043","",""
"1","そうですね…！\nそれこそがあのおかたのため。","0","113511","6","11","1007008","0","1007008044","0","0"
"","","","3.5","","93","1007008","","1007008045","",""
"","svd_talk_guts2","svd_idle_guts2","113511","0","3","1007008","0.2","1007008046","1","0.2"
"","","","1007008044","","91","1007008","","1007008047","",""
"","svd_idle_wish","","113511","1","3","1007008","","1007008048","","0.2"
"","svd_cmn_smile1","svd_idle_wish","113411","0","3","1007008","0.2","1007008049","1","0.2"
"","vo_svd_0826","0","vo_svd","0","21","1007008","","1007008050","",""
"1","いってらっしゃい！\n弟くん！","0","113411","7","11","1007008","0","1007008051","0","0"
"","","","0","","91","1007008","","1007008052","",""
"","svd_idle_wish","","113411","1","3","1007008","","1007008053","","0.2"
"","svd_talk_wish2","","113511","1","3","1007008","","1007008054","","0.2"
"","vo_svd_0827","0","vo_svd","0","21","1007008","","1007008055","",""
"1","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","113511","7","11","1007008","0","1007008056","0","0"
"","","","3","","93","1007008","","1007008057","",""
"","svd_obsession2","svd_idle_wish2","113511","0","3","1007008","0.2","1007008058","1","0.2"
"","","","1007008056","","91","1007008","","1007008059","",""
"","","","","","102","1007008","","1007008060","",""
"","","","1","","93","1007008","","1007008061","",""
"","10","","113411","1","12","1007008","0","1007008062","","0"
"","svd_talk_normal","","113411","1","3","1007008","","1007008063","","0.2"
"","","","3","","93","1007008","","1007008064","",""
"","svd_idle_normal","","113411","1","3","1007008","","1007008065","","0.2"
"","12","","113511","1","12","1007008","0","1007008066","","0"
"","svd_talk_sad","","113511","1","3","1007008","","1007008067","1","0.2"
"","","","3","","93","1007008","","1007008068","",""
"","svd_idle_sad","","113511","1","3","1007008","","1007008069","1","0.2"
"","7","","113411","1","12","1007008","0","1007008070","","0"
"","svd_talk_guts2","svd_idle_guts2","113411","0","3","1007008","0.2","1007008071","1","0.2"
"","","","3","","93","1007008","","1007008072","",""
"","svd_idle_guts2","","113411","1","3","1007008","","1007008073","","0.2"
"","7","","113511","1","12","1007008","0","1007008074","","0"
"","svd_talk_wish","","113511","1","3","1007008","","1007008075","1","0.2"
"","","","3","","93","1007008","","1007008076","",""
"","svd_idle_wish","","113511","1","3","1007008","","1007008077","1","0.2"
"","","","1007008062","","101","1007008","","1007008078","",""
"","1","1","333","1","6","1007008","0","1007008079","0","1"
"","1","","113511","","4","1007008","","1007008080","",""
"","svd_run","","113511","1","3","1007008","","1007008081","","0.2"
"","-750","0.8","113511","-300","2","1007008","","1007008082","0",""
"","0","","113411","","4","1007008","","1007008083","",""
"","svd_run","","113411","1","3","1007008","","1007008084","","0.2"
"","750","0.8","113411","-300","2","1007008","","1007008085","0",""
"","","","0.6","","93","1007008","","1007008086","",""
"","1","1","113511","1","6","1007008","0","1007008087","0","0.2"
"","1","1","113411","1","6","1007008","0","1007008088","0","0.2"
"","","","0","","91","1007008","","1007008089","",""
