fbd08fbd131c53bd6bc4a47726c0422d53a75811b4d5e6ab8f0532d19e90d3ef,1e157d5b60e7787851a8f1475b9f37776c246f4155db7c8bf538e3d3b1518148,d7e5ff578e43ad24e4b93d5f3d85adf37daaf8b3445088330ee7b07f11740f2b,e68649706fc1f52dafc9f4062e081142ca7235f929f8f214eb0b6bae71d626ba,e4a43179ad8199ae844295ee758982fc54253111cf261d486e473e64c62af9e6,04eda3e918765801145e7cb3b77b58a302f694f8ee1ddd02ea1e584da748abd8,6357d224f4f6755178ec05d527bd28dde42f972f3825d72d48387a70ec6d65e9,c8bf22b4653c4c675002d3e199530c243b1edc5a3f7e88aa7c81101b7060be30,a9c0b96577774e69998ca3ae84bb160c5d6a29809e4b5189408a816ad9dca480,c5e85270b7c9d9a40b5eab2ad48f790b66e6b3fada214ae2da26091da91ade4b,f061a068dba2a16ff34aeea98484b294f18a6b7bdc726e5624bd7edfe1681ea0,42c93f49eebfdba83bbc511c1c0ebd238da8c1c02c690afd98e1bcbcc960bdd6,df8fa3743b06dd3d12ced6f31494f9095472b6de3afa91ab7c85f1097d27f7ed,bb15508b3757b246eed8c148643d30a64691028540da6eba86fe91102c492393,198fb29821686d21aa63e7794e89497ea3b0032bba7e56b00f9baadb272c7b1b
"2621","0","2816","263","0","26212","26211","2022/11/03 5:00:00","500","0","410","103801","26213","10","9103803"
"2622","0","2816","264","0","26222","26221","2022/11/03 5:00:00","500","0","310","101401","26223","10","9101403"
"2623","0","2816","265","0","26232","26231","2022/11/03 5:00:00","500","0","220","109401","26233","10","9109403"
"2631","0","2816","266","0","26312","26311","2022/11/04 5:00:00","500","0","564","0","26313","10","0"
"2641","0","2816","267","0","26412","26411","2022/11/05 5:00:00","500","0","499","0","26413","10","0"
"2651","0","2816","268","0","26512","26511","2022/11/06 5:00:00","500","0","435","0","26513","10","0"
"2661","0","2816","269","0","26612","26611","2022/11/07 5:00:00","500","0","372","0","26613","10","0"
"2671","0","2816","270","0","26712","26711","2022/11/08 5:00:00","500","0","309","0","26713","10","0"
"2681","0","2816","271","0","26812","26811","2022/11/09 5:00:00","500","0","246","0","26813","10","0"
"2691","0","2816","272","0","26912","26911","2022/11/10 5:00:00","500","0","183","0","26913","10","0"
"2701","0","2816","273","0","27012","27011","2022/11/11 5:00:00","500","0","85","104801","27013","10","9104803"
"2711","0","2816","274","0","27112","27111","2022/11/12 5:00:00","500","0","120","0","27113","10","0"
"2721","0","2816","275","0","27212","27211","2022/11/13 5:00:00","500","0","57","0","27213","10","0"
"2731","0","2816","276","0","27312","27311","2022/11/14 5:00:00","500","0","-6","0","27313","10","0"
"2741","0","2816","277","0","27412","27411","2022/11/15 5:00:00","500","0","-69","0","27413","10","0"
"2751","0","2816","278","0","27512","27511","2022/11/16 5:00:00","500","0","-132","0","27513","10","0"
"2761","0","2816","279","0","27612","27611","2022/11/17 5:00:00","500","0","-195","0","27613","10","0"
"2771","0","2816","280","0","27712","27711","2022/11/18 5:00:00","500","0","-258","0","27713","10","0"
"2781","0","2816","281","0","27812","27811","2022/11/19 5:00:00","500","0","-75","104501","27813","10","9104503"
"2791","0","2816","282","0","27912","27911","2022/11/20 5:00:00","500","0","-20","0","27913","10","0"
"2801","0","2816","283","0","28012","28011","2022/11/21 5:00:00","500","0","-60","0","28013","10","0"
"2811","100601","2816","284","0","28112","28111","2022/11/22 5:00:00","500","0","-235","102201","28113","10","9100603"
"2821","0","2816","285","0","28212","28211","2022/11/23 5:00:00","500","0","-210","0","28213","10","0"
"2831","0","2816","286","0","28312","28311","2022/11/24 5:00:00","500","0","-240","0","28313","10","0"
"2841","0","2816","287","0","28412","28411","2022/11/25 5:00:00","500","0","-445","100501","28413","10","9100503"
"2851","0","2816","288","0","28512","28511","2022/11/26 5:00:00","500","0","-321","0","28513","10","0"
"2861","0","2816","289","0","28612","28611","2022/11/27 5:00:00","500","0","-384","0","28613","10","0"
"2871","0","2816","290","0","28712","28711","2022/11/28 5:00:00","500","0","-448","0","28713","10","0"
"2881","0","2816","291","0","28812","28811","2022/11/29 5:00:00","500","0","-513","0","28813","10","0"
"2891","0","2816","292","0","28912","28911","2022/11/30 5:00:00","500","1","-579","0","28913","10","0"
"2901","0","2816","293","4","29012","29011","2022/12/01 5:00:00","600","0","330","109201","29013","11","9109203"
"2911","0","2816","294","4","29112","29111","2022/12/02 5:00:00","600","0","395","0","29113","11","0"
"2921","0","2816","295","4","29212","29211","2022/12/03 5:00:00","600","0","360","0","29213","11","0"
"2931","0","2816","296","4","29312","29311","2022/12/04 5:00:00","600","0","325","0","29313","11","0"
"2941","0","2816","297","4","29412","29411","2022/12/05 5:00:00","600","0","290","0","29413","11","0"
"2951","0","2816","298","4","29512","29511","2022/12/06 5:00:00","600","0","255","0","29513","11","0"
"2961","0","2816","299","4","29612","29611","2022/12/07 5:00:00","600","0","220","0","29613","11","0"
"2971","0","2816","300","4","29712","29711","2022/12/08 5:00:00","600","0","185","0","29713","11","0"
"2981","0","2816","301","4","29812","29811","2022/12/09 5:00:00","600","0","150","0","29813","11","0"
"2991","0","2816","302","4","29912","29911","2022/12/10 5:00:00","600","0","115","0","29913","11","0"
"3001","0","2816","303","4","30012","30011","2022/12/11 5:00:00","600","0","80","0","30013","11","0"
"3011","0","2816","304","4","30112","30111","2022/12/12 5:00:00","600","0","250","102501","30113","11","9102503"
"3021","0","2816","305","4","30212","30211","2022/12/13 5:00:00","600","0","45","0","30213","11","0"
"3031","0","2816","306","4","30312","30311","2022/12/14 5:00:00","600","0","95","106401","30313","11","9106403"
"3041","0","2816","307","4","30412","30411","2022/12/15 5:00:00","600","0","10","0","30413","11","0"
"3051","0","2816","308","4","30512","30511","2022/12/16 5:00:00","600","0","-25","0","30513","11","0"
"3061","0","2816","309","4","30612","30611","2022/12/17 5:00:00","600","0","-60","0","30613","11","0"
"3071","0","2816","310","4","30712","30711","2022/12/18 5:00:00","600","0","-95","0","30713","11","0"
"3081","0","2816","311","4","30812","30811","2022/12/19 5:00:00","600","0","-130","0","30813","11","0"
"3091","0","2816","312","4","30912","30911","2022/12/20 5:00:00","600","0","-165","0","30913","11","0"
"3101","0","2816","313","4","31012","31011","2022/12/21 5:00:00","600","0","-200","0","31013","11","0"
"3111","0","2816","314","4","31112","31111","2022/12/22 5:00:00","600","0","-30","103101","31113","11","9103103"
"3121","0","2816","315","4","31212","31211","2022/12/23 5:00:00","600","0","-235","0","31213","11","0"
"3131","0","2816","316","4","31312","31311","2022/12/24 5:00:00","600","0","-190","101201","31313","11","9101203"
"3141","0","2816","317","4","31412","31411","2022/12/25 5:00:00","600","0","-115","0","31413","11","0"
"3151","0","2816","318","4","31512","31511","2022/12/26 5:00:00","600","0","-160","0","31513","11","0"
"3161","0","2816","319","4","31612","31611","2022/12/27 5:00:00","600","0","-270","0","31613","11","0"
"3171","0","2816","320","4","31712","31711","2022/12/28 5:00:00","600","0","-260","118101","31713","11","9118103"
"3181","0","2816","321","4","31812","31811","2022/12/29 5:00:00","600","0","-305","0","31813","11","0"
"3191","0","2816","322","4","31912","31911","2022/12/30 5:00:00","600","0","-340","0","31913","11","0"
"3201","0","2816","323","4","32012","32011","2022/12/31 5:00:00","600","1","-378","0","32013","11","0"
"3211","0","2816","324","4","32112","32111","2023/01/01 5:00:00","600","0","204","102601","32113","12","9102603"
"3221","0","2816","325","4","32212","32211","2023/01/02 5:00:00","600","0","323","0","32213","12","0"
"3231","0","2816","326","4","32312","32311","2023/01/03 5:00:00","600","0","167","105001","32313","12","9105003"
"3241","0","2816","327","4","32412","32411","2023/01/04 5:00:00","600","0","387","0","32413","12","0"
"3251","0","2816","328","4","32512","32511","2023/01/05 5:00:00","600","0","343","0","32513","12","0"
"3261","0","2816","329","4","32612","32611","2023/01/06 5:00:00","600","0","301","0","32613","12","0"
"3271","0","2816","330","4","32712","32711","2023/01/07 5:00:00","600","0","258","0","32713","12","0"
"3281","0","2816","331","4","32812","32811","2023/01/08 5:00:00","600","0","216","0","32813","12","0"
"3291","0","2816","332","4","32912","32911","2023/01/09 5:00:00","600","0","174","0","32913","12","0"
"3301","0","2816","333","4","33012","33011","2023/01/10 5:00:00","600","0","133","0","33013","12","0"
"3311","0","2816","334","4","33112","33111","2023/01/11 5:00:00","600","0","91","0","33113","12","0"
"3321","0","2816","335","4","33212","33211","2023/01/12 5:00:00","600","0","0","100301","33213","12","9100303"
"3331","0","2816","336","4","33312","33311","2023/01/13 5:00:00","600","0","49","0","33313","12","0"
"3341","0","2816","337","4","33412","33411","2023/01/14 5:00:00","600","0","6","0","33413","12","0"
"3351","0","2816","338","4","33512","33511","2023/01/15 5:00:00","600","0","-36","0","33513","12","0"
"3361","0","2816","339","4","33612","33611","2023/01/16 5:00:00","600","0","-76","0","33613","12","0"
"3371","0","2816","340","4","33712","33711","2023/01/17 5:00:00","600","0","-119","0","33713","12","0"
"3381","0","2816","341","4","33812","33811","2023/01/18 5:00:00","600","0","-100","0","33813","12","0"
"3391","0","2816","342","4","33912","33911","2023/01/19 5:00:00","600","0","-81","0","33913","12","0"
"3401","0","2816","343","4","34012","34011","2023/01/20 5:00:00","600","0","-161","0","34013","12","0"
"3411","0","2816","344","4","34112","34111","2023/01/21 5:00:00","600","0","-203","0","34113","12","0"
"3421","0","2816","345","4","34212","34211","2023/01/22 5:00:00","600","0","-246","0","34213","12","0"
"3431","0","2816","346","4","34312","34311","2023/01/23 5:00:00","600","0","-78","100701","34313","12","9100703"
"3441","0","2816","347","4","34412","34411","2023/01/24 5:00:00","600","0","-209","102901","34413","12","9102903"
"3451","0","2816","348","4","34512","34511","2023/01/25 5:00:00","600","0","-288","0","34513","12","0"
"3461","0","2816","349","4","34612","34611","2023/01/26 5:00:00","600","0","-290","0","34613","12","0"
"3471","0","2816","350","4","34712","34711","2023/01/27 5:00:00","600","0","-308","0","34713","12","0"
"3481","0","2816","351","4","34812","34811","2023/01/28 5:00:00","600","0","-332","0","34813","12","0"
"3491","0","2816","352","4","34912","34911","2023/01/29 5:00:00","600","0","-330","0","34913","12","0"
"3501","0","2816","353","4","35012","35011","2023/01/30 5:00:00","600","0","-320","0","35013","12","0"
"3511","0","2816","354","4","35112","35111","2023/01/31 5:00:00","600","1","-378","0","35113","12","0"
"3521","0","2816","355","4","35212","35211","2023/02/01 5:00:00","600","0","382","0","35213","13","0"
"3531","0","2816","356","4","35312","35311","2023/02/02 5:00:00","600","0","323","103601","35313","13","9103603"
"3541","0","2816","357","4","35412","35411","2023/02/03 5:00:00","600","0","381","0","35413","13","0"
"3551","0","2816","358","4","35512","35511","2023/02/04 5:00:00","600","0","185","109301","35513","13","9109303"
"3561","0","2816","359","4","35612","35611","2023/02/05 5:00:00","600","0","191","0","35613","13","0"
"3571","0","2816","360","4","35712","35711","2023/02/06 5:00:00","600","0","72","0","35713","13","0"
"3581","0","2816","361","4","35812","35811","2023/02/07 5:00:00","600","0","7","107101","35813","13","9107103"
"3591","0","2816","362","4","35912","35911","2023/02/08 5:00:00","600","0","332","0","35913","13","0"
"3601","0","2816","363","4","36012","36011","2023/02/09 5:00:00","600","0","285","0","36013","13","0"
"3611","0","2816","364","4","36112","36111","2023/02/10 5:00:00","600","0","237","0","36113","13","0"
"3621","0","2816","365","4","36212","36211","2023/02/11 5:00:00","600","0","192","0","36213","13","0"
"3631","0","2816","366","4","36312","36311","2023/02/12 5:00:00","600","0","144","0","36313","13","0"
"3641","0","2816","367","4","36412","36411","2023/02/13 5:00:00","600","0","97","0","36413","13","0"
"3651","0","2816","368","4","36512","36511","2023/02/14 5:00:00","600","0","50","0","36513","13","0"
"3661","0","2816","369","4","36612","36611","2023/02/15 5:00:00","600","0","3","0","36613","13","0"
"3671","0","2816","370","4","36712","36711","2023/02/16 5:00:00","600","0","-43","0","36713","13","0"
"3681","0","2816","371","4","36812","36811","2023/02/17 5:00:00","600","0","-90","0","36813","13","0"
"3691","0","2816","372","4","36912","36911","2023/02/18 5:00:00","600","0","-153","123001","36913","13","9123003"
"3701","0","2816","373","4","37012","37011","2023/02/19 5:00:00","600","0","-93","0","37013","13","0"
"3711","0","2816","374","4","37112","37111","2023/02/20 5:00:00","600","0","-137","0","37113","13","0"
"3721","0","2816","375","4","37212","37211","2023/02/21 5:00:00","600","0","-185","0","37213","13","0"
"3731","0","2816","376","4","37312","37311","2023/02/22 5:00:00","600","0","-232","0","37313","13","0"
"3741","0","2816","377","4","37412","37411","2023/02/23 5:00:00","600","0","-225","0","37413","13","0"
"3751","0","2816","378","4","37512","37511","2023/02/24 5:00:00","600","0","-256","0","37513","13","0"
"3761","0","2816","379","4","37612","37611","2023/02/25 5:00:00","600","0","-280","0","37613","13","0"
"3771","0","2816","380","4","37712","37711","2023/02/26 5:00:00","600","0","-329","0","37713","13","0"
"3781","0","2816","381","4","37812","37811","2023/02/27 5:00:00","600","0","-379","0","37813","13","0"
"3791","0","2816","382","4","37912","37911","2023/02/28 5:00:00","600","1","-250","111001","37913","13","9111003"
"3801","0","2816","383","1","38012","38011","2023/03/01 5:00:00","100","0","480","104601","38013","14","9104603"
"3811","0","2816","384","1","38112","38111","2023/03/02 5:00:00","100","0","560","0","38113","14","0"
"3821","0","2816","385","1","38212","38211","2023/03/03 5:00:00","100","0","370","103301","38213","14","9103303"
"3831","0","2816","386","1","38312","38311","2023/03/04 5:00:00","100","0","553","0","38313","14","0"
"3841","0","2816","387","1","38412","38411","2023/03/05 5:00:00","100","0","476","0","38413","14","0"
"3851","0","2816","388","1","38512","38511","2023/03/06 5:00:00","100","0","400","0","38513","14","0"
"3861","0","2816","389","1","38612","38611","2023/03/07 5:00:00","100","0","330","105101","38613","14","9105103"
"3871","0","2816","390","1","38712","38711","2023/03/08 5:00:00","100","0","325","0","38713","14","0"
"3881","0","2816","391","1","38812","38811","2023/03/09 5:00:00","100","0","250","0","38813","14","0"
"3891","0","2816","392","1","38912","38911","2023/03/10 5:00:00","100","0","185","105701","38913","14","9105703"
"3901","0","2816","393","1","39012","39011","2023/03/11 5:00:00","100","0","175","0","39013","14","0"
"3911","0","2816","394","1","39112","39111","2023/03/12 5:00:00","100","0","205","103201","39113","14","9103203"
"3921","0","2816","395","1","39212","39211","2023/03/13 5:00:00","100","0","110","0","39213","14","0"
"3931","0","2816","396","1","39312","39311","2023/03/14 5:00:00","100","0","30","105201","39313","14","9105203"
"3941","0","2816","397","1","39412","39411","2023/03/15 5:00:00","100","0","-45","0","39413","14","0"
"3951","0","2816","398","1","39512","39511","2023/03/16 5:00:00","100","0","-250","103401","39513","14","9103403"
"3961","0","2816","399","1","39612","39611","2023/03/17 5:00:00","100","0","-50","0","39613","14","0"
"3971","0","2816","400","1","39712","39711","2023/03/18 5:00:00","100","0","-90","0","39713","14","0"
"3981","0","2816","401","1","39812","39811","2023/03/19 5:00:00","100","0","100","0","39813","14","0"
"3991","0","2816","402","1","39912","39911","2023/03/20 5:00:00","100","0","25","0","39913","14","0"
"4001","0","2816","403","1","40012","40011","2023/03/21 5:00:00","100","0","-50","0","40013","14","0"
"4011","0","2816","404","1","40112","40111","2023/03/22 5:00:00","100","0","-125","0","40113","14","0"
"4021","0","2816","405","1","40212","40211","2023/03/23 5:00:00","100","0","-370","0","40213","14","0"
"4031","0","2816","406","1","40312","40311","2023/03/24 5:00:00","100","0","-460","107001","40313","14","9107003"
"4041","0","2816","407","1","40412","40411","2023/03/25 5:00:00","100","0","-200","0","40413","14","0"
"4051","0","2816","408","1","40512","40511","2023/03/26 5:00:00","100","0","-275","0","40513","14","0"
"4061","0","2816","409","1","40612","40611","2023/03/27 5:00:00","100","0","-350","0","40613","14","0"
"4071","0","2816","410","1","40712","40711","2023/03/28 5:00:00","100","0","-425","0","40713","14","0"
"4081","0","2816","411","1","40812","40811","2023/03/29 5:00:00","100","0","-501","0","40813","14","0"
"4091","0","2816","412","1","40912","40911","2023/03/30 5:00:00","100","1","-579","0","40913","14","0"
"4092","0","2816","413","1","40922","40921","2023/03/30 5:00:00","100","1","0","0","40923","1","0"
