561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"スペシャルバトルのボスのHPを2774000まで減らそう","81051002","0","6011","1","1","9018","10051","426000","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051104","0","81051002"
"スペシャルバトルのMODE1をクリアしよう","81051003","0","6011","1","0","9016","10051","1","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051105","0","81051003"
"MODE2のお供のモンスターを全て倒そう","81051004","0","6011","2","0","9016","10051","1","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051106","0","81051004"
"スペシャルバトルのボスのHPを1707000まで減らそう","81051005","0","6011","1","1","9018","10051","1493000","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051111","0","81051005"
"スペシャルバトルのボスのHPを854000まで減らそう","81051006","0","6011","1","1","9018","10051","2346000","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051113","0","81051006"
"スペシャルバトルのボスを討伐しよう","81051007","0","6011","3","0","9016","10051","1","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051115","0","81051007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81051008","0","6011","5","0","9015","10051","1","601","2020/10/16 12:00:00","2020/10/25 14:59:59","10051118","0","81051008"
"スペシャルバトルのボスのHPを23300000まで減らそう","81052001","0","6011","1","1","9018","10052","1700000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044103","0","81052001"
"スペシャルバトルのボスのHPを21550000まで減らそう","81052002","0","6011","1","1","9018","10052","3450000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044104","0","81052002"
"スペシャルバトルのMODE1をクリアしよう","81052003","0","6011","1","0","9016","10052","1","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044105","0","81052003"
"スペシャルバトルのボスのHPを16200000まで減らそう","81052004","0","6011","1","1","9018","10052","8800000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044106","0","81052004"
"スペシャルバトルのボスのHPを11750000まで減らそう","81052005","0","6011","1","1","9018","10052","13250000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044107","0","81052005"
"スペシャルバトルのMODE2をクリアしよう","81052006","0","6011","2","0","9016","10052","1","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044108","0","81052006"
"スペシャルバトルのボスのHPを6000000まで減らそう","81052007","0","6011","1","1","9018","10052","19000000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044109","0","81052007"
"スペシャルバトルのボスのHPを3000000まで減らそう","81052008","0","6011","1","1","9018","10052","22000000","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044110","0","81052008"
"スペシャルバトルのボスを討伐しよう","81052009","0","6011","3","0","9016","10052","1","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044111","0","81052009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81052010","0","6011","5","0","9015","10052","1","601","2020/10/31 12:00:00","2020/11/18 14:59:59","10044112","0","81052010"
"レムとラムのシャドウを倒そう","81053001","0","6011","0","0","9001","10053","2","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053103","0","81053001"
"スペシャルバトルのボスのHPを3870000まで減らそう","81053002","0","6011","1","1","9018","10053","430000","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053104","0","81053002"
"スペシャルバトルのボスのHPを3440000まで減らそう","81053003","0","6011","1","1","9018","10053","860000","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053105","0","81053003"
"スペシャルバトルのMODE2をクリアしよう","81053004","0","6011","2","0","9016","10053","1","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053106","0","81053004"
"スペシャルバトルのボスのHPを1978000まで減らそう","81053005","0","6011","1","1","9018","10053","2322000","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053111","0","81053005"
"スペシャルバトルのボスのHPを989000まで減らそう","81053006","0","6011","1","1","9018","10053","3311000","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053113","0","81053006"
"スペシャルバトルのボスを討伐しよう","81053007","0","6011","3","0","9016","10053","1","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053115","0","81053007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81053008","0","6011","5","0","9015","10053","1","601","2020/11/10 12:00:00","2020/11/24 14:59:59","10053118","0","81053008"
"スペシャルバトルのボスのHPを34200000まで減らそう","81054001","0","6011","1","1","9018","10054","10800000","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054103","0","81054001"
"スペシャルバトルのボスのHPを23400000まで減らそう","81054002","0","6011","1","1","9018","10054","21600000","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054104","0","81054002"
"スペシャルバトルのMODE1をクリアしよう","81054003","0","6011","1","0","9016","10054","1","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054105","0","81054003"
"アキノ、ユカリ、サレンのシャドウを倒そう","81054004","0","6011","0","0","9001","10054","3","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054106","0","81054004"
"スペシャルバトルのボスのHPを8400000まで減らそう","81054005","0","6011","1","1","9018","10054","36600000","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054107","0","81054005"
"スペシャルバトルのボスのHPを4200000まで減らそう","81054006","0","6011","1","1","9018","10054","40800000","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054108","0","81054006"
"スペシャルバトルのボスを討伐しよう","81054007","0","6011","3","0","9016","10054","1","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054109","0","81054007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81054008","0","6011","5","0","9015","10054","1","601","2020/11/30 12:00:00","2020/12/18 14:59:59","10054110","0","81054008"
"クリスティーナとノゾミとイリヤのシャドウを倒そう","81055001","0","6011","0","0","9001","10055","3","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055103","0","81055001"
"スペシャルバトルのボスのHPを5460000まで減らそう","81055002","0","6011","1","1","9018","10055","540000","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055104","0","81055002"
"スペシャルバトルのボスのHPを4920000まで減らそう","81055003","0","6011","1","1","9018","10055","1080000","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055105","0","81055003"
"スペシャルバトルのMODE2をクリアしよう","81055004","0","6011","2","0","9016","10055","1","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055106","0","81055004"
"スペシャルバトルのボスのHPを2940000まで減らそう","81055005","0","6011","1","1","9018","10055","3060000","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055111","0","81055005"
"スペシャルバトルのボスのHPを1500000まで減らそう","81055006","0","6011","1","1","9018","10055","4500000","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055113","0","81055006"
"スペシャルバトルのボスを討伐しよう","81055007","0","6011","3","0","9016","10055","1","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055115","0","81055007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81055008","0","6011","5","0","9015","10055","1","601","2020/12/16 12:00:00","2020/12/25 14:59:59","10055118","0","81055008"
"スペシャルバトルのボスのHPを37070000まで減らそう","81056001","0","6011","1","1","9018","10056","2930000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056103","0","81056001"
"スペシャルバトルのボスのHPを34140000まで減らそう","81056002","0","6011","1","1","9018","10056","5860000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056104","0","81056002"
"スペシャルバトルのMODE1をクリアしよう","81056003","0","6011","1","0","9016","10056","1","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056105","0","81056003"
"スペシャルバトルのボスのHPを28134000まで減らそう","81056004","0","6011","1","1","9018","10056","11866000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056106","0","81056004"
"スペシャルバトルのボスのHPを25068000まで減らそう","81056005","0","6011","1","1","9018","10056","14932000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056107","0","81056005"
"スペシャルバトルのMODE2をクリアしよう","81056006","0","6011","2","0","9016","10056","1","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056108","0","81056006"
"スペシャルバトルのボスのHPを12000000まで減らそう","81056007","0","6011","1","1","9018","10056","28000000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056109","0","81056007"
"スペシャルバトルのボスのHPを6000000まで減らそう","81056008","0","6011","1","1","9018","10056","34000000","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056110","0","81056008"
"スペシャルバトルのボスを討伐しよう","81056009","0","6011","3","0","9016","10056","1","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056111","0","81056009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81056010","0","6011","5","0","9015","10056","1","601","2020/12/31 12:00:00","2021/01/18 14:59:59","10056112","0","81056010"
"チーム美食殿のシャドウを倒そう","81057001","0","6011","0","0","9001","10057","4","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057103","0","81057001"
"スペシャルバトルのボスのHPを3960000まで減らそう","81057002","0","6011","1","1","9018","10057","640000","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057104","0","81057002"
"スペシャルバトルのボスのHPを3360000まで減らそう","81057003","0","6011","1","1","9018","10057","1240000","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057105","0","81057003"
"スペシャルバトルのMODE2をクリアしよう","81057004","0","6011","2","0","9016","10057","1","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057106","0","81057004"
"スペシャルバトルのボスのHPを1840000まで減らそう","81057005","0","6011","1","1","9018","10057","2760000","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057111","0","81057005"
"スペシャルバトルのボスのHPを960000まで減らそう","81057006","0","6011","1","1","9018","10057","3640000","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057113","0","81057006"
"スペシャルバトルのボスを討伐しよう","81057007","0","6011","3","0","9016","10057","1","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057115","0","81057007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81057008","0","6011","5","0","9015","10057","1","601","2021/01/15 12:00:00","2021/01/24 14:59:59","10057118","0","81057008"
"ワイルドホーンを35体倒そう","81058001","0","6011","0","0","9014","10058","35","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058103","0","81058001"
"ジェネラルホーンのHPを13400000まで減らそう","81058002","0","6011","1","1","9018","10058","1600000","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058104","0","81058002"
"ジェネラルホーンのHPを11800000まで減らそう","81058003","0","6011","1","1","9018","10058","3200000","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058105","0","81058003"
"スペシャルバトルのMODE2をクリアしよう","81058004","0","6011","2","0","9016","10058","1","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058106","0","81058004"
"ジェネラルホーンのHPを6800000まで減らそう","81058005","0","6011","1","1","9018","10058","8200000","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058107","0","81058005"
"ジェネラルホーンのHPを3400000まで減らそう","81058006","0","6011","1","1","9018","10058","11600000","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058108","0","81058006"
"ジェネラルホーンを討伐しよう","81058007","0","6011","3","0","9016","10058","1","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058109","0","81058007"
"スペシャルかエキシビションのバトルでジェネラルホーンを5回以内に討伐しよう","81058008","0","6011","5","0","9015","10058","1","601","2021/01/31 12:00:00","2021/02/24 14:59:59","10058110","0","81058008"
"黒風の精霊のHPを25700000まで減らそう","81059001","0","6011","1","1","9018","10059","2300000","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059103","0","81059001"
"黒風の精霊のHPを23400000まで減らそう","81059002","0","6011","1","1","9018","10059","4600000","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059104","0","81059002"
"黒風の精霊のMODE1をクリアしよう","81059003","0","6011","1","0","9016","10059","1","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059105","0","81059003"
"コッコロとユイのシャドウとお供モンスターを倒そう","81059004","0","6011","0","0","9001","10059","4","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059106","0","81059004"
"黒風の精霊のHPを14000000まで減らそう","81059005","0","6011","1","1","9018","10059","14000000","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059111","0","81059005"
"黒風の精霊のHPを7000000まで減らそう","81059006","0","6011","1","1","9018","10059","21000000","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059113","0","81059006"
"黒風の精霊を討伐しよう","81059007","0","6011","3","0","9016","10059","1","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059115","0","81059007"
"スペシャルかエキシビションのバトルで黒風の精霊を5回以内に討伐しよう","81059008","0","6011","5","0","9015","10059","1","601","2021/02/10 12:00:00","2021/02/24 14:59:59","10059118","0","81059008"
"スペシャルバトルのボスのHPを4860000まで減らそう","81060001","0","6011","1","1","9018","10060","840000","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060103","0","81060001"
"スペシャルバトルのボスのHPを4030000まで減らそう","81060002","0","6011","1","1","9018","10060","1670000","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060104","0","81060002"
"スペシャルバトルのMODE1をクリアしよう","81060003","0","6011","1","0","9016","10060","1","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060105","0","81060003"
"カスミとシオリのシャドウを倒そう","81060004","0","6011","0","0","9001","10060","2","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060106","0","81060004"
"スペシャルバトルのボスのHPを2130000まで減らそう","81060005","0","6011","1","1","9018","10060","3570000","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060111","0","81060005"
"スペシャルバトルのボスのHPを1060000まで減らそう","81060006","0","6011","1","1","9018","10060","4640000","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060113","0","81060006"
"スペシャルバトルのボスを討伐しよう","81060007","0","6011","3","0","9016","10060","1","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060115","0","81060007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81060008","0","6011","5","0","9015","10060","1","601","2021/02/16 12:00:00","2021/02/25 14:59:59","10060118","0","81060008"
"MODE1のお供のモンスターを全て倒そう","81061001","0","6011","1","0","9016","10061","1","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061103","0","81061001"
"スペシャルバトルのボスのHPを37330000まで減らそう","81061002","0","6011","1","1","9018","10061","2670000","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061104","0","81061002"
"スペシャルバトルのボスのHPを34660000まで減らそう","81061003","0","6011","1","1","9018","10061","5340000","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061105","0","81061003"
"スペシャルバトルのMODE2をクリアしよう","81061004","0","6011","2","0","9016","10061","1","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061106","0","81061004"
"スペシャルバトルのボスのHPを21330000まで減らそう","81061005","0","6011","1","1","9018","10061","18670000","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061111","0","81061005"
"スペシャルバトルのボスのHPを10660000まで減らそう","81061006","0","6011","1","1","9018","10061","29340000","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061113","0","81061006"
"スペシャルバトルのボスを討伐しよう","81061007","0","6011","3","0","9016","10061","1","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061115","0","81061007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81061008","0","6011","5","0","9015","10061","1","601","2021/02/28 12:00:00","2021/03/18 14:59:59","10061118","0","81061008"
"ニュージェネレーションズのシャドウを倒そう","81062001","0","6011","0","0","9001","10062","3","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062103","0","81062001"
"MODE2のお供のモンスターを全て倒そう","81062002","0","6011","2","0","9016","10062","1","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062104","0","81062002"
"ラウドラパーンのHPを1920000まで減らそう","81062003","0","6011","1","1","9018","10062","480000","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062105","0","81062003"
"ラウドラパーンのHPを1440000まで減らそう","81062004","0","6011","1","1","9018","10062","960000","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062106","0","81062004"
"ラウドラパーンのHPを960000まで減らそう","81062005","0","6011","1","1","9018","10062","1440000","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062111","0","81062005"
"ラウドラパーンのHPを480000まで減らそう","81062006","0","6011","1","1","9018","10062","1920000","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062113","0","81062006"
"ラウドラパーンを討伐しよう","81062007","0","6011","3","0","9016","10062","1","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062115","0","81062007"
"スペシャルかエキシビションのバトルでラウドラパーンを5回以内に討伐しよう","81062008","0","6011","5","0","9015","10062","1","601","2021/03/08 12:00:00","2021/03/26 14:59:59","10062118","0","81062008"
"葛藤のうえきちゃんのHPを13840000まで減らそう","81063001","0","6011","1","1","9018","10063","2160000","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063103","0","81063001"
"葛藤のうえきちゃんのMODE1をクリアしよう","81063002","0","6011","1","0","9016","10063","1","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063104","0","81063002"
"葛藤のうえきちゃんのHPを9760000まで減らそう","81063003","0","6011","1","1","9018","10063","6240000","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063105","0","81063003"
"葛藤のうえきちゃんのHPを7840000まで減らそう","81063004","0","6011","1","1","9018","10063","8160000","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063106","0","81063004"
"葛藤のうえきちゃんのMODE2をクリアしよう","81063005","0","6011","2","0","9016","10063","1","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063111","0","81063005"
"葛藤のうえきちゃんのHPを2960000まで減らそう","81063006","0","6011","1","1","9018","10063","13040000","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063113","0","81063006"
"葛藤のうえきちゃんを討伐しよう","81063007","0","6011","3","0","9016","10063","1","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063115","0","81063007"
"スペシャルかエキシビションのバトルで葛藤のうえきちゃんを5回以内に討伐しよう","81063008","0","6011","5","0","9015","10063","1","601","2021/03/16 15:00:00","2021/03/26 14:59:59","10063118","0","81063008"
"スペシャルバトルのボスのHPを25990000まで減らそう","81064001","0","6011","1","1","9018","10064","3210000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064103","0","81064001"
"スペシャルバトルのボスのHPを22780000まで減らそう","81064002","0","6011","1","1","9018","10064","6420000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064104","0","81064002"
"スペシャルバトルのMODE1をクリアしよう","81064003","0","6011","1","0","9016","10064","1","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064105","0","81064003"
"スペシャルバトルのボスのHPを16940000まで減らそう","81064004","0","6011","1","1","9018","10064","12260000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064106","0","81064004"
"スペシャルバトルのボスのHPを14310000まで減らそう","81064005","0","6011","1","1","9018","10064","14890000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064107","0","81064005"
"スペシャルバトルのMODE2をクリアしよう","81064006","0","6011","2","0","9016","10064","1","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064108","0","81064006"
"スペシャルバトルのボスのHPを7790000まで減らそう","81064007","0","6011","1","1","9018","10064","21410000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064109","0","81064007"
"スペシャルバトルのボスのHPを3890000まで減らそう","81064008","0","6011","1","1","9018","10064","25310000","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064110","0","81064008"
"スペシャルバトルのボスを討伐しよう","81064009","0","6011","3","0","9016","10064","1","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064111","0","81064009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81064010","0","6011","5","0","9015","10064","1","601","2021/03/31 12:00:00","2021/04/18 14:59:59","10064112","0","81064010"
"アキノ、タマキ、ユカリ、ミフユのシャドウを倒そう","81065001","0","6011","0","0","9001","10065","4","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065103","0","81065001"
"スペシャルバトルのボスのHPを7832000まで減らそう","81065002","0","6011","1","1","9018","10065","968000","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065104","0","81065002"
"スペシャルバトルのボスのHPを6864000まで減らそう","81065003","0","6011","1","1","9018","10065","1936000","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065105","0","81065003"
"スペシャルバトルのMODE2をクリアしよう","81065004","0","6011","2","0","9016","10065","1","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065106","0","81065004"
"スペシャルバトルのボスのHPを3960000まで減らそう","81065005","0","6011","1","1","9018","10065","4840000","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065111","0","81065005"
"スペシャルバトルのボスのHPを2024000まで減らそう","81065006","0","6011","1","1","9018","10065","6776000","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065113","0","81065006"
"スペシャルバトルのボスを討伐しよう","81065007","0","6011","3","0","9016","10065","1","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065115","0","81065007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81065008","0","6011","5","0","9015","10065","1","601","2021/04/18 12:00:00","2021/04/27 14:59:59","10065118","0","81065008"
"スペシャルバトルのボスのHPを52294000まで減らそう","81066001","0","6011","1","1","9018","10066","706000","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066103","0","81066001"
"スペシャルバトルのボスのHPを51588000まで減らそう","81066002","0","6011","1","1","9018","10066","1412000","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066104","0","81066002"
"スペシャルバトルのMODE1をクリアしよう","81066003","0","6011","1","0","9016","10066","1","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066105","0","81066003"
"ゲートキーパーとイノリとカヤのシャドウを倒そう","81066004","0","6011","0","0","9001","10066","3","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066106","0","81066004"
"スペシャルバトルのボスのHPを34628000まで減らそう","81066005","0","6011","1","1","9018","10066","18372000","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066107","0","81066005"
"スペシャルバトルのボスのHPを16256000まで減らそう","81066006","0","6011","1","1","9018","10066","36744000","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066108","0","81066006"
"スペシャルバトルのボスを討伐しよう","81066007","0","6011","3","0","9016","10066","1","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066109","0","81066007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81066008","0","6011","5","0","9015","10066","1","601","2021/04/30 12:00:00","2021/05/18 14:59:59","10066110","0","81066008"
"リマ、マヒル、リン、シオリのシャドウを倒そう","81067001","0","6011","0","0","9001","10067","4","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067103","0","81067001"
"スペシャルバトルのボスのHPを7683000まで減らそう","81067002","0","6011","1","1","9018","10067","917000","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067104","0","81067002"
"スペシャルバトルのボスのHPを6765000まで減らそう","81067003","0","6011","1","1","9018","10067","1835000","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067105","0","81067003"
"スペシャルバトルのMODE2をクリアしよう","81067004","0","6011","2","0","9016","10067","1","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067106","0","81067004"
"スペシャルバトルのボスのHPを3900000まで減らそう","81067005","0","6011","1","1","9018","10067","4700000","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067111","0","81067005"
"スペシャルバトルのボスのHPを1950000まで減らそう","81067006","0","6011","1","1","9018","10067","6650000","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067113","0","81067006"
"スペシャルバトルのボスを討伐しよう","81067007","0","6011","3","0","9016","10067","1","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067115","0","81067007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81067008","0","6011","5","0","9015","10067","1","601","2021/05/18 12:00:00","2021/05/27 14:59:59","10067118","0","81067008"
"スペシャルバトルのボスのHPを42600000まで減らそう","81068001","0","6011","1","1","9018","10068","7400000","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068103","0","81068001"
"スペシャルバトルのボスのHPを35300000まで減らそう","81068002","0","6011","1","1","9018","10068","14700000","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068104","0","81068002"
"スペシャルバトルのMODE1をクリアしよう","81068003","0","6011","1","0","9016","10068","1","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068105","0","81068003"
"アオイ、ミフユ、タマキのシャドウを倒そう","81068004","0","6011","0","0","9001","10068","3","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068106","0","81068004"
"スペシャルバトルのボスのHPを18560000まで減らそう","81068005","0","6011","1","1","9018","10068","31440000","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068107","0","81068005"
"スペシャルバトルのボスのHPを9300000まで減らそう","81068006","0","6011","1","1","9018","10068","40700000","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068108","0","81068006"
"スペシャルバトルのボスを討伐しよう","81068007","0","6011","3","0","9016","10068","1","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068109","0","81068007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81068008","0","6011","5","0","9015","10068","1","601","2021/05/31 12:00:00","2021/06/18 14:59:59","10068110","0","81068008"
"スペシャルバトルのボスのHPを7695000まで減らそう","81069001","0","6011","1","1","9018","10069","855000","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069103","0","81069001"
"スペシャルバトルのボスのHPを6925000まで減らそう","81069002","0","6011","1","1","9018","10069","1625000","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069104","0","81069002"
"スペシャルバトルのMODE1をクリアしよう","81069003","0","6011","1","0","9016","10069","1","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069105","0","81069003"
"リノ、アユミ、ヒヨリのシャドウを倒そう","81069004","0","6011","0","0","9001","10069","3","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069106","0","81069004"
"スペシャルバトルのボスのHPを4104000まで減らそう","81069005","0","6011","1","1","9018","10069","4446000","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069111","0","81069005"
"スペシャルバトルのボスのHPを2052000まで減らそう","81069006","0","6011","1","1","9018","10069","6498000","601","2021/06/18 12:00:00","2021/06/27 14:59:59","10069113","0","81069006"
