542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"0","1007405","1","0","1","1","6","0","22","1007405012",""
"1.7","1007405","110","-220","-1000","31","5","0","1","1007405013","NoItem"
"","1007405","","","","","91","","0","1007405014",""
"0.2","1007405","1","","","mhp_sit_talk_normal","3","","117531","1007405015",""
"","1007405","0","","0","vo_mhp_1101","21","","vo_mhp_1007405","1007405016",""
"0","1007405","8","0","0","ユニちゃん、どうぞー","11","0","117531","1007405017","0.5"
"","1007405","","","","","91","","0","1007405018",""
"0.2","1007405","1","","","mhp_sit_idle","3","","117531","1007405019",""
"0.2","1007405","1","","","mhp_walk","3","","111011","1007405020",""
"","1007405","-220","0","4","-200","2","","111011","1007405021",""
"0.2","1007405","1","","","NoItem","3","","31","1007405022",""
"","1007405","-220","0","4","-200","2","","31","1007405023",""
"","1007405","","","","","91","","0","1007405024",""
"0.2","1007405","0","1","mhp_sit_idle_2","mhp_sit_in_2","3","0.2","111011","1007405025",""
"","1007405","","","","0","93","","1","1007405026",""
"0.2","1007405","1","","","mhp_sit_talk_joy2","3","","111011","1007405027",""
"","1007405","0","","0","vo_mhp_1102","21","","vo_mhp_1007405","1007405028",""
"0","1007405","5","0","1","えへへ、ユニだよ。\nミツキちゃん元気？","11","0","111011","1007405029","0.5"
"","1007405","","","","","91","","0","1007405030",""
"0.2","1007405","1","","","mhp_sit_idle_joy2","3","","111011","1007405031",""
"0.2","1007405","1","","","mhp_sit_talk_normal","3","","117531","1007405032",""
"","1007405","0","","0","vo_mhp_1103","21","","vo_mhp_1007405","1007405033",""
"0","1007405","6","0","1","あら。\nこないだぷりぷりして帰った件は\n綺麗さっぱりなかったことにするのね。\nオーケイ、了解よ。","11","0","117531","1007405034","0.5"
"","1007405","","","","","91","","0","1007405035",""
"0.2","1007405","1","","","mhp_sit_talk_wish","3","","117531","1007405036",""
"","1007405","0","","0","vo_mhp_1104","21","","vo_mhp_1007405","1007405037",""
"0","1007405","7","0","1","それで？\nユニちゃんは今日も\n私と雑談をしに来てくれたのかしら？","11","0","117531","1007405038","0.5"
"","1007405","","","","","91","","0","1007405039",""
"0.2","1007405","1","","","mhp_sit_idle","3","","117531","1007405040",""
"0.2","1007405","1","","","mhp_sit_talk_sad","3","","111011","1007405041",""
"","1007405","0","","0","vo_mhp_1105","21","","vo_mhp_1007405","1007405042",""
"0","1007405","5","0","1","否。\n今日は患者として参ったのだ。\n医薬の道に長じた御身の助けを得たい。","11","0","111011","1007405043","0.5"
"","1007405","","","","","91","","0","1007405044",""
"0.2","1007405","1","","","mhp_sit_idle_sad","3","","111011","1007405045",""
"0.2","1007405","1","","","mhp_sit_talk_thinking","3","","117531","1007405046",""
"","1007405","0","","0","vo_mhp_1106","21","","vo_mhp_1007405","1007405047",""
"0","1007405","7","0","1","あら、穏やかじゃないわね。\nいいわ、聞きましょう。どうぞ？","11","0","117531","1007405048","0.5"
"","1007405","","","","","91","","0","1007405049",""
"0.2","1007405","1","","","mhp_sit_idle","3","","117531","1007405050",""
"0.2","1007405","1","","","mhp_sit_talk_sad2","3","","111011","1007405051",""
"","1007405","0","","0","vo_mhp_1107","21","","vo_mhp_1007405","1007405052",""
"0","1007405","5","0","1","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","11","0","111011","1007405053","0.5"
"","1007405","","","","","91","","0","1007405054",""
"0.2","1007405","0","","","mhp_yuni_sleep_in","3","","111011","1007405055",""
"0","1007405","0","1","NoItem","mhp_yuni_sleep_in","3","0","31","1007405056",""
"","1007405","0","","0","vo_mhp_1108","21","","vo_mhp_1007405","1007405057",""
"0","1007405","6","0","1","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","11","0","111011","1007405058","0.5"
"","1007405","","","","1","93","","8.2","1007405059",""
"0.2","1007405","0","","","mhp_yuni_sleep_out","3","","111011","1007405060",""
"0.2","1007405","0","","","mhp_yuni_sleep_out","3","","31","1007405061",""
"","1007405","","","","","91","","1007405058","1007405062",""
"0.2","1007405","1","","","mhp_sit_idle_sad","3","","111011","1007405063",""
"0.2","1007405","1","","","NoItem_idle","3","","31","1007405064",""
"0.2","1007405","1","","","mhp_sit_talk_thinking","3","","117531","1007405065",""
"","1007405","0","","0","vo_mhp_1109","21","","vo_mhp_1007405","1007405066",""
"0","1007405","5","0","1","あー、そういう……はいはい。","11","0","117531","1007405067","0.5"
"","1007405","","","","","91","","0","1007405068",""
"0.2","1007405","1","","","mhp_sit_idle","3","","117531","1007405069",""
"0.2","1007405","1","","","mhp_sit_talk_sad2","3","","111011","1007405070",""
"","1007405","0","","0","vo_mhp_1110","21","","vo_mhp_1007405","1007405071",""
"0","1007405","5","0","1","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","11","0","111011","1007405072","0.5"
"","1007405","","","","","91","","0","1007405073",""
"0.2","1007405","1","","","mhp_sit_idle_sad2","3","","111011","1007405074",""
"","1007405","0","","","1007405078","103","","ハッスルポーション","1007405075",""
"","1007405","0","","","1007405124","103","","グッスリポーション","1007405076",""
"","1007405","0","","","1007405166","103","","ハッタリポーション","1007405077",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007405078",""
"","1007405","","","","0","93","","0.6","1007405079",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","111011","1007405080",""
"","1007405","","","","0","93","","0.2","1007405081",""
"0.2","1007405","1","0","","mhp_walk","3","","111011","1007405082",""
"","1007405","-220","0","1.5","35","2","","111011","1007405083",""
"","1007405","-220","0","1.5","35","2","","31","1007405084",""
"","1007405","-220","0","1.5","35","2","","11","1007405085",""
"","1007405","-220","0","1.5","35","2","","12","1007405086",""
"","1007405","","","","0","93","","0.3","1007405087",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007405088",""
"0","1007405","1","1","1","1","6","0","21","1007405089",""
"0","1007405","1","1","1","1","6","0","22","1007405090",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007405091",""
"0.2","1007405","0","1","mhp_item_EX0001_handover_loop","mhp_item_EX0001_handover_in","3","0","22","1007405092",""
"","1007405","","","","0","93","","1.2","1007405093",""
"0.2","1007405","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","111011","1007405094",""
"0","1007405","1","1","1","1","6","0","11","1007405095",""
"0","1007405","1","1","1","1","6","0","12","1007405096",""
"0.2","1007405","0","1","mhp_receive_yuni_loop","mhp_receive_yuni_in","3","0","11","1007405097",""
"0.2","1007405","0","1","mhp_item_EX0001_receive_loop","mhp_item_EX0001_receive_in","3","0","12","1007405098",""
"","1007405","","","","0","93","","0.6","1007405099",""
"0.4","1007405","1","1","1","1","6","0","22","1007405100",""
"","1007405","","","","0","93","","0.4","1007405101",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007405102",""
"0.2","1007405","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007405103",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0001_handover_out","3","0","22","1007405104",""
"","1007405","","","","0","93","","0.4","1007405105",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","111011","1007405106",""
"0.2","1007405","0","1","NoItem_idle","mhp_receive_yuni_out","3","0","11","1007405107",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0001_receive_out","3","0","12","1007405108",""
"","1007405","","","","","93","","2","1007405109",""
"0.2","1007405","1","","","mhp_talk_joy2","3","","111011","1007405110",""
"","1007405","0","","0","vo_mhp_1111","21","","vo_mhp_1007405","1007405111",""
"0","1007405","8","0","1","わ～い、いつものポーションだぁ～！","11","0","111011","1007405112","0.5"
"","1007405","","","","","91","","0","1007405113",""
"0.2","1007405","1","","","mhp_idle_joy2","3","","111011","1007405114",""
"0.2","1007405","1","","","mhp_talk_worry","3","","117531","1007405115",""
"","1007405","0","","0","vo_mhp_1112","21","","vo_mhp_1007405","1007405116",""
"0","1007405","6","0","1","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","11","0","117531","1007405117","0.5"
"","1007405","","","","","91","","0","1007405118",""
"0.2","1007405","1","","","mhp_talk_wish2","3","","117531","1007405119",""
"","1007405","0","","0","vo_mhp_1113","21","","vo_mhp_1007405","1007405120",""
"0","1007405","5","0","1","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","11","0","117531","1007405121","0.5"
"","1007405","","","","","91","","0","1007405122",""
"","1007405","","","","","101","","1007405213","1007405123",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007405124",""
"","1007405","","","","0","93","","0.6","1007405125",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","111011","1007405126",""
"","1007405","","","","0","93","","0.2","1007405127",""
"0.2","1007405","1","0","","mhp_walk","3","","111011","1007405128",""
"","1007405","-220","0","1.5","35","2","","111011","1007405129",""
"","1007405","-220","0","1.5","35","2","","31","1007405130",""
"","1007405","-220","0","1.5","35","2","","11","1007405131",""
"","1007405","-220","0","1.5","35","2","","12","1007405132",""
"","1007405","","","","0","93","","0.3","1007405133",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007405134",""
"0","1007405","1","1","1","1","6","0","21","1007405135",""
"0","1007405","1","1","1","1","6","0","22","1007405136",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007405137",""
"0.2","1007405","0","1","mhp_item_EX0002_handover_loop","mhp_item_EX0002_handover_in","3","0","22","1007405138",""
"","1007405","","","","0","93","","1.2","1007405139",""
"0.2","1007405","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","111011","1007405140",""
"0","1007405","1","1","1","1","6","0","11","1007405141",""
"0","1007405","1","1","1","1","6","0","12","1007405142",""
"0.2","1007405","0","1","mhp_receive_yuni_loop","mhp_receive_yuni_in","3","0","11","1007405143",""
"0.2","1007405","0","1","mhp_item_EX0002_receive_loop","mhp_item_EX0002_receive_in","3","0","12","1007405144",""
"","1007405","","","","0","93","","0.6","1007405145",""
"0.4","1007405","1","1","1","1","6","0","22","1007405146",""
"","1007405","","","","0","93","","0.4","1007405147",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007405148",""
"0.2","1007405","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007405149",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0002_handover_out","3","0","22","1007405150",""
"","1007405","","","","0","93","","0.4","1007405151",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","111011","1007405152",""
"0.2","1007405","0","1","NoItem_idle","mhp_receive_yuni_out","3","0","11","1007405153",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0002_receive_out","3","0","12","1007405154",""
"","1007405","","","","","93","","2","1007405155",""
"0.2","1007405","1","","","mhp_talk_anger2","3","","111011","1007405156",""
"","1007405","0","","0","vo_mhp_1114","21","","vo_mhp_1007405","1007405157",""
"0","1007405","6","0","1","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","11","0","111011","1007405158","0.5"
"","1007405","","","","","91","","0","1007405159",""
"0.2","1007405","1","","","mhp_idle_sad","3","","111011","1007405160",""
"0.2","1007405","1","","","mhp_talk_worry","3","","117531","1007405161",""
"","1007405","0","","0","vo_mhp_1115","21","","vo_mhp_1007405","1007405162",""
"0","1007405","6","0","1","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","11","0","117531","1007405163","0.5"
"","1007405","","","","","91","","0","1007405164",""
"","1007405","","","","","101","","1007405213","1007405165",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007405166",""
"","1007405","","","","0","93","","0.6","1007405167",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_sit_out","3","0","111011","1007405168",""
"","1007405","","","","0","93","","0.2","1007405169",""
"0.2","1007405","1","0","","mhp_walk","3","","111011","1007405170",""
"","1007405","-220","0","1.5","35","2","","111011","1007405171",""
"","1007405","-220","0","1.5","35","2","","31","1007405172",""
"","1007405","-220","0","1.5","35","2","","11","1007405173",""
"","1007405","-220","0","1.5","35","2","","12","1007405174",""
"","1007405","","","","0","93","","0.3","1007405175",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007405176",""
"0","1007405","1","1","1","1","6","0","21","1007405177",""
"0","1007405","1","1","1","1","6","0","22","1007405178",""
"0.2","1007405","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007405179",""
"0.2","1007405","0","1","mhp_item_EX0003_handover_loop","mhp_item_EX0003_handover_in","3","0","22","1007405180",""
"","1007405","","","","0","93","","1.2","1007405181",""
"0.2","1007405","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","111011","1007405182",""
"0","1007405","1","1","1","1","6","0","11","1007405183",""
"0","1007405","1","1","1","1","6","0","12","1007405184",""
"0.2","1007405","0","1","mhp_receive_yuni_loop","mhp_receive_yuni_in","3","0","11","1007405185",""
"0.2","1007405","0","1","mhp_item_EX0003_receive_loop","mhp_item_EX0003_receive_in","3","0","12","1007405186",""
"","1007405","","","","0","93","","0.6","1007405187",""
"0.4","1007405","1","1","1","1","6","0","22","1007405188",""
"","1007405","","","","0","93","","0.4","1007405189",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007405190",""
"0.2","1007405","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007405191",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0003_handover_out","3","0","22","1007405192",""
"","1007405","","","","0","93","","0.4","1007405193",""
"0.2","1007405","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","111011","1007405194",""
"0.2","1007405","0","1","NoItem_idle","mhp_receive_yuni_out","3","0","11","1007405195",""
"0.2","1007405","0","1","NoItem_idle","mhp_item_EX0003_receive_out","3","0","12","1007405196",""
"","1007405","","","","0","93","","2","1007405197",""
"0.2","1007405","1","","","mhp_anna_ahahaStand_loop","3","","117531","1007405198",""
"","1007405","0","","0","vo_mhp_1116","21","","vo_mhp_1007405","1007405199",""
"0","1007405","4","0","1","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","11","0","117531","1007405200","0.5"
"","1007405","","","","1","93","","2.5","1007405201",""
"0.2","1007405","1","","","mhp_talk_joy1","3","","117531","1007405202",""
"","1007405","","","","","91","","1007405200","1007405203",""
"0.2","1007405","1","","","mhp_idle_joy1","3","","117531","1007405204",""
"0.2","1007405","1","","","mhp_talk_surprise2","3","","111011","1007405205",""
"","1007405","0","","0","vo_mhp_1117","21","","vo_mhp_1007405","1007405206",""
"0","1007405","8","0","1","まじで！　ミツキングすげえ！","11","0","111011","1007405207","0.5"
"","1007405","","","","0","91","","0","1007405208",""
"0.2","1007405","1","","","mhp_idle_surprise2","3","","111011","1007405209",""
"0.2","1007405","1","","","mhp_idle_thinking","3","","117531","1007405210",""
"","1007405","0","","0","vo_mhp_1118","21","","vo_mhp_1007405","1007405211",""
"0","1007405","6","0","1","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","11","0","117531","1007405212","0.5"
"","1007405","","","","","91","","0","1007405213",""
"0.2","1007405","1","","","mhp_idle_normal","3","","117531","1007405214",""
"0.2","1007405","1","","","mhp_talk_wish","3","","111011","1007405215",""
"","1007405","0","","0","vo_mhp_1119","21","","vo_mhp_1007405","1007405216",""
"","1007405","6","0","1","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","11","0","111011","1007405217","0.5"
"","1007405","","","","","91","","0","1007405218",""
"0.2","1007405","1","","","mhp_idle_joy1","3","","111011","1007405219",""
"0.2","1007405","1","","","mhp_talk_sad","3","","117531","1007405220",""
"","1007405","0","","0","vo_mhp_1120","21","","vo_mhp_1007405","1007405221",""
"","1007405","6","0","1","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","11","0","117531","1007405222","0.5"
"","1007405","","","","","91","","0","1007405223",""
"","1007405","","","","0","22","","0","1007405224",""
"0.2","1007405","1","","","mhp_idle_normal","3","","117531","1007405225",""
"0.2","1007405","1","0","","mhp_walk_glad","3","","111011","1007405226",""
"","1007405","","","","1","4","","111011","1007405227",""
"","1007405","-220","0","5","-1000","2","","111011","1007405228",""
"","1007405","","","","","91","","0","1007405229",""
"1.7","1007406","100","-240","-1000","111011","1","0","1","1007406001","mhp_idle_normal"
"1.7","1007406","100","-220","185","117531","1","1","1","1007406002","mhp_sit_idle"
"1.7","1007406","100","-200","365","117631","1","1","1","1007406003","mhp_sit_idle"
"1","1007406","-240","0.85","-154","1","31","","1","1007406004",""
"0","1007406","0","1","0","130","31","","30","1007406005",""
"0","1007406","0","1","0","112","31","","12","1007406006",""
"1.7","1007406","110","-220","-200","11","5","0","1","1007406007","NoItem"
"1.7","1007406","105","-220","-200","12","5","0","1","1007406008","NoItem"
"1.7","1007406","110","-220","185","21","5","1","1","1007406009","NoItem"
"1.7","1007406","105","-220","185","22","5","1","1","1007406010","NoItem"
"0","1007406","1","0","1","1","6","0","11","1007406011",""
"0","1007406","1","0","1","1","6","0","12","1007406012",""
"0","1007406","1","0","1","1","6","0","21","1007406013",""
"0","1007406","1","0","1","1","6","0","22","1007406014",""
"","1007406","","","","","91","","0","1007406015",""
"0.2","1007406","1","","","mhp_sit_talk_normal","3","","117531","1007406016",""
"","1007406","0","","0","vo_mhp_1201","21","","vo_mhp_1007406","1007406017",""
"0","1007406","8","0","0","ユニちゃん、どうぞー","11","0","117531","1007406018","0.5"
"","1007406","","","","","91","","0","1007406019",""
"0.2","1007406","1","","","mhp_sit_idle","3","","117531","1007406020",""
"0.2","1007406","1","","","mhp_walk","3","","111011","1007406021",""
"","1007406","-220","0","4","-200","2","","111011","1007406022",""
"","1007406","","","","","91","","0","1007406023",""
"0.2","1007406","0","1","mhp_sit_idle_2","mhp_sit_in_2","3","0.2","111011","1007406024",""
"","1007406","","","","0","93","","1","1007406025",""
"0.2","1007406","1","","","mhp_sit_talk_normal","3","","111011","1007406026",""
"","1007406","0","","0","vo_mhp_1202","21","","vo_mhp_1007406","1007406027",""
"0","1007406","7","0","1","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","11","0","111011","1007406028","0.5"
"","1007406","","","","","91","","0","1007406029",""
"0.2","1007406","1","","","mhp_sit_idle_2","3","","111011","1007406030",""
"0.2","1007406","1","","","mhp_sit_talk_thinking","3","","117531","1007406031",""
"","1007406","0","","0","vo_mhp_1203","21","","vo_mhp_1007406","1007406032",""
"0","1007406","7","0","1","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","11","0","117531","1007406033","0.5"
"","1007406","","","","","91","","0","1007406034",""
"0.2","1007406","1","","","mhp_sit_talk_normal","3","","117531","1007406035",""
"","1007406","0","","0","vo_mhp_1204","21","","vo_mhp_1007406","1007406036",""
"0","1007406","5","0","1","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","11","0","117531","1007406037","0.5"
"","1007406","","","","","91","","0","1007406038",""
"0.2","1007406","1","","","mhp_sit_idle","3","","117531","1007406039",""
"0.2","1007406","1","","","mhp_sit_talk_thinking2","3","","111011","1007406040",""
"","1007406","0","","0","vo_mhp_1205","21","","vo_mhp_1007406","1007406041",""
"0","1007406","6","0","1","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","11","0","111011","1007406042","0.5"
"","1007406","","","","","91","","0","1007406043",""
"0.2","1007406","1","","","mhp_sit_idle_2","3","","111011","1007406044",""
"0.2","1007406","1","","","mhp_sit_talk_normal","3","","117531","1007406045",""
"","1007406","0","","0","vo_mhp_1206","21","","vo_mhp_1007406","1007406046",""
"0","1007406","6","0","1","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","11","0","117531","1007406047","0.5"
"","1007406","","","","","91","","0","1007406048",""
"0.2","1007406","1","","","mhp_sit_idle","3","","117531","1007406049",""
"0.2","1007406","1","","","mhp_sit_talk_joy1","3","","111011","1007406050",""
"","1007406","0","","0","vo_mhp_1207","21","","vo_mhp_1007406","1007406051",""
"0","1007406","5","0","1","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","11","0","111011","1007406052","0.5"
"","1007406","","","","","91","","0","1007406053",""
"0.2","1007406","1","","","mhp_sit_talk_worry","3","","111011","1007406054",""
"","1007406","0","","0","vo_mhp_1208","21","","vo_mhp_1007406","1007406055",""
"0","1007406","6","0","1","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","11","0","111011","1007406056","0.5"
"","1007406","","","","1","93","","5.5","1007406057",""
"0.2","1007406","0","1","mhp_sit_idle_2","mhp_yuni_pekori","3","0","111011","1007406058",""
"","1007406","","","","0","93","","1","1007406059",""
"","1007406","","","","","91","","1007406056","1007406060",""
"0.2","1007406","1","","","mhp_sit_idle_2","3","","111011","1007406061",""
"0.2","1007406","1","","","mhp_sit_talk_memory","3","","117531","1007406062",""
"","1007406","0","","0","vo_mhp_1209","21","","vo_mhp_1007406","1007406063",""
"0","1007406","6","0","1","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","11","0","117531","1007406064","0.5"
"","1007406","","","","","91","","0","1007406065",""
"0.2","1007406","1","","","mhp_sit_idle","3","","117531","1007406066",""
"0.2","1007406","1","","","mhp_sit_talk_sad","3","","111011","1007406067",""
"","1007406","0","","0","vo_mhp_1210","21","","vo_mhp_1007406","1007406068",""
"0","1007406","6","0","1","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","11","0","111011","1007406069","0.5"
"","1007406","","","","","91","","0","1007406070",""
"0.2","1007406","1","","","mhp_sit_talk_wish","3","","111011","1007406071",""
"","1007406","0","","0","vo_mhp_1211","21","","vo_mhp_1007406","1007406072",""
"0","1007406","6","0","1","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","11","0","111011","1007406073","0.5"
"","1007406","","","","","91","","0","1007406074",""
"0.2","1007406","1","","","mhp_sit_idle_wish","3","","111011","1007406075",""
"0.2","1007406","1","","","mhp_sit_talk_sad","3","","117531","1007406076",""
"","1007406","0","","0","vo_mhp_1212","21","","vo_mhp_1007406","1007406077",""
"0","1007406","8","0","1","ユニちゃん……","11","0","117531","1007406078","0.5"
"","1007406","","","","","91","","0","1007406079",""
"0.2","1007406","1","","","mhp_sit_idle_sad","3","","117531","1007406080",""
"0.2","1007406","1","","","mhp_sit_talk_thinking2","3","","111011","1007406081",""
"","1007406","0","","0","vo_mhp_1213","21","","vo_mhp_1007406","1007406082",""
"0","1007406","5","0","1","端的に換言すれば、母だ。","11","0","111011","1007406083","1"
"","1007406","","","","","91","","0","1007406084",""
"0.2","1007406","1","","","mhp_sit_idle_thinking2","3","","111011","1007406085",""
"0.2","1007406","1","","","mhp_sit_talk_wish2","3","","117531","1007406086",""
"","1007406","0","","0","vo_mhp_1214","21","","vo_mhp_1007406","1007406087",""
"0","1007406","8","0","1","ユニ……ちゃん……？","11","0","117531","1007406088","0.5"
"","1007406","","","","","91","","0","1007406089",""
"0.2","1007406","1","","","mhp_sit_idle_wish2","3","","117531","1007406090",""
"0.2","1007406","1","","","mhp_sit_talk_normal","3","","111011","1007406091",""
"","1007406","0","","0","vo_mhp_1215","21","","vo_mhp_1007406","1007406092",""
"0","1007406","6","0","1","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","11","0","111011","1007406093","0.5"
"","1007406","","","","","91","","0","1007406094",""
"0.2","1007406","1","","","mhp_sit_idle_wish","3","","111011","1007406095",""
"0.2","1007406","1","","","mhp_sit_talk_anger2","3","","117531","1007406096",""
"","1007406","0","","0","vo_mhp_1216","21","","vo_mhp_1007406","1007406097",""
"0","1007406","7","0","1","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","11","0","117531","1007406098","0.5"
"","1007406","","","","","91","","0","1007406099",""
"0.2","1007406","1","","","mhp_sit_idle_anger2","3","","117531","1007406100",""
"0.2","1007406","1","","","mhp_sit_talk_memory","3","","111011","1007406101",""
"","1007406","0","","0","vo_mhp_1217","21","","vo_mhp_1007406","1007406102",""
"0","1007406","8","0","1","ママ、ポーションちょうだい。","11","0","111011","1007406103","0.5"
"","1007406","","","","","91","","0","1007406104",""
"0.2","1007406","1","","","mhp_sit_idle_joy1","3","","111011","1007406105",""
"0.2","1007406","1","","","mhp_sit_talk_anger2","3","","117531","1007406106",""
"","1007406","0","","0","vo_mhp_1218","21","","vo_mhp_1007406","1007406107",""
"0","1007406","7","0","1","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","11","0","117531","1007406108","0.5"
"","1007406","","","","1","93","","3.5","1007406109",""
"0.2","1007406","1","","","mhp_sit_idle_surprise2","3","","117631","1007406110",""
"","1007406","","","","","91","","1007406108","1007406111",""
"","1007406","","","","0","22","","0","1007406112",""
"","1007406","","","","","93","","1","1007406113",""
"1","1007406","","1","","1","32","","112","1007406114",""
"","1007406","","","","","93","","1","1007406115",""
"1","1007406","","1","","1","32","","130","1007406116",""
"","1007406","","","","","93","","4","1007406117",""
"1","1007406","","1","","0","32","","130","1007406118",""
"1.7","1007407","100","-200","-1000","102511","1","0","1","1007407001","mhp_idle_normal"
"1.7","1007407","100","-220","185","117531","1","1","1","1007407002","mhp_sit_idle"
"1.7","1007407","100","-200","365","117631","1","1","1","1007407003","mhp_sit_idle"
"1","1007407","-240","0.85","-154","1","31","","1","1007407004",""
"1.7","1007407","110","-220","-200","11","5","0","1","1007407005","NoItem"
"1.7","1007407","105","-220","-200","12","5","0","1","1007407006","NoItem"
"1.7","1007407","110","-220","185","21","5","1","1","1007407007","NoItem"
"1.7","1007407","105","-220","185","22","5","1","1","1007407008","NoItem"
"0","1007407","1","0","1","1","6","0","11","1007407009",""
"0","1007407","1","0","1","1","6","0","12","1007407010",""
"0","1007407","1","0","1","1","6","0","21","1007407011",""
"0","1007407","1","0","1","1","6","0","22","1007407012",""
"1.7","1007407","110","-220","-1000","31","5","0","1","1007407013","NoItem"
"","1007407","","","","","91","","0","1007407014",""
