914873bf20663d1a29004a45de159ce2519f6f22b44207ebe620ec530286e003,171271fee499f6401b1df7eed0a66a9be03f1f4a5d1ed52b281412106998c974,8e3f6b77c72883007925f172ee9aa594a36ff273bdab95ac0323f9ca235371be,44f0e38bde7969da95e6bcd489c1387dd06addc07c5b71627c4920bf4610718b,6ff0572c5b0fa2e149eb4a80d6ffee38e00fa5010c8a8713e9d79479ed16902d
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005404","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","237"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005404","9","ＨＰ吸収ダウン","238"
"バトル時間が60秒になる。","74005405","limit_time","バトル時間制限","239"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005405","18","ダメージ減衰","240"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005405","17","ＴＰ上昇上限付与","241"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005405","boss_def_lower_limit","物理防御力（ダウン不可）アップ","242"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005405","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","243"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005405","9","ＨＰ吸収ダウン","244"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005501","18","ダメージ減衰","245"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005501","17","ＴＰ上昇上限付与","246"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005501","boss_def_lower_limit","物理防御力（ダウン不可）アップ","247"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005501","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","248"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005501","9","ＨＰ吸収ダウン","249"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005501","boss_tp_down_cut","ＴＰダウンカット","250"
"ゴーレム、ウパルパが追加される。","74005502","add_shadow","モンスター追加","251"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005502","18","ダメージ減衰","252"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005502","17","ＴＰ上昇上限付与","253"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005502","boss_def_lower_limit","物理防御力（ダウン不可）アップ","254"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005502","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","255"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005502","9","ＨＰ吸収ダウン","256"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005502","boss_tp_down_cut","ＴＰダウンカット","257"
"ミヤコ、アオイが追加される。","74005503","add_shadow","モンスター追加","258"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005503","18","ダメージ減衰","259"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005503","17","ＴＰ上昇上限付与","260"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005503","boss_def_lower_limit","物理防御力（ダウン不可）アップ","261"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005503","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","262"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005503","9","ＨＰ吸収ダウン","263"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005503","boss_tp_down_cut","ＴＰダウンカット","264"
"ルナポッドが追加される。","74005504","add_shadow","モンスター追加","265"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005504","18","ダメージ減衰","266"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005504","17","ＴＰ上昇上限付与","267"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005504","boss_def_lower_limit","物理防御力（ダウン不可）アップ","268"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005504","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","269"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005504","9","ＨＰ吸収ダウン","270"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005504","boss_tp_down_cut","ＴＰダウンカット","271"
"バトル時間が60秒になる。","74005505","limit_time","バトル時間制限","272"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005505","18","ダメージ減衰","273"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005505","17","ＴＰ上昇上限付与","274"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005505","boss_def_lower_limit","物理防御力（ダウン不可）アップ","275"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005505","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","276"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005505","9","ＨＰ吸収ダウン","277"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74005505","boss_tp_down_cut","ＴＰダウンカット","278"
"ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","74006102","star6_shadow","シャドウ強化","279"
"スズナ、キョウカのシャドウが★6になる。","74006103","star6_shadow","シャドウ強化","280"
"編成可能キャラ数が4キャラになる。","74006103","limit_chara_num","編成キャラ数制限","281"
"編成可能キャラ数が4キャラになる。","74006104","limit_chara_num","編成キャラ数制限","282"
"バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006104","27","物理無効バリア","283"
"バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006104","28","魔法無効バリア","284"
"編成可能キャラ数が4キャラになる。","74006105","limit_chara_num","編成キャラ数制限","285"
"バトル開始時、すべてのシャドウに物理無効バリアを展開する。","74006105","27","物理無効バリア","286"
"バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","74006105","28","魔法無効バリア","287"
"レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","74006202","star6_shadow","シャドウ強化","288"
"レイ（ニューイヤー）、シズルのシャドウが★6になる。","74006203","star6_shadow","シャドウ強化","289"
"編成可能キャラ数が4キャラになる。","74006203","limit_chara_num","編成キャラ数制限","290"
"編成可能キャラ数が4キャラになる。","74006204","limit_chara_num","編成キャラ数制限","291"
"バトル開始時、すべてのシャドウのＴＰを特大回復。","74006204","energy_recover","ＴＰ回復","292"
"編成可能キャラ数が4キャラになる。","74006205","limit_chara_num","編成キャラ数制限","293"
"バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","74006205","energy_recover","ＴＰ回復","294"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006301","boss_def_lower_limit","物理防御力（ダウン不可）アップ","295"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006301","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","296"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006301","boss_tp_down_cut","ＴＰダウンカット","297"
"バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","74006302","boss_magic_cut","魔法ダメージカット","298"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006302","boss_def_lower_limit","物理防御力（ダウン不可）アップ","299"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006302","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","300"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006302","boss_tp_down_cut","ＴＰダウンカット","301"
"バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","74006303","boss_magic_cut","魔法ダメージカット","302"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006303","boss_def_lower_limit","物理防御力（ダウン不可）アップ","303"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006303","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","304"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006303","boss_tp_down_cut","ＴＰダウンカット","305"
"ボスモンスターの行動パターンが変化する。","74006304","boss_ub_enhance","ボス行動パターン変化","306"
"バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006304","boss_magic_cut","魔法ダメージカット","307"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006304","boss_def_lower_limit","物理防御力（ダウン不可）アップ","308"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006304","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","309"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006304","boss_tp_down_cut","ＴＰダウンカット","310"
"ボスモンスターの行動パターンが変化する。","74006305","boss_ub_enhance","ボス行動パターン変化","311"
"バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","74006305","boss_magic_cut","魔法ダメージカット","312"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006305","boss_def_lower_limit","物理防御力（ダウン不可）アップ","313"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006305","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","314"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006305","boss_tp_down_cut","ＴＰダウンカット","315"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006401","boss_def_lower_limit","物理防御力（ダウン不可）アップ","316"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006401","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","317"
"バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","74006402","boss_physics_cut","物理ダメージカット","318"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006402","boss_def_lower_limit","物理防御力（ダウン不可）アップ","319"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006402","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","320"
"バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","74006403","boss_physics_cut","物理ダメージカット","321"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006403","boss_def_lower_limit","物理防御力（ダウン不可）アップ","322"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006403","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","323"
"ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","74006404","add_shadow","モンスター追加","324"
"ボスモンスターの行動パターンが変化する。","74006404","boss_ub_enhance","ボス行動パターン変化","325"
"バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006404","boss_physics_cut","物理ダメージカット","326"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006404","boss_def_lower_limit","物理防御力（ダウン不可）アップ","327"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006404","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","328"
"ボスモンスターの行動パターンが変化する。","74006405","boss_ub_enhance","ボス行動パターン変化","329"
"バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","74006405","boss_physics_cut","物理ダメージカット","330"
"バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006405","boss_def_lower_limit","物理防御力（ダウン不可）アップ","331"
"バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006405","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","332"
"バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74006405","boss_tp_down_cut","ＴＰダウンカット","333"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006501","18","ダメージ減衰","334"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006501","17","ＴＰ上昇上限付与","335"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006501","boss_def_lower_limit","物理防御力（ダウン不可）アップ","336"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006501","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","337"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006501","9","ＨＰ吸収ダウン","338"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006501","boss_tp_down_cut","ＴＰダウンカット","339"
"同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006502","33","全属性ボーナス特大アップ","340"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006502","18","ダメージ減衰","341"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006502","17","ＴＰ上昇上限付与","342"
"バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006502","boss_def_lower_limit","物理防御力（ダウン不可）アップ","343"
"バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006502","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","344"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006502","9","ＨＰ吸収ダウン","345"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006502","boss_tp_down_cut","ＴＰダウンカット","346"
"同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006503","33","全属性ボーナス特大アップ","347"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006503","18","ダメージ減衰","348"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006503","17","ＴＰ上昇上限付与","349"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006503","boss_def_lower_limit","物理防御力（ダウン不可）アップ","350"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006503","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","351"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006503","9","ＨＰ吸収ダウン","352"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006503","boss_tp_down_cut","ＴＰダウンカット","353"
"同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006504","33","全属性ボーナス特大アップ","354"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006504","18","ダメージ減衰","355"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006504","17","ＴＰ上昇上限付与","356"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006504","boss_def_lower_limit","物理防御力（ダウン不可）アップ","357"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006504","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","358"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006504","9","ＨＰ吸収ダウン","359"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006504","boss_tp_down_cut","ＴＰダウンカット","360"
"バトル時間が60秒になる。","74006505","limit_time","バトル時間制限","361"
"同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","74006505","33","全属性ボーナス特大アップ","362"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74006505","18","ダメージ減衰","363"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74006505","17","ＴＰ上昇上限付与","364"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","74006505","boss_def_lower_limit","物理防御力（ダウン不可）アップ","365"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74006505","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","366"
"バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74006505","9","ＨＰ吸収ダウン","367"
"バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","74006505","boss_tp_down_cut","ＴＰダウンカット","368"
