8c87f3a256eec8993be535a4936c805976794ac1e14f66d8860197e838794ba9,49e08758e6acaba21215192a2d6fe363b8ea0084e90176b56ea72635736f3937,de85e2251c240bcfc00cdd69905ed2a228d191ac01adb912017d5e8555e3ba49,43c43d2af977b3ef6b466864dde5f8f7f4919646648896d22d93e21e306f343f,ccc0444a0fb894eb925001ccd48bc892d6264752ba8fb9ba17980b625ff84cd6
"15037","15","104","178","100"
"15038","15","36","181","100"
"15039","15","127","185","100"
"15040","15","68","190","100"
"15041","15","256","194","101"
"15042","15","182","197","100"
"15043","15","132","201","100"
"15044","15","78","206","100"
"15045","15","224","209","100"
"15046","15","4","214","100"
"15047","15","102","217","100"
"15048","15","159","220","400"
"15049","15","104","223","100"
"15050","15","135","228","100"
"15051","15","185","232","101"
"15052","15","377","236","100"
"15053","15","133","240","100"
"15054","15","255","243","100"
"15055","15","361","246","101"
"15056","15","293","249","100"
"15057","15","-1","254","500"
"15058","15","201","257","101"
"15059","15","375","261","100"
"15060","15","229","266","101"
"15061","15","364","270","100"
"15062","15","496","275","100"
"15063","15","458","278","100"
"15064","15","216","282","100"
"15065","15","627","285","200"
"15066","15","117","288","100"
"15067","15","289","291","100"
"15068","15","151","296","100"
"15069","15","745","299","100"
"15070","15","452","304","101"
"15071","15","545","307","100"
"15072","15","830","311","100"
"15073","15","615","316","400"
"15074","15","650","321","100"
"15075","15","752","325","100"
"15076","15","494","329","101"
"15077","15","724","333","100"
"15078","15","530","337","100"
"15079","15","449","341","100"
"15080","15","667","345","100"
"15081","15","715","349","101"
"15082","15","670","354","100"
"15083","15","450","359","100"
"15084","15","790","363","100"
"15085","15","410","367","101"
"15086","15","822","371","100"
"15087","15","374","376","100"
"15088","15","-1","379","500"
"15089","15","374","382","101"
"15090","15","663","385","100"
"15091","15","593","390","100"
"15092","15","910","395","100"
"15093","15","589","399","101"
"15094","15","495","403","100"
"15095","15","981","407","100"
"15096","15","790","412","100"
"15097","15","1063","416","100"
"15098","15","613","420","100"
"15099","15","554","423","101"
"15100","15","168","428","100"
"15101","15","373","432","100"
"15102","15","482","435","101"
"15103","15","355","439","100"
"15104","15","285","444","100"
"15105","15","150","449","100"
"15106","15","121","454","100"
"15107","15","277","458","100"
"15108","15","483","463","101"
"15109","15","331","467","100"
"15110","15","105","471","100"
"15111","15","255","474","100"
"15112","15","446","478","100"
"15113","15","825","481","400"
"15114","15","778","484","100"
"15115","15","563","489","101"
"15116","15","-1","494","510"
"15117","15","362","499","100"
"15118","15","551","504","101"
"15119","15","722","508","100"
"15120","15","1014","513","100"
"15121","15","915","517","100"
"15122","15","850","521","100"
"15123","15","702","526","100"
"15124","15","539","531","100"
"15125","15","583","536","101"
"15126","15","720","540","100"
"15127","15","578","544","100"
"15128","15","507","547","100"
"15129","15","426","552","100"
"15130","15","586","556","100"
"15131","15","381","560","101"
"15132","15","521","565","100"
"15133","15","771","569","100"
"15134","15","635","572","100"
"15135","15","738","575","101"
"15136","15","480","578","100"
"15137","15","354","583","100"
"15138","15","405","586","100"
"15139","15","560","590","100"
"15140","15","836","595","100"
"15141","15","-1","598","510"
"15142","15","631","603","200"
"15143","15","920","608","100"
"15144","15","848","612","101"
"15145","15","1051","616","100"
"15146","15","1090","620","100"
"15147","15","1163","624","100"
"15148","15","986","628","101"
"15149","15","1135","633","100"
"15150","15","961","637","100"
"15151","15","996","640","100"
"15152","15","834","644","400"
"15153","15","1054","649","100"
"15154","15","758","652","100"
"15155","15","990","655","101"
"15156","15","913","660","100"
"15157","15","672","665","100"
"15158","15","897","669","100"
"15159","15","777","673","101"
"15160","15","837","676","100"
"15161","15","882","680","100"
"15162","15","912","684","101"
"15163","15","839","689","100"
"15164","15","729","694","100"
"15165","15","550","697","100"
"15166","15","281","702","100"
"15167","15","653","706","100"
"15168","15","379","709","101"
"15169","15","649","712","100"
"15170","15","752","716","100"
"15171","15","790","719","100"
"15172","15","866","723","100"
"15173","15","823","728","101"
"15174","15","875","732","100"
"15175","15","-1","736","510"
"15176","15","465","741","100"
"15177","15","375","745","101"
"15178","15","418","750","100"
"15179","15","101","753","100"
"15180","15","433","758","100"
"15181","15","62","763","100"
"15182","15","272","768","101"
"15183","15","63","773","100"
"15184","15","175","777","100"
"15185","15","419","782","101"
"15186","15","136","785","100"
"15187","15","39","789","100"
"15188","15","229","793","100"
"15189","15","337","797","101"
"15190","15","602","800","100"
"15191","15","566","805","101"
"15192","15","497","808","100"
"15193","15","676","811","100"
"15194","15","805","815","100"
"15195","15","630","820","100"
"15196","15","517","825","101"
"15197","15","807","830","100"
"15198","15","666","835","100"
"15199","15","270","840","100"
"15200","15","526","844","101"
"16001","16","250","30","100"
"16002","16","463","33","100"
"16003","16","165","40","101"
"16004","16","303","44","100"
"16005","16","396","48","100"
"16006","16","534","53","100"
"16007","16","685","57","100"
"16008","16","761","61","101"
"16009","16","446","66","100"
"16010","16","17","69","100"
"16011","16","390","72","100"
"16012","16","421","75","100"
"16013","16","649","78","100"
"16014","16","842","81","101"
"16015","16","905","85","100"
"16016","16","1128","88","100"
"16017","16","744","93","400"
"16018","16","445","96","100"
"16019","16","836","99","100"
"16020","16","658","102","100"
"16021","16","379","106","101"
"16022","16","76","110","100"
"16023","16","115","115","100"
"16024","16","361","119","101"
"16025","16","739","122","100"
"16026","16","644","127","100"
"16027","16","966","132","101"
"16028","16","1110","136","100"
"16029","16","759","141","100"
"16030","16","496","145","100"
"16031","16","550","150","500"
"16032","16","525","155","100"
"16033","16","378","160","100"
"16034","16","374","163","101"
"16035","16","548","168","100"
"16036","16","506","173","100"
"16037","16","616","178","100"
"16038","16","404","181","100"
"16039","16","258","185","100"
"16040","16","411","190","100"
"16041","16","315","194","101"
"16042","16","137","197","100"
"16043","16","46","201","100"
"16044","16","237","206","100"
"16045","16","385","209","100"
"16046","16","251","214","100"
"16047","16","212","217","100"
"16048","16","262","220","400"
"16049","16","169","223","100"
"16050","16","464","228","100"
"16051","16","744","232","101"
"16052","16","560","236","100"
"16053","16","341","240","100"
"16054","16","357","243","100"
"16055","16","297","246","101"
"16056","16","368","249","100"
"16057","16","-1","254","500"
"16058","16","528","257","101"
"16059","16","272","261","100"
"16060","16","158","266","101"
"16061","16","432","270","100"
"16062","16","327","275","100"
"16063","16","181","278","100"
"16064","16","294","282","100"
"16065","16","496","285","200"
"16066","16","542","288","100"
"16067","16","290","291","100"
"16068","16","36","296","100"
"16069","16","117","299","100"
"16070","16","344","304","101"
"16071","16","308","307","100"
"16072","16","498","311","100"
"16073","16","418","316","400"
"16074","16","106","321","100"
"16075","16","187","325","100"
"16076","16","524","329","101"
"16077","16","812","333","100"
"16078","16","895","337","100"
"16079","16","1114","341","100"
"16080","16","966","345","100"
"16081","16","658","349","101"
"16082","16","745","354","100"
"16083","16","872","359","100"
"16084","16","1193","363","100"
"16085","16","992","367","101"
"16086","16","864","371","100"
"16087","16","991","376","100"
"16088","16","-1","379","500"
"16089","16","982","382","101"
"16090","16","885","385","100"
"16091","16","1166","390","100"
"16092","16","1071","395","100"
"16093","16","870","399","101"
"16094","16","1156","403","100"
"16095","16","842","407","100"
"16096","16","1112","412","100"
"16097","16","914","416","100"
"16098","16","804","420","100"
"16099","16","1116","423","101"
"16100","16","1008","428","100"
"16101","16","928","432","100"
"16102","16","582","435","101"
"16103","16","393","439","100"
"16104","16","318","444","100"
"16105","16","556","449","100"
"16106","16","592","454","100"
"16107","16","935","458","100"
"16108","16","800","463","101"
"16109","16","974","467","100"
"16110","16","1123","471","100"
"16111","16","1041","474","100"
"16112","16","577","478","100"
"16113","16","82","481","400"
"16114","16","465","484","100"
"16115","16","362","489","101"
"16116","16","-1","494","510"
"16117","16","745","499","100"
"16118","16","792","504","101"
"16119","16","884","508","100"
"16120","16","810","513","100"
"16121","16","987","517","100"
"16122","16","774","521","100"
"16123","16","443","526","100"
"16124","16","321","531","100"
"16125","16","9","536","101"
"16126","16","151","540","100"
"16127","16","238","544","100"
"16128","16","402","547","100"
"16129","16","270","552","100"
"16130","16","13","556","100"
"16131","16","161","560","101"
"16132","16","119","565","100"
"16133","16","407","569","100"
"16134","16","137","572","100"
"16135","16","312","575","101"
"16136","16","435","578","100"
"16137","16","491","583","100"
"16138","16","620","586","100"
"16139","16","562","590","100"
"16140","16","267","595","100"
"16141","16","-1","598","510"
"16142","16","72","603","200"
"16143","16","410","608","100"
"16144","16","651","612","101"
"16145","16","588","616","100"
"16146","16","926","620","100"
"16147","16","616","624","100"
"16148","16","563","628","101"
"16149","16","247","633","100"
"16150","16","492","637","100"
"16151","16","522","640","100"
"16152","16","237","644","400"
"16153","16","273","649","100"
"16154","16","434","652","100"
"16155","16","366","655","101"
"16156","16","153","660","100"
"16157","16","43","665","100"
"16158","16","319","669","100"
"16159","16","202","673","101"
"16160","16","549","676","100"
"16161","16","720","680","100"
"16162","16","601","684","101"
"16163","16","918","689","100"
"16164","16","1193","694","100"
"16165","16","1063","697","100"
"16166","16","1139","702","100"
"16167","16","826","706","100"
"16168","16","1142","709","101"
"16169","16","853","712","100"
"16170","16","575","716","100"
"16171","16","384","719","100"
"16172","16","39","723","100"
"16173","16","268","728","101"
"16174","16","225","732","100"
"16175","16","-1","736","510"
"16176","16","456","741","100"
"16177","16","227","745","101"
"16178","16","398","750","100"
"16179","16","63","753","100"
"16180","16","3","758","100"
"16181","16","265","763","100"
"16182","16","175","768","101"
"16183","16","478","773","100"
"16184","16","623","777","100"
"16185","16","689","782","101"
"16186","16","598","785","100"
"16187","16","710","789","100"
"16188","16","842","793","100"
"16189","16","1101","797","101"
"16190","16","1036","800","100"
"16191","16","949","805","101"
"16192","16","607","808","100"
"16193","16","836","811","100"
"16194","16","740","815","100"
"16195","16","1009","820","100"
"16196","16","872","825","101"
"16197","16","672","830","100"
"16198","16","767","835","100"
"16199","16","532","840","100"
"16200","16","333","844","101"
"17001","17","650","30","100"
"17002","17","566","34","100"
"17003","17","676","40","101"
"17004","17","584","44","100"
"17005","17","747","48","100"
"17006","17","550","53","100"
"17007","17","457","57","100"
"17008","17","859","61","101"
"17009","17","618","66","100"
"17010","17","744","69","100"
"17011","17","1042","72","100"
"17012","17","786","75","100"
"17013","17","620","78","100"
"17014","17","558","81","101"
"17015","17","830","85","100"
"17016","17","728","88","100"
"17017","17","558","93","100"
"17018","17","761","96","100"
"17019","17","721","99","100"
"17020","17","895","102","100"
"17021","17","520","106","101"
"17022","17","63","110","100"
"17023","17","281","115","100"
"17024","17","539","119","101"
"17025","17","988","122","100"
"17026","17","854","127","100"
"17027","17","467","132","101"
"17028","17","57","136","100"
"17029","17","391","141","100"
"17030","17","284","145","100"
"17031","17","650","150","500"
"17032","17","153","155","100"
"17033","17","494","160","100"
"17034","17","234","163","101"
"17035","17","544","168","100"
"17036","17","656","173","100"
"17037","17","479","178","100"
"17038","17","173","181","100"
"17039","17","508","185","400"
"17040","17","409","190","100"
"17041","17","561","194","101"
"17042","17","657","197","100"
"17043","17","720","201","100"
"17044","17","557","206","100"
"17045","17","522","209","100"
"17046","17","864","214","100"
"17047","17","606","217","100"
"17048","17","410","220","400"
"17049","17","179","223","100"
"17050","17","383","228","100"
"17051","17","573","232","101"
"17052","17","701","236","100"
"17053","17","748","240","100"
"17054","17","736","243","100"
"17055","17","900","246","101"
"17056","17","696","249","100"
"17057","17","-1","254","500"
"17058","17","823","257","101"
"17059","17","623","261","100"
"17060","17","324","266","101"
"17061","17","217","270","100"
"17062","17","62","275","100"
"17063","17","384","278","100"
"17064","17","516","282","100"
"17065","17","601","285","200"
"17066","17","457","288","100"
"17067","17","776","291","100"
"17068","17","453","296","100"
"17069","17","563","299","100"
"17070","17","320","304","101"
"17071","17","446","307","100"
"17072","17","371","311","100"
"17073","17","274","316","400"
"17074","17","606","321","100"
"17075","17","319","325","100"
"17076","17","432","329","101"
"17077","17","227","333","100"
"17078","17","36","337","100"
"17079","17","101","341","100"
"17080","17","424","345","100"
"17081","17","718","349","101"
"17082","17","850","354","100"
"17083","17","717","359","100"
"17084","17","1007","363","100"
"17085","17","790","367","101"
"17086","17","837","371","100"
"17087","17","791","376","100"
"17088","17","-1","379","500"
"17089","17","1016","382","101"
"17090","17","826","385","100"
"17091","17","751","390","100"
"17092","17","600","395","100"
"17093","17","260","399","101"
"17094","17","384","403","100"
"17095","17","280","407","100"
"17096","17","360","412","100"
"17097","17","540","416","100"
"17098","17","696","420","100"
"17099","17","586","423","101"
"17100","17","616","428","100"
"17101","17","454","432","100"
"17102","17","334","435","101"
"17103","17","666","439","100"
"17104","17","570","444","100"
"17105","17","685","449","100"
"17106","17","928","454","100"
"17107","17","856","458","100"
"17108","17","694","463","101"
"17109","17","639","467","100"
"17110","17","782","471","100"
"17111","17","660","474","100"
"17112","17","739","478","100"
"17113","17","515","481","400"
"17114","17","688","484","100"
"17115","17","411","489","101"
"17116","17","-1","494","510"
"17117","17","730","499","100"
"17118","17","393","504","101"
"17119","17","629","508","100"
"17120","17","497","513","100"
"17121","17","753","517","100"
"17122","17","572","521","100"
"17123","17","795","526","100"
"17124","17","680","531","100"
"17125","17","992","536","101"
"17126","17","831","540","100"
"17127","17","636","544","100"
"17128","17","812","547","100"
"17129","17","966","552","100"
"17130","17","1053","556","100"
"17131","17","1166","560","101"
"17132","17","879","565","100"
"17133","17","789","569","100"
"17134","17","509","572","100"
"17135","17","309","575","101"
"17136","17","446","578","100"
"17137","17","332","583","100"
"17138","17","255","586","100"
"17139","17","82","590","100"
"17140","17","148","595","100"
"17141","17","-1","598","510"
"17142","17","134","603","200"
"17143","17","55","608","100"
"17144","17","281","612","101"
"17145","17","120","616","100"
"17146","17","371","620","100"
"17147","17","209","624","100"
"17148","17","262","628","101"
"17149","17","340","633","100"
"17150","17","175","637","100"
"17151","17","422","640","100"
"17152","17","299","644","400"
"17153","17","539","649","100"
"17154","17","846","652","100"
"17155","17","615","655","101"
"17156","17","637","660","100"
"17157","17","552","665","100"
"17158","17","379","669","100"
"17159","17","169","673","101"
"17160","17","12","676","100"
"17161","17","198","680","100"
"17162","17","281","684","101"
"17163","17","166","689","100"
"17164","17","246","694","100"
"17165","17","381","697","100"
"17166","17","585","702","100"
"17167","17","857","706","100"
"17168","17","655","709","101"
"17169","17","1018","712","100"
"17170","17","901","716","100"
"17171","17","725","719","100"
"17172","17","627","723","100"
"17173","17","944","728","101"
"17174","17","870","732","100"
"17175","17","-1","736","510"
"17176","17","832","741","100"
"17177","17","913","745","101"
"17178","17","655","750","100"
"17179","17","411","753","100"
"17180","17","317","758","100"
"17181","17","423","763","100"
"17182","17","657","768","101"
"17183","17","363","773","100"
"17184","17","482","777","100"
"17185","17","768","782","101"
"17186","17","1059","785","100"
"17187","17","884","789","100"
"17188","17","662","793","100"
"17189","17","741","797","101"
"17190","17","908","800","100"
"17191","17","753","805","101"
"17192","17","1026","808","100"
"17193","17","827","811","100"
"17194","17","857","815","100"
"17195","17","706","820","100"
"17196","17","925","825","101"
"17197","17","1108","830","100"
"17198","17","846","835","100"
"17199","17","635","840","100"
"17200","17","457","844","101"
"18001","18","350","30","100"
"18002","18","729","34","100"
"18003","18","512","40","101"
"18004","18","813","44","100"
"18005","18","329","48","100"
"18006","18","659","53","100"
"18007","18","339","57","100"
"18008","18","268","61","101"
"18009","18","499","66","100"
"18010","18","993","69","100"
"18011","18","513","72","100"
"18012","18","888","75","100"
"18013","18","652","78","100"
"18014","18","715","81","101"
"18015","18","506","85","100"
"18016","18","546","88","100"
"18017","18","443","93","100"
"18018","18","740","96","100"
"18019","18","942","99","100"
"18020","18","878","102","100"
"18021","18","618","106","101"
"18022","18","942","110","100"
"18023","18","731","115","100"
"18024","18","836","119","101"
"18025","18","749","122","100"
"18026","18","794","127","100"
"18027","18","916","132","101"
"18028","18","1045","136","100"
"18029","18","578","141","100"
"18030","18","241","145","100"
"18031","18","550","150","500"
"18032","18","961","155","100"
"18033","18","639","160","100"
"18034","18","777","163","101"
"18035","18","1002","168","100"
"18036","18","820","173","100"
"18037","18","688","178","100"
"18038","18","1126","181","100"
"18039","18","756","185","100"
"18040","18","471","190","100"
"18041","18","701","194","101"
"18042","18","357","197","100"
"18043","18","711","201","100"
"18044","18","375","206","100"
"18045","18","257","209","100"
"18046","18","700","214","100"
"18047","18","466","217","100"
"18048","18","772","220","400"
"18049","18","384","223","100"
"18050","18","222","228","100"
"18051","18","384","232","101"
"18052","18","287","236","100"
"18053","18","595","240","100"
"18054","18","511","243","100"
"18055","18","652","246","101"
"18056","18","711","249","100"
"18057","18","266","254","101"
"18058","18","545","257","101"
"18059","18","549","261","100"
"18060","18","-1","266","500"
"18061","18","127","270","100"
"18062","18","44","275","100"
"18063","18","309","278","100"
"18064","18","391","282","100"
"18065","18","432","285","200"
"18066","18","251","288","100"
"18067","18","284","291","100"
"18068","18","517","296","100"
"18069","18","736","299","100"
"18070","18","613","304","101"
"18071","18","811","307","100"
"18072","18","946","311","100"
"18073","18","841","316","400"
"18074","18","393","321","100"
"18075","18","719","325","100"
"18076","18","834","329","101"
"18077","18","410","333","100"
"18078","18","656","337","100"
"18079","18","645","341","100"
"18080","18","495","345","100"
"18081","18","670","349","101"
"18082","18","341","354","100"
"18083","18","105","359","100"
"18084","18","484","363","100"
"18085","18","321","367","101"
"18086","18","328","371","100"
"18087","18","0","376","100"
"18088","18","-1","379","500"
"18089","18","621","382","101"
"18090","18","192","385","100"
"18091","18","484","390","100"
"18092","18","543","395","100"
"18093","18","652","399","101"
"18094","18","492","403","100"
"18095","18","751","407","100"
"18096","18","458","412","400"
"18097","18","389","416","100"
"18098","18","124","420","100"
"18099","18","605","423","101"
"18100","18","198","428","100"
"18101","18","498","432","100"
"18102","18","371","435","101"
"18103","18","813","439","100"
"18104","18","1074","444","100"
"18105","18","810","449","100"
"18106","18","1007","454","100"
"18107","18","800","458","100"
"18108","18","500","463","101"
"18109","18","771","467","100"
"18110","18","688","471","100"
"18111","18","877","474","100"
"18112","18","1128","478","100"
"18113","18","688","481","400"
"18114","18","499","484","100"
"18115","18","677","489","101"
"18116","18","-1","494","510"
"18117","18","1138","499","100"
"18118","18","865","504","101"
"18119","18","658","508","100"
"18120","18","526","513","100"
"18121","18","912","517","100"
"18122","18","961","521","100"
"18123","18","595","526","100"
"18124","18","301","531","100"
"18125","18","523","536","101"
"18126","18","673","540","100"
"18127","18","523","544","100"
"18128","18","750","547","100"
"18129","18","606","552","100"
"18130","18","422","556","100"
"18131","18","611","560","101"
"18132","18","697","565","100"
"18133","18","499","569","100"
"18134","18","300","572","100"
"18135","18","730","575","101"
"18136","18","477","578","100"
"18137","18","512","583","100"
"18138","18","345","586","100"
"18139","18","409","590","100"
"18140","18","824","595","100"
"18141","18","-1","598","510"
"18142","18","284","603","200"
"18143","18","49","608","100"
"18144","18","166","612","101"
"18145","18","365","616","100"
"18146","18","212","620","100"
"18147","18","117","624","100"
"18148","18","58","628","101"
"18149","18","321","633","100"
"18150","18","60","637","100"
"18151","18","25","640","100"
"18152","18","452","644","400"
"18153","18","852","649","100"
"18154","18","597","652","100"
"18155","18","566","655","101"
"18156","18","151","660","100"
"18157","18","59","665","100"
"18158","18","113","669","100"
"18159","18","278","673","101"
"18160","18","234","676","100"
"18161","18","111","680","100"
"18162","18","481","684","101"
"18163","18","317","689","100"
"18164","18","765","694","100"
"18165","18","1090","697","100"
"18166","18","648","702","100"
"18167","18","617","706","100"
"18168","18","943","709","101"
"18169","18","992","712","100"
"18170","18","911","716","100"
"18171","18","640","719","100"
"18172","18","736","723","100"
"18173","18","502","728","101"
"18174","18","616","732","100"
"18175","18","-1","736","510"
"18176","18","139","741","100"
"18177","18","338","745","101"
"18178","18","659","750","100"
"18179","18","780","753","100"
"18180","18","396","758","100"
"18181","18","485","763","100"
"18182","18","591","768","101"
"18183","18","322","773","100"
"18184","18","428","777","100"
"18185","18","321","782","101"
"18186","18","494","785","100"
"18187","18","452","789","100"
"18188","18","642","793","100"
"18189","18","449","797","101"
"18190","18","392","800","100"
"18191","18","683","805","101"
"18192","18","568","808","100"
"18193","18","732","811","100"
"18194","18","462","815","100"
"18195","18","426","820","100"
"18196","18","194","825","101"
"18197","18","317","830","100"
"18198","18","732","835","100"
"18199","18","341","840","100"
"18200","18","764","844","101"
"19001","19","200","30","100"
"19002","19","403","34","100"
"19003","19","510","40","101"
"19004","19","637","44","100"
"19005","19","1016","48","100"
"19006","19","717","53","100"
"19007","19","655","57","100"
"19008","19","770","61","101"
"19009","19","651","66","100"
"19010","19","731","69","100"
"19011","19","674","72","100"
"19012","19","291","75","100"
"19013","19","180","78","100"
"19014","19","250","81","101"
"19015","19","399","85","100"
"19016","19","217","88","100"
"19017","19","318","93","100"
"19018","19","349","96","100"
"19019","19","655","99","100"
"19020","19","598","102","100"
"19021","19","518","106","101"
"19022","19","314","110","100"
"19023","19","712","115","100"
"19024","19","650","119","101"
"19025","19","1122","122","100"
"19026","19","830","127","400"
"19027","19","407","132","101"
"19028","19","184","136","100"
"19029","19","369","141","100"
"19030","19","629","145","100"
"19031","19","650","150","500"
"19032","19","573","155","100"
"19033","19","257","160","100"
"19034","19","193","163","101"
"19035","19","150","168","100"
"19036","19","248","173","100"
"19037","19","639","178","100"
"19038","19","398","181","100"
"19039","19","276","185","100"
"19040","19","211","190","100"
"19041","19","256","194","101"
"19042","19","378","197","100"
"19043","19","507","201","100"
"19044","19","563","206","100"
"19045","19","432","209","100"
"19046","19","579","214","100"
"19047","19","327","217","100"
"19048","19","315","220","400"
"19049","19","225","223","100"
"19050","19","617","228","100"
"19051","19","815","232","101"
"19052","19","507","236","100"
"19053","19","673","240","100"
"19054","19","924","243","100"
"19055","19","380","246","101"
"19056","19","828","249","100"
"19057","19","-1","254","500"
"19058","19","785","257","101"
"19059","19","689","261","100"
"19060","19","478","266","101"
"19061","19","196","270","100"
"19062","19","44","275","100"
"19063","19","314","278","100"
"19064","19","83","282","100"
"19065","19","368","285","100"
"19066","19","538","288","100"
"19067","19","908","291","100"
"19068","19","1130","296","100"
"19069","19","412","299","200"
"19070","19","609","304","101"
"19071","19","713","307","100"
"19072","19","280","311","100"
"19073","19","215","316","400"
"19074","19","173","321","100"
"19075","19","344","325","100"
"19076","19","255","329","101"
"19077","19","361","333","100"
"19078","19","610","337","100"
"19079","19","956","341","100"
"19080","19","815","345","100"
"19081","19","581","349","101"
"19082","19","1071","354","100"
"19083","19","674","359","100"
"19084","19","789","363","100"
"19085","19","690","367","101"
"19086","19","358","371","100"
"19087","19","626","376","100"
"19088","19","-1","379","500"
"19089","19","787","382","101"
"19090","19","741","385","100"
"19091","19","536","390","100"
"19092","19","281","395","100"
"19093","19","472","399","101"
"19094","19","282","403","100"
"19095","19","319","407","100"
"19096","19","734","412","100"
"19097","19","354","416","100"
"19098","19","782","420","100"
"19099","19","800","423","101"
"19100","19","557","428","100"
"19101","19","690","432","100"
"19102","19","570","435","101"
"19103","19","728","439","100"
"19104","19","660","444","100"
"19105","19","871","449","100"
"19106","19","826","454","100"
"19107","19","871","458","100"
"19108","19","723","463","101"
"19109","19","680","467","100"
"19110","19","618","471","100"
"19111","19","510","474","100"
"19112","19","414","478","100"
"19113","19","469","481","400"
"19114","19","197","484","100"
"19115","19","580","489","101"
"19116","19","-1","494","510"
"19117","19","283","499","100"
"19118","19","190","504","101"
"19119","19","342","508","100"
"19120","19","753","513","100"
"19121","19","340","517","100"
"19122","19","645","521","100"
"19123","19","413","526","100"
"19124","19","253","531","100"
"19125","19","150","536","101"
"19126","19","216","540","100"
"19127","19","377","544","100"
"19128","19","267","547","100"
"19129","19","385","552","100"
"19130","19","250","556","100"
"19131","19","273","560","101"
"19132","19","565","565","100"
"19133","19","306","569","100"
"19134","19","176","572","100"
"19135","19","532","575","101"
"19136","19","463","578","100"
"19137","19","254","583","100"
"19138","19","210","586","100"
"19139","19","473","590","100"
"19140","19","633","595","100"
"19141","19","-1","598","510"
"19142","19","421","603","200"
"19143","19","521","608","100"
"19144","19","748","612","101"
"19145","19","399","616","100"
"19146","19","653","620","100"
"19147","19","890","624","100"
"19148","19","975","628","101"
"19149","19","691","633","100"
"19150","19","932","637","100"
"19151","19","752","640","100"
"19152","19","515","644","400"
"19153","19","821","649","100"
"19154","19","517","652","100"
"19155","19","433","655","101"
"19156","19","181","660","100"
"19157","19","123","665","100"
"19158","19","550","669","100"
"19159","19","318","673","101"
"19160","19","205","676","100"
"19161","19","318","680","100"
"19162","19","198","684","101"
"19163","19","502","689","100"
"19164","19","386","694","100"
"19165","19","568","697","100"
"19166","19","808","702","100"
"19167","19","950","706","100"
"19168","19","648","709","101"
"19169","19","966","712","100"
"19170","19","838","716","100"
"19171","19","583","719","100"
"19172","19","291","723","100"
"19173","19","385","728","101"
"19174","19","625","732","100"
"19175","19","-1","736","510"
"19176","19","390","741","100"
"19177","19","184","745","101"
"19178","19","119","750","100"
"19179","19","100","753","100"
"19180","19","467","758","100"
"19181","19","364","763","100"
"19182","19","451","768","101"
"19183","19","306","773","100"
"19184","19","318","777","100"
"19185","19","486","782","101"
"19186","19","586","785","100"
"19187","19","499","789","100"
"19188","19","684","793","100"
"19189","19","753","797","101"
"19190","19","854","800","100"
"19191","19","668","805","101"
"19192","19","752","808","100"
"19193","19","830","811","100"
"19194","19","867","815","100"
"19195","19","627","820","100"
"19196","19","392","825","101"
"19197","19","638","830","100"
"19198","19","787","835","100"
"19199","19","643","840","100"
"19200","19","427","844","101"
"50001","50","314","30","100"
"50002","50","490","33","100"
"50003","50","345","35","100"
"50004","50","420","35","100"
"50005","50","623","35","100"
"50006","50","838","35","100"
"50007","50","931","37","100"
"50008","50","713","38","100"
"50009","50","475","38","100"
"50010","50","606","40","100"
"50011","50","488","41","100"
"50012","50","643","44","100"
"50013","50","577","46","100"
"50014","50","784","48","100"
"50015","50","931","51","101"
"50016","50","703","54","100"
"50017","50","876","54","100"
"50018","50","936","56","100"
"50019","50","766","56","100"
"50020","50","622","58","100"
"50021","50","550","58","100"
"50022","50","476","60","100"
"50023","50","551","61","100"
"50024","50","587","62","100"
"50025","50","532","62","100"
"50026","50","570","64","100"
"50027","50","488","66","100"
"50028","50","628","68","100"
"50029","50","552","68","100"
"50030","50","620","69","100"
"50031","50","709","72","100"
"50032","50","659","74","100"
"50033","50","757","74","100"
"50034","50","632","74","100"
"50035","50","563","77","100"
"50036","50","702","80","100"
"50037","50","641","81","100"
"50038","50","567","84","100"
"50039","50","517","86","100"
"50040","50","428","89","100"
"50041","50","288","90","100"
"50042","50","221","91","100"
"50043","50","351","91","100"
"50044","50","391","93","101"
"50045","50","352","93","100"
"50046","50","243","95","100"
"50047","50","125","97","100"
"50048","50","219","100","100"
"50049","50","489","101","100"
"50050","50","62","104","100"
"50051","50","486","105","100"
"50052","50","326","107","100"
"50053","50","105","107","100"
"50054","50","356","107","100"
"50055","50","108","107","100"
"50056","50","497","109","100"
"50057","50","806","111","100"
"50058","50","347","114","100"
"50059","50","119","116","100"
"50060","50","313","117","100"
"50061","50","687","120","100"
"50062","50","883","122","100"
"50063","50","987","125","100"
"50064","50","579","127","100"
"50065","50","439","129","100"
"50066","50","508","132","100"
"50067","50","610","133","100"
"50068","50","777","135","100"
"50069","50","557","138","100"
"50070","50","871","141","100"
"50071","50","1153","144","100"
"50072","50","1122","146","100"
"50073","50","757","147","100"
"50074","50","543","149","100"
"50075","50","489","151","100"
"50076","50","734","152","101"
"50077","50","634","154","100"
"50078","50","977","156","100"
"50079","50","1160","158","100"
"50080","50","816","161","100"
"50081","50","1107","161","100"
"50082","50","922","161","100"
"50083","50","601","161","100"
"50084","50","263","163","100"
"50085","50","515","165","300"
"50086","50","49","168","100"
"50087","50","13","168","100"
"50088","50","454","171","100"
"50089","50","681","174","100"
"50090","50","580","175","100"
"50091","50","397","175","100"
