fb342d3a26178c10eedd6a250398037d32b692b1de780b915629b6c89ebc41c2,c0a93961a5e939a3317c5895af279c949507e208876f2a616cc2295ab8f2572e,ccd8c0d53640d2e6fee4c6aefdcd2903c6b178fc824ab826d1f380625e498553,4560767ee318dcd70ab07c665d4242ab479485c44f876175528d070ac7d2d19c,bd02a43be8f6e343ec2403a528abc434364397fff1a2986e69777ce685935a6a,84c754a7a8b0fb3ef7586297a99fb6b435f7ca845c2543f8505e78d1fd832924,a138e75c6c0d22b73bdd4196e4529ebd186589fcb7bb4f3ed771f73bb91a9f33,a558fbe5a8204d46f76b4fa2c0d0f05482a0995fde953de33e1532373d0fa608
"0","0","0","0","4","126","5","15531"
"0","0","0","0","4","168","5","15541"
"0","0","0","0","4","210","5","15551"
"0","0","0","0","1","94","2","15611"
"0","0","0","0","1","188","2","15621"
"0","0","0","0","1","282","2","15631"
"0","0","0","0","1","376","2","15641"
"0","0","0","0","1","470","2","15651"
"0","0","0","0","4","42","3","15711"
"0","0","0","0","4","84","3","15721"
"0","0","0","0","4","126","3","15731"
"0","0","0","0","4","168","3","15741"
"0","0","0","0","4","210","3","15751"
"0","0","0","0","5","15","6","15811"
"0","0","0","0","5","30","6","15821"
"0","0","0","0","5","45","6","15831"
"0","0","0","0","5","60","6","15841"
"0","0","0","0","5","75","6","15851"
"0","0","0","0","2","20","7","15911"
"0","0","0","0","2","40","7","15921"
"0","0","0","0","2","60","7","15931"
"0","0","0","0","2","80","7","15941"
"0","0","0","0","2","100","7","15951"
"0","0","0","0","3","44","3","16011"
"0","0","0","0","3","88","3","16021"
"0","0","0","0","3","132","3","16031"
"0","0","0","0","3","176","3","16041"
"0","0","0","0","3","220","3","16051"
"0","0","0","0","4","1","100","16111"
"0","0","0","0","4","2","100","16121"
"0","0","0","0","4","3","100","16131"
"0","0","0","0","5","64","1","16211"
"0","0","0","0","5","128","1","16221"
"0","0","0","0","5","192","1","16231"
"0","0","0","0","5","256","1","16241"
"0","0","0","0","5","320","1","16251"
"0","0","0","0","2","42","3","16311"
"0","0","0","0","2","84","3","16321"
"0","0","0","0","2","126","3","16331"
"0","0","0","0","2","168","3","16341"
"0","0","0","0","2","210","3","16351"
"0","0","0","0","3","44","5","16411"
"0","0","0","0","3","88","5","16421"
"0","0","0","0","3","132","5","16431"
"0","0","0","0","3","176","5","16441"
"0","0","0","0","3","220","5","16451"
"0","0","0","0","5","44","5","16511"
"0","0","0","0","5","88","5","16521"
"0","0","0","0","5","132","5","16531"
"0","0","0","0","5","176","5","16541"
"0","0","0","0","5","220","5","16551"
"5","2","3","4","1","42","3","16611"
"5","2","3","4","1","84","3","16621"
"5","2","3","4","1","126","3","16631"
"5","2","3","4","1","168","3","16641"
"5","2","3","4","1","210","3","16651"
"0","0","0","0","1","20","6","16711"
"0","0","0","0","1","40","6","16721"
"0","0","0","0","1","60","6","16731"
"0","0","0","0","1","80","6","16741"
"0","0","0","0","1","100","6","16751"
"0","0","0","0","3","46","5","16811"
"0","0","0","0","3","92","5","16821"
"0","0","0","0","3","138","5","16831"
"0","0","0","0","3","184","5","16841"
"0","0","0","0","3","230","5","16851"
"0","0","0","0","4","94","4","16911"
"0","0","0","0","4","188","4","16921"
"0","0","0","0","4","282","4","16931"
"0","0","0","0","4","376","4","16941"
"0","0","0","0","4","470","4","16951"
"0","0","0","0","5","20","6","17011"
"0","0","0","0","5","40","6","17021"
"0","0","0","0","5","60","6","17031"
"0","0","0","0","5","80","6","17041"
"0","0","0","0","5","100","6","17051"
"0","0","0","0","1","46","5","17111"
"0","0","0","0","1","92","5","17121"
"0","0","0","0","1","138","5","17131"
"0","0","0","0","1","184","5","17141"
"0","0","0","0","1","230","5","17151"
"0","0","0","0","1","94","4","17211"
"0","0","0","0","1","188","4","17221"
"0","0","0","0","1","282","4","17231"
"0","0","0","0","1","376","4","17241"
"0","0","0","0","1","470","4","17251"
"0","0","0","0","2","50","1","17311"
"0","0","0","0","2","100","1","17321"
"0","0","0","0","2","150","1","17331"
"0","0","0","0","2","200","1","17341"
"0","0","0","0","2","250","1","17351"
"0","0","0","0","5","20","7","17411"
"0","0","0","0","5","40","7","17421"
"0","0","0","0","5","60","7","17431"
"0","0","0","0","5","80","7","17441"
"0","0","0","0","5","100","7","17451"
"0","0","0","0","1","42","3","17511"
"0","0","0","0","1","84","3","17521"
"0","0","0","0","1","126","3","17531"
"0","0","0","0","1","168","3","17541"
"0","0","0","0","1","210","3","17551"
"0","0","0","0","3","1","100","17611"
"0","0","0","0","3","2","100","17621"
"0","0","0","0","4","1","101","17711"
"0","0","0","0","4","2","101","17721"
"0","0","0","0","4","3","101","17731"
"0","0","0","0","1","50","1","17811"
"0","0","0","0","1","100","1","17821"
"0","0","0","0","1","150","1","17831"
"0","0","0","0","1","200","1","17841"
"0","0","0","0","1","250","1","17851"
"0","0","0","0","3","52","1","17911"
"0","0","0","0","3","104","1","17921"
"0","0","0","0","3","156","1","17931"
"0","0","0","0","3","208","1","17941"
"0","0","0","0","3","260","1","17951"
"0","0","0","0","4","44","3","18011"
"0","0","0","0","4","88","3","18021"
"0","0","0","0","4","132","3","18031"
"0","0","0","0","4","176","3","18041"
"0","0","0","0","4","220","3","18051"
"0","0","0","0","5","1","100","18111"
"0","0","0","0","5","2","100","18121"
"0","0","0","0","2","20","6","18211"
"0","0","0","0","2","40","6","18221"
"0","0","0","0","2","60","6","18231"
"0","0","0","0","2","80","6","18241"
"0","0","0","0","2","100","6","18251"
"0","0","0","0","3","92","4","18311"
"0","0","0","0","3","184","4","18321"
"0","0","0","0","3","276","4","18331"
"0","0","0","0","3","368","4","18341"
"0","0","0","0","3","460","4","18351"
"0","0","0","0","4","44","5","18411"
"0","0","0","0","4","88","5","18421"
"0","0","0","0","4","132","5","18431"
"0","0","0","0","4","176","5","18441"
"0","0","0","0","4","220","5","18451"
"0","0","0","0","1","52","1","18511"
"0","0","0","0","1","104","1","18521"
"0","0","0","0","1","156","1","18531"
"0","0","0","0","1","208","1","18541"
"0","0","0","0","1","260","1","18551"
"0","0","0","0","4","64","1","18611"
"0","0","0","0","4","128","1","18621"
"0","0","0","0","4","192","1","18631"
"0","0","0","0","4","256","1","18641"
"0","0","0","0","4","320","1","18651"
"0","0","0","0","5","94","4","18711"
"0","0","0","0","5","188","4","18721"
"0","0","0","0","5","282","4","18731"
"0","0","0","0","5","376","4","18741"
"0","0","0","0","5","470","4","18751"
"0","0","0","0","2","52","1","18811"
"0","0","0","0","2","104","1","18821"
"0","0","0","0","2","156","1","18831"
"0","0","0","0","2","208","1","18841"
"0","0","0","0","2","260","1","18851"
"0","0","0","0","3","1","101","18911"
"0","0","0","0","3","2","101","18921"
"0","0","0","0","3","3","101","18931"
"0","0","0","0","1","1","100","19011"
"0","0","0","0","1","2","100","19021"
"0","0","0","0","2","92","4","19111"
"0","0","0","0","2","184","4","19121"
"0","0","0","0","2","276","4","19131"
"0","0","0","0","2","368","4","19141"
"0","0","0","0","2","460","4","19151"
"0","0","0","0","3","20","7","19211"
"0","0","0","0","3","40","7","19221"
"0","0","0","0","3","60","7","19231"
"0","0","0","0","3","80","7","19241"
"0","0","0","0","3","100","7","19251"
"0","0","0","0","5","46","3","19311"
"0","0","0","0","5","92","3","19321"
"0","0","0","0","5","138","3","19331"
"0","0","0","0","5","184","3","19341"
"0","0","0","0","5","230","3","19351"
"5","2","3","4","1","90","2","19411"
"5","2","3","4","1","180","2","19421"
"5","2","3","4","1","270","2","19431"
"5","2","3","4","1","360","2","19441"
"5","2","3","4","1","450","2","19451"
"0","0","0","0","1","1","100","19511"
"0","0","0","0","1","2","100","19521"
"0","0","0","0","1","3","100","19531"
"0","0","0","0","3","46","3","19611"
"0","0","0","0","3","92","3","19621"
"0","0","0","0","3","138","3","19631"
"0","0","0","0","3","184","3","19641"
"0","0","0","0","3","230","3","19651"
"0","0","0","0","4","94","2","19711"
"0","0","0","0","4","188","2","19721"
"0","0","0","0","4","282","2","19731"
"0","0","0","0","4","376","2","19741"
"0","0","0","0","4","470","2","19751"
"0","0","0","0","5","46","5","19811"
"0","0","0","0","5","92","5","19821"
"0","0","0","0","5","138","5","19831"
"0","0","0","0","5","184","5","19841"
"0","0","0","0","5","230","5","19851"
"0","0","0","0","2","1","101","19911"
"0","0","0","0","2","2","101","19921"
"0","0","0","0","2","3","101","19931"
"0","0","0","0","3","94","4","20011"
"0","0","0","0","3","188","4","20021"
"0","0","0","0","3","282","4","20031"
"0","0","0","0","3","376","4","20041"
"0","0","0","0","3","470","4","20051"
"0","0","0","0","5","96","4","20111"
"0","0","0","0","5","192","4","20121"
"0","0","0","0","5","288","4","20131"
"0","0","0","0","5","384","4","20141"
"0","0","0","0","5","480","4","20151"
"0","0","0","0","1","96","2","20211"
"0","0","0","0","1","192","2","20221"
"0","0","0","0","1","288","2","20231"
"0","0","0","0","1","384","2","20241"
"0","0","0","0","1","480","2","20251"
"0","0","0","0","2","94","4","20311"
"0","0","0","0","2","188","4","20321"
"0","0","0","0","2","282","4","20331"
"0","0","0","0","2","376","4","20341"
"0","0","0","0","2","470","4","20351"
"0","0","0","0","5","1","100","20411"
"0","0","0","0","5","2","100","20421"
"0","0","0","0","5","3","100","20431"
"0","0","0","0","2","96","4","20511"
"0","0","0","0","2","192","4","20521"
"0","0","0","0","2","288","4","20531"
"0","0","0","0","2","384","4","20541"
"0","0","0","0","2","480","4","20551"
"0","0","0","0","4","96","2","20611"
"0","0","0","0","4","192","2","20621"
"0","0","0","0","4","288","2","20631"
"0","0","0","0","4","384","2","20641"
"0","0","0","0","4","480","2","20651"
"0","0","0","0","1","44","3","20711"
"0","0","0","0","1","88","3","20721"
"0","0","0","0","1","132","3","20731"
"0","0","0","0","1","176","3","20741"
"0","0","0","0","1","220","3","20751"
"0","0","0","0","2","44","3","20811"
"0","0","0","0","2","88","3","20821"
"0","0","0","0","2","132","3","20831"
"0","0","0","0","2","176","3","20841"
"0","0","0","0","2","220","3","20851"
"0","0","0","0","3","1","100","20911"
"0","0","0","0","3","2","100","20921"
"0","0","0","0","3","3","100","20931"
"0","0","0","0","4","96","4","21011"
"0","0","0","0","4","192","4","21021"
"0","0","0","0","4","288","4","21031"
"0","0","0","0","4","384","4","21041"
"0","0","0","0","4","480","4","21051"
"0","0","0","0","1","96","4","21111"
"0","0","0","0","1","192","4","21121"
"0","0","0","0","1","288","4","21131"
"0","0","0","0","1","384","4","21141"
"0","0","0","0","1","480","4","21151"
"0","0","0","0","3","96","4","21211"
"0","0","0","0","3","192","4","21221"
"0","0","0","0","3","288","4","21231"
"0","0","0","0","3","384","4","21241"
"0","0","0","0","3","480","4","21251"
"0","0","0","0","5","94","2","21311"
"0","0","0","0","5","188","2","21321"
"0","0","0","0","5","282","2","21331"
"0","0","0","0","5","376","2","21341"
"0","0","0","0","5","470","2","21351"
"0","0","0","0","2","46","3","21411"
"0","0","0","0","2","92","3","21421"
"0","0","0","0","2","138","3","21431"
"0","0","0","0","2","184","3","21441"
"0","0","0","0","2","230","3","21451"
"0","0","0","0","4","46","5","21511"
"0","0","0","0","4","92","5","21521"
"0","0","0","0","4","138","5","21531"
"0","0","0","0","4","184","5","21541"
"0","0","0","0","4","230","5","21551"
"0","0","0","0","5","96","2","21611"
"0","0","0","0","5","192","2","21621"
"0","0","0","0","5","288","2","21631"
"0","0","0","0","5","384","2","21641"
"0","0","0","0","5","480","2","21651"
"0","0","0","0","2","1","100","21711"
"0","0","0","0","2","2","100","21721"
"0","0","0","0","2","3","100","21731"
"0","0","0","0","3","96","2","21811"
"0","0","0","0","3","192","2","21821"
"0","0","0","0","3","288","2","21831"
"0","0","0","0","3","384","2","21841"
"0","0","0","0","3","480","2","21851"
"0","0","0","0","4","46","3","21911"
"0","0","0","0","4","92","3","21921"
"0","0","0","0","4","138","3","21931"
"0","0","0","0","4","184","3","21941"
"0","0","0","0","4","230","3","21951"
"0","0","0","0","1","46","3","22011"
"0","0","0","0","1","92","3","22021"
"0","0","0","0","1","138","3","22031"
"0","0","0","0","1","184","3","22041"
"0","0","0","0","1","230","3","22051"
"0","0","0","0","2","96","2","22111"
"0","0","0","0","2","192","2","22121"
"0","0","0","0","2","288","2","22131"
"0","0","0","0","2","384","2","22141"
"0","0","0","0","2","480","2","22151"
"5","2","3","4","1","90","4","22211"
"5","2","3","4","1","180","4","22221"
"5","2","3","4","1","270","4","22231"
"5","2","3","4","1","360","4","22241"
"5","2","3","4","1","450","4","22251"
