8b084eeb95f08b322cd70a1f9f573e4c32e2f805340840e597ae4c2c812e89d8,3fa9b7cf85712f937febc77ed9eacb593ee4715b61a6c0693f6999cff465d31d,690a76caed95e2449fc9a6aa65ad397da78fd54b7772d311434ea465c318420e,f973525bfc7604a06dd79ae83fdaf71869615f57e4bec238b0f6a937097d85ed,b40b2605fe0195029d27bca0cccfab0d26da17a7a6ae516ee718e8b3f35f0021,f53fca5a7185d457b7c1a7f0f646a86d6eaba99152a6f1fb62b70c069992123b,8f78a6d158e0d5e1004f40cc49685e272668e1690b029c9cc66fa5fd3f89a577,60d423dfcdd88b56f77292cc9f5e4fea30feb26548de3338fe2df4d738433dc9,1a48ba1db0aa7cb91c420684c083442695b19b5cd47a3f65dd1dfd38c9859576,e1d95e0e3dac7202b472dc5eb2c770364c64c2900b5c5a0dc52c0c1dfac19a01,86a4b6c6bd19eef362591ec12633377c7b95a4684d4fe168a80636bd3d71c9f6,59d86971aaabedb008e90493643f535ddd12b3f64a6fe9a1cae9b59a3e7a3c33,e50c285b3846ededcafe2b70ceb2946338af1c4f449553af38fb4874a7c52ed1,ae740dd6d6d146dd50ec0b0d1e9cb557622830b5fdfb3935cc8dd4b39387598d,12e85a3e5306bc9783be6d5da433cc14d5450f922f36bb22987a794a0843721c,083fb42c3cf22dff5c0c6c7f43d9b4a2be4dcd3b2443bbe99b5369417d29d9bf,42128b636a45cd8390028e5e9705fe203aca241147a0a9901c2493b18be97b76,5ac0558140847ab5af238787bf11752a5b7d78dad91a69b6d174bb64039be72a,2deb6624c4d0baf2c35683ef5e41853c9bb11e3fbd66fb91e7d0fb2af744c96b,450c00ec270482bd431ce6360f8290bd9cc599ff44842cbece5104d0b4331bc8,505837c4318b4cabaac5890fcabda129e5901a6c477ab52210326a90a11b7231
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","246","0","-1","0","12","2","0","1036"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","247","0","1","0","12","0","0","1037"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","248","0","2","0","12","2","0","1037"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","249","0","3","0","12","2","0","1037"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","250","0","4","0","12","2","0","1037"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","251","0","-1","0","12","2","0","1037"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","252","0","1","0","12","0","0","1038"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","253","0","2","0","12","2","0","1038"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","254","0","3","0","12","2","0","1038"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","255","0","4","0","12","2","0","1038"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","256","0","-1","0","12","2","0","1038"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","257","0","1","0","12","0","0","1039"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","258","0","2","0","12","2","0","1039"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","259","0","3","0","12","2","0","1039"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","260","0","4","0","12","2","0","1039"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","261","0","-1","0","12","2","0","1039"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","262","0","1","0","12","0","0","1040"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","263","0","2","0","12","2","0","1040"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","264","0","3","0","12","2","0","1040"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","265","0","4","0","12","2","0","1040"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","266","0","-1","0","12","2","0","1040"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","267","0","1","0","12","0","0","1041"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","268","0","2","0","12","2","0","1041"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","269","0","3","0","12","2","0","1041"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","270","0","4","0","12","2","0","1041"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","271","0","-1","0","12","2","0","1041"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","272","0","1","0","12","0","0","1042"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","273","0","2","0","12","2","0","1042"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","274","0","3","0","12","2","0","1042"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","275","0","4","0","12","2","0","1042"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","276","0","-1","0","12","2","0","1042"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","277","0","1","0","12","0","0","1043"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","278","0","2","0","12","2","0","1043"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","279","0","3","0","12","2","0","1043"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","280","0","4","0","12","2","0","1043"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","281","0","-1","0","12","2","0","1043"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","282","0","1","0","12","0","0","1044"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","283","0","2","0","12","2","0","1044"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","284","0","3","0","12","2","0","1044"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","285","0","4","0","12","2","0","1044"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","286","0","-1","0","12","2","0","1044"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","287","0","1","0","12","0","0","1045"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","288","0","2","0","12","2","0","1045"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","289","0","3","0","12","2","0","1045"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","290","0","4","0","12","2","0","1045"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","291","0","-1","0","12","2","0","1045"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","292","0","1","0","12","0","0","1046"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","293","0","2","0","12","2","0","1046"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","294","0","3","0","12","2","0","1046"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","295","0","4","0","12","2","0","1046"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","296","0","-1","0","12","2","0","1046"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","297","0","1","0","12","0","0","1047"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","298","0","2","0","12","2","0","1047"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","299","0","3","0","12","2","0","1047"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","300","0","4","0","12","2","0","1047"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","301","0","-1","0","12","2","0","1047"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","302","0","1","0","12","0","0","1048"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","303","0","2","0","12","2","0","1048"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","304","0","3","0","12","2","0","1048"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","305","0","4","0","12","2","0","1048"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","306","0","-1","0","12","2","0","1048"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","307","0","1","0","12","0","0","1049"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","308","0","2","0","12","2","0","1049"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","309","0","3","0","12","2","0","1049"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","310","0","4","0","12","2","0","1049"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","311","0","-1","0","12","2","0","1049"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","312","0","1","0","12","0","0","1050"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","313","0","2","0","12","2","0","1050"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","314","0","3","0","12","2","0","1050"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","315","0","4","0","12","2","0","1050"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","316","0","-1","0","12","2","0","1050"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","317","0","1","0","12","0","0","1051"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","318","0","2","0","12","2","0","1051"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","319","0","3","0","12","2","0","1051"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","320","0","4","0","12","2","0","1051"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","321","0","-1","0","12","2","0","1051"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","322","0","1","0","12","0","0","1052"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","323","0","2","0","12","2","0","1052"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","324","0","3","0","12","2","0","1052"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","325","0","4","0","12","2","0","1052"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","326","0","-1","0","12","2","0","1052"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","327","0","1","0","12","0","0","1053"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","328","0","2","0","12","2","0","1053"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","329","0","3","0","12","2","0","1053"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","330","0","4","0","12","2","0","1053"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","331","0","-1","0","12","2","0","1053"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","332","0","1","0","12","0","0","1054"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","333","0","2","0","12","2","0","1054"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","334","0","3","0","12","2","0","1054"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","335","0","4","0","12","2","0","1054"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","336","0","-1","0","12","2","0","1054"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","337","0","1","0","12","0","0","1055"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","338","0","2","0","12","2","0","1055"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","339","0","3","0","12","2","0","1055"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","340","0","4","0","12","2","0","1055"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","341","0","-1","0","12","2","0","1055"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","342","0","1","0","12","0","0","1056"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","343","0","2","0","12","2","0","1056"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","344","0","3","0","12","2","0","1056"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","345","0","4","0","12","2","0","1056"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","346","0","-1","0","12","2","0","1056"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","347","0","1","0","12","0","0","1057"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","348","0","2","0","12","2","0","1057"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","349","0","3","0","12","2","0","1057"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","350","0","4","0","12","2","0","1057"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","351","0","-1","0","12","2","0","1057"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","352","0","1","0","12","0","0","1058"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","353","0","2","0","12","2","0","1058"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","354","0","3","0","12","2","0","1058"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","355","0","4","0","12","2","0","1058"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","356","0","-1","0","12","2","0","1058"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","357","0","1","0","12","0","0","1059"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","358","0","2","0","12","2","0","1059"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","359","0","3","0","12","2","0","1059"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","360","0","4","0","12","2","0","1059"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","361","0","-1","0","12","2","0","1059"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","362","0","1","0","12","0","0","1060"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","363","0","2","0","12","2","0","1060"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","364","0","3","0","12","2","0","1060"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","365","0","4","0","12","2","0","1060"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","366","0","-1","0","12","2","0","1060"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","367","0","1","0","12","0","0","1061"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","368","0","2","0","12","2","0","1061"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","369","0","3","0","12","2","0","1061"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","370","0","4","0","12","2","0","1061"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","371","0","-1","0","12","2","0","1061"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","372","0","1","0","12","0","0","1063"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","373","0","2","0","12","2","0","1063"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","374","0","3","0","12","2","0","1063"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","375","0","4","0","12","2","0","1063"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","376","0","-1","0","12","2","0","1063"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","377","0","1","0","12","0","0","1064"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","378","0","2","0","12","2","0","1064"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","379","0","3","0","12","2","0","1064"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","380","0","4","0","12","2","0","1064"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","381","0","-1","0","12","2","0","1064"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","382","0","1","0","12","0","0","1065"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","383","0","2","0","12","2","0","1065"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","384","0","3","0","12","2","0","1065"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","385","0","4","0","12","2","0","1065"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","386","0","-1","0","12","2","0","1065"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","387","0","1","0","12","0","0","1066"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","388","0","2","0","12","2","0","1066"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","389","0","3","0","12","2","0","1066"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","390","0","4","0","12","2","0","1066"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","391","0","-1","0","12","2","0","1066"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","392","0","1","0","12","0","0","1067"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","393","0","2","0","12","2","0","1067"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","394","0","3","0","12","2","0","1067"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","395","0","4","0","12","2","0","1067"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","396","0","-1","0","12","2","0","1067"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","397","0","1","0","12","0","0","1068"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","398","0","2","0","12","2","0","1068"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","399","0","3","0","12","2","0","1068"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","400","0","4","0","12","2","0","1068"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","401","0","-1","0","12","2","0","1068"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","402","0","1","0","12","0","0","1069"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","403","0","2","0","12","2","0","1069"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","404","0","3","0","12","2","0","1069"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","405","0","4","0","12","2","0","1069"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","406","0","-1","0","12","2","0","1069"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","407","0","1","0","12","0","0","1070"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","408","0","2","0","12","2","0","1070"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","409","0","3","0","12","2","0","1070"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","410","0","4","0","12","2","0","1070"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","411","0","-1","0","12","2","0","1070"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","412","0","1","0","12","0","0","1071"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","413","0","2","0","12","2","0","1071"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","414","0","3","0","12","2","0","1071"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","415","0","4","0","12","2","0","1071"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","416","0","-1","0","12","2","0","1071"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","417","0","1","0","12","0","0","1072"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","418","0","2","0","12","2","0","1072"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","419","0","3","0","12","2","0","1072"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","420","0","4","0","12","2","0","1072"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","421","0","-1","0","12","2","0","1072"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","422","0","1","0","12","0","0","1073"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","423","0","2","0","12","2","0","1073"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","424","0","3","0","12","2","0","1073"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","425","0","4","0","12","2","0","1073"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","426","0","-1","0","12","2","0","1073"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","427","0","1","0","12","0","0","1074"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","428","0","2","0","12","2","0","1074"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","429","0","3","0","12","2","0","1074"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","430","0","4","0","12","2","0","1074"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","431","0","-1","0","12","2","0","1074"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","432","0","1","0","12","0","0","1075"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","433","0","2","0","12","2","0","1075"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","434","0","3","0","12","2","0","1075"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","435","0","4","0","12","2","0","1075"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","436","0","-1","0","12","2","0","1075"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","437","0","1","0","12","0","0","1076"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","438","0","2","0","12","2","0","1076"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","439","0","3","0","12","2","0","1076"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","440","0","4","0","12","2","0","1076"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","441","0","-1","0","12","2","0","1076"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","442","0","1","0","12","0","0","1077"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","443","0","2","0","12","2","0","1077"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","444","0","3","0","12","2","0","1077"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","445","0","4","0","12","2","0","1077"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","446","0","-1","0","12","2","0","1077"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","447","0","1","0","12","0","0","1078"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","448","0","2","0","12","2","0","1078"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","449","0","3","0","12","2","0","1078"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","450","0","4","0","12","2","0","1078"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","451","0","-1","0","12","2","0","1078"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","452","0","1","0","12","0","0","1079"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","453","0","2","0","12","2","0","1079"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","454","0","3","0","12","2","0","1079"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","455","0","4","0","12","2","0","1079"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","456","0","-1","0","12","2","0","1079"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","457","0","1","0","12","0","0","1080"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","458","0","2","0","12","2","0","1080"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","459","0","3","0","12","2","0","1080"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","460","0","4","0","12","2","0","1080"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","461","0","-1","0","12","2","0","1080"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","462","0","1","0","12","0","0","1081"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","463","0","2","0","12","2","0","1081"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","464","0","3","0","12","2","0","1081"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","465","0","4","0","12","2","0","1081"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","466","0","-1","0","12","2","0","1081"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","467","0","1","0","12","0","0","1082"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","468","0","2","0","12","2","0","1082"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","469","0","3","0","12","2","0","1082"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","470","0","4","0","12","2","0","1082"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","471","0","-1","0","12","2","0","1082"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","472","0","1","0","12","0","0","1083"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","473","0","2","0","12","2","0","1083"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","474","0","3","0","12","2","0","1083"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","475","0","4","0","12","2","0","1083"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","476","0","-1","0","12","2","0","1083"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","477","0","1","0","12","0","0","1084"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","478","0","2","0","12","2","0","1084"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","479","0","3","0","12","2","0","1084"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","480","0","4","0","12","2","0","1084"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","481","0","-1","0","12","2","0","1084"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","482","0","1","0","12","0","0","1085"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","483","0","2","0","12","2","0","1085"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","484","0","3","0","12","2","0","1085"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","485","0","4","0","12","2","0","1085"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","486","0","-1","0","12","2","0","1085"
