543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541
"ぬいぐるみを作りたい。","","","1009804114","","1009804","0","103","1009804066","",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804067","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804068","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804069","0",""
"0.1","","","0","","1009804","","93","1009804070","",""
"102011","2","0.33","-200","0.2","1009804","-235","2","1009804071","",""
"103611","2","0.33","100","0.2","1009804","-220","2","1009804072","",""
"100411","2","0.33","270","0.2","1009804","-250","2","1009804073","",""
"0.7","","","0","","1009804","","93","1009804074","",""
"102011","","","lsv_talk_surprise_R2","","1009804","1","3","1009804075","0.2",""
"vo_lsv","","0","vo_lsv_0427","","1009804","0","21","1009804076","",""
"102011","1","1","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","0","1009804","10","11","1009804077","0","0"
"0","","","","","1009804","","91","1009804078","",""
"102011","","","lsv_idle_normal_joyR","","1009804","1","3","1009804079","0.2",""
"103611","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009804","0","3","1009804080","0",""
"vo_lsv","","0","vo_lsv_0428","","1009804","0","21","1009804081","",""
"103611","1","1","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","0","1009804","10","11","1009804082","0","0"
"0","","","","","1009804","","91","1009804083","",""
"103611","","","lsv_idle_arm_crossed","","1009804","1","3","1009804084","0.2",""
"100411","","","lsv_talk_bitter","","1009804","1","3","1009804085","0.2",""
"vo_lsv","","0","vo_lsv_0429","","1009804","0","21","1009804086","",""
"100411","1","1","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","0","1009804","10","11","1009804087","0","0"
"0","","","","","1009804","","91","1009804088","",""
"100411","","","lsv_idle_bitter","","1009804","1","3","1009804089","0.2",""
"1009804137","","","","","1009804","","101","1009804090","",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804091","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804092","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804093","0",""
"0.1","","","0","","1009804","","93","1009804094","",""
"102011","2","0.33","-200","0.2","1009804","-235","2","1009804095","",""
"103611","2","0.33","100","0.2","1009804","-220","2","1009804096","",""
"100411","2","0.33","270","0.2","1009804","-250","2","1009804097","",""
"0.7","","","0","","1009804","","93","1009804098","",""
"100411","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0.2","1009804","0","3","1009804099","0",""
"vo_lsv","","0","vo_lsv_0430","","1009804","0","21","1009804100","",""
"100411","1","1","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","0","1009804","10","11","1009804101","0","0"
"0","","","","","1009804","","91","1009804102","",""
"100411","","","lsv_idle_wish_joy","","1009804","1","3","1009804103","0.2",""
"103611","","","lsv_talk_thinking_anger","","1009804","1","3","1009804104","0.2",""
"vo_lsv","","0","vo_lsv_0431","","1009804","0","21","1009804105","",""
"103611","1","1","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","0","1009804","10","11","1009804106","0","0"
"0","","","","","1009804","","91","1009804107","",""
"103611","","","lsv_idle_thinking_anger","","1009804","1","3","1009804108","0.2",""
"102011","","","lsv_talk_memory_dere2","","1009804","1","3","1009804109","0.2",""
"vo_lsv","","0","vo_lsv_0432","","1009804","0","21","1009804110","",""
"102011","1","1","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","0","1009804","10","11","1009804111","0","0"
"0","","","","","1009804","","91","1009804112","",""
"1009804137","","","","","1009804","","101","1009804113","",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804114","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804115","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009804","0","3","1009804116","0",""
"0.1","","","0","","1009804","","93","1009804117","",""
"102011","2","0.33","-200","0.2","1009804","-235","2","1009804118","",""
"103611","2","0.33","100","0.2","1009804","-220","2","1009804119","",""
"100411","2","0.33","270","0.2","1009804","-250","2","1009804120","",""
"0.7","","","0","","1009804","","93","1009804121","",""
"103611","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009804","0","3","1009804122","0",""
"vo_lsv","","0","vo_lsv_0433","","1009804","0","21","1009804123","",""
"103611","1","1","……\nいい着眼点ですね。","0","1009804","10","11","1009804124","0","0"
"0","","","","","1009804","","91","1009804125","",""
"103611","","","lsv_idle_arm_crossed_joy","","1009804","1","3","1009804126","0.2",""
"100411","1","lsv_talk_surprise","lsv_surprise","0.2","1009804","0","3","1009804127","0",""
"vo_lsv","","0","vo_lsv_0434","","1009804","0","21","1009804128","",""
"100411","1","1","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","0","1009804","10","11","1009804129","0","0"
"0","","","","","1009804","","91","1009804130","",""
"100411","","","lsv_idle_surprise","","1009804","1","3","1009804131","0.2",""
"102011","","","lsv_talk_joy3","","1009804","1","3","1009804132","0.2",""
"vo_lsv","","0","vo_lsv_0435","","1009804","0","21","1009804133","",""
"102011","1","1","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","0","1009804","10","11","1009804134","0","0"
"0","","","","","1009804","","91","1009804135","",""
"1009804137","","","","","1009804","","101","1009804136","",""
"0","","","","","1009804","","91","1009804137","",""
"","","","","","1009804","","102","1009804138","",""
"0","","","0.2","","1009804","","22","1009804139","",""
"0.2","","","","","1009804","","93","1009804140","",""
"102011","0","0","8","0","1009804","1","12","1009804141","0","0"
"102011","","","lsv_talk_guts2_joy_loop","","1009804","1","3","1009804142","0.2",""
"3","","","0","","1009804","","93","1009804143","",""
"102011","","","lsv_idle_normal_joyR","","1009804","1","3","1009804144","0.2",""
"103611","0","0","7","0","1009804","1","12","1009804145","0","0"
"103611","","","lsv_talk_surprise_kira","","1009804","1","3","1009804146","0.2",""
"3","","","0","","1009804","","93","1009804147","",""
"103611","","","lsv_idle_joy","","1009804","1","3","1009804148","0.2",""
"100411","0","0","2","0","1009804","1","12","1009804149","0","0"
"100411","1","lsv_talk_cool_bitter_loop","lsv_talk_cool_bitter","0.2","1009804","0","3","1009804150","0",""
"3","","","0","","1009804","","93","1009804151","",""
"100411","","","lsv_idle_cool","","1009804","1","3","1009804152","0.2",""
"1009804141","","","","","1009804","","101","1009804153","",""
"333","0","1","1","0","1009804","1","6","1009804154","1",""
"102011","","","1","","1009804","","4","1009804155","",""
"102011","","","lsv_run","","1009804","1","3","1009804156","0.2",""
"102011","0","0.8","-750","","1009804","-235","2","1009804157","",""
"103611","","","0","","1009804","","4","1009804158","",""
"103611","","","lsv_run","","1009804","1","3","1009804159","0.2",""
"103611","0","0.8","750","","1009804","-220","2","1009804160","",""
"100411","","","0","","1009804","","4","1009804161","",""
"100411","","","lsv_run","","1009804","1","3","1009804162","0.2",""
"100411","0","0.8","850","","1009804","-250","2","1009804163","",""
"0.6","","","","","1009804","","93","1009804164","",""
"102011","0","1","1","0","1009804","1","6","1009804165","0.2",""
"103611","0","1","1","0","1009804","1","6","1009804166","0.2",""
"100411","0","1","1","0","1009804","1","6","1009804167","0.2",""
"0","","","","","1009804","","91","1009804168","",""
"1","-235","-650","100411","0","1009805","102","1","1009805001","1.95","lsv_idle_normal"
"1","-220","650","102011","1","1009805","100","1","1009805002","1.95","lsv_idle_normal"
"1","-250","750","103611","1","1009805","101","1","1009805003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009805","0","5","1009805004","1","lsv_white_loop"
"333","0","1","1","0","1009805","1","6","1009805005","0",""
"100411","0","1","1","0","1009805","1","6","1009805006","0",""
"102011","0","1","1","0","1009805","1","6","1009805007","0",""
"103611","0","1","1","0","1009805","1","6","1009805008","0",""
"1","","","0","","1009805","","93","1009805009","",""
"333","0.4","1","1","0","1009805","1","6","1009805010","0.8",""
"100411","","","lsv_run","","1009805","1","3","1009805011","0.2",""
"100411","0","1","-200","","1009805","-235","2","1009805012","",""
"100411","1","1","1","0","1009805","1","6","1009805013","0.4",""
"102011","","","lsv_walk_surprise","","1009805","1","3","1009805014","0.2",""
"102011","0","2","100","","1009805","-220","2","1009805015","",""
"102011","1","1","1","0","1009805","1","6","1009805016","0.4",""
"103611","","","lsv_walk_surprise","","1009805","1","3","1009805017","0.2",""
"103611","0","2","270","","1009805","-250","2","1009805018","",""
"103611","1","1","1","0","1009805","1","6","1009805019","0.4",""
"1","","","0","","1009805","","93","1009805020","",""
"100411","","","lsv_idle_joy_normal","","1009805","1","3","1009805021","0.2",""
"1","","","0","","1009805","","93","1009805022","",""
"102011","","","lsv_idle_normal","","1009805","1","3","1009805023","0.2",""
"103611","","","lsv_idle_normal","","1009805","1","3","1009805024","0.2",""
"0.6","","","0","","1009805","","93","1009805025","",""
"100411","1","lsv_talk_guts1_loop","lsv_talk_guts1","0.2","1009805","0","3","1009805026","0",""
"vo_lsv","","0","vo_lsv_0521","","1009805","0","21","1009805027","",""
"100411","1","1","罠をしかけた結果はっぴょー！\n結果は～…？","0","1009805","10","11","1009805028","0","0"
"0","","","","","1009805","","91","1009805029","",""
"100411","","","lsv_talk_anger_dead","","1009805","1","3","1009805030","0.2",""
"vo_lsv","","0","vo_lsv_0522","","1009805","0","21","1009805031","",""
"100411","1","1","一匹も\n捕まえられませんでした！\nがっくし！","0","1009805","10","11","1009805032","0","0"
"0","","","","","1009805","","91","1009805033","",""
"100411","","","lsv_idle_anger1","","1009805","1","3","1009805034","0.2",""
"102011","","","lsv_talk_normal_sad","","1009805","1","3","1009805035","0.2",""
"vo_lsv","","0","vo_lsv_0523","","1009805","0","21","1009805036","",""
"102011","1","1","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","0","1009805","10","11","1009805037","0","0"
"0","","","","","1009805","","91","1009805038","",""
"102011","","","lsv_idle_normal","","1009805","1","3","1009805039","0.2",""
"103611","","","lsv_talk_joy1_sad","","1009805","1","3","1009805040","0.2",""
"vo_lsv","","0","vo_lsv_0524","","1009805","0","21","1009805041","",""
"103611","1","1","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","0","1009805","10","11","1009805042","0","0"
"0","","","","","1009805","","91","1009805043","",""
"103611","","","lsv_idle_normal","","1009805","1","3","1009805044","0.2",""
"100411","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","0.2","1009805","0","3","1009805045","0",""
"vo_lsv","","0","vo_lsv_0525","","1009805","0","21","1009805046","",""
"100411","1","1","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","0","1009805","10","11","1009805047","0","0"
"0","","","","","1009805","","91","1009805048","",""
"100411","","","lsv_idle_arm_crossed_anger","","1009805","1","3","1009805049","0.2",""
"102011","","","lsv_idle_bitter","","1009805","1","3","1009805050","0.2",""
"103611","","","lsv_talk_tsun_sad","","1009805","1","3","1009805051","0.2",""
"vo_lsv","","0","vo_lsv_0526","","1009805","0","21","1009805052","",""
"103611","1","1","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","0","1009805","10","11","1009805053","0","0"
"0","","","","","1009805","","91","1009805054","",""
"103611","","","lsv_idle_wish_sad","","1009805","1","3","1009805055","0.2",""
"100411","","","lsv_talk_cool_bitter_loop","","1009805","1","3","1009805056","0.2",""
"vo_lsv","","0","vo_lsv_0527","","1009805","0","21","1009805057","",""
"100411","1","1","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","0","1009805","10","11","1009805058","0","0"
"0","","","","","1009805","","91","1009805059","",""
"100411","","","lsv_idle_cool","","1009805","1","3","1009805060","0.2",""
"100411","1","lsv_look_idle_normal","lsv_choice","0.2","1009805","0","3","1009805061","0",""
"102011","1","lsv_look_idle_normal","lsv_choice","0.2","1009805","0","3","1009805062","0",""
"103611","1","lsv_look_idle_normal","lsv_choice","0.2","1009805","0","3","1009805063","0",""
"0.1","","","0","","1009805","","93","1009805064","",""
"100411","2","0.33","-452","0.2","1009805","-235","2","1009805065","",""
"102011","2","0.33","420","0.2","1009805","-220","2","1009805066","",""
"103611","2","0.33","545","0.2","1009805","-250","2","1009805067","",""
"0","","","0","","1009805","1","22","1009805068","0.2",""
"カブトムシバトル！","","","1009805072","","1009805","0","103","1009805069","",""
"観察日記を書く。","","","1009805103","","1009805","0","103","1009805070","",""
"捕まえることがロマン。","","","1009805127","","1009805","0","103","1009805071","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805072","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805073","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805074","0",""
"0.1","","","0","","1009805","","93","1009805075","",""
"100411","2","0.33","-200","0.2","1009805","-235","2","1009805076","",""
"102011","2","0.33","100","0.2","1009805","-220","2","1009805077","",""
"103611","2","0.33","270","0.2","1009805","-250","2","1009805078","",""
"0.7","","","0","","1009805","","93","1009805079","",""
"100411","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0.2","1009805","0","3","1009805080","0",""
"103611","","","lsv_idle_normal","","1009805","1","3","1009805081","0.2",""
"vo_lsv","","0","vo_lsv_0528","","1009805","0","21","1009805082","",""
"100411","1","1","カブトムシといえば\nそれだよね！","0","1009805","10","11","1009805083","0","0"
"0","","","","","1009805","","91","1009805084","",""
"100411","","","lsv_idle_joy","","1009805","1","3","1009805085","0.2",""
"103611","","","lsv_talk_thinking_anger","","1009805","1","3","1009805086","0.2",""
"vo_lsv","","0","vo_lsv_0529","","1009805","0","21","1009805087","",""
"103611","1","1","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","0","1009805","10","11","1009805088","0","0"
"0","","","","","1009805","","91","1009805089","",""
"103611","","","lsv_idle_sad_normal","","1009805","1","3","1009805090","0.2",""
"102011","","","lsv_talk_joy1_normal","","1009805","1","3","1009805091","0.2",""
"vo_lsv","","0","vo_lsv_0530","","1009805","0","21","1009805092","",""
"102011","1","1","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","0","1009805","10","11","1009805093","0","0"
"0","","","","","1009805","","91","1009805094","",""
"102011","","","lsv_idle_normal_joyR","","1009805","1","3","1009805095","0.2",""
"103611","1","lsv_idle_normal","lsv_handsup_joy2","0.2","1009805","0","3","1009805096","0",""
"100411","1","lsv_idle_joy","lsv_handsup_joy","0.2","1009805","0","3","1009805097","0",""
"vo_lsv","","0","vo_lsv_0531","","1009805","0","21","1009805098","",""
"103611","1","1","はーい！","0","1009805","10","11","1009805099","0","0"
"100411","1","1","はーい！","0","1009805","10","11","1009805100","0","0"
"0","","","","","1009805","","91","1009805101","",""
"1009805152","","","","","1009805","","101","1009805102","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805103","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805104","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805105","0",""
"0.1","","","0","","1009805","","93","1009805106","",""
"100411","2","0.33","-200","0.2","1009805","-235","2","1009805107","",""
"102011","2","0.33","100","0.2","1009805","-220","2","1009805108","",""
"103611","2","0.33","270","0.2","1009805","-250","2","1009805109","",""
"0.7","","","0","","1009805","","93","1009805110","",""
"103611","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009805","0","3","1009805111","0",""
"vo_lsv","","0","vo_lsv_0532","","1009805","0","21","1009805112","",""
"103611","1","1","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","0","1009805","10","11","1009805113","0","0"
"0","","","","","1009805","","91","1009805114","",""
"103611","","","lsv_idle_arm_crossed_joy","","1009805","1","3","1009805115","0.2",""
"102011","","","lsv_talk_joy3_blink","","1009805","1","3","1009805116","0.2",""
"vo_lsv","","0","vo_lsv_0533","","1009805","0","21","1009805117","",""
"102011","1","1","観察だったら\n海でもやったよね。\n楽しかったな～♪","0","1009805","10","11","1009805118","0","0"
"0","","","","","1009805","","91","1009805119","",""
"102011","","","lsv_idle_normal_joyR","","1009805","1","3","1009805120","0.2",""
"100411","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","0.2","1009805","0","3","1009805121","0",""
"vo_lsv","","0","vo_lsv_0534","","1009805","0","21","1009805122","",""
"100411","1","1","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","0","1009805","10","11","1009805123","0","0"
"0","","","","","1009805","","91","1009805124","",""
"100411","","","lsv_idle_guts2_joy","","1009805","1","3","1009805125","0.2",""
"1009805152","","","","","1009805","","101","1009805126","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805127","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805128","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009805","0","3","1009805129","0",""
"0.1","","","0","","1009805","","93","1009805130","",""
"100411","2","0.33","-200","0.2","1009805","-235","2","1009805131","",""
"102011","2","0.33","100","0.2","1009805","-220","2","1009805132","",""
"103611","2","0.33","270","0.2","1009805","-250","2","1009805133","",""
"0.7","","","0","","1009805","","93","1009805134","",""
"102011","","","lsv_talk_surprise","","1009805","1","3","1009805135","0.2",""
"103611","","","lsv_idle_normal","","1009805","1","3","1009805136","0.2",""
"vo_lsv","","0","vo_lsv_0535","","1009805","0","21","1009805137","",""
"102011","1","1","捕まえるのがいいんだ～\nミソギちゃんもそうなの？","0","1009805","10","11","1009805138","0","0"
"0","","","","","1009805","","91","1009805139","",""
"102011","","","lsv_idle_surprise","","1009805","1","3","1009805140","0.2",""
"100411","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","0.2","1009805","0","3","1009805141","0",""
"vo_lsv","","0","vo_lsv_0536","","1009805","0","21","1009805142","",""
"100411","1","1","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","0","1009805","10","11","1009805143","0","0"
"0","","","","","1009805","","91","1009805144","",""
"100411","","","lsv_idle_arm_crossed_anger","","1009805","1","3","1009805145","0.2",""
"103611","","","lsv_talk_thinking_anger","","1009805","1","3","1009805146","0.2",""
"vo_lsv","","0","vo_lsv_0537","","1009805","0","21","1009805147","",""
"103611","1","1","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","0","1009805","10","11","1009805148","0","0"
"0","","","","","1009805","","91","1009805149","",""
"103611","","","lsv_idle_thinking_anger","","1009805","1","3","1009805150","0.2",""
"1009805152","","","","","1009805","","101","1009805151","",""
"0","","","","","1009805","","91","1009805152","",""
"","","","","","1009805","","102","1009805153","",""
"0","","","0.2","","1009805","","22","1009805154","",""
"0.2","","","","","1009805","","93","1009805155","",""
"100411","0","0","7","0","1009805","1","12","1009805156","0","0"
"100411","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","0.2","1009805","0","3","1009805157","0",""
"3","","","0","","1009805","","93","1009805158","",""
"100411","","","lsv_idle_cool","","1009805","1","3","1009805159","0.2",""
"103611","0","0","11","0","1009805","1","12","1009805160","0","0"
"103611","1","lsv_talk_guts1_loop","lsv_talk_guts1","0.2","1009805","0","3","1009805161","0",""
"3","","","0","","1009805","","93","1009805162","",""
"103611","","","lsv_idle_joy","","1009805","1","3","1009805163","0.2",""
"102011","0","0","5","0","1009805","1","12","1009805164","0","0"
"102011","","","lsv_talk_wish_surprise","","1009805","1","3","1009805165","0.2",""
"3","","","0","","1009805","","93","1009805166","",""
"102011","","","lsv_idle_normal_joyR","","1009805","1","3","1009805167","0.2",""
"1009805156","","","","","1009805","","101","1009805168","",""
"333","0","1","1","0","1009805","1","6","1009805169","1",""
"100411","","","1","","1009805","","4","1009805170","",""
"100411","","","lsv_run","","1009805","1","3","1009805171","0.2",""
"100411","0","0.8","-750","","1009805","-235","2","1009805172","",""
"102011","","","0","","1009805","","4","1009805173","",""
"102011","","","lsv_run","","1009805","1","3","1009805174","0.2",""
"102011","0","0.8","750","","1009805","-220","2","1009805175","",""
"103611","","","0","","1009805","","4","1009805176","",""
"103611","","","lsv_run","","1009805","1","3","1009805177","0.2",""
"103611","0","0.8","850","","1009805","-250","2","1009805178","",""
"0.6","","","","","1009805","","93","1009805179","",""
"100411","0","1","1","0","1009805","1","6","1009805180","0.2",""
"102011","0","1","1","0","1009805","1","6","1009805181","0.2",""
"103611","0","1","1","0","1009805","1","6","1009805182","0.2",""
"0","","","","","1009805","","91","1009805183","",""
"1","-495","-200","122711","0","1009806","102","1","1009806001","1.95","lsv_idle_normal"
"1","-480","100","122911","1","1009806","100","1","1009806002","1.95","lsv_idle_normal"
"1","-510","270","122811","1","1009806","101","1","1009806003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009806","0","5","1009806004","1","lsv_white_loop"
"333","0","1","1","0","1009806","1","6","1009806005","0",""
"122711","0","1","1","0","1009806","1","6","1009806006","0",""
"122911","0","1","1","0","1009806","1","6","1009806007","0",""
"122811","0","1","1","0","1009806","1","6","1009806008","0",""
"1","","","0","","1009806","","93","1009806009","",""
"333","0.4","1","1","0","1009806","1","6","1009806010","0.8",""
"122711","1","lsv_idle_normal","lsv_jump2","0.2","1009806","0","3","1009806011","0.2",""
"122911","1","lsv_idle_normal","lsv_jump2","0.2","1009806","0","3","1009806012","0.2",""
"122811","1","lsv_idle_normal","lsv_jump2","0.2","1009806","0","3","1009806013","0.2",""
"0.3","","","","","1009806","","93","1009806014","",""
"122711","0","0.75","-200","","1009806","-235","2","1009806015","",""
"122911","0","0.75","100","","1009806","-220","2","1009806016","",""
"122811","0","0.75","270","","1009806","-250","2","1009806017","",""
"122711","1","1","1","0","1009806","1","6","1009806018","0.4",""
"122911","1","1","1","0","1009806","1","6","1009806019","0.4",""
"122811","1","1","1","0","1009806","1","6","1009806020","0.4",""
"122711","","0","6","0","1009806","0.2","12","1009806021","0",""
"122911","","0","6","0","1009806","0.2","12","1009806022","0",""
"122811","","0","6","0","1009806","0.2","12","1009806023","0",""
"2","","","0","","1009806","","93","1009806024","",""
"122711","","","lsv_talk_normal","","1009806","1","3","1009806025","0.2",""
"vo_lsv","","0","vo_lsv_0621","","1009806","0","21","1009806026","",""
"122711","1","1","海もよかったけど、\nプールはプールで楽しいよね。","0","1009806","10","11","1009806027","0","0"
"0","","","","","1009806","","91","1009806028","",""
"122711","","","lsv_idle_normal","","1009806","1","3","1009806029","0.2",""
"122811","1","lsv_idle_normal","lsv_agree1","0.2","1009806","0","3","1009806030","0",""
"122911","1","lsv_idle_normal_joyR","lsv_agree2","0.2","1009806","0","3","1009806031","0",""
"vo_lsv","","0","vo_lsv_0622","","1009806","0","21","1009806032","",""
"122811","1","1","ねー♪","0","1009806","10","11","1009806033","0","0"
"122911","1","1","ねー♪","0","1009806","10","11","1009806034","0","0"
"0","","","","","1009806","","91","1009806035","",""
"122711","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009806","0","3","1009806036","0",""
"vo_lsv","","0","vo_lsv_0623","","1009806","0","21","1009806037","",""
"122711","1","1","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","0","1009806","10","11","1009806038","0","0"
"0","","","","","1009806","","91","1009806039","",""
"122711","","","lsv_idle_arm_crossed_joy","","1009806","1","3","1009806040","0.2",""
"122911","","","lsv_talk_wish_joy","","1009806","1","3","1009806041","0.2",""
"vo_lsv","","0","vo_lsv_0624","","1009806","0","21","1009806042","",""
"122911","1","1","キョウカちゃん、\nプールが大好きなんだね～♪","0","1009806","10","11","1009806043","0","0"
"0","","","","","1009806","","91","1009806044","",""
"122911","","","lsv_idle_wish_joy","","1009806","1","3","1009806045","0.2",""
"122811","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0.2","1009806","0","3","1009806046","0",""
"vo_lsv","","0","vo_lsv_0625","","1009806","0","21","1009806047","",""
"122811","1","1","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","0","1009806","10","11","1009806048","0","0"
"0","","","","","1009806","","91","1009806049","",""
"122811","","","lsv_idle_cool","","1009806","1","3","1009806050","0.2",""
"122711","1","lsv_look_idle_normal","lsv_choice","0.2","1009806","0","3","1009806051","0",""
"122911","1","lsv_look_idle_normal","lsv_choice","0.2","1009806","0","3","1009806052","0",""
"122811","1","lsv_look_idle_normal","lsv_choice","0.2","1009806","0","3","1009806053","0",""
"0.1","","","0","","1009806","","93","1009806054","",""
"122711","2","0.33","-452","0.2","1009806","-235","2","1009806055","",""
"122911","2","0.33","420","0.2","1009806","-220","2","1009806056","",""
"122811","2","0.33","545","0.2","1009806","-250","2","1009806057","",""
"0","","","0","","1009806","1","22","1009806058","0.2",""
"アイスを食べよう。","","","1009806062","","1009806","0","103","1009806059","",""
"焼きそばを食べよう。","","","1009806086","","1009806","0","103","1009806060","",""
"ラムネを飲もう。","","","1009806109","","1009806","0","103","1009806061","",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009806","0","3","1009806062","0",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009806","0","3","1009806063","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009806","0","3","1009806064","0",""
"0.1","","","0","","1009806","","93","1009806065","",""
"122711","2","0.33","-200","0.2","1009806","-235","2","1009806066","",""
"122911","2","0.33","100","0.2","1009806","-220","2","1009806067","",""
"122811","2","0.33","270","0.2","1009806","-250","2","1009806068","",""
"0.7","","","0","","1009806","","93","1009806069","",""
"122711","","","lsv_talk_memory_dere2","","1009806","1","3","1009806070","0.2",""
"vo_lsv","","0","vo_lsv_0626","","1009806","0","21","1009806071","",""
"122711","1","1","アイス…！\nおいしいですよね、\nアイスは…本当に。","0","1009806","10","11","1009806072","0","0"
"0","","","","","1009806","","91","1009806073","",""
"122711","","","lsv_idle_memory2","","1009806","1","3","1009806074","0.2",""
"122811","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","0.2","1009806","0","3","1009806075","0",""
"vo_lsv","","0","vo_lsv_0627","","1009806","0","21","1009806076","",""
"122811","1","1","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","0","1009806","10","11","1009806077","0","0"
"0","","","","","1009806","","91","1009806078","",""
"122811","","","lsv_idle_guts2_joy","","1009806","1","3","1009806079","0.2",""
"122911","","","lsv_talk_joy3","","1009806","1","3","1009806080","0.2",""
"vo_lsv","","0","vo_lsv_0628","","1009806","0","21","1009806081","",""
"122911","1","1","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","0","1009806","10","11","1009806082","0","0"
"0","","","","","1009806","","91","1009806083","",""
"122911","","","lsv_idle_joy","","1009806","1","3","1009806084","0.2",""
