bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac
"62158","","0","21","","vo_apg","","vo_apg_0214","","0","5146062"
"62159","0","10","11","0","131011","0","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1","1","5146062"
"62160","","","91","","0","","","","","5146062"
"62161","","","22","","0","","0","","","5146062"
"62162","0.2","1","3","","131011","","wish_idle_joy","","","5146062"
"62163","-30","2","12","0","100911","0","10","0","0","5146062"
"62164","0","2","12","0","131011","0","7","0","0","5146062"
"62165","","","93","","2","","0","","","5146062"
"62166","","","101","","62167","","","","","5146062"
"62167","","","22","","0","","0.2","","","5146062"
"63001","1.8","110","1","1","1","walk_surprise_sad_blue","106611","-288","-10","5146063"
"63002","1.8","111","5","1","3","walk_surprise_sad_blue","1066","-288","-10","5146063"
"63003","1.8","100","1","1","1","idle_normal_noface","130911","-288","260","5146063"
"63004","1.8","101","5","1","1","idle_normal_kururu","99","-288","260","5146063"
"63005","1.8","103","1","0","1","empty","126411","-268","-420","5146063"
"63006","1.8","113","5","0","1","empty","98","-268","-420","5146063"
"63007","","","13","","106611","","210","","","5146063"
"63008","","","13","","130911","","200","","","5146063"
"63009","","","13","","126411","","203","","","5146063"
"63010","0.85","15","5","0","7","idle","7","-174","0","5146063"
"63011","1","210","5","0","20","empty","20","156","0","5146063"
"63012","1","211","5","0","22","empty","22","66","0","5146063"
"63013","1","60","5","0","21","empty","211","153","0","5146063"
"63014","1","190","5","0","21","empty","212","0","0","5146063"
"63015","1","0","31","","1","","1","1","0","5146063"
"63016","1","0","31","","2","","2","1","-57.7","5146063"
"63017","","","37","","2","","black","","","5146063"
"63018","0","0","31","","10","","10","1","0","5146063"
"63019","0","-420","31","","16","","16","1","-268","5146063"
"63020","1","0","31","","20","","20","1","0","5146063"
"63021","","","36","","20","","20","","","5146063"
"63022","","","36","","20","","22","","","5146063"
"63023","","","91","","0","","0","","","5146063"
"63024","","0","102","","0","","0","","","5146063"
"63025","","","93","","0.4","","0","","","5146063"
"63026","","","37","","2","","iris_out","","","5146063"
"63027","","-288","2","","106611","","-260","0","2.5","5146063"
"63028","","-288","2","","1066","","-260","0","2.5","5146063"
"63029","","","93","","2.5","","0","","","5146063"
"63030","0.2","1","3","","106611","","sad_idle_blue","","","5146063"
"63031","0.2","1","3","","1066","","sad_idle_blue","0","","5146063"
"63032","","","93","","0.1","","0","","","5146063"
"63033","0.2","1","3","","106611","","tired_talk1","","","5146063"
"63034","0.2","1","3","","1066","","tired_talk1","","","5146063"
"63035","","0","21","","vo_apg","","vo_apg_0301","","0","5146063"
"63036","0","10","11","0","106611","0","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1","1","5146063"
"63037","","","91","","0","","","","","5146063"
"63038","0.2","1","3","","106611","","tired_talk2","","","5146063"
"63039","0.2","1","3","","1066","","tired_talk2","","","5146063"
"63040","","0","21","","vo_apg","","vo_apg_0302","","0","5146063"
"63041","0","10","11","0","106611","0","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1","1","5146063"
"63042","","","91","","0","","","","","5146063"
"63043","0.2","1","3","","106611","","tired_idle","","","5146063"
"63044","0.2","1","3","","1066","","tired_idle","","","5146063"
"63045","0.2","1","3","","130911","","talk_normal","","","5146063"
"63046","0.2","1","3","","99","","talk_normal","","","5146063"
"63047","","0","21","","vo_apg","","vo_apg_0303","","0","5146063"
"63048","0","10","11","0","130911","0","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1","1","5146063"
"63049","","","91","","0","","","","","5146063"
"63050","0.2","1","3","","130911","","idle_normal","","","5146063"
"63051","0","0","3","","211","","coaster_3_in","","","5146063"
"63052","","","4","","106611","","0","","","5146063"
"63053","","","4","","1066","","0","","","5146063"
"63054","0","0","3","0","106611","","doya_in_nervous_furimuki","1","doya_talk_nervous_furimuki","5146063"
"63055","0","0","3","0","1066","","doya_in_nervous_furimuki","1","doya_talk_nervous_furimuki","5146063"
"63056","","0","21","","vo_apg","","vo_apg_0304","","0","5146063"
"63057","0","10","11","0","106611","0","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1","1","5146063"
"63058","","","91","","0","","","","","5146063"
"63059","0.2","1","3","","106611","","cool_talk_dere","","","5146063"
"63060","0.2","1","3","","1066","","cool_talk_dere","","","5146063"
"63061","","0","21","","vo_apg","","vo_apg_0305","","0","5146063"
"63062","0","10","11","0","106611","0","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1","1","5146063"
"63063","","","91","","0","","","","","5146063"
"63064","0.2","1","3","","106611","","cool_idle_doya","","","5146063"
"63065","0.2","1","3","","1066","","cool_idle_doya","","","5146063"
"63066","0","0","3","","211","","coaster_3_out","","","5146063"
"63067","0.2","1","3","","130911","","kururu_sad_talk","","","5146063"
"63068","0.2","1","3","","99","","kururu_sad_talk","","","5146063"
"63069","","0","21","","vo_apg","","vo_apg_0306","","0","5146063"
"63070","0","10","11","0","130911","0","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1","1","5146063"
"63071","","","91","","0","","","","","5146063"
"63072","","","22","","0","","0","","","5146063"
"63073","0.2","1","3","","130911","","idle_normal_noface","","","5146063"
"63074","0.2","1","3","","99","","idle_normal_kururu","","","5146063"
"63075","0.2","1","3","","106611","","cool_idle_surprise","","","5146063"
"63076","0.2","1","3","","1066","","cool_idle_surprise","","","5146063"
"63077","0","0","3","0","126411","","kuroche_appear","1","kuroche_pose_talk_anger","5146063"
"63078","0","0","3","0","98","","kuroche_appear","1","kuroche_pose_talk_anger","5146063"
"63079","","","93","","0.5","","0","","","5146063"
"63080","","0.5","122","","15","","15","","","5146063"
"63081","","","32","","16","","1","","","5146063"
"63082","0","0","3","","106611","","inori_dodge_in","","","5146063"
"63083","0","0","3","","1066","","inori_dodge_in","","","5146063"
"63084","","","93","","0.6","","0","","","5146063"
"63085","","0","21","","vo_apg","","vo_apg_0307","","0","5146063"
"63086","20","10","11","0","126411","0","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1","1","5146063"
"63087","","","91","","0","","","","","5146063"
"63088","0.2","1","3","","126411","","kuroche_pose_idle_doya","","","5146063"
"63089","0.1","0","3","0","106611","","inori_dodge_out","1","inori_anger_talk","5146063"
"63090","0.1","0","3","0","1066","","inori_dodge_out","1","inori_anger_talk","5146063"
"63091","","0","21","","vo_apg","","vo_apg_0308","","0","5146063"
"63092","0","10","11","0","106611","0","は？　いや、こっちは全然\n話がみえねーんですけど…","1","1","5146063"
"63093","","","91","","0","","","","","5146063"
"63094","0.2","1","3","","106611","","inori_anger_idle","","","5146063"
"63095","0.2","1","3","","1066","","inori_anger_idle","","","5146063"
"63096","0.2","1","3","","130911","","kururu_guid_talk","","","5146063"
"63097","0.2","1","3","","99","","kururu_guid_talk","","","5146063"
"63098","","0","21","","vo_apg","","vo_apg_0309","","0","5146063"
"63099","0","10","11","0","130911","0","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1","1","5146063"
"63100","","","91","","0","","","","","5146063"
"63101","0.2","1","3","","130911","","idle_normal_noface","","","5146063"
"63102","0.2","1","3","","99","","idle_normal_kururu","","","5146063"
"63103","","","37","","16","","low","","","5146063"
"63104","","1","23","","se_10055900","","se_10055900_chroche_01","","","5146063"
"63105","0.2","0","3","0","106611","","inori_jitabata_in","1","inori_jitabata_loop","5146063"
"63106","0.2","0","3","0","1066","","inori_jitabata_in","1","inori_jitabata_loop","5146063"
"63107","0.2","0","3","0","126411","","kuroche_catch_in","1","kuroche_catch_loop","5146063"
"63108","0.2","0","3","0","98","","kuroche_catch_in","1","kuroche_catch_loop","5146063"
"63109","","0","21","","vo_apg","","vo_apg_0310","","0","5146063"
"63110","112","10","11","-27","126411","0","ではではっ♪\nしっかりつかまっててくださいね～っ♪","1","1","5146063"
"63111","","","91","","0","","","","","5146063"
"63112","","","22","","0","","0","","","5146063"
"63113","","","24","","se_10055900_chroche_01","","0.2","","","5146063"
"63114","","0","23","","se_10055900","","se_10055900_chroche_02","","","5146063"
"63115","","","37","","16","","high","","","5146063"
"63116","","1","122","","5","","5","","","5146063"
"63117","","","93","","1","","0","","","5146063"
"63118","0","0","3","","106611","","inori_jitabata_takeoff","","","5146063"
"63119","0","0","3","","1066","","inori_jitabata_takeoff","","","5146063"
"63120","0","0","3","","126411","","kuroche_catch_takeoff","","","5146063"
"63121","0","0","3","","98","","kuroche_catch_takeoff","","","5146063"
"63122","","0.5","122","","100","","100","","","5146063"
"63123","","","93","","0.4","","0","","","5146063"
"63124","","","4","","130911","","0","","","5146063"
"63125","0","0","3","","130911","","kururu_furimuki_watch","","","5146063"
"63126","0","0","3","","99","","empty","","","5146063"
"63127","","","93","","1.5","","0","","","5146063"
"63128","","","37","","2","","fade_in","","","5146063"
"63129","","","93","","1.5","","0","","","5146063"
"63130","0","0","3","","98","","empty","","","5146063"
"63131","","1","23","","se_10055900","","se_10055900_chroche_03","","","5146063"
"63132","0","0","3","","212","","coaster_4_in","","","5146063"
"63133","","0","23","","se_10055900","","se_10055900_photo","","","5146063"
"63134","","","93","","0.3","","0","","","5146063"
"63135","","0.5","122","","30","","30","","","5146063"
"63136","","0","21","","vo_apg","","vo_apg_0311","","0","5146063"
"63137","0","0","3","","20","","0311_in","","","5146063"
"63138","","","93","","3.6","","1","","","5146063"
"63139","0","0","3","","20","","0311_mid","","","5146063"
"63140","","","92","","","","","","","5146063"
"63141","0","0","3","","20","","0311_out","","","5146063"
"63142","","","93","","0.2","","0","","","5146063"
"63143","","0.5","122","","30","","30","","","5146063"
"63144","","0","21","","vo_apg","","vo_apg_0312","","0","5146063"
"63145","0","0","3","","20","","0312_in","","","5146063"
"63146","","","93","","2.4","","1","","","5146063"
"63147","0","0","3","","20","","0312_mid","","","5146063"
"63148","","","92","","","","","","","5146063"
"63149","0","0","3","","20","","0312_out","","","5146063"
"63150","","","93","","0.2","","0","","","5146063"
"63151","","","37","","20","","scale15","","","5146063"
"63152","0","0","3","","212","","coaster_4_change","","","5146063"
"63153","","0","21","","vo_apg","","vo_apg_0313","","0","5146063"
"63154","","76","2","","20","","0","0","0","5146063"
"63155","0","1","3","","20","","empty","","","5146063"
"63156","0","0","3","","22","","0313_in","","","5146063"
"63157","","","93","","2.4","","1","","","5146063"
"63158","0","1","3","","22","","0313_mid","","","5146063"
"63159","","","92","","","","","","","5146063"
"63160","0","0","3","","22","","0313_out","","","5146063"
"63161","","","93","","0.2","","0","","","5146063"
"63162","","","22","","0","","0","","","5146063"
"63163","","","24","","se_10055900_chroche_03","","0.5","","","5146063"
"63164","","","37","","2","","white","","","5146063"
"63165","","","93","","2","","0","","","5146063"
"63166","","","37","","20","","scale1","","","5146063"
"63167","0","0","3","","212","","empty","","","5146063"
"63168","0.2","1","3","","130911","","kururu_wish_idle_joy","","","5146063"
"63169","0.2","1","3","","99","","idle_normal","","","5146063"
"63170","0.2","1","3","","106611","","see_guru","","","5146063"
"63171","0.2","1","3","","1066","","see_guru","","","5146063"
"63172","0.2","1","3","","126411","","idle_normal_joy","","","5146063"
"63173","","","4","","130911","","1","","","5146063"
"63174","","-278","2","","130911","","225","0","0","5146063"
"63175","","-288","2","","106611","","0","0","0","5146063"
"63176","","-288","2","","1066","","0","0","0","5146063"
"63177","","-278","2","","126411","","-225","0","0","5146063"
"63178","","","93","","2","","0","","","5146063"
"63179","0.2","1","3","","126411","","joy_talk","","","5146063"
"63180","","0","21","","vo_apg","","vo_apg_0314","","0","5146063"
"63181","0","10","11","0","126411","0","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1","1","5146063"
"63182","","","91","","0","","","","","5146063"
"63183","0.2","1","3","","126411","","idle_normal_joy","","","5146063"
"63184","","-108","33","","2","","23","0","0","5146063"
"63185","","","37","","2","","iris_end_1","","","5146063"
"63186","0.2","0","3","","106611","","gakkari","","","5146063"
"63187","0.2","0","3","","1066","","gakkari","","","5146063"
"63188","","0","21","","vo_apg","","vo_apg_0315","","0","5146063"
"63189","23","4","11","-31","106611","1.1","うぷ…もう、こりごりですよ…","0","0","5146063"
"63190","","","93","","6","","0","","","5146063"
"63191","","","37","","2","","iris_end_2","","","5146063"
"63192","","","93","","1","","0","","","5146063"
"63193","","","101","","63194","","","","","5146063"
"63194","","","22","","0","","0.2","","","5146063"
"64001","1.8","106","1","1","1","walk_normal","105811","-480","-130","5146064"
"64002","1.8","107","5","1","6","walk_normal","1058","-480","-130","5146064"
"64003","1.8","103","1","1","1","walk_normal","131511","-480","130","5146064"
"64004","1.8","100","1","1","1","idle_normal_noface","130911","-278","290","5146064"
"64005","1.8","101","5","1","1","idle_normal_kururu","99","-278","290","5146064"
"64006","","","13","","105811","","206","","","5146064"
"64007","","","13","","131511","","203","","","5146064"
"64008","","","13","","130911","","200","","","5146064"
"64009","0.85","15","5","0","8","idle","8","-174","0","5146064"
"64010","1","210","5","0","20","empty","20","-53","-242","5146064"
"64011","1","211","5","0","22","empty","22","-194","-128","5146064"
"64012","1","0","31","","1","","1","1","0","5146064"
"64013","0","0","31","","2","","2","1","-57.7","5146064"
"64014","0","0","31","","12","","12","1","0","5146064"
"64015","0","0","31","","13","","13","1","0","5146064"
"64016","1","0","31","","20","","20","1","0","5146064"
"64017","","","36","","20","","105811","","","5146064"
"64018","","","36","","20","","131511","","","5146064"
"64019","","","36","","20","","20","","","5146064"
"64020","","","36","","20","","22","","","5146064"
"64021","","","91","","0","","0","","","5146064"
"64022","","0","102","","0","","0","","","5146064"
"64023","","","32","","13","","1","","","5146064"
"64024","","","37","","20","","scale15","","","5146064"
"64025","","","93","","2","","","","","5146064"
"64026","","0","21","","vo_apg","","vo_apg_0401","","0","5146064"
"64027","0","0","3","","22","","0401_in","","","5146064"
"64028","","","93","","2.7","","1","","","5146064"
"64029","0","0","3","","22","","0401_mid","","","5146064"
"64030","","","92","","","","","","","5146064"
"64031","0","0","3","","22","","0401_out","","","5146064"
"64032","","","93","","0.2","","0","","","5146064"
"64033","","-194","2","","22","","129","0","0","5146064"
"64034","","0","21","","vo_apg","","vo_apg_0402","","0","5146064"
"64035","0","0","3","","22","","0402_in","","","5146064"
"64036","","","93","","2.9","","1","","","5146064"
"64037","0","0","3","","22","","0402_mid","","","5146064"
"64038","","","92","","","","","","","5146064"
"64039","0","0","3","","22","","0402_out","","","5146064"
"64040","","","93","","0.2","","0","","","5146064"
"64041","","","22","","0","","0","","","5146064"
"64042","0","1","3","","22","","empty","","","5146064"
"64043","","","93","","0.5","","0","","","5146064"
"64044","","","32","","2","","1","","","5146064"
"64045","","","37","","2","","fade_in","","","5146064"
"64046","","","93","","1","","0","","","5146064"
"64047","","","32","","13","","0","","","5146064"
"64048","","","37","","20","","scale1","","","5146064"
"64049","","-298","2","","105811","","-194","0","0","5146064"
"64050","","-298","2","","1058","","-194","0","0","5146064"
"64051","","-288","2","","131511","","-34","0","0","5146064"
"64052","","","37","","2","","iris_out","","","5146064"
"64053","","-298","2","","105811","","-385","0","2","5146064"
"64054","","-298","2","","1058","","-385","0","2","5146064"
"64055","","-288","2","","131511","","-225","0","2","5146064"
"64056","","","93","","2","","0","","","5146064"
"64057","","","4","","105811","","0","","","5146064"
"64058","","","4","","1058","","0","","","5146064"
"64059","","","4","","131511","","0","","","5146064"
"64060","0.2","1","3","","105811","","idle_normal","","","5146064"
"64061","0.2","1","3","","1058","","idle_normal","0","","5146064"
"64062","0.2","1","3","","131511","","idle_normal","","","5146064"
"64063","","","93","","0.5","","0","","","5146064"
"64064","0.2","1","3","","130911","","talk_normal","","","5146064"
"64065","0.2","1","3","","99","","talk_normal","","","5146064"
"64066","","0","21","","vo_apg","","vo_apg_0403","","0","5146064"
"64067","0","10","11","0","130911","0","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1","1","5146064"
"64068","","","91","","0","","","","","5146064"
"64069","0.2","1","3","","130911","","kururu_wish_talk_joy","","","5146064"
"64070","0.2","1","3","","99","","kururu_wish_talk_joy","","","5146064"
"64071","","0","21","","vo_apg","","vo_apg_0404","","0","5146064"
"64072","0","10","11","0","130911","0","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1","1","5146064"
"64073","","","91","","0","","","","","5146064"
"64074","0.2","1","3","","130911","","idle_normal_noface","","","5146064"
"64075","0.2","1","3","","99","","idle_normal_kururu","","","5146064"
"64076","0.2","0","3","0","105811","","guts2_in_joy","1","guts2_talk_joy","5146064"
"64077","0.2","0","3","0","1058","","guts2_in_joy","1","guts2_talk_joy","5146064"
"64078","","0","21","","vo_apg","","vo_apg_0405","","0","5146064"
"64079","0","10","11","0","105811","0","はい！　とっても\nおいしそうでした☆","1","1","5146064"
"64080","","","91","","0","","","","","5146064"
"64081","0.2","1","3","","105811","","guts2_idle_joy","","","5146064"
"64082","0.2","1","3","","1058","","guts2_idle_joy","","","5146064"
"64083","0.5","1","3","","131511","","memory_talk","","","5146064"
"64084","","0","21","","vo_apg","","vo_apg_0406","","0","5146064"
"64085","0","10","11","0","131511","0","おなか。\nぐるる…","1","1","5146064"
"64086","","","91","","0","","","","","5146064"
"64087","0.2","1","3","","131511","","memory_idle","","","5146064"
"64088","0.2","1","3","","130911","","joy_talk","","","5146064"
"64089","0.2","1","3","","99","","joy_talk","","","5146064"
"64090","","0","21","","vo_apg","","vo_apg_0407","","0","5146064"
"64091","0","10","11","0","130911","0","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1","1","5146064"
"64092","","","91","","0","","","","","5146064"
"64093","0.5","1","3","","130911","","kururu_joy_slow","","","5146064"
"64094","0.5","1","3","","131511","","anger_idle_anger","","","5146064"
"64095","","0","21","","vo_apg","","vo_apg_0408","","0","5146064"
"64096","0","10","11","0","131511","0","だっしゅ","1","1","5146064"
"64097","","","91","","0","","","","","5146064"
"64098","0.2","1","3","","131511","","walk_jog_dere","","","5146064"
"64099","","-288","2","","131511","","1100","0","3","5146064"
"64100","","","93","","0.5","","0","","","5146064"
"64101","0.2","0","3","0.2","105811","","notice_in_normal2","1","anger_talk_normal2","5146064"
"64102","0.2","0","3","0.2","1058","","notice_in_normal2","1","anger_talk_normal2","5146064"
"64103","","0","21","","vo_apg","","vo_apg_0409","","0","5146064"
"64104","0","10","11","0","105811","0","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1","1","5146064"
"64105","","","91","","0","","","","","5146064"
"64106","","","22","","0","","0","","","5146064"
"64107","0.2","1","3","","105811","","run_dash_doya","","","5146064"
"64108","0.2","1","3","","1058","","run_dash_doya","","","5146064"
"64109","","-298","2","","105811","","1100","0","1.8","5146064"
"64110","","-298","2","","1058","","1100","0","1.8","5146064"
"64111","","","93","","1.8","","0","","","5146064"
"64112","","","4","","130911","","0","","","5146064"
"64113","0","0","3","0.2","130911","","hawawa","1","anger_talk_surprise2_shy","5146064"
"64114","","0","21","","vo_apg","","vo_apg_0410","","0","5146064"
"64115","0","10","11","0","130911","0","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1","1","5146064"
"64116","","","91","","0","","","","","5146064"
"64117","","","22","","0","","0","","","5146064"
"64118","","","93","","0.1","","0","","","5146064"
"64119","","","37","","1","","alter","","","5146064"
"64120","","","32","","12","","1","","","5146064"
"64121","","","93","","0.4","","0","","","5146064"
"64122","0","1","6","0","8","","1","0","1","5146064"
"64123","","-278","2","","105811","","-725","0","0","5146064"
"64124","","-278","2","","1058","","-725","0","0","5146064"
"64125","","-278","2","","131511","","-925","0","0","5146064"
"64126","0","1","3","","105811","","run_dash_peko","","","5146064"
"64127","0","1","3","","1058","","run_dash_peko","","","5146064"
"64128","0","1","3","","131511","","run_dash_presia","","","5146064"
"64129","0","1","3","","130911","","empty","","","5146064"
"64130","","-278","2","","105811","","1185","0","10","5146064"
"64131","","-278","2","","1058","","1185","0","10","5146064"
"64132","","-278","2","","131511","","985","0","10","5146064"
"64133","","","93","","0.3","","0","","","5146064"
"64134","","","93","","0.8","","0","","","5146064"
"64135","","0","21","","vo_apg","","vo_apg_0411","","0","5146064"
"64136","40","10","11","0","105811","1","まずはあの屋台から～☆","0","0","5146064"
"64137","","","93","","3","","0","","","5146064"
"64138","","0","21","","vo_apg","","vo_apg_0412","","0","5146064"
"64139","40","8","11","0","131511","1.3","ぜんぶ\nたべるよ","0","0","5146064"
"64140","","","93","","0.3","","0","","","5146064"
"64141","","","93","","3.6","","0","","","5146064"
"64142","","","101","","64143","","","","","5146064"
"64143","","","22","","0","","0.2","","","5146064"
"65001","1.8","110","1","0","1","wish_idle_normal_lookup","131011","-278","-225","5146065"
"65002","1.8","111","5","0","1","idle_normal","99","-278","-225","5146065"
"65003","1.8","109","5","0","1","idle_normal","98","-278","-225","5146065"
"65004","1.8","101","1","1","1","idle_normal_noface","130911","-278","225","5146065"
"65005","1.8","102","5","1","1","idle_normal_kururu","97","-278","225","5146065"
"65006","1.8","100","5","1","1","idle_normal","96","-278","225","5146065"
"65007","1.85","105","1","0","1","empty","106011","-305","-920","5146065"
"65008","1.85","106","5","0","4","empty","1060","-305","-920","5146065"
"65009","","","13","","131011","","210","","","5146065"
"65010","","","13","","130911","","201","","","5146065"
"65011","","","13","","106011","","205","","","5146065"
"65012","0.85","15","5","0","8","idle","8","-174","0","5146065"
"65013","1","0","31","","1","","1","1","0","5146065"
"65014","","","91","","0","","0","","","5146065"
"65015","","0","102","","0","","0","","","5146065"
"65016","","","93","","1","","0","","","5146065"
"65017","0.2","1","3","","131011","","wish_idle_joy_lookup","","","5146065"
"65018","","0","21","","vo_apg","","vo_apg_0501","","0","5146065"
"65019","0","10","11","0","131011","0","くる～\nくる～","1","1","5146065"
"65020","","","91","","0","","","","","5146065"
"65021","0.2","1","3","","130911","","talk_normal_surprise","","","5146065"
"65022","0.2","1","3","","97","","talk_normal_surprise","","","5146065"
"65023","","0","21","","vo_apg","","vo_apg_0502","","0","5146065"
"65024","0","10","11","0","130911","0","どうしたんですか\nマホちゃんさん？","1","1","5146065"
"65025","","","91","","0","","","","","5146065"
"65026","0.2","1","3","","130911","","idle_normal_noface","","","5146065"
"65027","0.2","1","3","","97","","idle_normal_kururu","","","5146065"
"65028","0.2","1","3","","131011","","sad_talk_normalR","","","5146065"
"65029","","0","21","","vo_apg","","vo_apg_0503","","0","5146065"
"65030","0","10","11","0","131011","0","ん、観覧車かいらしな～って。\nくるくる～って","1","1","5146065"
"65031","","","91","","0","","","","","5146065"
"65032","0.2","0","3","0","131011","","notice_in_normal2","1","notice_loop_normal2","5146065"
"65033","","0","21","","vo_apg","","vo_apg_0504","","0","5146065"
"65034","0","10","11","0","131011","0","せや♪","1","1","5146065"
"65035","","","91","","0","","","","","5146065"
"65036","0.2","1","3","","130911","","kururu_wish_idle_light","","","5146065"
"65037","0.2","1","3","","97","","kururu_wish_idle_light","","","5146065"
"65038","0","0","3","0","131011","","maho_kururinpa_in","1","maho_kururinpa_loop","5146065"
"65039","0","0","3","0","99","","maho_kururinpa_inF","1","maho_kururinpa_loopF","5146065"
"65040","0","0","3","0","98","","maho_kururinpa_inB","1","maho_kururinpa_loopB","5146065"
"65041","","0","21","","vo_apg","","vo_apg_0505","","0","5146065"
"65042","0","10","11","0","131011","0","みらくるまほりんくるりんぱ～♪","1","1","5146065"
"65043","","","91","","0","","","","","5146065"
"65044","0.2","1","3","","130911","","kururu_wish_talk_joy","","","5146065"
"65045","","0","21","","vo_apg","","vo_apg_0506","","0","5146065"
"65046","0","10","11","0","130911","0","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1","1","5146065"
"65047","","","91","","0","","","","","5146065"
"65048","0","0","3","0.2","131011","","maho_kururinpa_out","1","idle_normal","5146065"
"65049","0","0","3","0.2","99","","maho_kururinpa_outF","1","idle_normal","5146065"
"65050","0","0","3","0.2","98","","maho_kururinpa_outB","1","idle_normal","5146065"
"65051","0.2","0","3","0","130911","","kururu_sad_talk_surprise_to_kururinpa","0","kururu_kururinpa_loop","5146065"
"65052","0.2","0","3","0","97","","kururu_sad_talk_surprise_to_kururinpaF","0","kururu_kururinpa_loopF","5146065"
"65053","0.2","0","3","0","96","","kururu_sad_talk_surprise_to_kururinpaB","0","kururu_kururinpa_loopB","5146065"
"65054","","0","21","","vo_apg","","vo_apg_0507","","0","5146065"
"65055","0","10","11","0","130911","0","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1","1","5146065"
"65056","","","91","","0","","","","","5146065"
"65057","0","0","3","0","130911","","kururu_kururinpa_out","1","idle_normal_noface","5146065"
"65058","0","0","3","0","97","","kururu_kururinpa_outF","1","idle_normal_kururu","5146065"
"65059","0","0","3","0","96","","kururu_kururinpa_outB","1","idle_normal","5146065"
"65060","0.2","1","3","","131011","","joy_talk","","","5146065"
"65061","","0","21","","vo_apg","","vo_apg_0508","","0","5146065"
"65062","0","10","11","0","131011","0","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1","1","5146065"
"65063","","","91","","0","","","","","5146065"
"65064","0.2","1","3","","131011","","idle_normal","","","5146065"
"65065","0.2","0","3","0","130911","","kururu_hello_fast_to_kururinpa","0","kururu_kururinpa_loop","5146065"
"65066","0.2","0","3","0","97","","kururu_hello_fast_to_kururinpaF","0","kururu_kururinpa_loopF","5146065"
"65067","0.2","0","3","0","96","","kururu_hello_fast_to_kururinpaB","0","kururu_kururinpa_loopB","5146065"
"65068","","0","21","","vo_apg","","vo_apg_0509","","0","5146065"
"65069","0","10","11","0","130911","0","はーい♪\nみらくるくるるんくるりんぱ～♪","1","1","5146065"
"65070","","","91","","0","","","","","5146065"
"65071","0","0","3","0","130911","","kururu_kururinpa_out","1","idle_normal_noface","5146065"
"65072","0","0","3","0","97","","kururu_kururinpa_outF","1","idle_normal_kururu","5146065"
"65073","0","0","3","0","96","","kururu_kururinpa_outB","1","idle_normal","5146065"
"65074","0.2","0","3","0.2","131011","","smile2","1","sad_talk_normalR","5146065"
"65075","0.2","0","3","0.2","99","","smile2","1","sad_talk_normalR","5146065"
"65076","0.2","0","3","0.2","98","","smile2","1","sad_talk_normalR","5146065"
"65077","","0","21","","vo_apg","","vo_apg_0510","","0","5146065"
"65078","0","10","11","0","131011","0","うふふ♪\nくる多いなぁ♪","1","1","5146065"
"65079","","","91","","0","","","","","5146065"
"65080","0.2","0","3","0","131011","","maho_kurukuru_in","1","maho_kurukuru_loop","5146065"
"65081","0.2","0","3","0","99","","maho_kurukuru_inF","1","maho_kurukuru_loopF","5146065"
"65082","0.2","0","3","0","98","","maho_kurukuru_inB","1","maho_kurukuru_loopB","5146065"
