079d7324ad16a1d7f9758bdf094a17e7033ec037c6507009f88b9ab1b38615c6,44f2afcbdff16f9e74c4fd3925118b121f1a0a08b3145118756028f4935f0fae,5e84c54c6e5cf2dc511309edb5aa09d6b0f9c94689b4172de4042c60f1065b7a,38e80cbb3efa7d05c40c601474a42a93b564da6f4d16091c921d203d55773ea1,305a479acd63fe9b3b6af19de1930474d4e8359653d4e40ca8d8df1d33b8ca46,4a263e3cc075e936a7a76905873cddae2af282f7d4cb1053b13834fab2d18bbd,4d00e2605e7762a13e2816a0fd2822492bb1583bab8608b492bc78d681197e59,499bb11d800d506b5d526b718ba12e61504fb759aebb79c5c9fc12444293ca26
"15531","4","0","0","0","0","5","126"
"15541","4","0","0","0","0","5","168"
"15551","4","0","0","0","0","5","210"
"15611","1","0","0","0","0","2","94"
"15621","1","0","0","0","0","2","188"
"15631","1","0","0","0","0","2","282"
"15641","1","0","0","0","0","2","376"
"15651","1","0","0","0","0","2","470"
"15711","4","0","0","0","0","3","42"
"15721","4","0","0","0","0","3","84"
"15731","4","0","0","0","0","3","126"
"15741","4","0","0","0","0","3","168"
"15751","4","0","0","0","0","3","210"
"15811","5","0","0","0","0","6","15"
"15821","5","0","0","0","0","6","30"
"15831","5","0","0","0","0","6","45"
"15841","5","0","0","0","0","6","60"
"15851","5","0","0","0","0","6","75"
"15911","2","0","0","0","0","7","20"
"15921","2","0","0","0","0","7","40"
"15931","2","0","0","0","0","7","60"
"15941","2","0","0","0","0","7","80"
"15951","2","0","0","0","0","7","100"
"16011","3","0","0","0","0","3","44"
"16021","3","0","0","0","0","3","88"
"16031","3","0","0","0","0","3","132"
"16041","3","0","0","0","0","3","176"
"16051","3","0","0","0","0","3","220"
"16111","4","0","0","0","0","100","1"
"16121","4","0","0","0","0","100","2"
"16131","4","0","0","0","0","100","3"
"16211","5","0","0","0","0","1","64"
"16221","5","0","0","0","0","1","128"
"16231","5","0","0","0","0","1","192"
"16241","5","0","0","0","0","1","256"
"16251","5","0","0","0","0","1","320"
"16311","2","0","0","0","0","3","42"
"16321","2","0","0","0","0","3","84"
"16331","2","0","0","0","0","3","126"
"16341","2","0","0","0","0","3","168"
"16351","2","0","0","0","0","3","210"
"16411","3","0","0","0","0","5","44"
"16421","3","0","0","0","0","5","88"
"16431","3","0","0","0","0","5","132"
"16441","3","0","0","0","0","5","176"
"16451","3","0","0","0","0","5","220"
"16511","5","0","0","0","0","5","44"
"16521","5","0","0","0","0","5","88"
"16531","5","0","0","0","0","5","132"
"16541","5","0","0","0","0","5","176"
"16551","5","0","0","0","0","5","220"
"16611","1","2","3","4","5","3","42"
"16621","1","2","3","4","5","3","84"
"16631","1","2","3","4","5","3","126"
"16641","1","2","3","4","5","3","168"
"16651","1","2","3","4","5","3","210"
"16711","1","0","0","0","0","6","20"
"16721","1","0","0","0","0","6","40"
"16731","1","0","0","0","0","6","60"
"16741","1","0","0","0","0","6","80"
"16751","1","0","0","0","0","6","100"
"16811","3","0","0","0","0","5","46"
"16821","3","0","0","0","0","5","92"
"16831","3","0","0","0","0","5","138"
"16841","3","0","0","0","0","5","184"
"16851","3","0","0","0","0","5","230"
"16911","4","0","0","0","0","4","94"
"16921","4","0","0","0","0","4","188"
"16931","4","0","0","0","0","4","282"
"16941","4","0","0","0","0","4","376"
"16951","4","0","0","0","0","4","470"
"17011","5","0","0","0","0","6","20"
"17021","5","0","0","0","0","6","40"
"17031","5","0","0","0","0","6","60"
"17041","5","0","0","0","0","6","80"
"17051","5","0","0","0","0","6","100"
"17111","1","0","0","0","0","5","46"
"17121","1","0","0","0","0","5","92"
"17131","1","0","0","0","0","5","138"
"17141","1","0","0","0","0","5","184"
"17151","1","0","0","0","0","5","230"
"17211","1","0","0","0","0","4","94"
"17221","1","0","0","0","0","4","188"
"17231","1","0","0","0","0","4","282"
"17241","1","0","0","0","0","4","376"
"17251","1","0","0","0","0","4","470"
"17311","2","0","0","0","0","1","50"
"17321","2","0","0","0","0","1","100"
"17331","2","0","0","0","0","1","150"
"17341","2","0","0","0","0","1","200"
"17351","2","0","0","0","0","1","250"
"17411","5","0","0","0","0","7","20"
"17421","5","0","0","0","0","7","40"
"17431","5","0","0","0","0","7","60"
"17441","5","0","0","0","0","7","80"
"17451","5","0","0","0","0","7","100"
"17511","1","0","0","0","0","3","42"
"17521","1","0","0","0","0","3","84"
"17531","1","0","0","0","0","3","126"
"17541","1","0","0","0","0","3","168"
"17551","1","0","0","0","0","3","210"
"17611","3","0","0","0","0","100","1"
"17621","3","0","0","0","0","100","2"
"17711","4","0","0","0","0","101","1"
"17721","4","0","0","0","0","101","2"
"17731","4","0","0","0","0","101","3"
"17811","1","0","0","0","0","1","50"
"17821","1","0","0","0","0","1","100"
"17831","1","0","0","0","0","1","150"
"17841","1","0","0","0","0","1","200"
"17851","1","0","0","0","0","1","250"
"17911","3","0","0","0","0","1","52"
"17921","3","0","0","0","0","1","104"
"17931","3","0","0","0","0","1","156"
"17941","3","0","0","0","0","1","208"
"17951","3","0","0","0","0","1","260"
"18011","4","0","0","0","0","3","44"
"18021","4","0","0","0","0","3","88"
"18031","4","0","0","0","0","3","132"
"18041","4","0","0","0","0","3","176"
"18051","4","0","0","0","0","3","220"
"18111","5","0","0","0","0","100","1"
"18121","5","0","0","0","0","100","2"
"18211","2","0","0","0","0","6","20"
"18221","2","0","0","0","0","6","40"
"18231","2","0","0","0","0","6","60"
"18241","2","0","0","0","0","6","80"
"18251","2","0","0","0","0","6","100"
"18311","3","0","0","0","0","4","92"
"18321","3","0","0","0","0","4","184"
"18331","3","0","0","0","0","4","276"
"18341","3","0","0","0","0","4","368"
"18351","3","0","0","0","0","4","460"
"18411","4","0","0","0","0","5","44"
"18421","4","0","0","0","0","5","88"
"18431","4","0","0","0","0","5","132"
"18441","4","0","0","0","0","5","176"
"18451","4","0","0","0","0","5","220"
"18511","1","0","0","0","0","1","52"
"18521","1","0","0","0","0","1","104"
"18531","1","0","0","0","0","1","156"
"18541","1","0","0","0","0","1","208"
"18551","1","0","0","0","0","1","260"
"18611","4","0","0","0","0","1","64"
"18621","4","0","0","0","0","1","128"
"18631","4","0","0","0","0","1","192"
"18641","4","0","0","0","0","1","256"
"18651","4","0","0","0","0","1","320"
"18711","5","0","0","0","0","4","94"
"18721","5","0","0","0","0","4","188"
"18731","5","0","0","0","0","4","282"
"18741","5","0","0","0","0","4","376"
"18751","5","0","0","0","0","4","470"
"18811","2","0","0","0","0","1","52"
"18821","2","0","0","0","0","1","104"
"18831","2","0","0","0","0","1","156"
"18841","2","0","0","0","0","1","208"
"18851","2","0","0","0","0","1","260"
"18911","3","0","0","0","0","101","1"
"18921","3","0","0","0","0","101","2"
"18931","3","0","0","0","0","101","3"
"19011","1","0","0","0","0","100","1"
"19021","1","0","0","0","0","100","2"
"19111","2","0","0","0","0","4","92"
"19121","2","0","0","0","0","4","184"
"19131","2","0","0","0","0","4","276"
"19141","2","0","0","0","0","4","368"
"19151","2","0","0","0","0","4","460"
"19211","3","0","0","0","0","7","20"
"19221","3","0","0","0","0","7","40"
"19231","3","0","0","0","0","7","60"
"19241","3","0","0","0","0","7","80"
"19251","3","0","0","0","0","7","100"
"19311","5","0","0","0","0","3","46"
"19321","5","0","0","0","0","3","92"
"19331","5","0","0","0","0","3","138"
"19341","5","0","0","0","0","3","184"
"19351","5","0","0","0","0","3","230"
"19411","1","2","3","4","5","2","90"
"19421","1","2","3","4","5","2","180"
"19431","1","2","3","4","5","2","270"
"19441","1","2","3","4","5","2","360"
"19451","1","2","3","4","5","2","450"
"19511","1","0","0","0","0","100","1"
"19521","1","0","0","0","0","100","2"
"19531","1","0","0","0","0","100","3"
"19611","3","0","0","0","0","3","46"
"19621","3","0","0","0","0","3","92"
"19631","3","0","0","0","0","3","138"
"19641","3","0","0","0","0","3","184"
"19651","3","0","0","0","0","3","230"
"19711","4","0","0","0","0","2","94"
"19721","4","0","0","0","0","2","188"
"19731","4","0","0","0","0","2","282"
"19741","4","0","0","0","0","2","376"
"19751","4","0","0","0","0","2","470"
"19811","5","0","0","0","0","5","46"
"19821","5","0","0","0","0","5","92"
"19831","5","0","0","0","0","5","138"
"19841","5","0","0","0","0","5","184"
"19851","5","0","0","0","0","5","230"
"19911","2","0","0","0","0","101","1"
"19921","2","0","0","0","0","101","2"
"19931","2","0","0","0","0","101","3"
"20011","3","0","0","0","0","4","94"
"20021","3","0","0","0","0","4","188"
"20031","3","0","0","0","0","4","282"
"20041","3","0","0","0","0","4","376"
"20051","3","0","0","0","0","4","470"
"20111","5","0","0","0","0","4","96"
"20121","5","0","0","0","0","4","192"
"20131","5","0","0","0","0","4","288"
"20141","5","0","0","0","0","4","384"
"20151","5","0","0","0","0","4","480"
"20211","1","0","0","0","0","2","96"
"20221","1","0","0","0","0","2","192"
"20231","1","0","0","0","0","2","288"
"20241","1","0","0","0","0","2","384"
"20251","1","0","0","0","0","2","480"
"20311","2","0","0","0","0","4","94"
"20321","2","0","0","0","0","4","188"
"20331","2","0","0","0","0","4","282"
"20341","2","0","0","0","0","4","376"
"20351","2","0","0","0","0","4","470"
"20411","5","0","0","0","0","100","1"
"20421","5","0","0","0","0","100","2"
"20431","5","0","0","0","0","100","3"
"20511","2","0","0","0","0","4","96"
"20521","2","0","0","0","0","4","192"
"20531","2","0","0","0","0","4","288"
"20541","2","0","0","0","0","4","384"
"20551","2","0","0","0","0","4","480"
"20611","4","0","0","0","0","2","96"
"20621","4","0","0","0","0","2","192"
"20631","4","0","0","0","0","2","288"
"20641","4","0","0","0","0","2","384"
"20651","4","0","0","0","0","2","480"
"20711","1","0","0","0","0","3","44"
"20721","1","0","0","0","0","3","88"
"20731","1","0","0","0","0","3","132"
"20741","1","0","0","0","0","3","176"
"20751","1","0","0","0","0","3","220"
"20811","2","0","0","0","0","3","44"
"20821","2","0","0","0","0","3","88"
"20831","2","0","0","0","0","3","132"
"20841","2","0","0","0","0","3","176"
"20851","2","0","0","0","0","3","220"
"20911","3","0","0","0","0","100","1"
"20921","3","0","0","0","0","100","2"
"20931","3","0","0","0","0","100","3"
"21011","4","0","0","0","0","4","96"
"21021","4","0","0","0","0","4","192"
"21031","4","0","0","0","0","4","288"
"21041","4","0","0","0","0","4","384"
"21051","4","0","0","0","0","4","480"
"21111","1","0","0","0","0","4","96"
"21121","1","0","0","0","0","4","192"
"21131","1","0","0","0","0","4","288"
"21141","1","0","0","0","0","4","384"
"21151","1","0","0","0","0","4","480"
"21211","3","0","0","0","0","4","96"
"21221","3","0","0","0","0","4","192"
"21231","3","0","0","0","0","4","288"
"21241","3","0","0","0","0","4","384"
"21251","3","0","0","0","0","4","480"
"21311","5","0","0","0","0","2","94"
"21321","5","0","0","0","0","2","188"
"21331","5","0","0","0","0","2","282"
"21341","5","0","0","0","0","2","376"
"21351","5","0","0","0","0","2","470"
"21411","2","0","0","0","0","3","46"
"21421","2","0","0","0","0","3","92"
"21431","2","0","0","0","0","3","138"
"21441","2","0","0","0","0","3","184"
"21451","2","0","0","0","0","3","230"
"21511","4","0","0","0","0","5","46"
"21521","4","0","0","0","0","5","92"
"21531","4","0","0","0","0","5","138"
"21541","4","0","0","0","0","5","184"
"21551","4","0","0","0","0","5","230"
"21611","5","0","0","0","0","2","96"
"21621","5","0","0","0","0","2","192"
"21631","5","0","0","0","0","2","288"
"21641","5","0","0","0","0","2","384"
"21651","5","0","0","0","0","2","480"
"21711","2","0","0","0","0","100","1"
"21721","2","0","0","0","0","100","2"
"21731","2","0","0","0","0","100","3"
"21811","3","0","0","0","0","2","96"
"21821","3","0","0","0","0","2","192"
"21831","3","0","0","0","0","2","288"
"21841","3","0","0","0","0","2","384"
"21851","3","0","0","0","0","2","480"
"21911","4","0","0","0","0","3","46"
"21921","4","0","0","0","0","3","92"
"21931","4","0","0","0","0","3","138"
"21941","4","0","0","0","0","3","184"
"21951","4","0","0","0","0","3","230"
"22011","1","0","0","0","0","3","46"
"22021","1","0","0","0","0","3","92"
"22031","1","0","0","0","0","3","138"
"22041","1","0","0","0","0","3","184"
"22051","1","0","0","0","0","3","230"
"22111","2","0","0","0","0","2","96"
"22121","2","0","0","0","0","2","192"
"22131","2","0","0","0","0","2","288"
"22141","2","0","0","0","0","2","384"
"22151","2","0","0","0","0","2","480"
"22211","1","2","3","4","5","4","90"
"22221","1","2","3","4","5","4","180"
"22231","1","2","3","4","5","4","270"
"22241","1","2","3","4","5","4","360"
"22251","1","2","3","4","5","4","450"
