709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"1","1","1","1","31","5111","","","0","0","5111003"
"1","0","2","2","31","5111","","","0","0","5111004"
"1","0","11","11","31","5111","","","0","0","5111005"
"0","0.2","wac_paint_01","100311","3","5111","","","","0","5111006"
"0","0.2","wac_paint_03","111","3","5111","","","","0","5111007"
"","","0","0","93","5111","","","","","5111008"
"","","1","11","32","5111","","","","","5111009"
"","","se_10035700_brush","se_10035700","23","5111","","","","0","5111010"
"","","300","100311","13","5111","","","","","5111011"
"","","","1","131","5111","","","","","5111012"
"1","0.2","wac_talk_wish_in","100311","3","5112","","","wac_talk_wish_loop","0","5112001"
"","0.2","wac_no_items","111","3","5112","","","","1","5112002"
"","","200","100311","2","5112","","","0","-340","5112003"
"","","200","111","2","5112","","","0","-340","5112004"
"","","0","1","32","5112","","","","","5112005"
"","","1","2","32","5112","","","","","5112006"
"","","0","11","32","5112","","","","","5112007"
"","","vo_wac_220406_000","vo_wac_220406","21","5112","","","0","0","5112008"
"1","0","はは、こんな風に汚れを気にせず\nなにかを楽しむなんて……\nいつ以来だろう？","100311","11","5112","0.5","0","1","10","5112009"
"","","","0","91","5112","","","","","5112010"
"","","vo_wac_220406_001","vo_wac_220406","21","5112","","","0","0","5112011"
"1","0","私の絵で誰かを元気づけられたら\nそれはとても素敵なことだよね。\nこれからが楽しみだな。","100311","11","5112","0.5","0","1","10","5112012"
"","","","0","91","5112","","","","","5112013"
"","","0","0","22","5112","","","","","5112014"
"","0.2","wac_idle_wish","100311","3","5113","","","","1","5113001"
"","0.2","wac_no_items","111","3","5113","","","","1","5113002"
"","","200","100311","2","5113","","","0","-340","5113003"
"","","200","111","2","5113","","","0","-340","5113004"
"","","0","1","32","5113","","","","","5113005"
"","","1","2","32","5113","","","","","5113006"
"","","0","11","32","5113","","","","","5113007"
"","","","0","91","5113","","","","","5113008"
"-205","2","105311","1","1","5211","wac_default_31","0","-167","202","5211001"
"-350","2","104511","1","1","5211","wac_default_bot_41","0","-64","252","5211002"
"-325","2","105511","1","1","5211","wac_default_51","0","230","204","5211003"
"-350","2","100811","1","1","5211","wac_default_bot_61","0","-330","256","5211004"
"-350","2","103011","1","1","5211","wac_default_bot_71","0","340","254","5211005"
"-205","2","111","1","5","5211","wac_default_35","0","-167","201","5211006"
"-350","2","112","1","5","5211","wac_default_45","0","-64","251","5211007"
"-325","2","113","1","5","5211","wac_default_bot_54","0","230","203","5211008"
"-350","2","114","1","5","5211","wac_default_63","0","-330","255","5211009"
"-350","2","115","1","5","5211","wac_default_71","0","340","253","5211010"
"","","300","100811","13","5211","","","","","5211011"
"","","300","103011","13","5211","","","","","5211012"
"","","300","105511","13","5211","","","","","5211013"
"","","300","105311","13","5211","","","","","5211014"
"","","300","104511","13","5211","","","","","5211015"
"1","1","8","8","31","5211","","","0","0","5211016"
"1","0","10","10","31","5211","","","0","0","5211017"
"1","0","15","15","31","5211","","","0","0","5211018"
"0","0.2","wac_paint_31","105311","3","5211","","","","0","5211019"
"0","0.2","wac_paint_35","111","3","5211","","","","0","5211020"
"0","0.2","wac_paint_bot_41","104511","3","5211","","","","0","5211021"
"0","0.2","wac_paint_45","112","3","5211","","","","0","5211022"
"0","0.2","wac_paint_bot_51","105511","3","5211","","","","0","5211023"
"0","0.2","wac_paint_bot_54","113","3","5211","","","","0","5211024"
"0","0.2","wac_paint_bot_61","100811","3","5211","","","","0","5211025"
"0","0.2","wac_paint_63","114","3","5211","","","","0","5211026"
"0","0.2","wac_paint_bot_71","103011","3","5211","","","","0","5211027"
"0","0.2","wac_paint_71","115","3","5211","","","","0","5211028"
"","","0","0","93","5211","","","","","5211029"
"","","1","15","32","5211","","","","","5211030"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","5211","","","","0","5211031"
"","","","1","131","5211","","","","","5211032"
"","0","wac_idle_wish_L","100811","3","5212","","","","1","5212001"
"","0","wac_idle_kyapi_L","103011","3","5212","","","","1","5212002"
"","0","wac_idle_wish","105511","3","5212","","","","1","5212003"
"","0","wac_idle_doya","105311","3","5212","","","","1","5212004"
"","0","wac_idle_smile","104511","3","5212","","","","1","5212005"
"","0","wac_no_items","111","3","5212","","","","1","5212006"
"","0","wac_no_items","112","3","5212","","","","1","5212007"
"","0","wac_no_items","113","3","5212","","","","1","5212008"
"","0","wac_no_items","114","3","5212","","","","1","5212009"
"","0","wac_no_items","115","3","5212","","","","1","5212010"
"","","-335","100811","2","5212","","","0","-360","5212011"
"","","-190","103011","2","5212","","","0","-335","5212012"
"","","190","105511","2","5212","","","0","-360","5212013"
"","","350","105311","2","5212","","","0","-335","5212014"
"","","500","104511","2","5212","","","0","-360","5212015"
"","","-335","111","2","5212","","","0","-360","5212016"
"","","-190","112","2","5212","","","0","-335","5212017"
"","","190","113","2","5212","","","0","-360","5212018"
"","","350","114","2","5212","","","0","-335","5212019"
"","","500","115","2","5212","","","0","-360","5212020"
"","","0","8","32","5212","","","","","5212021"
"","","1","10","32","5212","","","","","5212022"
"","","0","15","32","5212","","","","","5212023"
"1","0.2","wac_talk_wish_in","105511","3","5212","","","wac_talk_wish_loop","0","5212024"
"","","vo_wac_220407_000","vo_wac_220407","21","5212","","","0","0","5212025"
"1","0","で、できました～\nでも、私の絵なんて見る人いるのかな。\nもっとすみっこに\n描けばよかったかも……","105511","11","5212","0.5","0","1","10","5212026"
"","","","0","91","5212","","","","","5212027"
"1","0.2","wac_idle_wish","105511","3","5212","","","","1","5212028"
"1","0.2","wac_talk_kyapi_in_L","103011","3","5212","","","wac_talk_kyapi_loop_L","0","5212029"
"","","vo_wac_220407_001","vo_wac_220407","21","5212","","","0","0","5212030"
"1","0","いいえ！　アユミのアート、\nけっこうなオテマエデース！\nワビサビがありマス♪","103011","11","5212","0.5","0","1","10","5212031"
"","","","0","91","5212","","","","","5212032"
"1","0.2","wac_idle_kyapi_L","103011","3","5212","","","","1","5212033"
"1","0.2","wac_talk_wish_in_L","100811","3","5212","","","wac_talk_wish_loop_L","0","5212034"
"","","vo_wac_220407_002","vo_wac_220407","21","5212","","","0","0","5212035"
"1","0","控えめなアユミさんが内に秘めた\nかわいさを絵で表現する……\nボクにその発想はなかったよ♪\nまあ、一番はボクだけど。","100811","11","5212","0.5","0","1","10","5212036"
"","","","0","91","5212","","","","","5212037"
"1","0.2","wac_idle_wish_L","100811","3","5212","","","","1","5212038"
"1","0.2","wac_talk_smile_in","104511","3","5212","","","wac_talk_smile_loop","0","5212039"
"","","vo_wac_220407_003","vo_wac_220407","21","5212","","","0","0","5212040"
"1","0","みなさんとってもお上手です～\nでもでも、クウカは褒めないで\nくださいね？　罵られたほうが、\nクウカはやる気が出ますから……！","104511","11","5212","0.5","0","1","10","5212041"
"","","","0","91","5212","","","","","5212042"
"1","0.2","wac_idle_smile","104511","3","5212","","","","1","5212043"
"1","0.2","wac_talk_doya_in","105311","3","5212","","","wac_talk_doya_loop","0","5212044"
"","","vo_wac_220407_004","vo_wac_220407","21","5212","","","0","0","5212045"
"1","0","みんなよくやった！　見事だ！\nさて、一仕事終えたことだし、\n甘いものでも食べに行くとしよう♪","105311","11","5212","0.5","0","1","10","5212046"
"","","","0","91","5212","","","","","5212047"
"","","0","0","22","5212","","","","","5212048"
"","","","","111","5212","","","","","5212049"
"","0.2","wac_idle_wish_L","100811","3","5213","","","","1","5213001"
"","0.2","wac_idle_kyapi_L","103011","3","5213","","","","1","5213002"
"","0.2","wac_idle_wish","105511","3","5213","","","","1","5213003"
"","0.2","wac_idle_doya","105311","3","5213","","","","1","5213004"
"","0.2","wac_idle_smile","104511","3","5213","","","","1","5213005"
"","0.2","wac_no_items","111","3","5213","","","","1","5213006"
"","0.2","wac_no_items","112","3","5213","","","","1","5213007"
"","0.2","wac_no_items","113","3","5213","","","","1","5213008"
"","0.2","wac_no_items","114","3","5213","","","","1","5213009"
"","0.2","wac_no_items","115","3","5213","","","","1","5213010"
"","","-335","100811","2","5213","","","0","-360","5213011"
"","","-190","103011","2","5213","","","0","-335","5213012"
"","","190","105511","2","5213","","","0","-360","5213013"
"","","350","105311","2","5213","","","0","-335","5213014"
"","","500","104511","2","5213","","","0","-360","5213015"
"","","-335","111","2","5213","","","0","-360","5213016"
"","","-190","112","2","5213","","","0","-335","5213017"
"","","190","113","2","5213","","","0","-360","5213018"
"","","350","114","2","5213","","","0","-335","5213019"
"","","500","115","2","5213","","","0","-360","5213020"
"","","0","8","32","5213","","","","","5213021"
"","","1","10","32","5213","","","","","5213022"
"","","0","15","32","5213","","","","","5213023"
"","","","0","91","5213","","","","","5213024"
"-212.75","2","105011","1","1","5311","wac_default_01","0","-108","202","5311001"
"-212.75","2","111","1","5","5311","wac_default_02","0","-108","201","5311002"
"1","1","1","1","31","5311","","","0","0","5311003"
"1","0","2","2","31","5311","","","0","0","5311004"
"1","0","11","11","31","5311","","","0","0","5311005"
"0","0.2","wac_paint_01","105011","3","5311","","","","0","5311006"
"0","0.2","wac_paint_02","111","3","5311","","","","0","5311007"
"","","0","0","93","5311","","","","","5311008"
"","","1","11","32","5311","","","","","5311009"
"","","se_10035700_brush","se_10035700","23","5311","","","","0","5311010"
"","","300","105011","13","5311","","","","","5311011"
"","","","1","131","5311","","","","","5311012"
"1","0.2","wac_talk_smile_in","105011","3","5312","","","wac_talk_smile_loop","0","5312001"
"","0.2","wac_no_items","111","3","5312","","","","1","5312002"
"","","200","105011","2","5312","","","0","-340","5312003"
"","","200","111","2","5312","","","0","-340","5312004"
"","","0","1","32","5312","","","","","5312005"
"","","1","2","32","5312","","","","","5312006"
"","","0","11","32","5312","","","","","5312007"
"","","vo_wac_220408_000","vo_wac_220408","21","5312","","","0","0","5312008"
"1","0","なかなかいいんじゃない？\nこう、独特な味があって……\n才能を感じちゃうわね！","105011","11","5312","0.5","0","1","10","5312009"
"","","","0","91","5312","","","","","5312010"
"","","vo_wac_220408_001","vo_wac_220408","21","5312","","","0","0","5312011"
"1","0","ふふんっ♪　大人のレディは\nセンスだって抜群なんだから！","105011","11","5312","0.5","0","1","10","5312012"
"","","","0","91","5312","","","","","5312013"
"","","0","0","22","5312","","","","","5312014"
"","0.2","wac_idle_smile","105011","3","5313","","","","1","5313001"
"","0.2","wac_no_items","111","3","5313","","","","1","5313002"
"","","200","105011","2","5313","","","0","-340","5313003"
"","","200","111","2","5313","","","0","-340","5313004"
"","","0","1","32","5313","","","","","5313005"
"","","1","2","32","5313","","","","","5313006"
"","","0","11","32","5313","","","","","5313007"
"","","","0","91","5313","","","","","5313008"
"-212.75","2","101811","1","1","5411","wac_default_01","0","-108","202","5411001"
"-212.75","2","111","1","5","5411","wac_default_02","0","-108","201","5411002"
"1","1","1","1","31","5411","","","0","0","5411003"
"1","0","2","2","31","5411","","","0","0","5411004"
"1","0","11","11","31","5411","","","0","0","5411005"
"0","0.2","wac_paint_01","101811","3","5411","","","","0","5411006"
"0","0.2","wac_paint_02","111","3","5411","","","","0","5411007"
"","","0","0","93","5411","","","","","5411008"
"","","1","11","32","5411","","","","","5411009"
"","","se_10035700_brush","se_10035700","23","5411","","","","0","5411010"
"","","300","101811","13","5411","","","","","5411011"
"","","","1","131","5411","","","","","5411012"
"1","0.2","wac_talk_smile_in","101811","3","5412","","","wac_talk_smile_loop","0","5412001"
"","0.2","wac_no_items","111","3","5412","","","","1","5412002"
"","","200","101811","2","5412","","","0","-340","5412003"
"","","200","111","2","5412","","","0","-340","5412004"
"","","0","1","32","5412","","","","","5412005"
"","","1","2","32","5412","","","","","5412006"
"","","0","11","32","5412","","","","","5412007"
"","","vo_wac_220409_000","vo_wac_220409","21","5412","","","0","0","5412008"
"1","0","うん、上手にできたわ♪\nなんだって楽しむことが一番だもの。\nそれなら私が率先して楽しまなくちゃ！","101811","11","5412","0.5","0","1","10","5412009"
"","","","0","91","5412","","","","","5412010"
"","","vo_wac_220409_001","vo_wac_220409","21","5412","","","0","0","5412011"
"1","0","このお絵かき事業で\nみんなが芸術に\n興味を持ってくれたらうれしいわね♪","101811","11","5412","0.5","0","1","10","5412012"
"","","","0","91","5412","","","","","5412013"
"","","0","0","22","5412","","","","","5412014"
"","0.2","wac_idle_smile","101811","3","5413","","","","1","5413001"
"","0.2","wac_no_items","111","3","5413","","","","1","5413002"
"","","200","101811","2","5413","","","0","-340","5413003"
"","","200","111","2","5413","","","0","-340","5413004"
"","","0","1","32","5413","","","","","5413005"
"","","1","2","32","5413","","","","","5413006"
"","","0","11","32","5413","","","","","5413007"
"","","","0","91","5413","","","","","5413008"
"-205","2","101811","1","1","5511","wac_default_31","0","-167","202","5511001"
"-350","2","105011","1","1","5511","wac_default_bot_41","0","-64","254","5511002"
"-325","2","101611","1","1","5511","wac_default_51","0","230","252","5511003"
"-205","2","111","1","5","5511","wac_default_38","0","-167","201","5511004"
"-350","2","112","1","5","5511","wac_default_46","0","-64","253","5511005"
"-325","2","113","1","5","5511","wac_default_bot_51","0","230","251","5511006"
"","","300","101611","13","5511","","","","","5511007"
"","","300","101811","13","5511","","","","","5511008"
"","","300","105011","13","5511","","","","","5511009"
"1","1","5","5","31","5511","","","0","0","5511010"
"1","0","10","10","31","5511","","","0","0","5511011"
"1","0","15","15","31","5511","","","0","0","5511012"
"0","0.2","wac_paint_31","101811","3","5511","","","","0","5511013"
"0","0.2","wac_paint_38","111","3","5511","","","","0","5511014"
"0","0.2","wac_paint_bot_41","105011","3","5511","","","","0","5511015"
"0","0.2","wac_paint_46","112","3","5511","","","","0","5511016"
"0","0.2","wac_paint_bot_51","101611","3","5511","","","","0","5511017"
"0","0.2","wac_paint_bot_51","113","3","5511","","","","0","5511018"
"","","0","0","93","5511","","","","","5511019"
"","","1","15","32","5511","","","","","5511020"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","5511","","","","0","5511021"
"","","","1","131","5511","","","","","5511022"
"","0","wac_idle_kyapi","101611","3","5512","","","","1","5512001"
"","0","wac_idle_smile_L","101811","3","5512","","","","1","5512002"
"","0","wac_idle_wish","105011","3","5512","","","","1","5512003"
"","0","wac_no_items","111","3","5512","","","","1","5512004"
"","0","wac_no_items","112","3","5512","","","","1","5512005"
"","0","wac_no_items","113","3","5512","","","","1","5512006"
"","","190","101611","2","5512","","","0","-335","5512007"
"","","-190","101811","2","5512","","","0","-360","5512008"
"","","350","105011","2","5512","","","0","-360","5512009"
"","","190","111","2","5512","","","0","-335","5512010"
"","","-190","112","2","5512","","","0","-360","5512011"
"","","350","113","2","5512","","","0","-360","5512012"
"","","0","5","32","5512","","","","","5512013"
"","","1","10","32","5512","","","","","5512014"
"","","0","15","32","5512","","","","","5512015"
"1","0.2","wac_talk_kyapi_in","101611","3","5512","","","wac_talk_kyapi_loop","0","5512016"
"","","vo_wac_220410_000","vo_wac_220410","21","5512","","","0","0","5512017"
"1","0","きゃはは♪　完成～！\nねえねえ、うちらってば実は、\n絵の才能めっちゃあるんじゃない？","101611","11","5512","0.5","0","1","10","5512018"
"","","","0","91","5512","","","","","5512019"
"1","0.2","wac_idle_kyapi","101611","3","5512","","","","1","5512020"
"1","0.2","wac_talk_wish_in","105011","3","5512","","","wac_talk_wish_loop","0","5512021"
"","","vo_wac_220410_001","vo_wac_220410","21","5512","","","0","0","5512022"
"1","0","う、うん、まあまあいい感じ……\nちょっ、アタシのは見ないでよ！\nなんでって、なんでもよ！\nあ、後で直そうなんて思ってないし！","105011","11","5512","0.5","0","1","10","5512023"
"","","","0","91","5512","","","","","5512024"
"1","0.2","wac_idle_wish","105011","3","5512","","","","1","5512025"
"1","0.2","wac_talk_smile_in_L","101811","3","5512","","","wac_talk_smile_loop_L","0","5512026"
"","","vo_wac_220410_002","vo_wac_220410","21","5512","","","0","0","5512027"
"1","0","ふたりとも、とっても上手に\n描けたわね。花丸をあげちゃう！\nこれからも頑張りましょ♪","101811","11","5512","0.5","0","1","10","5512028"
"","","","0","91","5512","","","","","5512029"
"","","0","0","22","5512","","","","","5512030"
"","","","","111","5512","","","","","5512031"
"","0.2","wac_idle_kyapi","101611","3","5513","","","","1","5513001"
"","0.2","wac_idle_smile_L","101811","3","5513","","","","1","5513002"
"","0.2","wac_idle_wish","105011","3","5513","","","","1","5513003"
"","0.2","wac_no_items","111","3","5513","","","","1","5513004"
"","0.2","wac_no_items","112","3","5513","","","","1","5513005"
"","0.2","wac_no_items","113","3","5513","","","","1","5513006"
"","","190","101611","2","5513","","","0","-335","5513007"
"","","-190","101811","2","5513","","","0","-360","5513008"
"","","350","105011","2","5513","","","0","-360","5513009"
"","","190","111","2","5513","","","0","-335","5513010"
"","","-190","112","2","5513","","","0","-360","5513011"
"","","350","113","2","5513","","","0","-360","5513012"
"","","0","5","32","5513","","","","","5513013"
"","","1","10","32","5513","","","","","5513014"
"","","0","15","32","5513","","","","","5513015"
"","","","0","91","5513","","","","","5513016"
"-212.75","2","105311","1","1","5611","wac_default_11","0","-108","202","5611001"
"-212.75","2","111","1","5","5611","wac_default_12","0","-108","201","5611002"
"1","1","1","1","31","5611","","","0","0","5611003"
"1","0","2","2","31","5611","","","0","0","5611004"
"1","0","11","11","31","5611","","","0","0","5611005"
"0","0.2","wac_paint_11","105311","3","5611","","","","0","5611006"
"0","0.2","wac_paint_12","111","3","5611","","","","0","5611007"
"","","0","0.3","93","5611","","","","","5611008"
"","","1","11","32","5611","","","","","5611009"
"","","se_10035700_roller","se_10035700","23","5611","","","","0","5611010"
"","","300","105311","13","5611","","","","","5611011"
"","","","1","131","5611","","","","","5611012"
"1","0.2","wac_talk_wish_in","105311","3","5612","","","wac_talk_wish_loop","0","5612001"
"","0.2","wac_no_items","111","3","5612","","","","1","5612002"
"","","200","105311","2","5612","","","0","-340","5612003"
"","","200","111","2","5612","","","0","-340","5612004"
"","","0","1","32","5612","","","","","5612005"
"","","1","2","32","5612","","","","","5612006"
"","","0","11","32","5612","","","","","5612007"
"","","vo_wac_220411_000","vo_wac_220411","21","5612","","","0","0","5612008"
"1","0","うむ、いい仕上がりだ！\nしかし、絵を描くのに熱中しすぎて\n空腹になってしまったな……","105311","11","5612","0.5","0","1","10","5612009"
"","","","0","91","5612","","","","","5612010"
"","","vo_wac_220411_001","vo_wac_220411","21","5612","","","0","0","5612011"
"1","0","ポケットの中に確か……\nこ、このお菓子は非常食であって\n甘味が恋しいわけではないぞっ！？","105311","11","5612","0.5","0","1","10","5612012"
"","","","0","91","5612","","","","","5612013"
"","","0","0","22","5612","","","","","5612014"
"","0.2","wac_idle_wish","105311","3","5613","","","","1","5613001"
"","0.2","wac_no_items","111","3","5613","","","","1","5613002"
"","","200","105311","2","5613","","","0","-340","5613003"
"","","200","111","2","5613","","","0","-340","5613004"
"","","0","1","32","5613","","","","","5613005"
"","","1","2","32","5613","","","","","5613006"
"","","0","11","32","5613","","","","","5613007"
"","","","0","91","5613","","","","","5613008"
"-212.75","2","100811","1","1","5711","wac_default_01","0","-108","202","5711001"
"-212.75","2","111","1","5","5711","wac_default_01","0","-108","201","5711002"
"1","1","1","1","31","5711","","","0","0","5711003"
"1","0","2","2","31","5711","","","0","0","5711004"
"1","0","11","11","31","5711","","","0","0","5711005"
"0","0.2","wac_paint_01","100811","3","5711","","","","0","5711006"
"0","0.2","wac_paint_01","111","3","5711","","","","0","5711007"
"","","0","0","93","5711","","","","","5711008"
"","","1","11","32","5711","","","","","5711009"
"","","se_10035700_brush","se_10035700","23","5711","","","","0","5711010"
"","","300","100811","13","5711","","","","","5711011"
"","","","1","131","5711","","","","","5711012"
"1","0.2","wac_talk_wish_in","100811","3","5712","","","wac_talk_wish_loop","0","5712001"
"","0.2","wac_no_items","111","3","5712","","","","1","5712002"
"","","200","100811","2","5712","","","0","-340","5712003"
"","","200","111","2","5712","","","0","-340","5712004"
"","","0","1","32","5712","","","","","5712005"
"","","1","2","32","5712","","","","","5712006"
"","","0","11","32","5712","","","","","5712007"
"","","vo_wac_220412_000","vo_wac_220412","21","5712","","","0","0","5712008"
"1","0","はぁ、何度見ても美しいね……\n絵を描くボクと、ボクが描いた絵で\n美しさを引き立てあってるよ。","100811","11","5712","0.5","0","1","10","5712009"
"","","","0","91","5712","","","","","5712010"
"","","vo_wac_220412_001","vo_wac_220412","21","5712","","","0","0","5712011"
"1","0","こんなのをいくつも描いたら\n見た人が卒倒しちゃうんじゃないかな？\nふふっ、あとで注意書きの看板を\n立てておかなくちゃ♪","100811","11","5712","0.5","0","1","10","5712012"
"","","","0","91","5712","","","","","5712013"
"","","0","0","22","5712","","","","","5712014"
"","0.2","wac_idle_wish","100811","3","5713","","","","1","5713001"
"","0.2","wac_no_items","111","3","5713","","","","1","5713002"
"","","200","100811","2","5713","","","0","-340","5713003"
"","","200","111","2","5713","","","0","-340","5713004"
"","","0","1","32","5713","","","","","5713005"
"","","1","2","32","5713","","","","","5713006"
"","","0","11","32","5713","","","","","5713007"
"","","","0","91","5713","","","","","5713008"
"-212.75","2","104511","1","1","5811","wac_default_11","0","-108","202","5811001"
"-212.75","2","111","1","5","5811","wac_default_11","0","-108","201","5811002"
"1","1","1","1","31","5811","","","0","0","5811003"
"1","0","2","2","31","5811","","","0","0","5811004"
"1","0","11","11","31","5811","","","0","0","5811005"
"0","0.2","wac_paint_11","104511","3","5811","","","","0","5811006"
"0","0.2","wac_paint_11","111","3","5811","","","","0","5811007"
"","","0","0.3","93","5811","","","","","5811008"
"","","1","11","32","5811","","","","","5811009"
"","","se_10035700_roller","se_10035700","23","5811","","","","0","5811010"
"","","300","104511","13","5811","","","","","5811011"
"","","","1","131","5811","","","","","5811012"
"1","0.2","wac_talk_smile_in","104511","3","5812","","","wac_talk_smile_loop","0","5812001"
"","0.2","wac_no_items","111","3","5812","","","","1","5812002"
"","","200","104511","2","5812","","","0","-340","5812003"
"","","200","111","2","5812","","","0","-340","5812004"
"","","0","1","32","5812","","","","","5812005"
"","","1","2","32","5812","","","","","5812006"
"","","0","11","32","5812","","","","","5812007"
"","","vo_wac_220413_000","vo_wac_220413","21","5812","","","0","0","5812008"
"1","0","ああっ、見られちゃってます～！\nクウカの描いた絵がみなさんに……！\nぐふっ、ぐふふふっ……！","104511","11","5812","0.5","0","1","10","5812009"
"","","","0","91","5812","","","","","5812010"
"","","vo_wac_220413_001","vo_wac_220413","21","5812","","","0","0","5812011"
"1","0","ランドソルの至るところで\nあられもないクウカの絵をさらすために\nこれからも頑張……え？\nそれは違うと思う……？","104511","11","5812","0.5","0","1","10","5812012"
"","","","0","91","5812","","","","","5812013"
"","","0","0","22","5812","","","","","5812014"
"","0.2","wac_idle_smile","104511","3","5813","","","","1","5813001"
"","0.2","wac_no_items","111","3","5813","","","","1","5813002"
"","","200","104511","2","5813","","","0","-340","5813003"
"","","200","111","2","5813","","","0","-340","5813004"
"","","0","1","32","5813","","","","","5813005"
"","","1","2","32","5813","","","","","5813006"
"","","0","11","32","5813","","","","","5813007"
"","","","0","91","5813","","","","","5813008"
"-212.75","2","103011","1","1","5911","wac_default_11","0","-108","202","5911001"
"-212.75","2","111","1","5","5911","wac_default_11","0","-108","201","5911002"
"1","1","1","1","31","5911","","","0","0","5911003"
"1","0","2","2","31","5911","","","0","0","5911004"
"1","0","11","11","31","5911","","","0","0","5911005"
"0","0.2","wac_paint_11","103011","3","5911","","","","0","5911006"
"0","0.2","wac_paint_11","111","3","5911","","","","0","5911007"
"","","0","0.3","93","5911","","","","","5911008"
"","","1","11","32","5911","","","","","5911009"
"","","se_10035700_roller","se_10035700","23","5911","","","","0","5911010"
"","","300","103011","13","5911","","","","","5911011"
"","","","1","131","5911","","","","","5911012"
"1","0.2","wac_talk_smile_in","103011","3","5912","","","wac_talk_smile_loop","0","5912001"
"","0.2","wac_no_items","111","3","5912","","","","1","5912002"
"","","200","103011","2","5912","","","0","-340","5912003"
"","","200","111","2","5912","","","0","-340","5912004"
"","","0","1","32","5912","","","","","5912005"
"","","1","2","32","5912","","","","","5912006"
"","","0","11","32","5912","","","","","5912007"
"","","vo_wac_220414_000","vo_wac_220414","21","5912","","","0","0","5912008"
"1","0","このワビサビとオモムキ……\n我ながらカイシンの出来デース！","103011","11","5912","0.5","0","1","10","5912009"
"","","","0","91","5912","","","","","5912010"
"","","vo_wac_220414_001","vo_wac_220414","21","5912","","","0","0","5912011"
"1","0","芸術の道は\n日々ショージンあるのみデス！\nショーグンと一緒に\n絵でも天下統一を目指しまショウ♪","103011","11","5912","0.5","0","1","10","5912012"
"","","","0","91","5912","","","","","5912013"
"","","0","0","22","5912","","","","","5912014"
"","0.2","wac_idle_smile","103011","3","5913","","","","1","5913001"
"","0.2","wac_no_items","111","3","5913","","","","1","5913002"
"","","200","103011","2","5913","","","0","-340","5913003"
"","","200","111","2","5913","","","0","-340","5913004"
"","","0","1","32","5913","","","","","5913005"
"","","1","2","32","5913","","","","","5913006"
"","","0","11","32","5913","","","","","5913007"
"","","","0","91","5913","","","","","5913008"
"-100","2","106511","1","1","6011","wac_default_21","0","-108","202","6011001"
"-100","2","111","1","5","6011","wac_default_23","0","-108","201","6011002"
"1","1","19","19","31","6011","","","0","0","6011003"
"1","0","2","2","31","6011","","","0","0","6011004"
"1","0","20","20","31","6011","","","0","0","6011005"
"0","0.2","wac_paint_21","106511","3","6011","","","","0","6011006"
"0","0.2","wac_paint_23","111","3","6011","","","","0","6011007"
"","","0","0","93","6011","","","","","6011008"
"","","1","20","32","6011","","","","","6011009"
"","","se_sys_login_birthday_calendar_brush","se_common","23","6011","","","","0","6011010"
"","","300","106511","13","6011","","","","","6011011"
"","","","1","131","6011","","","","","6011012"
"1","0.2","wac_talk_smile_in","106511","3","6012","","","wac_talk_smile_loop","0","6012001"
"","0.2","wac_no_items","111","3","6012","","","","1","6012002"
"","","200","106511","2","6012","","","0","-340","6012003"
"","","200","111","2","6012","","","0","-340","6012004"
"","","0","19","32","6012","","","","","6012005"
"","","1","2","32","6012","","","","","6012006"
"","","0","20","32","6012","","","","","6012007"
"","","vo_wac_220415_000","vo_wac_220415","21","6012","","","0","0","6012008"
"1","0","よっし、完成だ！\nへへ、いい感じなんじゃないか？\nつい熱中しちまったよ。","106511","11","6012","0.5","0","1","10","6012009"
"","","","0","91","6012","","","","","6012010"
"","","vo_wac_220415_001","vo_wac_220415","21","6012","","","0","0","6012011"
"1","0","喧嘩屋が絵を描くなんて\n誰も思わないだろうけど……\nこんな風にして過ごすってのも意外と\nオレの性に合ってるのかもしれないな。","106511","11","6012","0.5","0","1","10","6012012"
"","","","0","91","6012","","","","","6012013"
"","","0","0","22","6012","","","","","6012014"
"","0.2","wac_idle_smile","106511","3","6013","","","","1","6013001"
"","0.2","wac_no_items","111","3","6013","","","","1","6013002"
"","","200","106511","2","6013","","","0","-340","6013003"
"","","200","111","2","6013","","","0","-340","6013004"
"","","0","19","32","6013","","","","","6013005"
"","","1","2","32","6013","","","","","6013006"
"","","0","20","32","6013","","","","","6013007"
"","","","0","91","6013","","","","","6013008"
