836206b21bf76a63f5b25de424b5745385423a3bc4f10ab7503224226676791a,8b74c159ad6711be516c6ef388acb68d51953a3a6ca8761a7709cd313ef74149,8c3f862867bb794f60c2ec1c8875dda68f037c85cd7734a436f68428816a1557,9ab41e7d673f7528638be4b2291c471ceb9c6da402d107d06871b196eee4c606,f7b8e828a244a2dbd5ba3aac86973899cb67c3a54c12c825d9dc5ac51b98def4,c56525fd0a625f52ebd547e3f9d94bcf2bc4ddd5beb84b75da2dfa96eb9d247a,c39f5b7db52980e2617efed75f7710e73a848ef374ce08d92de7d29985762206,5159f6265bfecbbb3a6abd9f877aebff6af864ba3e05d64b5d36caeef890fe94,4334841b7ecbf41374f870a526cb8c393c88f2c2704ad824a691e0ae7f67946b,04c612161234482587567941de9c75f57cf421e57e603f06eba105031c8a09e8,421cba497868a5ecc98f118649774bd75cab69ebfd0f15b59d2cf3a50a648445
"3","surprise_idle","1","0","0.2","131711","","","5152063","63065","shock_to_surprise"
"3","","","1","0.2","1","","","5152063","63066","empty"
"3","doya_talk_sad","1","0","0.2","132011","0","","5152063","63067","doya_in_sad"
"21","0","","0","","vo_rag","","","5152063","63068","vo_rag_5009"
"11","1","1","10","0","132011","0","0","5152063","63069","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？"
"91","0","","0","","0","","","5152063","63070",""
"3","","","1","0.2","132011","","","5152063","63071","doya_talk"
"21","0","","0","","vo_rag","","","5152063","63072","vo_rag_5010"
"11","1","1","10","0","132011","0","0","5152063","63073","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ"
"91","0","","0","","0","","","5152063","63074",""
"3","","","1","0.2","132011","","","5152063","63075","doya_idle"
"3","","","1","0.2","131711","","","5152063","63076","sad_talk_anger"
"21","0","","0","","vo_rag","","","5152063","63077","vo_rag_5011"
"11","1","1","10","0","131711","0","0","5152063","63078","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね"
"91","0","","0","","0","","","5152063","63079",""
"3","doya_idle_normal2","1","0","0.2","132011","0","","5152063","63080","doya_to_doya"
"3","cool_talk_joy2","1","0","0.2","131711","0","","5152063","63081","cool_in_joy2"
"23","","","0","","se_10058300","","","5152063","63082","se_10058300_emotion_isekai_1"
"12","0","0","0.8","","131711","","","5152063","63083","10"
"93","","","","","1.5","","","5152063","63084","0"
"3","","","1","0.2","132011","","","5152063","63085","sad_idle_surprise1"
"3","","","0","0.2","131711","","","5152063","63086","ames_idol_dance"
"93","","","","","1.8","","","5152063","63087","0"
"3","echidna_interest_talk","1","0","0.2","132011","0","","5152063","63088","echidna_interest_in"
"23","","","0","","se_10058300","","","5152063","63089","se_10058300_emotion_isekai_2"
"12","0","0","2","","132011","","","5152063","63090","7"
"93","","","","","1.1","","","5152063","63091","0"
"93","","","","","0.5","","","5152063","63092","0"
"101","","","","","63094","","","5152063","63093",""
"25","","","","","bgm_MC173B","","","5152063","63094","bgm_MC173B"
"22","","","","","0","","","5152063","63095","0"
"1","410","-295","110","1.55","1","1","idle_normal","5152064","64001","102611"
"1","176","-114","105","1.45","1","0","cool_idle","5152064","64002","107811"
"1","12","-179","106","1.5","1","0","joy_idle_normal","5152064","64003","102311"
"1","-177","-116","105","1.45","1","0","idle_normal","5152064","64004","110311"
"1","-226","-258","107","1.55","1","0","wish_idle","5152064","64005","102111"
"1","115","-260","107","1.55","1","0","idle_normal","5152064","64006","131911"
"1","-350","-178","106","1.5","1","0","doya_idle","5152064","64007","122811"
"1","-391","-334","108","1.6","1","0","idle_normal","5152064","64008","122911"
"1","-60","-330","108","1.6","1","0","idle_normal","5152064","64009","122711"
"13","","","","","102611","","","5152064","64010","210"
"13","","","","","131911","","","5152064","64011","207"
"13","","","","","110311","","","5152064","64012","205"
"13","","","","","122711","","","5152064","64013","208"
"13","","","","","122811","","","5152064","64014","206"
"13","","","","","122911","","","5152064","64015","208"
"13","","","","","102111","","","5152064","64016","207"
"13","","","","","102311","","","5152064","64017","206"
"13","","","","","107811","","","5152064","64018","205"
"5","410","-295","115","1.55","1","1","empty","5152064","64019","11"
"5","115","-260","131","1.55","1","0","empty","5152064","64020","61"
"5","146","-134","131","1.55","1","0","empty","5152064","64021","62"
"5","410","-295","132","1.55","1","0","empty","5152064","64022","63"
"5","-177","-136","132","1.55","1","0","empty","5152064","64023","64"
"31","40","1.3","0","1","1","","","5152064","64024","1"
"31","-235","1","385","0","13","","","5152064","64025","13"
"31","0","1","0","0","2","","","5152064","64026","2"
"31","0","1","0","1","3","","","5152064","64027","3"
"91","","","","","0","","","5152064","64028","0"
"37","","","","","3","","","5152064","64029","telop_4"
"102","","","0","","0","","","5152064","64030","0"
"93","","","","","1","","","5152064","64031","0"
"3","","","1","0.2","102611","","","5152064","64032","sad_talk_dead"
"21","0","","0","","vo_rag","","","5152064","64033","vo_rag_3001"
"11","1","1","10","0","102611","0","0","5152064","64034","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…"
"91","0","","0","","0","","","5152064","64035",""
"3","","","1","0.2","102611","","","5152064","64036","talk_normal_surprise"
"21","0","","0","","vo_rag","","","5152064","64037","vo_rag_3002"
"11","1","1","10","0","102611","0","0","5152064","64038","ほんとはやりたくないけど、\n体操はじめるよ～"
"91","0","","0","","0","","","5152064","64039",""
"3","","","1","0.2","102611","","","5152064","64040","idle_normal"
"25","","","","","bgm_MC175B","","","5152064","64041","bgm_MC175B"
"32","","","","","2","","","5152064","64042","1"
"21","0","","0","","vo_rag","","","5152064","64043","vo_rag_3003"
"11","1","0","10","0","102611","0","2.2","5152064","64044","まずはその場で跳躍～\nいち、に、さん…"
"93","0","","0","","3.2","","","5152064","64045",""
"3","tired_idle","1","0","0.2","11","0.2","","5152064","64046","gutara_jump3time"
"3","tired_idle","1","0","0.2","102611","0.2","","5152064","64047","gutara_jump3time"
"93","0","","0","","0.1","","","5152064","64048",""
"3","idle_normal","1","0","0.2","131911","0.2","","5152064","64049","jump3time"
"3","idle_normal","1","0","0.2","122911","0.2","","5152064","64050","jump3time"
"3","joy_idle_normal","1","0","0.2","102311","0.2","","5152064","64051","jump3time"
"93","0","","0","","0.1","","","5152064","64052",""
"3","idle_normal","1","0","0.2","107811","0.2","","5152064","64053","jump3time"
"3","idle_normal","1","0","0.2","110311","0.2","","5152064","64054","jump3time"
"3","wish_idle","1","0","0.2","102111","0.2","","5152064","64055","jump3time"
"93","0","","0","","0.1","","","5152064","64056",""
"3","doya_idle","1","0","0.2","122811","0.2","","5152064","64057","jump3time"
"3","idle_normal","1","0","0.2","122711","0.2","","5152064","64058","jump3time"
"93","","","","","2.1","","","5152064","64059","0"
"23","","","0","","se_10058300","","","5152064","64060","se_10058300_isekai_breath"
"93","","","","","1.7","","","5152064","64061","0"
"91","0","","0","","64044","","","5152064","64062",""
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152064","64063","bgm_MC173B"
"37","","","","","2","","","5152064","64064","out"
"21","0","","0","","vo_rag","","","5152064","64065","vo_rag_3004"
"11","1","1","10","0","102611","","0","5152064","64066","…ふぅ、ちょっと休憩しよっか"
"91","0","","0","","0","","","5152064","64067",""
"3","","","1","0.2","107811","","","5152064","64068","talk_normal_shy"
"21","0","","0","","vo_rag","","","5152064","64069","vo_rag_3005"
"11","1","1","10","0","107811","","0","5152064","64070","いくら何でも早すぎるでしょ！？"
"91","0","","0","","0","","","5152064","64071",""
"3","","","1","0.2","107811","","","5152064","64072","idle_normal_shy"
"24","","","","","se_10058300_isekai_breath","","","5152064","64073","0.3"
"3","","","1","0.2","11","","","5152064","64074","empty"
"3","","","1","0.2","102611","","","5152064","64075","talk_normal_joy"
"21","0","","0","","vo_rag","","","5152064","64076","vo_rag_3006"
"11","1","1","10","0","102611","","0","5152064","64077","じゃあ次は横になって深呼吸～"
"91","0","","0","","0","","","5152064","64078",""
"3","gutara_sleepy_idle","1","0","0.2","102611","0","","5152064","64079","idle_to_layLongHair"
"93","0","","0","","0.2","","","5152064","64080",""
"3","gutara_breathLongHair_idle","1","0","0.2","131911","0","","5152064","64081","idle_to_layLongHair"
"3","gutara_breathShortHair_idle","1","0","0.2","122911","0","","5152064","64082","idle_to_layShortHair"
"3","gutara_breathShortHair_idle","1","0","0.2","102311","0","","5152064","64083","idle_to_layShortHair"
"93","0","","0","","0.2","","","5152064","64084",""
"3","gutara_breathLongHair_idle","1","0","0.2","110311","0","","5152064","64085","idle_to_layLongHair"
"3","gutara_breathShortHair_idle","1","0","0.2","122711","0","","5152064","64086","idle_to_layShortHair"
"3","gutara_breathLongHair_idle","1","0","0.2","107811","0","","5152064","64087","idle_to_layLongHair"
"93","0","","0","","0.1","","","5152064","64088",""
"3","gutara_breathShortHair_idle","1","0","0.2","102111","0","","5152064","64089","idle_to_layShortHair"
"3","gutara_breathShortHair_idle","1","0","0.2","122811","0","","5152064","64090","idle_to_layShortHair"
"121","1","2.8","1","12","0","","","5152064","64091","105"
"93","0","","0","","2","","","5152064","64092",""
"12","0","0","1.5","50","102611","-120","","5152064","64093","12"
"93","0","","0","","1.5","","","5152064","64094",""
"3","gutara_sleep2_idle","1","0","0.2","102611","0","","5152064","64095","gutara_sleep2_in"
"93","0","","0","","1.5","","","5152064","64096",""
"32","","","","","13","","","5152064","64097","1"
"21","0","","0","","vo_rag","","","5152064","64098","vo_rag_3007"
"11","1","1","10","15","102611","-100","0","5152064","64099","すぅ…むにゃむにゃ…"
"91","0","","0","","0","","","5152064","64100",""
"23","","","0","","se_10058300","","","5152064","64101","se_10058300_gutara_sleep"
"4","","","","","11","","","5152064","64102","0"
"2","0","0","-310","","11","","","5152064","64103","460"
"3","","","0","","11","","","5152064","64104","gutara_sleep"
"3","gutara_sleep1_idle","1","0","0.2","107811","0","","5152064","64105","gutara_surprise"
"21","0","","0","","vo_rag","","","5152064","64106","vo_rag_3008"
"11","1","0","10","-15","107811","-40","1.5","5152064","64107","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…"
"93","","","","","6.8","","","5152064","64108","0"
"93","","","","","0.5","","","5152064","64109","0"
"23","","","0","","se_10058300","","","5152064","64110","se_10058300_gutara_sleep"
"3","","","0","","62","","","5152064","64111","gutara_sleep2"
"91","0","","0","","64107","","","5152064","64112",""
"3","gutara_sleep1_idle","1","0","0.2","122911","0","","5152064","64113","gutara_sleep1ShortHair_in"
"93","0","","0","","0.2","","","5152064","64114",""
"3","gutara_sleep1_idle","1","0","0.2","102311","0","","5152064","64115","gutara_sleep1ShortHair_in"
"93","0","","0","","0.2","","","5152064","64116",""
"3","gutara_sleep1_idle","1","0","0.2","122811","0","","5152064","64117","gutara_sleep1ShortHair_in"
"93","0","","0","","1.5","","","5152064","64118",""
"3","gutara_sleep1_idle","1","0","0.2","110311","0","","5152064","64119","gutara_sleepy_in"
"21","0","","0","","vo_rag","","","5152064","64120","vo_rag_3009"
"11","1","0","10","-40","110311","-110","1.5","5152064","64121","今日は朝が早かったから…\nあたしも…ふあ……"
"93","","","","","7.4","","","5152064","64122","0"
"23","","","0","","se_10058300","","","5152064","64123","se_10058300_gutara_sleep"
"3","","","0","","64","","","5152064","64124","gutara_sleep"
"91","0","","0","","64121","","","5152064","64125",""
"3","gutara_sleep1_idle","1","0","0.2","102111","0","","5152064","64126","gutara_sleep1ShortHair_in"
"93","0","","0","","0.2","","","5152064","64127",""
"3","gutara_sleep1_idle","1","0","0.2","122711","0","","5152064","64128","gutara_sleep1ShortHair_in"
"93","0","","0","","4","","","5152064","64129",""
"3","gutara_notice_talk_shy","1","0","0.2","131911","0","","5152064","64130","gutara_notice_in"
"21","0","","0","","vo_rag","","","5152064","64131","vo_rag_3010"
"11","1","1","10","-15","131911","-50","0","5152064","64132","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…"
"91","0","","0","","0","","","5152064","64133",""
"3","gutara_notice_talk_dead","1","0","0.2","131911","0","","5152064","64134","gutara_notice_to_notice"
"21","0","","0","","vo_rag","","","5152064","64135","vo_rag_3011"
"11","1","1","10","-15","131911","-50","0","5152064","64136","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ"
"91","0","","0","","0","","","5152064","64137",""
"3","gutara_sleep1_idle","1","0","0.2","131911","0","","5152064","64138","gutara_notice_out"
"93","0","","0","","0.5","","","5152064","64139",""
"23","","","0","","se_10058300","","","5152064","64140","se_10058300_gutara_sleep"
"3","","","0","","61","","","5152064","64141","gutara_sleep"
"93","0","","0","","1.3","","","5152064","64142",""
"23","","","0","","se_10058300","","","5152064","64143","se_10058300_gutara_sleep"
"2","0","0","-305","","64","","","5152064","64144","-205"
"3","","","0","","64","","","5152064","64145","gutara_sleep2"
"93","0","","0","","1.3","","","5152064","64146",""
"23","","","0","","se_10058300","","","5152064","64147","se_10058300_gutara_sleep"
"2","0","0","-190","","62","","","5152064","64148","-300"
"3","","","0","","62","","","5152064","64149","gutara_sleep"
"93","0","","0","","2","","","5152064","64150",""
"93","","","","","0.5","","","5152064","64151","0"
"101","","","","","64153","","","5152064","64152",""
"25","","","","","bgm_MC173B","","","5152064","64153","bgm_MC173B"
"22","","","","","0","","","5152064","64154","0"
"1","335","-280","109","1.55","1","1","idle_normal","5152065","65001","127111"
"1","-252","-179","105","1.5","1","0","wish_idle_normal","5152065","65002","132111"
"5","-74","-163","104","1.5","4","0","doya_idle","5152065","65003","4"
"1","29","-264","107","1.55","1","0","idle_normal","5152065","65004","131911"
"1","-346","-304","109","1.55","1","0","wish_idle_normal","5152065","65005","126911"
"1","-150","-285","108","1.55","1","0","idle_normal","5152065","65006","113111"
"5","1000","-280","110","1.5","6","1","ghost_dokuro_idle","5152065","65007","6"
"6","1","0","1","0","6","0","","5152065","65008","1"
"5","-507","-178","106","1.5","7","0","idle_normal","5152065","65009","7"
"6","1","0","1","0","7","0","","5152065","65010","1"
"13","","","","","127111","","","5152065","65011","209"
"13","","","","","132111","","","5152065","65012","205"
"13","","","","","4","","","5152065","65013","204"
"13","","","","","131911","","","5152065","65014","207"
"13","","","","","126911","","","5152065","65015","209"
"13","","","","","113111","","","5152065","65016","208"
"31","0","1.03","0","1","1","","","5152065","65017","1"
"31","-178","1","-507","0","14","","","5152065","65018","14"
"31","0","1.03","0","0","16","","","5152065","65019","16"
"31","0","1","0","0","2","","","5152065","65020","2"
"31","0","1","0","1","3","","","5152065","65021","3"
"31","-130","1","1000","0","15","","","5152065","65022","15"
"91","","","","","0","","","5152065","65023","0"
"37","","","","","3","","","5152065","65024","telop_5"
"102","","","0","","0","","","5152065","65025","0"
"93","","","","","1","","","5152065","65026","0"
"3","","","1","0.2","127111","","","5152065","65027","talk_normal"
"21","0","","0","","vo_rag","","","5152065","65028","vo_rag_4001"
"11","1","1","10","0","127111","0","0","5152065","65029","本日の体操のお手本を\n務めさせていただくシノブです"
"91","0","","0","","0","","","5152065","65030",""
"3","","","1","0.2","127111","","","5152065","65031","talk_normal"
"21","0","","0","","vo_rag","","","5152065","65032","vo_rag_4002"
"11","1","1","10","0","127111","0","0","5152065","65033","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…"
"91","0","","0","","0","","","5152065","65034",""
"32","","","","","2","","","5152065","65035","1"
"25","","","","","bgm_MC175C","","","5152065","65036","bgm_MC175C"
"93","","","","","0.5","","","5152065","65037","0"
"3","","","1","0.3","127111","","","5152065","65038","radio_stretch1_loop"
"93","","","","","0.1","","","5152065","65039","0"
"3","","","1","0.2","132111","","","5152065","65040","radio_stretch1_loop"
"3","","","1","0.2","4","","","5152065","65041","radio_stretch1_loop"
"3","","","1","0.2","131911","","","5152065","65042","radio_stretch1_loop"
"3","","","1","0.2","126911","","","5152065","65043","radio_stretch1_loop"
"3","","","1","0.2","113111","","","5152065","65044","radio_stretch1_loop"
"3","","","1","0.2","7","","","5152065","65045","radio_stretch1_loop"
"93","","","","","1","","","5152065","65046","0"
"32","","","","","16","","","5152065","65047","1"
"32","","","","","14","","","5152065","65048","1"
"93","","","","","0.7","","","5152065","65049","0"
"121","1","2.8","1","12","65","","","5152065","65050","0"
"93","","","","","1","","","5152065","65051","0"
"6","1","1","1","1","7","0","","5152065","65052","1"
"93","","","","","2.2","","","5152065","65053","0"
"3","sad_talkR","1","0","0.2","131911","0","","5152065","65054","ghost_stretch1_turn"
"21","0","","0","","vo_rag","","","5152065","65055","vo_rag_4003"
"11","1","0","10","0","131911","50","0.5","5152065","65056","ええと、そっちには誰も…\nきゃあっ！"
"93","","","","","2.5","","","5152065","65057","0"
"3","shock_loopR","1","0","0.2","131911","0","","5152065","65058","shock_inR"
"93","","","","","2.1","","","5152065","65059","0"
"91","0","","0","","65056","","","5152065","65060",""
"3","","","0","0.2","131911","","","5152065","65061","ghost_stretch2_turn"
"93","","","","","0.4","","","5152065","65062","0"
"3","","","1","0.2","127111","","","5152065","65063","radio_stretch2R_loop"
"93","","","","","0.1","","","5152065","65064","0"
"3","","","1","0.2","132111","","","5152065","65065","radio_stretch2_loop"
"3","","","1","0.2","4","","","5152065","65066","radio_stretch2_loop"
"3","","","1","0.2","131911","","","5152065","65067","radio_stretch2_loop_faceBlue"
"3","","","1","0.2","126911","","","5152065","65068","radio_stretch2_loop"
"3","","","1","0.2","113111","","","5152065","65069","radio_stretch2_loop_faceBlue"
"3","","","1","0.2","7","","","5152065","65070","radio_stretch2_loop"
"21","0","","0","","vo_rag","","","5152065","65071","vo_rag_4004"
"11","1","0","10","0","113111","50","0.5","5152065","65072","お、おいおい、勘弁しとくれよ…"
"93","","","","","6.6","","","5152065","65073","0"
"21","0","","0","","vo_rag","","","5152065","65074","vo_rag_4005"
"11","1","0","10","0","127111","0","0.5","5152065","65075","はい、その調子です"
"93","","","","","3.4","","","5152065","65076","0"
"37","","","","","14","","","5152065","65077","spread"
"93","","","","","0.3","","","5152065","65078","0"
"3","","","1","0.2","127111","","","5152065","65079","radio_stretch1_loop_surprise1"
"93","","","","","0.1","","","5152065","65080","0"
"3","","","1","0.2","132111","","","5152065","65081","radio_stretch1_loop_faceBlue"
"3","","","1","0.2","4","","","5152065","65082","radio_stretch1_loop"
"3","","","1","0.2","131911","","","5152065","65083","radio_stretch1_loop_faceBlue"
"3","","","1","0.2","126911","","","5152065","65084","radio_stretch1_loop"
"3","","","1","0.2","113111","","","5152065","65085","radio_stretch1_loop_faceBlue"
"3","","","1","0.2","7","","","5152065","65086","radio_stretch1_loop"
"23","","","0","","se_10058300","","","5152065","65087","se_10058300_ghost_cold"
"93","","","","","1","","","5152065","65088","0"
"21","0","","0","","vo_rag","","","5152065","65089","vo_rag_4006"
"11","1","0","10","0","132111","0","0.5","5152065","65090","ひゃっ！　ね、姉様…"
"93","","","","","4.6","","","5152065","65091","0"
"21","0","","0","","vo_rag","","","5152065","65092","vo_rag_4007"
"11","1","0","10","0","127111","0","0.5","5152065","65093","にーにっ、さんし…"
"93","","","","","3.7","","","5152065","65094","0"
"93","","","","","1.1","","","5152065","65095","0"
"91","0","","0","","0","","","5152065","65096",""
"3","","","1","0.2","127111","","","5152065","65097","radio_stretch2R_loop"
"93","","","","","0.1","","","5152065","65098","0"
"3","","","1","0.2","132111","","","5152065","65099","radio_stretch2_loop_faceBlue"
"3","","","1","0.2","4","","","5152065","65100","radio_stretch2_loop"
"3","","","1","0.2","131911","","","5152065","65101","radio_stretch2_loop_faceBlue"
"3","","","1","0.2","126911","","","5152065","65102","radio_stretch2_loop"
"3","","","1","0.2","113111","","","5152065","65103","radio_stretch2_loop_faceBlue"
"3","","","1","0.2","7","","","5152065","65104","radio_stretch2_loop"
"21","0","","0","","vo_rag","","","5152065","65105","vo_rag_4008"
"11","1","0","10","0","4","0","0.5","5152065","65106","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム"
"93","","","","","5.1","","","5152065","65107","0"
"93","","","","","0","","","5152065","65108","0"
"32","","","","","15","","","5152065","65109","1"
"33","0.8","11","-130","","15","","","5152065","65110","197"
"2","0.8","11","-280","","6","","","5152065","65111","197"
"23","","","0","","se_10058300","","","5152065","65112","se_10058300_ghost_soul"
"93","","","","","0.5","","","5152065","65113","0"
"3","escape","1","0","0.2","131911","0","","5152065","65114","shock_jump"
"3","escape","1","0","0.2","113111","0","","5152065","65115","shock_jump"
"21","0","","0","","vo_rag","","","5152065","65116","vo_rag_4010"
"11","0","0","20","20","131911","80","0.8","5152065","65117","きゃああぁー！"
"21","0","","1","","vo_rag","","","5152065","65118","vo_rag_4011"
"11","0","0","20","-20","113111","80","0","5152065","65119","ひ、ひいいいぃー！？"
"93","","","","","0.3","","","5152065","65120","0"
"4","","","","","6","","","5152065","65121","0"
"93","","","","","0.7","","","5152065","65122","0"
"2","2","0","-264","","131911","","","5152065","65123","-1050"
"2","2","0","-285","","113111","","","5152065","65124","-1229"
"37","","","","","2","","","5152065","65125","out"
"37","","","","","16","","","5152065","65126","out"
"37","","","","","14","","","5152065","65127","out"
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152065","65128","bgm_MC173B"
"3","","","1","0.2","7","","","5152065","65129","idle_normal"
"6","1","0","1","1.2","7","0","","5152065","65130","1"
"3","","","1","0.2","127111","","","5152065","65131","sad_idle_normal"
"93","","","","","0.1","","","5152065","65132","0"
"3","","","1","0.2","132111","","","5152065","65133","idle_normal_surprise1"
"3","","","1","0.2","4","","","5152065","65134","idle_normal_surprise1"
"3","","","1","0.2","126911","","","5152065","65135","idle_normal"
"93","","","","","0.1","","","5152065","65136","0"
"6","1","1","1","1","6","0","","5152065","65137","1"
"93","","","","","2","","","5152065","65138","0"
"21","0","","0","","vo_rag","","","5152065","65139","vo_rag_4009"
"11","1","1","10","0","6","20","0","5152065","65140","おーい、シノブ…\n捜したんだぞ"
"91","","","","","0","","","5152065","65141",""
"3","","","1","0.2","127111","","","5152065","65142","sad_talk_talk2"
"3","ghost_dokuro_idleR","1","0","0.2","6","0","","5152065","65143","ghost_dokuro_turn"
"21","0","","0","","vo_rag","","","5152065","65144","vo_rag_4012"
"11","1","1","10","0","127111","0","0","5152065","65145","さあ、気を取り直して\n体操を続けましょう"
"91","0","","0","","65145","","","5152065","65146",""
"3","","","1","0.2","127111","","","5152065","65147","radio_stretch1_loop_surprise1"
"93","","","","","0.1","","","5152065","65148","0"
"3","","","1","0.2","132111","","","5152065","65149","radio_stretch1_loop"
"3","","","1","0.2","4","","","5152065","65150","radio_stretch1_loop"
"3","","","1","0.2","126911","","","5152065","65151","radio_stretch1_loop"
"93","","","","","2.5","","","5152065","65152","0"
"93","","","","","0.5","","","5152065","65153","0"
"101","","","","","65155","","","5152065","65154",""
"25","","","","","bgm_MC173B","","","5152065","65155","bgm_MC173B"
"22","","","","","0","","","5152065","65156","0"
"22","","","","","1","","","5152065","65157","0"
"1","-151","-259","108","1.55","1","0","idle_normal","5152066","66001","131911"
"1","-460","-295","110","1.55","1","0","wish_idle_normal","5152066","66002","132111"
"5","-305","-277","109","1.55","4","0","doya_idle","5152066","66003","4"
"1","89","-258","105","1.55","1","1","idle_normal","5152066","66004","107511"
"1","407","-297","107","1.55","1","1","wish_idle_normal","5152066","66005","107611"
"1","245","-278","106","1.55","1","1","cool_idle","5152066","66006","107811"
"1","329","-142","103","1.45","1","1","wish_idle_normal","5152066","66007","126911"
"1","479","-158","104","1.45","1","1","idle_normal","5152066","66008","110311"
"1","178","-132","102","1.45","1","1","sad_idle_normal","5152066","66009","113511"
"5","-151","-259","107","1.55","5","0","empty","5152066","66010","5"
"5","15","120","210","0.75","2","0","empty","5152066","66011","2"
"13","","","","","131911","","","5152066","66012","208"
"13","","","","","132111","","","5152066","66013","210"
"13","","","","","4","","","5152066","66014","209"
"13","","","","","107511","","","5152066","66015","205"
"13","","","","","107611","","","5152066","66016","207"
"13","","","","","107811","","","5152066","66017","206"
"13","","","","","126911","","","5152066","66018","203"
"13","","","","","110311","","","5152066","66019","204"
"13","","","","","113511","","","5152066","66020","202"
"31","0","1","0","1","1","","","5152066","66021","1"
"31","0","1","0","0","4","","","5152066","66022","4"
"31","0","1","0","0","2","","","5152066","66023","2"
"31","0","1","0","1","3","","","5152066","66024","3"
"31","0","1","0","0","17","","","5152066","66025","17"
"91","","","","","0","","","5152066","66026","0"
"37","","","","","3","","","5152066","66027","telop_6"
"102","","","0","","0","","","5152066","66028","0"
"93","","","","","1","","","5152066","66029","0"
"3","","","1","0.2","131911","","","5152066","66030","talk_normal_joy"
"21","0","","0","","vo_rag","","","5152066","66031","vo_rag_1001"
"11","1","1","10","-10","131911","5","0","5152066","66032","それじゃあみんな、\nラジーオタイソーをはじめるわ！"
"91","0","","0","","66032","","","5152066","66033",""
"3","","","1","0.2","131911","","","5152066","66034","idle_normal_joy"
"3","gutsB_idle","1","0","0.2","132111","0","","5152066","66035","gutsB_in"
"3","cool_talk_talk2","1","0","0.2","4","0","","5152066","66036","cool_in_talk2"
"3","handsup_loop","1","0","0.2","107511","0","","5152066","66037","handsup_in"
"3","","","1","0.2","107611","","","5152066","66038","wish_talk"
"3","","","1","0.2","126911","","","5152066","66039","wish2_idle"
"3","","","1","0.2","110311","","","5152066","66040","joy_idle"
"3","doya_idle_normal2","1","0","0.2","107811","0","","5152066","66041","doya_in"
"3","","","1","0.2","113511","","","5152066","66042","wish_talk_joy_shy"
"93","0","","0","","2.5","","","5152066","66043",""
"25","","","","","bgm_MC175A","","","5152066","66044","bgm_MC175A"
"32","","","","","2","","","5152066","66045","1"
"3","","","1","0.2","132111","","","5152066","66046","wish_idle_normal"
"3","","","1","0.2","4","","","5152066","66047","doya_idle"
"3","","","1","0.2","107511","","","5152066","66048","idle_normal"
"3","","","1","0.2","107611","","","5152066","66049","wish_idle_normal"
"3","","","1","0.2","126911","","","5152066","66050","cool_idle"
"3","","","1","0.2","110311","","","5152066","66051","wish_idle_normal"
"3","","","1","0.2","107811","","","5152066","66052","idle_normal"
"3","","","1","0.2","113511","","","5152066","66053","sad_idle_normal"
"21","0","","0","","vo_rag","","","5152066","66054","vo_rag_1002"
"11","1","0","10","-10","131911","5","0.5","5152066","66055","まずはぴょんぴょん跳ねて\n全身をほぐしていきます"
"93","","","","","0.5","","","5152066","66056","0"
"3","","","1","0.2","131911","","","5152066","66057","radio_jump_loop_normal2"
"93","0","","0","","1.6","","","5152066","66058",""
"3","","","1","0.2","132111","","","5152066","66059","radio_jump_loop"
"3","","","1","0.2","4","","","5152066","66060","radio_jump_loop_talk2"
"93","0","","0","","0.1","","","5152066","66061",""
"3","","","1","0.2","107511","","","5152066","66062","radio_jump_loop"
"3","","","1","0.2","107611","","","5152066","66063","radio_jump_loop"
"3","","","1","0.2","126911","","","5152066","66064","radio_jump_loop"
"3","","","1","0.2","110311","","","5152066","66065","radio_jump_loop"
"3","","","1","0.2","107811","","","5152066","66066","radio_jump_loop"
"3","","","1","0.2","113511","","","5152066","66067","radio_jump_loop"
"93","","","","","3","","","5152066","66068","0"
"91","0","","0","","66055","","","5152066","66069",""
"21","0","","0","","vo_rag","","","5152066","66070","vo_rag_1003"
"11","1","0","10","-10","4","5","0.5","5152066","66071","ただ跳ねるだけでも\n案外疲れるものね"
"93","","","","","3.2","","","5152066","66072","0"
"91","0","","0","","66071","","","5152066","66073",""
"93","","","","","1.5","","","5152066","66074","0"
"3","","","1","0.3","131911","","","5152066","66075","idle_normal"
"3","","","1","0.3","132111","","","5152066","66076","wish_talk"
"3","","","1","0.3","4","","","5152066","66077","cool_idle"
"93","","","","","0.1","","","5152066","66078","0"
"3","","","1","0.3","107511","","","5152066","66079","idle_normal"
"3","","","1","0.3","107611","","","5152066","66080","wish_idle"
"3","","","1","0.3","126911","","","5152066","66081","wish_idle_normal"
"3","","","1","0.3","110311","","","5152066","66082","idle_normal"
