68d183c058419ea89bb2285f969c8abeed293bbaf0606cfe34c077b90363b8b5,0b353c2861be8ed8cbdcff6490435f88e319845bf041d731f0ecb458f0843ef7,e7b549f8f32615b17893b3ae0e3453e9fa8b1193d0a1c14794d3687d30bc49fa,977b4d1d0a7d19a9f263c96b29b315778701a6d5846a9fe4cc9eb41d62f6537d,b417f9b791790892045c07a38197670f7d8e6d534ff0b0644ac72c345aef4fd0,c8c5f9fb95fd44a0f6656cd5c0a8ac1fcf9782ece029bcb08b884c8b4e903d6d,fcd053dcd9f65d5c0ca846c54b7972326d4cca449149554f664837ac199be1b2,f4ee0ad7fadec076db9b95ca76c303f4064d586cc82ec2a1cf6b04af19285bcd,8bba4a8813f7730137ccae70b74224a4b3f7a9eb481febdff7b0b8e36c844be0,4db6b10050bc81174ba59bb501e8c26f39f3b90098b0c957c53e7bcbecffedce,61ab8975b6b6a259fe56c812bd95b4f2a383de2c88ad31673d76a36cdbf135c1
"","0","","91","0","","","0","72","","72030"
"0","1","0.2","3","0","","1","clear_kohon_loop_shy","72","talk2ToKohon","72031"
"","vo_asb","","21","0","","","0","72","vo_asb_0726","72032"
"0","1","0","11","10","0","1","1","72","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","72033"
"","0","","91","0","","","0","72","","72034"
"0","1","0.2","3","0","","1","clear_guts1_talk","72","clear_guts1_in","72035"
"","vo_asb","","21","0","","","0","72","vo_asb_0727","72036"
"0","1","0","11","10","0","1","1","72","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","72037"
"","0","","91","0","","","0","72","","72038"
"","72040","","101","","","","","72","","72039"
"0","1","0.3","6","1","","0","1","72","1","72040"
"0","0","0.3","6","1","","0","1","72","1","72041"
"","1","","2","-250","","1","0.3","72","-120","72042"
"","0","","2","0","","1","0.3","72","-100","72043"
"","0","","22","","","","","72","0","72044"
"","0.4","","93","","","","","72","0","72045"
"0","1","2.2","5","52","riri_idle","-250","30","82","1","82001"
"0","1","0","6","1","","0","1","82","1","82002"
"0","0","1","5","29","black","0","50","82","0","82003"
"0","0","0","6","1","","0","1","82","1","82004"
"","0","","91","","","","","82","","82005"
"0","1","0.2","6","1","","1","1","82","1","82006"
"0","0","0.2","6","1","","1","1","82","1","82007"
"","1","","2","-250","","2","0.3","82","-20","82008"
"","0","","2","0","","2","0.3","82","0","82009"
"","0.6","","93","","","","","82","0","82010"
"","1","0.2","3","1","","","","82","riri_talk","82011"
"","vo_asb","","21","0","","","0","82","vo_asb_0821","82012"
"0","1","0","11","10","0","1","1","82","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","82013"
"","0","","91","0","","","0","82","","82014"
"","1","0.2","3","1","","","","82","sad_talk_surprise","82015"
"","vo_asb","","21","0","","","0","82","vo_asb_0822","82016"
"0","1","0","11","10","0","1","1","82","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","82017"
"","0","","91","0","","","0","82","","82018"
"","1","0.2","3","1","","","","82","guts2_talk_Ex1","82019"
"","vo_asb","","21","0","","","0","82","vo_asb_0823","82020"
"0","1","0","11","10","0","1","1","82","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","82021"
"","0","","91","0","","","0","82","","82022"
"","1","0.2","3","1","","","","82","talk_joy","82023"
"","vo_asb","","21","0","","","0","82","vo_asb_0824","82024"
"0","1","0","11","10","0","1","1","82","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","82025"
"","0","","91","0","","","0","82","","82026"
"","1","0.2","3","1","","","","82","wish_talk_joyR_riri","82027"
"","vo_asb","","21","0","","","0","82","vo_asb_0825","82028"
"0","1","0","11","10","0","1","1","82","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","82029"
"","0","","91","0","","","0","82","","82030"
"","1","0.2","3","1","","","","82","surprise_talk_nervous","82031"
"","vo_asb","","21","0","","","0","82","vo_asb_0826","82032"
"0","1","0","11","10","0","1","1","82","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","82033"
"","0","","91","0","","","0","82","","82034"
"","82036","","101","","","","","82","","82035"
"0","1","0.3","6","1","","0","1","82","1","82036"
"0","0","0.3","6","1","","0","1","82","1","82037"
"","1","","2","-250","","1","0.3","82","-120","82038"
"","0","","2","0","","1","0.3","82","-100","82039"
"","0","","22","","","","","82","0","82040"
"","0.4","","93","","","","","82","0","82041"
"0","2","2.2","5","52","clear_surprise_talk","-250","30","92","1","92001"
"0","1","0","6","1","","0","1","92","1","92002"
"0","0","1","5","29","black","0","50","92","0","92003"
"0","0","0","6","1","","0","1","92","1","92004"
"","0","","91","","","","","92","","92005"
"0","1","0.2","6","1","","1","1","92","1","92006"
"0","0","0.2","6","1","","1","1","92","1","92007"
"","1","","2","-250","","2","0.3","92","-20","92008"
"","0","","2","0","","2","0.3","92","0","92009"
"","0.6","","93","","","","","92","0","92010"
"","vo_asb","","21","0","","","0","92","vo_asb_0921","92011"
"0","1","0","11","10","0","1","1","92","穴って、不思議ですよね……","92012"
"","0","","91","0","","","0","92","","92013"
"","vo_asb","","21","0","","","0","92","vo_asb_0922","92014"
"0","1","0","11","10","0","1","1","92","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","92015"
"","0","","91","0","","","0","92","","92016"
"0","1","0.1","3","0","","1","clear_kohon_loop_normal2","92","surpriseToKohon","92017"
"","vo_asb","","21","0","","","0","92","vo_asb_0923","92018"
"0","1","0","11","10","0","1","1","92","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","92019"
"","0","","91","0","","","0","92","","92020"
"","1","0.2","3","1","","","","92","clear_wish_talk_joy_noShy","92021"
"","vo_asb","","21","0","","","0","92","vo_asb_0924","92022"
"0","1","0","11","10","0","1","1","92","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","92023"
"","0","","91","0","","","0","92","","92024"
"","92026","","101","","","","","92","","92025"
"0","1","0.3","6","1","","0","1","92","1","92026"
"0","0","0.3","6","1","","0","1","92","1","92027"
"","1","","2","-250","","1","0.3","92","-120","92028"
"","0","","2","0","","1","0.3","92","-100","92029"
"","0","","22","","","","","92","0","92030"
"","0.4","","93","","","","","92","0","92031"
"0","3","2.2","5","52","idle_precia","-250","30","102","1","102001"
"0","1","0","6","1","","0","1","102","1","102002"
"0","0","1","5","29","black","0","50","102","0","102003"
"0","0","0","6","1","","0","1","102","1","102004"
"","0","","91","","","","","102","","102005"
"0","1","0.2","6","1","","1","1","102","1","102006"
"0","0","0.2","6","1","","1","1","102","1","102007"
"","1","","2","-250","","2","0.3","102","-20","102008"
"","0","","2","0","","2","0.3","102","0","102009"
"","0.6","","93","","","","","102","0","102010"
"","1","0.3","3","1","","","","102","doya_idle_surprise_precia","102011"
"","vo_asb","","21","0","","","0","102","vo_asb_1021","102012"
"0","1","0","11","10","0","1","1","102","「へんたいふしんしゃさんは\nあなにおちるべきです」","102013"
"","0","","91","0","","","0","102","","102014"
"","1","0.3","3","1","","","","102","talk_precia","102015"
"","vo_asb","","21","0","","","0","102","vo_asb_1022","102016"
"0","1","0","11","10","0","1","1","102","キョウカ。\nだん。","102017"
"","0","","91","0","","","0","102","","102018"
"","1","0.3","3","1","","","","102","think_idle_anger_precia","102019"
"","vo_asb","","21","0","","","0","102","vo_asb_1023","102020"
"0","1","0","11","10","0","1","1","102","へんたいふしんしゃ。\nとは……？","102021"
"","0","","91","0","","","0","102","","102022"
"0","1","0.2","3","0","","1","sad_talk_surprise_precia","102","thinkToSad_precia","102023"
"","vo_asb","","21","0","","","0","102","vo_asb_1024","102024"
"0","1","0","11","10","0","1","1","102","……まだ、しらないこと。\nたくさん。","102025"
"","0","","91","0","","","0","102","","102026"
"","1","0.3","3","1","","","","102","guts2_talk_joy_precia","102027"
"","vo_asb","","21","0","","","0","102","vo_asb_1025","102028"
"0","1","0","11","10","0","1","1","102","どんどん。\nまなんでく。ぞ。","102029"
"","0","","91","0","","","0","102","","102030"
"","102032","","101","","","","","102","","102031"
"0","1","0.3","6","1","","0","1","102","1","102032"
"0","0","0.3","6","1","","0","1","102","1","102033"
"","1","","2","-250","","1","0.3","102","-120","102034"
"","0","","2","0","","1","0.3","102","-100","102035"
"","0","","22","","","","","102","0","102036"
"","0.4","","93","","","","","102","0","102037"
"0","2","2.2","5","52","clear_wish_talk_joy","-250","30","112","1","112001"
"0","1","0","6","1","","0","1","112","1","112002"
"0","0","1","5","29","black","0","50","112","0","112003"
"0","0","0","6","1","","0","1","112","1","112004"
"","0","","91","","","","","112","","112005"
"0","1","0.2","6","1","","1","1","112","1","112006"
"0","0","0.2","6","1","","1","1","112","1","112007"
"","1","","2","-250","","2","0.3","112","-20","112008"
"","0","","2","0","","2","0.3","112","0","112009"
"","0.6","","93","","","","","112","0","112010"
"","vo_asb","","21","0","","","0","112","vo_asb_1121","112011"
"0","1","0","11","10","0","1","1","112","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","112012"
"","0","","91","0","","","0","112","","112013"
"","1","0.2","3","1","","","","112","clear_memoly_talk","112014"
"","vo_asb","","21","0","","","0","112","vo_asb_1122","112015"
"0","1","0","11","10","0","1","1","112","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","112016"
"","0","","91","0","","","0","112","","112017"
"","1","0.3","3","1","","","","112","clear_surprise_talk","112018"
"","vo_asb","","21","0","","","0","112","vo_asb_1123","112019"
"0","1","0","11","10","0","1","1","112","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","112020"
"","0","","91","0","","","0","112","","112021"
"","1","0.2","3","1","","","","112","clear_wish_talk_normal2","112022"
"","vo_asb","","21","0","","","0","112","vo_asb_1124","112023"
"0","1","0","11","10","0","1","1","112","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","112024"
"","0","","91","","","","0","112","","112025"
"","vo_asb","","21","0","","","0","112","vo_asb_1125","112026"
"0","1","0","11","10","0","1","1","112","って言ってくれていたので、\nまた遊びに行こうと思います。","112027"
"","0","","91","0","","","0","112","","112028"
"0","1","0.2","3","0","","1","clear_talk_joyR","112","wishToTalk","112029"
"","vo_asb","","21","0","","","0","112","vo_asb_1126","112030"
"0","1","0","11","10","0","1","1","112","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","112031"
"","0","","91","0","","","0","112","","112032"
"","112034","","101","","","","","112","","112033"
"0","1","0.3","6","1","","0","1","112","1","112034"
"0","0","0.3","6","1","","0","1","112","1","112035"
"","1","","2","-250","","1","0.3","112","-120","112036"
"","0","","2","0","","1","0.3","112","-100","112037"
"","0","","22","","","","","112","0","112038"
"","0.4","","93","","","","","112","0","112039"
"0","3","2.2","5","52","notice_loop","-250","30","122","1","122001"
"0","1","0","6","1","","0","1","122","1","122002"
"0","0","1","5","29","black","0","50","122","0","122003"
"0","0","0","6","1","","0","1","122","1","122004"
"","0","","91","","","","","122","","122005"
"0","1","0.2","6","1","","1","1","122","1","122006"
"0","0","0.2","6","1","","1","1","122","1","122007"
"","1","","2","-250","","2","0.3","122","-20","122008"
"","0","","2","0","","2","0.3","122","0","122009"
"","0.6","","93","","","","","122","0","122010"
"","vo_asb","","21","0","","","0","122","vo_asb_1221","122011"
"0","1","0","11","10","0","1","1","122","ミツキの。\nけはい……","122012"
"","0","","91","0","","","0","122","","122013"
"","1","0.3","3","1","","","","122","sad_idle_surprise","122014"
"","vo_asb","","21","0","","","0","122","vo_asb_1222","122015"
"0","1","0","11","10","0","1","1","122","のっと。\nただもの。","122016"
"","0","","91","0","","","0","122","","122017"
"","1","0.3","3","1","","","","122","surprise_idle_anger_precia","122018"
"","vo_asb","","21","0","","","0","122","vo_asb_1223","122019"
"0","1","0","11","10","0","1","1","122","わるもの？\nせいぎ、の、みかた？","122020"
"","0","","91","0","","","0","122","","122021"
"0","1","0.2","3","0","","1","think_idle_Ex1_precia","122","surpriseToThink_precia","122022"
"","vo_asb","","21","0","","","0","122","vo_asb_1224","122023"
"0","1","0","11","10","0","1","1","122","ふくざつ。","122024"
"","0","","91","0","","","0","122","","122025"
"","122027","","101","","","","","122","","122026"
"0","1","0.3","6","1","","0","1","122","1","122027"
"0","0","0.3","6","1","","0","1","122","1","122028"
"","1","","2","-250","","1","0.3","122","-120","122029"
"","0","","2","0","","1","0.3","122","-100","122030"
"","0","","22","","","","","122","0","122031"
"","0.4","","93","","","","","122","0","122032"
"0","3","2.2","5","52","lift_down_normal","-250","30","132","1","132001"
"0","1","0","6","1","","0","1","132","1","132002"
"0","0","1","5","29","black","0","50","132","0","132003"
"0","0","0","6","1","","0","1","132","1","132004"
"","0","","91","","","","","132","","132005"
"0","1","0.2","6","1","","1","1","132","1","132006"
"0","0","0.2","6","1","","1","1","132","1","132007"
"","1","","2","-250","","2","0.3","132","-20","132008"
"","0","","2","0","","2","0.3","132","0","132009"
"","0.6","","93","","","","","132","0","132010"
"","vo_asb","","21","0","","","0","132","vo_asb_1321","132011"
"0","1","0","11","10","0","1","1","132","ぼうけん、グッズ。\nたくさん。","132012"
"","0","","91","0","","","0","132","","132013"
"0","1","0.2","3","0","","1","lift_down_shy","132","lift_down_shy_in","132014"
"","vo_asb","","21","0","","","0","132","vo_asb_1322","132015"
"0","1","0","11","10","0","1","1","132","もちきれ……ない。","132016"
"","0","","91","0","","","0","132","","132017"
"0","1","0.2","3","0","","1","lift_up_loop","132","lift_up_in","132018"
"","vo_asb","","21","0","","","0","132","vo_asb_1323","132019"
"0","1","0","11","10","0","1","1","132","でも。\nもつ。よ。","132020"
"","0","","91","0","","","0","132","","132021"
"","vo_asb","","21","0","","","0","132","vo_asb_1324","132022"
"0","1","0","11","10","0","1","1","132","これ、が。\nまもりたいもの、の。\nおもさ。","132023"
"","0","","91","0","","","0","132","","132024"
"","132026","","101","","","","","132","","132025"
"0","1","0.3","6","1","","0","1","132","1","132026"
"0","0","0.3","6","1","","0","1","132","1","132027"
"","1","","2","-250","","1","0.3","132","-120","132028"
"","0","","2","0","","1","0.3","132","-100","132029"
"","0","","22","","","","","132","0","132030"
"","0.4","","93","","","","","132","0","132031"
"0","1","2.2","5","52","sad_talk_dere","-250","30","142","1","142001"
"0","1","0","6","1","","0","1","142","1","142002"
"0","0","1","5","29","black","0","50","142","0","142003"
"0","0","0","6","1","","0","1","142","1","142004"
"","0","","91","","","","","142","","142005"
"0","1","0.2","6","1","","1","1","142","1","142006"
"0","0","0.2","6","1","","1","1","142","1","142007"
"","1","","2","-250","","2","0.3","142","-20","142008"
"","0","","2","0","","2","0.3","142","0","142009"
"","0.6","","93","","","","","142","0","142010"
"","vo_asb","","21","0","","","0","142","vo_asb_1421","142011"
"0","1","0","11","10","0","1","1","142","お礼にいただいたお弁当が、\nあまりにもおいしくて……","142012"
"","0","","91","0","","","0","142","","142013"
"","1","0.3","3","1","","","","142","sad_talk_joyR","142014"
"","vo_asb","","21","0","","","0","142","vo_asb_1422","142015"
"0","1","0","11","10","0","1","1","142","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","142016"
"","0","","91","0","","","0","142","","142017"
"","1","0.3","3","1","","","","142","wish_talk_nervous_riri","142018"
"","vo_asb","","21","0","","","0","142","vo_asb_1423","142019"
"0","1","0","11","10","0","1","1","142","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","142020"
"","0","","91","0","","","0","142","","142021"
"","1","0.2","3","1","","","","142","wish_talk_normal2_riri","142022"
"","vo_asb","","21","0","","","0","142","vo_asb_1424","142023"
"0","1","0","11","10","0","1","1","142","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","142024"
"","0","","91","0","","","0","142","","142025"
"","1","0.2","3","1","","","","142","guts2_talk_riri","142026"
"","vo_asb","","21","0","","","0","142","vo_asb_1425","142027"
"0","1","0","11","10","0","1","1","142","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","142028"
"","0","","91","0","","","0","142","","142029"
"","142031","","101","","","","","142","","142030"
"0","1","0.3","6","1","","0","1","142","1","142031"
"0","0","0.3","6","1","","0","1","142","1","142032"
"","1","","2","-250","","1","0.3","142","-120","142033"
"","0","","2","0","","1","0.3","142","-100","142034"
"","0","","22","","","","","142","0","142035"
"","0.4","","93","","","","","142","0","142036"
