1b66cb2230714686930d081dac1f0dbe18902f2755715275d1fc4fb8a5e59189,e449ca69984f09be2df39c514aa35b803218074ab146a3118144b959b9a70494,af29114571ed833ca75ee0780429527993d68137cc12c32a1eabc436f1e5bdf6,ead0f198efa1027d10f73a4846ce5456a4f10add7e35b08ebc28e0808bb63a64,800068bc0b828b312d816a113f7719b73fe9cbf12e4d44fe2b1b91f6a81db85b,41b2a3fd11f2a1fca8e9416465d54f9a45b6923441ba0d14d715dcb771a24b52,6cfe7695333d31267881660195ed48b431b823d2e2d85741f3faf0c7339f0a9c,41da572dfa38c1d99324a10c029c30724d64cf33a3be11d289dc50f2317400ba,54fa0aa835b20f1c45207383f3d8c1102e7a65e6b097b23f747f606fae962412,6d791e541f598564df0191baac89f5b9be4b496455309e6c1c4ab4338dfc4396,61aaa48cbca4429d0868427dc637762188074ae2eef59bf5b0baae0e4ce8ff19,a44e9ffee57ba8e0080ab014248d501b2863fbdb7d4ac24cd1869091868b7ca0,8c2f71ac0e2395ff9f6ab64e1f6d1d0308bdb6087f24c30c3a4a06b5a38f2443,cc754b14b4240bc9357a1e8ab8b3af0453df4a71d588dd77a8c0968c800c38a6,a3a40cd25c6bcabbdfed1619e3c65fbcfc34dc427401b1ae863f06b5886619bb,664e567804de55ae713d58812ae344b2726484dde71f33871ea8c4ccc67e9256
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1022113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1022114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1022115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1022116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1023101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1023102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1023103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1023104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1023105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1023106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1023107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1023108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1023109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1023110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1023111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1023112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1023113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1023114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1023115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1023116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1024101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1024102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1024103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1024104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1024105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1024106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1024107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1024108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1024109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1024110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1024111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1024112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1024113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1024114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1024115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1024116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1025101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1025102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1025103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1025104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1025105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1025106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1025107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1025108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1025109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1025110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1025111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1025112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1025113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1025114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1025115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1025116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1026101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1026102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1026103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1026104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1026105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1026106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1026107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1026108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1026109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1026110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1026111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1026112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1026113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1026114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1026115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1026116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1027101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1027102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1027103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1027104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1027105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1027106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1027107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1027108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1027109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1027110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1027111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1027112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1027113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1027114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1027115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1027116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1028101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1028102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1028103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1028104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1028105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1028106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1028107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1028108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1028109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1028110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1028111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1028112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1028113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1028114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1028115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1028116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1029101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1029102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1029103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1029104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1029105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1029106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1029107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1029108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1029109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1029110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1029111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1029112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1029113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1029114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1029115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1029116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1030101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1030102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1030103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1030104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1030105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1030106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1030107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1030108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1030109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1030110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1030111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1030112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1030113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1030114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1030115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1030116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1031101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1031102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1031103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1031104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1031105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1031106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1031107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1031108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1031109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1031110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1031111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1031112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1031113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1031114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1031115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1031116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1047101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1047102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1047103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1047104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1047105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1047106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1047107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1047108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1047109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1047110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1047111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1047112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1047113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1047114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1047115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1047116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1048101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1048102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1048103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1048104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1048105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1048106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1048107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1048108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1048109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1048110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1048111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1048112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1048113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1048114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1048115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1048116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1049101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1049102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1049103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1049104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1049105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1049106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1049107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1049108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1049109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1049110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1049111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1049112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1049113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1049114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1049115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1049116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1050101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1050102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1050103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1050104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1050105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1050106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1050107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1050108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1050109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1050110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1050111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1050112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1050113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1050114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1050115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1050116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1051101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1051102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1051103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1051104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1051105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1051106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1051107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1051108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1051109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1051110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1051111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1051112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1051113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1051114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1051115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1051116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1052101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1052102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1052103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1052104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1052105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1052106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1052107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1052108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1052109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1052110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1052111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1052112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1052113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1052114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1052115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1052116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1053101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1053102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1053103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1053104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1053105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1053106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1053107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1053108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1053109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1053110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1053111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1053112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1053113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1053114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1053115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1053116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1054101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1054102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1054103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1054104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1054105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1054106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1054107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1054108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1054109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1054110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1054111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1054112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1054113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1054114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1054115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1054116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1055101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1055102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1055103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1055104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1055105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1055106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1055107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1055108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1055109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1055110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1055111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1055112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1055113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1055114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1055115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1055116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1056101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1056102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1056103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1056104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1056105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1056106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1056107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1056108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1056109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1056110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1056111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1056112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1056113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1056114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1056115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1056116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1057101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1057102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1057103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1057104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1057105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1057106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1057107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1057108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1057109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1057110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1057111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1057112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1057113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1057114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1057115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1057116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1058101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1058102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1058103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1058104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1058105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1058106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1058107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1058108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1058109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1058110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1058111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1058112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1058113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1058114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1058115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1058116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1059101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1059102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1059103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1059104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1059105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1059106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1059107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1059108"
