9a6332d43100ef9a6e26bfe236e6b71ba888593fe12d0eeb21b6126b9257e663,21f0413036c3814a868f0d4c97b0ca00933980b881c8097c153cfbe968289c48,f127b10920845b128f08f25a65965defb4b1a3ef12221f206d50bcb982618cbc,9040412ecb1e9198955810551555114e0fb731112d192979bae36196a2a549ff,34c7f1b029d7127627254471c3b9da063711159da7ce4665e14598faa405b4d9,59931cd16ed54d6f56f301e29222697aae68165bffd84b28ac45e49aca0724e9,e0e52e9eb9f0a9d460495debbf26cd544d83372cb2c4e2b7e534bee10b15293f,7a02f5f7e6002fcf2b05f488816501c110fa765435543652471d558d8efe5400
"0","0","4","0","210","0","5","15551"
"0","0","1","0","94","0","2","15611"
"0","0","1","0","188","0","2","15621"
"0","0","1","0","282","0","2","15631"
"0","0","1","0","376","0","2","15641"
"0","0","1","0","470","0","2","15651"
"0","0","4","0","42","0","3","15711"
"0","0","4","0","84","0","3","15721"
"0","0","4","0","126","0","3","15731"
"0","0","4","0","168","0","3","15741"
"0","0","4","0","210","0","3","15751"
"0","0","5","0","15","0","6","15811"
"0","0","5","0","30","0","6","15821"
"0","0","5","0","45","0","6","15831"
"0","0","5","0","60","0","6","15841"
"0","0","5","0","75","0","6","15851"
"0","0","2","0","20","0","7","15911"
"0","0","2","0","40","0","7","15921"
"0","0","2","0","60","0","7","15931"
"0","0","2","0","80","0","7","15941"
"0","0","2","0","100","0","7","15951"
"0","0","3","0","44","0","3","16011"
"0","0","3","0","88","0","3","16021"
"0","0","3","0","132","0","3","16031"
"0","0","3","0","176","0","3","16041"
"0","0","3","0","220","0","3","16051"
"0","0","4","0","1","0","100","16111"
"0","0","4","0","2","0","100","16121"
"0","0","4","0","3","0","100","16131"
"0","0","5","0","64","0","1","16211"
"0","0","5","0","128","0","1","16221"
"0","0","5","0","192","0","1","16231"
"0","0","5","0","256","0","1","16241"
"0","0","5","0","320","0","1","16251"
"0","0","2","0","42","0","3","16311"
"0","0","2","0","84","0","3","16321"
"0","0","2","0","126","0","3","16331"
"0","0","2","0","168","0","3","16341"
"0","0","2","0","210","0","3","16351"
"0","0","3","0","44","0","5","16411"
"0","0","3","0","88","0","5","16421"
"0","0","3","0","132","0","5","16431"
"0","0","3","0","176","0","5","16441"
"0","0","3","0","220","0","5","16451"
"0","0","5","0","44","0","5","16511"
"0","0","5","0","88","0","5","16521"
"0","0","5","0","132","0","5","16531"
"0","0","5","0","176","0","5","16541"
"0","0","5","0","220","0","5","16551"
"3","2","1","4","42","5","3","16611"
"3","2","1","4","84","5","3","16621"
"3","2","1","4","126","5","3","16631"
"3","2","1","4","168","5","3","16641"
"3","2","1","4","210","5","3","16651"
"0","0","1","0","20","0","6","16711"
"0","0","1","0","40","0","6","16721"
"0","0","1","0","60","0","6","16731"
"0","0","1","0","80","0","6","16741"
"0","0","1","0","100","0","6","16751"
"0","0","3","0","46","0","5","16811"
"0","0","3","0","92","0","5","16821"
"0","0","3","0","138","0","5","16831"
"0","0","3","0","184","0","5","16841"
"0","0","3","0","230","0","5","16851"
"0","0","4","0","94","0","4","16911"
"0","0","4","0","188","0","4","16921"
"0","0","4","0","282","0","4","16931"
"0","0","4","0","376","0","4","16941"
"0","0","4","0","470","0","4","16951"
"0","0","5","0","20","0","6","17011"
"0","0","5","0","40","0","6","17021"
"0","0","5","0","60","0","6","17031"
"0","0","5","0","80","0","6","17041"
"0","0","5","0","100","0","6","17051"
"0","0","1","0","46","0","5","17111"
"0","0","1","0","92","0","5","17121"
"0","0","1","0","138","0","5","17131"
"0","0","1","0","184","0","5","17141"
"0","0","1","0","230","0","5","17151"
"0","0","1","0","94","0","4","17211"
"0","0","1","0","188","0","4","17221"
"0","0","1","0","282","0","4","17231"
"0","0","1","0","376","0","4","17241"
"0","0","1","0","470","0","4","17251"
"0","0","2","0","50","0","1","17311"
"0","0","2","0","100","0","1","17321"
"0","0","2","0","150","0","1","17331"
"0","0","2","0","200","0","1","17341"
"0","0","2","0","250","0","1","17351"
"0","0","5","0","20","0","7","17411"
"0","0","5","0","40","0","7","17421"
"0","0","5","0","60","0","7","17431"
"0","0","5","0","80","0","7","17441"
"0","0","5","0","100","0","7","17451"
"0","0","1","0","42","0","3","17511"
"0","0","1","0","84","0","3","17521"
"0","0","1","0","126","0","3","17531"
"0","0","1","0","168","0","3","17541"
"0","0","1","0","210","0","3","17551"
"0","0","3","0","1","0","100","17611"
"0","0","3","0","2","0","100","17621"
"0","0","4","0","1","0","101","17711"
"0","0","4","0","2","0","101","17721"
"0","0","4","0","3","0","101","17731"
"0","0","1","0","50","0","1","17811"
"0","0","1","0","100","0","1","17821"
"0","0","1","0","150","0","1","17831"
"0","0","1","0","200","0","1","17841"
"0","0","1","0","250","0","1","17851"
"0","0","3","0","52","0","1","17911"
"0","0","3","0","104","0","1","17921"
"0","0","3","0","156","0","1","17931"
"0","0","3","0","208","0","1","17941"
"0","0","3","0","260","0","1","17951"
"0","0","4","0","44","0","3","18011"
"0","0","4","0","88","0","3","18021"
"0","0","4","0","132","0","3","18031"
"0","0","4","0","176","0","3","18041"
"0","0","4","0","220","0","3","18051"
"0","0","5","0","1","0","100","18111"
"0","0","5","0","2","0","100","18121"
"0","0","2","0","20","0","6","18211"
"0","0","2","0","40","0","6","18221"
"0","0","2","0","60","0","6","18231"
"0","0","2","0","80","0","6","18241"
"0","0","2","0","100","0","6","18251"
"0","0","3","0","92","0","4","18311"
"0","0","3","0","184","0","4","18321"
"0","0","3","0","276","0","4","18331"
"0","0","3","0","368","0","4","18341"
"0","0","3","0","460","0","4","18351"
"0","0","4","0","44","0","5","18411"
"0","0","4","0","88","0","5","18421"
"0","0","4","0","132","0","5","18431"
"0","0","4","0","176","0","5","18441"
"0","0","4","0","220","0","5","18451"
"0","0","1","0","52","0","1","18511"
"0","0","1","0","104","0","1","18521"
"0","0","1","0","156","0","1","18531"
"0","0","1","0","208","0","1","18541"
"0","0","1","0","260","0","1","18551"
"0","0","4","0","64","0","1","18611"
"0","0","4","0","128","0","1","18621"
"0","0","4","0","192","0","1","18631"
"0","0","4","0","256","0","1","18641"
"0","0","4","0","320","0","1","18651"
"0","0","5","0","94","0","4","18711"
"0","0","5","0","188","0","4","18721"
"0","0","5","0","282","0","4","18731"
"0","0","5","0","376","0","4","18741"
"0","0","5","0","470","0","4","18751"
"0","0","2","0","52","0","1","18811"
"0","0","2","0","104","0","1","18821"
"0","0","2","0","156","0","1","18831"
"0","0","2","0","208","0","1","18841"
"0","0","2","0","260","0","1","18851"
"0","0","3","0","1","0","101","18911"
"0","0","3","0","2","0","101","18921"
"0","0","3","0","3","0","101","18931"
"0","0","1","0","1","0","100","19011"
"0","0","1","0","2","0","100","19021"
"0","0","2","0","92","0","4","19111"
"0","0","2","0","184","0","4","19121"
"0","0","2","0","276","0","4","19131"
"0","0","2","0","368","0","4","19141"
"0","0","2","0","460","0","4","19151"
"0","0","3","0","20","0","7","19211"
"0","0","3","0","40","0","7","19221"
"0","0","3","0","60","0","7","19231"
"0","0","3","0","80","0","7","19241"
"0","0","3","0","100","0","7","19251"
"0","0","5","0","46","0","3","19311"
"0","0","5","0","92","0","3","19321"
"0","0","5","0","138","0","3","19331"
"0","0","5","0","184","0","3","19341"
"0","0","5","0","230","0","3","19351"
"3","2","1","4","90","5","2","19411"
"3","2","1","4","180","5","2","19421"
"3","2","1","4","270","5","2","19431"
"3","2","1","4","360","5","2","19441"
"3","2","1","4","450","5","2","19451"
"0","0","1","0","1","0","100","19511"
"0","0","1","0","2","0","100","19521"
"0","0","1","0","3","0","100","19531"
"0","0","3","0","46","0","3","19611"
"0","0","3","0","92","0","3","19621"
"0","0","3","0","138","0","3","19631"
"0","0","3","0","184","0","3","19641"
"0","0","3","0","230","0","3","19651"
"0","0","4","0","94","0","2","19711"
"0","0","4","0","188","0","2","19721"
"0","0","4","0","282","0","2","19731"
"0","0","4","0","376","0","2","19741"
"0","0","4","0","470","0","2","19751"
"0","0","5","0","46","0","5","19811"
"0","0","5","0","92","0","5","19821"
"0","0","5","0","138","0","5","19831"
"0","0","5","0","184","0","5","19841"
"0","0","5","0","230","0","5","19851"
"0","0","2","0","1","0","101","19911"
"0","0","2","0","2","0","101","19921"
"0","0","2","0","3","0","101","19931"
"0","0","3","0","94","0","4","20011"
"0","0","3","0","188","0","4","20021"
"0","0","3","0","282","0","4","20031"
"0","0","3","0","376","0","4","20041"
"0","0","3","0","470","0","4","20051"
"0","0","5","0","96","0","4","20111"
"0","0","5","0","192","0","4","20121"
"0","0","5","0","288","0","4","20131"
"0","0","5","0","384","0","4","20141"
"0","0","5","0","480","0","4","20151"
"0","0","1","0","96","0","2","20211"
"0","0","1","0","192","0","2","20221"
"0","0","1","0","288","0","2","20231"
"0","0","1","0","384","0","2","20241"
"0","0","1","0","480","0","2","20251"
"0","0","2","0","94","0","4","20311"
"0","0","2","0","188","0","4","20321"
"0","0","2","0","282","0","4","20331"
"0","0","2","0","376","0","4","20341"
"0","0","2","0","470","0","4","20351"
"0","0","5","0","1","0","100","20411"
"0","0","5","0","2","0","100","20421"
"0","0","5","0","3","0","100","20431"
"0","0","2","0","96","0","4","20511"
"0","0","2","0","192","0","4","20521"
"0","0","2","0","288","0","4","20531"
"0","0","2","0","384","0","4","20541"
"0","0","2","0","480","0","4","20551"
"0","0","4","0","96","0","2","20611"
"0","0","4","0","192","0","2","20621"
"0","0","4","0","288","0","2","20631"
"0","0","4","0","384","0","2","20641"
"0","0","4","0","480","0","2","20651"
"0","0","1","0","44","0","3","20711"
"0","0","1","0","88","0","3","20721"
"0","0","1","0","132","0","3","20731"
"0","0","1","0","176","0","3","20741"
"0","0","1","0","220","0","3","20751"
"0","0","2","0","44","0","3","20811"
"0","0","2","0","88","0","3","20821"
"0","0","2","0","132","0","3","20831"
"0","0","2","0","176","0","3","20841"
"0","0","2","0","220","0","3","20851"
"0","0","3","0","1","0","100","20911"
"0","0","3","0","2","0","100","20921"
"0","0","3","0","3","0","100","20931"
"0","0","4","0","96","0","4","21011"
"0","0","4","0","192","0","4","21021"
"0","0","4","0","288","0","4","21031"
"0","0","4","0","384","0","4","21041"
"0","0","4","0","480","0","4","21051"
"0","0","1","0","96","0","4","21111"
"0","0","1","0","192","0","4","21121"
"0","0","1","0","288","0","4","21131"
"0","0","1","0","384","0","4","21141"
"0","0","1","0","480","0","4","21151"
"0","0","3","0","96","0","4","21211"
"0","0","3","0","192","0","4","21221"
"0","0","3","0","288","0","4","21231"
"0","0","3","0","384","0","4","21241"
"0","0","3","0","480","0","4","21251"
"0","0","5","0","94","0","2","21311"
"0","0","5","0","188","0","2","21321"
"0","0","5","0","282","0","2","21331"
"0","0","5","0","376","0","2","21341"
"0","0","5","0","470","0","2","21351"
"0","0","2","0","46","0","3","21411"
"0","0","2","0","92","0","3","21421"
"0","0","2","0","138","0","3","21431"
"0","0","2","0","184","0","3","21441"
"0","0","2","0","230","0","3","21451"
"0","0","4","0","46","0","5","21511"
"0","0","4","0","92","0","5","21521"
"0","0","4","0","138","0","5","21531"
"0","0","4","0","184","0","5","21541"
"0","0","4","0","230","0","5","21551"
"0","0","5","0","96","0","2","21611"
"0","0","5","0","192","0","2","21621"
"0","0","5","0","288","0","2","21631"
"0","0","5","0","384","0","2","21641"
"0","0","5","0","480","0","2","21651"
"0","0","2","0","1","0","100","21711"
"0","0","2","0","2","0","100","21721"
"0","0","2","0","3","0","100","21731"
"0","0","3","0","96","0","2","21811"
"0","0","3","0","192","0","2","21821"
"0","0","3","0","288","0","2","21831"
"0","0","3","0","384","0","2","21841"
"0","0","3","0","480","0","2","21851"
"0","0","4","0","46","0","3","21911"
"0","0","4","0","92","0","3","21921"
"0","0","4","0","138","0","3","21931"
"0","0","4","0","184","0","3","21941"
"0","0","4","0","230","0","3","21951"
"0","0","1","0","46","0","3","22011"
"0","0","1","0","92","0","3","22021"
"0","0","1","0","138","0","3","22031"
"0","0","1","0","184","0","3","22041"
"0","0","1","0","230","0","3","22051"
"0","0","2","0","96","0","2","22111"
"0","0","2","0","192","0","2","22121"
"0","0","2","0","288","0","2","22131"
"0","0","2","0","384","0","2","22141"
"0","0","2","0","480","0","2","22151"
"3","2","1","4","90","5","4","22211"
"3","2","1","4","180","5","4","22221"
"3","2","1","4","270","5","4","22231"
"3","2","1","4","360","5","4","22241"
"3","2","1","4","450","5","4","22251"
