aae536f860a1152bdb60c44c37986dc42e8b93c479c601c9abc29653d635640e,bcfb091caa447a9022ac70389858f75b69deef314931c804f7cdc10edaee416f,5c6df65fdd631f165d7cebe93d977c6134b15b906b85b09e8e1acdf206e1db03,b153570aabacf4eb5cddeecc4b605c36c81f5c8ad54b5634c7ae18a3689cdd0b,024c07ba3ec61a60ac6806bf816de66aa0e674c82dbd34114f6758a7033bb783,0c9752c5d32643b383a422e7d0f178fa8a5f070418ea64c9db959be725a391ae,41599dd11876416941a9f10b7835f6a29fa6c4141f45be32edec10aa66d3b318,193c29f239b0e7a8a99ec0c7a680d4e901e15dbd79445f383fcb4be701d1faf7,83280ef5c36ec99bb89baa356cf31088e05a9cedb16216457cc116e5cdaaf8e5,f3c8f3b5c2530e887c901458e0c352073d62e98d97466985ce7913ca3318eef6,dedab6d48155eabf7e18dd10c7c5f3c42f5223349e3de5199c8c90e8189a114c
"0","0","10","1.6","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","12","1","11","1","12020","0"
"","","0","","","12","0","91","0","12021",""
"0.2","","0","","luis_drink","12","","3","1","12022",""
"","","","","0.5","12","","22","0","12023",""
"","","","","0","12","","93","1.6","12024",""
"","","0","","vo_alces_1202","12","0","21","vo_alces","12025",""
"0","0","10","0.5","ごくんっ！！","12","1","11","1","12026","0"
"","","","","0","12","","93","2","12027",""
"","","","","se_alces_invisible","12","","23","se_alces","12028",""
"","","","","1","12","","32","12","12029",""
"0.2","0","1","","1","12","1","6","1","12030","0"
"","","","","0","12","","93","1.8","12031",""
"","0","-190","","250","12","2","2","105111","12032",""
"","0","-190","","250","12","2","2","1002","12033",""
"0.2","","1","","mitsuki_run_dash_noface","12","","3","105111","12034",""
"0.2","","1","","mitsuki_run_dash","12","","3","1002","12035",""
"","","","","0","12","","93","2","12036",""
"0.2","","1","","mitsuki_anger_talk_noface","12","","3","105111","12037",""
"0.2","","1","","mitsuki_anger_talk","12","","3","1002","12038",""
"","","0","","vo_alces_1203","12","0","21","vo_alces","12039",""
"0","0","10","0.5","追いつめたわよ錬金術師！","12","1","11","105111","12040","0"
"","","0","","","12","0","91","0","12041",""
"","","","","0.5","12","","22","0","12042",""
"0.2","1","0","","mitsuki_look_in_noface","12","sad_talk_anger","3","105111","12043","0"
"0.2","","0","","mitsuki_look_in","12","","3","1002","12044",""
"","","","","0","12","","93","1.5","12045",""
"","","0","","vo_alces_1204","12","0","21","vo_alces","12046",""
"0","0","10","1.2","…ちっ、逃がしたみたいね…","12","1","11","105111","12047","0"
"","","0","","","12","0","91","0","12048",""
"0.2","1","0","","mitsuki_armcrossed_in_noface","12","mitsuki_armcrossed_talk_noface","3","105111","12049","0"
"0.2","1","0","","mitsuki_armcrossed_in","12","mitsuki_armcrossed_talk","3","1002","12050","0"
"","","0","","vo_alces_1205","12","0","21","vo_alces","12051",""
"0","0","10","2.3","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","12","1","11","105111","12052","0"
"","","0","","","12","0","91","0","12053",""
"0.2","","1","","mitsuki_ecstatic_talk_noface","12","","3","105111","12054",""
"0.2","","1","","mitsuki_ecstatic_talk","12","","3","1002","12055",""
"","","0","","vo_alces_1206","12","0","21","vo_alces","12056",""
"0","0","10","1","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","12","1","11","105111","12057","0"
"","","0","","","12","0","91","0","12058",""
"","","","","0.5","12","","22","0","12059",""
"0.2","1","0","","mitsuki_turnR_noface","12","mitsuki_walkR_noface","3","105111","12060","0"
"0.2","1","0","","mitsuki_turnR","12","mitsuki_walkR","3","1002","12061","0"
"","0","-190","","1050","12","5","2","105111","12062",""
"","0","-190","","1050","12","5","2","1002","12063",""
"","","","","0","12","","93","4.5","12064",""
"0.2","","1","","idle_normal_Ex0001","12","","3","1","12065",""
"","","","","se_alces_invisible","12","","23","se_alces","12066",""
"","","","","0","12","","32","12","12067",""
"","","","","1","12","","32","12","12068",""
"","","","","0","12","","93","0.1","12069",""
"0.3","1","1","","1","12","1","6","1","12070","0"
"","","","","0","12","","93","1.5","12071",""
"","","","","se_alces_breath","12","","23","se_alces","12072",""
"0.2","1","0","","relief_in","12","relief_idle","3","1","12073","0"
"","","0","","relief_in","12","","3","1001","12074",""
"","","","","0","12","","22","0","12075",""
"","","","","0","12","","93","3","12076",""
"","","0","","","12","0","101","12076","12077",""
"1.43","-130","100","walk_jog_talkjoy2","2","15","100","5","2","15001","0"
"1.4","-130","101","sit_readPaper","3","15","400","5","3","15002","1"
"","","","","0","15","","91","0","15003",""
"","0","-130","","235","15","0.8","2","2","15004",""
"","","0","","0","15","0","93","0.5","15005",""
"","","0","","vo_alces_1500","15","0","21","vo_alces","15006",""
"0","0","10","0.5","お使い行ってきたよ～\nソノおばちゃ～ん","15","1","11","2","15007","0"
"","","","","0","15","","93","0.3","15008",""
"0.2","","1","","talk_normal","15","","3","2","15009",""
"","","","","","15","","91","15007","15010",""
"","","","","0.5","15","","22","0","15011",""
"0.2","","1","","idle_normal","15","","3","2","15012",""
"","","","","0","15","","93","1","15013",""
"0.2","1","0","","sit_readPaperTurn","15","sit_readPaper","3","3","15014","0"
"","","","","0","15","","93","0.5","15015",""
"","","0","","vo_alces_1501","15","0","21","vo_alces","15016",""
"0","0","10","0.5","……ソノおばちゃ～ん！","15","1","11","2","15017","0"
"","","","","0","15","","93","0.3","15018",""
"0.2","1","0","","smile_normal","15","idle_normal","3","2","15019","0"
"","","0","","","15","0","91","15017","15020",""
"","","","","0.5","15","","22","0","15021",""
"","","","","0","15","","93","0.5","15022",""
"0.2","","1","","sad_idle_surprise","15","","3","2","15023",""
"","","","","1","15","","93","1","15024",""
"0.2","1","0","","sit_readPaperTurn","15","sit_readPaper","3","3","15025","0"
"","","","","0","15","","93","1.2","15026",""
"0.2","","1","","anger_talk_pain","15","","3","2","15027",""
"","","0","","vo_alces_1502","15","0","21","vo_alces","15028",""
"0","0","10","0.5","ソノおばちゃーんっ！！！","15","1","11","2","15029","0"
"","","0","","","15","0","91","0","15030",""
"","","","","0.5","15","","22","0","15031",""
"0.2","","1","","anger_idle_angerR","15","","3","2","15032",""
"","","","","1","15","","93","1.2","15033",""
"","","","","se_alces_emotion_quiet","15","","23","se_alces","15034",""
"10","0","1","","12","15","0","12","3","15035","0"
"","","","","0","15","","93","2.5","15036",""
"","","","","se_alces_emotion_notice","15","","23","se_alces","15037",""
"0","0","0.3","","10","15","0","12","2","15038","0"
"0.2","1","0","","notice_in_talk2","15","notice_loop_talk2","3","2","15039","0"
"","","","","0","15","","93","1.4","15040",""
"0.2","","1","","talk_normal_normal2","15","","3","2","15041",""
"","","0","","vo_alces_1503","15","0","21","vo_alces","15042",""
"0","0","10","0.5","ソノおねーちゃん","15","1","11","2","15043","0"
"","","0","","","15","0","91","0","15044",""
"0.2","","1","","idle_normal","15","","3","2","15045",""
"0.2","","1","","sit_out_smile","15","","3","3","15046",""
"","","","","1","15","","93","0.5","15047",""
"0.2","1","0","","sono_cool_in","15","sono_cool_talk","3","3","15048","0"
"0.2","","1","","surprise_idle_shy","15","","3","2","15049",""
"","","0","","vo_alces_1504","15","0","21","vo_alces","15050",""
"0","0","10","2.2","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","15","1","11","3","15051","0"
"","","0","","","15","0","91","0","15052",""
"","","","","0.5","15","","22","0","15053",""
"0.2","1","0","","sono_armcrossed_in","15","sono_armcrossed_idle","3","3","15054","0"
"","","","","0","15","","93","0.5","15055",""
"","","","","se_alces_emotion_sweat","15","","23","se_alces","15056",""
"0","0","1.5","","2","15","0","12","2","15057","0"
"0.2","","1","","talk_normal_nervous","15","","3","2","15058",""
"","","","","0","15","","93","0.8","15059",""
"0.2","","1","","sono_armcrossed_talk","15","","3","3","15060",""
"","","","","0","15","","93","1.7","15061",""
"0.2","","1","","iroha_idle_Ex0001","15","","3","2","15062",""
"0.2","","1","","sono_armcrossed_idle","15","","3","3","15063",""
"","","","","0","15","","93","1","15064",""
"","","","","0","15","","22","0","15065",""
"","","","","0","15","","93","3","15066",""
"","","0","","","15","0","101","15066","15067",""
"1.45","-160","103","iroha_idle_dere_glass","5","16","150","5","5","16001","1"
"0","1","150","","11","16","-160","31","11","16002",""
"1.45","-160","104","empty","1001","16","150","5","10","16003","1"
"1.41","-160","102","sono_walk_scare","3","16","1000","5","3","16004","1"
"1.41","-160","103","empty","1002","16","300","5","10","16005","1"
"","","110","","130","16","","13","3","16006",""
"1.42","-150","100","idle_normal","132211","16","-50","1","1","16007","0"
"1.42","-150","101","empty","1003","16","-50","5","10","16008","0"
"","","","","0","16","","91","0","16009",""
"0.2","1","0","","iroha_doya_in_glass","16","iroha_doya_talk_glass","3","5","16010","0"
"","","","","0","16","","93","0.5","16011",""
"","","0","","vo_alces_1600","16","0","21","vo_alces","16012",""
"0","0","10","4.9","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","16","1","11","5","16013","0"
"","","0","","","16","0","91","0","16014",""
"0.2","","1","","iroha_doya_idle_glass","16","","3","5","16015",""
"0.2","","1","","surprise_talk","16","","3","132211","16016",""
"","","0","","vo_alces_1601","16","0","21","vo_alces","16017",""
"0","0","10","0.8","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","16","1","11","132211","16018","0"
"","","0","","","16","0","91","0","16019",""
"0.2","","1","","surprise_idle","16","","3","132211","16020",""
"0.2","1","0","","iroha_cool_in_glass","16","iroha_cool_talk_glass","3","5","16021","0"
"","","0","","vo_alces_1602","16","0","21","vo_alces","16022",""
"0","0","10","1.6","そうよー私はソノよ。\nないすばでぃーでしょ？","16","1","11","5","16023","0"
"","","0","","","16","0","91","0","16024",""
"","","","","0.5","16","","22","0","16025",""
"","0","-160","","300","16","4","2","3","16026",""
"0.2","1","0","","sono_walk_scare","16","sono_armcrossed_idle","3","3","16027","0.2"
"0.2","1","0","","iroha_armcrossed_in_glass","16","iroha_armcrossed_talk_glass","3","5","16028","0"
"","","","","0","16","","93","0.5","16029",""
"0.2","1","0","","surprise2_in","16","surprise2_idle","3","132211","16030","0"
"","","0","","vo_alces_1603","16","0","21","vo_alces","16031",""
"0","0","10","3.9","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","16","1","11","5","16032","0"
"","","0","","","16","0","91","16027","16033",""
"","","0","","","16","0","91","16032","16034",""
"","","","","0.5","16","","22","0","16035",""
"","","","","se_alces_surprise","16","","23","se_alces","16036",""
"0.2","1","0","","iroha_shock_in","16","iroha_shock_loop","3","5","16037","0"
"0.2","","0","","iroha_shock_in","16","","3","1001","16038",""
"","","","","0","16","","93","1","16039",""
"0.2","","1","","sono_armcrossed_talk","16","","3","3","16040",""
"","","0","","vo_alces_1604","16","0","21","vo_alces","16041",""
"0","0","10","1.7","…私のフリしてどこ行くのかしら？\nイロハちゃん？","16","1","11","3","16042","0"
"","","0","","","16","0","91","0","16043",""
"","","","","0.5","16","","22","0","16044",""
"0.2","1","0","","sono_doya_in","16","sono_doya_idle","3","3","16045","0"
"0.2","","0","","iroha_kyorokyoro","16","","3","5","16046",""
"","","","","0","16","","93","1.8","16047",""
"","","","","se_alces_dotabata","16","","23","se_alces","16048",""
"0","1","0","","iroha_escape_in","16","iroha_escape","3","5","16049","0"
"","0","-160","","-1200","16","3.5","2","5","16050",""
"","","","","1","16","","32","11","16051",""
"","","","","sweatR_Loop","16","","37","11","16052",""
"","0","-160","","-1200","16","3.5","33","11","16053",""
"","","","","0","16","","93","0.1","16054",""
"0.2","","1","","sono_notice_in_anger","16","","3","3","16055",""
"0.2","","0","","sono_notice_in_anger","16","","3","1002","16056",""
"","","","","0","16","","93","0.3","16057",""
"0.2","1","0","","surprise2_turn","16","surprise2R_idle","3","132211","16058","0"
"","","","","0","16","","93","0.4","16059",""
"0.2","","1","","run_chase","16","","3","3","16060",""
"","0","-160","","-1050","16","3.5","2","3","16061",""
"","","","","0","16","","93","2","16062",""
"0.2","","1","","sadR_idle_nervous","16","","3","132211","16063",""
"0.2","1","0","","sad_idle_nervous_in","16","sad_idle_nervous","3","1003","16064","0"
"","","","","0","16","","93","2","16065",""
"","","","","0","16","","22","0","16066",""
"","","","","0","16","","93","3","16067",""
"","","0","","","16","0","101","16067","16068",""
"1.47","-190","100","idle_normal","5","17","-100","5","5","17001","0"
"0","1","-100","","1101","17","-190","31","11","17002",""
"1.47","-190","101","empty","1001","17","-100","5","10","17003","0"
"","","","","130","17","","13","5","17004",""
"1.43","-190","101","idle_kyapi_normal","4","17","125","5","4","17005","1"
"0","1","125","","1102","17","-190","31","11","17006",""
"","","","","0","17","","91","0","17007",""
"","","","","se_alces_breath","17","","23","se_alces","17008",""
"0.2","1","0","","sono_relief_in","17","sono_relief_talk","3","5","17009","0"
"0.2","","0","","sono_relief_in","17","","3","1001","17010",""
"","","","","0","17","","93","0.5","17011",""
"","","0","","vo_alces_1700","17","0","21","vo_alces","17012",""
"0","0","10","2.4","はあ…\n元の姿に戻っちゃった…","17","1","11","5","17013","0"
"","","","","1","17","","93","3.5","17014",""
"","","0","","","17","0","91","17013","17015",""
"0.2","1","0","","sono_ache_in","17","sono_tired_talk","3","5","17016","0"
"","","0","","vo_alces_1701","17","0","21","vo_alces","17017",""
"0","0","10","3.7","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","17","1","11","5","17018","0"
"","","0","","","17","0","91","0","17019",""
"0.2","","1","","sono_tired_idle","17","","3","5","17020",""
"0.2","","1","","jump_loop","17","","3","4","17021",""
"","","0","","vo_alces_1702","17","0","21","vo_alces","17022",""
"0","0","10","1.4","あはははーっ！！\nイロハの体、なまってるー！！","17","1","11","4","17023","0"
"","","0","","","17","0","91","0","17024",""
"0.2","","1","","joy_talk_normal2","17","","3","4","17025",""
"","","0","","vo_alces_1703","17","0","21","vo_alces","17026",""
"0","0","10","0.3","ちょっと全力で走ってくるねー！！","17","1","11","4","17027","0"
"","","0","","","17","0","91","0","17028",""
"0.1","1","0","","iroha_joy_to_run","17","iroha_run_dash","3","4","17029","0"
"","","","","0.5","17","","22","0","17030",""
"","0","-190","","1200","17","2.1","2","4","17031",""
"","","","","1","17","","32","1102","17032",""
"","","","","smokeL","17","","37","1102","17033",""
"","0","-190","","1200","17","2.1","33","1102","17034",""
"","","","","0","17","","93","2","17035",""
"0.2","1","0","","tired_to_sad","17","sad_talk_anger","3","5","17036","0"
"","","0","","vo_alces_1704","17","0","21","vo_alces","17037",""
"0","0","10","4.3","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","17","1","11","5","17038","0"
"","","0","","","17","0","91","0","17039",""
"0.1","","1","","run_chase_Ex0006","17","","3","5","17040",""
"","0","-190","","1100","17","3.5","2","5","17041",""
"","","","","1","17","","32","1101","17042",""
"","","","","sweatL_Loop","17","","37","1101","17043",""
"","0","-190","","1100","17","3.5","33","1101","17044",""
"","","0","","vo_alces_1705","17","0","21","vo_alces","17045",""
"0","0","10","0.5","コラ待てーっ！！","17","1","11","5","17046","0"
"","","","","0","17","","93","3","17047",""
"","","0","","","17","0","91","0","17048",""
"","","","","0","17","","22","0","17049",""
"","","","","0","17","","93","3","17050",""
"","","0","","","17","0","101","17050","17051",""
"1.4","-130","100","sit_drink_loop","5","18","400","5","5","18001","1"
"1.37","-145","101","iroha_sad_lookup_surprise","4","18","235","5","4","18002","0"
"","","","","0","18","","91","0","18003",""
"","","0","","vo_alces_1800","18","0","21","vo_alces","18004",""
"0","0","10","0.5","ごきゅっ…ごきゅっ…ごきゅっ！","18","1","11","5","18005","0"
"","","0","","","18","0","91","0","18006",""
"0.2","1","0","","sit_drink_handup_in","18","sit_drink_handup_talk","3","5","18007","0"
"","","","","0","18","","93","0.2","18008",""
"0.2","1","0","","iroha_surprise_in","18","iroha_surprise_look_idle","3","4","18009","0"
"","","","","0","18","","93","0.2","18010",""
"","","0","","vo_alces_1801","18","0","21","vo_alces","18011",""
"0","0","10","4.2","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","18","1","11","5","18012","0"
"","","0","","","18","0","91","0","18013",""
"0.2","1","0","","sit_drink_idle_in","18","sit_drink_idle","3","5","18014","0"
"0.2","","1","","iroha_anger_talk_lookup","18","","3","4","18015",""
"","","0","","vo_alces_1802","18","0","21","vo_alces","18016",""
"0","0","10","3.8","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","18","1","11","4","18017","20"
"","","0","","","18","0","91","0","18018",""
"0.2","","1","","iroha_anger_idle_lookup","18","","3","4","18019",""
"0.2","1","0","","sit_drink_idle_notice","18","sit_drink_idle_Jitome","3","5","18020","0"
"","","0","","vo_alces_1803","18","0","21","vo_alces","18021",""
"0","0","10","3.7","ふ、10年早いわ。\nぐびぐび","18","1","11","5","18022","0"
"","","0","","","18","0","91","0","18023",""
"0.2","1","0","","sit_drink_idle_to_yareyare","18","sit_drink_yareyare","3","5","18024","0"
"","","0","","vo_alces_1804","18","0","21","vo_alces","18025",""
"0","0","10","3.9","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","18","1","11","5","18026","0"
"","","0","","","18","0","91","0","18027",""
"","","","","0","18","","22","0","18028",""
"0.2","1","0","","iroha_anger_to_sad","18","iroha_sad_lookup_shy","3","4","18029","0"
"0.2","1","0","","sit_drink_yareyare_to_loop","18","sit_drink_loop","3","5","18030","0"
"","","","","0","18","","93","2","18031",""
"0.2","1","0","","sit_drink_handup_in_dead","18","sit_drink_handup_idle_dead","3","5","18032","0"
"","","","","0","18","","93","2","18033",""
"","","0","","vo_alces_1805","18","0","21","vo_alces","18034",""
"0","0","10","1.2","…うぃ～、ヒックッ","18","1","11","5","18035","0"
"","","0","","","18","0","91","0","18036",""
"0.2","","1","","iroha_sad_talk_lookup","18","","3","4","18037",""
"","","0","","vo_alces_1806","18","0","21","vo_alces","18038",""
"0","0","10","0.5","ダメな大人だ…","18","1","11","4","18039","20"
"","","0","","","18","0","91","0","18040",""
"0.2","","1","","iroha_sad_lookup_shy","18","","3","4","18041",""
"","","","","0","18","","22","0","18042",""
"","","","","0","18","","93","3","18043",""
"","","0","","","18","0","101","18043","18044",""
"1.4","-140","100","adv_luis","1","101","-1.7","5","1","101001","0"
"1","1","108.3","","1","101","87","31","1","101002",""
"1.4","-140","100","adv_luis","1","102","-1.7","5","1","102001","0"
"1","1","108.3","","1","102","87","31","1","102002",""
"1.4","-140","100","adv_luis","1","103","-1.7","5","1","103001","0"
"1","1","108.3","","1","103","87","31","1","103002",""
"1.5","-190","100","adv_iroha","2","104","90","5","2","104001","0"
"1","1","200","","1","104","37","31","1","104002",""
"1.5","-190","100","adv_iroha","2","105","90","5","2","105001","0"
"1","1","200","","1","105","37","31","1","105002",""
"1.5","-190","100","adv_iroha","2","106","90","5","2","106001","0"
"1","1","200","","1","106","37","31","1","106002",""
"1.38","-130","100","adv_sono","3","107","350","5","3","107001","1"
"1","1","475","","10","107","-18","31","10","107002",""
"1","1","460","","1","107","125","31","1","107003",""
"1.38","-130","100","adv_sono","3","108","350","5","3","108001","1"
"1","1","475","","10","108","-18","31","10","108002",""
"1","1","460","","1","108","125","31","1","108003",""
"1.38","-130","100","adv_sono","3","109","350","5","3","109001","1"
"1","1","475","","10","109","-18","31","10","109002",""
"1","1","460","","1","109","125","31","1","109003",""
"1.38","-130","100","adv_sono","3","110","350","5","3","110001","1"
"1","1","475","","10","110","-18","31","10","110002",""
"1","1","460","","1","110","125","31","1","110003",""
"1.4","-140","100","adv_luis","1","111","-1.7","5","1","111001","0"
"1","1","108.3","","1","111","87","31","1","111002",""
"","","","","special","111","","37","1","111003",""
"1.38","-130","100","adv_sono","3","112","350","5","3","112001","1"
"1","1","475","","10","112","-18","31","10","112002",""
"1","1","460","","1","112","125","31","1","112003",""
"","","","","special","112","","37","1","112004",""
"1.5","-190","100","adv_iroha","2","113","90","5","2","113001","0"
"1","1","200","","1","113","37","31","1","113002",""
"","","","","special","113","","37","1","113003",""
"1.5","-190","100","adv_iroha","2","114","90","5","2","114001","0"
"1","1","200","","1","114","37","31","1","114002",""
"","","","","special","114","","37","1","114003",""
"1.4","-140","100","adv_luis","1","115","-1.7","5","1","115001","0"
"1","1","108.3","","1","115","87","31","1","115002",""
"","","","","special","115","","37","1","115003",""
"1.5","-190","100","adv_iroha","2","116","90","5","2","116001","0"
"1","1","200","","1","116","37","31","1","116002",""
"","","","","special","116","","37","1","116003",""
"1.38","-130","100","adv_sono","3","117","350","5","3","117001","1"
"1","1","475","","10","117","-18","31","10","117002",""
"1","1","460","","1","117","125","31","1","117003",""
"","","","","special","117","","37","1","117004",""
"1.48","-190","100","adv_iroha_kodomo","4","118","90","5","4","118001","0"
"1","1","200","","1","118","37","31","1","118002",""
"","","","","special","118","","37","1","118003",""
"1.38","-130","100","adv_sono","3","119","350","5","3","119001","1"
"1","1","475","","10","119","-18","31","10","119002",""
"1","1","460","","1","119","125","31","1","119003",""
"","","","","special","119","","37","1","119004",""
"1.38","-130","100","adv_sono","3","120","350","5","3","120001","1"
"1","1","475","","10","120","-18","31","10","120002",""
"1","1","460","","1","120","125","31","1","120003",""
"","","","","special","120","","37","1","120004",""
"1.4","-140","100","adv_luis","1","121","-1.7","5","1","121001","0"
"1","1","108.3","","1","121","87","31","1","121002",""
"","","","","special","121","","37","1","121003",""
"1.38","-130","100","adv_sono","3","122","350","5","3","122001","1"
"1","1","475","","10","122","-18","31","10","122002",""
"1","1","460","","1","122","125","31","1","122003",""
"","","","","special","122","","37","1","122004",""
"1.4","-130","100","adv_sono_otona","5","123","350","5","5","123001","1"
"1","1","475","","10","123","-18","31","10","123002",""
"1","1","460","","1","123","125","31","1","123003",""
"","","","","special","123","","37","1","123004",""
"1.4","-140","100","adv_luis","1","125","-1.7","5","1","125001","0"
"1","1","108.3","","1","125","87","31","1","125002",""
"","","","","special","125","","37","1","125003",""
"1.48","-190","100","adv_iroha_kodomo","4","126","90","5","4","126001","0"
"1","1","200","","1","126","37","31","1","126002",""
"","","","","special","126","","37","1","126003",""
"1.5","-190","100","adv_iroha","2","127","90","5","2","127001","0"
"1","1","200","","1","127","37","31","1","127002",""
"","","","","special","127","","37","1","127003",""
"1.4","-140","100","adv_luis","1","128","-1.7","5","1","128001","0"
"1","1","108.3","","1","128","87","31","1","128002",""
"","","","","special","128","","37","1","128003",""
"1.4","-130","100","adv_sono_otona","5","129","350","5","5","129001","1"
"1","1","475","","10","129","-18","31","10","129002",""
"1","1","460","","1","129","125","31","1","129003",""
"","","","","special","129","","37","1","129004",""
"1.38","-130","100","adv_sono","3","130","350","5","3","130001","1"
"1","1","475","","10","130","-18","31","10","130002",""
"1","1","460","","1","130","125","31","1","130003",""
"","","","","special","130","","37","1","130004",""
"1.4","-140","100","adv_luis","1","131","-1.7","5","1","131001","0"
"1","1","108.3","","1","131","87","31","1","131002",""
"","","","","special","131","","37","1","131003",""
"1.5","-190","100","adv_iroha","2","132","90","5","2","132001","0"
"1","1","200","","1","132","37","31","1","132002",""
"","","","","special","132","","37","1","132003",""
