3779d35294bac82289a839fe800d8e274c3a0ca99f45f5410c693a88cc77e99f,0b4b3fdd3a25f83c68582efab3f0fcc633c8c8bd722897fccb630eda043abfdd,e336b95b01e8dbf58035d2889d09708605f97d1eb6e75426a4c3470aa2d965b6,e5edac13fe3e96d6cd2c8032e8fa1efff7c54409f765a5938ddea039b58545e0,0e022c3b69571b07e75a6d2ad126e6d2ed6664856038f35e5dab659a06faaadd,30d49d56b27d8c642f4a914a75080581a19a1065ab949db87b0105655fdecb70,2fef6dca14a68e8fb7a649e1623e73cab11b065e6d4d1fcb783ddc0cfaedb3bf,e68a3b7df368436a79458eafbbfd71da25672478836c271f2b5e34f2f39d5234,26a24d7670ce3886243bddf4a2bcd5ca7beb351bceddb63e8c9c149478cc57c6,26059d04fb42c1271d806cadfba50ab9e245ab770ab301a3b5691fce93d6a7b1,fc55a1d2a6fd48efdc870d65f3d09d00bf49778e6b1b049e50c8cc8f5142540e
"3","nyx_203_yukari_03","","","","3","","1","0.5","203","12030035"
"3","nyx_203_yukari_03","","","","103431","","1","0.5","203","12030036"
"11","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","","","","103431","","10","","203","12030037"
"91","","","","","0","","","","203","12030038"
"93","","","","","0.1","","","","203","12030039"
"3","nyx_203_yukari_06","","nyx_203_yukari_05","","3","1","0","0.2","203","12030040"
"3","nyx_203_yukari_06","","nyx_203_yukari_05","","103431","1","0","0.2","203","12030041"
"93","","","","","0.5","","","","203","12030042"
"3","nyx_lookup","","nyx_cmn_05","0.2","103231","1","0","0.2","203","12030043"
"93","","","","","2","","","","203","12030044"
"12","1","","","","103231","","1","","203","12030045"
"4","1","","","","3","","","","203","12030046"
"4","1","","","","103431","","","","203","12030047"
"3","nyx_203_yukari_04","","","","3","","0","0.2","203","12030048"
"3","nyx_203_yukari_04","","","","103431","","0","0.2","203","12030049"
"2","-245","","0.67","","3","0","-10","","203","12030050"
"2","-245","","0.67","","103431","0","-10","","203","12030051"
"93","","","","","0.67","","","","203","12030052"
"93","","","","","0.83","","","","203","12030053"
"2","-265","","0.5","","3","0","-10","","203","12030054"
"2","-265","","0.5","","103431","0","-10","","203","12030055"
"93","","","","","0.5","","","","203","12030056"
"2","-328","","0.67","","3","0","-10","","203","12030057"
"2","-328","","0.67","","103431","0","-10","","203","12030058"
"3","nyx_cmn_04","","","","103231","","1","0.2","203","12030059"
"3","nyx_lookup","","nyx_idle_sad","0.2","104831","1","0","0.2","203","12030060"
"93","","","","","0.67","","","","203","12030061"
"2","-330","","0.67","","3","0","-10","","203","12030062"
"2","-330","","0.67","","103431","0","-10","","203","12030063"
"93","","","","","0.67","","","","203","12030064"
"3","nyx_203_yukari_05","","nyx_203_yukari_06","","3","1","0","0.2","203","12030065"
"3","nyx_203_yukari_05","","nyx_203_yukari_06","","103431","1","0","0.2","203","12030066"
"93","","","","","0.66","","","","203","12030067"
"12","12","","","","104831","","1","","203","12030068"
"93","","","","","2","","","","203","12030069"
"12","9","","","","103431","","1","","203","12030070"
"3","nyx_lookup","","nyx_talk_sad","0.2","104631","1","0","0.2","203","12030071"
"4","0","","","","3","","","","203","12030072"
"4","0","","","","103431","","","","203","12030073"
"3","nyx_203_yukari_04","","","","3","","0","0.2","203","12030074"
"3","nyx_203_yukari_04","","","","103431","","0","0.2","203","12030075"
"2","-285","","0.67","","3","0","-10","","203","12030076"
"2","-285","","0.67","","103431","0","-10","","203","12030077"
"93","","","","","0.67","","","","203","12030078"
"93","","","","","0.83","","","","203","12030079"
"2","-265","","0.5","","3","0","-10","","203","12030080"
"2","-265","","0.5","","103431","0","-10","","203","12030081"
"93","","","","","0.5","","","","203","12030082"
"2","-202","","0.67","","3","0","-10","","203","12030083"
"2","-202","","0.67","","103431","0","-10","","203","12030084"
"12","5","","","","104631","","1","","203","12030085"
"93","","","","","0.67","","","","203","12030086"
"2","-200","","0.67","","3","0","-10","","203","12030087"
"2","-200","","0.67","","103431","0","-10","","203","12030088"
"93","","","","","0.67","","","","203","12030089"
"3","nyx_203_yukari_05","","","","3","","1","0.2","203","12030090"
"3","nyx_203_yukari_05","","","","103431","","1","0.2","203","12030091"
"93","","","","","0.66","","","","203","12030092"
"3","nyx_idle_sad","","","","104631","","1","0.2","203","12030093"
"12","6","","","","103431","","1","","203","12030094"
"4","0","","","","3","","","","203","12030095"
"4","0","","","","103431","","","","203","12030096"
"93","","","","","1","","","","203","12030097"
"101","","","","","12030039","","","","203","12030098"
"1","104831","nyx_204_mifuyu_01","121.8","1","1","28.5","110","1.2","204","12040001"
"5","2","nyx_204_mifuyu_01","121.8","1","2","28.5","120","1.2","204","12040002"
"1","103431","nyx_idle_normal","-278","0","1","-286.1","110","1.2","204","12040003"
"1","104631","nyx_idle_normal","283.5","1","1","-286.1","140","1.2","204","12040004"
"1","103231","nyx_idle_normal","-413","0","1","-286.1","110","1.2","204","12040005"
"31","1","","0","","2","1","0","1","204","12040006"
"5","3","nyx_yagura_up_harf","109","0","3","-278","130","1.2","204","12040007"
"31","2","","34","","14","1","-111","1","204","12040008"
"25","bgm_M347","","","","bgm_M347","","","","204","12040009"
"93","","","","","2","","","","204","12040010"
"3","nyx_204_mifuyu_01","","","","104831","","1","0.2","204","12040011"
"3","nyx_204_mifuyu_01","","","","2","","1","0.2","204","12040012"
"11","とうとう完成…\nしてしまったわね…","","","","104831","","10","0","204","12040013"
"93","","","","","0.2","","","","204","12040014"
"3","nyx_lookup","","nyx_204_akino_01_loop","0.2","104631","1","0","0.2","204","12040015"
"93","","","","","0.5","","","","204","12040016"
"3","nyx_204_mifuyu_02","","","","104831","","1","0.2","204","12040017"
"3","nyx_204_mifuyu_02","","","","2","","1","0.2","204","12040018"
"91","","","","","12040013","","","","204","12040019"
"11","設計段階より\n明らかに機能が\n増やされてるわ…","","","","104831","","10","0","204","12040020"
"93","","","","","1.5","","","","204","12040021"
"3","nyx_lookup","","nyx_lookup_loop","0.2","103431","1","0","0.2","204","12040022"
"91","","","","","12040020","","","","204","12040023"
"93","","","","","0.2","","","","204","12040024"
"3","nyx_204_akino_01","","","","103231","","0","0.2","204","12040025"
"11","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","","","","103231","","10","","204","12040026"
"93","","","","","1","","","","204","12040027"
"3","nyx_204_akino_02","","","","103231","","1","0.2","204","12040028"
"91","","","","","12040026","","","","204","12040029"
"93","","","","","0.5","","","","204","12040030"
"11","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","","","","104831","","10","0","204","12040031"
"93","","","","","0.2","","","","204","12040032"
"3","nyx_204_mifuyu_03","","","0.2","104831","","1","0.2","204","12040033"
"3","nyx_204_mifuyu_03","","","0.2","2","","1","0.2","204","12040034"
"93","","","","","3","","","","204","12040035"
"91","","","","","12040031","","","","204","12040036"
"3","nyx_talk_sad","","","","104631","","1","","204","12040037"
"11","ど、どうして\n震えてるにゃ？\nミフユ…","","","","104631","","10","","204","12040038"
"91","","","","","0","","","","204","12040039"
"3","nyx_204_mifuyu_04","","nyx_204_mifuyu_05","0.3","104831","1","0","0.3","204","12040040"
"3","nyx_204_mifuyu_04","","nyx_204_mifuyu_05","0.3","2","1","0","0.3","204","12040041"
"11","当たり前です！\nなんですかこの\n無駄だらけな機能！","","","","104831","","10","0","204","12040042"
"93","","","","","0.6","","","","204","12040043"
"3","cmn_shock_def_N","","nyx_idle_surprise2","0.2","104631","1","0","0.3","204","12040044"
"3","cmn_shock_def_N","","nyx_idle_sad","0.2","103431","1","0","0.3","204","12040045"
"3","cmn_shock_def_N","","nyx_idle_surprise1","0.2","103231","1","0","0.3","204","12040046"
"93","","","","","1.5","","","","204","12040047"
"91","","","","","12040042","","","","204","12040048"
"11","どこを見ても\n無駄ばかり…\n非効率すぎる…！","","","","104831","","10","0","204","12040049"
"91","","","","","0","","","","204","12040050"
"3","nyx_talk_sad","","","0.3","103431","","1","0.3","204","12040051"
"11","お、落ち着いて\nミフユさん…\n仕方がなかったの…","","","","103431","","10","","204","12040052"
"91","","","","","0","","","","204","12040053"
"11","こんなの\n落ち着けるわけ\nないでしょーっ！","","","","104831","","10","0","204","12040054"
"93","","","","","2.7","","","","204","12040055"
"3","nyx_cmn_03","","","0.3","103431","","1","0.3","204","12040056"
"3","nyx_204_mifuyu_07","","nyx_204_mifuyu_06","0.3","104831","1","0","0.3","204","12040057"
"3","nyx_204_mifuyu_07","","nyx_204_mifuyu_06","0.3","2","1","0","0.3","204","12040058"
"91","","","","","12040052","","","","204","12040059"
"93","","","","","0.5","","","","204","12040060"
"4","0","","","","103431","","1","","204","12040061"
"93","","","","","0.5","","","","204","12040062"
"12","2","","","","103431","","1","","204","12040063"
"93","","","","","1.5","","","","204","12040064"
"12","17","","","","104631","","1","","204","12040065"
"3","nyx_talk_sad","","","0.3","104631","","1","0.3","204","12040066"
"93","","","","","1.5","","","","204","12040067"
"4","1","","","","103431","","1","","204","12040068"
"3","nyx_idle_sad","","","0.3","104631","","1","0.3","204","12040069"
"93","","","","","0.2","","","","204","12040070"
"12","7","","","","103231","","1","","204","12040071"
"3","nyx_talk_joy1","","cmn_pose02_def_N","0.2","103231","1","0","0.3","204","12040072"
"93","","","","","0.1","","","","204","12040073"
"3","nyx_talk_sad","","","0.3","103431","","1","0.3","204","12040074"
"93","","","","","2","","","","204","12040075"
"12","15","","","","104831","","1","","204","12040076"
"93","","","","","2","","","","204","12040077"
"101","1","","","","12040061","","","","204","12040078"
"1","111031","nyx_301_yuni_01","-135","0","1","-277","110","1.2","301","13010001"
"31","1","","0","","3","1","0","1","301","13010002"
"31","2","","-195","","17","1","40","1","301","13010003"
"31","3","","-195","","18","1","40","0","301","13010004"
"31","4","","-195","","19","1","40","0","301","13010005"
"25","bgm_M347","","","","bgm_M347","","","","301","13010006"
"93","","","","","2","","","","301","13010007"
"11","なかよしX…\nあれは実に\n浪漫の結晶だった…","","","","111031","","10","","301","13010008"
"91","1","","","","0","","","","301","13010009"
"11","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","","","","111031","","10","","301","13010010"
"91","1","","","","0","","","","301","13010011"
"93","","","","","0.6","","","","301","13010012"
"3","nyx_103_yuni_02","","","","111031","","1","0.2","301","13010013"
"11","というわけで\nなかよしXの残骸を\n集めてみたわけだが","","","","111031","","10","","301","13010014"
"91","1","","","","0","","","","301","13010015"
"3","cmn_pose02_def_N","","nyx_idle_normal","0.2","111031","","0","0.2","301","13010016"
"11","これらをリペアして\n単に組み直したとて\n模造品でしかない","","","","111031","","10","","301","13010017"
"91","1","","","","0","","","","301","13010018"
"3","nyx_103_yuni_03","","nyx_103_yuni_04","","111031","1","0","0.2","301","13010019"
"11","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","","","","111031","","10","","301","13010020"
"91","1","","","","0","","","","301","13010021"
"3","cmn_pose02_def_N","","","","111031","","1","0.2","301","13010022"
"11","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","","","","111031","","10","","301","13010023"
"91","","","","","0","","","","301","13010024"
"93","","","","","0.5","","","","301","13010025"
"3","nyx_301_yuni_03","","","","111031","","1","0.2","301","13010026"
"11","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","","","","111031","","10","","301","13010027"
"91","1","","","","0","","","","301","13010028"
"11","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","","","","111031","","10","","301","13010029"
"91","1","","","","0","","","","301","13010030"
"3","nyx_301_yuni_01","","","","111031","","1","0.2","301","13010031"
"11","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","","","","111031","","10","","301","13010032"
"91","","","","","0","","","","301","13010033"
"93","","","","","2","","","","301","13010034"
"4","1","","","","111031","","","","301","13010035"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010036"
"2","-230","","1.5","","111031","","-277","","301","13010037"
"93","","","","","1.5","","","","301","13010038"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010039"
"93","","","","","3","","","","301","13010040"
"4","0","","","","111031","","","","301","13010041"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010042"
"2","-95","","1.5","","111031","","-277","","301","13010043"
"93","","","","","1.5","","","","301","13010044"
"12","12","","","","111031","","1","","301","13010045"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010046"
"93","","","","","0.4","","","","301","13010047"
"32","1","","","","3","","","","301","13010048"
"93","","","","","2.6","","","","301","13010049"
"4","1","","","","111031","","","","301","13010050"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010051"
"2","-230","","1.5","","111031","","-277","","301","13010052"
"93","","","","","1.5","","","","301","13010053"
"12","13","","","","111031","","1","","301","13010054"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010055"
"93","","","","","3","","","","301","13010056"
"4","0","","","","111031","","","","301","13010057"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010058"
"2","-95","","1.5","","111031","","-277","","301","13010059"
"93","","","","","1.5","","","","301","13010060"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010061"
"93","","","","","0.4","","","","301","13010062"
"32","1","","","","4","","","","301","13010063"
"93","","","","","2.6","","","","301","13010064"
"4","1","","","","111031","","","","301","13010065"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010066"
"2","-230","","1.5","","111031","","-277","","301","13010067"
"93","","","","","1.5","","","","301","13010068"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010069"
"93","","","","","3","","","","301","13010070"
"4","0","","","","111031","","","","301","13010071"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010072"
"2","165","","4","","111031","","-277","","301","13010073"
"93","","","","","4","","","","301","13010074"
"12","12","","","","111031","","1","","301","13010075"
"3","nyx_301_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010076"
"93","","","","","3","","","","301","13010077"
"4","1","","","","111031","","","","301","13010078"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010079"
"2","-230","","4","","111031","","-277","","301","13010080"
"93","","","","","4","","","","301","13010081"
"12","17","","","","111031","","1","","301","13010082"
"3","cmn_pose02_def_N","","nyx_idle_normal","0.2","111031","1","0","0.2","301","13010083"
"93","","","","","4","","","","301","13010084"
"4","0","","","","111031","","","","301","13010085"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010086"
"2","165","","4","","111031","","-277","","301","13010087"
"93","","","","","4","","","","301","13010088"
"3","nyx_301_yuni_02","","nyx_303_yuni_01","0.2","111031","0","0","0.2","301","13010089"
"93","","","","","2.4","","","","301","13010090"
"12","7","","","","111031","","1","","301","13010091"
"93","","","","","1.6","","","","301","13010092"
"4","1","","","","111031","","","","301","13010093"
"3","cmn_walk_def_N","","","","111031","","1","0.2","301","13010094"
"2","-230","","4","","111031","","-277","","301","13010095"
"93","","","","","4","","","","301","13010096"
"12","2","","","","111031","","1","","301","13010097"
"3","nyx_301_yuni_02","","cmn_pose02_def_N","0.2","111031","1","0","0.2","301","13010098"
"93","","","","","4","","","","301","13010099"
"101","","","","","13010071","","","","301","13010100"
"1","111031","nyx_idle_normal","4000","1","1","-277","110","1.2","302","13020001"
"5","2","NoItem","-200","1","2","-277","120","1.2","302","13020002"
"31","1","","0","","3","1","0","1","302","13020003"
"31","3","","-240","","20","1","-110","0","302","13020004"
"31","4","","-195","","21","1.2","40","1","302","13020005"
"25","bgm_M347","","","","bgm_M347","","","","302","13020006"
"93","","","","","2","","","","302","13020007"
"3","nyx_302_yuni_01","","nyx_idle_normal","0.2","111031","1","0","","302","13020008"
"2","-200","","0","","111031","","-277","","302","13020009"
"2","-200","","0","","2","","-279","","302","13020010"
"11","…ぷはーっ！","","","","111031","","10","","302","13020011"
"93","","","","","0","","","","302","13020012"
"32","1","","","","3","","","","302","13020013"
"91","","","","","13020011","","","","302","13020014"
"11","いかんいかん\n資材の山に埋もれて\nしまうところだった","","","","111031","","10","","302","13020015"
"91","","","","","0","","","","302","13020016"
"3","nyx_302_yuni_02","","NoItem","","2","1","0","0.2","302","13020017"
"3","nyx_302_yuni_02","","nyx_idle_normal","0.2","111031","1","0","0.2","302","13020018"
"11","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","","","","111031","","10","","302","13020019"
"93","","","","","5","","","","302","13020020"
"4","0","","","","111031","","","","302","13020021"
"3","nyx_cmn_03","","","","111031","","1","0.2","302","13020022"
"11","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","","","","111031","","10","","302","13020023"
"91","","","","","0","","","","302","13020024"
"3","nyx_301_yuni_01","","","","111031","","1","0.2","302","13020025"
"11","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","","","","111031","","10","","302","13020026"
"91","1","","","","0","","","","302","13020027"
"11","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","","","","111031","","10","","302","13020028"
"91","1","","","","0","","","","302","13020029"
"3","nyx_302_yuni_03","","nyx_302_yuni_04","","111031","1","0","0.2","302","13020030"
"11","是非もなし\nいざ往かん！","","","","111031","","10","","302","13020031"
"91","1","","","","0","","","","302","13020032"
"93","","","","","1.5","","","","302","13020033"
"11","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","","","","111031","","10","","302","13020034"
"91","","","","","0","","","","302","13020035"
"93","","","","","6","","","","302","13020036"
"12","2","","","","111031","","1","","302","13020037"
"93","","","","","4","","","","302","13020038"
"12","4","","","","111031","","1","","302","13020039"
"93","","","","","4","","","","302","13020040"
"101","","","","","13020036","","","","302","13020041"
"1","111031","nyx_303_yuni_07","49","1","1","-221.5","110","1.2","303","13030001"
"31","1","","0","","4","1","0","1","303","13030002"
"25","bgm_M347","","","","bgm_M347","","","","303","13030003"
"93","","","","","2","","","","303","13030004"
"11","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","","","","111031","","10","","303","13030005"
"91","","","","","0","","","","303","13030006"
"3","nyx_303_yuni_01_noshadow","","","","111031","","1","0.2","303","13030007"
"11","ふふふ…我ながら\n納得の出来栄え…","","","","111031","","10","","303","13030008"
"91","","","","","0","","","","303","13030009"
"11","外観の完成度も\nさることながら\n特筆すべきは機能だ","","","","111031","","10","","303","13030010"
"91","","","","","0","","","","303","13030011"
"3","nyx_303_yuni_03","","","","111031","","1","0.2","303","13030012"
"11","試しに動作試験を\nしてみるとしよう","","","","111031","","10","","303","13030013"
"91","","","","","0","","","","303","13030014"
"3","nyx_303_yuni_02","","nyx_303_yuni_04","0.2","111031","1","0","0.2","303","13030015"
"93","","","","","3","","","","303","13030016"
"3","nyx_303_yuni_07","","","","111031","","1","0.2","303","13030017"
"11","ふむ…\n表情映写の動作に\n問題はないようだ","","","","111031","","10","","303","13030018"
"91","","","","","0","","","","303","13030019"
"3","nyx_303_yuni_09","","nyx_303_yuni_04","0.2","111031","1","0","0.2","303","13030020"
"11","次はいずれの機能を\n試してみるか…","","","","111031","","10","","303","13030021"
"91","","","","","0","","","","303","13030022"
"93","","","","","0.5","","","","303","13030023"
"11","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","","","","111031","","10","","303","13030024"
"93","","","","","1.5","","","","303","13030025"
"3","nyx_303_yuni_02","","","","111031","","0","0.2","303","13030026"
"93","","","","","1","","","","303","13030027"
"3","nyx_303_yuni_06","","nyx_303_yuni_05","","111031","1","0","0.2","303","13030028"
"93","","","","","2","","","","303","13030029"
"11","…危ない危ない\n自爆装置を起動して\nしまうところだった","","","","111031","","10","","303","13030030"
"93","","","","","0.1","","","","303","13030031"
"3","nyx_303_yuni_08","","","","111031","","1","0.2","303","13030032"
"91","","","","","13030030","","","","303","13030033"
"93","","","","","2","","","","303","13030034"
"3","nyx_303_yuni_09","","nyx_303_yuni_04","0.2","111031","1","0","0.2","303","13030035"
"93","","","","","2","","","","303","13030036"
"3","nyx_303_yuni_02","","nyx_303_yuni_03","0.2","111031","1","0","0.2","303","13030037"
"93","","","","","1.8","","","","303","13030038"
"12","6","","","","111031","","1","","303","13030039"
"93","","","","","3.2","","","","303","13030040"
"3","nyx_303_yuni_09","","nyx_303_yuni_04","0.2","111031","1","0","0.2","303","13030041"
"93","","","","","2","","","","303","13030042"
"3","nyx_303_yuni_02","","nyx_303_yuni_08","0.2","111031","1","0","0.2","303","13030043"
"93","","","","","1.8","","","","303","13030044"
"12","2","","","","111031","","1","","303","13030045"
"93","","","","","1.2","","","","303","13030046"
"101","","","","","13030034","","","","303","13030047"
