8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"0","0","0.5","0","1007405","5","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","1","111011","11","1007405053"
"","","","","1007405","","","","0","91","1007405054"
"0.2","","","","1007405","0","mhp_yuni_sleep_in","","111011","3","1007405055"
"0","1","","0","1007405","0","mhp_yuni_sleep_in","NoItem","31","3","1007405056"
"","","","","1007405","0","vo_mhp_1108","0","vo_mhp_1007405","21","1007405057"
"0","0","0.5","0","1007405","6","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","1","111011","11","1007405058"
"","","","","1007405","","1","","8.2","93","1007405059"
"0.2","","","","1007405","0","mhp_yuni_sleep_out","","111011","3","1007405060"
"0.2","","","","1007405","0","mhp_yuni_sleep_out","","31","3","1007405061"
"","","","","1007405","","","","1007405058","91","1007405062"
"0.2","","","","1007405","1","mhp_sit_idle_sad","","111011","3","1007405063"
"0.2","","","","1007405","1","NoItem_idle","","31","3","1007405064"
"0.2","","","","1007405","1","mhp_sit_talk_thinking","","117531","3","1007405065"
"","","","","1007405","0","vo_mhp_1109","0","vo_mhp_1007405","21","1007405066"
"0","0","0.5","0","1007405","5","あー、そういう……はいはい。","1","117531","11","1007405067"
"","","","","1007405","","","","0","91","1007405068"
"0.2","","","","1007405","1","mhp_sit_idle","","117531","3","1007405069"
"0.2","","","","1007405","1","mhp_sit_talk_sad2","","111011","3","1007405070"
"","","","","1007405","0","vo_mhp_1110","0","vo_mhp_1007405","21","1007405071"
"0","0","0.5","0","1007405","5","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","1","111011","11","1007405072"
"","","","","1007405","","","","0","91","1007405073"
"0.2","","","","1007405","1","mhp_sit_idle_sad2","","111011","3","1007405074"
"","","","","1007405","0","1007405078","","ハッスルポーション","103","1007405075"
"","","","","1007405","0","1007405124","","グッスリポーション","103","1007405076"
"","","","","1007405","0","1007405166","","ハッタリポーション","103","1007405077"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","117531","3","1007405078"
"","","","","1007405","","0","","0.6","93","1007405079"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","111011","3","1007405080"
"","","","","1007405","","0","","0.2","93","1007405081"
"0.2","0","","","1007405","1","mhp_walk","","111011","3","1007405082"
"","0","","","1007405","-220","35","1.5","111011","2","1007405083"
"","0","","","1007405","-220","35","1.5","31","2","1007405084"
"","0","","","1007405","-220","35","1.5","11","2","1007405085"
"","0","","","1007405","-220","35","1.5","12","2","1007405086"
"","","","","1007405","","0","","0.3","93","1007405087"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","117531","3","1007405088"
"0","1","","0","1007405","1","1","1","21","6","1007405089"
"0","1","","0","1007405","1","1","1","22","6","1007405090"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","21","3","1007405091"
"0.2","1","","0","1007405","0","mhp_item_EX0001_handover_in","mhp_item_EX0001_handover_loop","22","3","1007405092"
"","","","","1007405","","0","","1.2","93","1007405093"
"0.2","1","","0","1007405","0","mhp_handover_receive_in","mhp_handover_receive_loop","111011","3","1007405094"
"0","1","","0","1007405","1","1","1","11","6","1007405095"
"0","1","","0","1007405","1","1","1","12","6","1007405096"
"0.2","1","","0","1007405","0","mhp_receive_yuni_in","mhp_receive_yuni_loop","11","3","1007405097"
"0.2","1","","0","1007405","0","mhp_item_EX0001_receive_in","mhp_item_EX0001_receive_loop","12","3","1007405098"
"","","","","1007405","","0","","0.6","93","1007405099"
"0.4","1","","0","1007405","1","1","1","22","6","1007405100"
"","","","","1007405","","0","","0.4","93","1007405101"
"0.2","1","","0","1007405","0","mhp_handover_out","mhp_idle_normal","117531","3","1007405102"
"0.2","1","","0","1007405","0","mhp_handover_out","NoItem_idle","21","3","1007405103"
"0.2","1","","0","1007405","0","mhp_item_EX0001_handover_out","NoItem_idle","22","3","1007405104"
"","","","","1007405","","0","","0.4","93","1007405105"
"0.2","1","","0","1007405","0","mhp_handover_receive_out","mhp_idle_normal","111011","3","1007405106"
"0.2","1","","0","1007405","0","mhp_receive_yuni_out","NoItem_idle","11","3","1007405107"
"0.2","1","","0","1007405","0","mhp_item_EX0001_receive_out","NoItem_idle","12","3","1007405108"
"","","","","1007405","","","","2","93","1007405109"
"0.2","","","","1007405","1","mhp_talk_joy2","","111011","3","1007405110"
"","","","","1007405","0","vo_mhp_1111","0","vo_mhp_1007405","21","1007405111"
"0","0","0.5","0","1007405","8","わ～い、いつものポーションだぁ～！","1","111011","11","1007405112"
"","","","","1007405","","","","0","91","1007405113"
"0.2","","","","1007405","1","mhp_idle_joy2","","111011","3","1007405114"
"0.2","","","","1007405","1","mhp_talk_worry","","117531","3","1007405115"
"","","","","1007405","0","vo_mhp_1112","0","vo_mhp_1007405","21","1007405116"
"0","0","0.5","0","1007405","6","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","1","117531","11","1007405117"
"","","","","1007405","","","","0","91","1007405118"
"0.2","","","","1007405","1","mhp_talk_wish2","","117531","3","1007405119"
"","","","","1007405","0","vo_mhp_1113","0","vo_mhp_1007405","21","1007405120"
"0","0","0.5","0","1007405","5","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","1","117531","11","1007405121"
"","","","","1007405","","","","0","91","1007405122"
"","","","","1007405","","","","1007405213","101","1007405123"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","117531","3","1007405124"
"","","","","1007405","","0","","0.6","93","1007405125"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","111011","3","1007405126"
"","","","","1007405","","0","","0.2","93","1007405127"
"0.2","0","","","1007405","1","mhp_walk","","111011","3","1007405128"
"","0","","","1007405","-220","35","1.5","111011","2","1007405129"
"","0","","","1007405","-220","35","1.5","31","2","1007405130"
"","0","","","1007405","-220","35","1.5","11","2","1007405131"
"","0","","","1007405","-220","35","1.5","12","2","1007405132"
"","","","","1007405","","0","","0.3","93","1007405133"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","117531","3","1007405134"
"0","1","","0","1007405","1","1","1","21","6","1007405135"
"0","1","","0","1007405","1","1","1","22","6","1007405136"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","21","3","1007405137"
"0.2","1","","0","1007405","0","mhp_item_EX0002_handover_in","mhp_item_EX0002_handover_loop","22","3","1007405138"
"","","","","1007405","","0","","1.2","93","1007405139"
"0.2","1","","0","1007405","0","mhp_handover_receive_in","mhp_handover_receive_loop","111011","3","1007405140"
"0","1","","0","1007405","1","1","1","11","6","1007405141"
"0","1","","0","1007405","1","1","1","12","6","1007405142"
"0.2","1","","0","1007405","0","mhp_receive_yuni_in","mhp_receive_yuni_loop","11","3","1007405143"
"0.2","1","","0","1007405","0","mhp_item_EX0002_receive_in","mhp_item_EX0002_receive_loop","12","3","1007405144"
"","","","","1007405","","0","","0.6","93","1007405145"
"0.4","1","","0","1007405","1","1","1","22","6","1007405146"
"","","","","1007405","","0","","0.4","93","1007405147"
"0.2","1","","0","1007405","0","mhp_handover_out","mhp_idle_normal","117531","3","1007405148"
"0.2","1","","0","1007405","0","mhp_handover_out","NoItem_idle","21","3","1007405149"
"0.2","1","","0","1007405","0","mhp_item_EX0002_handover_out","NoItem_idle","22","3","1007405150"
"","","","","1007405","","0","","0.4","93","1007405151"
"0.2","1","","0","1007405","0","mhp_handover_receive_out","mhp_idle_normal","111011","3","1007405152"
"0.2","1","","0","1007405","0","mhp_receive_yuni_out","NoItem_idle","11","3","1007405153"
"0.2","1","","0","1007405","0","mhp_item_EX0002_receive_out","NoItem_idle","12","3","1007405154"
"","","","","1007405","","","","2","93","1007405155"
"0.2","","","","1007405","1","mhp_talk_anger2","","111011","3","1007405156"
"","","","","1007405","0","vo_mhp_1114","0","vo_mhp_1007405","21","1007405157"
"0","0","0.5","0","1007405","6","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","1","111011","11","1007405158"
"","","","","1007405","","","","0","91","1007405159"
"0.2","","","","1007405","1","mhp_idle_sad","","111011","3","1007405160"
"0.2","","","","1007405","1","mhp_talk_worry","","117531","3","1007405161"
"","","","","1007405","0","vo_mhp_1115","0","vo_mhp_1007405","21","1007405162"
"0","0","0.5","0","1007405","6","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","1","117531","11","1007405163"
"","","","","1007405","","","","0","91","1007405164"
"","","","","1007405","","","","1007405213","101","1007405165"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","117531","3","1007405166"
"","","","","1007405","","0","","0.6","93","1007405167"
"0.2","1","","0","1007405","0","mhp_sit_out","mhp_idle_normal","111011","3","1007405168"
"","","","","1007405","","0","","0.2","93","1007405169"
"0.2","0","","","1007405","1","mhp_walk","","111011","3","1007405170"
"","0","","","1007405","-220","35","1.5","111011","2","1007405171"
"","0","","","1007405","-220","35","1.5","31","2","1007405172"
"","0","","","1007405","-220","35","1.5","11","2","1007405173"
"","0","","","1007405","-220","35","1.5","12","2","1007405174"
"","","","","1007405","","0","","0.3","93","1007405175"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","117531","3","1007405176"
"0","1","","0","1007405","1","1","1","21","6","1007405177"
"0","1","","0","1007405","1","1","1","22","6","1007405178"
"0.2","1","","0","1007405","0","mhp_handover_in","mhp_handover_loop","21","3","1007405179"
"0.2","1","","0","1007405","0","mhp_item_EX0003_handover_in","mhp_item_EX0003_handover_loop","22","3","1007405180"
"","","","","1007405","","0","","1.2","93","1007405181"
"0.2","1","","0","1007405","0","mhp_handover_receive_in","mhp_handover_receive_loop","111011","3","1007405182"
"0","1","","0","1007405","1","1","1","11","6","1007405183"
"0","1","","0","1007405","1","1","1","12","6","1007405184"
"0.2","1","","0","1007405","0","mhp_receive_yuni_in","mhp_receive_yuni_loop","11","3","1007405185"
"0.2","1","","0","1007405","0","mhp_item_EX0003_receive_in","mhp_item_EX0003_receive_loop","12","3","1007405186"
"","","","","1007405","","0","","0.6","93","1007405187"
"0.4","1","","0","1007405","1","1","1","22","6","1007405188"
"","","","","1007405","","0","","0.4","93","1007405189"
"0.2","1","","0","1007405","0","mhp_handover_out","mhp_idle_normal","117531","3","1007405190"
"0.2","1","","0","1007405","0","mhp_handover_out","NoItem_idle","21","3","1007405191"
"0.2","1","","0","1007405","0","mhp_item_EX0003_handover_out","NoItem_idle","22","3","1007405192"
"","","","","1007405","","0","","0.4","93","1007405193"
"0.2","1","","0","1007405","0","mhp_handover_receive_out","mhp_idle_normal","111011","3","1007405194"
"0.2","1","","0","1007405","0","mhp_receive_yuni_out","NoItem_idle","11","3","1007405195"
"0.2","1","","0","1007405","0","mhp_item_EX0003_receive_out","NoItem_idle","12","3","1007405196"
"","","","","1007405","","0","","2","93","1007405197"
"0.2","","","","1007405","1","mhp_anna_ahahaStand_loop","","117531","3","1007405198"
"","","","","1007405","0","vo_mhp_1116","0","vo_mhp_1007405","21","1007405199"
"0","0","0.5","0","1007405","4","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","1","117531","11","1007405200"
"","","","","1007405","","1","","2.5","93","1007405201"
"0.2","","","","1007405","1","mhp_talk_joy1","","117531","3","1007405202"
"","","","","1007405","","","","1007405200","91","1007405203"
"0.2","","","","1007405","1","mhp_idle_joy1","","117531","3","1007405204"
"0.2","","","","1007405","1","mhp_talk_surprise2","","111011","3","1007405205"
"","","","","1007405","0","vo_mhp_1117","0","vo_mhp_1007405","21","1007405206"
"0","0","0.5","0","1007405","8","まじで！　ミツキングすげえ！","1","111011","11","1007405207"
"","","","","1007405","","0","","0","91","1007405208"
"0.2","","","","1007405","1","mhp_idle_surprise2","","111011","3","1007405209"
"0.2","","","","1007405","1","mhp_idle_thinking","","117531","3","1007405210"
"","","","","1007405","0","vo_mhp_1118","0","vo_mhp_1007405","21","1007405211"
"0","0","0.5","0","1007405","6","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","1","117531","11","1007405212"
"","","","","1007405","","","","0","91","1007405213"
"0.2","","","","1007405","1","mhp_idle_normal","","117531","3","1007405214"
"0.2","","","","1007405","1","mhp_talk_wish","","111011","3","1007405215"
"","","","","1007405","0","vo_mhp_1119","0","vo_mhp_1007405","21","1007405216"
"","0","0.5","0","1007405","6","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","1","111011","11","1007405217"
"","","","","1007405","","","","0","91","1007405218"
"0.2","","","","1007405","1","mhp_idle_joy1","","111011","3","1007405219"
"0.2","","","","1007405","1","mhp_talk_sad","","117531","3","1007405220"
"","","","","1007405","0","vo_mhp_1120","0","vo_mhp_1007405","21","1007405221"
"","0","0.5","0","1007405","6","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","1","117531","11","1007405222"
"","","","","1007405","","","","0","91","1007405223"
"","","","","1007405","","0","","0","22","1007405224"
"0.2","","","","1007405","1","mhp_idle_normal","","117531","3","1007405225"
"0.2","0","","","1007405","1","mhp_walk_glad","","111011","3","1007405226"
"","","","","1007405","","1","","111011","4","1007405227"
"","0","","","1007405","-220","-1000","5","111011","2","1007405228"
"","","","","1007405","","","","0","91","1007405229"
"1.7","-240","mhp_idle_normal","0","1007406","100","111011","-1000","1","1","1007406001"
"1.7","-220","mhp_sit_idle","1","1007406","100","117531","185","1","1","1007406002"
"1.7","-200","mhp_sit_idle","1","1007406","100","117631","365","1","1","1007406003"
"1","0.85","","","1007406","-240","1","-154","1","31","1007406004"
"0","1","","","1007406","0","130","0","30","31","1007406005"
"0","1","","","1007406","0","112","0","12","31","1007406006"
"1.7","-220","NoItem","0","1007406","110","11","-200","1","5","1007406007"
"1.7","-220","NoItem","0","1007406","105","12","-200","1","5","1007406008"
"1.7","-220","NoItem","1","1007406","110","21","185","1","5","1007406009"
"1.7","-220","NoItem","1","1007406","105","22","185","1","5","1007406010"
"0","0","","0","1007406","1","1","1","11","6","1007406011"
"0","0","","0","1007406","1","1","1","12","6","1007406012"
"0","0","","0","1007406","1","1","1","21","6","1007406013"
"0","0","","0","1007406","1","1","1","22","6","1007406014"
"","","","","1007406","","","","0","91","1007406015"
"0.2","","","","1007406","1","mhp_sit_talk_normal","","117531","3","1007406016"
"","","","","1007406","0","vo_mhp_1201","0","vo_mhp_1007406","21","1007406017"
"0","0","0.5","0","1007406","8","ユニちゃん、どうぞー","0","117531","11","1007406018"
"","","","","1007406","","","","0","91","1007406019"
"0.2","","","","1007406","1","mhp_sit_idle","","117531","3","1007406020"
"0.2","","","","1007406","1","mhp_walk","","111011","3","1007406021"
"","0","","","1007406","-220","-200","4","111011","2","1007406022"
"","","","","1007406","","","","0","91","1007406023"
"0.2","1","","0.2","1007406","0","mhp_sit_in_2","mhp_sit_idle_2","111011","3","1007406024"
"","","","","1007406","","0","","1","93","1007406025"
"0.2","","","","1007406","1","mhp_sit_talk_normal","","111011","3","1007406026"
"","","","","1007406","0","vo_mhp_1202","0","vo_mhp_1007406","21","1007406027"
"0","0","0.5","0","1007406","7","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","1","111011","11","1007406028"
"","","","","1007406","","","","0","91","1007406029"
"0.2","","","","1007406","1","mhp_sit_idle_2","","111011","3","1007406030"
"0.2","","","","1007406","1","mhp_sit_talk_thinking","","117531","3","1007406031"
"","","","","1007406","0","vo_mhp_1203","0","vo_mhp_1007406","21","1007406032"
"0","0","0.5","0","1007406","7","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","1","117531","11","1007406033"
"","","","","1007406","","","","0","91","1007406034"
"0.2","","","","1007406","1","mhp_sit_talk_normal","","117531","3","1007406035"
"","","","","1007406","0","vo_mhp_1204","0","vo_mhp_1007406","21","1007406036"
"0","0","0.5","0","1007406","5","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","1","117531","11","1007406037"
"","","","","1007406","","","","0","91","1007406038"
"0.2","","","","1007406","1","mhp_sit_idle","","117531","3","1007406039"
"0.2","","","","1007406","1","mhp_sit_talk_thinking2","","111011","3","1007406040"
"","","","","1007406","0","vo_mhp_1205","0","vo_mhp_1007406","21","1007406041"
"0","0","0.5","0","1007406","6","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","1","111011","11","1007406042"
"","","","","1007406","","","","0","91","1007406043"
"0.2","","","","1007406","1","mhp_sit_idle_2","","111011","3","1007406044"
"0.2","","","","1007406","1","mhp_sit_talk_normal","","117531","3","1007406045"
"","","","","1007406","0","vo_mhp_1206","0","vo_mhp_1007406","21","1007406046"
"0","0","0.5","0","1007406","6","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","1","117531","11","1007406047"
"","","","","1007406","","","","0","91","1007406048"
"0.2","","","","1007406","1","mhp_sit_idle","","117531","3","1007406049"
"0.2","","","","1007406","1","mhp_sit_talk_joy1","","111011","3","1007406050"
"","","","","1007406","0","vo_mhp_1207","0","vo_mhp_1007406","21","1007406051"
"0","0","0.5","0","1007406","5","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","1","111011","11","1007406052"
"","","","","1007406","","","","0","91","1007406053"
"0.2","","","","1007406","1","mhp_sit_talk_worry","","111011","3","1007406054"
"","","","","1007406","0","vo_mhp_1208","0","vo_mhp_1007406","21","1007406055"
"0","0","0.5","0","1007406","6","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","1","111011","11","1007406056"
"","","","","1007406","","1","","5.5","93","1007406057"
"0.2","1","","0","1007406","0","mhp_yuni_pekori","mhp_sit_idle_2","111011","3","1007406058"
"","","","","1007406","","0","","1","93","1007406059"
"","","","","1007406","","","","1007406056","91","1007406060"
"0.2","","","","1007406","1","mhp_sit_idle_2","","111011","3","1007406061"
"0.2","","","","1007406","1","mhp_sit_talk_memory","","117531","3","1007406062"
"","","","","1007406","0","vo_mhp_1209","0","vo_mhp_1007406","21","1007406063"
"0","0","0.5","0","1007406","6","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","1","117531","11","1007406064"
"","","","","1007406","","","","0","91","1007406065"
"0.2","","","","1007406","1","mhp_sit_idle","","117531","3","1007406066"
"0.2","","","","1007406","1","mhp_sit_talk_sad","","111011","3","1007406067"
"","","","","1007406","0","vo_mhp_1210","0","vo_mhp_1007406","21","1007406068"
"0","0","0.5","0","1007406","6","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","1","111011","11","1007406069"
"","","","","1007406","","","","0","91","1007406070"
"0.2","","","","1007406","1","mhp_sit_talk_wish","","111011","3","1007406071"
"","","","","1007406","0","vo_mhp_1211","0","vo_mhp_1007406","21","1007406072"
"0","0","0.5","0","1007406","6","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","1","111011","11","1007406073"
"","","","","1007406","","","","0","91","1007406074"
"0.2","","","","1007406","1","mhp_sit_idle_wish","","111011","3","1007406075"
"0.2","","","","1007406","1","mhp_sit_talk_sad","","117531","3","1007406076"
"","","","","1007406","0","vo_mhp_1212","0","vo_mhp_1007406","21","1007406077"
"0","0","0.5","0","1007406","8","ユニちゃん……","1","117531","11","1007406078"
"","","","","1007406","","","","0","91","1007406079"
"0.2","","","","1007406","1","mhp_sit_idle_sad","","117531","3","1007406080"
"0.2","","","","1007406","1","mhp_sit_talk_thinking2","","111011","3","1007406081"
"","","","","1007406","0","vo_mhp_1213","0","vo_mhp_1007406","21","1007406082"
"0","0","1","0","1007406","5","端的に換言すれば、母だ。","1","111011","11","1007406083"
"","","","","1007406","","","","0","91","1007406084"
"0.2","","","","1007406","1","mhp_sit_idle_thinking2","","111011","3","1007406085"
"0.2","","","","1007406","1","mhp_sit_talk_wish2","","117531","3","1007406086"
"","","","","1007406","0","vo_mhp_1214","0","vo_mhp_1007406","21","1007406087"
"0","0","0.5","0","1007406","8","ユニ……ちゃん……？","1","117531","11","1007406088"
"","","","","1007406","","","","0","91","1007406089"
"0.2","","","","1007406","1","mhp_sit_idle_wish2","","117531","3","1007406090"
"0.2","","","","1007406","1","mhp_sit_talk_normal","","111011","3","1007406091"
"","","","","1007406","0","vo_mhp_1215","0","vo_mhp_1007406","21","1007406092"
"0","0","0.5","0","1007406","6","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","1","111011","11","1007406093"
"","","","","1007406","","","","0","91","1007406094"
"0.2","","","","1007406","1","mhp_sit_idle_wish","","111011","3","1007406095"
"0.2","","","","1007406","1","mhp_sit_talk_anger2","","117531","3","1007406096"
"","","","","1007406","0","vo_mhp_1216","0","vo_mhp_1007406","21","1007406097"
"0","0","0.5","0","1007406","7","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","1","117531","11","1007406098"
"","","","","1007406","","","","0","91","1007406099"
"0.2","","","","1007406","1","mhp_sit_idle_anger2","","117531","3","1007406100"
"0.2","","","","1007406","1","mhp_sit_talk_memory","","111011","3","1007406101"
"","","","","1007406","0","vo_mhp_1217","0","vo_mhp_1007406","21","1007406102"
"0","0","0.5","0","1007406","8","ママ、ポーションちょうだい。","1","111011","11","1007406103"
"","","","","1007406","","","","0","91","1007406104"
"0.2","","","","1007406","1","mhp_sit_idle_joy1","","111011","3","1007406105"
"0.2","","","","1007406","1","mhp_sit_talk_anger2","","117531","3","1007406106"
"","","","","1007406","0","vo_mhp_1218","0","vo_mhp_1007406","21","1007406107"
"0","0","0.5","0","1007406","7","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","1","117531","11","1007406108"
"","","","","1007406","","1","","3.5","93","1007406109"
"0.2","","","","1007406","1","mhp_sit_idle_surprise2","","117631","3","1007406110"
"","","","","1007406","","","","1007406108","91","1007406111"
"","","","","1007406","","0","","0","22","1007406112"
"","","","","1007406","","","","1","93","1007406113"
"1","1","","","1007406","","1","","112","32","1007406114"
"","","","","1007406","","","","1","93","1007406115"
"1","1","","","1007406","","1","","130","32","1007406116"
"","","","","1007406","","","","4","93","1007406117"
"1","1","","","1007406","","0","","130","32","1007406118"
"1.7","-200","mhp_idle_normal","0","1007407","100","102511","-1000","1","1","1007407001"
"1.7","-220","mhp_sit_idle","1","1007407","100","117531","185","1","1","1007407002"
"1.7","-200","mhp_sit_idle","1","1007407","100","117631","365","1","1","1007407003"
"1","0.85","","","1007407","-240","1","-154","1","31","1007407004"
"1.7","-220","NoItem","0","1007407","110","11","-200","1","5","1007407005"
"1.7","-220","NoItem","0","1007407","105","12","-200","1","5","1007407006"
"1.7","-220","NoItem","1","1007407","110","21","185","1","5","1007407007"
"1.7","-220","NoItem","1","1007407","105","22","185","1","5","1007407008"
"0","0","","0","1007407","1","1","1","11","6","1007407009"
"0","0","","0","1007407","1","1","1","12","6","1007407010"
"0","0","","0","1007407","1","1","1","21","6","1007407011"
"0","0","","0","1007407","1","1","1","22","6","1007407012"
"1.7","-220","NoItem","0","1007407","110","31","-1000","1","5","1007407013"
"","","","","1007407","","","","0","91","1007407014"
"0.2","","","","1007407","1","mhp_sit_talk_normal","","117531","3","1007407015"
"","","","","1007407","0","vo_mhp_2001","0","vo_mhp_1007407","21","1007407016"
"0","0","0.5","0","1007407","8","次の方どうぞー","0","117531","11","1007407017"
"","","","","1007407","","","","0","91","1007407018"
"0.2","","","","1007407","1","mhp_sit_idle","","117531","3","1007407019"
"0.2","","","","1007407","1","mhp_walk","","102511","3","1007407020"
"","0","","","1007407","-220","-400","3","102511","2","1007407021"
"","","","","1007407","","","","3","93","1007407022"
"0.2","","","","1007407","1","mhp_talk_sad","","102511","3","1007407023"
"","","","","1007407","0","vo_mhp_2002","0","vo_mhp_1007407","21","1007407024"
"0","0","0.5","10","1007407","4","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","1","102511","11","1007407025"
"","","","","1007407","","1","","2","93","1007407026"
"","","","","1007407","","se_10031400_panic","","se_10031400","23","1007407027"
"0.2","","","","1007407","0","mhp_suzume_fall_in","","102511","3","1007407028"
"","","","","1007407","","","","3","93","1007407029"
"0.2","1","","0.2","1007407","0","mhp_suzume_fall_out","mhp_idle_sad","102511","3","1007407030"
"","","","","1007407","","","","2","93","1007407031"
"","","","","1007407","","","","1007407025","91","1007407032"
"0.2","","","","1007407","1","mhp_suzume_walk_sad","","102511","3","1007407033"
"","0","","","1007407","-220","-200","2","102511","2","1007407034"
"","","","","1007407","","","","0","91","1007407035"
"0.2","1","","0.2","1007407","0","mhp_suzume_sit_in_sad","mhp_suzume_sit_idle_sad2","102511","3","1007407036"
"","","","","1007407","","0","","1","93","1007407037"
"0.2","","","","1007407","1","mhp_sit_idle_sad","","117631","3","1007407038"
"","","","","1007407","0","vo_mhp_2003","0","vo_mhp_1007407","21","1007407039"
"0","0","0.5","0","1007407","8","（……あの人今\n何もないとこで転ばなかった？）","1","117631","11","1007407040"
"","","","","1007407","","","","0","91","1007407041"
"0.2","","","","1007407","1","mhp_sit_idle","","117631","3","1007407042"
"0.2","","","","1007407","1","mhp_sit_talk_normal","","117531","3","1007407043"
"","","","","1007407","0","vo_mhp_2004","0","vo_mhp_1007407","21","1007407044"
"0","0","0.5","0","1007407","6","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","1","117531","11","1007407045"
"","","","","1007407","","","","0","91","1007407046"
"0.2","","","","1007407","1","mhp_sit_idle","","117531","3","1007407047"
"0.2","","","","1007407","1","mhp_sit_talk_wish","","102511","3","1007407048"
"","","","","1007407","0","vo_mhp_2005","0","vo_mhp_1007407","21","1007407049"
"0","0","0.5","0","1007407","4","い、いえ、実は……\nド、ドジを治してほしいんです！","1","102511","11","1007407050"
"","","","","1007407","","","","0","91","1007407051"
"","","","","1007407","","0","","2","93","1007407052"
"0.2","","","","1007407","1","mhp_sit_idle_wish","","102511","3","1007407053"
"0.2","","","","1007407","1","mhp_sit_talk_surprise2","","117531","3","1007407054"
"","","","","1007407","0","vo_mhp_2006","0","vo_mhp_1007407","21","1007407055"
"0","0","0.5","0","1007407","7","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","1","117531","11","1007407056"
