2cd815b3d5eea4e619b3546654d14b3a6b64f0d73e6787e32637e5dc3e3d224e,969e1fa8c1c84a5ca36e23bc90449b0bda1aab063e2e3925bd74cc603a498aa4,ae7685e84e1e9a92127c2affd0d820753ce20f67fd80fa66416433d3923d2960,1a2b72e52d06b9adaddc0aedd5cca2cf9df8aa527d76bffa8b999c1d2c3796b0,f30be8f92071c9ca53610e7e24191dd156e2cbb7fffd9a9cec0f083f469ac73d,d03fad91c8940d2466760af5aee9bd5e9c52619543e232765f196b109b088335,6e7664a17ce80ba9c4a795da5927f1c46396f783fa487085365d334d91c62411,53a1e71c6018cabb633b13049366f1878d4ac0692985944d83a0f3f887af2a24,f75f4092fb2b50eee1e12661d3d0d1cb5a211653c9665c04e237f0a26a40d869,5c960d529f3351d90c3d86c0106405c81305a50f50e765e3afaee1eb400c0441,287070b528cb9cc84a703754182746018becb033a87829edf49a47fe06d8de7e,d16a583012f0996eeb4d69f72aaaedf652376767dd71a378b343c450ff590a50,da0edb50c93a6d55e58854a0a6966cbe9f4ad96c415664c8d59015943bf6bd97,e3e0d5e7d00c018f97fb3c0d36eff5d25a0c2787ce04d3ccb66d637a32e7ec4b,13a01e700e867a0106996715e19ec0432d1359c5c2eb9b367084b2ba85b71d3b,c2b694243576ed7d4e29a6504bd071288416c03d5d50caa803fc1772a5417337,38179447db5b46a33735931ac2beeb86ff025c9c781fd1789c1c1ea79fc3c17c,33081cd3e1ff4f0c33d23ec89362b61b00e0e69133e97f69bdcabc9a3aeffa18,5c02567e25889a7a1dbb7d673a3ecdfea43099a9a09b5d203d6c4ca10e4cbd1c,20a7d0b6f8b741663bbd17fdf2b056c2ac662a7b50d856120f1c660b37af679a,0a80daf8719d6300552916d948b36e2599e4f4519698fbbc437455b607a59fe2
"244","1","8","2","4000","0","0","31043","4000","0","0","0","91002","300","2","90006","20","1024","151","0","0"
"245","1","8","2","3500","0","0","31043","3500","0","0","0","91002","700","2","90006","18","1024","301","0","0"
"246","1","8","2","3000","0","0","31043","3000","0","0","0","91002","1500","2","90006","16","1024","701","0","0"
"247","1","8","2","2500","0","0","31043","2500","0","0","0","91002","3000","2","90006","14","1024","1501","0","0"
"248","1","8","2","2000","0","0","31043","2000","0","0","0","91002","5000","2","90006","12","1024","3001","0","0"
"249","1","8","2","1500","0","0","31043","1500","0","0","0","91002","7000","2","90006","10","1024","5001","0","0"
"250","1","8","2","1000","0","0","31043","1000","0","0","0","91002","10000","2","90006","8","1024","7001","0","0"
"251","1","8","2","750","0","0","31043","750","0","0","0","91002","15000","2","90006","7","1024","10001","0","0"
"252","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1024","15001","0","0"
"253","1","8","2","5000","0","0","31022","5000","0","0","0","91002","50","2","90006","30","1025","1","0","0"
"254","1","8","2","4500","0","0","31022","4500","0","0","0","91002","150","2","90006","25","1025","51","0","0"
"255","1","8","2","4000","0","0","31022","4000","0","0","0","91002","300","2","90006","20","1025","151","0","0"
"256","1","8","2","3500","0","0","31022","3500","0","0","0","91002","700","2","90006","18","1025","301","0","0"
"257","1","8","2","3000","0","0","31022","3000","0","0","0","91002","1500","2","90006","16","1025","701","0","0"
"258","1","8","2","2500","0","0","31022","2500","0","0","0","91002","3000","2","90006","14","1025","1501","0","0"
"259","1","8","2","2000","0","0","31022","2000","0","0","0","91002","5000","2","90006","12","1025","3001","0","0"
"260","1","8","2","1500","0","0","31022","1500","0","0","0","91002","7000","2","90006","10","1025","5001","0","0"
"261","1","8","2","1000","0","0","31022","1000","0","0","0","91002","10000","2","90006","8","1025","7001","0","0"
"262","1","8","2","750","0","0","31022","750","0","0","0","91002","15000","2","90006","7","1025","10001","0","0"
"263","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1025","15001","0","0"
"264","1","8","2","5000","0","0","31025","5000","0","0","0","91002","50","2","90006","30","1026","1","0","0"
"265","1","8","2","4500","0","0","31025","4500","0","0","0","91002","150","2","90006","25","1026","51","0","0"
"266","1","8","2","4000","0","0","31025","4000","0","0","0","91002","300","2","90006","20","1026","151","0","0"
"267","1","8","2","3500","0","0","31025","3500","0","0","0","91002","700","2","90006","18","1026","301","0","0"
"268","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1500","2","90006","16","1026","701","0","0"
"269","1","8","2","2500","0","0","31025","2500","0","0","0","91002","3000","2","90006","14","1026","1501","0","0"
"270","1","8","2","2000","0","0","31025","2000","0","0","0","91002","5000","2","90006","12","1026","3001","0","0"
"271","1","8","2","1500","0","0","31025","1500","0","0","0","91002","7000","2","90006","10","1026","5001","0","0"
"272","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1026","7001","0","0"
"273","1","8","2","750","0","0","31025","750","0","0","0","91002","15000","2","90006","7","1026","10001","0","0"
"274","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1026","15001","0","0"
"275","1","8","2","5000","0","0","31018","5000","0","0","0","91002","50","2","90006","30","1027","1","0","0"
"276","1","8","2","4500","0","0","31018","4500","0","0","0","91002","150","2","90006","25","1027","51","0","0"
"277","1","8","2","4000","0","0","31018","4000","0","0","0","91002","300","2","90006","20","1027","151","0","0"
"278","1","8","2","3500","0","0","31018","3500","0","0","0","91002","700","2","90006","18","1027","301","0","0"
"279","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1500","2","90006","16","1027","701","0","0"
"280","1","8","2","2500","0","0","31018","2500","0","0","0","91002","3000","2","90006","14","1027","1501","0","0"
"281","1","8","2","2000","0","0","31018","2000","0","0","0","91002","5000","2","90006","12","1027","3001","0","0"
"282","1","8","2","1500","0","0","31018","1500","0","0","0","91002","7000","2","90006","10","1027","5001","0","0"
"283","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1027","7001","0","0"
"284","1","8","2","750","0","0","31018","750","0","0","0","91002","15000","2","90006","7","1027","10001","0","0"
"285","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1027","15001","0","0"
"286","1","8","2","5000","0","0","31042","5000","0","0","0","91002","50","2","90006","30","1028","1","0","0"
"287","1","8","2","4500","0","0","31042","4500","0","0","0","91002","150","2","90006","25","1028","51","0","0"
"288","1","8","2","4000","0","0","31042","4000","0","0","0","91002","300","2","90006","20","1028","151","0","0"
"289","1","8","2","3500","0","0","31042","3500","0","0","0","91002","700","2","90006","18","1028","301","0","0"
"290","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1500","2","90006","16","1028","701","0","0"
"291","1","8","2","2500","0","0","31042","2500","0","0","0","91002","3000","2","90006","14","1028","1501","0","0"
"292","1","8","2","2000","0","0","31042","2000","0","0","0","91002","5000","2","90006","12","1028","3001","0","0"
"293","1","8","2","1500","0","0","31042","1500","0","0","0","91002","7000","2","90006","10","1028","5001","0","0"
"294","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1028","7001","0","0"
"295","1","8","2","750","0","0","31042","750","0","0","0","91002","15000","2","90006","7","1028","10001","0","0"
"296","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1028","15001","0","0"
"297","1","8","2","5500","0","0","31043","5500","0","0","0","91002","50","2","90006","35","1029","1","0","0"
"298","1","8","2","5000","0","0","31043","5000","0","0","0","91002","150","2","90006","30","1029","51","0","0"
"299","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1029","151","0","0"
"300","1","8","2","4000","0","0","31043","4000","0","0","0","91002","700","2","90006","20","1029","301","0","0"
"301","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1500","2","90006","18","1029","701","0","0"
"302","1","8","2","3000","0","0","31043","3000","0","0","0","91002","3000","2","90006","16","1029","1501","0","0"
"303","1","8","2","2500","0","0","31043","2500","0","0","0","91002","5000","2","90006","14","1029","3001","0","0"
"304","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1029","5001","0","0"
"305","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1029","7001","0","0"
"306","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1029","10001","0","0"
"307","1","8","2","750","0","0","31043","750","0","0","0","91002","-1","2","90006","7","1029","15001","0","0"
"308","1","8","2","5000","0","0","31025","5000","0","0","0","91002","50","2","90006","30","1030","1","0","0"
"309","1","8","2","4500","0","0","31025","4500","0","0","0","91002","150","2","90006","25","1030","51","0","0"
"310","1","8","2","4000","0","0","31025","4000","0","0","0","91002","300","2","90006","20","1030","151","0","0"
"311","1","8","2","3500","0","0","31025","3500","0","0","0","91002","700","2","90006","18","1030","301","0","0"
"312","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1500","2","90006","16","1030","701","0","0"
"313","1","8","2","2500","0","0","31025","2500","0","0","0","91002","3000","2","90006","14","1030","1501","0","0"
"314","1","8","2","2000","0","0","31025","2000","0","0","0","91002","5000","2","90006","12","1030","3001","0","0"
"315","1","8","2","1500","0","0","31025","1500","0","0","0","91002","7000","2","90006","10","1030","5001","0","0"
"316","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1030","7001","0","0"
"317","1","8","2","750","0","0","31025","750","0","0","0","91002","15000","2","90006","7","1030","10001","0","0"
"318","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1030","15001","0","0"
"319","1","8","2","5000","0","0","31022","5000","0","0","0","91002","50","2","90006","30","1031","1","0","0"
"320","1","8","2","4500","0","0","31022","4500","0","0","0","91002","150","2","90006","25","1031","51","0","0"
"321","1","8","2","4000","0","0","31022","4000","0","0","0","91002","300","2","90006","20","1031","151","0","0"
"322","1","8","2","3500","0","0","31022","3500","0","0","0","91002","700","2","90006","18","1031","301","0","0"
"323","1","8","2","3000","0","0","31022","3000","0","0","0","91002","1500","2","90006","16","1031","701","0","0"
"324","1","8","2","2500","0","0","31022","2500","0","0","0","91002","3000","2","90006","14","1031","1501","0","0"
"325","1","8","2","2000","0","0","31022","2000","0","0","0","91002","5000","2","90006","12","1031","3001","0","0"
"326","1","8","2","1500","0","0","31022","1500","0","0","0","91002","7000","2","90006","10","1031","5001","0","0"
"327","1","8","2","1000","0","0","31022","1000","0","0","0","91002","10000","2","90006","8","1031","7001","0","0"
"328","1","8","2","750","0","0","31022","750","0","0","0","91002","15000","2","90006","7","1031","10001","0","0"
"329","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1031","15001","0","0"
"330","1","8","2","5000","0","0","31018","5000","0","0","0","91002","50","2","90006","30","1032","1","0","0"
"331","1","8","2","4500","0","0","31018","4500","0","0","0","91002","150","2","90006","25","1032","51","0","0"
"332","1","8","2","4000","0","0","31018","4000","0","0","0","91002","300","2","90006","20","1032","151","0","0"
"333","1","8","2","3500","0","0","31018","3500","0","0","0","91002","700","2","90006","18","1032","301","0","0"
"334","1","8","2","3000","0","0","31018","3000","0","0","0","91002","1500","2","90006","16","1032","701","0","0"
"335","1","8","2","2500","0","0","31018","2500","0","0","0","91002","3000","2","90006","14","1032","1501","0","0"
"336","1","8","2","2000","0","0","31018","2000","0","0","0","91002","5000","2","90006","12","1032","3001","0","0"
"337","1","8","2","1500","0","0","31018","1500","0","0","0","91002","7000","2","90006","10","1032","5001","0","0"
"338","1","8","2","1000","0","0","31018","1000","0","0","0","91002","10000","2","90006","8","1032","7001","0","0"
"339","1","8","2","750","0","0","31018","750","0","0","0","91002","15000","2","90006","7","1032","10001","0","0"
"340","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1032","15001","0","0"
"341","1","8","2","5000","0","0","31042","5000","0","0","0","91002","50","2","90006","30","1033","1","0","0"
"342","1","8","2","4500","0","0","31042","4500","0","0","0","91002","150","2","90006","25","1033","51","0","0"
"343","1","8","2","4000","0","0","31042","4000","0","0","0","91002","300","2","90006","20","1033","151","0","0"
"344","1","8","2","3500","0","0","31042","3500","0","0","0","91002","700","2","90006","18","1033","301","0","0"
"345","1","8","2","3000","0","0","31042","3000","0","0","0","91002","1500","2","90006","16","1033","701","0","0"
"346","1","8","2","2500","0","0","31042","2500","0","0","0","91002","3000","2","90006","14","1033","1501","0","0"
"347","1","8","2","2000","0","0","31042","2000","0","0","0","91002","5000","2","90006","12","1033","3001","0","0"
"348","1","8","2","1500","0","0","31042","1500","0","0","0","91002","7000","2","90006","10","1033","5001","0","0"
"349","1","8","2","1000","0","0","31042","1000","0","0","0","91002","10000","2","90006","8","1033","7001","0","0"
"350","1","8","2","750","0","0","31042","750","0","0","0","91002","15000","2","90006","7","1033","10001","0","0"
"351","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1033","15001","0","0"
"352","1","8","2","5000","0","0","31043","5000","0","0","0","91002","50","2","90006","30","1034","1","0","0"
"353","1","8","2","4500","0","0","31043","4500","0","0","0","91002","150","2","90006","25","1034","51","0","0"
"354","1","8","2","4000","0","0","31043","4000","0","0","0","91002","300","2","90006","20","1034","151","0","0"
"355","1","8","2","3500","0","0","31043","3500","0","0","0","91002","700","2","90006","18","1034","301","0","0"
"356","1","8","2","3000","0","0","31043","3000","0","0","0","91002","1500","2","90006","16","1034","701","0","0"
"357","1","8","2","2500","0","0","31043","2500","0","0","0","91002","3000","2","90006","14","1034","1501","0","0"
"358","1","8","2","2000","0","0","31043","2000","0","0","0","91002","5000","2","90006","12","1034","3001","0","0"
"359","1","8","2","1500","0","0","31043","1500","0","0","0","91002","7000","2","90006","10","1034","5001","0","0"
"360","1","8","2","1000","0","0","31043","1000","0","0","0","91002","10000","2","90006","8","1034","7001","0","0"
"361","1","8","2","750","0","0","31043","750","0","0","0","91002","15000","2","90006","7","1034","10001","0","0"
"362","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1034","15001","0","0"
"363","1","8","2","5000","0","0","31025","5000","0","0","0","91002","50","2","90006","30","1035","1","0","0"
"364","1","8","2","4500","0","0","31025","4500","0","0","0","91002","150","2","90006","25","1035","51","0","0"
"365","1","8","2","4000","0","0","31025","4000","0","0","0","91002","300","2","90006","20","1035","151","0","0"
"366","1","8","2","3500","0","0","31025","3500","0","0","0","91002","700","2","90006","18","1035","301","0","0"
"367","1","8","2","3000","0","0","31025","3000","0","0","0","91002","1500","2","90006","16","1035","701","0","0"
"368","1","8","2","2500","0","0","31025","2500","0","0","0","91002","3000","2","90006","14","1035","1501","0","0"
"369","1","8","2","2000","0","0","31025","2000","0","0","0","91002","5000","2","90006","12","1035","3001","0","0"
"370","1","8","2","1500","0","0","31025","1500","0","0","0","91002","7000","2","90006","10","1035","5001","0","0"
"371","1","8","2","1000","0","0","31025","1000","0","0","0","91002","10000","2","90006","8","1035","7001","0","0"
"372","1","8","2","750","0","0","31025","750","0","0","0","91002","15000","2","90006","7","1035","10001","0","0"
"373","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1035","15001","0","0"
"374","1","8","2","5000","0","0","31022","5000","0","0","0","91002","50","2","90006","30","1036","1","0","0"
"375","1","8","2","4500","0","0","31022","4500","0","0","0","91002","150","2","90006","25","1036","51","0","0"
"376","1","8","2","4000","0","0","31022","4000","0","0","0","91002","300","2","90006","20","1036","151","0","0"
"377","1","8","2","3500","0","0","31022","3500","0","0","0","91002","700","2","90006","18","1036","301","0","0"
"378","1","8","2","3000","0","0","31022","3000","0","0","0","91002","1500","2","90006","16","1036","701","0","0"
"379","1","8","2","2500","0","0","31022","2500","0","0","0","91002","3000","2","90006","14","1036","1501","0","0"
"380","1","8","2","2000","0","0","31022","2000","0","0","0","91002","5000","2","90006","12","1036","3001","0","0"
"381","1","8","2","1500","0","0","31022","1500","0","0","0","91002","7000","2","90006","10","1036","5001","0","0"
"382","1","8","2","1000","0","0","31022","1000","0","0","0","91002","10000","2","90006","8","1036","7001","0","0"
"383","1","8","2","750","0","0","31022","750","0","0","0","91002","15000","2","90006","7","1036","10001","0","0"
"384","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1036","15001","0","0"
"385","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1037","1","0","0"
"386","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1037","101","0","0"
"387","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1037","301","0","0"
"388","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1037","501","0","0"
"389","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1037","1001","0","0"
"390","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1037","2001","0","0"
"391","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1037","4501","0","0"
"392","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1037","7001","0","0"
"393","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1037","10001","0","0"
"394","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1037","15001","0","0"
"395","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1037","20001","0","0"
"396","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1038","1","0","0"
"397","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1038","101","0","0"
"398","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1038","301","0","0"
"399","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1038","501","0","0"
"400","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1038","1001","0","0"
"401","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1038","2001","0","0"
"402","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1038","4501","0","0"
"403","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1038","7001","0","0"
"404","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1038","10001","0","0"
"405","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1038","15001","0","0"
"406","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1038","20001","0","0"
"407","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1039","1","0","0"
"408","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1039","101","0","0"
"409","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1039","301","0","0"
"410","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1039","501","0","0"
"411","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1039","1001","0","0"
"412","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1039","2001","0","0"
"413","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1039","4501","0","0"
"414","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1039","7001","0","0"
"415","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1039","10001","0","0"
"416","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1039","15001","0","0"
"417","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1039","20001","0","0"
"418","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1040","1","0","0"
"419","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1040","101","0","0"
"420","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1040","301","0","0"
"421","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1040","501","0","0"
"422","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1040","1001","0","0"
"423","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1040","2001","0","0"
"424","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1040","4501","0","0"
"425","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1040","7001","0","0"
"426","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1040","10001","0","0"
"427","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1040","15001","0","0"
"428","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1040","20001","0","0"
"429","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1041","1","0","0"
"430","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1041","101","0","0"
"431","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1041","301","0","0"
"432","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1041","501","0","0"
"433","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1041","1001","0","0"
"434","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1041","2001","0","0"
"435","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1041","4501","0","0"
"436","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1041","7001","0","0"
"437","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1041","10001","0","0"
"438","1","8","2","750","0","0","31022","750","0","0","0","91002","20000","2","90006","7","1041","15001","0","0"
"439","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1041","20001","0","0"
"440","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1042","1","0","0"
"441","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1042","101","0","0"
"442","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1042","301","0","0"
"443","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1042","501","0","0"
"444","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1042","1001","0","0"
"445","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1042","2001","0","0"
"446","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1042","4501","0","0"
"447","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1042","7001","0","0"
"448","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1042","10001","0","0"
"449","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1042","15001","0","0"
"450","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1042","20001","0","0"
"451","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1043","1","0","0"
"452","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1043","101","0","0"
"453","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1043","301","0","0"
"454","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1043","501","0","0"
"455","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1043","1001","0","0"
"456","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1043","2001","0","0"
"457","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1043","4501","0","0"
"458","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1043","7001","0","0"
"459","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1043","10001","0","0"
"460","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1043","15001","0","0"
"461","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1043","20001","0","0"
"462","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1044","1","0","0"
"463","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1044","101","0","0"
"464","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1044","301","0","0"
"465","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1044","501","0","0"
"466","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1044","1001","0","0"
"467","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1044","2001","0","0"
"468","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1044","4501","0","0"
"469","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1044","7001","0","0"
"470","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1044","10001","0","0"
"471","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1044","15001","0","0"
"472","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1044","20001","0","0"
"473","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1045","1","0","0"
"474","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1045","101","0","0"
"475","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1045","301","0","0"
"476","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1045","501","0","0"
"477","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1045","1001","0","0"
"478","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1045","2001","0","0"
"479","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1045","4501","0","0"
"480","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1045","7001","0","0"
"481","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1045","10001","0","0"
"482","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1045","15001","0","0"
"483","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1045","20001","0","0"
"484","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1046","1","0","0"
"485","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1046","101","0","0"
"486","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1046","301","0","0"
"487","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1046","501","0","0"
"488","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1046","1001","0","0"
"489","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1046","2001","0","0"
"490","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1046","4501","0","0"
"491","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1046","7001","0","0"
"492","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1046","10001","0","0"
"493","1","8","2","750","0","0","31022","750","0","0","0","91002","20000","2","90006","7","1046","15001","0","0"
"494","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1046","20001","0","0"
"495","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1047","1","0","0"
"496","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1047","101","0","0"
"497","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1047","301","0","0"
"498","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1047","501","0","0"
"499","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1047","1001","0","0"
"500","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1047","2001","0","0"
