f0aeef1f06df6458fee8156ac3d706a1152a5d34904801e76ec44dddd9496a92,8aa8f1634f4406b3451ac5d8b445e19e74a1680d3391768850164f253fd2ef77,9e468983a2df531ecbbe3c35b7d5b01097e77bf94b7ad75e8f523b7903cedbdb,59f5494e256b8dd3272b0451435945e2f93c19aba5859f2aa6e8b85974f36a2c,da586b5d5e27cf1f758f6d6538e6bee79a634cc5a0c2bfb5fc3f335271289bd6,0e73793b7b82a4d7e3a5fae746978a9dd52c0589bf43914fafc96ea98aaeb78f,ac0b0d82896e0b29c5ee39ee746e8ffb1608f1b6c1168a87dc51c84e7b8f10fb,401958470766c60afb586fa2960e14b8694bf231a153614e40c9f32f7587a066,119d276e649b070fcdf859ba551a1ea3afa56066daf9c7f8fb68e523ab05317b,96743ce59da7646c77e02642eb382f31238cce06c52d03a611c07887947f636d,cc5107b6d0b2b6bf9e7a6f835643821827b8e88ed0d896f0714c24a3a3150484
"131120044","","3112","","0.6","","0","","","","93"
"131120045","0.2","3112","1","3","","round_monster_idle","","","","3"
"131120046","","3112","","0.4","","0","","","","93"
"131120047","","3112","-250","1000001","0","0","","0","","2"
"131120048","","3112","1","1000001","","escape","","","","3"
"131120049","","3112","-250","1000001","1","-600","","0","","2"
"131120050","","3112","","1","","0","","","","93"
"131120051","0.2","3112","1","1000001","1","1","","0","","6"
"131120052","","3112","","0.4","","0","","","","93"
"131120053","","3112","","2","","0","","","","113"
"131130001","0","3113","345.4","311300","0","311300","","1","","31"
"131130002","","3113","","0","","","","","","91"
"131130003","0.2","3113","0","1000001","","wait_gradeUp","","","","3"
"131130004","","3113","","311300","","1","","","","32"
"131130005","","3113","","0.1","","0","","","","93"
"131130006","","3113","","3","","0","","","","32"
"131130007","","3113","","0.8","","0","","","","93"
"131130008","0","3113","1.05","1.05","1.05","1.05","","0","","123"
"131130009","","3113","0.5","5","","5","","","","122"
"131130010","","3113","","1.1","","0","","","","93"
"131130011","0","3113","1.05","1.05","1.05","1.05","","0","","123"
"131130012","","3113","0.5","10","","10","","","","122"
"131130013","","3113","","0.8","","0","","","","93"
"131130014","0.2","3113","0","1000001","","glad_dot_light","","","","3"
"131130015","","3113","","0.1","","0","","","","93"
"131130016","5","3113","0.907","0.907","0.907","0.907","","0.4","","123"
"131130017","","3113","","1","","0","","","","93"
"131130018","0.2","3113","0","1000001","","disappoint","","","","3"
"131130019","","3113","","1","","0","","","","93"
"131130020","","3113","","2","","","","","","113"
"131140001","0","3114","345.4","311400","0","311400","","1","","31"
"131140002","","3114","","0","","","","","","91"
"131140003","0","3114","1.05","1.05","1.05","1.05","","7.4","","123"
"131140004","0.2","3114","0","1000001","","wait","","","","3"
"131140005","","3114","","311400","","1","","","","32"
"131140006","","3114","","0.1","","0","","","","93"
"131140007","","3114","","2","","0","","","","32"
"131140008","","3114","","3.4","","0","","","","93"
"131140009","5","3114","0.95","0.95","0.95","0.95","","3.2","","123"
"131140010","0.1","3114","0","1000001","shock_short_loop","shock_short_in","","1","0","3"
"131140011","","3114","","1.4","","0","","","","93"
"131140012","0.2","3114","0","1000001","","disappoint","","","","3"
"131140013","","3114","","0.7","","0","","","","93"
"131140014","","3114","","2","","","","","","113"
"131210001","0","3121","345.4","312100","0","312100","","1","","31"
"131210002","","3121","","0","","","","","","91"
"131210003","0","3121","1.05","1.05","1.05","1.05","","7.4","","123"
"131210004","0.2","3121","0","1000001","","wait","","","","3"
"131210005","","3121","","2","","1","","","","35"
"131210006","","3121","0","se_travel","","se_travel_treasure_big_rock","","","","23"
"131210007","","3121","","3.7","","0","","","","93"
"131210008","","3121","","312100","","1","","","","32"
"131210009","","3121","0.65","15","","15","","","","122"
"131210010","","3121","","0.5","","0","","","","93"
"131210011","","3121","3.2","20","","20","","","","122"
"131210012","0.2","3121","0","1000001","","shock_jump_short","","","","3"
"131210013","","3121","","0","","0","","","","91"
"131210014","0","3121","1","1000001","","escape","","","","3"
"131210015","","3121","-240","1000001","2","-880","","0","","2"
"131210016","","3121","","0.8","","0","","","","93"
"131210017","","3121","","2","","","","","","113"
"131220001","0.2","3122","1","1000001","","idle","","","","3"
"131220002","0","3122","345","312200","-65","11","","1","","31"
"131220003","0","3122","345","312201","-65","12","","1","","31"
"131220004","","3122","","0","","","","","","91"
"131220005","0","3122","1.05","1.05","1.05","1.05","","6.8","0","123"
"131220006","0.2","3122","0","1000001","","wait","","","","3"
"131220007","","3122","","2","","1","","","","35"
"131220008","","3122","","4","","0","","","","93"
"131220009","0","3122","0.95","0.95","0.95","0.95","","0.4","","123"
"131220010","","3122","","11","","1","","","","32"
"131220011","","3122","","12","","1","","","","32"
"131220012","","3122","0","1000001","","arrow_panic","","","","3"
"131220013","","3122","","2.7","","0","","","","93"
"131220014","","3122","","2","","0","","","","113"
"131230001","0","3123","345.4","6","0","6","","1","","31"
"131230002","0","3123","345.4","7","0","7","","1","","31"
"131230003","0","3123","345.4","310000","0","310000","","1","","31"
"131230004","0","3123","345.4","312300","0","312300","","1","","31"
"131230005","1","3123","345.4","990001","0","990001","","1","","31"
"131230006","1.1","3123","14","4","345","14","reward_loop","-180","0","5"
"131230007","","3123","","0","","","","","","91"
"131230008","0","3123","1.05","1.05","1.05","1.05","","7.4","","123"
"131230009","0.2","3123","0","1000001","","wait","","","","3"
"131230010","","3123","","2","","1","","","","35"
"131230011","","3123","","4.9","","0","","","","93"
"131230012","","3123","0.4","30","","30","","","","122"
"131230013","","3123","","312300","","1","","","","32"
"131230014","","3123","","6","","1","","","","32"
"131230015","","3123","","0.1","","0","","","","93"
"131230016","","3123","","2","","0","","","","32"
"131230017","","3123","","3","","0","","","","32"
"131230018","","3123","0","1000001","","dotEyes_noEmotion","","","","3"
"131230019","","3123","0","vo_travel_round_event","0","vo_travel_round_event_3123","","","","21"
"131230020","","3123","","2.5","","0","","","","93"
"131230021","","3123","","7","","1","","","","32"
"131230022","","3123","","0.1","","0","","","","93"
"131230023","","3123","","6","","0","","","","32"
"131230024","","3123","","0.2","","0","","","","93"
"131230025","0","3123","0.95","0.95","0.95","0.95","","0.3","","123"
"131230026","","3123","","310000","","1","","","","32"
"131230027","","3123","","0.2","","0","","","","93"
"131230028","","3123","0.6","50","","50","","","","122"
"131230029","","3123","","1.6","","0","","","","93"
"131230030","","3123","","2","","","","","","113"
"131240001","0","3124","345.4","312400","0","312400","","1","","31"
"131240002","0","3124","345.4","8","0","8","","1","","31"
"131240003","","3124","","8","","0","","","","35"
"131240004","","3124","","8","","1","","","","32"
"131240005","1","3124","345.4","990002","0","990002","","1","","31"
"131240006","0.5","3124","56","2","345.4","3124","empty","-240","0","5"
"131240007","","3124","","0","","","","","","91"
"131240008","0","3124","1.05","1.05","1.05","1.05","","7.4","","123"
"131240009","0.2","3124","0","1000001","","wait","","","","3"
"131240010","","3124","","2","","1","","","","35"
"131240011","","3124","","5.4","","0","","","","93"
"131240012","","3124","","312400","","1","","","","32"
"131240013","","3124","","0.1","","0","","","","93"
"131240014","","3124","","2","","0","","","","32"
"131240015","0","3124","0.95","0.95","0.95","0.95","","0.4","","123"
"131240016","0.2","3124","0","1000001","","glad","","","","3"
"131240017","0","3124","0","3124","","drop","","","","3"
"131240018","","3124","","0.7","","0","","","","93"
"131240019","0.2","3124","0","1000001","","joy_short","","","","3"
"131240020","","3124","","0.7","","0","","","","93"
"131240021","0","3124","0","3124","","shock","","","","3"
"131240022","","3124","","0.8","","0","","","","93"
"131240023","0.2","3124","0","1000001","","shock_jump_mimic","","0","","3"
"131240024","","3124","","2.4","","0","","","","93"
"131240025","","3124","","2","","","","","","113"
"132000001","0","3200","345.4","320000","0","320000","","1","","31"
"132000002","0","3200","345.4","110","0","110","","1","","31"
"132000003","0","3200","345.4","111","0","111","","1","","31"
"132000004","1","3200","345.4","990001","0","990001","","1","","31"
"132000005","","3200","","0","","","","","","91"
"132000006","0","3200","1.05","1.05","1.05","1.05","","7.4","","123"
"132000007","0.2","3200","0","1000001","","wait","","","","3"
"132000008","","3200","","2","","1","","","","35"
"132000009","","3200","","5.4","","0","","","","93"
"132000010","0.2","3200","0","1000001","","glad","","","","3"
"132000011","","3200","","320000","","1","","","","32"
"132000012","","3200","","1","","0","","","","93"
"132000013","5","3200","0.95","0.95","0.95","0.95","","0.8","","123"
"132000014","","3200","","110","","1","","","","32"
"132000015","","3200","","111","","1","","","","32"
"132000016","","3200","","0.1","","0","","","","93"
"132000017","","3200","","2","","0","","","","32"
"132000018","","3200","","3","","0","","","","32"
"132000019","","3200","","1.1","","0","","","","93"
"132000020","0.2","3200","0","1000001","joy_round3_loop","joy_round3_in","","1","0","3"
"132000021","","3200","","0.5","","0","","","","93"
"132000022","","3200","","998","","1","","","","32"
"132000023","","3200","","5.2","","0","","","","93"
"132000024","","3200","","1","","","","","","113"
"132010001","0","3201","345.4","320000","0","320000","","1","","31"
"132010002","0","3201","345.4","110","0","110","","1","","31"
"132010003","0","3201","345.4","111","0","111","","1","","31"
"132010004","1","3201","345.4","990002","0","990002","","1","","31"
"132010005","","3201","","0","","","","","","91"
"132010006","0","3201","1.05","1.05","1.05","1.05","","7.4","","123"
"132010007","0.2","3201","0","1000001","","wait","","","","3"
"132010008","","3201","","2","","1","","","","35"
"132010009","","3201","","5.4","","0","","","","93"
"132010010","0.2","3201","0","1000001","","glad","","","","3"
"132010011","","3201","","320000","","1","","","","32"
"132010012","","3201","","1","","0","","","","93"
"132010013","5","3201","0.95","0.95","0.95","0.95","","0.8","","123"
"132010014","","3201","","110","","1","","","","32"
"132010015","","3201","","111","","1","","","","32"
"132010016","","3201","","0.1","","0","","","","93"
"132010017","","3201","","2","","0","","","","32"
"132010018","","3201","","3","","0","","","","32"
"132010019","","3201","","1.1","","0","","","","93"
"132010020","0.2","3201","0","1000001","joy_round3_loop","joy_round3_in","","1","0","3"
"132010021","","3201","","0.5","","0","","","","93"
"132010022","","3201","","998","","1","","","","32"
"132010023","","3201","","5.2","","0","","","","93"
"132010024","","3201","","1","","","","","","113"
"132020001","0","3202","345.4","320000","0","320000","","1","","31"
"132020002","0","3202","345.4","320001","0","320001","","1","","31"
"132020003","0","3202","345.4","110","0","110","","1","","31"
"132020004","0","3202","345.4","111","0","111","","1","","31"
"132020005","1","3202","345.4","990003","0","990003","","1","","31"
"132020006","","3202","","0","","","","","","91"
"132020007","0","3202","1.05","1.05","1.05","1.05","","7.4","","123"
"132020008","0.2","3202","0","1000001","","wait","","","","3"
"132020009","","3202","","320001","","1","","","","32"
"132020010","","3202","","0.1","","0","","","","93"
"132020011","","3202","","2","","0","","","","32"
"132020012","","3202","","5.3","","0","","","","93"
"132020013","0.2","3202","0","1000001","","glad","","","","3"
"132020014","","3202","","320000","","1","","","","32"
"132020015","","3202","","1","","0","","","","93"
"132020016","5","3202","0.95","0.95","0.95","0.95","","0.8","","123"
"132020017","","3202","","110","","1","","","","32"
"132020018","","3202","","111","","1","","","","32"
"132020019","","3202","","0.1","","0","","","","93"
"132020020","","3202","","320001","","0","","","","32"
"132020021","","3202","","3","","0","","","","32"
"132020022","","3202","","1.1","","0","","","","93"
"132020023","0.2","3202","0","1000001","joy_round3_loop","joy_round3_in","","1","0","3"
"132020024","","3202","","0.5","","0","","","","93"
"132020025","","3202","","998","","1","","","","32"
"132020026","","3202","","5.2","","0","","","","93"
"132020027","","3202","","1","","","","","","113"
"132110001","0","3211","345.4","6","0","6","","1","","31"
"132110002","0","3211","345.4","7","0","7","","1","","31"
"132110003","0","3211","345.4","8","0","8","","1","","31"
"132110004","0","3211","345.4","111","0","111","","1","","31"
"132110005","0","3211","345.4","110","0","110","","1","","31"
"132110006","0","3211","345.4","321100","0","321100","","1","","31"
"132110007","0","3211","345.4","321101","0","321101","","1","","31"
"132110008","0","3211","345.4","321102","0","321102","","1","","31"
"132110009","1.3","3211","55","3","8000","13","appear","0","0","5"
"132110010","0.89","3211","56","2","8000","100711","03_run","-250","1","1"
"132110011","","3211","","0","","","","","","91"
"132110012","0","3211","1","13","1","1","","0","0","6"
"132110013","","3211","-250","13","0","95","","0","","2"
"132110014","","3211","-250","100711","0","1100","","0","","2"
"132110015","0","3211","1.05","1.05","1.05","1.05","","7.4","","123"
"132110016","0.2","3211","0","1000001","","wait","","","","3"
"132110017","","3211","","2","","1","","","","35"
"132110018","","3211","","4.9","","0","","","","93"
"132110019","0","3211","0.95","0.95","0.95","0.95","","0.3","","123"
"132110020","","3211","0","se_travel","","se_travel_treasure_ghost_special_success","","","","23"
"132110021","","3211","","8","","1","","","","32"
"132110022","","3211","","8","","0","","","","35"
"132110023","","3211","","6","","1","","","","32"
"132110024","","3211","","0.1","","0","","","","93"
"132110025","","3211","","2","","0","","","","32"
"132110026","","3211","","3","","0","","","","32"
"132110027","0.2","3211","0","1000001","","dotEyes","","","","3"
"132110028","","3211","","0.3","","0","","","","93"
"132110029","","3211","0","13","","appear","","","","3"
"132110030","0","3211","1","13","1","1","","1","0","6"
"132110031","","3211","","0.67","","0","","","","93"
"132110032","","3211","0","1000001","","shock_jump","","","","3"
"132110033","","3211","-250","1000001","1","70","","0","","2"
"132110034","","3211","","1.1","","0","","","","93"
"132110035","","3211","1","1000001","","escape","","","","3"
"132110036","","3211","-250","1000001","1.2","-350","","0","","2"
"132110037","","3211","0","13","","march_pudding","","","","3"
"132110038","","3211","","7","","1","","","","32"
"132110039","","3211","","0.1","","0","","","","93"
"132110040","","3211","","6","","0","","","","32"
"132110041","","3211","","0.3","","0","","","","93"
"132110042","","3211","","321100","","1","","","","32"
"132110043","","3211","","0.4","","0","","","","93"
"132110044","","3211","-250","100711","1.1","630","","0","","2"
"132110045","","3211","","0.9","","0","","","","93"
"132110046","","3211","1","vo_travel_round_event","0","vo_travel_round_event_3211","","","","21"
"132110047","","3211","","0.2","","0","","","","93"
"132110048","","3211","1","100711","","03_idle","","","0","3"
"132110049","","3211","","0.3","","0","","","","93"
"132110050","0.2","3211","0","100711","03_idle","03_attack","","","0.2","3"
"132110051","","3211","","321101","","1","","","","32"
"132110052","","3211","1","1000001","","run","","","","3"
"132110053","","3211","","1000001","","0","","","","4"
"132110054","","3211","-250","1000001","2","70","","0","","2"
"132110055","","3211","","0.6","","0","","","","93"
"132110056","","3211","","321102","","1","","","","32"
"132110057","","3211","","110","","1","","","","32"
"132110058","","3211","","111","","1","","","","32"
"132110059","","3211","","0.1","","0","","","","93"
"132110060","","3211","","7","","0","","","","32"
"132110061","","3211","","1.2","","0","","","","93"
"132110062","","3211","","8","","0","","","","32"
"132110063","","3211","","0.1","","0","","","","93"
"132110064","0.2","3211","0","100711","","03_joy_short","","","","3"
"132110065","0.2","3211","0","1000001","joy_round3_loop","joy_round3_in","","1","0.2","3"
"132110066","","3211","","998","","1","","","","32"
"132110067","","3211","","0.7","","0","","","","93"
"132110068","","3211","1","13","","pudding_loop","","","","3"
"132110069","","3211","","4.5","","0","","","","93"
"132110070","","3211","","1","","","","","","113"
"132120001","0.2","3212","1","1000001","","idle","","","","3"
"132120002","0","3212","0","301200","0","13","","1","","31"
"132120003","0","3212","0","101","0","14","","1","","31"
"132120004","0","3212","260","301204","-150","16","","1","","31"
"132120005","0","3212","320","301204","-120","19","","1","","31"
"132120006","0","3212","0","301205","0","17","","1","","31"
"132120007","0","3212","345.4","6","0","18","","1","","31"
"132120008","0","3212","345.4","301201","0","20","","1","","31"
"132120009","0","3212","345.4","301202","0","21","","1","","31"
"132120010","0","3212","345.4","111","0","111","","1","","31"
"132120011","","3212","","111","","0","","","","35"
"132120012","0","3212","345.4","110","0","110","","1","","31"
"132120013","1","3212","55","1","9340","3","round_monster_walk","-234","0","5"
"132120014","","3212","","0","","","","","","91"
"132120015","0","3212","1","3","1","1","","0","0","6"
"132120016","0","3212","-234","3","0","345","","0","0","2"
"132120017","0","3212","1.05","1.05","1.05","1.05","","7.4","0","123"
"132120018","0.2","3212","0","1000001","","wait","","","","3"
"132120019","","3212","","2","","1","","","","35"
"132120020","0","3212","0","301203","0","15","","1","","31"
"132120021","0.89","3212","57","2","9340","1000003","<weapon>_run","-250","0","1"
"132120022","0.89","3212","58","2","9340","1000004","<weapon>_run","-290","0","1"
"132120023","","3212","","4.3","","0","","","","93"
"132120024","0","3212","0.95","0.95","0.95","0.95","","0.4","","123"
"132120025","","3212","","21","","1","","","","32"
"132120026","","3212","","21","","0","","","","35"
"132120027","","3212","","se_travel","","se_travel_treasure_success_monster_helper_2","","","","23"
"132120028","","3212","","18","","1","","","","32"
"132120029","","3212","","0.1","","0","","","","93"
"132120030","","3212","","2","","0","","","","32"
"132120031","0.3","3212","1","3","1","1","","1","0","6"
"132120032","","3212","","13","","1","","","","32"
"132120033","","3212","0","3","","round_monster_appear","","","","3"
"132120034","","3212","0","1000001","","back","","","","3"
"132120035","","3212","","0.67","","0","","","","93"
"132120036","0.1","3212","0","3","","round_monster_walk","","","","3"
"132120037","","3212","-234","3","1.4","220","","0","","2"
"132120038","","3212","","20","","1","","","","32"
"132120039","","3212","","0.1","","0","","","","93"
"132120040","","3212","","18","","0","","","","32"
"132120041","","3212","","0.5","","0","","","","93"
"132120042","","3212","","1000003","","1","","","","4"
"132120043","","3212","-240","1000003","0","1545","","0","","2"
"132120044","","3212","","1000004","","1","","","","4"
"132120045","","3212","-280","1000004","0","1635","","0","","2"
"132120046","","3212","","0.5","","0","","","","93"
"132120047","0.3","3212","0","3","","round_monster_attack","","","","3"
"132120048","","3212","","0.5","","0","","","","93"
"132120049","","3212","","17","","1","","","","32"
"132120050","0.1","3212","0","1000001","","back_loop","","","","3"
"132120051","","3212","","0.5","","0","","","","93"
"132120052","","3212","-240","1000003","0","920","","0","","2"
"132120053","","3212","-240","1000003","0.16","620","","0","","2"
"132120054","0.2","3212","0","1000003","","<weapon>_run","","","","3"
"132120055","","3212","","0.16","","0","","","","93"
"132120056","0.2","3212","0","1000003","","<weapon>_attack_skipQuest","","","","3"
"132120057","","3212","","0.1","","0","","","","93"
"132120058","","3212","-234","3","0","280","","0","","2"
"132120059","","3212","","3","","1","","","","4"
"132120060","0","3212","0","3","","round_monster_die","","","","3"
"132120061","","3212","","16","","1","","","","32"
"132120062","","3212","","0.15","","0","","","","93"
"132120063","","3212","-280","1000004","0","910","","0","","2"
"132120064","","3212","-280","1000004","0.16","710","","0","","2"
"132120065","0.2","3212","0","1000004","","<weapon>_run","","","","3"
"132120066","","3212","","0.16","","0","","","","93"
"132120067","0.2","3212","0","1000004","","<weapon>_attack_skipQuest","","","","3"
"132120068","","3212","","0.1","","0","","","","93"
"132120069","","3212","","0.1","","0","","","","93"
"132120070","0","3212","0","3","","round_monster_die","","","","3"
"132120071","","3212","","19","","1","","","","32"
"132120072","","3212","","0.4","","0","","","","93"
"132120073","","3212","-240","1000001","0","20","","0","","2"
"132120074","0","3212","0","1000001","","back_origin","","","","3"
"132120075","0.2","3212","0","1000001","","surprise","","","","3"
"132120076","0.2","3212","1","1000003","","<weapon>_idle","","","","3"
"132120077","","3212","","0.2","","0","","","","93"
"132120078","","3212","","110","","1","","","","32"
"132120079","","3212","","111","","1","","","","32"
"132120080","","3212","","0.2","","0","","","","93"
"132120081","0.2","3212","1","1000004","","<weapon>_idle","","","","3"
"132120082","","3212","","0.46","","0","","","","93"
"132120083","0.6","3212","1","3","1","1","","0","","6"
"132120084","","3212","","18","","1","","","","32"
"132120085","","3212","","0.02","","0","","","","93"
"132120086","","3212","","20","","0","","","","32"
"132120087","","3212","","21","","0","","","","32"
"132120088","0.2","3212","0","1000001","joy_round3_loop","joy_round3_in","","1","","3"
"132120089","","3212","","0.1","","0","","","","93"
"132120090","0","3212","0","1000003","","<weapon>_joy_short","","","","3"
"132120091","","3212","","0.1","","0","","","","93"
"132120092","0","3212","0","1000004","","<weapon>_joy_short","","","","3"
"132120093","","3212","","0.9","","0","","","","93"
"132120094","","3212","","998","","1","","","","32"
"132120095","","3212","","3.8","","0","","","","93"
"132120096","","3212","","1","","0","","","","113"
"132130001","0","3213","345.4","321300","0","321300","","1","","31"
"132130002","0","3213","345.4","111","0","111","","1","","31"
"132130003","","3213","","111","","0","","","","35"
"132130004","0","3213","345.4","110","0","110","","1","","31"
"132130005","","3213","","0","","","","","","91"
"132130006","0.2","3213","0","1000001","","wait_gradeUp","","","","3"
"132130007","","3213","","321300","","1","","","","32"
"132130008","","3213","","0.1","","0","","","","93"
"132130009","","3213","","2","","0","","","","32"
"132130010","","3213","","0.8","","0","","","","93"
"132130011","0","3213","1.05","1.05","1.05","1.05","","0","","123"
"132130012","","3213","0.5","5","","5","","","","122"
"132130013","","3213","","1.1","","0","","","","93"
"132130014","0","3213","1.05","1.05","1.05","1.05","","0","","123"
"132130015","","3213","0.5","10","","10","","","","122"
"132130016","","3213","","0.8","","0","","","","93"
"132130017","0.2","3213","0","1000001","","glad_dot_light","","","","3"
"132130018","","3213","","0.1","","0","","","","93"
"132130019","5","3213","0.907","0.907","0.907","0.907","","0.4","","123"
"132130020","","3213","","1.5","","0","","","","93"
"132130021","","3213","0.7","20","","20","","","","122"
"132130022","","3213","","1.4","","0","","","","93"
"132130023","","3213","","110","","1","","","","32"
"132130024","","3213","","111","","1","","","","32"
"132130025","","3213","","1.2","","0","","","","93"
"132130026","0.2","3213","0","1000001","joy_round3_loop","joy_round3_in","","1","0","3"
"132130027","","3213","","0.3","","0","","","","93"
"132130028","","3213","","998","","1","","","","32"
"132130029","","3213","","3.8","","0","","","","93"
"132130030","","3213","","1","","","","","","113"
"132140001","0","3214","345.4","321400","0","321400","","1","","31"
"132140002","0.89","3214","57","2","1088","103111","05_idle","-240","1","1"
"132140003","0","3214","345.4","110","0","110","","1","","31"
"132140004","0","3214","345.4","111","0","111","","1","","31"
"132140005","","3214","","0","","","","","","91"
"132140006","0","3214","1.05","1.05","1.05","1.05","","7.4","","123"
"132140007","0.2","3214","0","1000001","","wait","","","","3"
"132140008","","3214","","321400","","1","","","","32"
"132140009","","3214","","0.1","","0","","","","93"
"132140010","","3214","","2","","0","","","","32"
"132140011","","3214","","3.4","","0","","","","93"
"132140012","5","3214","0.95","0.95","0.95","0.95","","3.2","","123"
"132140013","0.2","3214","0","1000001","","shock_jump_aura","","","","3"
"132140014","","3214","","0.1","","0","","","","93"
"132140015","","3214","-240","1000001","0.6","70","","2","","2"
"132140016","","3214","","0.5","","0","","","","93"
"132140017","0","3214","1","103111","","05_run_gamestart","","","","3"
"132140018","","3214","-240","103111","0.5","586","","0","","2"
"132140019","","3214","","0.5","","0","","","","93"
"132140020","0.2","3214","1","103111","","05_idle","","","","3"
"132140021","","3214","","0.5","","0","","","","93"
"132140022","0.2","3214","0","103111","05_idle","shinobu_exorcise","","1","0","3"
"132140023","","3214","0","vo_travel_round_event","0","vo_travel_round_event_3214","","","","21"
"132140024","","3214","","1","","0","","","","93"
"132140025","","3214","","110","","1","","","","32"
"132140026","","3214","","111","","1","","","","32"
"132140027","","3214","","0.1","","0","","","","93"
"132140028","","3214","","3","","0","","","","32"
"132140029","","3214","","1.1","","0","","","","93"
"132140030","0.2","3214","0","1000001","joy_round3_loop","joy_round3_in","","1","0","3"
"132140031","0.2","3214","0","103111","","05_joy_short","","","","3"
"132140032","","3214","","0.5","","0","","","","93"
"132140033","","3214","","998","","1","","","","32"
"132140034","","3214","","3.8","","0","","","","93"
"132140035","","3214","","1","","","","","","113"
"132150001","1","3215","345.4","321500","0","321500","","1","","31"
"132150002","1","3215","345.4","321501","0","321501","","1","","31"
"132150003","0","3215","345.4","120","0","120","","1","","31"
"132150004","0","3215","345.4","121","0","121","","1","","31"
"132150005","1","3215","345.4","990001","0","990001","","1","","31"
"132150006","","3215","","0","","","","","","91"
"132150007","0","3215","1.05","1.05","1.05","1.05","","7.4","","123"
"132150008","0.2","3215","0","1000001","","wait_wakuwaku","","","","3"
"132150009","","3215","","2","","1","","","","35"
"132150010","","3215","","5.2","","0","","","","93"
"132150011","5","3215","0.95","0.95","0.95","0.95","","0.8","","123"
"132150012","","3215","","120","","1","","","","32"
"132150013","","3215","","121","","1","","","","32"
"132150014","","3215","","0.1","","0","","","","93"
"132150015","","3215","","321501","","0","","","","32"
"132150016","","3215","","2","","0","","","","32"
"132150017","","3215","","3","","0","","","","32"
"132150018","","3215","","998","","1","","","","32"
"132150019","","3215","","0.4","","0","","","","93"
"132150020","0.2","3215","1","1000001","","dance","","","","3"
"132150021","","3215","","4.8","","0","","","","93"
"132150022","","3215","","1","","","","","","113"
"132160001","0","3216","345.4","6","0","6","","1","","31"
"132160002","0","3216","345.4","8","0","8","","1","","31"
"132160003","0","3216","345.4","110","0","110","","1","","31"
"132160004","0","3216","345.4","111","0","111","","1","","31"
"132160005","0","3216","345.4","301600","-80","301600","","1","","31"
"132160006","1","3216","345.4","990002","0","990002","","1","","31"
"132160007","","3216","","0","","","","","","91"
"132160008","0","3216","1.05","1.05","1.05","1.05","","7.4","","123"
"132160009","0.2","3216","0","1000001","","wait","","","","3"
"132160010","","3216","","2","","1","","","","35"
"132160011","","3216","","5.4","","0","","","","93"
"132160012","0","3216","0.95","0.95","0.95","0.95","","0.4","","123"
"132160013","","3216","","8","","1","","","","32"
"132160014","","3216","","8","","0","","","","35"
"132160015","","3216","","301600","","1","","","","32"
"132160016","","3216","","6","","1","","","","32"
"132160017","","3216","","111","","1","","","","32"
"132160018","","3216","","111","","0","","","","35"
"132160019","","3216","","0.1","","0","","","","93"
"132160020","","3216","","2","","0","","","","32"
"132160021","","3216","","3","","0","","","","32"
"132160022","0.1","3216","0","1000001","","glad","","","","3"
"132160023","","3216","","0.1","","0","","","","93"
"132160024","","3216","","8","","1","","","","35"
"132160025","","3216","","110","","1","","","","32"
"132160026","","3216","0","se_travel","","se_travel_treasure_special_success_butterfly","","","","23"
"132160027","","3216","","1.5","","0","","","","93"
"132160028","","3216","","998","","1","","","","32"
"132160029","0.2","3216","0","1000001","joy_round3_loop","joy_round3_in","","1","","3"
"132160030","","3216","","5.2","","0","","","","93"
"132160031","","3216","","1","","","","","","113"
"132170001","0","3217","345.4","310000","0","310000","","1","","31"
"132170002","0","3217","0","310001","0","310001","","1","","31"
"132170003","0","3217","345.4","301700","0","301700","","1","","31"
"132170004","0","3217","740","301701","-115","301701","","1","","31"
"132170005","0","3217","345.4","301702","0","301702","","1","","31"
"132170006","0","3217","345.4","120","0","120","","1","","31"
"132170007","0","3217","345.4","321700","0","321700","","1","","31"
"132170008","0.44","3217","100","5","610","15","empty","-235","0","5"
"132170009","0.44","3217","55","5","610","16","empty","-235","0","5"
"132170010","","3217","","0","","","","","","91"
"132170011","0","3217","1.05","1.05","1.05","1.05","","7.4","","123"
"132170012","0.2","3217","0","1000001","","wait","","","","3"
"132170013","","3217","","2","","1","","","","35"
"132170014","","3217","","5.4","","0","","","","93"
"132170015","0","3217","0.95","0.95","0.95","0.95","","0.3","","123"
"132170016","","3217","","310000","","1","","","","32"
"132170017","","3217","","310001","","1","","","","32"
"132170018","","3217","","0.2","","0","","","","93"
"132170019","","3217","0.6","50","","50","","","","122"
"132170020","0.2","3217","0","1000001","","shock","","","","3"
"132170021","","3217","","1.6","","0","","","","93"
"132170022","","3217","","301700","","1","","","","32"
"132170023","","3217","","1.2","","0","","","","93"
"132170024","","3217","0","se_travel","","se_travel_treasure_croce_ui","","","","23"
"132170025","","3217","0","15","","punch","","","","3"
"132170026","","3217","0","16","","punch_B","","","","3"
"132170027","","3217","","0.2","","0","","","","93"
"132170028","11","3217","1.05","1.05","1.05","1.05","","0.1","","123"
"132170029","","3217","","0.1","","0","","","","93"
"132170030","0","3217","0.95","0.95","0.95","0.95","","0.3","","123"
"132170031","","3217","","1","","0","","","","93"
"132170032","","3217","0","se_travel","","se_travel_treasure_croce_door","","","","23"
"132170033","","3217","","0.4","","0","","","","93"
"132170034","","3217","","301701","","1","","","","32"
