230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"5412010","","","","","","","91","5412","0",""
"5412011","","0","","0","vo_wac_220409_001","","21","5412","vo_wac_220409",""
"5412012","0.5","10","0","1","このお絵かき事業で\nみんなが芸術に\n興味を持ってくれたらうれしいわね♪","0","11","5412","101811","1"
"5412013","","","","","","","91","5412","0",""
"5412014","","","","","0","","22","5412","0",""
"5413001","","1","","","wac_idle_smile","0.2","3","5413","101811",""
"5413002","","1","","","wac_no_items","0.2","3","5413","111",""
"5413003","","-340","","0","200","","2","5413","101811",""
"5413004","","-340","","0","200","","2","5413","111",""
"5413005","","","","","0","","32","5413","1",""
"5413006","","","","","1","","32","5413","2",""
"5413007","","","","","0","","32","5413","11",""
"5413008","","","","","","","91","5413","0",""
"5511001","wac_default_31","202","0","-167","101811","2","1","5511","1","-205"
"5511002","wac_default_bot_41","254","0","-64","105011","2","1","5511","1","-350"
"5511003","wac_default_51","252","0","230","101611","2","1","5511","1","-325"
"5511004","wac_default_38","201","0","-167","111","2","5","5511","1","-205"
"5511005","wac_default_46","253","0","-64","112","2","5","5511","1","-350"
"5511006","wac_default_bot_51","251","0","230","113","2","5","5511","1","-325"
"5511007","","","","","300","","13","5511","101611",""
"5511008","","","","","300","","13","5511","101811",""
"5511009","","","","","300","","13","5511","105011",""
"5511010","","0","","0","5","1","31","5511","5","1"
"5511011","","0","","0","10","0","31","5511","10","1"
"5511012","","0","","0","15","0","31","5511","15","1"
"5511013","","0","","","wac_paint_31","0.2","3","5511","101811","0"
"5511014","","0","","","wac_paint_38","0.2","3","5511","111","0"
"5511015","","0","","","wac_paint_bot_41","0.2","3","5511","105011","0"
"5511016","","0","","","wac_paint_46","0.2","3","5511","112","0"
"5511017","","0","","","wac_paint_bot_51","0.2","3","5511","101611","0"
"5511018","","0","","","wac_paint_bot_51","0.2","3","5511","113","0"
"5511019","","","","","0","","93","5511","0",""
"5511020","","","","","1","","32","5511","15",""
"5511021","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","5511","se_common",""
"5511022","","","","","","","131","5511","1",""
"5512001","","1","","","wac_idle_kyapi","0","3","5512","101611",""
"5512002","","1","","","wac_idle_smile_L","0","3","5512","101811",""
"5512003","","1","","","wac_idle_wish","0","3","5512","105011",""
"5512004","","1","","","wac_no_items","0","3","5512","111",""
"5512005","","1","","","wac_no_items","0","3","5512","112",""
"5512006","","1","","","wac_no_items","0","3","5512","113",""
"5512007","","-335","","0","190","","2","5512","101611",""
"5512008","","-360","","0","-190","","2","5512","101811",""
"5512009","","-360","","0","350","","2","5512","105011",""
"5512010","","-335","","0","190","","2","5512","111",""
"5512011","","-360","","0","-190","","2","5512","112",""
"5512012","","-360","","0","350","","2","5512","113",""
"5512013","","","","","0","","32","5512","5",""
"5512014","","","","","1","","32","5512","10",""
"5512015","","","","","0","","32","5512","15",""
"5512016","","0","","wac_talk_kyapi_loop","wac_talk_kyapi_in","0.2","3","5512","101611","1"
"5512017","","0","","0","vo_wac_220410_000","","21","5512","vo_wac_220410",""
"5512018","0.5","10","0","1","きゃはは♪　完成～！\nねえねえ、うちらってば実は、\n絵の才能めっちゃあるんじゃない？","0","11","5512","101611","1"
"5512019","","","","","","","91","5512","0",""
"5512020","","1","","","wac_idle_kyapi","0.2","3","5512","101611","1"
"5512021","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","5512","105011","1"
"5512022","","0","","0","vo_wac_220410_001","","21","5512","vo_wac_220410",""
"5512023","0.5","10","0","1","う、うん、まあまあいい感じ……\nちょっ、アタシのは見ないでよ！\nなんでって、なんでもよ！\nあ、後で直そうなんて思ってないし！","0","11","5512","105011","1"
"5512024","","","","","","","91","5512","0",""
"5512025","","1","","","wac_idle_wish","0.2","3","5512","105011","1"
"5512026","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","5512","101811","1"
"5512027","","0","","0","vo_wac_220410_002","","21","5512","vo_wac_220410",""
"5512028","0.5","10","0","1","ふたりとも、とっても上手に\n描けたわね。花丸をあげちゃう！\nこれからも頑張りましょ♪","0","11","5512","101811","1"
"5512029","","","","","","","91","5512","0",""
"5512030","","","","","0","","22","5512","0",""
"5512031","","","","","","","111","5512","",""
"5513001","","1","","","wac_idle_kyapi","0.2","3","5513","101611",""
"5513002","","1","","","wac_idle_smile_L","0.2","3","5513","101811",""
"5513003","","1","","","wac_idle_wish","0.2","3","5513","105011",""
"5513004","","1","","","wac_no_items","0.2","3","5513","111",""
"5513005","","1","","","wac_no_items","0.2","3","5513","112",""
"5513006","","1","","","wac_no_items","0.2","3","5513","113",""
"5513007","","-335","","0","190","","2","5513","101611",""
"5513008","","-360","","0","-190","","2","5513","101811",""
"5513009","","-360","","0","350","","2","5513","105011",""
"5513010","","-335","","0","190","","2","5513","111",""
"5513011","","-360","","0","-190","","2","5513","112",""
"5513012","","-360","","0","350","","2","5513","113",""
"5513013","","","","","0","","32","5513","5",""
"5513014","","","","","1","","32","5513","10",""
"5513015","","","","","0","","32","5513","15",""
"5513016","","","","","","","91","5513","0",""
"5611001","wac_default_11","202","0","-108","105311","2","1","5611","1","-212.75"
"5611002","wac_default_12","201","0","-108","111","2","5","5611","1","-212.75"
"5611003","","0","","0","1","1","31","5611","1","1"
"5611004","","0","","0","2","0","31","5611","2","1"
"5611005","","0","","0","11","0","31","5611","11","1"
"5611006","","0","","","wac_paint_11","0.2","3","5611","105311","0"
"5611007","","0","","","wac_paint_12","0.2","3","5611","111","0"
"5611008","","","","","0","","93","5611","0.3",""
"5611009","","","","","1","","32","5611","11",""
"5611010","","0","","","se_10035700_roller","","23","5611","se_10035700",""
"5611011","","","","","300","","13","5611","105311",""
"5611012","","","","","","","131","5611","1",""
"5612001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","5612","105311","1"
"5612002","","1","","","wac_no_items","0.2","3","5612","111",""
"5612003","","-340","","0","200","","2","5612","105311",""
"5612004","","-340","","0","200","","2","5612","111",""
"5612005","","","","","0","","32","5612","1",""
"5612006","","","","","1","","32","5612","2",""
"5612007","","","","","0","","32","5612","11",""
"5612008","","0","","0","vo_wac_220411_000","","21","5612","vo_wac_220411",""
"5612009","0.5","10","0","1","うむ、いい仕上がりだ！\nしかし、絵を描くのに熱中しすぎて\n空腹になってしまったな……","0","11","5612","105311","1"
"5612010","","","","","","","91","5612","0",""
"5612011","","0","","0","vo_wac_220411_001","","21","5612","vo_wac_220411",""
"5612012","0.5","10","0","1","ポケットの中に確か……\nこ、このお菓子は非常食であって\n甘味が恋しいわけではないぞっ！？","0","11","5612","105311","1"
"5612013","","","","","","","91","5612","0",""
"5612014","","","","","0","","22","5612","0",""
"5613001","","1","","","wac_idle_wish","0.2","3","5613","105311",""
"5613002","","1","","","wac_no_items","0.2","3","5613","111",""
"5613003","","-340","","0","200","","2","5613","105311",""
"5613004","","-340","","0","200","","2","5613","111",""
"5613005","","","","","0","","32","5613","1",""
"5613006","","","","","1","","32","5613","2",""
"5613007","","","","","0","","32","5613","11",""
"5613008","","","","","","","91","5613","0",""
"5711001","wac_default_01","202","0","-108","100811","2","1","5711","1","-212.75"
"5711002","wac_default_01","201","0","-108","111","2","5","5711","1","-212.75"
"5711003","","0","","0","1","1","31","5711","1","1"
"5711004","","0","","0","2","0","31","5711","2","1"
"5711005","","0","","0","11","0","31","5711","11","1"
"5711006","","0","","","wac_paint_01","0.2","3","5711","100811","0"
"5711007","","0","","","wac_paint_01","0.2","3","5711","111","0"
"5711008","","","","","0","","93","5711","0",""
"5711009","","","","","1","","32","5711","11",""
"5711010","","0","","","se_10035700_brush","","23","5711","se_10035700",""
"5711011","","","","","300","","13","5711","100811",""
"5711012","","","","","","","131","5711","1",""
"5712001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","5712","100811","1"
"5712002","","1","","","wac_no_items","0.2","3","5712","111",""
"5712003","","-340","","0","200","","2","5712","100811",""
"5712004","","-340","","0","200","","2","5712","111",""
"5712005","","","","","0","","32","5712","1",""
"5712006","","","","","1","","32","5712","2",""
"5712007","","","","","0","","32","5712","11",""
"5712008","","0","","0","vo_wac_220412_000","","21","5712","vo_wac_220412",""
"5712009","0.5","10","0","1","はぁ、何度見ても美しいね……\n絵を描くボクと、ボクが描いた絵で\n美しさを引き立てあってるよ。","0","11","5712","100811","1"
"5712010","","","","","","","91","5712","0",""
"5712011","","0","","0","vo_wac_220412_001","","21","5712","vo_wac_220412",""
"5712012","0.5","10","0","1","こんなのをいくつも描いたら\n見た人が卒倒しちゃうんじゃないかな？\nふふっ、あとで注意書きの看板を\n立てておかなくちゃ♪","0","11","5712","100811","1"
"5712013","","","","","","","91","5712","0",""
"5712014","","","","","0","","22","5712","0",""
"5713001","","1","","","wac_idle_wish","0.2","3","5713","100811",""
"5713002","","1","","","wac_no_items","0.2","3","5713","111",""
"5713003","","-340","","0","200","","2","5713","100811",""
"5713004","","-340","","0","200","","2","5713","111",""
"5713005","","","","","0","","32","5713","1",""
"5713006","","","","","1","","32","5713","2",""
"5713007","","","","","0","","32","5713","11",""
"5713008","","","","","","","91","5713","0",""
"5811001","wac_default_11","202","0","-108","104511","2","1","5811","1","-212.75"
"5811002","wac_default_11","201","0","-108","111","2","5","5811","1","-212.75"
"5811003","","0","","0","1","1","31","5811","1","1"
"5811004","","0","","0","2","0","31","5811","2","1"
"5811005","","0","","0","11","0","31","5811","11","1"
"5811006","","0","","","wac_paint_11","0.2","3","5811","104511","0"
"5811007","","0","","","wac_paint_11","0.2","3","5811","111","0"
"5811008","","","","","0","","93","5811","0.3",""
"5811009","","","","","1","","32","5811","11",""
"5811010","","0","","","se_10035700_roller","","23","5811","se_10035700",""
"5811011","","","","","300","","13","5811","104511",""
"5811012","","","","","","","131","5811","1",""
"5812001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","5812","104511","1"
"5812002","","1","","","wac_no_items","0.2","3","5812","111",""
"5812003","","-340","","0","200","","2","5812","104511",""
"5812004","","-340","","0","200","","2","5812","111",""
"5812005","","","","","0","","32","5812","1",""
"5812006","","","","","1","","32","5812","2",""
"5812007","","","","","0","","32","5812","11",""
"5812008","","0","","0","vo_wac_220413_000","","21","5812","vo_wac_220413",""
"5812009","0.5","10","0","1","ああっ、見られちゃってます～！\nクウカの描いた絵がみなさんに……！\nぐふっ、ぐふふふっ……！","0","11","5812","104511","1"
"5812010","","","","","","","91","5812","0",""
"5812011","","0","","0","vo_wac_220413_001","","21","5812","vo_wac_220413",""
"5812012","0.5","10","0","1","ランドソルの至るところで\nあられもないクウカの絵をさらすために\nこれからも頑張……え？\nそれは違うと思う……？","0","11","5812","104511","1"
"5812013","","","","","","","91","5812","0",""
"5812014","","","","","0","","22","5812","0",""
"5813001","","1","","","wac_idle_smile","0.2","3","5813","104511",""
"5813002","","1","","","wac_no_items","0.2","3","5813","111",""
"5813003","","-340","","0","200","","2","5813","104511",""
"5813004","","-340","","0","200","","2","5813","111",""
"5813005","","","","","0","","32","5813","1",""
"5813006","","","","","1","","32","5813","2",""
"5813007","","","","","0","","32","5813","11",""
"5813008","","","","","","","91","5813","0",""
"5911001","wac_default_11","202","0","-108","103011","2","1","5911","1","-212.75"
"5911002","wac_default_11","201","0","-108","111","2","5","5911","1","-212.75"
"5911003","","0","","0","1","1","31","5911","1","1"
"5911004","","0","","0","2","0","31","5911","2","1"
"5911005","","0","","0","11","0","31","5911","11","1"
"5911006","","0","","","wac_paint_11","0.2","3","5911","103011","0"
"5911007","","0","","","wac_paint_11","0.2","3","5911","111","0"
"5911008","","","","","0","","93","5911","0.3",""
"5911009","","","","","1","","32","5911","11",""
"5911010","","0","","","se_10035700_roller","","23","5911","se_10035700",""
"5911011","","","","","300","","13","5911","103011",""
"5911012","","","","","","","131","5911","1",""
"5912001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","5912","103011","1"
"5912002","","1","","","wac_no_items","0.2","3","5912","111",""
"5912003","","-340","","0","200","","2","5912","103011",""
"5912004","","-340","","0","200","","2","5912","111",""
"5912005","","","","","0","","32","5912","1",""
"5912006","","","","","1","","32","5912","2",""
"5912007","","","","","0","","32","5912","11",""
"5912008","","0","","0","vo_wac_220414_000","","21","5912","vo_wac_220414",""
"5912009","0.5","10","0","1","このワビサビとオモムキ……\n我ながらカイシンの出来デース！","0","11","5912","103011","1"
"5912010","","","","","","","91","5912","0",""
"5912011","","0","","0","vo_wac_220414_001","","21","5912","vo_wac_220414",""
"5912012","0.5","10","0","1","芸術の道は\n日々ショージンあるのみデス！\nショーグンと一緒に\n絵でも天下統一を目指しまショウ♪","0","11","5912","103011","1"
"5912013","","","","","","","91","5912","0",""
"5912014","","","","","0","","22","5912","0",""
"5913001","","1","","","wac_idle_smile","0.2","3","5913","103011",""
"5913002","","1","","","wac_no_items","0.2","3","5913","111",""
"5913003","","-340","","0","200","","2","5913","103011",""
"5913004","","-340","","0","200","","2","5913","111",""
"5913005","","","","","0","","32","5913","1",""
"5913006","","","","","1","","32","5913","2",""
"5913007","","","","","0","","32","5913","11",""
"5913008","","","","","","","91","5913","0",""
"6011001","wac_default_21","202","0","-108","106511","2","1","6011","1","-100"
"6011002","wac_default_23","201","0","-108","111","2","5","6011","1","-100"
"6011003","","0","","0","19","1","31","6011","19","1"
"6011004","","0","","0","2","0","31","6011","2","1"
"6011005","","0","","0","20","0","31","6011","20","1"
"6011006","","0","","","wac_paint_21","0.2","3","6011","106511","0"
"6011007","","0","","","wac_paint_23","0.2","3","6011","111","0"
"6011008","","","","","0","","93","6011","0",""
"6011009","","","","","1","","32","6011","20",""
"6011010","","0","","","se_sys_login_birthday_calendar_brush","","23","6011","se_common",""
"6011011","","","","","300","","13","6011","106511",""
"6011012","","","","","","","131","6011","1",""
"6012001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6012","106511","1"
"6012002","","1","","","wac_no_items","0.2","3","6012","111",""
"6012003","","-340","","0","200","","2","6012","106511",""
"6012004","","-340","","0","200","","2","6012","111",""
"6012005","","","","","0","","32","6012","19",""
"6012006","","","","","1","","32","6012","2",""
"6012007","","","","","0","","32","6012","20",""
"6012008","","0","","0","vo_wac_220415_000","","21","6012","vo_wac_220415",""
"6012009","0.5","10","0","1","よっし、完成だ！\nへへ、いい感じなんじゃないか？\nつい熱中しちまったよ。","0","11","6012","106511","1"
"6012010","","","","","","","91","6012","0",""
"6012011","","0","","0","vo_wac_220415_001","","21","6012","vo_wac_220415",""
"6012012","0.5","10","0","1","喧嘩屋が絵を描くなんて\n誰も思わないだろうけど……\nこんな風にして過ごすってのも意外と\nオレの性に合ってるのかもしれないな。","0","11","6012","106511","1"
"6012013","","","","","","","91","6012","0",""
"6012014","","","","","0","","22","6012","0",""
"6013001","","1","","","wac_idle_smile","0.2","3","6013","106511",""
"6013002","","1","","","wac_no_items","0.2","3","6013","111",""
"6013003","","-340","","0","200","","2","6013","106511",""
"6013004","","-340","","0","200","","2","6013","111",""
"6013005","","","","","0","","32","6013","19",""
"6013006","","","","","1","","32","6013","2",""
"6013007","","","","","0","","32","6013","20",""
"6013008","","","","","","","91","6013","0",""
"6111001","wac_default_21","202","0","-108","106611","2","1","6111","1","-100"
"6111002","wac_default_23","201","0","-108","111","2","5","6111","1","-100"
"6111003","","0","","0","19","1","31","6111","19","1"
"6111004","","0","","0","2","0","31","6111","2","1"
"6111005","","0","","0","20","0","31","6111","20","1"
"6111006","","0","","","wac_paint_21","0.2","3","6111","106611","0"
"6111007","","0","","","wac_paint_23","0.2","3","6111","111","0"
"6111008","","","","","0","","93","6111","0",""
"6111009","","","","","1","","32","6111","20",""
"6111010","","0","","","se_sys_login_birthday_calendar_brush","","23","6111","se_common",""
"6111011","","","","","300","","13","6111","106611",""
"6111012","","","","","","","131","6111","1",""
"6112001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","6112","106611","1"
"6112002","","1","","","wac_no_items","0.2","3","6112","111",""
"6112003","","-340","","0","200","","2","6112","106611",""
"6112004","","-340","","0","200","","2","6112","111",""
"6112005","","","","","0","","32","6112","19",""
"6112006","","","","","1","","32","6112","2",""
"6112007","","","","","0","","32","6112","20",""
"6112008","","0","","0","vo_wac_220416_000","","21","6112","vo_wac_220416",""
"6112009","0.5","10","0","1","ファミリーのみんなに\n描いた絵を褒められたです！\n下っ端のくせに見る目があるです♪","0","11","6112","106611","1"
"6112010","","","","","","","91","6112","0",""
"6112011","","0","","0","vo_wac_220416_001","","21","6112","vo_wac_220416",""
"6112012","0.5","10","0","1","はっ！？　こうして人望を\n勝ち取っていけば下克上の日も近──\nボ、ボスは近くにいませんよね？","0","11","6112","106611","1"
"6112013","","","","","","","91","6112","0",""
"6112014","","","","","0","","22","6112","0",""
"6113001","","1","","","wac_idle_wish","0.2","3","6113","106611",""
"6113002","","1","","","wac_no_items","0.2","3","6113","111",""
"6113003","","-340","","0","200","","2","6113","106611",""
"6113004","","-340","","0","200","","2","6113","111",""
"6113005","","","","","0","","32","6113","19",""
"6113006","","","","","1","","32","6113","2",""
"6113007","","","","","0","","32","6113","20",""
"6113008","","","","","","","91","6113","0",""
"6211001","wac_default_31","202","0","-167","106611","2","1","6211","1","-205"
"6211002","wac_default_bot_41","254","0","-64","106511","2","1","6211","1","-350"
"6211003","wac_default_51","252","0","230","106711","2","1","6211","1","-325"
"6211004","wac_default_36","201","0","-167","111","2","5","6211","1","-205"
"6211005","wac_default_41","253","0","-64","112","2","5","6211","1","-350"
"6211006","wac_default_bot_56","251","0","230","113","2","5","6211","1","-325"
"6211007","","","","","300","","13","6211","106711",""
"6211008","","","","","300","","13","6211","106611",""
"6211009","","","","","300","","13","6211","106511",""
"6211010","","0","","0","5","1","31","6211","5","1"
"6211011","","0","","0","10","0","31","6211","10","1"
"6211012","","0","","0","15","0","31","6211","15","1"
"6211013","","0","","","wac_paint_31","0.2","3","6211","106611","0"
"6211014","","0","","","wac_paint_36","0.2","3","6211","111","0"
"6211015","","0","","","wac_paint_bot_41","0.2","3","6211","106511","0"
"6211016","","0","","","wac_paint_41","0.2","3","6211","112","0"
"6211017","","0","","","wac_paint_bot_51","0.2","3","6211","106711","0"
"6211018","","0","","","wac_paint_bot_56","0.2","3","6211","113","0"
"6211019","","","","","0","","93","6211","0",""
"6211020","","","","","1","","32","6211","15",""
"6211021","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","6211","se_common",""
"6211022","","","","","","","131","6211","1",""
"6212001","","1","","","wac_idle_smile","0","3","6212","106711",""
"6212002","","1","","","wac_idle_sad_L","0","3","6212","106611",""
"6212003","","1","","","wac_idle_smile","0","3","6212","106511",""
"6212004","","1","","","wac_no_items","0","3","6212","111",""
"6212005","","1","","","wac_no_items","0","3","6212","112",""
"6212006","","1","","","wac_no_items","0","3","6212","113",""
"6212007","","-335","","0","190","","2","6212","106711",""
"6212008","","-360","","0","-190","","2","6212","106611",""
"6212009","","-360","","0","422","","2","6212","106511",""
"6212010","","-335","","0","190","","2","6212","111",""
"6212011","","-360","","0","-190","","2","6212","112",""
"6212012","","-360","","0","422","","2","6212","113",""
"6212013","","","","","0","","32","6212","5",""
"6212014","","","","","1","","32","6212","10",""
"6212015","","","","","0","","32","6212","15",""
"6212016","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6212","106711","1"
"6212017","","0","","0","vo_wac_220417_000","","21","6212","vo_wac_220417",""
"6212018","0.5","10","0","1","完成だね♪\nうんうん、けっこういい出来じゃない？\nみんなにこんな才能があるなんて\n知らなかったな～","0","11","6212","106711","1"
"6212019","","","","","","","91","6212","0",""
"6212020","","1","","","wac_idle_smile","0.2","3","6212","106711","1"
"6212021","","0","","wac_talk_sad_loop_L","wac_talk_sad_in_L","0.2","3","6212","106611","1"
"6212022","","0","","0","vo_wac_220417_001","","21","6212","vo_wac_220417",""
"6212023","0.5","10","0","1","ボ、ボスに普通に褒められると\nそれはそれでなんかおっかねーです！\n後で弱みを握られたりしないように\n消しとくべきなんじゃ……？","0","11","6212","106611","1"
"6212024","","","","","","","91","6212","0",""
"6212025","","1","","","wac_idle_sad_L","0.2","3","6212","106611","1"
"6212026","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6212","106511","1"
"6212027","","0","","0","vo_wac_220417_002","","21","6212","vo_wac_220417",""
"6212028","0.5","10","0","1","素直に受け取れよ、イノリ。\nオレはこの絵、\nめちゃくちゃ気に入ってるぜ？\nへへ、次もこの調子で描いていこうぜ！","0","11","6212","106511","1"
"6212029","","","","","","","91","6212","0",""
"6212030","","","","","0","","22","6212","0",""
"6212031","","","","","","","111","6212","",""
"6213001","","1","","","wac_idle_smile","0.2","3","6213","106711",""
"6213002","","1","","","wac_idle_sad_L","0.2","3","6213","106611",""
"6213003","","1","","","wac_idle_smile","0.2","3","6213","106511",""
"6213004","","1","","","wac_no_items","0.2","3","6213","111",""
"6213005","","1","","","wac_no_items","0.2","3","6213","112",""
"6213006","","1","","","wac_no_items","0.2","3","6213","113",""
"6213007","","-335","","0","190","","2","6213","106711",""
"6213008","","-360","","0","-190","","2","6213","106611",""
"6213009","","-360","","0","422","","2","6213","106511",""
"6213010","","-335","","0","190","","2","6213","111",""
"6213011","","-360","","0","-190","","2","6213","112",""
"6213012","","-360","","0","422","","2","6213","113",""
"6213013","","","","","0","","32","6213","5",""
"6213014","","","","","1","","32","6213","10",""
"6213015","","","","","0","","32","6213","15",""
"6213016","","","","","","","91","6213","0",""
"6311001","wac_default_01","202","0","-108","106011","2","1","6311","1","-212.75"
"6311002","wac_default_01","201","0","-108","111","2","5","6311","1","-212.75"
"6311003","","0","","0","1","1","31","6311","1","1"
"6311004","","0","","0","2","0","31","6311","2","1"
"6311005","","0","","0","11","0","31","6311","11","1"
"6311006","","0","","","wac_paint_01","0.2","3","6311","106011","0"
"6311007","","0","","","wac_paint_01","0.2","3","6311","111","0"
"6311008","","","","","0","","93","6311","0",""
"6311009","","","","","1","","32","6311","11",""
"6311010","","0","","","se_10035700_brush","","23","6311","se_10035700",""
"6311011","","","","","300","","13","6311","106011",""
"6311012","","","","","","","131","6311","1",""
"6312001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","6312","106011","1"
"6312002","","1","","","wac_no_items","0.2","3","6312","111",""
"6312003","","-340","","0","200","","2","6312","106011",""
"6312004","","-340","","0","200","","2","6312","111",""
"6312005","","","","","0","","32","6312","1",""
"6312006","","","","","1","","32","6312","2",""
"6312007","","","","","0","","32","6312","11",""
"6312008","","0","","0","vo_wac_220418_000","","21","6312","vo_wac_220418",""
"6312009","0.5","10","0","1","はい完成～っと♪\nふっふーん！\nだいぶコツがつかめてきたわ。","0","11","6312","106011","1"
"6312010","","","","","","","91","6312","0",""
"6312011","","0","","0","vo_wac_220418_001","","21","6312","vo_wac_220418",""
"6312012","0.5","10","0","1","こうやって上達が目に見えると\n気分いいわね～♪","0","11","6312","106011","1"
"6312013","","","","","","","91","6312","0",""
"6312014","","","","","0","","22","6312","0",""
"6313001","","1","","","wac_idle_wish","0.2","3","6313","106011",""
"6313002","","1","","","wac_no_items","0.2","3","6313","111",""
"6313003","","-340","","0","200","","2","6313","106011",""
"6313004","","-340","","0","200","","2","6313","111",""
"6313005","","","","","0","","32","6313","1",""
"6313006","","","","","1","","32","6313","2",""
"6313007","","","","","0","","32","6313","11",""
"6313008","","","","","","","91","6313","0",""
"6411001","wac_default_01","202","0","-108","105911","2","1","6411","1","-212.75"
"6411002","wac_default_03","201","0","-108","111","2","5","6411","1","-212.75"
"6411003","","0","","0","1","1","31","6411","1","1"
"6411004","","0","","0","2","0","31","6411","2","1"
"6411005","","0","","0","11","0","31","6411","11","1"
"6411006","","0","","","wac_paint_01","0.2","3","6411","105911","0"
"6411007","","0","","","wac_paint_03","0.2","3","6411","111","0"
"6411008","","","","","0","","93","6411","0",""
"6411009","","","","","1","","32","6411","11",""
"6411010","","0","","","se_10035700_brush","","23","6411","se_10035700",""
"6411011","","","","","300","","13","6411","105911",""
"6411012","","","","","","","131","6411","1",""
"6412001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","6412","105911","1"
"6412002","","1","","","wac_no_items","0.2","3","6412","111",""
"6412003","","-340","","0","200","","2","6412","105911",""
"6412004","","-340","","0","200","","2","6412","111",""
"6412005","","","","","0","","32","6412","1",""
"6412006","","","","","1","","32","6412","2",""
"6412007","","","","","0","","32","6412","11",""
"6412008","","0","","0","vo_wac_220419_000","","21","6412","vo_wac_220419",""
"6412009","0.5","10","0","1","わたくしにも、絵心というものが\nわかってきた気がいたします。","0","11","6412","105911","1"
"6412010","","","","","","","91","6412","0",""
"6412011","","0","","0","vo_wac_220419_001","","21","6412","vo_wac_220419",""
"6412012","0.5","10","0","1","主さまにもお気に召して\nいただけるはず……\nふふ、わたくし、\n楽しくなってまいりました♪","0","11","6412","105911","1"
"6412013","","","","","","","91","6412","0",""
"6412014","","","","","0","","22","6412","0",""
"6413001","","1","","","wac_idle_wish","0.2","3","6413","105911",""
"6413002","","1","","","wac_no_items","0.2","3","6413","111",""
"6413003","","-340","","0","200","","2","6413","105911",""
"6413004","","-340","","0","200","","2","6413","111",""
"6413005","","","","","0","","32","6413","1",""
"6413006","","","","","1","","32","6413","2",""
"6413007","","","","","0","","32","6413","11",""
"6413008","","","","","","","91","6413","0",""
"6511001","wac_default_01","202","0","-108","106411","2","1","6511","1","-212.75"
"6511002","wac_default_02","201","0","-108","111","2","5","6511","1","-212.75"
"6511003","","0","","0","1","1","31","6511","1","1"
"6511004","","0","","0","2","0","31","6511","2","1"
"6511005","","0","","0","11","0","31","6511","11","1"
"6511006","","0","","","wac_paint_01","0.2","3","6511","106411","0"
"6511007","","0","","","wac_paint_02","0.2","3","6511","111","0"
"6511008","","","","","0","","93","6511","0",""
"6511009","","","","","1","","32","6511","11",""
"6511010","","0","","","se_10035700_brush","","23","6511","se_10035700",""
"6511011","","","","","300","","13","6511","106411",""
"6511012","","","","","","","131","6511","1",""
"6512001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6512","106411","1"
"6512002","","1","","","wac_no_items","0.2","3","6512","111",""
"6512003","","-340","","0","200","","2","6512","106411",""
"6512004","","-340","","0","200","","2","6512","111",""
"6512005","","","","","0","","32","6512","1",""
"6512006","","","","","1","","32","6512","2",""
"6512007","","","","","0","","32","6512","11",""
"6512008","","0","","0","vo_wac_220420_000","","21","6512","vo_wac_220420",""
"6512009","0.5","10","0","1","うん、上出来だわ♪\nちょっとずつだけど\nうまくなってる気がする！","0","11","6512","106411","1"
"6512010","","","","","","","91","6512","0",""
"6512011","","0","","0","vo_wac_220420_001","","21","6512","vo_wac_220420",""
"6512012","0.5","10","0","1","自信作が描けると\n誰かに見せたくなるわね。\nママ──じゃなかった！\nコッコロさんに見てもらっちゃおう♪","0","11","6512","106411","1"
"6512013","","","","","","","91","6512","0",""
"6512014","","","","","0","","22","6512","0",""
