03eba52f91cc07185c4855fff001036fd1b873d7003fdc974096838c2b37bda8,a911c55828250f2d8a03ba36d4a0fc0eba9326ceca9db1f10c68de879289c76b,012c359e292b454d0f67dc56e3f620780f05fb6da17a4c3e8dc5b24d48fdd644,3a963e1fadccc1d8f40936448ea2c37c84b4c3b72791236e6a59e27ce94d9955,0cec9ccd4698e60b44f99096fafa5766077fcf28827373cd622f369ca0cff8b8,e0dcc175f9afc8d9ac29c9350afd947fc68acdc2bf59b56368333d558287521c,89c30fa11d0b456dd0367f4aac59fb1b9f639f57f277748d62e64be95aa44e34,f37840d668b15cedc84959f3805cec324e15f424d0a42ad1c9e46558be00010f,e7d93522039a864928e5b99441798d0fc1e398efebc6ccdb25ba2377f0d4e1bc,b1b6be3db110cffce4432cac206eb93bc938b34f05ecc46b55ce5ca8f5c3dc9b,598c079a51233a2eba46d5d050bcc2550286a0818cfd601ddae5112997b656f0
"","7","2","93","","","","","","","7004"
"","7","1","3","0.2","","","psy_fairy_talk","1","","7005"
"","7","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_9902","0","","7006"
"0.5","7","1","11","0","0","1","キュキュッ！","6","0","7007"
"","7","0","91","","","","","","","7008"
"","7","1","3","0.2","","","psy_fairy_idle","1","","7009"
"","7","119931","3","0.2","","","psy_miyako_talk3","1","","7010"
"","7","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0702","0","","7011"
"1","7","119931","11","0","0","1","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","6","0","7012"
"","7","3","93","","","","1","","","7013"
"","7","119931","3","0.2","0","psy_miyako_arm_crossed_loop","psy_miyako_arm_crossed_in","0","1","7014"
"","7","7012","91","","","","","","","7015"
"","7","0","22","","","","0","","","7016"
"","7","1","3","0.2","","","psy_fairy_talk","1","","7017"
"","7","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_9903","0","","7018"
"0.5","7","1","11","0","0","1","キュ～キュ～！","6","0","7019"
"","7","0","91","","","","","","","7020"
"","7","1","3","0.2","","","psy_fairy_idle","1","","7021"
"","7","119931","3","0.2","","","psy_miyako_anger2","1","","7022"
"","7","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0704","0","","7023"
"0.5","7","119931","11","0","0","1","そんなこと言われても知らないの！","6","0","7024"
"","7","0","91","","","","","","","7025"
"","7","0","22","","","","0","","","7026"
"","7","119931","3","0.2","","","psy_miyako_thinking3","1","","7027"
"","7","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0705","0","","7028"
"0.5","7","119931","11","0","0","1","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","5","0","7029"
"","7","5","93","","","","1","","","7030"
"","7","119931","3","0.2","0","psy_miyako_doya_loop","psy_miyako_doya_in","0","1","7031"
"","7","7029","91","","","","","","","7032"
"","7","0","22","","","","0","","","7033"
"","7","1","93","","","","","","","7034"
"","7","0","91","","","","","","","7035"
"psy_miyako_start","8","1","1","1.7","0","-300","119931","100","-200","8001"
"psy_walk2","8","1","1","1.7","1","225","100411","100","-210","8002"
"psy_walk3","8","1","1","1.7","1","480","103631","105","-220","8003"
"psy_walk_glad","8","1","1","1.7","1","340","102011","110","-235","8004"
"","8","1","31","1","","0","11","0","1","8005"
"psy_smoke_start","8","1","5","1.7","0","-300","1","101","-200","8006"
"","8","100411","2","","","2","110","-210","0","8007"
"","8","103631","2","","","2.2","365","-220","0","8008"
"","8","102011","2","","","2.3","225","-235","0","8009"
"","8","2","93","","","","","","","8010"
"","8","100411","3","0.2","","","psy_idle_normal","1","","8011"
"","8","0.2","93","","","","","","","8012"
"","8","103631","3","0.2","","","psy_idle_normal","1","","8013"
"","8","0.1","93","","","","","","","8014"
"","8","102011","3","0.2","","","psy_talk_joy1","1","","8015"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0806","0","","8016"
"0.5","8","102011","11","0","0","1","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","8","0","8017"
"","8","0","91","","","","","","","8018"
"","8","102011","3","0.2","","","psy_idle_joy1","1","","8019"
"","8","119931","3","0","0.2","psy_miyako_talk1","psy_miyako_appear","0","1","8020"
"","8","1","3","0","0","psy_smoke_start","psy_smoke_appear","0","0","8021"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0801","0","","8022"
"0.5","8","119931","11","0","0","1","ん？　アイツに何か用なの？","6","0","8023"
"","8","0","91","","","","","","","8024"
"","8","0","22","","","","0","","","8025"
"","8","119931","3","0.2","","","psy_miyako_idle","1","","8026"
"","8","103631","3","0.2","","","psy_talk_surprise2","1","","8027"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0807","0","","8028"
"0.5","8","103631","11","0","0","1","きゃ～！？　おばけ！！","8","0","8029"
"","8","0","91","","","","","","","8030"
"","8","103631","3","0.2","","","psy_idle_surprise2","1","","8031"
"","8","100411","3","0.2","","","psy_talk_joy2","1","","8032"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0808","0","","8033"
"0.5","8","100411","11","0","0","1","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","8","0","8034"
"","8","0","91","","","","","","","8035"
"","8","100411","3","0.2","","","psy_idle_joy2","1","","8036"
"","8","119931","3","0.2","","","psy_miyako_panic2","1","","8037"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0802","0","","8038"
"1","8","119931","11","0","0","1","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","6","0","8039"
"","8","3","93","","","","1","","","8040"
"","8","119931","3","0.2","","","psy_miyako_talk2","1","","8041"
"","8","8039","91","","","","","","","8042"
"","8","0","22","","","","0","","","8043"
"","8","119931","3","0.2","","","psy_miyako_idle","1","","8044"
"","8","100411","3","0.2","","","psy_talk_wish","1","","8045"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0809","0","","8046"
"0.5","8","100411","11","0","0","1","いないの？\nそれなら今のうちにイタズラを……","8","0","8047"
"","8","0","91","","","","","","","8048"
"","8","100411","3","0.2","","","psy_idle_wish","1","","8049"
"","8","103631","3","0.2","","","psy_talk_anger","1","","8050"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0810","0","","8051"
"0.5","8","103631","11","0","0","1","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","8","0","8052"
"","8","0","91","","","","","","","8053"
"","8","103631","3","0.2","","","psy_idle_anger","1","","8054"
"","8","100411","3","0.2","","","psy_talk_normal","1","","8055"
"","8","100411","4","","","","0","","","8056"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0811","0","","8057"
"0.5","8","100411","11","0","0","1","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","8","0","8058"
"","8","0","91","","","","","","","8059"
"","8","100411","4","","","","1","","","8060"
"","8","100411","3","0.2","","","psy_idle_normal","1","","8061"
"","8","102011","3","0.2","","","psy_talk_joy1","1","","8062"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0812","0","","8063"
"0.5","8","102011","11","0","0","1","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","8","0","8064"
"","8","0","91","","","","","","","8065"
"","8","102011","3","0.2","","","psy_idle_joy1","1","","8066"
"","8","119931","3","0.2","","","psy_miyako_anger3","1","","8067"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0803","0","","8068"
"0.5","8","119931","11","0","0","1","遊ばないの。\nミヤコはプリン作りで忙しいの！","6","0","8069"
"","8","0","91","","","","","","","8070"
"","8","0","22","","","","0","","","8071"
"","8","119931","3","0.2","","","psy_miyako_idle_anger","1","","8072"
"","8","102011","3","0.2","","","psy_talk_joy2","1","","8073"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0813","0","","8074"
"0.5","8","102011","11","0","0","1","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","8","0","8075"
"","8","0","91","","","","","","","8076"
"","8","102011","3","0.2","","","psy_idle_joy2","1","","8077"
"","8","119931","3","0.2","0","psy_miyako_doya_loop","psy_miyako_doya_in","0","1","8078"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0804","0","","8079"
"0.5","8","119931","11","0","0","1","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","6","0","8080"
"","8","0","91","","","","","","","8081"
"","8","0","22","","","","0","","","8082"
"","8","119931","3","0.2","","","psy_miyako_doya_idle","1","","8083"
"","8","102011","3","0.2","0.4","psy_idle_joy1","psy_jump","0","1","8084"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0814","0","","8085"
"0.5","8","102011","11","0","0","1","わ～い！　やった～！","8","0","8086"
"","8","0","91","","","","","","","8087"
"","8","100411","3","0.2","","","psy_talk_joy2","1","","8088"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0815","0","","8089"
"0.5","8","100411","11","0","0","1","にいちゃんにイタズラする用のプリン\n作っちゃお～！","8","0","8090"
"","8","0","91","","","","","","","8091"
"","8","100411","3","0.2","","","psy_idle_joy2","1","","8092"
"","8","103631","3","0.2","","","psy_talk_sad","1","","8093"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0816","0","","8094"
"0.5","8","103631","11","0","0","1","そ、そんな……\n幽霊とプリン作りなんて……","8","0","8095"
"","8","0","91","","","","","","","8096"
"","8","103631","3","0.2","","","psy_idle_sad","1","","8097"
"","8","100411","3","0.2","","","psy_talk_normal","1","","8098"
"","8","100411","4","","","","0","","","8099"
"","8","102011","4","","","","0","","","8100"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0817","0","","8101"
"0.5","8","100411","11","0","0","1","キョウカはやらないの？","8","0","8102"
"","8","0","91","","","","","","","8103"
"","8","100411","3","0.2","","","psy_idle_normal","1","","8104"
"","8","102011","3","0.2","","","psy_talk_joy2","1","","8105"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0818","0","","8106"
"0.5","8","102011","11","0","0","1","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","8","0","8107"
"","8","0","91","","","","","","","8108"
"","8","102011","3","0.2","","","psy_idle_joy2","1","","8109"
"","8","103631","3","0.2","","","psy_talk_sad","1","","8110"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0819","0","","8111"
"0.5","8","103631","11","0","0","1","うぅ……わかったよ、\n私も一緒に作ります。","8","0","8112"
"","8","0","91","","","","","","","8113"
"","8","103631","3","0.2","","","psy_idle_sad","1","","8114"
"","8","119931","3","0.2","","","psy_miyako_joy1","1","","8115"
"","8","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0805","0","","8116"
"0.5","8","119931","11","0","0","1","やったの！\n手下が一気に３人も増えたの！","6","0","8117"
"","8","0","91","","","","","","","8118"
"","8","0","22","","","","0","","","8119"
"","8","1","93","","","","","","","8120"
"","8","0","91","","","","","","","8121"
"psy_miyako_idle","9","1","1","1.7","0","-300","119931","100","-200","9001"
"psy_idle_normal","9","1","5","1.7","1","185","1","100","-220","9002"
"","9","1","31","1","","0","11","0","1","9003"
"","9","1","93","","","","","","","9004"
"","9","119931","3","0.2","","","psy_miyako_thinking4","1","","9005"
"","9","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0901","0","","9006"
"1","9","119931","11","0","0","1","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","5","0","9007"
"","9","6","93","","","","1","","","9008"
"","9","119931","3","0.2","","","psy_miyako_sad2","1","","9009"
"","9","9007","91","","","","","","","9010"
"","9","0","22","","","","0","","","9011"
"","9","119931","3","0.2","","","psy_miyako_talk_joy1","1","","9012"
"","9","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0902","0","","9013"
"0.5","9","119931","11","0","0","1","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","6","0","9014"
"","9","6","93","","","","1","","","9015"
"","9","119931","3","0.2","0","psy_miyako_guts2_loop","psy_miyako_guts2_in","0","1","9016"
"","9","9014","91","","","","","","","9017"
"","9","0","22","","","","0","","","9018"
"0","9","1","12","0","0","0","11","1","0","9019"
"","9","1","3","0.2","0","psy_idle_guts2","psy_talk_guts2","0","1","9020"
"","9","2","93","","","","","","","9021"
"","9","1","4","","","","0","","","9022"
"","9","1","3","0.2","","","psy_run","1","","9023"
"","9","1","2","","","3","1000","-220","0","9024"
"","9","4","93","","","","","","","9025"
"","9","1","4","","","","1","","","9026"
"","9","1","3","0.2","","","psy_item01_run","1","","9027"
"","9","1","2","","","3","185","-220","0","9028"
"","9","3","93","","","","","","","9029"
"","9","1","3","0.2","0","psy_item01_up_loop","psy_item01_up","0","1","9030"
"","9","0.5","93","","","","","","","9031"
"","9","手錠とムチを持ってきた。","103","","","","9033","0","","9032"
"","9","119931","3","0.2","","","psy_miyako_anger2","1","","9033"
"","9","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0903","0","","9034"
"0.5","9","119931","11","0","0","1","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","6","0","9035"
"","9","0","91","","","","","","","9036"
"","9","0","22","","","","0","","","9037"
"0","9","1","12","0","0","0","10","2","0","9038"
"","9","1","3","0.2","","","psy_item01_up_loop_talk","1","","9039"
"","9","3","93","","","","","","","9040"
"","9","1","3","0.2","","","psy_item01_up_loop","1","","9041"
"","9","119931","3","0.2","","","psy_miyako_thinking4","1","","9042"
"","9","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_0904","0","","9043"
"0.5","9","119931","11","0","0","1","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","5","0","9044"
"","9","6","93","","","","1","","","9045"
"","9","119931","3","0.2","","","psy_miyako_talk4","1","","9046"
"","9","9044","91","","","","","","","9047"
"","9","0","22","","","","0","","","9048"
"","9","1","93","","","","","","","9049"
"","9","0","91","","","","","","","9050"
"psy_miyako_idle","10","1","1","1.7","0","-300","119931","100","-200","10001"
"psy_idle_normal","10","1","5","1.7","1","1000","1","100","-220","10002"
"","10","1","31","1","","0","11","0","1","10003"
"","10","2","93","","","","","","","10004"
"","10","1","3","0.2","","","psy_item02_run","1","","10005"
"","10","1","2","","","3","185","-220","0","10006"
"","10","3","93","","","","","","","10007"
"","10","1","3","0.2","0","psy_item02_up_loop","psy_item02_up","0","1","10008"
"","10","0.5","93","","","","","","","10009"
"","10","ヒントになりそうなものだよ。","103","","","","10011","0","","10010"
"","10","119931","3","0.2","","","psy_miyako_anger3","1","","10011"
"","10","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1001","0","","10012"
"0.5","10","119931","11","0","0","1","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","5","0","10013"
"","10","4","93","","","","1","","","10014"
"","10","119931","3","0.2","","","psy_miyako_talk2","1","","10015"
"","10","2.5","93","","","","1","","","10016"
"","10","119931","3","0.2","","","psy_miyako_talk_joy1","1","","10017"
"","10","10013","91","","","","","","","10018"
"","10","0","22","","","","0","","","10019"
"","10","119931","3","0.2","","","psy_miyako_thinking1","1","","10020"
"","10","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1002","0","","10021"
"0.5","10","119931","11","0","0","1","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","5","0","10022"
"","10","0","91","","","","","","","10023"
"","10","0","22","","","","0","","","10024"
"0","10","1","12","0","0","0","6","3","0","10025"
"","10","1","3","0.2","","","psy_item02_up_loop_talk","1","","10026"
"","10","3","93","","","","","","","10027"
"","10","1","3","0.2","","","psy_item02_up_loop","1","","10028"
"","10","119931","3","0.2","","","psy_miyako_sad1","1","","10029"
"","10","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1003","0","","10030"
"0.5","10","119931","11","0","0","1","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","6","0","10031"
"","10","3","93","","","","1","","","10032"
"","10","119931","3","0.2","","","psy_miyako_anger2","1","","10033"
"","10","10031","91","","","","","","","10034"
"","10","0","22","","","","0","","","10035"
"","10","1","93","","","","","","","10036"
"","10","0","91","","","","","","","10037"
"psy_miyako_idle","11","1","1","1.7","0","-300","119931","100","-200","11001"
"psy_idle_normal","11","1","5","1.7","1","1000","1","100","-220","11002"
"","11","1","31","1","","0","11","0","1","11003"
"","11","2","93","","","","","","","11004"
"","11","1","3","0.2","","","psy_item03_run","1","","11005"
"","11","1","2","","","3","185","-220","0","11006"
"","11","3","93","","","","","","","11007"
"","11","1","3","0.2","0","psy_item03_up_loop","psy_item03_up","0","1","11008"
"","11","0.5","93","","","","","","","11009"
"","11","ヒントになりそうなものだよ。","103","","","","11011","0","","11010"
"","11","119931","3","0.2","","","psy_miyako_talk3","1","","11011"
"","11","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1101","0","","11012"
"1","11","119931","11","0","0","1","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","6","0","11013"
"","11","4","93","","","","1","","","11014"
"","11","119931","3","0.2","","","psy_miyako_panic3","1","","11015"
"","11","11013","91","","","","","","","11016"
"","11","0","22","","","","0","","","11017"
"","11","119931","3","0.2","","","psy_miyako_thinking1","1","","11018"
"","11","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1102","0","","11019"
"0.5","11","119931","11","0","0","1","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","6","0","11020"
"","11","0","91","","","","","","","11021"
"","11","0","22","","","","0","","","11022"
"","11","台本とシフト表","103","","","","11024","0","","11023"
"","11","119931","3","0.2","","","psy_miyako_talk4","1","","11024"
"","11","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1103","0","","11025"
"0.5","11","119931","11","0","0","1","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","6","0","11026"
"","11","0","91","","","","","","","11027"
"","11","0","22","","","","0","","","11028"
"","11","119931","3","0.2","","","psy_miyako_sad1","1","","11029"
"","11","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1104","0","","11030"
"0.5","11","119931","11","0","0","1","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","6","0","11031"
"","11","0","91","","","","","","","11032"
"","11","0","22","","","","0","","","11033"
"","11","119931","3","0.2","","","psy_miyako_talk_joy1","1","","11034"
"","11","vo_minigame_1008","21","","","0","vo_minigame_1008_drama_1105","0","","11035"
"0.5","11","119931","11","0","0","1","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","6","0","11036"
"","11","5","93","","","","1","","","11037"
"","11","119931","3","0.2","0","psy_miyako_doya_loop","psy_miyako_doya_in","0","1","11038"
"","11","11036","91","","","","","","","11039"
"","11","0","22","","","","0","","","11040"
"","11","1.5","93","","","","","","","11041"
"","11","0","91","","","","","","","11042"
