298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"31220","2144132","0","0","9999","シノブ（パイレーツ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31220","1","シノブ（パイレーツ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31221","4142","0","0","9999","アオイ（キャンプ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31221","1","アオイ（キャンプ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31222","7210132","0","0","9999","ユカリ（キャンプ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31222","1","ユカリ（キャンプ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31223","200112","0","0","9999","ヴァンピィのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31223","1","ヴァンピィの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31224","5174132","0","0","9999","ヒヨリ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31224","1","ヒヨリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31225","8301142","0","0","9999","レイ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31225","1","レイ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31226","7201142","0","0","9999","ユイ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31226","1","ユイ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31227","1174132","0","0","9999","キョウカ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31227","1","キョウカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31228","6124132","0","0","9999","ミソギ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31228","1","ミソギ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31229","6161132","0","0","9999","ミミ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31229","1","ミミ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31230","63112","0","0","9999","アメスのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31230","1","アメスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31231","6054142","0","0","9999","マホ（エクスプローラー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31231","1","マホ（エクスプローラー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31232","70132","0","0","9999","アヤネ（エクスプローラー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31232","1","アヤネ（エクスプローラー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31233","4300112","0","0","9999","ネアのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31233","1","ネアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31235","8194132","0","0","9999","リン（ハロウィン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31235","1","リン（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31236","3464132","0","0","9999","トモ（ハロウィン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31236","1","トモ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31237","4040132","0","0","9999","ナナカ（ハロウィン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31237","1","ナナカ（ハロウィン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31238","1281232","0","0","9999","クリスティーナ（ワイルド）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31238","1","クリスティーナ（ワイルド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31239","6032132","0","0","9999","マツリ（ワイルド）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31239","1","マツリ（ワイルド）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31240","10132","0","0","9999","アカリ（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31240","1","アカリ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31241","7481132","0","0","9999","ヨリ（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31241","1","ヨリ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31242","2172132","0","0","9999","ジュン（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31242","1","ジュン（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31245","5460122","0","0","9999","ホマレ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31245","1","ホマレ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31246","6120232","0","0","9999","ミサト（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31246","1","ミサト（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31247","6132132","0","0","9999","ミツキ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31247","1","ミツキ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31248","4424142","0","0","9999","ノゾミ（リベレイター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31248","1","ノゾミ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31249","1070132","0","0","9999","カヤ（リベレイター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31249","1","カヤ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31250","6201132","0","0","9999","ムイミ（リベレイター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31250","1","ムイミ（リベレイター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31251","3060142","0","0","9999","タマキ（カフェ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31251","1","タマキ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31252","6441132","0","0","9999","モニカ（カフェ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31252","1","モニカ（カフェ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31253","1432162","0","0","9999","コッコロ（レンジャー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31253","1","コッコロ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31254","2104132","0","0","9999","シオリ（レンジャー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31254","1","シオリ（レンジャー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31255","2101122","0","0","9999","ジータ（ウォーロック）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31255","1","ジータ（ウォーロック）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31256","5110132","0","0","9999","ビカラのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31256","1","ビカラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31257","1081122","0","0","9999","カリン（アルケミスト）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31257","1","カリン（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31258","8181112","0","0","9999","リリ（フォールン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31258","1","リリ（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31260","1281112","0","0","9999","クリア（フォールン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31260","1","クリア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31261","5283212","0","0","9999","プレシア（フォールン）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31261","1","プレシア（フォールン）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31262","171142","0","0","9999","イリヤ（儀装束）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31262","1","イリヤ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31263","7211144","0","0","9999","ユキ（儀装束）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31263","1","ユキ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31264","1284142","0","0","9999","クローチェのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31264","1","クローチェの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31265","8001112","0","0","9999","ライラエルのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31265","1","ライラエルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31266","4343232","0","0","9999","ネネカ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31266","1","ネネカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31267","11132","0","0","9999","アキノ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31267","1","アキノ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31268","7210142","0","0","9999","ユカリ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31268","1","ユカリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31269","8092122","0","0","9999","ランファ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31269","1","ランファ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31270","1202142","0","0","9999","クウカ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31270","1","クウカ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31271","2144142","0","0","9999","シノブ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31271","1","シノブ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31272","1170152","0","0","9999","キャル（編入生）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31272","1","キャル（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31273","2222142","0","0","9999","スズナ（編入生）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31273","1","スズナ（編入生）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31275","2083142","0","0","9999","サレン（サラサリア）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31275","1","サレン（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31276","8210142","0","0","9999","ルカ（サラサリア）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31276","1","ルカ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31277","8194312","0","0","9999","リンドのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31277","1","リンドの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31278","282112","0","0","9999","ヴルムのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31278","1","ヴルムの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31279","5314152","0","0","9999","ペコリーヌ（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31279","1","ペコリーヌ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31280","1283322","0","0","9999","クレジッタ（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31280","1","クレジッタ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31283","144142","0","0","9999","イノリ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31283","1","イノリ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31284","5032132","0","0","9999","ハツネ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31284","1","ハツネ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31285","1022142","0","0","9999","カスミ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31285","1","カスミ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31287","5174142","0","0","9999","ヒヨリ（アストラル）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31287","1","ヒヨリ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31288","8301152","0","0","9999","レイ（アストラル）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31288","1","レイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31289","7201152","0","0","9999","ユイ（アストラル）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31289","1","ユイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31290","381212","0","0","9999","エリスのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31290","1","エリスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31293","7241132","0","0","9999","ユニ（ウィンター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31293","1","ユニ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31294","1284132","0","0","9999","クロエ（ウィンター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31294","1","クロエ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31295","3103132","0","0","9999","チエル（ウィンター）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31295","1","チエル（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31296","43112","0","0","9999","アネモネのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31296","1","アネモネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31297","4352112","0","0","9999","ネフィ＝ネラのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31297","1","ネフィ＝ネラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31298","6014232","0","0","9999","マコト（コマンダー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31298","1","マコト（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31299","381142","0","0","9999","エリコ（コマンダー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31299","1","エリコ（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31300","7060012","0","0","9999","ヤマトのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31300","1","ヤマトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31301","9010012","0","0","9999","ワカナのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31301","1","ワカナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31302","5252002","0","0","9999","フブキのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31302","1","フブキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31307","1174142","0","0","9999","キョウカ（スプリング）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31307","1","キョウカ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31308","2222242","0","0","9999","スズメ（スプリング）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31308","1","スズメ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31309","1282212","0","0","9999","クルルのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31309","1","クルルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31310","6054152","0","0","9999","マホ（ドリームパーク）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31310","1","マホ（ドリームパーク）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31311","4300122","0","0","9999","ネア（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31311","1","ネア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31312","6124310","0","0","9999","ミソラ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31312","1","ミソラ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31316","8181122","0","0","9999","リリ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31316","1","リリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31317","63122","0","0","9999","アメス（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31317","1","アメス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31318","5460132","0","0","9999","ホマレ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31318","1","ホマレ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31319","361122","0","0","9999","エミリア（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31319","1","エミリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31320","311112","0","0","9999","エキドナ（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31320","1","エキドナ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31321","8362122","0","0","9999","レム（サマー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31321","1","レム（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31322","4424152","0","0","9999","ノゾミ（アルケミスト）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31322","1","ノゾミ（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31328","8001122","0","0","9999","ライラエル （クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31328","1","ライラエル（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31329","104142","0","0","9999","イオ（クリスマス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31329","1","イオ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31330","1283212","0","0","9999","グレイスのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31330","1","グレイスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31332","6441142","0","0","9999","モニカ（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31332","1","モニカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31335","2083152","0","0","9999","サレン（ニューイヤー）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31335","1","サレン（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31336","6334002","0","0","9999","メドゥーサのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31336","1","メドゥーサの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31337","8051132","0","0","9999","ラビリスタ（アルファ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31337","1","ラビリスタ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31338","4343242","0","0","9999","ネネカ（アルファ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31338","1","ネネカ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31339","1281242","0","0","9999","クリスティーナ（アルファ）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31339","1","クリスティーナ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31340","5201112","0","0","9999","フィオのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31340","1","フィオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31343","8092132","0","0","9999","ランファ（儀装束）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31343","1","ランファ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31801","5174212","0","0","9999","ヒヨリ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31801","1","ヒヨリ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31802","7201212","0","0","9999","ユイ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31802","1","ユイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31803","8301212","0","0","9999","レイ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31803","1","レイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31804","5314212","0","0","9999","ペコリーヌ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31804","1","ペコリーヌ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31805","1432212","0","0","9999","コッコロ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31805","1","コッコロ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31806","1170212","0","0","9999","キャル（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31806","1","キャル（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31807","5032212","0","0","9999","ハツネ＆シオリのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31807","1","ハツネ＆シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31808","6124212","0","0","9999","ミソギ＆ミミ＆キョウカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31808","1","ミソギ＆ミミ＆キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31809","11212","0","0","9999","アキノ＆サレンのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31809","1","アキノ＆サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31810","94212","0","0","9999","アン＆グレアのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31810","1","アン＆グレアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31811","2122212","0","0","9999","シズル＆リノのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31810","1","シズル＆リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31812","2103232","0","0","9999","シェフィ（プリンセス）のメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31812","1","シェフィ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"32001","5174111","0","0","9999","ヒヨリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32001","1","ヒヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32002","7201111","0","0","9999","ユイのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32002","1","ユイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32003","8301111","0","0","9999","レイのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32003","1","レイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32004","6124111","0","0","9999","ミソギのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32004","1","ミソギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
