0bf2c86defab68a9c3e986eb7e58d9932d7ff29fc3348e56557d004bfb483551,83cbdda2e0c7b8f253e704271bb49f96abbed4b082e11f8bf2d4e49100c48531,1d0b0d151139c811792744a62b94d15d14b26aed854195f8d3f390a107834bec,f9045a39154629ed127322a8c6dbc316f7b2ed5e239f4d1919eecb3e5baaa5d1,0e81c444bcd74ca9ce269eca1c8a3daba0cccbdf30428f511242827c6c615099,85afc0227992c9ad736468fa742183825b83ee0f789b3406e2aaa24f1e876433,b4a256af07ced7f4968ec2f32320bf04b40b5d38c03c56a429b0de5bc1892b2f,16444490c5eb214208f30293ae0f8f454d38aa235a6c1add9cffc24803a93396,13247e0add36ef00e820cac610a07bacf203e76e3d0fae31846f95f18c1838a5,3fceea6dd6d41d1656ed00e8d77bebd5fac396eff9ef32506922d70b42e31ef4,115e2aa9c305b98d0c9c1790dd1c75c358d1a2a40459501ae68c1670f84982b2
"","vo_apg","vo_apg_0214","0","21","","5146062","","62158","0",""
"1","131011","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","10","11","0","5146062","0","62159","1","0"
"","0","","","91","","5146062","","62160","",""
"","0","0","","22","","5146062","","62161","",""
"","131011","wish_idle_joy","1","3","0.2","5146062","","62162","",""
"0","100911","10","2","12","-30","5146062","0","62163","0","0"
"0","131011","7","2","12","0","5146062","0","62164","0","0"
"","2","0","","93","","5146062","","62165","",""
"","62167","","","101","","5146062","","62166","",""
"","0","0.2","","22","","5146062","","62167","",""
"-288","1","106611","110","1","1.8","5146063","1","63001","-10","walk_surprise_sad_blue"
"-288","3","1066","111","5","1.8","5146063","1","63002","-10","walk_surprise_sad_blue"
"-288","1","130911","100","1","1.8","5146063","1","63003","260","idle_normal_noface"
"-288","1","99","101","5","1.8","5146063","1","63004","260","idle_normal_kururu"
"-268","1","126411","103","1","1.8","5146063","0","63005","-420","empty"
"-268","1","98","113","5","1.8","5146063","0","63006","-420","empty"
"","106611","210","","13","","5146063","","63007","",""
"","130911","200","","13","","5146063","","63008","",""
"","126411","203","","13","","5146063","","63009","",""
"-174","7","7","15","5","0.85","5146063","0","63010","0","idle"
"156","20","20","210","5","1","5146063","0","63011","0","empty"
"66","22","22","211","5","1","5146063","0","63012","0","empty"
"153","21","211","60","5","1","5146063","0","63013","0","empty"
"0","21","212","190","5","1","5146063","0","63014","0","empty"
"1","1","1","0","31","1","5146063","","63015","0",""
"1","2","2","0","31","1","5146063","","63016","-57.7",""
"","2","black","","37","","5146063","","63017","",""
"1","10","10","0","31","0","5146063","","63018","0",""
"1","16","16","-420","31","0","5146063","","63019","-268",""
"1","20","20","0","31","1","5146063","","63020","0",""
"","20","20","","36","","5146063","","63021","",""
"","20","22","","36","","5146063","","63022","",""
"","0","0","","91","","5146063","","63023","",""
"","0","0","0","102","","5146063","","63024","",""
"","0.4","0","","93","","5146063","","63025","",""
"","2","iris_out","","37","","5146063","","63026","",""
"0","106611","-260","-288","2","","5146063","","63027","2.5",""
"0","1066","-260","-288","2","","5146063","","63028","2.5",""
"","2.5","0","","93","","5146063","","63029","",""
"","106611","sad_idle_blue","1","3","0.2","5146063","","63030","",""
"0","1066","sad_idle_blue","1","3","0.2","5146063","","63031","",""
"","0.1","0","","93","","5146063","","63032","",""
"","106611","tired_talk1","1","3","0.2","5146063","","63033","",""
"","1066","tired_talk1","1","3","0.2","5146063","","63034","",""
"","vo_apg","vo_apg_0301","0","21","","5146063","","63035","0",""
"1","106611","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","10","11","0","5146063","0","63036","1","0"
"","0","","","91","","5146063","","63037","",""
"","106611","tired_talk2","1","3","0.2","5146063","","63038","",""
"","1066","tired_talk2","1","3","0.2","5146063","","63039","",""
"","vo_apg","vo_apg_0302","0","21","","5146063","","63040","0",""
"1","106611","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","10","11","0","5146063","0","63041","1","0"
"","0","","","91","","5146063","","63042","",""
"","106611","tired_idle","1","3","0.2","5146063","","63043","",""
"","1066","tired_idle","1","3","0.2","5146063","","63044","",""
"","130911","talk_normal","1","3","0.2","5146063","","63045","",""
"","99","talk_normal","1","3","0.2","5146063","","63046","",""
"","vo_apg","vo_apg_0303","0","21","","5146063","","63047","0",""
"1","130911","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","10","11","0","5146063","0","63048","1","0"
"","0","","","91","","5146063","","63049","",""
"","130911","idle_normal","1","3","0.2","5146063","","63050","",""
"","211","coaster_3_in","0","3","0","5146063","","63051","",""
"","106611","0","","4","","5146063","","63052","",""
"","1066","0","","4","","5146063","","63053","",""
"1","106611","doya_in_nervous_furimuki","0","3","0","5146063","0","63054","doya_talk_nervous_furimuki",""
"1","1066","doya_in_nervous_furimuki","0","3","0","5146063","0","63055","doya_talk_nervous_furimuki",""
"","vo_apg","vo_apg_0304","0","21","","5146063","","63056","0",""
"1","106611","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","10","11","0","5146063","0","63057","1","0"
"","0","","","91","","5146063","","63058","",""
"","106611","cool_talk_dere","1","3","0.2","5146063","","63059","",""
"","1066","cool_talk_dere","1","3","0.2","5146063","","63060","",""
"","vo_apg","vo_apg_0305","0","21","","5146063","","63061","0",""
"1","106611","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","10","11","0","5146063","0","63062","1","0"
"","0","","","91","","5146063","","63063","",""
"","106611","cool_idle_doya","1","3","0.2","5146063","","63064","",""
"","1066","cool_idle_doya","1","3","0.2","5146063","","63065","",""
"","211","coaster_3_out","0","3","0","5146063","","63066","",""
"","130911","kururu_sad_talk","1","3","0.2","5146063","","63067","",""
"","99","kururu_sad_talk","1","3","0.2","5146063","","63068","",""
"","vo_apg","vo_apg_0306","0","21","","5146063","","63069","0",""
"1","130911","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","10","11","0","5146063","0","63070","1","0"
"","0","","","91","","5146063","","63071","",""
"","0","0","","22","","5146063","","63072","",""
"","130911","idle_normal_noface","1","3","0.2","5146063","","63073","",""
"","99","idle_normal_kururu","1","3","0.2","5146063","","63074","",""
"","106611","cool_idle_surprise","1","3","0.2","5146063","","63075","",""
"","1066","cool_idle_surprise","1","3","0.2","5146063","","63076","",""
"1","126411","kuroche_appear","0","3","0","5146063","0","63077","kuroche_pose_talk_anger",""
"1","98","kuroche_appear","0","3","0","5146063","0","63078","kuroche_pose_talk_anger",""
"","0.5","0","","93","","5146063","","63079","",""
"","15","15","0.5","122","","5146063","","63080","",""
"","16","1","","32","","5146063","","63081","",""
"","106611","inori_dodge_in","0","3","0","5146063","","63082","",""
"","1066","inori_dodge_in","0","3","0","5146063","","63083","",""
"","0.6","0","","93","","5146063","","63084","",""
"","vo_apg","vo_apg_0307","0","21","","5146063","","63085","0",""
"1","126411","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","10","11","20","5146063","0","63086","1","0"
"","0","","","91","","5146063","","63087","",""
"","126411","kuroche_pose_idle_doya","1","3","0.2","5146063","","63088","",""
"1","106611","inori_dodge_out","0","3","0.1","5146063","0","63089","inori_anger_talk",""
"1","1066","inori_dodge_out","0","3","0.1","5146063","0","63090","inori_anger_talk",""
"","vo_apg","vo_apg_0308","0","21","","5146063","","63091","0",""
"1","106611","は？　いや、こっちは全然\n話がみえねーんですけど…","10","11","0","5146063","0","63092","1","0"
"","0","","","91","","5146063","","63093","",""
"","106611","inori_anger_idle","1","3","0.2","5146063","","63094","",""
"","1066","inori_anger_idle","1","3","0.2","5146063","","63095","",""
"","130911","kururu_guid_talk","1","3","0.2","5146063","","63096","",""
"","99","kururu_guid_talk","1","3","0.2","5146063","","63097","",""
"","vo_apg","vo_apg_0309","0","21","","5146063","","63098","0",""
"1","130911","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","10","11","0","5146063","0","63099","1","0"
"","0","","","91","","5146063","","63100","",""
"","130911","idle_normal_noface","1","3","0.2","5146063","","63101","",""
"","99","idle_normal_kururu","1","3","0.2","5146063","","63102","",""
"","16","low","","37","","5146063","","63103","",""
"","se_10055900","se_10055900_chroche_01","1","23","","5146063","","63104","",""
"1","106611","inori_jitabata_in","0","3","0.2","5146063","0","63105","inori_jitabata_loop",""
"1","1066","inori_jitabata_in","0","3","0.2","5146063","0","63106","inori_jitabata_loop",""
"1","126411","kuroche_catch_in","0","3","0.2","5146063","0","63107","kuroche_catch_loop",""
"1","98","kuroche_catch_in","0","3","0.2","5146063","0","63108","kuroche_catch_loop",""
"","vo_apg","vo_apg_0310","0","21","","5146063","","63109","0",""
"1","126411","ではではっ♪\nしっかりつかまっててくださいね～っ♪","10","11","112","5146063","-27","63110","1","0"
"","0","","","91","","5146063","","63111","",""
"","0","0","","22","","5146063","","63112","",""
"","se_10055900_chroche_01","0.2","","24","","5146063","","63113","",""
"","se_10055900","se_10055900_chroche_02","0","23","","5146063","","63114","",""
"","16","high","","37","","5146063","","63115","",""
"","5","5","1","122","","5146063","","63116","",""
"","1","0","","93","","5146063","","63117","",""
"","106611","inori_jitabata_takeoff","0","3","0","5146063","","63118","",""
"","1066","inori_jitabata_takeoff","0","3","0","5146063","","63119","",""
"","126411","kuroche_catch_takeoff","0","3","0","5146063","","63120","",""
"","98","kuroche_catch_takeoff","0","3","0","5146063","","63121","",""
"","100","100","0.5","122","","5146063","","63122","",""
"","0.4","0","","93","","5146063","","63123","",""
"","130911","0","","4","","5146063","","63124","",""
"","130911","kururu_furimuki_watch","0","3","0","5146063","","63125","",""
"","99","empty","0","3","0","5146063","","63126","",""
"","1.5","0","","93","","5146063","","63127","",""
"","2","fade_in","","37","","5146063","","63128","",""
"","1.5","0","","93","","5146063","","63129","",""
"","98","empty","0","3","0","5146063","","63130","",""
"","se_10055900","se_10055900_chroche_03","1","23","","5146063","","63131","",""
"","212","coaster_4_in","0","3","0","5146063","","63132","",""
"","se_10055900","se_10055900_photo","0","23","","5146063","","63133","",""
"","0.3","0","","93","","5146063","","63134","",""
"","30","30","0.5","122","","5146063","","63135","",""
"","vo_apg","vo_apg_0311","0","21","","5146063","","63136","0",""
"","20","0311_in","0","3","0","5146063","","63137","",""
"","3.6","1","","93","","5146063","","63138","",""
"","20","0311_mid","0","3","0","5146063","","63139","",""
"","","","","92","","5146063","","63140","",""
"","20","0311_out","0","3","0","5146063","","63141","",""
"","0.2","0","","93","","5146063","","63142","",""
"","30","30","0.5","122","","5146063","","63143","",""
"","vo_apg","vo_apg_0312","0","21","","5146063","","63144","0",""
"","20","0312_in","0","3","0","5146063","","63145","",""
"","2.4","1","","93","","5146063","","63146","",""
"","20","0312_mid","0","3","0","5146063","","63147","",""
"","","","","92","","5146063","","63148","",""
"","20","0312_out","0","3","0","5146063","","63149","",""
"","0.2","0","","93","","5146063","","63150","",""
"","20","scale15","","37","","5146063","","63151","",""
"","212","coaster_4_change","0","3","0","5146063","","63152","",""
"","vo_apg","vo_apg_0313","0","21","","5146063","","63153","0",""
"0","20","0","76","2","","5146063","","63154","0",""
"","20","empty","1","3","0","5146063","","63155","",""
"","22","0313_in","0","3","0","5146063","","63156","",""
"","2.4","1","","93","","5146063","","63157","",""
"","22","0313_mid","1","3","0","5146063","","63158","",""
"","","","","92","","5146063","","63159","",""
"","22","0313_out","0","3","0","5146063","","63160","",""
"","0.2","0","","93","","5146063","","63161","",""
"","0","0","","22","","5146063","","63162","",""
"","se_10055900_chroche_03","0.5","","24","","5146063","","63163","",""
"","2","white","","37","","5146063","","63164","",""
"","2","0","","93","","5146063","","63165","",""
"","20","scale1","","37","","5146063","","63166","",""
"","212","empty","0","3","0","5146063","","63167","",""
"","130911","kururu_wish_idle_joy","1","3","0.2","5146063","","63168","",""
"","99","idle_normal","1","3","0.2","5146063","","63169","",""
"","106611","see_guru","1","3","0.2","5146063","","63170","",""
"","1066","see_guru","1","3","0.2","5146063","","63171","",""
"","126411","idle_normal_joy","1","3","0.2","5146063","","63172","",""
"","130911","1","","4","","5146063","","63173","",""
"0","130911","225","-278","2","","5146063","","63174","0",""
"0","106611","0","-288","2","","5146063","","63175","0",""
"0","1066","0","-288","2","","5146063","","63176","0",""
"0","126411","-225","-278","2","","5146063","","63177","0",""
"","2","0","","93","","5146063","","63178","",""
"","126411","joy_talk","1","3","0.2","5146063","","63179","",""
"","vo_apg","vo_apg_0314","0","21","","5146063","","63180","0",""
"1","126411","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","10","11","0","5146063","0","63181","1","0"
"","0","","","91","","5146063","","63182","",""
"","126411","idle_normal_joy","1","3","0.2","5146063","","63183","",""
"0","2","23","-108","33","","5146063","","63184","0",""
"","2","iris_end_1","","37","","5146063","","63185","",""
"","106611","gakkari","0","3","0.2","5146063","","63186","",""
"","1066","gakkari","0","3","0.2","5146063","","63187","",""
"","vo_apg","vo_apg_0315","0","21","","5146063","","63188","0",""
"0","106611","うぷ…もう、こりごりですよ…","4","11","23","5146063","-31","63189","0","1.1"
"","6","0","","93","","5146063","","63190","",""
"","2","iris_end_2","","37","","5146063","","63191","",""
"","1","0","","93","","5146063","","63192","",""
"","63194","","","101","","5146063","","63193","",""
"","0","0.2","","22","","5146063","","63194","",""
"-480","1","105811","106","1","1.8","5146064","1","64001","-130","walk_normal"
"-480","6","1058","107","5","1.8","5146064","1","64002","-130","walk_normal"
"-480","1","131511","103","1","1.8","5146064","1","64003","130","walk_normal"
"-278","1","130911","100","1","1.8","5146064","1","64004","290","idle_normal_noface"
"-278","1","99","101","5","1.8","5146064","1","64005","290","idle_normal_kururu"
"","105811","206","","13","","5146064","","64006","",""
"","131511","203","","13","","5146064","","64007","",""
"","130911","200","","13","","5146064","","64008","",""
"-174","8","8","15","5","0.85","5146064","0","64009","0","idle"
"-53","20","20","210","5","1","5146064","0","64010","-242","empty"
"-194","22","22","211","5","1","5146064","0","64011","-128","empty"
"1","1","1","0","31","1","5146064","","64012","0",""
"1","2","2","0","31","0","5146064","","64013","-57.7",""
"1","12","12","0","31","0","5146064","","64014","0",""
"1","13","13","0","31","0","5146064","","64015","0",""
"1","20","20","0","31","1","5146064","","64016","0",""
"","20","105811","","36","","5146064","","64017","",""
"","20","131511","","36","","5146064","","64018","",""
"","20","20","","36","","5146064","","64019","",""
"","20","22","","36","","5146064","","64020","",""
"","0","0","","91","","5146064","","64021","",""
"","0","0","0","102","","5146064","","64022","",""
"","13","1","","32","","5146064","","64023","",""
"","20","scale15","","37","","5146064","","64024","",""
"","2","","","93","","5146064","","64025","",""
"","vo_apg","vo_apg_0401","0","21","","5146064","","64026","0",""
"","22","0401_in","0","3","0","5146064","","64027","",""
"","2.7","1","","93","","5146064","","64028","",""
"","22","0401_mid","0","3","0","5146064","","64029","",""
"","","","","92","","5146064","","64030","",""
"","22","0401_out","0","3","0","5146064","","64031","",""
"","0.2","0","","93","","5146064","","64032","",""
"0","22","129","-194","2","","5146064","","64033","0",""
"","vo_apg","vo_apg_0402","0","21","","5146064","","64034","0",""
"","22","0402_in","0","3","0","5146064","","64035","",""
"","2.9","1","","93","","5146064","","64036","",""
"","22","0402_mid","0","3","0","5146064","","64037","",""
"","","","","92","","5146064","","64038","",""
"","22","0402_out","0","3","0","5146064","","64039","",""
"","0.2","0","","93","","5146064","","64040","",""
"","0","0","","22","","5146064","","64041","",""
"","22","empty","1","3","0","5146064","","64042","",""
"","0.5","0","","93","","5146064","","64043","",""
"","2","1","","32","","5146064","","64044","",""
"","2","fade_in","","37","","5146064","","64045","",""
"","1","0","","93","","5146064","","64046","",""
"","13","0","","32","","5146064","","64047","",""
"","20","scale1","","37","","5146064","","64048","",""
"0","105811","-194","-298","2","","5146064","","64049","0",""
"0","1058","-194","-298","2","","5146064","","64050","0",""
"0","131511","-34","-288","2","","5146064","","64051","0",""
"","2","iris_out","","37","","5146064","","64052","",""
"0","105811","-385","-298","2","","5146064","","64053","2",""
"0","1058","-385","-298","2","","5146064","","64054","2",""
"0","131511","-225","-288","2","","5146064","","64055","2",""
"","2","0","","93","","5146064","","64056","",""
"","105811","0","","4","","5146064","","64057","",""
"","1058","0","","4","","5146064","","64058","",""
"","131511","0","","4","","5146064","","64059","",""
"","105811","idle_normal","1","3","0.2","5146064","","64060","",""
"0","1058","idle_normal","1","3","0.2","5146064","","64061","",""
"","131511","idle_normal","1","3","0.2","5146064","","64062","",""
"","0.5","0","","93","","5146064","","64063","",""
"","130911","talk_normal","1","3","0.2","5146064","","64064","",""
"","99","talk_normal","1","3","0.2","5146064","","64065","",""
"","vo_apg","vo_apg_0403","0","21","","5146064","","64066","0",""
"1","130911","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","10","11","0","5146064","0","64067","1","0"
"","0","","","91","","5146064","","64068","",""
"","130911","kururu_wish_talk_joy","1","3","0.2","5146064","","64069","",""
"","99","kururu_wish_talk_joy","1","3","0.2","5146064","","64070","",""
"","vo_apg","vo_apg_0404","0","21","","5146064","","64071","0",""
"1","130911","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","10","11","0","5146064","0","64072","1","0"
"","0","","","91","","5146064","","64073","",""
"","130911","idle_normal_noface","1","3","0.2","5146064","","64074","",""
"","99","idle_normal_kururu","1","3","0.2","5146064","","64075","",""
"1","105811","guts2_in_joy","0","3","0.2","5146064","0","64076","guts2_talk_joy",""
"1","1058","guts2_in_joy","0","3","0.2","5146064","0","64077","guts2_talk_joy",""
"","vo_apg","vo_apg_0405","0","21","","5146064","","64078","0",""
"1","105811","はい！　とっても\nおいしそうでした☆","10","11","0","5146064","0","64079","1","0"
"","0","","","91","","5146064","","64080","",""
"","105811","guts2_idle_joy","1","3","0.2","5146064","","64081","",""
"","1058","guts2_idle_joy","1","3","0.2","5146064","","64082","",""
"","131511","memory_talk","1","3","0.5","5146064","","64083","",""
"","vo_apg","vo_apg_0406","0","21","","5146064","","64084","0",""
"1","131511","おなか。\nぐるる…","10","11","0","5146064","0","64085","1","0"
"","0","","","91","","5146064","","64086","",""
"","131511","memory_idle","1","3","0.2","5146064","","64087","",""
"","130911","joy_talk","1","3","0.2","5146064","","64088","",""
"","99","joy_talk","1","3","0.2","5146064","","64089","",""
"","vo_apg","vo_apg_0407","0","21","","5146064","","64090","0",""
"1","130911","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","10","11","0","5146064","0","64091","1","0"
"","0","","","91","","5146064","","64092","",""
"","130911","kururu_joy_slow","1","3","0.5","5146064","","64093","",""
"","131511","anger_idle_anger","1","3","0.5","5146064","","64094","",""
"","vo_apg","vo_apg_0408","0","21","","5146064","","64095","0",""
"1","131511","だっしゅ","10","11","0","5146064","0","64096","1","0"
"","0","","","91","","5146064","","64097","",""
"","131511","walk_jog_dere","1","3","0.2","5146064","","64098","",""
"0","131511","1100","-288","2","","5146064","","64099","3",""
"","0.5","0","","93","","5146064","","64100","",""
"1","105811","notice_in_normal2","0","3","0.2","5146064","0.2","64101","anger_talk_normal2",""
"1","1058","notice_in_normal2","0","3","0.2","5146064","0.2","64102","anger_talk_normal2",""
"","vo_apg","vo_apg_0409","0","21","","5146064","","64103","0",""
"1","105811","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","10","11","0","5146064","0","64104","1","0"
"","0","","","91","","5146064","","64105","",""
"","0","0","","22","","5146064","","64106","",""
"","105811","run_dash_doya","1","3","0.2","5146064","","64107","",""
"","1058","run_dash_doya","1","3","0.2","5146064","","64108","",""
"0","105811","1100","-298","2","","5146064","","64109","1.8",""
"0","1058","1100","-298","2","","5146064","","64110","1.8",""
"","1.8","0","","93","","5146064","","64111","",""
"","130911","0","","4","","5146064","","64112","",""
"1","130911","hawawa","0","3","0","5146064","0.2","64113","anger_talk_surprise2_shy",""
"","vo_apg","vo_apg_0410","0","21","","5146064","","64114","0",""
"1","130911","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","10","11","0","5146064","0","64115","1","0"
"","0","","","91","","5146064","","64116","",""
"","0","0","","22","","5146064","","64117","",""
"","0.1","0","","93","","5146064","","64118","",""
"","1","alter","","37","","5146064","","64119","",""
"","12","1","","32","","5146064","","64120","",""
"","0.4","0","","93","","5146064","","64121","",""
"0","8","1","1","6","0","5146064","0","64122","1",""
"0","105811","-725","-278","2","","5146064","","64123","0",""
"0","1058","-725","-278","2","","5146064","","64124","0",""
"0","131511","-925","-278","2","","5146064","","64125","0",""
"","105811","run_dash_peko","1","3","0","5146064","","64126","",""
"","1058","run_dash_peko","1","3","0","5146064","","64127","",""
"","131511","run_dash_presia","1","3","0","5146064","","64128","",""
"","130911","empty","1","3","0","5146064","","64129","",""
"0","105811","1185","-278","2","","5146064","","64130","10",""
"0","1058","1185","-278","2","","5146064","","64131","10",""
"0","131511","985","-278","2","","5146064","","64132","10",""
"","0.3","0","","93","","5146064","","64133","",""
"","0.8","0","","93","","5146064","","64134","",""
"","vo_apg","vo_apg_0411","0","21","","5146064","","64135","0",""
"0","105811","まずはあの屋台から～☆","10","11","40","5146064","0","64136","0","1"
"","3","0","","93","","5146064","","64137","",""
"","vo_apg","vo_apg_0412","0","21","","5146064","","64138","0",""
"0","131511","ぜんぶ\nたべるよ","8","11","40","5146064","0","64139","0","1.3"
"","0.3","0","","93","","5146064","","64140","",""
"","3.6","0","","93","","5146064","","64141","",""
"","64143","","","101","","5146064","","64142","",""
"","0","0.2","","22","","5146064","","64143","",""
"-278","1","131011","110","1","1.8","5146065","0","65001","-225","wish_idle_normal_lookup"
"-278","1","99","111","5","1.8","5146065","0","65002","-225","idle_normal"
"-278","1","98","109","5","1.8","5146065","0","65003","-225","idle_normal"
"-278","1","130911","101","1","1.8","5146065","1","65004","225","idle_normal_noface"
"-278","1","97","102","5","1.8","5146065","1","65005","225","idle_normal_kururu"
"-278","1","96","100","5","1.8","5146065","1","65006","225","idle_normal"
"-305","1","106011","105","1","1.85","5146065","0","65007","-920","empty"
"-305","4","1060","106","5","1.85","5146065","0","65008","-920","empty"
"","131011","210","","13","","5146065","","65009","",""
"","130911","201","","13","","5146065","","65010","",""
"","106011","205","","13","","5146065","","65011","",""
"-174","8","8","15","5","0.85","5146065","0","65012","0","idle"
"1","1","1","0","31","1","5146065","","65013","0",""
"","0","0","","91","","5146065","","65014","",""
"","0","0","0","102","","5146065","","65015","",""
"","1","0","","93","","5146065","","65016","",""
"","131011","wish_idle_joy_lookup","1","3","0.2","5146065","","65017","",""
"","vo_apg","vo_apg_0501","0","21","","5146065","","65018","0",""
"1","131011","くる～\nくる～","10","11","0","5146065","0","65019","1","0"
"","0","","","91","","5146065","","65020","",""
"","130911","talk_normal_surprise","1","3","0.2","5146065","","65021","",""
"","97","talk_normal_surprise","1","3","0.2","5146065","","65022","",""
"","vo_apg","vo_apg_0502","0","21","","5146065","","65023","0",""
"1","130911","どうしたんですか\nマホちゃんさん？","10","11","0","5146065","0","65024","1","0"
"","0","","","91","","5146065","","65025","",""
"","130911","idle_normal_noface","1","3","0.2","5146065","","65026","",""
"","97","idle_normal_kururu","1","3","0.2","5146065","","65027","",""
"","131011","sad_talk_normalR","1","3","0.2","5146065","","65028","",""
"","vo_apg","vo_apg_0503","0","21","","5146065","","65029","0",""
"1","131011","ん、観覧車かいらしな～って。\nくるくる～って","10","11","0","5146065","0","65030","1","0"
"","0","","","91","","5146065","","65031","",""
"1","131011","notice_in_normal2","0","3","0.2","5146065","0","65032","notice_loop_normal2",""
"","vo_apg","vo_apg_0504","0","21","","5146065","","65033","0",""
"1","131011","せや♪","10","11","0","5146065","0","65034","1","0"
"","0","","","91","","5146065","","65035","",""
"","130911","kururu_wish_idle_light","1","3","0.2","5146065","","65036","",""
"","97","kururu_wish_idle_light","1","3","0.2","5146065","","65037","",""
"1","131011","maho_kururinpa_in","0","3","0","5146065","0","65038","maho_kururinpa_loop",""
"1","99","maho_kururinpa_inF","0","3","0","5146065","0","65039","maho_kururinpa_loopF",""
"1","98","maho_kururinpa_inB","0","3","0","5146065","0","65040","maho_kururinpa_loopB",""
"","vo_apg","vo_apg_0505","0","21","","5146065","","65041","0",""
"1","131011","みらくるまほりんくるりんぱ～♪","10","11","0","5146065","0","65042","1","0"
"","0","","","91","","5146065","","65043","",""
"","130911","kururu_wish_talk_joy","1","3","0.2","5146065","","65044","",""
"","vo_apg","vo_apg_0506","0","21","","5146065","","65045","0",""
"1","130911","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","10","11","0","5146065","0","65046","1","0"
"","0","","","91","","5146065","","65047","",""
"1","131011","maho_kururinpa_out","0","3","0","5146065","0.2","65048","idle_normal",""
"1","99","maho_kururinpa_outF","0","3","0","5146065","0.2","65049","idle_normal",""
"1","98","maho_kururinpa_outB","0","3","0","5146065","0.2","65050","idle_normal",""
"0","130911","kururu_sad_talk_surprise_to_kururinpa","0","3","0.2","5146065","0","65051","kururu_kururinpa_loop",""
"0","97","kururu_sad_talk_surprise_to_kururinpaF","0","3","0.2","5146065","0","65052","kururu_kururinpa_loopF",""
"0","96","kururu_sad_talk_surprise_to_kururinpaB","0","3","0.2","5146065","0","65053","kururu_kururinpa_loopB",""
"","vo_apg","vo_apg_0507","0","21","","5146065","","65054","0",""
"1","130911","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","10","11","0","5146065","0","65055","1","0"
"","0","","","91","","5146065","","65056","",""
"1","130911","kururu_kururinpa_out","0","3","0","5146065","0","65057","idle_normal_noface",""
"1","97","kururu_kururinpa_outF","0","3","0","5146065","0","65058","idle_normal_kururu",""
"1","96","kururu_kururinpa_outB","0","3","0","5146065","0","65059","idle_normal",""
"","131011","joy_talk","1","3","0.2","5146065","","65060","",""
"","vo_apg","vo_apg_0508","0","21","","5146065","","65061","0",""
"1","131011","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","10","11","0","5146065","0","65062","1","0"
"","0","","","91","","5146065","","65063","",""
"","131011","idle_normal","1","3","0.2","5146065","","65064","",""
"0","130911","kururu_hello_fast_to_kururinpa","0","3","0.2","5146065","0","65065","kururu_kururinpa_loop",""
"0","97","kururu_hello_fast_to_kururinpaF","0","3","0.2","5146065","0","65066","kururu_kururinpa_loopF",""
"0","96","kururu_hello_fast_to_kururinpaB","0","3","0.2","5146065","0","65067","kururu_kururinpa_loopB",""
"","vo_apg","vo_apg_0509","0","21","","5146065","","65068","0",""
"1","130911","はーい♪\nみらくるくるるんくるりんぱ～♪","10","11","0","5146065","0","65069","1","0"
"","0","","","91","","5146065","","65070","",""
"1","130911","kururu_kururinpa_out","0","3","0","5146065","0","65071","idle_normal_noface",""
"1","97","kururu_kururinpa_outF","0","3","0","5146065","0","65072","idle_normal_kururu",""
"1","96","kururu_kururinpa_outB","0","3","0","5146065","0","65073","idle_normal",""
"1","131011","smile2","0","3","0.2","5146065","0.2","65074","sad_talk_normalR",""
"1","99","smile2","0","3","0.2","5146065","0.2","65075","sad_talk_normalR",""
"1","98","smile2","0","3","0.2","5146065","0.2","65076","sad_talk_normalR",""
"","vo_apg","vo_apg_0510","0","21","","5146065","","65077","0",""
"1","131011","うふふ♪\nくる多いなぁ♪","10","11","0","5146065","0","65078","1","0"
"","0","","","91","","5146065","","65079","",""
"1","131011","maho_kurukuru_in","0","3","0.2","5146065","0","65080","maho_kurukuru_loop",""
"1","99","maho_kurukuru_inF","0","3","0.2","5146065","0","65081","maho_kurukuru_loopF",""
"1","98","maho_kurukuru_inB","0","3","0.2","5146065","0","65082","maho_kurukuru_loopB",""
