3dd82ad46dc77b6eb006167d135dda1c054a31c2d8dc17d3ab709149435b4787,3e0e5b16d8cc80473e4d0e66463d51aaf4ccab171ba831d9e10d5e5dcf45789f,1bc638cbfcdabb9f589cdabf766a8fb813b589c9103b53037c9124182505d0a7,bdc225f39f671ecf3c67dfd93388e0c8cd64d4645aed560e771e9fda8d9a635f,2fdb889b32738fc9da5fad130e40f0de6d77793cd597f14b1ce938d4ccd6ae1a,19a89e79d9762e17ef2ee59aeba217f6dcb161f78fe7a96ee594726f7937e50d,15ece86fdfa635042546b785cde4a1a83b503f4fa472f934dfd353a59a1a6514,f11901ed8a725af2077b51b5433802373fc4571db2f54f9cae699e4f9dc6df3e,47a22c7fdecc1fac1b87e71df460778077670e0119d9b092018adfe8274c03ae,359a2f32ddb65e75d805d82a9b72f9b8b3b53de31192ef0a74c1b1d2e2c2d1fd,dc58bf6f9add16274912b19bcdd43d7e5b507fce5f4bc80ec77f0eeb92c85fc7
"","cgg_idle_normal","204","","3","1","0.2","","1","204019",""
"cgg_talk_surprise1","cgg_surprise","204","","3","102811","0.2","1","0","204020","0"
"","4","204","","12","102811","0.2","","1.4","204021",""
"","0","204","","93","3","","","","204022",""
"","cgg_idle_def","204","","3","102811","0.2","","1","204023",""
"","cgg_idle_reaction3","204","","3","1","0.2","","1","204024",""
"","11","204","","12","1","0.2","","1.4","204025",""
"","0","204","","93","3","","","","204026",""
"","cgg_idle_normal","204","","3","1","0.2","","1","204027",""
"","cgg_talk_joy3_blink","204","","3","102811","0.2","","1","204028",""
"","10","204","","12","102811","0.2","","1.4","204029",""
"","0","204","","93","3","","","","204030",""
"","0","204","","101","204015","","","","204031",""
"","0.5","204","","22","0","","","","204032",""
"1","1","204","","6","1","0.1","0","1","204033","0"
"1","1","204","","6","102811","0.1","0","1","204034","0"
"","0","204","","93","0.1","","","","204035",""
"","cgg_idle_normal","204","","3","1","0","","1","204036",""
"","cgg_idle_def","204","","3","102811","0","","1","204037",""
"-420","1","205","cgg_idle_normal","5","1","160","-230","100","205001","0"
"420","102511","205","cgg_idle_def","1","1","1.6","-230","100","205002","1"
"1","1","205","","6","1","0.1","1","1","205003","0"
"1","1","205","","6","102511","0.1","1","1","205004","0"
"","0","205","","93","0.2","","","","205005",""
"0","vo_minigame_1007_top_talk_11_017","205","","21","vo_minigame_1007","","","0","205006",""
"0","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","205","0","11","102511","0","0","6","205007","0"
"cgg_idle_surprise2","cgg_surprise2","205","","3","1","0.2","1","0","205008","0"
"cgg_talk_surprise1","cgg_surprise","205","","3","102511","0.2","1","0","205009","0"
"","0","205","","93","5.5","","","","205010",""
"cgg_idle_shock","cgg_shock","205","","3","1","0.2","1","0","205011","0"
"","cgg_talk_sad2","205","","3","102511","0.2","1","1","205012","0"
"","","205","","91","205007","","","","205013",""
"","0","205","","93","0.5","","","","205014",""
"","cgg_idle_def","205","","3","102511","0.2","","1","205015",""
"","cgg_idle_reaction4","205","","3","1","0.2","","1","205016",""
"","2","205","","12","1","0.2","","1.4","205017",""
"","0","205","","93","3","","","","205018",""
"","cgg_idle_normal","205","","3","1","0.2","","1","205019",""
"","cgg_idle_tsun","205","","3","102511","0.2","","1","205020",""
"","5","205","","12","102511","0.2","","1.4","205021",""
"","0","205","","93","3","","","","205022",""
"","cgg_idle_def","205","","3","102511","0.2","","1","205023",""
"","cgg_idle_surprise_sad","205","","3","1","0.2","","1","205024",""
"","1","205","","12","1","0.2","","1.4","205025",""
"","0","205","","93","3","","","","205026",""
"","cgg_idle_normal","205","","3","1","0.2","","1","205027",""
"","cgg_talk_sad2","205","","3","102511","0.2","","1","205028",""
"","15","205","","12","102511","0.2","","1.4","205029",""
"","0","205","","93","3","","","","205030",""
"","0","205","","101","205015","","","","205031",""
"","0.5","205","","22","0","","","","205032",""
"1","1","205","","6","1","0.1","0","1","205033","0"
"1","1","205","","6","102511","0.1","0","1","205034","0"
"","0","205","","93","0.1","","","","205035",""
"","cgg_idle_normal","205","","3","1","0","","1","205036",""
"","cgg_idle_def","205","","3","102511","0","","1","205037",""
"-420","1","206","cgg_idle_normal","5","1","160","-230","100","206001","0"
"420","110911","206","cgg_idle_def","1","1","1.6","-230","100","206002","1"
"1","1","206","","6","1","0.1","1","1","206003","0"
"1","1","206","","6","110911","0.1","1","1","206004","0"
"","0","206","","93","0.2","","","","206005",""
"0","vo_minigame_1007_top_talk_12_018","206","","21","vo_minigame_1007","","","0","206006",""
"0","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","206","0","11","110911","0","0","6","206007","0"
"cgg_idle_doya","cgg_talk_doya","206","","3","1","0.2","1","0","206008","0"
"","cgg_talk_joy1_normal","206","","3","110911","0.2","","1","206009",""
"","0","206","","93","2.3","","","","206010",""
"","cgg_idle_surprise2","206","","3","1","0.2","","1","206011",""
"","cgg_talk_joy3_blink2","206","","3","110911","0.2","","1","206012",""
"","0","206","","93","3.2","","","","206013",""
"cgg_idle_reaction1","cgg_talk_handsup","206","","3","1","0.2","1","0","206014","0"
"cgg_idle_guts_anger","cgg_talk_guts_anger_NoBlink","206","","3","110911","0.2","1","0","206015","0"
"","","206","","91","206007","","","","206016",""
"","0","206","","93","0.5","","","","206017",""
"","cgg_idle_def","206","","3","110911","0.2","","1","206018",""
"cgg_idle_doya","cgg_talk_doya","206","","3","1","0.2","1","0","206019","0"
"","10","206","","12","1","0.2","","1.4","206020",""
"","0","206","","93","3","","","","206021",""
"","cgg_idle_normal","206","","3","1","0.2","","1","206022",""
"","cgg_talk_sad","206","","3","110911","0.2","","1","206023",""
"","5","206","","12","110911","0.2","","1.4","206024",""
"","0","206","","93","3","","","","206025",""
"","cgg_idle_def","206","","3","110911","0.2","","1","206026",""
"cgg_idle_surprise2","cgg_surprise2","206","","3","1","0.2","1","0","206027","0"
"","4","206","","12","1","0.2","","1.4","206028",""
"","0","206","","93","3","","","","206029",""
"","cgg_idle_normal","206","","3","1","0.2","","1","206030",""
"cgg_idle_guts_anger","cgg_talk_guts_anger","206","","3","110911","0.2","1","0","206031","0"
"","11","206","","12","110911","0.2","","1.4","206032",""
"","0","206","","93","3","","","","206033",""
"","0","206","","101","206018","","","","206034",""
"","0.5","206","","22","0","","","","206035",""
"1","1","206","","6","1","0.1","0","1","206036","0"
"1","1","206","","6","110911","0.1","0","1","206037","0"
"","0","206","","93","0.1","","","","206038",""
"","cgg_idle_normal","206","","3","1","0","","1","206039",""
"","cgg_idle_def","206","","3","110911","0","","1","206040",""
"-420","1","301","cgg_idle_normal","5","1","160","-230","100","301001","0"
"420","105811","301","cgg_idle_def","1","1","1.6","-230","100","301002","1"
"1","1","301","","6","1","0.1","1","1","301003","0"
"1","1","301","","6","105811","0.1","1","1","301004","0"
"","0","301","","93","0.2","","","","301005",""
"0","vo_minigame_1007_top_talk_13_019","301","","21","vo_minigame_1007","","","0","301006","3"
"0","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","301","0","11","105811","0","0","6","301007","0"
"","cgg_idle_reaction1","301","","3","1","0.2","","1","301008",""
"cgg_talk_surprise_kira","cgg_surprise_kira","301","","3","105811","0.2","1","0","301009","0"
"","0","301","","93","1.7","","","","301010",""
"cgg_idle_nod","cgg_talk_nod","301","","3","1","0.2","1","0","301011","0"
"","cgg_talk_joy1_normal","301","","3","105811","0.2","","1","301012",""
"","0","301","","93","1.8","","","","301013",""
"cgg_idle_reaction3","cgg_joy","301","","3","1","0.2","1","0","301014","0"
"cgg_idle_def","cgg_handclap_def_N","301","","3","105811","0.2","1","0","301015","0.2"
"","","301","","91","301007","","","","301016",""
"","0","301","","93","0.5","","","","301017",""
"cgg_idle_doya","cgg_talk_doya","301","","3","1","0.2","1","0","301018","0"
"","10","301","","12","1","0.2","","1.4","301019",""
"","0","301","","93","3","","","","301020",""
"","cgg_idle_normal","301","","3","1","0.2","","1","301021",""
"cgg_talk_surprise_kira","cgg_surprise_kira","301","","3","105811","0.2","1","0","301022","0"
"","7","301","","12","105811","0.2","","1.4","301023",""
"","0","301","","93","3","","","","301024",""
"","cgg_idle_def","301","","3","105811","0.2","","1","301025",""
"","cgg_idle_surprise3","301","","3","1","0.2","","1","301026",""
"","6","301","","12","1","0.2","","1.4","301027",""
"","0","301","","93","3","","","","301028",""
"","cgg_idle_normal","301","","3","1","0.2","","1","301029",""
"","cgg_idle_joy3","301","","3","105811","0.1","","1","301030",""
"","10","301","","12","105811","0.2","","1.4","301031",""
"","0","301","","93","3","","","","301032",""
"","cgg_idle_def","301","","3","105811","0.2","","1","301033",""
"","0","301","","101","301018","","","","301034",""
"","0.5","301","","22","0","","","","301035",""
"1","1","301","","6","1","0.1","0","1","301036","0"
"1","1","301","","6","105811","0.1","0","1","301037","0"
"","0","301","","93","0.1","","","","301038",""
"","cgg_idle_normal","301","","3","1","0","","1","301039",""
"","cgg_idle_def","301","","3","105811","0","","1","301040",""
"-420","1","302","cgg_idle_normal","5","1","160","-230","100","302001","0"
"420","105911","302","cgg_idle_def","1","1","1.6","-230","100","302002","1"
"1","1","302","","6","1","0.1","1","1","302003","0"
"1","1","302","","6","105911","0.1","1","1","302004","0"
"","0","302","","93","0.2","","","","302005",""
"0","vo_minigame_1007_top_talk_14_020","302","","21","vo_minigame_1007","","","0","302006",""
"0","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","302","0","11","105911","0","0","6","302007","0"
"","cgg_idle_reaction5","302","","3","1","0.2","","1","302008",""
"","cgg_talk_joy3","302","","3","105911","0.2","","1","302009",""
"","0","302","","93","4.5","","","","302010",""
"cgg_idle_doya","cgg_talk_doya","302","","3","1","0.2","1","0","302011","0"
"","cgg_talk_wish","302","","3","105911","0.2","","1","302012",""
"","","302","","91","302007","","","","302013",""
"","0","302","","93","0.5","","","","302014",""
"","cgg_idle_def","302","","3","105911","0.2","","1","302015",""
"cgg_idle_nod","cgg_talk_nod","302","","3","1","0.2","1","0","302016","0"
"","6","302","","12","1","0.2","","1.4","302017",""
"","0","302","","93","3","","","","302018",""
"","cgg_idle_normal","302","","3","1","0.2","","1","302019",""
"","cgg_talk_joy3_blink","302","","3","105911","0.2","","1","302020",""
"","7","302","","12","105911","0.2","","1.4","302021",""
"","0","302","","93","3","","","","302022",""
"","cgg_idle_def","302","","3","105911","0.2","","1","302023",""
"","cgg_idle_reaction3","302","","3","1","0.2","","1","302024",""
"","10","302","","12","1","0.2","","1.4","302025",""
"","0","302","","93","3","","","","302026",""
"","cgg_idle_normal","302","","3","1","0.2","","1","302027",""
"cgg_idle_guts","cgg_talk_guts","302","","3","105911","0.2","1","0","302028","0"
"","11","302","","12","105911","0.2","","1.4","302029",""
"","0","302","","93","3","","","","302030",""
"","0","302","","101","302015","","","","302031",""
"","0.5","302","","22","0","","","","302032",""
"1","1","302","","6","1","0.1","0","1","302033","0"
"1","1","302","","6","105911","0.1","0","1","302034","0"
"","0","302","","93","0.1","","","","302035",""
"","cgg_idle_normal","302","","3","1","0","","1","302036",""
"","cgg_idle_def","302","","3","105911","0","","1","302037",""
"-420","1","303","cgg_idle_normal","5","1","160","-230","100","303001","0"
"420","106011","303","cgg_idle_def","1","1","1.6","-230","100","303002","1"
"1","1","303","","6","1","0.1","1","1","303003","0"
"1","1","303","","6","106011","0.1","1","1","303004","0"
"","0","303","","93","0.2","","","","303005",""
"0","vo_minigame_1007_top_talk_15_021","303","","21","vo_minigame_1007","","","0","303006",""
"0","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","303","0","11","106011","0","0","6","303007","0"
"cgg_idle_doya","cgg_talk_doya","303","","3","1","0.2","1","0","303008","0"
"cgg_talk_surprise1","cgg_surprise","303","","3","106011","0.2","1","0","303009","0"
"","0","303","","93","3","","","","303010",""
"","cgg_talk_joy1_normal","303","","3","106011","0.2","","1","303011",""
"","0","303","","93","2.1","","","","303012",""
"cgg_idle_reaction1","cgg_talk_handsup","303","","3","1","0.2","1","0","303013","0"
"cgg_idle_doya","cgg_talk_doya","303","","3","106011","0.2","1","0","303014","0"
"","","303","","91","303007","","","","303015",""
"","0","303","","93","0.5","","","","303016",""
"","cgg_idle_def","303","","3","106011","0.2","","1","303017",""
"cgg_idle_doya","cgg_talk_doya","303","","3","1","0.2","1","0","303018","0"
"","6","303","","12","1","0.2","","1.4","303019",""
"","0","303","","93","3","","","","303020",""
"","cgg_idle_normal","303","","3","1","0.2","","1","303021",""
"cgg_talk_surprise1","cgg_surprise","303","","3","106011","0.2","1","0","303022","0"
"","4","303","","12","106011","0.2","","1.4","303023",""
"","0","303","","93","3","","","","303024",""
"","cgg_idle_def","303","","3","106011","0.2","","1","303025",""
"cgg_idle_guts2","cgg_talk_guts2","303","","3","1","0.2","1","0","303026","0"
"","7","303","","12","1","0.2","","1.4","303027",""
"","0","303","","93","3","","","","303028",""
"","cgg_idle_normal","303","","3","1","0.2","","1","303029",""
"","cgg_idle_bitter","303","","3","106011","0.2","","1","303030",""
"","1","303","","12","106011","0.2","","1.4","303031",""
"","0","303","","93","3","","","","303032",""
"","0","303","","101","303017","","","","303033",""
"","0.5","303","","22","0","","","","303034",""
"1","1","303","","6","1","0.1","0","1","303035","0"
"1","1","303","","6","106011","0.1","0","1","303036","0"
"","0","303","","93","0.1","","","","303037",""
"","cgg_idle_normal","303","","3","1","0","","1","303038",""
"","cgg_idle_def","303","","3","106011","0","","1","303039",""
"-420","1","304","cgg_idle_normal","5","1","160","-230","100","304001","0"
"420","106411","304","cgg_idle_def","1","1","1.6","-230","100","304002","1"
"1","1","304","","6","1","0.1","1","1","304003","0"
"1","1","304","","6","106411","0.1","1","1","304004","0"
"","0","304","","93","0.2","","","","304005",""
"0","vo_minigame_1007_top_talk_16_022","304","","21","vo_minigame_1007","","","0","304006",""
"0","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","304","0","11","106411","0","0","5","304007","0"
"cgg_idle_doya","cgg_talk_doya","304","","3","1","0.2","1","0","304008","0"
"cgg_talk_surprise_dere","cgg_surprise_dere","304","","3","106411","0.2","2","0","304009","0"
"","0","304","","93","5.2","","","","304010",""
"","cgg_talk_joy3","304","","3","106411","0.2","","1","304011",""
"","","304","","91","304007","","","","304012",""
"","0","304","","93","0.5","","","","304013",""
"","cgg_idle_def","304","","3","106411","0.2","","1","304014",""
"","cgg_idle_surprise3","304","","3","1","0.2","","1","304015",""
"","6","304","","12","1","0.2","","1.4","304016",""
"","0","304","","93","3","","","","304017",""
"","cgg_idle_normal","304","","3","1","0.2","","1","304018",""
"","cgg_talk_joy1","304","","3","106411","0.2","","1","304019",""
"","10","304","","12","106411","0.2","","1.4","304020",""
"","0","304","","93","3","","","","304021",""
"","cgg_idle_def","304","","3","106411","0.2","","1","304022",""
"cgg_idle_doya","cgg_talk_doya","304","","3","1","0.2","1","0","304023","0"
"","6","304","","12","1","0.2","","1.4","304024",""
"","0","304","","93","3","","","","304025",""
"","cgg_idle_normal","304","","3","1","0.2","","1","304026",""
"cgg_talk_surprise_kira","cgg_surprise_kira","304","","3","106411","0.2","1","0","304027","0"
"","7","304","","12","106411","0.2","","1.4","304028",""
"","0","304","","93","3","","","","304029",""
"","0","304","","101","304015","","","","304030",""
"","0.5","304","","22","0","","","","304031",""
"1","1","304","","6","1","0.1","0","1","304032","0"
"1","1","304","","6","106411","0.1","0","1","304033","0"
"","0","304","","93","0.1","","","","304034",""
"","cgg_idle_normal","304","","3","1","0","","1","304035",""
"","cgg_idle_def","304","","3","106411","0","","1","304036",""
"-420","1","305","cgg_idle_normal","5","1","160","-230","100","305001","0"
"420","110911","305","cgg_idle_def","1","1","1.6","-230","100","305002","1"
"1","1","305","","6","1","0.1","1","1","305003","0"
"1","1","305","","6","110911","0.1","1","1","305004","0"
"","0","305","","93","0.2","","","","305005",""
"0","vo_minigame_1007_top_talk_17_023","305","","21","vo_minigame_1007","","","0","305006",""
"0","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","305","0","11","110911","0","0","6","305007","0"
"cgg_idle_doya","cgg_talk_doya","305","","3","1","0.2","1","0","305008","0"
"","cgg_talk_joy1","305","","3","110911","0.2","","1","305009",""
"","0","305","","93","1.9","","","","305010",""
"","cgg_idle_nod","305","","3","1","0.2","","1","305011",""
"","cgg_talk_joy3_dere","305","","3","110911","0.2","","1","305012",""
"","","305","","91","305007","","","","305013",""
"","0","305","","93","0.5","","","","305014",""
"","cgg_idle_def","305","","3","110911","0.2","","1","305015",""
"cgg_idle_doya","cgg_talk_doya","305","","3","1","0.2","1","0","305016","0"
"","6","305","","12","1","0.2","","1.4","305017",""
"","0","305","","93","3","","","","305018",""
"","cgg_idle_normal","305","","3","1","0.2","","1","305019",""
"","cgg_talk_joy3","305","","3","110911","0.2","","1","305020",""
"","10","305","","12","110911","0.2","","1.4","305021",""
"","0","305","","93","3","","","","305022",""
"","cgg_idle_def","305","","3","110911","0.2","","1","305023",""
"","cgg_idle_reaction3","305","","3","1","0.2","","1","305024",""
"","10","305","","12","1","0.2","","1.4","305025",""
"","0","305","","93","3","","","","305026",""
"","cgg_idle_normal","305","","3","1","0.2","","1","305027",""
"cgg_idle_arm_crossed","cgg_talk_arm_crossed","305","","3","110911","0.2","1","0","305028","0"
"","7","305","","12","110911","0.2","","1.4","305029",""
"","0","305","","93","3","","","","305030",""
"","0","305","","101","305015","","","","305031",""
"","0.5","305","","22","0","","","","305032",""
"1","1","305","","6","1","0.1","0","1","305033","0"
"1","1","305","","6","110911","0.1","0","1","305034","0"
"","0","305","","93","0.1","","","","305035",""
"","cgg_idle_normal","305","","3","1","0","","1","305036",""
"","cgg_idle_def","305","","3","110911","0","","1","305037",""
"-420","1","306","cgg_idle_normal","5","1","160","-230","100","306001","0"
"290","117211","306","cgg_idle_def","1","1","1.6","-230","100","306002","1"
"405","117311","306","cgg_idle_def","1","1","1.6","-230","101","306003","1"
"520","117411","306","cgg_idle_def","1","1","1.6","-230","102","306004","1"
"1","1","306","","6","1","0.1","1","1","306005","0"
"1","1","306","","6","117211","0.1","1","1","306006","0"
"1","1","306","","6","117311","0.1","1","1","306007","0"
"1","1","306","","6","117411","0.1","1","1","306008","0"
"","0","306","","93","0.2","","","","306009",""
"0","vo_minigame_1007_top_talk_18_024","306","","21","vo_minigame_1007","","","0","306010",""
"0","私たちのグッズを\n全部集めてくれて\nありがとう♪","306","0","11","117211","0","0","7","306011","0"
"","cgg_idle_reaction1","306","","3","1","0.2","","1","306012",""
"","cgg_talk_joy1_normal","306","","3","117211","0.2","","1","306013",""
"","0","306","","93","2.4","","","","306014",""
"cgg_idle_reaction3","cgg_joy","306","","3","1","0.2","1","0","306015","0"
"","cgg_talk_surprise_nozomi","306","","3","117211","0.2","","1","306016",""
"","","306","","91","306011","","","","306017",""
"","cgg_idle_def","306","","3","117211","0.2","","1","306018",""
"0","vo_minigame_1007_top_talk_18_025","306","","21","vo_minigame_1007","","","0","306019",""
"0","全部集めてしまう\nなんて、驚きました\nおめでとうございます","306","0","11","117311","0","0","5","306020","0"
"cgg_idle_doya","cgg_talk_doya","306","","3","1","0.2","1","0","306021","0"
"","cgg_talk_surprise1","306","","3","117311","0.2","","1","306022",""
"","0","306","","93","4.5","","","","306023",""
"","cgg_idle_reaction5","306","","3","1","0.2","","1","306024",""
"","cgg_talk_wish","306","","3","117311","0.2","","1","306025",""
"","","306","","91","306020","","","","306026",""
"","cgg_idle_def","306","","3","117311","0.2","","1","306027",""
"0","vo_minigame_1007_top_talk_18_026","306","","21","vo_minigame_1007","","","0","306028",""
"0","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","306","0","11","117411","0","0","5","306029","0"
"","cgg_idle_surprise1","306","","3","1","0.2","","1","306030",""
"","cgg_idle_tsun","306","","3","117411","0.2","","1","306031",""
"","0","306","","93","4.3","","","","306032",""
"cgg_idle_guts2","cgg_talk_guts2","306","","3","1","0.2","1","0","306033","0"
"","cgg_talk_joy1","306","","3","117411","0.2","","1","306034",""
"","","306","","91","306029","","","","306035",""
"","0","306","","93","0.5","","","","306036",""
"","cgg_idle_def","306","","3","117411","0.2","","1","306037",""
"","cgg_idle_normal","306","","3","1","0.2","","1","306038",""
"","cgg_talk_joy1","306","","3","117211","0.2","","1","306039",""
"","10","306","","12","117211","0.2","","1.4","306040",""
"","0","306","","93","3","","","","306041",""
"","cgg_idle_def","306","","3","117211","0.2","","1","306042",""
"","cgg_talk_wish","306","","3","117311","0.2","","1","306043",""
"","7","306","","12","117311","0.2","","1.4","306044",""
"","0","306","","93","3","","","","306045",""
"","cgg_idle_def","306","","3","117311","0.2","","1","306046",""
"cgg_idle_guts","cgg_talk_guts","306","","3","117411","0.2","1","0","306047","0"
"","4","306","","12","117411","0.2","","1.4","306048",""
"","0","306","","93","3","","","","306049",""
"","cgg_idle_def","306","","3","117411","0.2","","1","306050",""
"","cgg_idle_reaction3","306","","3","1","0.2","","1","306051",""
"","6","306","","12","1","0.2","","1.4","306052",""
"","0","306","","93","3","","","","306053",""
"","0","306","","101","306038","","","","306054",""
"","0.5","306","","22","0","","","","306055",""
"1","1","306","","6","1","0.1","0","1","306056","0"
"1","1","306","","6","117211","0.1","0","1","306057","0"
"1","1","306","","6","117311","0.1","0","1","306058","0"
"1","1","306","","6","117411","0.1","0","1","306059","0"
"","0","306","","93","0.1","","","","306060",""
"","cgg_idle_normal","306","","3","1","0","","1","306061",""
"","cgg_idle_def","306","","3","117211","0","","1","306062",""
"","cgg_idle_def","306","","3","117311","0","","1","306063",""
"","cgg_idle_def","306","","3","117411","0","","1","306064",""
