3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19020005","-780","1.6625","12","21","902","5","0","5","-125","02_neneka_floatRing"
"19020006","-780","1.8375","32","21","902","5","0","6","-250","02_neneka_floatRing"
"19020007","-180","1","-780","102","902","31","","1","1",""
"19020008","-125","1","-780","102","902","31","","2","1",""
"19020009","-250","1","-780","102","902","31","","3","1",""
"19020010","-180","1","-780","102","902","31","","4","1",""
"19020011","-125","1","-780","102","902","31","","5","1",""
"19020012","-250","1","-780","102","902","31","","6","1",""
"19020013","","","1","se_10053800","902","23","","se_fpc_water_random","",""
"19020014","","","","19020012","902","91","","","",""
"19020015","4.58823529411765","","-180","1","902","2","","0","12",""
"19020016","4.58823529411765","","-180","1","902","33","","0","12",""
"19020017","","","","19020015","902","91","","","",""
"19020018","0","","","vo_fpc","902","21","","vo_fpc_20200","",""
"19020019","1","0","10","1","902","11","0","ふむ…","0","0.5"
"19020020","","","","0","902","91","","","",""
"19020021","","","","0.5","902","93","","0","",""
"19020022","3.70588235294118","","-180","1","902","2","","150","12",""
"19020023","3.70588235294118","","-180","1","902","33","","150","12",""
"19020024","","0.1","1","2","902","3","","02_neneka_floatRing","",""
"19020025","3.70588235294118","","-125","2","902","2","","-150","12",""
"19020026","3.70588235294118","","-125","2","902","33","","-150","12",""
"19020027","","","","19020025","902","91","","","",""
"19020028","0","","","vo_fpc","902","21","","vo_fpc_20201","",""
"19020029","1","0","10","2","902","11","0","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0","0.5"
"19020030","","","","0","902","91","","","",""
"19020031","","","","0.5","902","93","","0","",""
"19020032","3.11764705882353","","-180","1","902","2","","250","12",""
"19020033","3.11764705882353","","-180","1","902","33","","250","12",""
"19020034","3.11764705882353","","-125","2","902","2","","0","12",""
"19020035","3.11764705882353","","-125","2","902","33","","0","12",""
"19020036","","0.1","1","3","902","3","","02_neneka_floatRing","",""
"19020037","3.11764705882353","","-250","3","902","2","","-250","12",""
"19020038","3.11764705882353","","-250","3","902","33","","-250","12",""
"19020039","","","","19020037","902","91","","","",""
"19020040","0","","","vo_fpc","902","21","","vo_fpc_20202","",""
"19020041","1","0","10","3","902","11","0","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0","0.5"
"19020042","","","","4.5","902","93","","1","",""
"19020043","","","","0.9","902","93","","0","",""
"19020044","","","","19020041","902","91","","","",""
"19020045","","0.1","1","4","902","3","","02_neneka_floatRing","",""
"19020046","7.37556561085973","","-180","4","902","2","","850","",""
"19020047","7.37556561085973","","-180","4","902","33","","850","",""
"19020048","","","","0.2","902","93","","0","",""
"19020049","","0.1","1","5","902","3","","02_neneka_floatRing","",""
"19020050","2.71493212669683","","-180","1","902","2","","850","12",""
"19020051","2.71493212669683","","-180","1","902","33","","850","12",""
"19020052","","","","0.2","902","93","","0","",""
"19020053","3.84615384615385","","-125","2","902","2","","850","12",""
"19020054","3.84615384615385","","-125","2","902","33","","850","12",""
"19020055","","","","0.1","902","93","","0","",""
"19020056","4.97737556561086","","-250","3","902","2","","850","12",""
"19020057","4.97737556561086","","-250","3","902","33","","850","12",""
"19020058","","","","1.5","902","93","","0","",""
"19020059","6.26923076923077","","-125","5","902","2","","850","",""
"19020060","6.26923076923077","","-125","5","902","33","","850","",""
"19020061","","","","1","902","93","","0","",""
"19020062","","0.1","1","6","902","3","","02_neneka_floatRing","",""
"19020063","6.63800904977376","","-250","6","902","2","","850","",""
"19020064","6.63800904977376","","-250","6","902","33","","850","",""
"19020065","","","","0","902","91","","","",""
"19020066","","","","1","902","93","","0","",""
"19020067","","","","0","902","91","","","",""
"19030001","-750","1.4875","12","1","903","1","0","113211","-15","03_cmn_walk_styk_N2"
"19030002","750","1.4875","12","1","903","1","0","113311","-15","03_cmn_run_def_N"
"19030003","","","1","se_10053800","903","23","","se_fpc_water_random","",""
"19030004","","","","19030002","903","91","","0","",""
"19030005","3.52941176470588","","-15","113211","903","2","","-150","",""
"19030006","","","","1.5","903","93","","0","",""
"19030007","2.71493212669683","","-15","113311","903","2","","150","",""
"19030008","","","","19030005","903","91","","","",""
"19030009","","0.1","1","113211","903","3","","03_cmn_idol_def_N","",""
"19030010","","","","19030007","903","91","","","",""
"19030011","","0.3","1","113311","903","3","","03_nanaka_gufufu","",""
"19030012","","","","0.3","903","93","","0","",""
"19030013","0","","","vo_fpc","903","21","","vo_fpc_20300","",""
"19030014","1","0","10","113311","903","11","0","ぐっふっふ、\nさすがアンナたそ♪","0","0.5"
"19030015","","","","0","903","91","","","",""
"19030016","","","","0.5","903","93","","0","",""
"19030017","0","","","vo_fpc","903","21","","vo_fpc_20301","",""
"19030018","1","0","10","113311","903","11","0","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0","0.5"
"19030019","","","","0","903","91","","","",""
"19030020","","","","0.5","903","93","","0","",""
"19030021","","0.1","1","113211","903","3","","03_anna_shy","",""
"19030022","0","","","vo_fpc","903","21","","vo_fpc_20302","",""
"19030023","1","0","10","113211","903","11","0","なっ、これは他に持ってないから\n仕方なくだなあ…","0","0.5"
"19030024","","","","0","903","91","","","",""
"19030025","","","","0.5","903","93","","0","",""
"19030026","0","","","vo_fpc","903","21","","vo_fpc_20303","",""
"19030027","1","0","10","113311","903","11","0","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0","0.5"
"19030028","","","","0","903","91","","","",""
"19030029","","","","0.5","903","93","","0","",""
"19030030","0","","","vo_fpc","903","21","","vo_fpc_20304","",""
"19030031","1","0","10","113311","903","11","0","それともぉ…\nこっちの水着と交換してみる？","0","0.5"
"19030032","","","","0","903","91","","","",""
"19030033","","","","0.5","903","93","","0","",""
"19030034","03_anna_pui_loop","0.1","0","113211","903","3","","03_anna_pui_in","1",""
"19030035","0","","","vo_fpc","903","21","","vo_fpc_20305","",""
"19030036","1","0","10","113211","903","11","0","それはそれで恥ずかしいじゃないか！","0","0.5"
"19030037","","","","0","903","91","","","",""
"19030038","","","","0.5","903","93","","0","",""
"19030039","0","","","vo_fpc","903","21","","vo_fpc_20306","",""
"19030040","1","0","10","113211","903","11","0","わ、我には友が選んでくれた\nこのスク水で十分だ！","0","0.5"
"19030041","","","","0","903","91","","","",""
"19030042","","","","0.5","903","93","","0","",""
"19030043","","0.1","1","113311","903","4","","1","",""
"19030044","","0.1","1","113211","903","4","","1","",""
"19030045","","0.1","1","113311","903","3","","03_cmn_run_def_N","",""
"19030046","","0.1","1","113211","903","3","","03_cmn_walk_styk_N2","",""
"19030047","2.71493212669683","","-15","113311","903","2","","750","",""
"19030048","3.52941176470588","","-15","113211","903","2","","-750","",""
"19030049","","","","0","903","91","","","",""
"19040001","-910","1.75","22","1","904","1","0","122811","-180","04_misogi_flutterKick_loop"
"19040002","-910","1.75","12","1","904","1","0","122911","-125","04_mimi_flutterKick_loop"
"19040003","-910","1.75","22","1","904","1","0","122711","-180","04_kyouka_flutterKick_loop"
"19040004","-910","1.75","23","1","904","1","0","129311","-180","04_yuni_flutterKick_loop"
"19040005","-910","1.75","22","1","904","5","0","1","-180","cmn_swm_flutterKick_floatBoad"
"19040006","-50","1.75","24","3","904","5","0","3","-180","empty"
"19040007","-180","1","-910","1","904","31","","1","1",""
"19040008","-180","0","-910","4","904","31","","11","1",""
"19040009","-125","1","-910","7","904","31","","2","1",""
"19040010","-125","0","-910","4","904","31","","21","1",""
"19040011","-180","1","-910","1","904","31","","3","1",""
"19040012","-180","0","-910","4","904","31","","31","1",""
"19040013","-180","1","-910","1","904","31","","4","1",""
"19040014","-180","0","-50","4","904","31","","41","1",""
"19040015","0","0","-180","1006","904","31","","1006","1",""
"19040016","","","1","se_10053800","904","23","","se_fpc_water_random","",""
"19040017","","","","19040015","904","91","","0","",""
"19040018","5.81447963800905","","-180","122811","904","2","","375","12",""
"19040019","5.81447963800905","","-180","1","904","33","","375","12",""
"19040020","5.81447963800905","","-180","11","904","33","","375","12",""
"19040021","","","","","904","91","","","",""
"19040022","","","","1","904","32","","0","",""
"19040023","","","","11","904","32","","1","",""
"19040024","04_misogi_float_loop","0.1","0","122811","904","3","0.1","04_misogi_float_in","1",""
"19040025","","","","0.9","904","93","","0","",""
"19040026","0","","","vo_fpc","904","21","","vo_fpc_20400","",""
"19040027","1","0","10","122811","904","11","0","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0","0.5"
"19040028","","","","0","904","91","","","",""
"19040029","","","","0.5","904","93","","0","",""
"19040030","5.94117647058824","","-125","122911","904","2","","100","12",""
"19040031","5.94117647058824","","-125","2","904","33","","100","12",""
"19040032","5.94117647058824","","-125","21","904","33","","100","12",""
"19040033","","","","2","904","93","","0","",""
"19040034","0","","","vo_fpc","904","21","","vo_fpc_20401","",""
"19040035","1","0","10","122911","904","11","0","逃げろ逃げろ～！","0","0.5"
"19040036","","","","19040032","904","91","","","",""
"19040037","","","","2","904","32","","0","",""
"19040038","","","","21","904","32","","1","",""
"19040039","04_mimi_float_loop","0.1","0","122911","904","3","0.1","04_mimi_float_in","1",""
"19040040","5.40441176470588","","-180","122711","904","2","","-175","12",""
"19040041","5.40441176470588","","-180","3","904","33","","-175","12",""
"19040042","5.40441176470588","","-180","31","904","33","","-175","12",""
"19040043","","","","2","904","93","","0","",""
"19040044","0","","","vo_fpc","904","21","","vo_fpc_20402","",""
"19040045","1","0","10","122711","904","11","0","も～！　二人とも待ってよ～！","0","0"
"19040046","","","","19040042","904","91","","","",""
"19040047","","","","3","904","32","","0","",""
"19040048","","","","31","904","32","","1","",""
"19040049","04_kyouka_float_loop","0.1","0","122711","904","3","0.1","04_kyouka_float_in","1",""
"19040050","","","","1.2","904","93","","0","",""
"19040051","","","","1006","904","32","","1","",""
"19040052","","","","0.8","904","93","","0","",""
"19040053","","","","1","904","32","","1","",""
"19040054","","","","11","904","32","","0","",""
"19040055","","","","2","904","32","","1","",""
"19040056","","","","21","904","32","","0","",""
"19040057","","","","3","904","32","","1","",""
"19040058","","","","31","904","32","","0","",""
"19040059","04_misogi_flutterKick_loop","0.1","0","122811","904","3","0.1","04_misogi_flutterKick_in","1",""
"19040060","2.82805429864253","","-180","122811","904","2","","1000","",""
"19040061","2.82805429864253","","-180","1","904","33","","1000","",""
"19040062","","","","0.1","904","93","","0","",""
"19040063","04_mimi_flutterKick_loop","0.1","0","122911","904","3","0.1","04_mimi_flutterKick_in","1",""
"19040064","4.07239819004525","","-125","122911","904","2","","1000","",""
"19040065","4.07239819004525","","-125","2","904","33","","1000","",""
"19040066","","","","0.1","904","93","","0","",""
"19040067","04_kyouka_flutterKick_loop","0.1","0","122711","904","3","0.1","04_kyouka_flutterKick_in","1",""
"19040068","5.31674208144796","","-180","122711","904","2","","1000","",""
"19040069","5.31674208144796","","-180","3","904","33","","1000","",""
"19040070","","","","0.1","904","93","","0","",""
"19040071","5.05882352941176","","-180","129311","904","2","","-50","",""
"19040072","5.05882352941176","","-180","4","904","33","","-50","",""
"19040073","5.05882352941176","","-180","1","904","2","","-50","",""
"19040074","","","","2","904","93","","0","",""
"19040075","0","","","vo_fpc","904","21","","vo_fpc_20403","",""
"19040076","1","0","10","129311","904","11","0","わーい♪","0","0.5"
"19040077","","","","2.75882352941176","904","93","","0","",""
"19040078","04_yuni_flutterKick_pause_loop","0.1","0","3","904","3","0.1","04_yuni_flutterKick_pause_in","1",""
"19040079","04_yuni_flutterKick_pause_loop","0.1","0","129311","904","3","0.1","04_yuni_flutterKick_pause_in","1",""
"19040080","04_yuni_flutterKick_pause_loop","0.1","0","1","904","3","0.1","04_yuni_flutterKick_pause_in","1",""
"19040081","","","","0.3","904","93","","0","",""
"19040082","0","","","vo_fpc","904","21","","vo_fpc_20404","",""
"19040083","","","","4","904","32","","0","",""
"19040084","","","","41","904","32","","1","",""
"19040085","","","","5","904","93","","0","",""
"19040086","","0.1","0","3","904","3","","empty","",""
"19040087","04_yuni_flutterKick_loop","0.2","0","129311","904","3","0.1","04_yuni_flutterKick_in","1",""
"19040088","cmn_swm_flutterKick_floatBoad","0.2","0","1","904","3","0.1","04_yuni_flutterKick_in","1",""
"19040089","","","","4","904","32","","1","",""
"19040090","","","","41","904","32","","0","",""
"19040091","6.17647058823529","","-180","129311","904","2","","1000","",""
"19040092","6.17647058823529","","-180","1","904","2","","1000","",""
"19040093","6.17647058823529","","-180","4","904","33","","1000","",""
"19040094","","","","0.3","904","93","","0","",""
"19040095","0","","","vo_fpc","904","21","","vo_fpc_20405","",""
"19040096","1","0","10","129311","904","11","0","わーいわーい♪","0","0.5"
"19040097","","","","19040091","904","91","","","",""
"19050001","-910","1.75","12","1","905","1","0","117111","-125","cmn_swm_flutterKick"
"19050002","-910","1.75","22","1","905","1","0","117011","-180","cmn_swm_flutterKick"
"19050003","750","1.4875","12","1","905","1","0","107611","-15","cmn_walk_r"
"19050004","-125","1","-910","7","905","31","","1","1",""
"19050005","-125","0","-910","4","905","31","","11","1",""
"19050006","-180","1","-910","1","905","31","","2","1",""
"19050007","-180","0","-910","4","905","31","","21","1",""
"19050008","","","1","se_10053800","905","23","","se_fpc_water_random","",""
"19050009","","","","19050007","905","91","","0","",""
"19050010","5.35294117647059","","-125","117111","905","2","","0","12",""
"19050011","5.35294117647059","","-125","1","905","33","","0","12",""
"19050012","5.35294117647059","","-125","11","905","33","","0","12",""
"19050013","","","","","905","91","","","",""
"19050014","","","","1","905","32","","0","",""
"19050015","","","","11","905","32","","1","",""
"19050016","05_shizuru_search_loop","0.1","0","117111","905","3","0.1","05_shizuru_search_in","1",""
"19050017","","","","1","905","93","","0","",""
"19050018","0","","","vo_fpc","905","21","","vo_fpc_20500","",""
"19050019","1","0","10","117111","905","11","0","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0","0.5"
"19050020","","","","1.81764705882353","905","93","","1","",""
"19050021","3.88235294117647","","-180","117011","905","2","","-250","12",""
"19050022","3.88235294117647","","-180","2","905","33","","-250","12",""
"19050023","3.88235294117647","","-180","21","905","33","","-250","12",""
"19050024","","","","2.38235294117647","905","93","","0","",""
"19050025","","","","1.5","905","93","","0","",""
"19050026","","","","19050019","905","91","","","",""
"19050027","","","","19050021","905","91","","","",""
"19050028","05_eriko_talk_loop","0.1","0","117011","905","3","0.1","05_eriko_talk_in","1",""
"19050029","","","","2","905","32","","0","",""
"19050030","","","","21","905","32","","1","",""
"19050031","0","","","vo_fpc","905","21","","vo_fpc_20501","",""
"19050032","1","0","10","117011","905","11","0","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0","0.5"
"19050033","","","","2.15294117647059","905","93","","1","",""
"19050034","2.64705882352941","","-15","107611","905","2","","300","0",""
"19050035","","","","1.14705882352941","905","93","","0","",""
"19050036","","","","1.5","905","93","","0","",""
"19050037","","","","19050032","905","91","","","",""
"19050038","","","","19050034","905","91","","","",""
"19050039","","0.2","1","107611","905","3","","05_kokkoro_talk","",""
"19050040","0","","","vo_fpc","905","21","","vo_fpc_20502","",""
"19050041","1","0","10","107611","905","11","0","シズルさまにエリコさま、\nどうかされたのですか？","0","0.5"
"19050042","","","","0","905","91","","","",""
"19050043","","","","0.5","905","93","","0","",""
"19050044","05_shizuru_greet_loop","0.1","0","117111","905","3","0.1","05_shizuru_greet_in","1",""
"19050045","0","","","vo_fpc","905","21","","vo_fpc_20503","",""
"19050046","1","0","10","117111","905","11","0","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0","0.5"
"19050047","","","","0","905","91","","","",""
"19050048","","","","0.5","905","93","","0","",""
"19050049","05_eriko_pressure_loop","0.1","0","117011","905","3","0.1","05_eriko_pressure_in","1",""
"19050050","0","","","vo_fpc","905","21","","vo_fpc_20504","",""
"19050051","1","0","10","117011","905","11","0","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0","0.5"
"19050052","","","","0","905","91","","","",""
"19050053","","","","0.5","905","93","","0","",""
"19050054","","0.3","1","107611","905","3","","05_kokkoro_talk2","",""
"19050055","0","","","vo_fpc","905","21","","vo_fpc_20505","",""
"19050056","1","0","10","107611","905","11","0","隠し立てなど、そんな。","0","0.5"
"19050057","","","","0","905","91","","","",""
"19050058","","","","0.5","905","93","","0","",""
"19050059","05_kokkoro_point_loop","0.1","0","107611","905","3","0.1","05_kokkoro_point_in","1",""
"19050060","0","","","vo_fpc","905","21","","vo_fpc_20506","",""
"19050061","1","0","10","107611","905","11","0","主さまは先ほどあちらの方に\n流れていかれましたが…","0","0.5"
"19050062","","","","0","905","91","","","",""
"19050063","","","","0.5","905","93","","0","",""
"19050064","05_shizuru_smile_loop","0.1","0","117111","905","3","0.1","05_shizuru_smile_in","1",""
"19050065","0","","","vo_fpc","905","21","","vo_fpc_20507","",""
"19050066","1","0","10","117111","905","11","0","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0","0.5"
"19050067","","","","0","905","91","","","",""
"19050068","","","","0.5","905","93","","0","",""
"19050069","05_eriko_sad_loop","0.1","0","117011","905","3","0.1","05_eriko_sad_in","1",""
"19050070","0","","","vo_fpc","905","21","","vo_fpc_20508","",""
"19050071","1","0","10","117011","905","11","0","ああ、なんということ…\n私が今お助けに向かいます！","0","0.5"
"19050072","","","","0","905","91","","","",""
"19050073","","","","0.5","905","93","","0","",""
"19050074","05_shizuru_flutterKick_loop","0.1","0","117111","905","3","0.1","05_shizuru_flutterKick_in","1",""
"19050075","2.66169816342827","","-125","117111","905","2","","1000","",""
"19050076","2.66169816342827","","-125","1","905","33","","1000","",""
"19050077","","","","1","905","32","","1","",""
"19050078","","","","11","905","32","","0","",""
"19050079","","","","0.1","905","93","","0","",""
"19050080","05_eriko_flutterKick_loop","0.1","0","117011","905","3","0.1","05_eriko_flutterKick_in","1",""
"19050081","3.14228255404726","","-180","117011","905","2","","1000","",""
"19050082","3.14228255404726","","-180","2","905","33","","1000","",""
"19050083","","","","2","905","32","","1","",""
"19050084","","","","21","905","32","","0","",""
"19050085","","","","19050081","905","91","","","",""
"19050086","05_kokkoro_talk3_loop","0.1","0","107611","905","3","0.1","05_kokkoro_talk3_in","1",""
"19050087","0","","","vo_fpc","905","21","","vo_fpc_20509","",""
"19050088","1","0","10","107611","905","11","0","行ってしまわれました…","0","0.5"
"19050089","","","","0","905","91","","","",""
"19050090","","","","0.5","905","93","","0","",""
"19050091","0","","","vo_fpc","905","21","","vo_fpc_20510","",""
"19050092","1","0","10","107611","905","11","0","あのお二人が揃われると\n何が起こるか心配ですね…","0","0.5"
"19050093","","","","0","905","91","","","",""
"19050094","","","","0.5","905","93","","0","",""
"19050095","0","","","vo_fpc","905","21","","vo_fpc_20511","",""
"19050096","1","0","10","107611","905","11","0","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0","0.5"
"19050097","","","","0","905","91","","","",""
"19050098","","","","0.5","905","93","","0","",""
"19050099","1.65912518853695","","-15","107611","905","2","","850","0",""
"19050100","","0.2","1","107611","905","3","","05_kokkoro_run","",""
"19050101","0","","","vo_fpc","905","21","","vo_fpc_20512","",""
"19050102","1","0","10","107611","905","11","0","主さまー！","0","0.5"
"19050103","","","","0","905","91","","","",""
"19050104","","","","0.5","905","93","","0","",""
"19050105","","","","19050099","905","91","","","",""
"19060001","-850","1.75","22","1","906","1","0","126911","-180","cmn_float"
"19060002","-850","1.75","12","1","906","1","0","117311","-125","cmn_float"
"19060003","-180","1","-850","6","906","31","","11","1",""
"19060004","-180","0","-850","1007","906","31","","10071","1",""
"19060005","-125","1","-850","6","906","31","","21","1",""
"19060006","-125","0","-850","1007","906","31","","10072","1",""
"19060007","-125","0","-850","1008","906","31","","10081","1",""
"19060008","","","1","se_10053800","906","23","","se_fpc_water_random","",""
"19060009","","","","19060007","906","91","","0","",""
"19060010","6.25","","-180","126911","906","2","","0","12",""
"19060011","6.25","","-180","11","906","33","","0","12",""
"19060012","6.25","","-180","10071","906","33","","0","12",""
"19060013","","","","3","906","93","","0","",""
"19060014","0","","","vo_fpc","906","21","","vo_fpc_20600","",""
"19060015","","0.2","1","126911","906","3","","06_cmn_float_sing","",""
"19060016","","","","10071","906","32","","1","",""
"19060017","","","","19060010","906","91","","","",""
"19060018","","0.2","1","126911","906","3","","cmn_float","",""
"19060019","0","","","vo_fpc","906","21","","vo_fpc_20601","",""
"19060020","1","0","10","126911","906","11","0","たまには、こういう所も\n悪くないかも…","0","0.5"
"19060021","","","","0","906","91","","","",""
"19060022","","","","0.5","906","93","","0","",""
"19060023","5.14705882352941","","-125","117311","906","2","","-150","12",""
"19060024","5.14705882352941","","-125","21","906","33","","-150","12",""
"19060025","5.14705882352941","","-125","10072","906","33","","-150","12",""
"19060026","5.14705882352941","","-125","10081","906","33","","-150","12",""
"19060027","5.14705882352941","","-180","126911","906","2","","150","12",""
"19060028","5.14705882352941","","-180","11","906","33","","150","12",""
"19060029","5.14705882352941","","-180","10071","906","33","","150","12",""
"19060030","","","","2.5","906","93","","0","",""
"19060031","0","","","vo_fpc","906","21","","vo_fpc_20602","",""
"19060032","","0.2","1","126911","906","3","","06_cmn_float_sing","",""
"19060033","","0.2","1","117311","906","3","","06_cmn_float_sing","",""
"19060034","","","","10071","906","32","","0","",""
"19060035","","","","10071","906","32","","1","",""
"19060036","","","","10072","906","32","","1","",""
"19060037","","","","19060029","906","91","","","",""
"19060038","","","","126911","906","4","","1","",""
"19060039","0","","-180","11","906","33","","180","",""
"19060040","06_ranpha_float_shy","0.1","0","126911","906","3","0.1","06_ranpha_float_notice","1",""
"19060041","","","1","117311","906","3","0.1","cmn_float","",""
"19060042","0","","","vo_fpc","906","21","","vo_fpc_20603","",""
"19060043","1","0","10","126911","906","11","0","あっ…","0","0.5"
"19060044","","","","0","906","91","","","",""
"19060045","","","","0.5","906","93","","0","",""
"19060046","06_chika_float_notice","0.1","0","117311","906","3","0.1","06_chika_float_notice_in","1",""
"19060047","0","","","vo_fpc","906","21","","vo_fpc_20604","",""
"19060048","1","0","10","117311","906","11","0","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0","0.5"
"19060049","","","","0","906","91","","","",""
"19060050","","","","0.5","906","93","","0","",""
"19060051","0","","","vo_fpc","906","21","","vo_fpc_20605","",""
"19060052","1","0","10","126911","906","11","0","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0","0.5"
"19060053","","","","0","906","91","","","",""
"19060054","","","","0.5","906","93","","0","",""
"19060055","","0.2","1","117311","906","3","","06_chika_float_smile","",""
"19060056","0","","","vo_fpc","906","21","","vo_fpc_20606","",""
"19060057","1","0","10","117311","906","11","0","はい。","0","0.5"
"19060058","","","","0","906","91","","","",""
"19060059","","","","0.5","906","93","","0","",""
"19060060","0","","","vo_fpc","906","21","","vo_fpc_20607","",""
"19060061","","0.2","1","126911","906","3","","06_cmn_float_sing","",""
"19060062","","0.2","1","117311","906","3","","06_cmn_float_sing","",""
"19060063","","","","10071","906","32","","0","",""
"19060064","","","","10071","906","32","","1","",""
"19060065","","","","10081","906","32","","1","",""
"19060066","","","","2","906","93","","0","",""
"19060067","4.11764705882353","","-180","126911","906","2","","850","",""
"19060068","4.11764705882353","","-180","11","906","33","","880","",""
"19060069","4.11764705882353","","-180","10071","906","33","","880","",""
"19060070","5.88235294117647","","-125","117311","906","2","","850","",""
"19060071","5.88235294117647","","-125","21","906","33","","850","",""
"19060072","5.88235294117647","","-125","10081","906","33","","850","",""
"19060073","","","","1.5","906","93","","0","",""
"19060074","","","","10071","906","32","","0","",""
"19060075","","","","10071","906","32","","1","",""
"19060076","","","","10081","906","32","","0","",""
"19060077","","","","10081","906","32","","1","",""
"19060078","","","","19060070","906","91","","","",""
"19070001","-850","1.75","12","1","907","1","0","127111","-125","07_shinobu_search"
"19070002","-850","1.75","22","1","907","1","0","113111","-180","07_ruka_float"
"19070003","-850","1.75","22","4","907","5","0","4","-180","07_dokuro_float"
"19070004","-125","1","-850","5","907","31","","11","1",""
"19070005","-180","1","-850","4","907","31","","21","1",""
"19070006","-180","1","-850","4","907","31","","31","1",""
"19070007","","","1","se_10053800","907","23","","se_fpc_water_random","",""
"19070008","","","","19070006","907","91","","0","",""
"19070009","","0.1","1","127111","907","3","","07_shinobu_search","",""
"19070010","8.38806396344946","","-125","127111","907","2","","325","12",""
"19070011","8.38806396344946","","-125","11","907","33","","325","12",""
"19070012","","","","","907","91","","","",""
"19070013","07_shinobu_talk_loop","0.1","0","127111","907","3","0.1","07_shinobu_talk_in","1",""
"19070014","","","","1","907","93","","0","",""
"19070015","0","","","vo_fpc","907","21","","vo_fpc_20700","",""
"19070016","1","0","10","127111","907","11","0","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0","0.5"
"19070017","","","","0","907","91","","","",""
"19070018","","","","0.5","907","93","","0","",""
"19070019","4.11764705882353","","-180","113111","907","2","","-150","12",""
"19070020","4.11764705882353","","-180","21","907","33","","-150","12",""
"19070021","","","","","907","91","","","",""
"19070022","","0.1","1","113111","907","3","","07_ruka_float2","",""
"19070023","0","","","vo_fpc","907","21","","vo_fpc_20701","",""
"19070024","1","0","10","113111","907","11","0","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0","0.5"
"19070025","","","","0","907","91","","","",""
"19070026","","","","0.5","907","93","","0","",""
"19070027","0","","","vo_fpc","907","21","","vo_fpc_20702","",""
"19070028","1","0","10","113111","907","11","0","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0","0.5"
"19070029","","","","0","907","91","","","",""
"19070030","","","","0.5","907","93","","0","",""
"19070031","0","","","vo_fpc","907","21","","vo_fpc_20703","",""
"19070032","1","0","10","113111","907","11","0","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0","0.5"
"19070033","","","","0","907","91","","","",""
"19070034","","","","0.5","907","93","","0","",""
"19070035","","0.1","1","113111","907","3","","07_ruka_float","",""
"19070036","0","","","vo_fpc","907","21","","vo_fpc_20704","",""
"19070037","1","0","10","113111","907","11","0","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0","0.5"
"19070038","","","","0","907","91","","","",""
"19070039","","","","0.5","907","93","","0","",""
"19070040","4.52488687782805","","-180","113111","907","2","","850","",""
"19070041","4.52488687782805","","-180","21","907","33","","850","",""
"19070042","","","","113111","907","4","","1","",""
"19070043","","0.1","1","113111","907","3","","07_ruka_float","",""
"19070044","","","","3.2","907","93","","0","",""
"19070045","07_shinobu_turnFace_loop","0.1","0","127111","907","3","0.1","07_shinobu_turnFace_in","1",""
"19070046","","","","19070040","907","91","","","",""
"19070047","3.82352941176471","","-180","4","907","2","","-200","",""
"19070048","3.82352941176471","","-180","31","907","33","","-200","",""
"19070049","","","","19070047","907","91","","","",""
