3bca6eed48cb3320b4798b715c691d27b9602dd1273d3e6663f2c3fc173883b0,4032c529e5a3719ca5a6e3bbf162d1de15a910905bf9483bb99a301ebf5d1e7f,afca4d6057ade46a56ecdb68a40816cc434e3afcbdb65ab9d6ee0b692e6db67c,a4ed6a5c1e455b5ebdb92fc7e0c34211e5d985eca05b9bb05afea7a32d5ef339,d504e6829bd79f292a9ac09dd0f468395bd4df2c18c45d0f083d004cad14f23c,ebcd3a9f3a141a5092da39f135d2b69e82918904f4486155f1a934172dca2b8a,a6e2f28e3874c75cf84c1105d02ea32ce293285c2100ff01b8b0a46b289c8064,f02d85bb9efa767ef7d0f3204bffbd9ca25e73fa26e7b5ca951bd6bad3ee9375,3488e0ff71b8ca377a8aefb1810049480c66c0e7e01de5be4deffaddcdf777d8,9a2a3a87d3ecf79a98c56186a983f9d26fe331fb587658fe77feafef421104be,bf2c28d715b53f241f3f4c6bffe4904825fd588f25a8e0dda42ecb9babae5c39
"1.4","0","empty","5","-130","400","101","10","10003","10","10"
"1.37","0","idle_normal_talkJoy","5","-120","270","102","10","10004","3","3"
"","","","91","","","","10","10005","0","0"
"","","","93","","","","10","10006","1.5",""
"","","","21","","0","0","10","10007","vo_alces","vo_alces_1000"
"0","0","4","11","0","1","3","10","10008","2","くー…\nくー…\n…むにゃ"
"","","","91","","0","0","10","10009","0",""
"","","","93","","","","10","10010","0",""
"0.2","","","3","","","1","10","10011","3","sad_talk_Ex0007"
"","","","21","","0","0","10","10012","vo_alces","vo_alces_1001"
"0","0","2","11","0","1","10","10","10013","3","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～"
"","","","91","","0","0","10","10014","0",""
"","","","22","","","","10","10015","0","0.5"
"0.2","0","","3","1","iroha_sleep2","0","10","10016","2","iroha_sleep_hung"
"0.2","0","","3","1","iroha_sleep2","0","10","10017","12","iroha_sleep_hung"
"0.2","0","","3","1","idle_normal_talkJoy","0","10","10018","3","sono_hung"
"","","","93","","","","10","10019","1.2","0"
"","","","23","","","0","10","10020","se_alces","se_alces_futon"
"","","","93","","","","10","10021","2.5","0"
"0.2","0","","3","1","iroha_sleep3","0","10","10022","2","iroha_sleep2_to_sleep3"
"0.2","0","","3","1","iroha_sleep3","0","10","10023","12","iroha_sleep2_to_sleep3"
"","","","93","","","","10","10024","0.6","0"
"0.2","0","","3","1","idle_surprise","0","10","10025","3","idle_surprise_in"
"","","","93","","","","10","10026","1.4","0"
"","","","23","","","0","10","10027","se_alces","se_alces_sleep"
"0","0","","3","1","empty","0","10","10028","10","iroha_sleep"
"","","","93","","","","10","10029","2.4","0"
"0.2","","","3","","","1","10","10030","3","relief_idle_Ex0010"
"","","","21","","0","0","10","10031","vo_alces","vo_alces_1002"
"0","0","0.5","11","0","1","10","10","10032","3","ふふふ♪"
"","","","91","","0","0","10","10033","0",""
"","","","22","","","","10","10034","0","0"
"","","","93","","","","10","10035","3","1"
"","","","101","","0","0","10","10036","10035",""
"1.4","1","sit_readPaper","5","-130","350","100","11","11001","3","3"
"1.5","0","empty","5","-150","950","102","11","11002","1","1"
"1","","","31","1","-18","475","11","11003","10","10"
"0","","","31","1","-130","350","11","11004","11","11"
"","","","91","","","","11","11005","0","0"
"","","","93","","","","11","11006","0.5","1"
"","","","21","","0","0","11","11007","vo_alces","vo_alces_1100"
"10","0","0.5","11","0","1","10","11","11008","3","…………\n…………"
"","","","91","","0","0","11","11009","0",""
"0.2","0","","3","1","sit_readPaper","0","11","11010","3","sit_readPaperTurn"
"","","","93","","","","11","11011","1","1"
"","","","93","","","","11","11012","1","0"
"0.2","","","3","","","1","11","11013","3","sit_readPaper_surprise"
"","","","21","","0","0","11","11014","vo_alces","vo_alces_1101"
"10","0","0.5","11","0","1","10","11","11015","3","…………\n…………"
"","","","91","","0","0","11","11016","0",""
"","","","93","","","","11","11017","1","0"
"","","","23","","","","11","11018","se_alces","se_alces_emotion_exQuestion"
"10","0","","12","0","0","0.2","11","11019","3","3"
"0.1","0","","3","1","sit_readPaper_notice_loop","0","11","11020","3","sit_readPaper_notice_in"
"","","","93","","","","11","11021","1.2","0"
"0.2","0","","3","1","sit_readPaper_kira_talk","0","11","11022","3","sit_readPaper_kira_in"
"","","","21","","0","0","11","11023","vo_alces","vo_alces_1102"
"0","0","3.2","11","0","1","10","11","11024","3","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？"
"","","","91","","","","11","11025","0",""
"","","","22","","","","11","11026","0","0.5"
"0.2","","","3","","","1","11","11027","3","sit_out_readPaper_light"
"","","","93","","","","11","11028","0.5","0"
"0.2","","","3","","","1","11","11029","3","sono_walletPick_in"
"","","","93","","","","11","11030","1.8","0"
"0.2","0","","3","1","sono_walk_quick_R","0","11","11031","3","sono_walk_quick_R_in"
"","","","32","","","","11","11032","11","1"
"","","","2","0","3.3","-130","11","11033","3","1500"
"","","","33","0","3.3","-130","11","11034","11","1500"
"","","","93","","","","11","11035","1","0"
"0.2","0","","3","1","luis_walk_furimuki","0","11","11036","1","luis_walk_furimuki_in"
"","","","2","0","4","-150","11","11037","1","350"
"","","","93","","","","11","11038","4","0"
"0.2","0","","3","1","luis_sad_idle","0","11","11039","1","luis_walk_to_idle"
"","","","23","","","","11","11040","se_alces","se_alces_emotion_question"
"0","0","","12","0","0","1.3","11","11041","1","5"
"","","","93","","","","11","11042","2.1","0"
"0.2","","","3","","","1","11","11043","1","idle_normal"
"","","","22","","","","11","11044","0","0"
"","","","93","","","","11","11045","3","0"
"","","","101","","0","0","11","11046","11045",""
"1.45","0","luis_run_dash_pain","5","-190","400","101","12","12001","1","1"
"1.45","0","empty","5","-190","-85","102","12","12002","10","1001"
"","","","31","1","-190","400","12","12003","11","11"
"","","","13","","","","12","12004","1","130"
"1.45","1","empty","1","-190","1050","102","12","12005","1","105111"
"1.45","1","empty","5","-190","1050","103","12","12006","10","1002"
"0","","","31","1","-190","-85","12","12007","12","12"
"","","","91","","","","12","12008","0","0"
"","","","2","0","1.3","-190","12","12009","1","-85"
"","","","33","0","1.3","-190","12","12010","11","-85"
"","","","32","","","","12","12011","11","1"
"","","","37","","","","12","12012","11","sweatR_run"
"","","","93","","","","12","12013","1.3","0"
"0.2","0","","3","1","anger_talk_Ex0001","0","12","12014","1","luis_run_turn"
"","","","21","","0","0","12","12015","vo_alces","vo_alces_1200"
"0","0","1","11","0","1","10","12","12016","1","ちょ、あの人なんで\n私を追いかけてくるの！？"
"","","","91","","0","0","12","12017","0",""
"0.2","","","3","","","1","12","12018","1","sad_talk_normalR"
"","","","21","","0","0","12","12019","vo_alces","vo_alces_1201"
"0","0","1.6","11","0","1","10","12","12020","1","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！"
"","","","91","","0","0","12","12021","0",""
"0.2","","","3","","","0","12","12022","1","luis_drink"
"","","","22","","","","12","12023","0","0.5"
"","","","93","","","","12","12024","1.6","0"
"","","","21","","0","0","12","12025","vo_alces","vo_alces_1202"
"0","0","0.5","11","0","1","10","12","12026","1","ごくんっ！！"
"","","","93","","","","12","12027","2","0"
"","","","23","","","","12","12028","se_alces","se_alces_invisible"
"","","","32","","","","12","12029","12","1"
"0.2","0","","6","0","1","1","12","12030","1","1"
"","","","93","","","","12","12031","1.8","0"
"","","","2","0","2","-190","12","12032","105111","250"
"","","","2","0","2","-190","12","12033","1002","250"
"0.2","","","3","","","1","12","12034","105111","mitsuki_run_dash_noface"
"0.2","","","3","","","1","12","12035","1002","mitsuki_run_dash"
"","","","93","","","","12","12036","2","0"
"0.2","","","3","","","1","12","12037","105111","mitsuki_anger_talk_noface"
"0.2","","","3","","","1","12","12038","1002","mitsuki_anger_talk"
"","","","21","","0","0","12","12039","vo_alces","vo_alces_1203"
"0","0","0.5","11","0","1","10","12","12040","105111","追いつめたわよ錬金術師！"
"","","","91","","0","0","12","12041","0",""
"","","","22","","","","12","12042","0","0.5"
"0.2","0","","3","1","sad_talk_anger","0","12","12043","105111","mitsuki_look_in_noface"
"0.2","","","3","","","0","12","12044","1002","mitsuki_look_in"
"","","","93","","","","12","12045","1.5","0"
"","","","21","","0","0","12","12046","vo_alces","vo_alces_1204"
"0","0","1.2","11","0","1","10","12","12047","105111","…ちっ、逃がしたみたいね…"
"","","","91","","0","0","12","12048","0",""
"0.2","0","","3","1","mitsuki_armcrossed_talk_noface","0","12","12049","105111","mitsuki_armcrossed_in_noface"
"0.2","0","","3","1","mitsuki_armcrossed_talk","0","12","12050","1002","mitsuki_armcrossed_in"
"","","","21","","0","0","12","12051","vo_alces","vo_alces_1205"
"0","0","2.3","11","0","1","10","12","12052","105111","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ"
"","","","91","","0","0","12","12053","0",""
"0.2","","","3","","","1","12","12054","105111","mitsuki_ecstatic_talk_noface"
"0.2","","","3","","","1","12","12055","1002","mitsuki_ecstatic_talk"
"","","","21","","0","0","12","12056","vo_alces","vo_alces_1206"
"0","0","1","11","0","1","10","12","12057","105111","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！"
"","","","91","","0","0","12","12058","0",""
"","","","22","","","","12","12059","0","0.5"
"0.2","0","","3","1","mitsuki_walkR_noface","0","12","12060","105111","mitsuki_turnR_noface"
"0.2","0","","3","1","mitsuki_walkR","0","12","12061","1002","mitsuki_turnR"
"","","","2","0","5","-190","12","12062","105111","1050"
"","","","2","0","5","-190","12","12063","1002","1050"
"","","","93","","","","12","12064","4.5","0"
"0.2","","","3","","","1","12","12065","1","idle_normal_Ex0001"
"","","","23","","","","12","12066","se_alces","se_alces_invisible"
"","","","32","","","","12","12067","12","0"
"","","","32","","","","12","12068","12","1"
"","","","93","","","","12","12069","0.1","0"
"0.3","0","","6","1","1","1","12","12070","1","1"
"","","","93","","","","12","12071","1.5","0"
"","","","23","","","","12","12072","se_alces","se_alces_breath"
"0.2","0","","3","1","relief_idle","0","12","12073","1","relief_in"
"","","","3","","","0","12","12074","1001","relief_in"
"","","","22","","","","12","12075","0","0"
"","","","93","","","","12","12076","3","0"
"","","","101","","0","0","12","12077","12076",""
"1.45","0","iroha_wait","5","-130","0","101","13","13001","2","2"
"1.45","0","nebia_wait","5","-130","0","102","13","13002","14","14"
"1.45","0","iroha_wait_ziriziri_idle_empty","5","-130","0","103","13","13003","2","20"
"","","","91","","","","13","13004","0","0"
"","","","93","","","","13","13005","0.1","0"
"0.2","0.2","","3","1","nebia_talk","0","13","13006","14","nebia_talk_in"
"","","","93","","","","13","13007","2.8","0"
"","","","21","","0","0","13","13008","vo_alces","vo_alces_1300"
"0","0","2","11","0","1","10","13","13009","14","へ～\nいろんなものが置いてあるわね"
"","","","91","","0","0","13","13010","0",""
"0.2","0","","3","1","nebia_talk2","0","13","13011","14","nebia_talk2_in"
"","","","93","","","","13","13012","1.6","0"
"","","","23","","","0","13","13013","se_alces","se_alces_steal"
"","","","91","","0","0","13","13014","13011",""
"","","","21","","0","0","13","13015","vo_alces","vo_alces_1301"
"0","0","1.5","11","0","1","10","13","13016","14","んふふ♪\nどんな悪戯に使おうかしら♪"
"","","","93","","","","13","13017","0.5","0"
"0.1","0.2","","3","1","iroha_wait2","0","13","13018","2","iroha_wait2_in"
"","","","91","","0","0","13","13019","13016",""
"","","","23","","","0","13","13020","se_alces","se_alces_laugh"
"0.2","","","3","","","1","13","13021","14","nebia_talk2_laugh"
"0.1","0.2","","3","1","iroha_wait_ziriziri_idle","0","13","13022","2","iroha_wait_ziriziri_in"
"","","","93","","","","13","13023","3.3","0"
"0.2","0","","3","1","nebia_talk3","0","13","13024","14","nebia_talk3_in"
"","","","21","","0","0","13","13025","vo_alces","vo_alces_1302"
"0","0","0.5","11","0","1","10","13","13026","14","……ん？"
"","","","91","","0","0","13","13027","0",""
"","","","22","","","","13","13028","0","0"
"","","","23","","","0","13","13029","se_alces","se_alces_catch"
"0.2","0","","3","1","nebia_brow_idle_guru","0","13","13030","14","nebia_brow"
"0.2","0","","3","1","empty","0","13","13031","20","iroha_wait_brow_net"
"0.2","0","","3","1","iroha_wait_brow_talk","0","13","13032","2","iroha_wait_brow"
"","","","91","","0","0","13","13033","0",""
"","","","21","","0","0","13","13034","vo_alces","vo_alces_1303"
"0","0","1.5","11","0","1","10","13","13035","2","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！"
"","","","91","","0","0","13","13036","0",""
"0.2","","","3","","","1","13","13037","2","iroha_wait_brow_idle"
"0.2","","","3","","","1","13","13038","14","nebia_brow_idle_anger"
"","","","21","","0","0","13","13039","vo_alces","vo_alces_1304"
"0","0","0.5","11","0","1","10","13","13040","14","ちょっ、誰が昆虫よ～！"
"","","","91","","0","0","13","13041","0",""
"","","","22","","","","13","13042","0","0"
"","","","93","","","","13","13043","1","0"
"0.2","0","","3","1","iroha_wait_brow_surprise","0","13","13044","2","iroha_wait_brow_escape"
"0.2","0","","3","1","nebia_talk4","0","13","13045","14","nebia_brow_escape"
"","","","93","","","","13","13046","4","0"
"","","","22","","","","13","13047","0","0"
"","","","93","","","","13","13048","3","0"
"","","","101","","0","0","13","13049","13048",""
"1.4","1","top_iroha_run_joy","5","-140","1500","105","14","14001","2","2"
"1.4","1","dokuro_run","5","-140","1150","103","14","14002","13","13"
"1.4","0","empty","5","-140","-15","104","14","14003","10","10"
"1.37","0","idle_normal","1","-125","-150","101","14","14004","1","103111"
"","","","13","","","","14","14005","2","130"
"","","","13","","","","14","14006","13","130"
"","","","13","","","","14","14007","103111","130"
"1","","","31","1","-140","1500","14","14008","11","111"
"1","","","31","1","-190","1150","14","14009","11","112"
"","","","91","","","","14","14010","0","0"
"","","","23","","","0","14","14011","se_alces","se_alces_skull_chase1"
"","","","37","","","","14","14012","111","smokeR"
"","","","37","","","","14","14013","112","sweatR_Loop"
"","","","2","0","7.5","-140","14","14014","2","-1150"
"","","","33","0","7.5","-140","14","14015","111","-1150"
"","","","2","0","7.5","-140","14","14016","13","-1500"
"","","","33","0","7.5","-190","14","14017","112","-1500"
"","","","93","","","","14","14018","2.5","0"
"","","","21","","0","0","14","14019","vo_alces","vo_alces_1400"
"0","30","0.5","11","0","1","10","14","14020","2","あははー！！\n待て待てー！！"
"","","","93","","","","14","14021","1","0"
"0.2","0","","3","1","idle_normalR","0","14","14022","103111","idle_normalR_in"
"","","","93","","","","14","14023","4","0"
"","","","23","","","0","14","14024","se_alces","se_alces_skull_chase1"
"","","","2","0","0","-140","14","14025","2","-1500"
"","","","33","0","0","-140","14","14026","111","-1500"
"","","","2","0","0","-140","14","14027","13","-1150"
"","","","33","0","0","-190","14","14028","112","-1150"
"","","","4","","","","14","14029","2","0"
"","","","4","","","","14","14030","13","0"
"","","","37","","","","14","14031","111","smokeL"
"","","","37","","","","14","14032","112","sweatL_Loop2"
"","","","2","0","8.2","-140","14","14033","2","1150"
"","","","33","0","8.2","-140","14","14034","111","1150"
"","","","2","0","8.2","-140","14","14035","13","1500"
"","","","33","0","8.2","-190","14","14036","112","1500"
"","","","93","","","","14","14037","1.5","0"
"","","","21","","0","0","14","14038","vo_alces","vo_alces_1401"
"0","0","0.3","11","0","1","10","14","14039","13","あ、あれ～！？\nなんでだ！？"
"","","","93","","","","14","14040","1.5","0"
"0.2","0","","3","1","idle_normal","0","14","14041","103111","idle_normal_in"
"","","","93","","","","14","14042","5.2","0"
"","","","2","0","0","-140","14","14043","2","1500"
"","","","33","0","0","-140","14","14044","111","1500"
"","","","2","0","0","-140","14","14045","13","1150"
"","","","33","0","0","-190","14","14046","112","1150"
"","","","4","","","","14","14047","2","1"
"","","","4","","","","14","14048","13","1"
"","","","37","","","","14","14049","111","smokeR"
"","","","37","","","","14","14050","112","sweatR_Loop"
"","","","2","0","1.8","-140","14","14051","13","-15"
"","","","33","0","1.8","-205","14","14052","112","-15"
"","","","23","","","0","14","14053","se_alces","se_alces_skull_dash"
"","","","93","","","","14","14054","1","0"
"0.1","","","3","","","1","14","14055","2","iroha_net_run_normal2"
"","","","2","0","3","-140","14","14056","2","335"
"","","","33","0","3","-140","14","14057","111","335"
"","","","93","","","","14","14058","0.8","0"
"0.2","","","3","","","1","14","14059","13","dokuro_talk"
"","","","32","","","","14","14060","112","0"
"0.2","","","3","","","1","14","14061","103111","idle_normal_lookdown"
"","","","21","","0","0","14","14062","vo_alces","vo_alces_1402"
"0","0","1","11","0","1","10","14","14063","13","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！"
"","","","93","","","","14","14064","2.2","0"
"0.1","0","","3","1","iroha_net_idle_doya","0","14","14065","2","iroha_net_idle_in"
"","","","32","","","","14","14066","111","0"
"","","","93","","","","14","14067","0.4","0"
"0.2","","","3","","","1","14","14068","2","iroha_net_ziriziri"
"","","","2","0","2.7","-140","14","14069","2","135"
"","","","33","0","2.7","-140","14","14070","111","135"
"","","","93","","","","14","14071","1","0"
"0.2","","","3","","","1","14","14072","103111","idle_normal_lookup"
"","","","93","","","","14","14073","1.7","0"
"0.2","","","3","","","1","14","14074","2","iroha_net_ziriziri_idle"
"","","","91","","","","14","14075","14063",""
"","","","22","","","","14","14076","0","0"
"","","","23","","","0","14","14077","se_alces","se_alces_skull_chase2"
"0","","","3","","","0","14","14078","10","dokuro_turn_surprise"
"0.2","0","","3","1","dokuro_run","0","14","14079","13","dokuro_turn_surprise"
"","","","93","","","","14","14080","0.1","0"
"0.1","0","","3","1","iroha_net_brow_idle","0","14","14081","2","iroha_net_brow"
"","","","91","","","","14","14082","14079",""
"","","","4","","","","14","14083","13","1"
"","","","2","0","2.5","-140","14","14084","13","-1500"
"","","","33","0","2.5","-190","14","14085","112","-1500"
"","","","93","","","","14","14086","0.1","0"
"0.2","0","","3","1","idle_normalR","0","14","14087","103111","idle_normalR_in"
"","","","32","","","","14","14088","112","1"
"","","","37","","","","14","14089","112","sweatR_Loop"
"","","","93","","","","14","14090","0.3","0"
"0.1","0","","3","1","iroha_net_brow_notice_idle","0","14","14091","2","iroha_net_brow_notice"
"","","","91","","","","14","14092","0",""
"","","","32","","","","14","14093","111","1"
"","","","37","","","","14","14094","111","smokeR"
"0.2","","","3","","","1","14","14095","2","top_iroha_run_joy"
"","","","2","0","2.5","-140","14","14096","2","-1350"
"","","","33","0","2.5","-140","14","14097","111","-1350"
"","","","93","","","","14","14098","2.5","0"
"","","","23","","","0","14","14099","se_alces","se_alces_skull_chase1"
"","","","2","0","0","-140","14","14100","2","-1500"
"","","","33","0","0","-140","14","14101","111","-1500"
"","","","2","0","0","-140","14","14102","13","-1150"
"","","","33","0","0","-190","14","14103","112","-1150"
"","","","4","","","","14","14104","2","0"
"","","","4","","","","14","14105","13","0"
"","","","37","","","","14","14106","111","smokeL"
"","","","37","","","","14","14107","112","sweatL_Loop2"
"","","","2","0","7.5","-140","14","14108","2","1150"
"","","","33","0","7.5","-140","14","14109","111","1150"
"","","","2","0","7.5","-140","14","14110","13","1500"
"","","","33","0","7.5","-190","14","14111","112","1500"
"","","","93","","","","14","14112","1.5","0"
"","","","21","","0","0","14","14113","vo_alces","vo_alces_1403"
"0","0","0.5","11","0","1","10","14","14114","13","シノブ、助けてーっ！！"
"","","","93","","","","14","14115","1.5","0"
"0.2","0.2","","3","1","idle_normal","0","14","14116","103111","idle_normal_in"
"","","","91","","0","0","14","14117","14114",""
"0.2","","","3","","","1","14","14118","103111","sad_talk_dead"
"","","","21","","0","0","14","14119","vo_alces","vo_alces_1404"
"0","0","0.5","11","0","1","10","14","14120","103111","……因果応報だよ、お父さん"
"","","","93","","","","14","14121","3.5","0"
"","","","23","","","0","14","14122","se_alces","se_alces_skull_chase1"
"","","","2","0","0","-140","14","14123","2","1500"
"","","","33","0","0","-140","14","14124","111","1500"
"","","","2","0","0","-140","14","14125","13","1150"
"","","","33","0","0","-190","14","14126","112","1150"
"","","","4","","","","14","14127","2","1"
"","","","4","","","","14","14128","13","1"
"","","","37","","","","14","14129","111","smokeR"
"","","","37","","","","14","14130","112","sweatR_Loop"
"","","","2","0","7.5","-140","14","14131","2","-1150"
"","","","33","0","7.5","-140","14","14132","111","-1150"
"","","","2","0","7.5","-140","14","14133","13","-1500"
"","","","33","0","7.5","-190","14","14134","112","-1500"
"","","","91","","0","0","14","14135","14120",""
"0.2","","","3","","","1","14","14136","103111","sad_idle_normal"
"","","","93","","","","14","14137","3.6","0"
"0.2","0","","3","1","idle_normalR","0","14","14138","103111","idle_normalR_in"
"","","","93","","","","14","14139","3.9","0"
"","","","22","","","","14","14140","0","0"
"","","","23","","","0","14","14141","se_alces","se_alces_skull_chase1"
"","","","2","0","0","-140","14","14142","2","-1500"
"","","","33","0","0","-140","14","14143","111","-1500"
"","","","2","0","0","-140","14","14144","13","-1150"
"","","","33","0","0","-190","14","14145","112","-1150"
"","","","4","","","","14","14146","2","0"
"","","","4","","","","14","14147","13","0"
"","","","37","","","","14","14148","111","smokeL"
"","","","37","","","","14","14149","112","sweatL_Loop2"
"","","","2","0","7.5","-140","14","14150","2","1150"
"","","","33","0","7.5","-140","14","14151","111","1150"
"","","","2","0","7.5","-140","14","14152","13","1500"
"","","","33","0","7.5","-190","14","14153","112","1500"
"","","","93","","","","14","14154","3","0"
"0.2","0","","3","1","idle_normal","0","14","14155","103111","idle_normal_in"
"","","","93","","","","14","14156","4.5","0"
"","","","23","","","0","14","14157","se_alces","se_alces_skull_chase1"
"","","","2","0","0","-140","14","14158","2","1500"
"","","","33","0","0","-140","14","14159","111","1500"
"","","","2","0","0","-140","14","14160","13","1150"
"","","","33","0","0","-190","14","14161","112","1150"
"","","","4","","","","14","14162","2","1"
"","","","4","","","","14","14163","13","1"
"","","","37","","","","14","14164","111","smokeR"
"","","","37","","","","14","14165","112","sweatR_Loop"
"","","","2","0","7.5","-140","14","14166","2","-1150"
"","","","33","0","7.5","-140","14","14167","111","-1150"
"","","","2","0","7.5","-140","14","14168","13","-1500"
"","","","33","0","7.5","-190","14","14169","112","-1500"
"","","","93","","","","14","14170","3.5","0"
"0.2","0","","3","1","idle_normalR","0","14","14171","103111","idle_normalR_in"
"","","","93","","","","14","14172","4","0"
"","","","101","","0","0","14","14173","14141",""
"1.43","0","walk_jog_talkjoy2","5","-130","100","100","15","15001","2","2"
"1.4","1","sit_readPaper","5","-130","400","101","15","15002","3","3"
"","","","91","","","","15","15003","0","0"
"","","","2","0","0.8","-130","15","15004","2","235"
"","","","93","","0","0","15","15005","0.5","0"
"","","","21","","0","0","15","15006","vo_alces","vo_alces_1500"
"0","0","0.5","11","0","1","10","15","15007","2","お使い行ってきたよ～\nソノおばちゃ～ん"
"","","","93","","","","15","15008","0.3","0"
"0.2","","","3","","","1","15","15009","2","talk_normal"
"","","","91","","","","15","15010","15007",""
"","","","22","","","","15","15011","0","0.5"
"0.2","","","3","","","1","15","15012","2","idle_normal"
"","","","93","","","","15","15013","1","0"
"0.2","0","","3","1","sit_readPaper","0","15","15014","3","sit_readPaperTurn"
"","","","93","","","","15","15015","0.5","0"
"","","","21","","0","0","15","15016","vo_alces","vo_alces_1501"
"0","0","0.5","11","0","1","10","15","15017","2","……ソノおばちゃ～ん！"
"","","","93","","","","15","15018","0.3","0"
"0.2","0","","3","1","idle_normal","0","15","15019","2","smile_normal"
"","","","91","","0","0","15","15020","15017",""
"","","","22","","","","15","15021","0","0.5"
"","","","93","","","","15","15022","0.5","0"
"0.2","","","3","","","1","15","15023","2","sad_idle_surprise"
"","","","93","","","","15","15024","1","1"
"0.2","0","","3","1","sit_readPaper","0","15","15025","3","sit_readPaperTurn"
"","","","93","","","","15","15026","1.2","0"
"0.2","","","3","","","1","15","15027","2","anger_talk_pain"
"","","","21","","0","0","15","15028","vo_alces","vo_alces_1502"
"0","0","0.5","11","0","1","10","15","15029","2","ソノおばちゃーんっ！！！"
"","","","91","","0","0","15","15030","0",""
"","","","22","","","","15","15031","0","0.5"
"0.2","","","3","","","1","15","15032","2","anger_idle_angerR"
"","","","93","","","","15","15033","1.2","1"
"","","","23","","","","15","15034","se_alces","se_alces_emotion_quiet"
"10","0","","12","0","0","1","15","15035","3","12"
"","","","93","","","","15","15036","2.5","0"
"","","","23","","","","15","15037","se_alces","se_alces_emotion_notice"
"0","0","","12","0","0","0.3","15","15038","2","10"
"0.2","0","","3","1","notice_loop_talk2","0","15","15039","2","notice_in_talk2"
"","","","93","","","","15","15040","1.4","0"
"0.2","","","3","","","1","15","15041","2","talk_normal_normal2"
"","","","21","","0","0","15","15042","vo_alces","vo_alces_1503"
"0","0","0.5","11","0","1","10","15","15043","2","ソノおねーちゃん"
"","","","91","","0","0","15","15044","0",""
"0.2","","","3","","","1","15","15045","2","idle_normal"
"0.2","","","3","","","1","15","15046","3","sit_out_smile"
"","","","93","","","","15","15047","0.5","1"
"0.2","0","","3","1","sono_cool_talk","0","15","15048","3","sono_cool_in"
"0.2","","","3","","","1","15","15049","2","surprise_idle_shy"
"","","","21","","0","0","15","15050","vo_alces","vo_alces_1504"
"0","0","2.2","11","0","1","10","15","15051","3","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪"
"","","","91","","0","0","15","15052","0",""
"","","","22","","","","15","15053","0","0.5"
"0.2","0","","3","1","sono_armcrossed_idle","0","15","15054","3","sono_armcrossed_in"
"","","","93","","","","15","15055","0.5","0"
"","","","23","","","","15","15056","se_alces","se_alces_emotion_sweat"
"0","0","","12","0","0","1.5","15","15057","2","2"
"0.2","","","3","","","1","15","15058","2","talk_normal_nervous"
"","","","93","","","","15","15059","0.8","0"
"0.2","","","3","","","1","15","15060","3","sono_armcrossed_talk"
"","","","93","","","","15","15061","1.7","0"
"0.2","","","3","","","1","15","15062","2","iroha_idle_Ex0001"
"0.2","","","3","","","1","15","15063","3","sono_armcrossed_idle"
"","","","93","","","","15","15064","1","0"
"","","","22","","","","15","15065","0","0"
"","","","93","","","","15","15066","3","0"
"","","","101","","0","0","15","15067","15066",""
"1.45","1","iroha_idle_dere_glass","5","-160","150","103","16","16001","5","5"
"0","","","31","1","-160","150","16","16002","11","11"
"1.45","1","empty","5","-160","150","104","16","16003","10","1001"
"1.41","1","sono_walk_scare","5","-160","1000","102","16","16004","3","3"
"1.41","1","empty","5","-160","300","103","16","16005","10","1002"
"","","","13","","","110","16","16006","3","130"
"1.42","0","idle_normal","1","-150","-50","100","16","16007","1","132211"
"1.42","0","empty","5","-150","-50","101","16","16008","10","1003"
"","","","91","","","","16","16009","0","0"
"0.2","0","","3","1","iroha_doya_talk_glass","0","16","16010","5","iroha_doya_in_glass"
"","","","93","","","","16","16011","0.5","0"
"","","","21","","0","0","16","16012","vo_alces","vo_alces_1600"
"0","0","4.9","11","0","1","10","16","16013","5","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？"
"","","","91","","0","0","16","16014","0",""
"0.2","","","3","","","1","16","16015","5","iroha_doya_idle_glass"
"0.2","","","3","","","1","16","16016","132211","surprise_talk"
"","","","21","","0","0","16","16017","vo_alces","vo_alces_1601"
"0","0","0.8","11","0","1","10","16","16018","132211","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？"
"","","","91","","0","0","16","16019","0",""
"0.2","","","3","","","1","16","16020","132211","surprise_idle"
"0.2","0","","3","1","iroha_cool_talk_glass","0","16","16021","5","iroha_cool_in_glass"
"","","","21","","0","0","16","16022","vo_alces","vo_alces_1602"
"0","0","1.6","11","0","1","10","16","16023","5","そうよー私はソノよ。\nないすばでぃーでしょ？"
"","","","91","","0","0","16","16024","0",""
"","","","22","","","","16","16025","0","0.5"
"","","","2","0","4","-160","16","16026","3","300"
"0.2","0.2","","3","1","sono_armcrossed_idle","0","16","16027","3","sono_walk_scare"
"0.2","0","","3","1","iroha_armcrossed_talk_glass","0","16","16028","5","iroha_armcrossed_in_glass"
