b0a8b7dcf4c2042b22e50147044413a2bbb09a0f4f3b18d6e8849b4df36e6805,ec6ce706d375072313db06f6f410de06c02a008e7dcead797333d6c45b0d1fe8,e9c54259b1831796867afefffd6a78183e2d9f8ff06add313b5eaddcdf3f01d8,97ae67096e16a6591f696aa40c0aee238b32cd4309e3502e4661a3787fb05de1,0a4b80bfc8815f9faef83898829d644b7bbacfbd2d1dcea3db99c71af1992f7e,f9c2e24d7a4a1cfacca835c308c0ef6adb7532dbb588fdd9cc3bc0f8de74ce5f
"10152005","2024/08/31 12:00:00","1015206","109801","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10152006","2024/08/31 12:00:00","1015206","109801","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152007","2024/08/31 12:00:00","1015206","109801","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10152008","2024/08/31 12:00:00","1015206","109801","ボスの沈黙無効","3013"
"10152009","2024/08/31 12:00:00","1015206","109701","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10152010","2024/08/31 12:00:00","1015206","109701","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152011","2024/08/31 12:00:00","1015206","109701","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10152012","2024/08/31 12:00:00","1015206","109701","ボスの沈黙無効","3013"
"10152013","2024/09/13 12:00:00","1015206","132001","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152014","2024/09/13 12:00:00","1015206","132001","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152015","2024/09/13 12:00:00","1015206","132001","ボスの沈黙無効","3013"
"10152016","2024/08/31 12:00:00","1015206","131901","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152017","2024/08/31 12:00:00","1015206","131901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152018","2024/08/31 12:00:00","1015206","131901","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10152019","2024/08/31 12:00:00","1015206","131901","ボスの沈黙無効","3013"
"10152020","2024/08/31 12:00:00","1015206","122701","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152021","2024/08/31 12:00:00","1015206","122701","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152022","2024/08/31 12:00:00","1015206","122701","ボスの沈黙無効","3013"
"10152023","2024/08/31 12:00:00","1015206","107601","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10152024","2024/08/31 12:00:00","1015206","107601","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152025","2024/08/31 12:00:00","1015206","107601","ボスの沈黙無効","3013"
"10152026","2024/08/31 12:00:00","1015206","110301","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10152027","2024/08/31 12:00:00","1015206","110301","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152028","2024/08/31 12:00:00","1015206","110301","ボスの沈黙無効","3013"
"10152029","2024/08/31 12:00:00","1015206","126601","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152030","2024/08/31 12:00:00","1015206","126601","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152031","2024/08/31 12:00:00","1015206","126601","ボスの沈黙無効","3013"
"10152032","2024/08/31 12:00:00","1015206","113501","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152033","2024/08/31 12:00:00","1015206","113501","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152034","2024/08/31 12:00:00","1015206","113501","ボスの沈黙無効","3013"
"10152035","2024/08/31 12:00:00","1015206","126901","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10152036","2024/08/31 12:00:00","1015206","126901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10152037","2024/08/31 12:00:00","1015206","126901","ボスの沈黙無効","3013"
"10152038","2024/08/31 12:00:00","1015206","132101","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10152039","2024/08/31 12:00:00","1015206","132101","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","3002"
"10152040","2024/08/31 12:00:00","1015206","132101","ボスの沈黙無効","3013"
"10154001","2024/09/30 12:00:00","1015406","102901","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","3001"
"10154002","2024/09/30 12:00:00","1015406","102901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154003","2024/09/30 12:00:00","1015406","102901","ボスの麻痺無効","3013"
"10154004","2024/09/30 12:00:00","1015406","111601","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10154005","2024/09/30 12:00:00","1015406","111601","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154006","2024/09/30 12:00:00","1015406","111601","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10154007","2024/09/30 12:00:00","1015406","111601","ボスの麻痺無効","3013"
"10154008","2024/09/30 12:00:00","1015406","117201","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10154009","2024/09/30 12:00:00","1015406","117201","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154010","2024/09/30 12:00:00","1015406","117201","ボスの麻痺無効","3013"
"10154011","2024/09/30 12:00:00","1015406","124801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10154012","2024/09/30 12:00:00","1015406","124801","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154013","2024/09/30 12:00:00","1015406","124801","ボスの麻痺無効","3013"
"10154014","2024/09/30 12:00:00","1015406","132201","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10154015","2024/09/30 12:00:00","1015406","132201","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154016","2024/09/30 12:00:00","1015406","132201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10154017","2024/09/30 12:00:00","1015406","132201","ボスの麻痺無効","3013"
"10154018","2024/09/30 12:00:00","1015406","104201","バトル開始後90秒間魔法攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","3003"
"10154019","2024/09/30 12:00:00","1015406","104201","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154020","2024/09/30 12:00:00","1015406","104201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10154021","2024/09/30 12:00:00","1015406","104201","ボスの麻痺無効","3013"
"10154022","2024/09/30 12:00:00","1015406","105401","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","3001"
"10154023","2024/09/30 12:00:00","1015406","105401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154024","2024/09/30 12:00:00","1015406","105401","ボスの麻痺無効","3013"
"10154025","2024/09/30 12:00:00","1015406","108401","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10154026","2024/09/30 12:00:00","1015406","108401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154027","2024/09/30 12:00:00","1015406","108401","ボスの麻痺無効","3013"
"10154028","2024/09/30 12:00:00","1015406","117301","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10154029","2024/09/30 12:00:00","1015406","117301","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154030","2024/09/30 12:00:00","1015406","117301","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10154031","2024/09/30 12:00:00","1015406","117301","ボスの麻痺無効","3013"
"10154032","2024/09/30 12:00:00","1015406","113901","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10154033","2024/09/30 12:00:00","1015406","113901","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154034","2024/09/30 12:00:00","1015406","113901","ボスの麻痺無効","3013"
"10154035","2024/09/30 12:00:00","1015406","117401","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10154036","2024/09/30 12:00:00","1015406","117401","バトル開始後90秒間物理防御力極大\nアップ","3002"
"10154037","2024/09/30 12:00:00","1015406","117401","ボスの麻痺無効","3013"
"10156001","2024/10/31 12:00:00","1015606","130201","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10156002","2024/10/31 12:00:00","1015606","130201","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10156003","2024/11/11 12:00:00","1015606","130001","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002"
"10156004","2024/11/11 12:00:00","1015606","130001","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004"
"10156005","2024/10/31 12:00:00","1015606","129701","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001"
"10156006","2024/10/31 12:00:00","1015606","129701","バトル開始後味方全体のＴＰ大回復","3014"
"10156007","2024/10/31 12:00:00","1015606","105801","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002"
"10156008","2024/10/31 12:00:00","1015606","105801","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004"
"10156009","2024/10/31 12:00:00","1015606","126501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10156010","2024/10/31 12:00:00","1015606","126501","バトル開始後味方全体のＴＰ大回復","3014"
"10156011","2024/10/31 12:00:00","1015606","126001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001"
"10156012","2024/10/31 12:00:00","1015606","126001","バトル開始後味方全体のＴＰ大回復","3014"
"10156013","2024/10/31 12:00:00","1015606","126101","バトル開始後90秒間魔法攻撃力絶大\nアップ","3003"
"10156014","2024/10/31 12:00:00","1015606","126101","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10156015","2024/10/31 12:00:00","1015606","125801","バトル開始後90秒間物理攻撃力絶大\nアップ","3001"
"10156016","2024/10/31 12:00:00","1015606","125801","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10158001","2024/11/30 12:00:00","1015806","101801","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011"
"10158002","2024/11/30 12:00:00","1015806","101801","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011"
"10158003","2024/11/30 12:00:00","1015806","126501","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10158004","2024/11/30 12:00:00","1015806","126501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10158005","2024/11/30 12:00:00","1015806","110101","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10158006","2024/11/30 12:00:00","1015806","110101","バトル開始後味方全体のＴＰ大回復","3014"
"10158007","2024/11/30 12:00:00","1015806","119001","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011"
"10158008","2024/11/30 12:00:00","1015806","119001","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011"
"10158009","2024/12/09 12:00:00","1015806","132901","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011"
"10158010","2024/12/09 12:00:00","1015806","132901","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011"
"10158011","2024/11/30 12:00:00","1015806","132801","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10158012","2024/11/30 12:00:00","1015806","132801","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10158013","2024/11/30 12:00:00","1015806","105001","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10158014","2024/11/30 12:00:00","1015806","105001","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10158015","2024/11/30 12:00:00","1015806","100801","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011"
"10158016","2024/11/30 12:00:00","1015806","100801","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011"
"10158017","2024/11/30 12:00:00","1015806","108301","バトル開始後90秒間魔法攻撃力極大\nアップ","3003"
"10158018","2024/11/30 12:00:00","1015806","108301","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010"
"10158019","2024/11/30 12:00:00","1015806","121401","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10158020","2024/11/30 12:00:00","1015806","121401","バトル開始後味方全体のＴＰ大回復","3014"
"10158021","2024/11/30 12:00:00","1015806","117601","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10158022","2024/11/30 12:00:00","1015806","117601","バトル開始後味方全体のＴＰ大回復","3014"
"10158023","2024/11/30 12:00:00","1015806","126301","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10158024","2024/11/30 12:00:00","1015806","126301","バトル開始後味方全体のＴＰ大回復","3014"
"10158025","2024/11/30 12:00:00","1015806","127901","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002"
"10158026","2024/11/30 12:00:00","1015806","127901","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004"
"10160001","2024/12/31 12:00:00","1016006","102801","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010"
"10160002","2024/12/31 12:00:00","1016006","102801","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010"
"10160003","2024/12/31 12:00:00","1016006","105301","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001"
"10160004","2024/12/31 12:00:00","1016006","105301","バトル開始後味方全体のＴＰ大回復","3014"
"10160005","2024/12/31 12:00:00","1016006","110301","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010"
"10160006","2024/12/31 12:00:00","1016006","110301","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010"
"10160007","2024/12/31 12:00:00","1016006","114501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002"
"10160008","2024/12/31 12:00:00","1016006","114501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004"
"10160009","2024/12/31 12:00:00","1016006","127501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005"
"10160010","2024/12/31 12:00:00","1016006","127501","バトル開始後味方全体の行動不能\n2回無効","3013"
"10160011","2025/01/03 19:00:00","1016006","133501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003"
"10160012","2025/01/03 19:00:00","1016006","133501","バトル開始後味方全体のＴＰ大回復","3014"
"10160013","2024/12/31 12:00:00","1016006","180901","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10160014","2024/12/31 12:00:00","1016006","180901","バトル開始後90秒間ＴＰ上昇大アップ","3010"
"10160015","2024/12/31 12:00:00","1016006","114201","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005"
"10160016","2024/12/31 12:00:00","1016006","114201","バトル開始後味方全体の行動不能\n2回無効","3013"
"10160017","2024/12/31 12:00:00","1016006","125201","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011"
"10160018","2024/12/31 12:00:00","1016006","125201","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011"
"10160019","2024/12/31 12:00:00","1016006","133201","バトル開始後90秒間物理攻撃力極大\nアップ","3001"
"10160020","2024/12/31 12:00:00","1016006","133201","バトル開始後90秒間ＴＰ上昇大アップ","3010"
