68f48ea81cfd34a7d981d69ec615976959e2718984b36a36d1111c9aac5b29ae,1d93fe87ae6d5d16d6f1309716b5d0e490daed3508cb0370f58b5153d4e3d3bf,021363dfaf387e33202b60a4cf6f7b56ae5ad35d302dcb0c0fa185bf12aa24c0,9e91d4cbacb446969897a75e28acc071457f4610082715a67383e14d635c1903,6bb1ea25cc57c0ba0a1ffa54b455a21edf778202f90795d15c67fd3216719890,383923e2ae48ae540a51d794b7e0a8ad6b873780f37a17dc5b2d3a603cfe5505,9a7e82752ced3bce77745f5268c04d0eaa912f21b85f7e47fc90d9fe56a379e3,72c2b29970773fed7a78ea98809f88dde68feb40e40d9437040e274cd7afb903,72c155e6c2d1fd95da302d37b8bc4fb8f4c308dd2119cb8ff87e2ccf6b82218b,b14f4de3a4639719af0c682ad54f3846b6f1691080b0666417ce1e7474a4cc53
"1140024","","2.125","0","1","0","0","14","4","24"
"1140025","親切にしてくれたクラスメイトのみんなのことが思い浮かんでくる。\n\n","0","8","0","0","0","14","1","25"
"1140026","","6.375","0","1","0","0","14","4","26"
"1140027","","0","0","0","vo_10011600_1405","vo_10011600","14","2","27"
"1140028","聖テレサ女学院のみなさん、\n","0","8","0","0","0","14","1","28"
"1140029","","2.875","0","1","0","0","14","4","29"
"1140030","本当に","0","8","0","0","0","14","1","30"
"1140031","","1.375","0","1","0","0","14","4","31"
"1140032","ありがとうございました！","0","8","0","0","0","14","1","32"
"1140033","","2.5","0","1","0","0","14","4","33"
