9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"","","93","0","1021307","","","","","2.6","1021307061"
"","","26","","1021307","","","","","2","1021307062"
"0","0","21","vo_obtent_1021307_04","1021307","","","","","vo_obtent_1021307","1021307063"
"","","93","0","1021307","","","","","2.5","1021307064"
"","","101","","1021307","","","","","1021307066","1021307065"
"","","32","0","1021307","","","","","10","1021307066"
"","","32","0","1021307","","","","","100","1021307067"
"","","32","1","1021307","","","","","20","1021307068"
"","","32","1","1021307","","","","","200","1021307069"
"","","32","1","1021307","","","","","300","1021307070"
"","","24","0","1021307","","","","","se_obtent_10213_drama_eat","1021307071"
"","","22","0","1021307","","","","","0","1021307072"
"0","0","21","vo_obtent_1021307_05","1021307","","","","","vo_obtent_1021307","1021307073"
"","","25","bgm_MC319A","1021307","","","","","bgm_MC319A","1021307074"
"","0","23","se_obtent_10213_drama_break_1","1021307","","","","","se_10067600","1021307075"
"","","93","0","1021307","","","","","3.5","1021307076"
"","","101","","1021307","","","","","1021307078","1021307077"
"","","37","break_2","1021307","","","","","20","1021307078"
"","","37","break_2","1021307","","","","","200","1021307079"
"","","37","break_2","1021307","","","","","300","1021307080"
"","","24","0","1021307","","","","","se_obtent_10213_drama_break_1","1021307081"
"","","22","0","1021307","","","","","0","1021307082"
"0","0","21","vo_obtent_1021307_06","1021307","","","","","vo_obtent_1021307","1021307083"
"","0","23","se_obtent_10213_drama_break_2","1021307","","","","","se_10067600","1021307084"
"","","93","0","1021307","","","","","4","1021307085"
"","","101","","1021307","","","","","1021307087","1021307086"
"","","37","break_3","1021307","","","","","20","1021307087"
"","","37","break_3","1021307","","","","","200","1021307088"
"","","37","break_3","1021307","","","","","300","1021307089"
"","","24","0","1021307","","","","","se_obtent_10213_drama_break_2","1021307090"
"","","22","0","1021307","","","","","0","1021307091"
"0","0","21","vo_obtent_1021307_07","1021307","","","","","vo_obtent_1021307","1021307092"
"","0","23","se_obtent_10213_drama_break_3","1021307","","","","","se_10067600","1021307093"
"","","93","0","1021307","","","","","5","1021307094"
"","","101","","1021307","","","","","1021307096","1021307095"
"","","37","break_4","1021307","","","","","300","1021307096"
"","","32","1","1021307","","","","","21","1021307097"
"","","93","0","1021307","","","","","0.2","1021307098"
"","","141","","1021307","","","","","0","1021307099"
"","","93","0","1021307","","","","","0.1","1021307100"
"","","92","","1021307","","","","","","1021307101"
"","","101","","1021307","","","","","1021307103","1021307102"
"","","24","0","1021307","","","","","se_obtent_10213_drama_break_3","1021307103"
"","","22","0","1021307","","","","","0","1021307104"
"","","32","1","1021307","","","","","22","1021307105"
"","","93","0","1021307","","","","","0.4","1021307106"
"0","0","31","1","1021311","1","","1","","1","1021311001"
"0","0","31","3","1021311","1","","1","","3","1021311002"
"0","0","31","6","1021311","1","","1","","6","1021311003"
"0","0","31","10","1021311","0","","1","","10","1021311004"
"0","0","31","20","1021311","0","","1","","20","1021311005"
"0","0","31","21","1021311","0","","1","","21","1021311006"
"0","0","31","22","1021311","0","","1","","22","1021311007"
"0","0","31","100","1021311","0","","1","","111","1021311008"
"0","0","31","200","1021311","0","","1","","211","1021311009"
"0","0","31","300","1021311","0","","1","","311","1021311010"
"0","27","5","1","1021311","1","empty","-14","0","1","1021311011"
"0","28","5","2","1021311","1","empty","-14","0","3","1021311012"
"0","26","5","3","1021311","1","empty","-14","0","3","1021311013"
"0","25","5","4","1021311","1","empty","-14","0","11","1021311014"
"0","24","5","5","1021311","1","empty","-14","0","13","1021311015"
"-10","13","5","6","1021311","1","empty","-24","0","11","1021311016"
"-10","12","5","7","1021311","1","empty","-24","0","13","1021311017"
"0","29","5","8","1021311","1","empty","-14","0","0","1021311018"
"-5","10","5","9","1021311","1","empty","-19","0","0","1021311019"
"0.4","0.54","6","0.87","1021311","0","","1","0","6","1021311020"
"0.4","0.54","6","0.87","1021311","0","","1","0","7","1021311021"
"0.4","0.54","6","0.87","1021311","0","","1","0","9","1021311022"
"","","141","","1021311","","","","","1","1021311023"
"","","91","","1021311","","","","","0","1021311024"
"","","93","0","1021311","","","","","0.033","1021311025"
"","0","23","se_obtent_10213_drama_cook_nela","1021311","","","","","se_10067600","1021311026"
"","0","3","nefy_cook","1021311","0","","","0","1","1021311027"
"","0","3","nefy_cook","1021311","0","","","0","2","1021311028"
"","0","3","nefy_end","1021311","0","","","0","3","1021311029"
"","0","3","nefy_cook","1021311","0","","","0","4","1021311030"
"","0","3","nefy_white","1021311","0","","","0","5","1021311031"
"","0","3","nefy_cook","1021311","0","","","0","6","1021311032"
"","0","3","nefy_white","1021311","0","","","0","7","1021311033"
"","0","3","nefy_cook","1021311","0","","","0","8","1021311034"
"","0","3","nefy_cook_w","1021311","0","","","0","9","1021311035"
"","","93","0","1021311","","","","","3","1021311036"
"0","0","21","vo_obtent_1021311_01","1021311","","","","","vo_obtent_1021311","1021311037"
"","","93","0","1021311","","","","","2.366","1021311038"
"","","101","","1021311","","","","","1021311040","1021311039"
"","","24","0","1021311","","","","","se_obtent_10213_drama_cook_nela","1021311040"
"","","22","0","1021311","","","","","0","1021311041"
"1","1","6","1","1021311","0","","0","0","1","1021311042"
"1","1","6","1","1021311","0","","0","0","2","1021311043"
"1","1","6","1","1021311","0","","0","0","3","1021311044"
"1","1","6","1","1021311","0","","0","0","4","1021311045"
"1","1","6","1","1021311","0","","0","0","5","1021311046"
"1","1","6","1","1021311","0","","0","0","6","1021311047"
"1","1","6","1","1021311","0","","0","0","7","1021311048"
"1","1","6","1","1021311","0","","0","0","8","1021311049"
"1","1","6","1","1021311","0","","0","0","9","1021311050"
"","","37","eat","1021311","","","","","1","1021311051"
"","","32","0","1021311","","","","","3","1021311052"
"","","32","0","1021311","","","","","6","1021311053"
"","","32","1","1021311","","","","","10","1021311054"
"","","32","1","1021311","","","","","100","1021311055"
"","0","23","se_obtent_10213_drama_eat","1021311","","","","","se_10067600","1021311056"
"","","93","0","1021311","","","","","0","1021311057"
"0","0","21","vo_obtent_1021311_02","1021311","","","","","vo_obtent_1021311","1021311058"
"","","93","0","1021311","","","","","2.8","1021311059"
"0","0","21","vo_obtent_1021311_03","1021311","","","","","vo_obtent_1021311","1021311060"
"","","93","0","1021311","","","","","2.6","1021311061"
"","","26","","1021311","","","","","2","1021311062"
"0","0","21","vo_obtent_1021311_04","1021311","","","","","vo_obtent_1021311","1021311063"
"","","93","0","1021311","","","","","2.5","1021311064"
"","","101","","1021311","","","","","1021311066","1021311065"
"","","32","0","1021311","","","","","10","1021311066"
"","","32","0","1021311","","","","","100","1021311067"
"","","32","1","1021311","","","","","20","1021311068"
"","","32","1","1021311","","","","","200","1021311069"
"","","32","1","1021311","","","","","300","1021311070"
"","","24","0","1021311","","","","","se_obtent_10213_drama_eat","1021311071"
"","","22","0","1021311","","","","","0","1021311072"
"0","0","21","vo_obtent_1021311_05","1021311","","","","","vo_obtent_1021311","1021311073"
"","","25","bgm_MC319A","1021311","","","","","bgm_MC319A","1021311074"
"","0","23","se_obtent_10213_drama_break_1","1021311","","","","","se_10067600","1021311075"
"","","93","0","1021311","","","","","3.5","1021311076"
"","","101","","1021311","","","","","1021311078","1021311077"
"","","37","break_2","1021311","","","","","20","1021311078"
"","","37","break_2","1021311","","","","","200","1021311079"
"","","37","break_2","1021311","","","","","300","1021311080"
"","","24","0","1021311","","","","","se_obtent_10213_drama_break_1","1021311081"
"","","22","0","1021311","","","","","0","1021311082"
"0","0","21","vo_obtent_1021311_06","1021311","","","","","vo_obtent_1021311","1021311083"
"","0","23","se_obtent_10213_drama_break_2","1021311","","","","","se_10067600","1021311084"
"","","93","0","1021311","","","","","4","1021311085"
"","","101","","1021311","","","","","1021311087","1021311086"
"","","37","break_3","1021311","","","","","20","1021311087"
"","","37","break_3","1021311","","","","","200","1021311088"
"","","37","break_3","1021311","","","","","300","1021311089"
"","","24","0","1021311","","","","","se_obtent_10213_drama_break_2","1021311090"
"","","22","0","1021311","","","","","0","1021311091"
"0","0","21","vo_obtent_1021311_07","1021311","","","","","vo_obtent_1021311","1021311092"
"","0","23","se_obtent_10213_drama_break_3","1021311","","","","","se_10067600","1021311093"
"","","93","0","1021311","","","","","5","1021311094"
"","","101","","1021311","","","","","1021311096","1021311095"
"","","37","break_4","1021311","","","","","300","1021311096"
"","","32","1","1021311","","","","","21","1021311097"
"","","93","0","1021311","","","","","0.2","1021311098"
"","","141","","1021311","","","","","0","1021311099"
"","","93","0","1021311","","","","","0.1","1021311100"
"","","92","","1021311","","","","","","1021311101"
"","","101","","1021311","","","","","1021311103","1021311102"
"","","24","0","1021311","","","","","se_obtent_10213_drama_break_3","1021311103"
"","","22","0","1021311","","","","","0","1021311104"
"","","32","1","1021311","","","","","22","1021311105"
"","","93","0","1021311","","","","","0.4","1021311106"
"0","0","31","1","1021312","1","","1","","1","1021312001"
"0","0","31","3","1021312","1","","1","","3","1021312002"
"0","0","31","6","1021312","1","","1","","6","1021312003"
"0","0","31","10","1021312","0","","1","","10","1021312004"
"0","0","31","20","1021312","0","","1","","20","1021312005"
"0","0","31","21","1021312","0","","1","","21","1021312006"
"0","0","31","22","1021312","0","","1","","22","1021312007"
"0","0","31","100","1021312","0","","1","","112","1021312008"
"0","0","31","200","1021312","0","","1","","212","1021312009"
"0","0","31","300","1021312","0","","1","","312","1021312010"
"0","27","5","1","1021312","1","empty","-14","0","1","1021312011"
"0","28","5","2","1021312","1","empty","-14","0","3","1021312012"
"0","26","5","3","1021312","1","empty","-14","0","3","1021312013"
"0","25","5","4","1021312","1","empty","-14","0","11","1021312014"
"0","24","5","5","1021312","1","empty","-14","0","13","1021312015"
"-10","13","5","6","1021312","1","empty","-24","0","11","1021312016"
"-10","12","5","7","1021312","1","empty","-24","0","13","1021312017"
"0","29","5","8","1021312","1","empty","-14","0","0","1021312018"
"-5","10","5","9","1021312","1","empty","-19","0","0","1021312019"
"0.4","0.54","6","0.87","1021312","0","","1","0","6","1021312020"
"0.4","0.54","6","0.87","1021312","0","","1","0","7","1021312021"
"0.4","0.54","6","0.87","1021312","0","","1","0","9","1021312022"
"","","141","","1021312","","","","","1","1021312023"
"","","91","","1021312","","","","","0","1021312024"
"","","93","0","1021312","","","","","0.033","1021312025"
"","0","23","se_obtent_10213_drama_cook_nela","1021312","","","","","se_10067600","1021312026"
"","0","3","nefy_cook","1021312","0","","","0","1","1021312027"
"","0","3","nefy_cook","1021312","0","","","0","2","1021312028"
"","0","3","nefy_end","1021312","0","","","0","3","1021312029"
"","0","3","nefy_cook","1021312","0","","","0","4","1021312030"
"","0","3","nefy_white","1021312","0","","","0","5","1021312031"
"","0","3","nefy_cook","1021312","0","","","0","6","1021312032"
"","0","3","nefy_white","1021312","0","","","0","7","1021312033"
"","0","3","nefy_cook","1021312","0","","","0","8","1021312034"
"","0","3","nefy_cook_w","1021312","0","","","0","9","1021312035"
"","","93","0","1021312","","","","","3","1021312036"
"0","0","21","vo_obtent_1021312_01","1021312","","","","","vo_obtent_1021312","1021312037"
"","","93","0","1021312","","","","","2.366","1021312038"
"","","101","","1021312","","","","","1021312040","1021312039"
"","","24","0","1021312","","","","","se_obtent_10213_drama_cook_nela","1021312040"
"","","22","0","1021312","","","","","0","1021312041"
"1","1","6","1","1021312","0","","0","0","1","1021312042"
"1","1","6","1","1021312","0","","0","0","2","1021312043"
"1","1","6","1","1021312","0","","0","0","3","1021312044"
"1","1","6","1","1021312","0","","0","0","4","1021312045"
"1","1","6","1","1021312","0","","0","0","5","1021312046"
"1","1","6","1","1021312","0","","0","0","6","1021312047"
"1","1","6","1","1021312","0","","0","0","7","1021312048"
"1","1","6","1","1021312","0","","0","0","8","1021312049"
"1","1","6","1","1021312","0","","0","0","9","1021312050"
"","","37","eat","1021312","","","","","1","1021312051"
"","","32","0","1021312","","","","","3","1021312052"
"","","32","0","1021312","","","","","6","1021312053"
"","","32","1","1021312","","","","","10","1021312054"
"","","32","1","1021312","","","","","100","1021312055"
"","0","23","se_obtent_10213_drama_eat","1021312","","","","","se_10067600","1021312056"
"","","93","0","1021312","","","","","0","1021312057"
"0","0","21","vo_obtent_1021312_02","1021312","","","","","vo_obtent_1021312","1021312058"
"","","93","0","1021312","","","","","2.8","1021312059"
"0","0","21","vo_obtent_1021312_03","1021312","","","","","vo_obtent_1021312","1021312060"
"","","93","0","1021312","","","","","2.6","1021312061"
"","","26","","1021312","","","","","2","1021312062"
"0","0","21","vo_obtent_1021312_04","1021312","","","","","vo_obtent_1021312","1021312063"
"","","93","0","1021312","","","","","2.5","1021312064"
"","","101","","1021312","","","","","1021312066","1021312065"
"","","32","0","1021312","","","","","10","1021312066"
"","","32","0","1021312","","","","","100","1021312067"
"","","32","1","1021312","","","","","20","1021312068"
"","","32","1","1021312","","","","","200","1021312069"
"","","32","1","1021312","","","","","300","1021312070"
"","","24","0","1021312","","","","","se_obtent_10213_drama_eat","1021312071"
"","","22","0","1021312","","","","","0","1021312072"
"0","0","21","vo_obtent_1021312_05","1021312","","","","","vo_obtent_1021312","1021312073"
"","","25","bgm_MC319A","1021312","","","","","bgm_MC319A","1021312074"
"","0","23","se_obtent_10213_drama_break_1","1021312","","","","","se_10067600","1021312075"
"","","93","0","1021312","","","","","3.5","1021312076"
"","","101","","1021312","","","","","1021312078","1021312077"
"","","37","break_2","1021312","","","","","20","1021312078"
"","","37","break_2","1021312","","","","","200","1021312079"
"","","37","break_2","1021312","","","","","300","1021312080"
"","","24","0","1021312","","","","","se_obtent_10213_drama_break_1","1021312081"
"","","22","0","1021312","","","","","0","1021312082"
"0","0","21","vo_obtent_1021312_06","1021312","","","","","vo_obtent_1021312","1021312083"
"","0","23","se_obtent_10213_drama_break_2","1021312","","","","","se_10067600","1021312084"
"","","93","0","1021312","","","","","4","1021312085"
"","","101","","1021312","","","","","1021312087","1021312086"
"","","37","break_3","1021312","","","","","20","1021312087"
"","","37","break_3","1021312","","","","","200","1021312088"
"","","37","break_3","1021312","","","","","300","1021312089"
"","","24","0","1021312","","","","","se_obtent_10213_drama_break_2","1021312090"
"","","22","0","1021312","","","","","0","1021312091"
"0","0","21","vo_obtent_1021312_07","1021312","","","","","vo_obtent_1021312","1021312092"
"","0","23","se_obtent_10213_drama_break_3","1021312","","","","","se_10067600","1021312093"
"","","93","0","1021312","","","","","5","1021312094"
"","","101","","1021312","","","","","1021312096","1021312095"
"","","37","break_4","1021312","","","","","300","1021312096"
"","","32","1","1021312","","","","","21","1021312097"
"","","93","0","1021312","","","","","0.2","1021312098"
"","","141","","1021312","","","","","0","1021312099"
"","","93","0","1021312","","","","","0.1","1021312100"
"","","92","","1021312","","","","","","1021312101"
"","","101","","1021312","","","","","1021312103","1021312102"
"","","24","0","1021312","","","","","se_obtent_10213_drama_break_3","1021312103"
"","","22","0","1021312","","","","","0","1021312104"
"","","32","1","1021312","","","","","22","1021312105"
"","","93","0","1021312","","","","","0.4","1021312106"
"0","0","31","1","1021313","1","","1","","1","1021313001"
"0","0","31","3","1021313","1","","1","","3","1021313002"
"0","0","31","6","1021313","1","","1","","6","1021313003"
"0","0","31","10","1021313","0","","1","","10","1021313004"
"0","0","31","20","1021313","0","","1","","20","1021313005"
"0","0","31","21","1021313","0","","1","","21","1021313006"
"0","0","31","22","1021313","0","","1","","22","1021313007"
"0","0","31","100","1021313","0","","1","","113","1021313008"
"0","0","31","200","1021313","0","","1","","213","1021313009"
"0","0","31","300","1021313","0","","1","","313","1021313010"
"0","27","5","1","1021313","1","empty","-14","0","1","1021313011"
"0","28","5","2","1021313","1","empty","-14","0","3","1021313012"
"0","26","5","3","1021313","1","empty","-14","0","3","1021313013"
"0","25","5","4","1021313","1","empty","-14","0","11","1021313014"
"0","24","5","5","1021313","1","empty","-14","0","13","1021313015"
"-10","13","5","6","1021313","1","empty","-24","0","11","1021313016"
"-10","12","5","7","1021313","1","empty","-24","0","13","1021313017"
"0","29","5","8","1021313","1","empty","-14","0","0","1021313018"
"-5","10","5","9","1021313","1","empty","-19","0","0","1021313019"
"0.4","0.54","6","0.87","1021313","0","","1","0","6","1021313020"
"0.4","0.54","6","0.87","1021313","0","","1","0","7","1021313021"
"0.4","0.54","6","0.87","1021313","0","","1","0","9","1021313022"
"","","141","","1021313","","","","","1","1021313023"
"","","91","","1021313","","","","","0","1021313024"
"","","93","0","1021313","","","","","0.033","1021313025"
"","0","23","se_obtent_10213_drama_cook_nela","1021313","","","","","se_10067600","1021313026"
"","0","3","nefy_cook","1021313","0","","","0","1","1021313027"
"","0","3","nefy_cook","1021313","0","","","0","2","1021313028"
"","0","3","nefy_end","1021313","0","","","0","3","1021313029"
"","0","3","nefy_cook","1021313","0","","","0","4","1021313030"
"","0","3","nefy_white","1021313","0","","","0","5","1021313031"
"","0","3","nefy_cook","1021313","0","","","0","6","1021313032"
"","0","3","nefy_white","1021313","0","","","0","7","1021313033"
"","0","3","nefy_cook","1021313","0","","","0","8","1021313034"
"","0","3","nefy_cook_w","1021313","0","","","0","9","1021313035"
"","","93","0","1021313","","","","","3","1021313036"
"0","0","21","vo_obtent_1021313_01","1021313","","","","","vo_obtent_1021313","1021313037"
"","","93","0","1021313","","","","","2.366","1021313038"
"","","101","","1021313","","","","","1021313040","1021313039"
"","","24","0","1021313","","","","","se_obtent_10213_drama_cook_nela","1021313040"
"","","22","0","1021313","","","","","0","1021313041"
"1","1","6","1","1021313","0","","0","0","1","1021313042"
"1","1","6","1","1021313","0","","0","0","2","1021313043"
"1","1","6","1","1021313","0","","0","0","3","1021313044"
"1","1","6","1","1021313","0","","0","0","4","1021313045"
"1","1","6","1","1021313","0","","0","0","5","1021313046"
"1","1","6","1","1021313","0","","0","0","6","1021313047"
"1","1","6","1","1021313","0","","0","0","7","1021313048"
"1","1","6","1","1021313","0","","0","0","8","1021313049"
"1","1","6","1","1021313","0","","0","0","9","1021313050"
"","","37","eat","1021313","","","","","1","1021313051"
"","","32","0","1021313","","","","","3","1021313052"
"","","32","0","1021313","","","","","6","1021313053"
"","","32","1","1021313","","","","","10","1021313054"
"","","32","1","1021313","","","","","100","1021313055"
"","0","23","se_obtent_10213_drama_eat_jun","1021313","","","","","se_10067600","1021313056"
"","","93","0","1021313","","","","","0","1021313057"
"0","0","21","vo_obtent_1021313_02","1021313","","","","","vo_obtent_1021313","1021313058"
"","","93","0","1021313","","","","","2.8","1021313059"
"0","0","21","vo_obtent_1021313_03","1021313","","","","","vo_obtent_1021313","1021313060"
"","","93","0","1021313","","","","","2.6","1021313061"
"","","26","","1021313","","","","","2","1021313062"
"0","0","21","vo_obtent_1021313_04","1021313","","","","","vo_obtent_1021313","1021313063"
"","","93","0","1021313","","","","","2.5","1021313064"
"","","101","","1021313","","","","","1021313066","1021313065"
"","","32","0","1021313","","","","","10","1021313066"
"","","32","0","1021313","","","","","100","1021313067"
"","","32","1","1021313","","","","","20","1021313068"
"","","32","1","1021313","","","","","200","1021313069"
"","","32","1","1021313","","","","","300","1021313070"
"","","24","0","1021313","","","","","se_obtent_10213_drama_eat_jun","1021313071"
"","","22","0","1021313","","","","","0","1021313072"
"0","0","21","vo_obtent_1021313_05","1021313","","","","","vo_obtent_1021313","1021313073"
"","","25","bgm_MC319A","1021313","","","","","bgm_MC319A","1021313074"
"","0","23","se_obtent_10213_drama_break_1_jun","1021313","","","","","se_10067600","1021313075"
"","","93","0","1021313","","","","","3.5","1021313076"
"","","101","","1021313","","","","","1021313078","1021313077"
"","","37","break_2","1021313","","","","","20","1021313078"
"","","37","break_2","1021313","","","","","200","1021313079"
"","","37","break_2","1021313","","","","","300","1021313080"
"","","24","0","1021313","","","","","se_obtent_10213_drama_break_1_jun","1021313081"
"","","22","0","1021313","","","","","0","1021313082"
"0","0","21","vo_obtent_1021313_06","1021313","","","","","vo_obtent_1021313","1021313083"
"","0","23","se_obtent_10213_drama_break_2_jun","1021313","","","","","se_10067600","1021313084"
"","","93","0","1021313","","","","","4","1021313085"
"","","101","","1021313","","","","","1021313087","1021313086"
"","","37","break_3_13","1021313","","","","","20","1021313087"
"","","37","break_3","1021313","","","","","200","1021313088"
"","","37","break_3","1021313","","","","","300","1021313089"
"","","24","0","1021313","","","","","se_obtent_10213_drama_break_2_jun","1021313090"
"","","22","0","1021313","","","","","0","1021313091"
"0","0","21","vo_obtent_1021313_07","1021313","","","","","vo_obtent_1021313","1021313092"
"","0","23","se_obtent_10213_drama_break_3_jun","1021313","","","","","se_10067600","1021313093"
"","","93","0","1021313","","","","","5","1021313094"
"","","101","","1021313","","","","","1021313096","1021313095"
"","","37","break_4","1021313","","","","","300","1021313096"
"","","32","1","1021313","","","","","21","1021313097"
"","","93","0","1021313","","","","","0.2","1021313098"
"","","141","","1021313","","","","","0","1021313099"
"","","93","0","1021313","","","","","0.1","1021313100"
"","","92","","1021313","","","","","","1021313101"
"","","101","","1021313","","","","","1021313103","1021313102"
"","","24","0","1021313","","","","","se_obtent_10213_drama_break_3_jun","1021313103"
"","","22","0","1021313","","","","","0","1021313104"
"","","32","1","1021313","","","","","22","1021313105"
"","","93","0","1021313","","","","","0.4","1021313106"
"0","0","31","1","1021314","1","","1","","1","1021314001"
"0","0","31","3","1021314","1","","1","","3","1021314002"
"0","0","31","6","1021314","1","","1","","6","1021314003"
"0","0","31","10","1021314","0","","1","","10","1021314004"
"0","0","31","20","1021314","0","","1","","20","1021314005"
"0","0","31","21","1021314","0","","1","","21","1021314006"
"0","0","31","22","1021314","0","","1","","22","1021314007"
"0","0","31","100","1021314","0","","1","","114","1021314008"
"0","0","31","200","1021314","0","","1","","214","1021314009"
"0","0","31","300","1021314","0","","1","","314","1021314010"
"0","27","5","1","1021314","1","empty","-14","0","1","1021314011"
"0","28","5","2","1021314","1","empty","-14","0","3","1021314012"
"0","26","5","3","1021314","1","empty","-14","0","3","1021314013"
"0","25","5","4","1021314","1","empty","-14","0","11","1021314014"
"0","24","5","5","1021314","1","empty","-14","0","13","1021314015"
"-10","13","5","6","1021314","1","empty","-24","0","11","1021314016"
"-10","12","5","7","1021314","1","empty","-24","0","13","1021314017"
"0","29","5","8","1021314","1","empty","-14","0","0","1021314018"
"-5","10","5","9","1021314","1","empty","-19","0","0","1021314019"
"0.4","0.54","6","0.87","1021314","0","","1","0","6","1021314020"
"0.4","0.54","6","0.87","1021314","0","","1","0","7","1021314021"
"0.4","0.54","6","0.87","1021314","0","","1","0","9","1021314022"
"","","141","","1021314","","","","","1","1021314023"
"","","91","","1021314","","","","","0","1021314024"
"","","93","0","1021314","","","","","0.033","1021314025"
"","0","23","se_obtent_10213_drama_cook_nela","1021314","","","","","se_10067600","1021314026"
"","0","3","nefy_cook","1021314","0","","","0","1","1021314027"
"","0","3","nefy_cook","1021314","0","","","0","2","1021314028"
"","0","3","nefy_end","1021314","0","","","0","3","1021314029"
"","0","3","nefy_cook","1021314","0","","","0","4","1021314030"
"","0","3","nefy_white","1021314","0","","","0","5","1021314031"
"","0","3","nefy_cook","1021314","0","","","0","6","1021314032"
"","0","3","nefy_white","1021314","0","","","0","7","1021314033"
"","0","3","nefy_cook","1021314","0","","","0","8","1021314034"
"","0","3","nefy_cook_w","1021314","0","","","0","9","1021314035"
"","","93","0","1021314","","","","","3","1021314036"
"0","0","21","vo_obtent_1021314_01","1021314","","","","","vo_obtent_1021314","1021314037"
"","","93","0","1021314","","","","","2.366","1021314038"
"","","101","","1021314","","","","","1021314040","1021314039"
"","","24","0","1021314","","","","","se_obtent_10213_drama_cook_nela","1021314040"
"","","22","0","1021314","","","","","0","1021314041"
"1","1","6","1","1021314","0","","0","0","1","1021314042"
"1","1","6","1","1021314","0","","0","0","2","1021314043"
"1","1","6","1","1021314","0","","0","0","3","1021314044"
"1","1","6","1","1021314","0","","0","0","4","1021314045"
"1","1","6","1","1021314","0","","0","0","5","1021314046"
"1","1","6","1","1021314","0","","0","0","6","1021314047"
"1","1","6","1","1021314","0","","0","0","7","1021314048"
"1","1","6","1","1021314","0","","0","0","8","1021314049"
"1","1","6","1","1021314","0","","0","0","9","1021314050"
"","","37","eat","1021314","","","","","1","1021314051"
"","","32","0","1021314","","","","","3","1021314052"
"","","32","0","1021314","","","","","6","1021314053"
"","","32","1","1021314","","","","","10","1021314054"
"","","32","1","1021314","","","","","100","1021314055"
"","0","23","se_obtent_10213_drama_eat","1021314","","","","","se_10067600","1021314056"
"","","93","0","1021314","","","","","0","1021314057"
"0","0","21","vo_obtent_1021314_02","1021314","","","","","vo_obtent_1021314","1021314058"
"","","93","0","1021314","","","","","2.8","1021314059"
"0","0","21","vo_obtent_1021314_03","1021314","","","","","vo_obtent_1021314","1021314060"
"","","93","0","1021314","","","","","2.6","1021314061"
"","","26","","1021314","","","","","2","1021314062"
"0","0","21","vo_obtent_1021314_04","1021314","","","","","vo_obtent_1021314","1021314063"
"","","93","0","1021314","","","","","2.5","1021314064"
"","","101","","1021314","","","","","1021314066","1021314065"
"","","32","0","1021314","","","","","10","1021314066"
"","","32","0","1021314","","","","","100","1021314067"
"","","32","1","1021314","","","","","20","1021314068"
"","","32","1","1021314","","","","","200","1021314069"
"","","32","1","1021314","","","","","300","1021314070"
"","","24","0","1021314","","","","","se_obtent_10213_drama_eat","1021314071"
"","","22","0","1021314","","","","","0","1021314072"
"0","0","21","vo_obtent_1021314_05","1021314","","","","","vo_obtent_1021314","1021314073"
"","","25","bgm_MC319A","1021314","","","","","bgm_MC319A","1021314074"
"","0","23","se_obtent_10213_drama_break_1","1021314","","","","","se_10067600","1021314075"
"","","93","0","1021314","","","","","3.5","1021314076"
"","","101","","1021314","","","","","1021314078","1021314077"
"","","37","break_2","1021314","","","","","20","1021314078"
"","","37","break_2","1021314","","","","","200","1021314079"
"","","37","break_2","1021314","","","","","300","1021314080"
"","","24","0","1021314","","","","","se_obtent_10213_drama_break_1","1021314081"
"","","22","0","1021314","","","","","0","1021314082"
"0","0","21","vo_obtent_1021314_06","1021314","","","","","vo_obtent_1021314","1021314083"
"","0","23","se_obtent_10213_drama_break_2","1021314","","","","","se_10067600","1021314084"
"","","93","0","1021314","","","","","4","1021314085"
"","","101","","1021314","","","","","1021314087","1021314086"
"","","37","break_3","1021314","","","","","20","1021314087"
"","","37","break_3","1021314","","","","","200","1021314088"
"","","37","break_3","1021314","","","","","300","1021314089"
"","","24","0","1021314","","","","","se_obtent_10213_drama_break_2","1021314090"
"","","22","0","1021314","","","","","0","1021314091"
"0","0","21","vo_obtent_1021314_07","1021314","","","","","vo_obtent_1021314","1021314092"
"","0","23","se_obtent_10213_drama_break_3","1021314","","","","","se_10067600","1021314093"
"","","93","0","1021314","","","","","5","1021314094"
"","","101","","1021314","","","","","1021314096","1021314095"
"","","37","break_4","1021314","","","","","300","1021314096"
"","","32","1","1021314","","","","","21","1021314097"
"","","93","0","1021314","","","","","0.2","1021314098"
"","","141","","1021314","","","","","0","1021314099"
"","","93","0","1021314","","","","","0.1","1021314100"
"","","92","","1021314","","","","","","1021314101"
