f29d75dfdf0c94001954daecc5ecf830cd764ffc6890ccd5b54305e185c34c46,d9d4bd00328ee2ad5da97aa5cc0100ac9050c5acd90b4277bfd495fa3df486e9,88d2c1c218dcb445069ac86c4ced6b2894e1424312b6e2790e43f179d8eff48e,89324cf8187b433962c7b13445aa7d184a77c9c8d9252e672e27d17f6373ca47,f638898767c77d601dac359a4c4e8aad1d01c039a8b54545390500b71c791007,88b33eb976dacee09c09738ba92041648a636fa96313df4ae87f49d7fe1a8aa6,1009dc30d72f244f92fdf752d3ec3514f0948561860a7a36fd34d7df0929be9d,6fc12ae0839a8e79087b742c9d9dc8f6ade9d31577cde838f95c35a86c8b94b5,dfed8d2f0ae23cb1c12892e3777c9580912e4c1a5ef08ecb20c7a07ff266856d,b4da95c358d605b9031685e6905fd0a43508c1ead40521b77b955a46171ec5df,70fef67f17fcdfcc7d2b06b281f9678ae0f5771b5ee868bc603e8ce2b7add02d,1227af9470a0b8af1b2c1706f53237a4df38f15b8325aae612438075bb3fe2a7,760b563458c89ef8a08177ade46deca8e6231f18a196929d1922de31801d7a13,61a9b7c274d03f7a98f32015990420244483e646beba025d0987b01d3eb63d4b,999480dfa93b2ac62929586a5006ceec2c96fccc64b4b68a899697079c68197a,58d6557e523249375253dcc8e82f08f35f04f91ebf72b05346863b66d2590fe5,495cd313d3966ca3e8e21fb4781f37089c1af8fc936ed2ba1b924073607e06df,06bfbedbae99d8d0fe8e8599a12ca7388e951069935e68ad37dad26f56b232dd,88109d38ac7fed1888bb002bcc4dd08f3f7ce1a966281b077b522d86f90e689a
"0","0","0","5","0","29","0","0","0","0","10","0","0","107001","450","405","0","2","100"
"0","0","0","6","0","42","0","0","0","50","10","0","0","107001","800","634","0","4","100"
"0","0","0","7","0","56","0","0","0","85","15","0","0","107001","1395","894","0","8","100"
"0","4","0","8","1","63","0","0","0","120","30","0","0","107001","1560","1286","0","10","100"
"0","9","0","9","2","70","16","0","0","155","45","0","0","107001","1700","1710","0","10","100"
"0","14","0","10","4","82","40","0","0","170","45","0","0","107001","1970","2145","0","11","520"
"0","14","0","11","5","87","85","0","0","186","45","5","0","107001","2130","2657","0","11","740"
"0","14","0","12","6","92","138","0","0","222","45","11","0","107001","2230","3181","0","14","840"
"0","16","0","13","6","99","200","0","0","242","45","17","0","107001","2370","3714","0","19","840"
"0","18","0","14","6","106","276","0","0","272","45","17","0","107001","2510","4294","0","23","960"
"0","22","0","15","6","115","346","0","0","282","45","17","0","107001","2540","4899","0","31","1080"
"0","22","0","16","6","123","421","0","0","312","45","17","0","107001","2570","5572","0","36","1080"
"0","22","0","17","6","132","493","0","0","342","45","17","0","107001","2570","6300","0","40","1080"
"0","22","0","18","6","141","582","0","0","372","45","17","0","107001","2570","7084","0","46","1080"
"0","22","0","19","6","148","715","0","0","372","45","17","0","107001","2570","7972","0","51","1080"
"0","22","0","20","6","162","872","0","0","372","45","17","0","107001","2570","8893","0","61","1080"
"0","22","0","21","6","170","1074","0","0","372","45","17","0","107001","2570","9912","0","67","1180"
"0","22","0","22","6","177","1292","0","0","372","45","17","0","107001","2570","11109","0","72","1280"
"0","22","0","23","6","193","1476","0","0","372","45","17","0","107001","2570","12432","0","78","1280"
"0","22","0","24","6","210","1619","0","0","372","45","17","0","107001","2570","13907","0","84","1280"
"0","22","0","25","6","218","1728","0","0","372","45","17","0","107001","2570","15617","0","90","1280"
"0","22","0","26","6","227","1800","0","0","372","45","17","0","107001","3030","17457","0","96","1280"
"0","22","0","27","6","235","1845","0","0","372","45","17","0","107001","3030","19492","0","102","1280"
"0","22","0","28","6","240","1877","0","0","372","45","17","0","107001","3030","21690","0","107","1280"
"0","22","0","29","6","244","1910","0","0","372","45","17","0","107001","3490","24012","0","111","1280"
"0","22","0","30","6","248","1944","0","0","372","45","17","0","107001","3490","26533","0","115","1280"
"0","22","0","31","6","252","1978","0","0","372","45","17","0","107001","3950","29112","0","119","1280"
"0","22","0","32","6","256","2012","0","0","372","45","17","0","107001","3950","31854","0","123","1280"
"0","22","0","33","6","260","2045","0","0","372","45","17","0","107001","4450","34687","0","127","1280"
"0","22","0","34","6","264","2077","0","0","372","45","17","0","107001","4950","37669","0","131","1280"
"0","22","0","35","6","268","2109","0","0","372","45","17","0","107001","4950","40856","0","135","1280"
"0","22","0","36","6","272","2141","0","0","372","45","17","0","107001","4950","44155","0","139","1280"
"0","0","0","2","0","0","0","0","0","0","0","0","25","107101","110","0","0","2","25"
"0","0","0","3","0","0","0","0","0","5","0","0","89","107101","290","0","0","4","75"
"0","0","0","4","0","1","0","0","0","10","0","0","194","107101","755","0","0","8","105"
"0","0","0","5","0","3","0","0","0","30","10","0","343","107101","1295","0","3","13","105"
"0","0","0","6","0","5","0","0","0","45","10","0","553","107101","2160","0","3","24","195"
"0","0","0","7","0","7","0","0","0","45","10","0","800","107101","3130","0","3","36","665"
"0","0","0","8","0","9","0","0","0","60","10","0","1132","107101","4020","0","3","44","900"
"0","9","20","9","0","11","0","0","0","100","10","0","1525","107101","4575","0","3","53","900"
"0","18","50","10","5","17","0","0","0","115","20","0","1981","107101","4785","0","3","59","900"
"3","22","102","11","7","22","0","0","0","115","30","0","2464","107101","5405","0","3","63","900"
"19","25","134","12","9","26","0","0","0","115","30","0","2949","107101","6155","0","3","69","900"
"35","25","167","13","9","32","0","0","0","148","30","0","3479","107101","6685","0","3","75","900"
"38","25","208","14","9","37","0","0","0","181","30","0","4076","107101","7185","0","3","82","900"
"38","25","274","15","9","43","0","0","0","201","30","0","4727","107101","7545","0","3","88","900"
"41","25","368","16","9","45","0","0","0","201","30","0","5429","107101","7845","0","3","96","900"
"44","25","466","17","9","49","0","0","0","201","30","0","6178","107101","8095","0","3","102","900"
"44","25","604","18","9","54","0","0","0","201","30","0","6996","107101","8440","0","3","105","900"
"44","25","739","19","9","61","0","0","0","201","30","0","7882","107101","8825","0","3","114","900"
"44","25","879","20","9","66","0","0","0","201","30","0","8864","107101","9305","0","3","127","900"
"44","25","1030","21","9","71","0","0","0","201","30","0","9990","107101","9665","0","3","133","900"
"44","25","1174","22","9","79","0","0","0","201","30","0","11274","107101","9935","0","3","144","900"
"44","25","1263","23","9","87","0","0","0","201","30","0","12738","107101","10320","0","3","149","900"
"44","25","1340","24","9","87","0","0","0","201","30","0","14322","107101","11290","0","3","149","900"
"44","25","1417","25","9","96","0","0","0","201","30","0","16057","107101","11660","0","3","155","900"
"44","25","1474","26","9","96","0","0","0","201","30","0","17964","107101","12585","0","3","155","900"
"44","25","1510","27","9","103","0","0","0","201","30","0","19945","107101","13405","0","3","160","900"
"44","25","1537","28","9","103","0","0","0","201","30","0","22085","107101","14530","0","3","160","900"
"44","25","1565","29","9","108","0","0","0","201","30","0","24363","107101","15450","0","3","165","900"
"44","25","1594","30","9","113","0","0","0","201","30","0","26826","107101","16050","0","3","170","900"
"44","25","1623","31","9","113","0","0","0","201","30","0","29390","107101","17175","0","3","170","900"
"44","25","1652","32","9","119","0","0","0","201","30","0","32053","107101","17875","0","3","176","900"
"44","25","1680","33","9","125","0","0","0","201","30","0","34810","107101","19045","0","3","182","900"
"44","25","1707","34","9","131","0","0","0","201","30","0","37747","107101","19945","0","3","188","900"
"44","25","1734","35","9","137","0","0","0","201","30","0","40790","107101","21215","0","3","194","900"
"44","25","1761","36","9","144","0","0","0","201","30","0","43976","107101","22115","0","3","201","900"
"0","0","0","2","0","0","0","0","0","0","0","0","25","107501","110","0","0","2","25"
"0","0","0","3","0","0","0","0","0","5","0","0","89","107501","290","0","0","4","75"
"0","0","0","4","0","1","0","0","0","10","0","0","194","107501","755","0","0","8","105"
"0","0","0","5","0","3","0","0","0","30","10","0","343","107501","1295","0","3","13","105"
"0","0","0","6","0","5","0","0","0","45","10","0","553","107501","2160","0","3","24","195"
"0","0","0","7","0","7","0","0","0","45","10","0","800","107501","3130","0","3","36","665"
"0","0","0","8","0","9","0","0","0","60","10","0","1132","107501","4020","0","3","44","900"
"0","9","20","9","0","11","0","0","0","100","10","0","1525","107501","4575","0","3","53","900"
"0","18","50","10","5","17","0","0","0","115","20","0","1981","107501","4785","0","3","59","900"
"3","22","102","11","7","22","0","0","0","115","30","0","2464","107501","5405","0","3","63","900"
"29","25","130","12","9","26","0","0","0","115","30","0","2929","107501","5955","0","5","69","900"
"45","25","163","13","9","32","0","0","0","148","30","0","3459","107501","6485","0","5","75","900"
"51","25","204","14","9","36","0","0","0","181","30","0","4072","107501","6905","0","5","80","900"
"51","25","270","15","9","42","0","0","0","201","30","0","4723","107501","7265","0","5","86","900"
"59","25","355","16","9","44","0","0","0","201","30","0","5423","107501","7565","0","5","92","900"
"62","25","453","17","9","48","0","0","0","201","30","0","6172","107501","7815","0","5","98","900"
"62","25","591","18","9","53","0","0","0","201","30","0","6990","107501","8160","0","5","101","900"
"62","25","736","19","9","57","0","0","0","201","30","0","7911","107501","8545","0","5","105","900"
"62","25","876","20","9","62","0","0","0","201","30","0","8893","107501","9025","0","5","118","900"
"62","25","1027","21","9","67","0","0","0","201","30","0","10019","107501","9385","0","5","124","900"
"62","25","1153","22","9","73","0","0","0","201","30","0","11347","107501","9655","0","5","130","900"
"62","25","1264","23","9","82","0","0","0","201","30","0","12765","107501","10040","0","5","141","900"
"62","25","1363","24","9","95","0","0","0","201","30","0","14283","107501","10485","0","5","151","900"
"62","25","1440","25","9","104","0","0","0","201","30","0","16018","107501","10855","0","5","157","900"
"62","25","1497","26","9","104","0","0","0","201","30","0","17925","107501","11780","0","5","157","900"
"62","25","1533","27","9","111","0","0","0","201","30","0","19906","107501","12600","0","5","162","900"
"62","25","1560","28","9","111","0","0","0","201","30","0","22046","107501","13725","0","5","162","900"
"62","25","1588","29","9","116","0","0","0","201","30","0","24324","107501","14645","0","5","167","900"
"62","25","1617","30","9","121","0","0","0","201","30","0","26787","107501","15245","0","5","172","900"
"62","25","1646","31","9","121","0","0","0","201","30","0","29351","107501","16370","0","5","172","900"
"62","25","1675","32","9","121","0","0","0","201","30","0","32015","107501","17595","0","5","172","900"
"62","25","1703","33","9","127","0","0","0","201","30","0","34772","107501","18765","0","5","178","900"
"62","25","1730","34","9","133","0","0","0","201","30","0","37709","107501","19665","0","5","184","900"
"62","25","1757","35","9","139","0","0","0","201","30","0","40752","107501","20935","0","5","190","900"
"62","25","1784","36","9","146","0","0","0","201","30","0","43938","107501","21835","0","5","197","900"
"0","0","0","2","0","0","0","0","0","0","0","0","10","107601","65","0","1","4","100"
"0","0","0","3","0","0","0","0","0","0","0","0","51","107601","245","0","1","11","200"
"0","0","0","4","0","4","0","0","0","0","0","0","116","107601","535","0","3","22","360"
"0","0","0","5","0","10","0","0","0","0","0","0","212","107601","1045","0","6","37","520"
"0","0","0","6","0","17","0","0","0","0","0","0","374","107601","1755","0","10","50","730"
"0","0","0","7","0","27","0","0","0","0","0","0","590","107601","2250","0","10","74","1100"
"0","0","0","8","0","43","0","0","0","0","15","0","758","107601","2880","46","10","97","1425"
"0","5","5","9","0","59","0","0","0","0","45","0","929","107601","3720","102","15","117","1425"
"0","13","20","10","0","79","0","0","0","0","60","0","1139","107601","4570","112","20","143","1425"
"0","16","40","11","0","99","0","0","0","0","80","0","1400","107601","5270","112","25","168","1425"
"0","16","50","12","0","119","0","0","0","0","90","0","1674","107601","5870","112","29","204","1775"
"10","16","50","13","0","152","0","0","0","0","92","0","1902","107601","6390","112","33","244","1875"
"10","16","50","14","2","192","0","0","0","0","94","2","2161","107601","6690","112","35","286","1875"
"10","16","60","15","4","227","0","0","0","0","94","4","2550","107601","6690","112","37","318","1975"
"15","16","72","16","4","257","0","0","0","0","94","4","2952","107601","6890","112","37","358","2075"
"20","16","72","17","4","284","0","0","0","0","94","4","3348","107601","7400","112","40","402","2225"
"20","16","84","18","4","322","0","0","0","0","94","4","3816","107601","7710","112","45","440","2375"
"20","16","106","19","4","363","0","0","0","0","94","4","4396","107601","7710","112","47","485","2470"
"20","16","126","20","4","407","0","0","0","0","94","4","5033","107601","7745","112","47","537","2565"
"20","16","146","21","4","464","0","0","0","0","94","4","5688","107601","7890","112","47","590","2565"
"20","16","156","22","4","526","0","0","0","0","94","4","6412","107601","8315","112","47","655","2565"
"20","16","156","23","4","596","0","0","0","0","94","4","7176","107601","8630","112","47","741","2565"
"20","16","156","24","4","671","0","0","0","0","94","4","8016","107601","8950","112","47","829","2565"
"20","16","173","25","4","746","0","0","0","0","94","4","9005","107601","9565","112","47","911","2565"
"20","16","199","26","4","825","0","0","0","0","94","4","10120","107601","10315","112","47","989","2565"
"20","16","217","27","4","900","0","0","0","0","94","4","11370","107601","11315","112","47","1061","2565"
"20","16","235","28","4","975","0","0","0","0","94","4","12715","107601","12480","112","47","1136","2565"
"20","16","253","29","4","1056","0","0","0","0","94","4","14139","107601","13875","112","47","1217","2565"
"20","16","271","30","4","1141","0","0","0","0","94","4","15642","107601","15505","112","47","1302","2565"
"20","16","289","31","4","1228","0","0","0","0","94","4","17216","107601","17295","112","47","1389","2565"
"20","16","307","32","4","1317","0","0","0","0","94","4","18862","107601","19240","112","47","1478","2565"
"20","16","324","33","4","1408","0","0","0","0","94","4","20606","107601","21430","112","47","1569","2565"
"20","16","340","34","4","1501","0","0","0","0","94","4","22448","107601","24030","112","47","1662","2565"
"20","16","356","35","4","1595","0","0","0","0","94","4","24362","107601","27040","112","47","1756","2565"
"20","16","372","36","4","1690","0","0","0","0","94","4","26338","107601","30390","112","47","1851","2565"
"0","0","0","2","0","2","0","0","0","0","0","0","0","107701","55","23","0","1","75"
"0","0","0","3","0","7","0","0","0","0","0","0","0","107701","150","78","0","2","150"
"0","0","0","4","0","16","0","0","0","5","10","0","0","107701","325","169","0","5","200"
"0","0","0","5","0","32","0","0","0","15","10","0","0","107701","625","322","0","7","200"
"0","0","0","6","0","51","0","0","0","15","25","0","0","107701","1155","495","0","15","200"
"0","0","0","7","0","69","0","0","0","50","30","0","26","107701","1515","724","0","22","200"
"0","4","0","8","0","90","0","0","0","50","60","0","52","107701","1845","988","0","33","200"
"0","9","0","9","0","117","0","0","0","50","95","5","52","107701","2380","1252","0","44","200"
"0","14","0","10","0","146","11","0","0","85","100","10","52","107701","2920","1521","0","54","500"
"0","14","0","11","0","171","24","0","0","85","124","10","52","107701","3540","1842","0","67","840"
"0","17","0","12","0","196","41","0","0","111","130","14","52","107701","3900","2179","0","84","1060"
"0","17","0","13","0","226","57","0","0","133","132","19","52","107701","4060","2519","0","110","1180"
"0","17","0","14","0","263","67","0","0","145","136","21","52","107701","4320","2859","0","138","1300"
"0","17","0","15","0","297","81","0","0","145","145","21","52","107701","4520","3255","0","165","1520"
"0","17","0","16","0","328","97","0","0","145","151","21","52","107701","4750","3701","0","195","1520"
"0","17","0","17","0","367","117","0","0","160","152","21","52","107701","4880","4152","3","223","1520"
"0","17","0","18","0","413","132","0","0","185","152","21","52","107701","5225","4600","3","259","1520"
"0","17","0","19","0","465","157","0","0","185","152","21","52","107701","5870","5071","3","300","1615"
"0","17","0","20","0","512","193","0","0","185","152","21","52","107701","6455","5660","3","342","1615"
"0","17","0","21","0","574","228","0","0","185","152","21","52","107701","7040","6236","3","391","1615"
"0","17","0","22","0","636","264","0","0","185","152","21","52","107701","8245","6900","3","443","1715"
"0","17","0","23","0","702","294","0","0","185","152","21","52","107701","9705","7660","3","502","1715"
"0","17","0","24","0","777","294","0","0","185","152","21","52","107701","11230","8501","3","563","1715"
"0","17","0","25","0","838","319","0","0","185","152","21","52","107701","12525","9607","3","617","1715"
"0","17","0","26","0","887","346","0","0","185","152","21","52","107701","13520","11004","3","660","1715"
"0","17","0","27","0","931","363","0","0","185","152","21","52","107701","14635","12544","3","701","1715"
"0","17","0","28","0","975","380","0","0","185","152","21","52","107701","15855","14190","3","744","1715"
"0","17","0","29","0","1023","397","0","0","185","152","21","52","107701","17230","15938","3","792","1715"
"0","17","0","30","0","1074","415","0","0","185","152","21","52","107701","18685","17793","3","843","1715"
"0","17","0","31","0","1126","433","0","0","185","152","21","52","107701","20220","19738","3","895","1715"
"0","17","0","32","0","1179","451","0","0","185","152","21","52","107701","21830","21773","3","948","1715"
"0","17","0","33","0","1233","469","0","0","185","152","21","52","107701","23610","23924","3","1002","1715"
"0","17","0","34","0","1289","486","0","0","185","152","21","52","107701","25630","26191","3","1058","1715"
"0","17","0","35","0","1345","503","0","0","185","152","21","52","107701","27820","28569","3","1114","1715"
"0","17","0","36","0","1402","520","0","0","185","152","21","52","107701","30180","31029","3","1171","1715"
"0","0","0","2","0","3","0","0","0","0","0","0","0","107801","55","26","0","0","50"
"0","0","0","3","0","7","0","0","0","0","0","0","0","107801","150","94","0","0","100"
"0","0","0","4","0","14","0","0","0","0","10","0","0","107801","270","214","0","2","100"
"0","0","0","5","0","29","0","0","0","0","10","0","0","107801","450","405","0","2","100"
"0","0","0","6","0","42","0","0","0","50","10","0","0","107801","800","634","0","4","100"
"0","0","0","7","0","56","0","0","0","85","15","0","0","107801","1395","894","0","8","100"
"0","4","0","8","1","63","0","0","0","120","30","0","0","107801","1560","1286","0","10","100"
"0","9","0","9","2","70","16","0","0","155","45","0","0","107801","1700","1710","0","10","100"
"0","14","0","10","4","75","45","0","0","170","45","0","0","107801","1970","2175","0","13","320"
"0","14","0","11","5","80","90","0","0","186","45","5","0","107801","2130","2687","0","13","540"
"0","14","0","12","6","85","143","0","0","222","45","11","0","107801","2230","3211","0","16","640"
"0","16","0","13","6","95","197","0","0","254","45","17","0","107801","2370","3723","0","22","640"
"0","18","0","14","6","102","273","0","0","284","45","17","0","107801","2510","4303","0","26","760"
"0","22","0","15","6","111","343","0","0","294","45","17","0","107801","2540","4908","0","34","880"
"0","22","0","16","6","119","418","0","0","324","45","17","0","107801","2570","5581","0","39","880"
"0","22","0","17","6","128","490","0","0","354","45","17","0","107801","2570","6309","0","43","880"
"0","22","0","18","6","137","579","0","0","384","45","17","0","107801","2570","7093","0","49","880"
"0","22","0","19","6","144","712","0","0","384","45","17","0","107801","2570","7981","0","54","880"
"0","22","0","20","6","158","869","0","0","384","45","17","0","107801","2570","8902","0","64","880"
"0","22","0","21","6","166","1071","0","0","384","45","17","0","107801","2570","9921","0","70","980"
"0","22","0","22","6","173","1289","0","0","384","45","17","0","107801","2570","11118","0","75","1080"
"0","22","0","23","6","189","1473","0","0","384","45","17","0","107801","2570","12441","0","81","1080"
"0","22","0","24","6","206","1616","0","0","384","45","17","0","107801","2570","13916","0","87","1080"
"0","22","0","25","6","214","1725","0","0","384","45","17","0","107801","2570","15626","0","93","1080"
"0","22","0","26","6","223","1797","0","0","384","45","17","0","107801","3030","17466","0","99","1080"
"0","22","0","27","6","231","1842","0","0","384","45","17","0","107801","3030","19501","0","105","1080"
"0","22","0","28","6","236","1874","0","0","384","45","17","0","107801","3030","21699","0","110","1080"
"0","22","0","29","6","240","1907","0","0","384","45","17","0","107801","3490","24021","0","114","1080"
"0","22","0","30","6","244","1941","0","0","384","45","17","0","107801","3490","26542","0","118","1080"
"0","22","0","31","6","248","1975","0","0","384","45","17","0","107801","3950","29121","0","122","1080"
"0","22","0","32","6","252","2009","0","0","384","45","17","0","107801","3950","31863","0","126","1080"
"0","22","0","33","6","256","2042","0","0","384","45","17","0","107801","4450","34696","0","130","1080"
"0","22","0","34","6","260","2074","0","0","384","45","17","0","107801","4950","37678","0","134","1080"
"0","22","0","35","6","264","2106","0","0","384","45","17","0","107801","4950","40865","0","138","1080"
"0","22","0","36","6","268","2138","0","0","384","45","17","0","107801","4950","44164","0","142","1080"
"0","0","0","2","0","0","0","0","0","0","0","0","20","107901","65","0","1","2","100"
"0","0","0","3","0","0","0","0","0","5","0","0","73","107901","160","0","3","6","150"
"0","0","0","4","0","2","0","0","0","30","0","0","175","107901","375","0","5","9","320"
"0","0","0","5","0","5","0","0","0","50","10","0","293","107901","800","0","11","16","480"
"0","0","0","6","3","6","0","0","0","50","10","0","517","107901","1215","0","15","24","870"
"0","0","0","7","6","8","0","0","0","75","10","0","780","107901","1535","0","19","30","1710"
"0","0","0","8","9","10","0","0","0","100","10","0","1097","107901","2015","0","19","38","2570"
"0","5","10","9","9","20","0","0","0","100","10","0","1416","107901","2480","0","26","53","3020"
"5","10","30","10","9","35","0","0","0","100","10","0","1726","107901","3260","0","27","72","3320"
"10","10","82","11","9","42","0","0","0","100","30","0","2137","107901","3880","0","32","75","3620"
"30","12","140","12","9","45","0","0","0","100","30","0","2554","107901","4310","0","36","87","4020"
"50","14","199","13","9","53","0","0","0","125","30","0","3013","107901","4660","0","36","97","4140"
"50","14","282","14","9","67","0","0","0","156","30","0","3508","107901","4990","0","38","108","4260"
"50","14","396","15","9","75","0","0","0","162","30","0","4115","107901","5100","0","38","118","4260"
"53","14","508","16","9","81","0","0","0","162","30","0","4760","107901","5100","0","38","131","4260"
"60","14","619","17","9","87","0","0","0","162","30","0","5428","107901","5150","0","38","145","4260"
"64","14","770","18","9","96","0","0","0","162","30","0","6143","107901","5200","0","40","157","4260"
"64","14","927","19","9","105","0","0","0","162","30","0","6955","107901","5545","0","42","167","4260"
"64","14","1045","20","9","115","0","0","0","162","30","0","7849","107901","5990","0","47","177","4260"
"64","14","1192","21","9","127","0","0","0","162","30","0","8821","107901","6245","0","52","190","4260"
"64","14","1357","22","9","139","0","0","0","162","30","0","10007","107901","6400","0","52","203","4260"
"64","14","1496","23","9","154","0","0","0","162","30","0","11347","107901","6490","0","52","220","4260"
"64","14","1634","24","9","176","0","0","0","162","30","0","12746","107901","6580","0","52","241","4260"
"64","14","1739","25","9","198","0","0","0","162","30","0","14356","107901","6580","0","52","257","4260"
"64","14","1788","26","9","207","0","0","0","162","30","0","16195","107901","7105","0","52","263","4260"
"64","14","1816","27","9","214","0","0","0","162","30","0","18134","107901","7950","0","52","268","4260"
"64","14","1844","28","9","226","0","0","0","162","30","0","20211","107901","8270","0","52","278","4260"
"64","14","1873","29","9","236","0","0","0","162","30","0","22461","107901","8590","0","52","288","4260"
"64","14","1903","30","9","246","0","0","0","162","30","0","24856","107901","8910","0","52","298","4260"
"64","14","1933","31","9","251","0","0","0","162","30","0","27387","107901","9435","0","52","303","4260"
"64","14","1963","32","9","257","0","0","0","162","30","0","30017","107901","9960","0","52","309","4260"
"64","14","1992","33","9","269","0","0","0","162","30","0","32750","107901","10330","0","52","321","4260"
"64","14","2020","34","9","281","0","0","0","162","30","0","35648","107901","10700","0","52","333","4260"
"64","14","2048","35","9","293","0","0","0","162","30","0","38675","107901","11070","0","52","345","4260"
"64","14","2076","36","9","306","0","0","0","162","30","0","41801","107901","11440","0","52","358","4260"
"0","0","0","2","0","0","0","0","0","0","0","0","18","108001","65","0","1","3","50"
"0","0","0","3","0","1","0","0","0","0","0","0","58","108001","250","0","1","10","100"
"0","0","0","4","0","3","0","0","0","0","0","0","153","108001","590","0","1","19","125"
"0","0","0","5","0","7","0","0","0","0","0","0","285","108001","1045","0","4","32","125"
"0","0","0","6","0","16","0","0","0","0","0","0","458","108001","1785","0","4","50","125"
"0","0","0","7","0","22","0","0","0","0","0","0","714","108001","2280","0","8","68","125"
"0","0","0","8","0","33","0","0","0","0","0","0","935","108001","3360","0","8","93","125"
"0","5","5","9","0","44","0","0","0","0","15","0","1189","108001","4270","10","13","112","125"
"0","10","45","10","0","53","0","0","0","0","40","0","1594","108001","4640","10","18","122","125"
"0","10","102","11","0","62","0","0","0","0","50","0","2085","108001","5000","10","18","133","125"
"11","16","124","12","2","71","0","0","0","0","50","0","2547","108001","5370","10","20","146","125"
"21","19","167","13","2","83","0","0","0","25","50","0","3057","108001","5520","10","20","160","125"
"21","19","226","14","4","93","0","0","0","50","50","0","3643","108001","5580","10","22","172","125"
"21","19","290","15","4","106","0","0","0","62","50","0","4280","108001","5580","10","22","182","225"
"24","19","356","16","6","112","0","0","0","62","50","0","4943","108001","5730","10","22","198","225"
"27","19","414","17","6","119","0","0","0","62","50","0","5677","108001","6030","10","22","207","225"
"27","19","521","18","6","128","0","0","0","62","50","0","6460","108001","6430","10","22","215","225"
"27","19","609","19","6","132","0","0","0","62","50","0","7365","108001","6775","10","22","229","225"
"27","19","700","20","6","145","0","0","0","62","50","0","8384","108001","6970","10","22","238","225"
"27","19","795","21","6","159","0","0","0","71","50","0","9455","108001","7160","10","22","254","225"
"27","19","897","22","6","174","0","0","0","71","50","0","10680","108001","7250","10","22","278","225"
"27","19","938","23","6","195","0","0","0","71","50","0","12047","108001","7595","10","22","295","225"
"27","19","992","24","6","199","0","0","0","71","50","0","13556","108001","8450","10","22","311","225"
"27","19","1025","25","6","212","0","0","0","71","50","0","15256","108001","8520","10","22","331","225"
"27","19","1049","26","6","221","0","0","0","71","50","0","17125","108001","8910","10","22","345","225"
"27","19","1067","27","6","228","0","0","0","71","50","0","19124","108001","9330","10","22","357","225"
"27","19","1085","28","6","230","0","0","0","71","50","0","21295","108001","9955","10","22","361","225"
"27","19","1107","29","6","247","0","0","0","71","50","0","23509","108001","10315","10","22","380","225"
"27","19","1139","30","6","261","0","0","0","71","50","0","25936","108001","10415","10","22","394","225"
"27","19","1162","31","6","270","0","0","0","71","50","0","28493","108001","10835","10","22","403","225"
"27","19","1185","32","6","274","0","0","0","71","50","0","31187","108001","11460","10","22","407","225"
"27","19","1215","33","6","289","0","0","0","71","50","0","33962","108001","11660","10","22","422","225"
"27","19","1244","34","6","304","0","0","0","71","50","0","36885","108001","11860","10","22","437","225"
"27","19","1273","35","6","319","0","0","0","71","50","0","39956","108001","12060","10","22","452","225"
"27","19","1302","36","6","335","0","0","0","71","50","0","43129","108001","12260","10","22","468","225"
"0","0","0","2","0","0","0","0","0","0","0","0","26","108101","65","0","0","3","50"
"0","0","0","3","0","0","0","0","0","0","0","0","100","108101","190","0","0","5","100"
"0","0","0","4","0","1","0","0","0","10","0","0","216","108101","480","0","0","9","270"
"0","0","0","5","0","2","0","0","0","30","10","0","424","108101","725","0","0","12","430"
"0","0","0","6","0","3","0","0","0","30","10","0","695","108101","1100","0","0","20","820"
"0","0","0","7","2","5","0","0","0","30","10","0","947","108101","1750","0","0","32","1660"
"0","8","0","8","4","12","0","0","0","30","10","0","1232","108101","2530","0","0","45","2220"
"0","21","25","9","8","19","0","0","0","30","10","0","1614","108101","2945","0","1","60","2220"
"0","26","80","10","8","26","0","0","0","30","35","0","2010","108101","3365","0","6","68","2320"
"3","26","124","11","11","32","0","0","0","30","45","0","2462","108101","3765","0","6","79","2670"
"36","26","166","12","11","37","0","0","0","30","61","0","2890","108101","3935","0","13","83","2670"
"46","26","215","13","13","46","0","0","0","55","67","0","3379","108101","4085","0","15","94","2670"
"49","26","292","14","15","56","0","0","0","80","67","0","3914","108101","4225","0","15","107","2670"
"52","26","382","15","15","64","0","0","0","80","67","0","4500","108101","4405","0","15","121","2670"
"62","26","486","16","15","70","0","0","0","80","67","0","5106","108101","4505","0","15","136","2670"
"72","26","589","17","15","76","0","0","0","80","67","0","5780","108101","4555","0","15","148","2670"
"72","26","722","18","15","85","0","0","0","80","67","0","6546","108101","4605","0","15","157","2670"
"72","26","883","19","15","97","0","0","0","80","67","0","7372","108101","4700","0","15","169","2670"
"77","26","1040","20","15","109","0","0","0","80","67","0","8221","108101","4895","0","15","191","2670"
"82","26","1253","21","15","114","0","0","0","80","67","0","9319","108101","5085","0","15","197","2670"
"87","26","1457","22","15","122","0","0","0","80","67","0","10552","108101","5175","0","15","213","2670"
"87","26","1624","23","15","131","0","0","0","80","67","0","11950","108101","5265","0","15","229","2670"
"87","26","1760","24","15","144","0","0","0","80","67","0","13460","108101","5395","0","15","244","2670"
"87","26","1863","25","15","157","0","0","0","80","67","0","15130","108101","5735","0","15","257","2670"
"87","26","1930","26","15","177","0","0","0","80","67","0","16794","108101","7210","0","15","272","2670"
