71bdf74e803d9e3ea9a8fbcc55acfcd5b408a3ad436d0467450770c38552ba64,811f68578f31977be0cbe33aea4a728f7e2effd802e9a7ee75f818c1174429e4,5cdaa75b2afe923a467edd62ecdedb1b60bb0eb7f13aa2f5cc73cd74958558ac,e75687fe5b2030a7fcc13b270e6b10464bd7a6ad53bc947b9e0046f020371927,2b780bc166c265078fd91b744e8fb31293dbdf7ce414e1850e7eff0125a87559,7057cb6e6f1201d7f0709e7976c9956bd48fd53f2a0406cdd92b65defdd74106,810b79b01892c404c7a2e91730fb844ce5c6758059a66ca6fdda6ef8407340e7,efd3c43af230bb32613efc772c5cddbf4ece5d84d3b4ecd982dd75e883822b1e,bbd7fe7943c11fb81261a76d34b3165dde4ac64a1c95daaabdecafb0401ae3d4
"320120206","3","502012203","67","10","0","1","521","2"
"320120206","1","0","11","43.5","0","0.65","522","3"
"320120207","2","502012206","50","-98","0","0.7","523","1"
"320120207","3","502012208","72","0","0","1","524","2"
"320120207","1","0","13","49","0","0.65","525","3"
"320120208","1","0","30","10","0","1.2","526","1"
"320120209","1","0","40","40","0","0.9","527","1"
"320120210","1","0","-35","-20","0","1.1","528","1"
"320120306","2","502012301","40","-74","0","0.7","529","1"
"320120306","3","502012303","67","10","0","1","530","2"
"320120306","1","0","11","43.5","0","0.65","531","3"
"320120307","2","502012306","50","-98","0","0.7","532","1"
"320120307","3","502012308","72","0","0","1","533","2"
"320120307","1","0","13","49","0","0.65","534","3"
"320120308","1","0","30","10","0","1.2","535","1"
"320120309","1","0","40","40","0","0.9","536","1"
"320120310","1","0","-35","-20","0","1.1","537","1"
"320120406","2","502012401","40","-74","0","0.7","538","1"
"320120406","3","502012403","67","10","0","1","539","2"
"320120406","1","0","11","43.5","0","0.65","540","3"
"320120407","2","502012406","50","-98","0","0.7","541","1"
"320120407","3","502012408","72","0","0","1","542","2"
"320120407","1","0","13","49","0","0.65","543","3"
"320120408","1","0","30","10","0","1.2","544","1"
"320120409","1","0","40","40","0","0.9","545","1"
"320120410","1","0","-35","-20","0","1.1","546","1"
"320120506","2","502012501","40","-74","0","0.7","547","1"
"320120506","3","502012503","67","10","0","1","548","2"
"320120506","1","0","11","43.5","0","0.65","549","3"
"320120507","2","502012506","50","-98","0","0.7","550","1"
"320120507","3","502012508","72","0","0","1","551","2"
"320120507","1","0","13","49","0","0.65","552","3"
"320120508","1","0","30","10","0","1.2","553","1"
"320120509","1","0","40","40","0","0.9","554","1"
"320120510","1","0","-35","-20","0","1.1","555","1"
"320130106","2","502013101","40","-74","0","0.7","556","1"
"320130106","3","502013103","67","10","0","0.8","557","2"
"320130106","1","0","11","43.5","0","0.65","558","3"
"320130107","2","502013106","50","-98","0","0.7","559","1"
"320130107","3","502013108","72","50","0","0.9","560","2"
"320130107","1","0","13","49","0","0.65","561","3"
"320130108","1","0","30","10","0","1.2","562","1"
"320130109","1","0","40","40","0","0.8","563","1"
"320130110","1","0","-35","-20","0","1.1","564","1"
"320130206","2","502013201","40","-74","0","0.7","565","1"
"320130206","3","502013203","67","10","0","0.8","566","2"
"320130206","1","0","11","43.5","0","0.65","567","3"
"320130207","2","502013206","50","-98","0","0.7","568","1"
"320130207","3","502013208","72","50","0","0.9","569","2"
"320130207","1","0","13","49","0","0.65","570","3"
"320130208","1","0","30","10","0","1.2","571","1"
"320130209","1","0","40","40","0","0.8","572","1"
"320130210","1","0","-35","-20","0","1.1","573","1"
"320130306","2","502013301","40","-74","0","0.7","574","1"
"320130306","3","502013303","67","10","0","0.8","575","2"
"320130306","1","0","11","43.5","0","0.65","576","3"
"320130307","2","502013306","50","-98","0","0.7","577","1"
"320130307","3","502013308","72","50","0","0.9","578","2"
"320130307","1","0","13","49","0","0.65","579","3"
"320130308","1","0","30","10","0","1.2","580","1"
"320130309","1","0","40","40","0","0.8","581","1"
"320130310","1","0","-35","-20","0","1.1","582","1"
"320130406","2","502013401","40","-74","0","0.7","583","1"
"320130406","3","502013403","67","10","0","0.8","584","2"
"320130406","1","0","11","43.5","0","0.65","585","3"
"320130407","2","502013406","50","-98","0","0.7","586","1"
"320130407","3","502013408","72","50","0","0.9","587","2"
"320130407","1","0","13","49","0","0.65","588","3"
"320130408","1","0","30","10","0","1.2","589","1"
"320130409","1","0","40","40","0","0.8","590","1"
"320130410","1","0","-35","-20","0","1.1","591","1"
"320130506","2","502013501","40","-74","0","0.7","592","1"
"320130506","3","502013503","67","10","0","0.8","593","2"
"320130506","1","0","11","43.5","0","0.65","594","3"
"320130507","2","502013506","50","-98","0","0.7","595","1"
"320130507","3","502013508","72","50","0","0.9","596","2"
"320130507","1","0","13","49","0","0.65","597","3"
"320130508","1","0","30","10","0","1.2","598","1"
"320130509","1","0","40","40","0","0.8","599","1"
"320130510","1","0","-35","-20","0","1.1","600","1"
"320140106","2","502014101","40","-74","0","0.7","601","1"
"320140106","3","502014103","67","13","0","1","602","2"
"320140106","1","0","11","43.5","0","0.65","603","3"
"320140107","2","502014106","50","-68","0","0.7","604","1"
"320140107","3","502014108","62","30","0","0.95","605","2"
"320140107","1","0","13","29","0","0.65","606","3"
"320140108","1","0","10","5","0","1","607","1"
"320140109","1","0","20","0","0","0.8","608","1"
"320140110","1","0","-35","-20","0","1.1","609","1"
"320140206","2","502014201","40","-74","0","0.7","610","1"
"320140206","3","502014203","67","13","0","1","611","2"
"320140206","1","0","11","43.5","0","0.65","612","3"
"320140207","2","502014206","50","-68","0","0.7","613","1"
"320140207","3","502014208","62","30","0","0.95","614","2"
"320140207","1","0","13","29","0","0.65","615","3"
"320140208","1","0","10","5","0","1","616","1"
"320140209","1","0","20","0","0","0.8","617","1"
"320140210","1","0","-35","-20","0","1.1","618","1"
"320140306","2","502014301","40","-74","0","0.7","619","1"
"320140306","3","502014303","67","13","0","1","620","2"
"320140306","1","0","11","43.5","0","0.65","621","3"
"320140307","2","502014306","50","-68","0","0.7","622","1"
"320140307","3","502014308","62","30","0","0.95","623","2"
"320140307","1","0","13","29","0","0.65","624","3"
"320140308","1","0","10","5","0","1","625","1"
"320140309","1","0","20","0","0","0.8","626","1"
"320140310","1","0","-35","-20","0","1.1","627","1"
"320140406","2","502014401","40","-74","0","0.7","628","1"
"320140406","3","502014403","67","13","0","1","629","2"
"320140406","1","0","11","43.5","0","0.65","630","3"
"320140407","2","502014406","50","-68","0","0.7","631","1"
"320140407","3","502014408","62","30","0","0.95","632","2"
"320140407","1","0","13","29","0","0.65","633","3"
"320140408","1","0","10","5","0","1","634","1"
"320140409","1","0","20","0","0","0.8","635","1"
"320140410","1","0","-35","-20","0","1.1","636","1"
"320140506","2","502014501","40","-74","0","0.7","637","1"
"320140506","3","502014503","67","13","0","1","638","2"
"320140506","1","0","11","43.5","0","0.65","639","3"
"320140507","2","502014506","50","-68","0","0.7","640","1"
"320140507","3","502014508","62","30","0","0.95","641","2"
"320140507","1","0","13","29","0","0.65","642","3"
"320140508","1","0","10","5","0","1","643","1"
"320140509","1","0","20","0","0","0.8","644","1"
"320140510","1","0","-35","-20","0","1.1","645","1"
"320150106","2","502015101","40","-74","0","0.7","646","1"
"320150106","3","502015103","67","13","0","1","647","2"
"320150106","1","0","11","43.5","0","0.65","648","3"
"320150107","2","502015106","40","-74","0","0.7","649","1"
"320150107","3","502015108","67","10","0","1","650","2"
"320150107","1","0","11","43.5","0","0.65","651","3"
"320150108","1","0","10","5","0","1","652","1"
"320150109","1","0","20","0","0","0.8","653","1"
"320150110","1","0","-45","-85","0","0.43","654","1"
"320150110","2","0","-45","85","0","0.43","655","2"
"320150206","1","502015201","40","-74","0","0.7","656","1"
"320150206","2","502015203","67","13","0","1","657","2"
"320150206","1","0","11","43.5","0","0.65","658","3"
"320150207","2","502015206","40","-74","0","0.7","659","1"
"320150207","3","502015208","67","10","0","1","660","2"
"320150207","1","0","11","43.5","0","0.65","661","3"
"320150208","1","0","10","5","0","1","662","1"
"320150209","1","0","20","0","0","0.8","663","1"
"320150210","1","0","-45","-85","0","0.43","664","1"
"320150210","2","0","-45","85","0","0.43","665","2"
"320150306","1","502015301","40","-74","0","0.7","666","1"
"320150306","2","502015303","67","13","0","1","667","2"
"320150306","1","0","11","43.5","0","0.65","668","3"
"320150307","2","502015306","40","-74","0","0.7","669","1"
"320150307","3","502015308","67","10","0","1","670","2"
"320150307","1","0","11","43.5","0","0.65","671","3"
"320150308","1","0","10","5","0","1","672","1"
"320150309","1","0","20","0","0","0.8","673","1"
"320150310","1","0","-45","-85","0","0.43","674","1"
"320150310","2","0","-45","85","0","0.43","675","2"
"320150406","1","502015401","40","-74","0","0.7","676","1"
"320150406","2","502015403","67","13","0","1","677","2"
"320150406","1","0","11","43.5","0","0.65","678","3"
"320150407","2","502015406","40","-74","0","0.7","679","1"
"320150407","3","502015408","67","10","0","1","680","2"
"320150407","1","0","11","43.5","0","0.65","681","3"
"320150408","1","0","10","5","0","1","682","1"
"320150409","1","0","20","0","0","0.8","683","1"
"320150410","1","0","-45","-85","0","0.43","684","1"
"320150410","2","0","-45","85","0","0.43","685","2"
"320150506","1","502015501","40","-74","0","0.7","686","1"
"320150506","2","502015503","67","13","0","1","687","2"
"320150506","1","0","11","43.5","0","0.65","688","3"
"320150507","2","502015506","40","-74","0","0.7","689","1"
"320150507","3","502015508","67","10","0","1","690","2"
"320150507","1","0","11","43.5","0","0.65","691","3"
"320150508","1","0","10","5","0","1","692","1"
"320150509","1","0","20","0","0","0.8","693","1"
"320150510","1","0","-45","-85","0","0.43","694","1"
"320150510","2","0","-45","85","0","0.43","695","2"
"320160106","2","502016101","49","-74","0","0.7","696","1"
"320160106","3","502016103","67","13","0","0.75","697","2"
"320160106","1","0","11","43.5","0","0.65","698","3"
"320160107","2","502016106","50","59","0","0.7","699","1"
"320160107","3","502016108","62","-10","0","0.9","700","2"
"320160107","1","0","13","-49","0","0.65","701","3"
"320160108","1","0","10","5","0","1","702","1"
"320160109","1","0","10","0","0","0.9","703","1"
"320160110","1","0","-45","-85","0","0.4","704","1"
"320160110","2","0","-45","85","0","0.4","705","2"
"320160206","2","502016201","49","-74","0","0.7","706","1"
"320160206","2","502016203","67","13","0","0.75","707","2"
"320160206","1","0","11","43.5","0","0.65","708","3"
"320160207","2","502016206","50","59","0","0.7","709","1"
"320160207","3","502016208","62","-10","0","0.9","710","2"
"320160207","1","0","13","-49","0","0.65","711","3"
"320160208","1","0","10","5","0","1","712","1"
"320160209","1","0","10","0","0","0.9","713","1"
"320160210","1","0","-45","-85","0","0.4","714","1"
"320160210","2","0","-45","85","0","0.4","715","2"
"320160306","2","502016301","49","-74","0","0.7","716","1"
"320160306","2","502016303","67","13","0","0.75","717","2"
"320160306","1","0","11","43.5","0","0.65","718","3"
"320160307","2","502016306","50","59","0","0.7","719","1"
"320160307","3","502016308","62","-10","0","0.9","720","2"
"320160307","1","0","13","-49","0","0.65","721","3"
"320160308","1","0","10","5","0","1","722","1"
"320160309","1","0","10","0","0","0.9","723","1"
"320160310","1","0","-45","-85","0","0.4","724","1"
"320160310","2","0","-45","85","0","0.4","725","2"
"320160406","2","502016401","49","-74","0","0.7","726","1"
"320160406","2","502016403","67","13","0","0.75","727","2"
"320160406","1","0","11","43.5","0","0.65","728","3"
"320160407","2","502016406","50","59","0","0.7","729","1"
"320160407","3","502016408","62","-10","0","0.9","730","2"
"320160407","1","0","13","-49","0","0.65","731","3"
"320160408","1","0","10","5","0","1","732","1"
"320160409","1","0","10","0","0","0.9","733","1"
"320160410","1","0","-45","-85","0","0.4","734","1"
"320160410","2","0","-45","85","0","0.4","735","2"
"320160506","2","502016501","49","-74","0","0.7","736","1"
"320160506","2","502016503","67","13","0","0.75","737","2"
"320160506","1","0","11","43.5","0","0.65","738","3"
"320160507","2","502016506","50","59","0","0.7","739","1"
"320160507","3","502016508","62","-10","0","0.9","740","2"
"320160507","1","0","13","-49","0","0.65","741","3"
"320160508","1","0","10","5","0","1","742","1"
"320160509","1","0","10","0","0","0.9","743","1"
"320160510","1","0","-45","-85","0","0.4","744","1"
"320160510","2","0","-45","85","0","0.4","745","2"
