181d5e4c665ddddbc1d7b28b8fae0dc850ed569226e4a1b5c3de2e3a8e9fbbad,1f45d05e6f57c029b750a093e4eb6fa6a5eb61845a511ca21ceac9b4ba885306,32dc48c4030f43dda0f9be5a1b22358f501c3513d987a975faf202d06c8ad827,8ae574267521af385afa6e5e8bf866a9bb36d3ee0e5c52c25b8615a595e3ba04,20e85058e47ae95778449390950e9e81c2d9c9a4fb3747268486b1a777e98d3e,b438665db4927645656c2411d38ccc32e00244befedb03e93b3b4d94b47a3d1c,505f6519a8aff493fd544cd2e39b4603d699f043800860debe869f96288a90c8,e60ca86dc8b342eb7f15b43217829f38d13b4753ad30b299c5317d99cbd7d62b,7bd94bacdf579a2923f1fea037e883f1fdb8f6e75b30255d15fc2ffb2c6c9cfd,c74a312d4157eed4fc14a7dff9dfab15880a2a341688fefbf4046af31c18772a,658e11276cebd11891e67ab89ffc43f0e802ed0d1846877bbe3afb95cc720999
"1","…………","11","0.2","1","1010804","10","2","1010804026","0","0"
"","","91","","","1010804","","0","1010804027","",""
"","dsb_idle_relax_Ex2","3","","","1010804","1","2","1010804028","","0.5"
"12","130","33","","2","1010804","0","3","1010804029","",""
"12","130","33","","2","1010804","0","4","1010804030","",""
"12","130","33","","2","1010804","0","20","1010804031","",""
"12","120","33","","2","1010804","-183","30","1010804032","",""
"12","130","33","","2","1010804","0","43","1010804033","",""
"12","-345","2","","2","1010804","-219","124531","1010804034","",""
"12","130","2","","2","1010804","-360","2","1010804035","",""
"","0","93","","","1010804","","2.5","1010804036","",""
"","dsb_idle_surprise1","3","","","1010804","1","124531","1010804037","","0.3"
"","vo_dsb_4002","21","","0","1010804","0","vo_dsb_1010804","1010804038","",""
"1","（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","11","0.2","1","1010804","10","124531","1010804039","0","0"
"","","91","","","1010804","","0","1010804040","",""
"","dsb_talk_wish","3","","","1010804","1","124531","1010804041","","0.2"
"","vo_dsb_4003","21","","0","1010804","0","vo_dsb_1010804","1010804042","",""
"1","お客さま～？\nお湯加減と電撃加減はいかがですか～","11","0.2","1","1010804","10","124531","1010804043","0","0"
"","","91","","","1010804","","0","1010804044","",""
"","dsb_idle_wish","3","","","1010804","1","124531","1010804045","","0.2"
"","dsb_kuka_idle_relax","3","","","1010804","1","2","1010804046","","0.5"
"","0","22","","","1010804","","0","1010804047","",""
"","vo_dsb_4004","21","","0.9","1010804","0","vo_dsb_1010804","1010804048","",""
"1","……い","11","0.2","1","1010804","10","2","1010804049","0","0"
"","","91","","","1010804","","0","1010804050","",""
"","dsb_idle_wish_normal2","3","","","1010804","1","124531","1010804051","","0.2"
"","vo_dsb_4005","21","","0","1010804","0","vo_dsb_1010804","1010804052","",""
"1","い？","11","0.2","1","1010804","10","124531","1010804053","0","0"
"","","91","","","1010804","","0","1010804054","",""
"","dsb_idle_wish_surprise","3","","","1010804","1","124531","1010804055","","0.2"
"1","dsb_kuka_ecstasy","3","","dsb_kuka_idle_dere2","1010804","0","2","1010804056","0.3","0.3"
"","vo_dsb_4006","21","","0","1010804","0","vo_dsb_1010804","1010804057","",""
"1","イイですぅ～～！！","11","0.2","1","1010804","10","2","1010804058","0","0"
"","","91","","","1010804","","0","1010804059","",""
"","dsb_idle_wish","3","","","1010804","1","124531","1010804060","","0.2"
"","dsb_kuka_talk_sad_dere","3","","","1010804","1","2","1010804061","","0.5"
"","vo_dsb_4007","21","","0","1010804","0","vo_dsb_1010804","1010804062","",""
"1","この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","11","0.2","1","1010804","10","2","1010804063","0","0"
"","1","93","","","1010804","","6.2","1010804064","",""
"1","dsb_kuka_electric","3","","dsb_talk_sad2","1010804","0","2","1010804065","0.5","0"
"","","91","","","1010804","","1010804063","1010804066","",""
"","dsb_talk_joy3_nervous","3","","","1010804","1","124531","1010804067","","0.2"
"","vo_dsb_4008","21","","0","1010804","0","vo_dsb_1010804","1010804068","",""
"1","ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","11","0.2","1","1010804","10","124531","1010804069","0","0"
"","","91","","","1010804","","0","1010804070","",""
"","dsb_idle_joy3","3","","","1010804","1","124531","1010804071","","0.2"
"","dsb_kuka_wish1","3","","","1010804","1","2","1010804072","","0.5"
"","vo_dsb_4009","21","","0","1010804","0","vo_dsb_1010804","1010804073","",""
"1","若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","11","0.2","1","1010804","10","2","1010804074","0","0"
"","1","93","","","1010804","","5","1010804075","",""
"","dsb_kuka_wish2","3","","","1010804","1","2","1010804076","","0.2"
"","","91","","","1010804","","1010804074","1010804077","",""
"","dsb_talk_joy3","3","","","1010804","1","124531","1010804078","","0.2"
"","vo_dsb_4010","21","","0","1010804","0","vo_dsb_1010804","1010804079","",""
"1","かしこまりました～♪\nえ～い☆","11","0.2","1","1010804","10","124531","1010804080","0","0"
"","","91","","","1010804","","0","1010804081","",""
"","0","22","","","1010804","","0","1010804082","",""
"","se_10044200_homare_movement","23","","","1010804","0","se_10044200","1010804083","",""
"","dsb_kuka_wish3","3","","","1010804","1","2","1010804084","","0.2"
"1","dsb_attack_in","3","","dsb_attack_loop","1010804","0","124531","1010804085","0","0.1"
"1","dsb_attack_in","3","","dsb_attack_loop","1010804","0","99","1010804086","0","0"
"","1","32","","","1010804","","44","1010804087","",""
"","0","93","","","1010804","","1.4","1010804088","",""
"","0","32","","","1010804","","30","1010804089","",""
"","0","32","","","1010804","","43","1010804090","",""
"","1","32","","","1010804","","45","1010804091","",""
"","0","32","","","1010804","","43","1010804092","",""
"","1","32","","","1010804","","46","1010804093","",""
"","20","122","","","1010804","3.1","20","1010804094","",""
"","se_10044200_thunder","23","","","1010804","0","se_10044200","1010804095","",""
"","vo_dsb_4011","21","","0","1010804","0","vo_dsb_1010804","1010804096","",""
"0","はぁああああん！！","11","0","0","1010804","5","2","1010804097","0","0"
"","0","93","","","1010804","","0.1","1010804098","",""
"","dsb_empty","3","","","1010804","0","2","1010804099","","0"
"","0","93","","","1010804","","3","1010804100","",""
"","20","122","","","1010804","0.5","20","1010804101","",""
"","1","32","","","1010804","","30","1010804102","",""
"","1","32","","","1010804","","43","1010804103","",""
"","0","32","","","1010804","","45","1010804104","",""
"","1","32","","","1010804","","47","1010804105","",""
"","se_10044200_poof","23","","","1010804","0","se_10044200","1010804106","",""
"","dsb_kuka_damage_gaku","3","","","1010804","1","2","1010804107","","0"
"","0","93","","","1010804","","1","1010804108","",""
"1","dsb_attack_out","3","","dsb_talk_surprise","1010804","0","124531","1010804109","0.2","0.1"
"0","dsb_attack_out","3","","dsb_empty","1010804","0","99","1010804110","0","0.1"
"","vo_dsb_4012","21","","0","1010804","0","vo_dsb_1010804","1010804111","",""
"1","あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","11","0.2","1","1010804","10","124531","1010804112","0","0"
"","","91","","","1010804","","0","1010804113","",""
"","0","22","","","1010804","","0","1010804114","",""
"","dsb_idle_surprise1","3","","","1010804","1","124531","1010804115","","0.2"
"1","dsb_kuka_damage_dere2_in","3","","dsb_kuka_damage_dere2_loop","1010804","0","2","1010804116","0","0.1"
"","0","93","","","1010804","","0.3","1010804117","",""
"","0","32","","","1010804","","47","1010804118","",""
"","1","32","","","1010804","","48","1010804119","",""
"","se_adv_emote_heart_01","23","","","1010804","0","se_adv_emote_heart_01","1010804120","",""
"","0","93","","","1010804","","1","1010804121","",""
"","vo_dsb_4013","21","","0","1010804","0","vo_dsb_1010804","1010804122","",""
"1","……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","11","0.2","1","1010804","10","2","1010804123","0","0"
"","","91","","","1010804","","0","1010804124","",""
"","dsb_kuka_damage_dead","3","","","1010804","1","2","1010804125","","0.2"
"","dsb_talk_joy3","3","","","1010804","1","124531","1010804126","","0.2"
"","vo_dsb_4014","21","","0","1010804","0","vo_dsb_1010804","1010804127","",""
"1","よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","11","0.2","1","1010804","10","124531","1010804128","0","0"
"","","91","","","1010804","","0","1010804129","",""
"","dsb_idle_joy3","3","","","1010804","1","124531","1010804130","","0.2"
"","0","93","","","1010804","","0.3","1010804131","",""
"-345","1","5","dsb_idle_normal","-165","1010805","70","12","1010805001","0","2"
"-345","2","5","dsb_idle_normal_joy","165","1010805","70","3","1010805002","1","2"
"1","1","31","","0","1010805","0","1","1010805003","","1"
"1","3","31","","0","1010805","0","3","1010805004","","1"
"1","4","31","","0","1010805","0","4","1010805005","","1"
"1","10","31","","0","1010805","0","13","1010805006","","1"
"1","20","31","","0","1010805","0","23","1010805007","","1"
"1","30","31","","-168","1010805","155","33","1010805008","","1"
"1","31","31","","-168","1010805","-155","33","1010805009","","1"
"","170","13","","","1010805","","1","1010805010","",""
"","170","13","","","1010805","","2","1010805011","",""
"","","91","","","1010805","","0","1010805012","",""
"","se_10044200_cmn_amb","23","","","1010805","1","se_10044200","1010805013","",""
"","se_10044200_cmn_steam","23","","","1010805","0","se_10044200","1010805014","",""
"","0","93","","","1010805","","6.1","1010805015","",""
"","se_10044200_hotspring_03","23","","","1010805","1","se_10044200","1010805016","",""
"","0","93","","","1010805","","1.4","1010805017","",""
"1","dsb_talk_arm_crossed_joy","3","","dsb_talk_arm_crossed_joy_loop","1010805","0","2","1010805018","0.5","0.5"
"","vo_dsb_5001","21","","0","1010805","0","vo_dsb_1010805","1010805019","",""
"1","ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","11","0.2","1","1010805","10","2","1010805020","0","0"
"","","91","","","1010805","","0","1010805021","",""
"","dsb_idle_arm_joy_crossed","3","","","1010805","1","2","1010805022","","0.5"
"","dsb_talk_joy3","3","","","1010805","1","1","1010805023","","0.5"
"","vo_dsb_5002","21","","0","1010805","0","vo_dsb_1010805","1010805024","",""
"1","喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","11","0.2","1","1010805","10","1","1010805025","0","0"
"","","91","","","1010805","","0","1010805026","",""
"","dsb_idle_normal","3","","","1010805","1","1","1010805027","","0.5"
"","dsb_talk_arm_crossed_normal2_loop","3","","","1010805","1","2","1010805028","","0.5"
"","vo_dsb_5003","21","","0","1010805","0","vo_dsb_1010805","1010805029","",""
"1","なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","11","0.2","1","1010805","10","2","1010805030","0","0"
"","","91","","","1010805","","0","1010805031","",""
"","dsb_talk_doya_Ex1_loop","3","","","1010805","1","2","1010805032","","0.5"
"","vo_dsb_5004","21","","0","1010805","0","vo_dsb_1010805","1010805033","",""
"1","おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","11","0.2","1","1010805","10","2","1010805034","0","0"
"","","91","","","1010805","","0","1010805035","",""
"","se_10044200_get_out_water","23","","","1010805","0","se_10044200","1010805036","",""
"1","dsb_stand_up_in","3","","dsb_stand_up_loop","1010805","0","2","1010805037","0.2","0.2"
"","dsb_talk_surprise1_misato","3","","","1010805","1","1","1010805038","","0.5"
"","vo_dsb_5005","21","","0","1010805","0","vo_dsb_1010805","1010805039","",""
"1","あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","11","0.2","1","1010805","10","1","1010805040","0","0"
"","","91","","","1010805","","0","1010805041","",""
"","dsb_idle_surprise1_misato","3","","","1010805","1","1","1010805042","","0.5"
"","dsb_stand_talk_normal2","3","","","1010805","1","2","1010805043","","0.5"
"","vo_dsb_5006","21","","0","1010805","0","vo_dsb_1010805","1010805044","",""
"1","もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","11","0.2","1","1010805","10","2","1010805045","0","0"
"","","91","","","1010805","","0","1010805046","",""
"","dsb_stand_up_loop","3","","","1010805","1","2","1010805047","","0.5"
"","dsb_talk_sad2_blink2","3","","","1010805","1","1","1010805048","","0.5"
"","vo_dsb_5007","21","","0","1010805","0","vo_dsb_1010805","1010805049","",""
"1","時は金なり……\nそうね\nそういう考え方もあるわね～","11","0.2","1","1010805","10","1","1010805050","0","0"
"","","91","","","1010805","","0","1010805051","",""
"","dsb_talk_worry_misato","3","","","1010805","1","1","1010805052","","0.5"
"","vo_dsb_5008","21","","0","1010805","0","vo_dsb_1010805","1010805053","",""
"1","でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","11","0.2","1","1010805","10","1","1010805054","0","0"
"","","91","","","1010805","","0","1010805055","",""
"","dsb_stand_wish_surprise_idle","3","","","1010805","1","2","1010805056","","0.2"
"","vo_dsb_5009","21","","0","1010805","0","vo_dsb_1010805","1010805057","",""
"1","え？","11","0.2","1","1010805","10","2","1010805058","0","0"
"","","91","","","1010805","","0","1010805059","",""
"","dsb_talk_wish_nervous","3","","","1010805","1","1","1010805060","","0.2"
"","vo_dsb_5010","21","","0","1010805","0","vo_dsb_1010805","1010805061","",""
"1","疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","11","0.2","1","1010805","10","1","1010805062","0","0"
"","","91","","","1010805","","0","1010805063","",""
"","dsb_misato_talk_sad2_dere","3","","","1010805","1","1","1010805064","","0.5"
"","vo_dsb_5011","21","","0","1010805","0","vo_dsb_1010805","1010805065","",""
"1","そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","11","0.2","1","1010805","10","1","1010805066","0","0"
"","","91","","","1010805","","0","1010805067","",""
"","dsb_idle_normal_misato","3","","","1010805","1","1","1010805068","","0.5"
"","dsb_stand_thinking","3","","","1010805","1","2","1010805069","","0.2"
"","vo_dsb_5012","21","","0","1010805","0","vo_dsb_1010805","1010805070","",""
"1","た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","11","0.2","1","1010805","10","2","1010805071","0","0"
"","","91","","","1010805","","0","1010805072","",""
"1","dsb_stand_talk_guts","3","","dsb_stand_talk_guts_loop","1010805","0","2","1010805073","0.5","0.2"
"","0","22","","","1010805","","0","1010805074","",""
"","vo_dsb_5013","21","","0.9","1010805","0","vo_dsb_1010805","1010805075","",""
"1","……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","11","0.2","1","1010805","10","2","1010805076","0","0"
"","","91","","","1010805","","0","1010805077","",""
"","se_10044200_get_out_water","23","","","1010805","0","se_10044200","1010805078","",""
"1","dsb_stand_sitdown_in","3","","dsb_stand_sitdown_loop","1010805","0","2","1010805079","0.5","0.5"
"","dsb_talk_joy3","3","","","1010805","1","1","1010805080","","0.5"
"","vo_dsb_5014","21","","0","1010805","0","vo_dsb_1010805","1010805081","",""
"1","うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","11","0.2","1","1010805","10","1","1010805082","0","0"
"","","91","","","1010805","","0","1010805083","",""
"","0","93","","","1010805","","0.3","1010805084","",""
"-345","1","5","dsb_idle_normal","-165","1010806","70","11","1010806001","0","2"
"-345","2","5","dsb_idle_relax","165","1010806","70","8","1010806002","1","2"
"1","1","31","","0","1010806","0","1","1010806003","","1"
"1","3","31","","0","1010806","0","3","1010806004","","1"
"1","4","31","","0","1010806","0","4","1010806005","","1"
"1","10","31","","0","1010806","0","18","1010806006","","1"
"1","20","31","","0","1010806","0","28","1010806007","","1"
"1","30","31","","-168","1010806","155","38","1010806008","","1"
"1","31","31","","-168","1010806","-155","38","1010806009","","1"
"","170","13","","","1010806","","1","1010806010","",""
"","170","13","","","1010806","","2","1010806011","",""
"","","91","","","1010806","","0","1010806012","",""
"","se_10044200_cmn_amb","23","","","1010806","1","se_10044200","1010806013","",""
"","se_10044200_cmn_steam","23","","","1010806","0","se_10044200","1010806014","",""
"","0","93","","","1010806","","6","1010806015","",""
"","se_10044200_hotspring_08","23","","","1010806","1","se_10044200","1010806016","",""
"","0","93","","","1010806","","1.5","1010806017","",""
"","dsb_talk_memory_nervous","3","","","1010806","1","2","1010806018","","0.5"
"","vo_dsb_6001","21","","0","1010806","0","vo_dsb_1010806","1010806019","",""
"1","あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","11","0.2","1","1010806","10","2","1010806020","0","0"
"","","91","","","1010806","","0","1010806021","",""
"1","dsb_talk_guts_pain","3","","dsb_talk_guts_pain_loop","1010806","0","2","1010806022","0.5","0.5"
"","vo_dsb_6002","21","","0","1010806","0","vo_dsb_1010806","1010806023","",""
"1","ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","11","0.2","1","1010806","10","2","1010806024","0","0"
"","","91","","","1010806","","0","1010806025","",""
"","dsb_idle_guts_pain","3","","","1010806","1","2","1010806026","","0.5"
"","dsb_talk_normal_joy","3","","","1010806","1","1","1010806027","","0.5"
"","vo_dsb_6003","21","","0","1010806","0","vo_dsb_1010806","1010806028","",""
"1","入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","11","0.2","1","1010806","10","1","1010806029","0","0"
"","","91","","","1010806","","0","1010806030","",""
"","dsb_idle_normal","3","","","1010806","1","1","1010806031","","0.5"
"","dsb_talk_normal","3","","","1010806","1","2","1010806032","","0.5"
"","vo_dsb_6004","21","","0","1010806","0","vo_dsb_1010806","1010806033","",""
"1","ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","11","0.2","1","1010806","10","2","1010806034","0","0"
"","","91","","","1010806","","0","1010806035","",""
"","dsb_idle_normal","3","","","1010806","1","2","1010806036","","0.5"
"","dsb_talk_sad2_surprise","3","","","1010806","1","1","1010806037","","0.5"
"","vo_dsb_6005","21","","0","1010806","0","vo_dsb_1010806","1010806038","",""
"1","お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","11","0.2","1","1010806","10","1","1010806039","0","0"
"","","91","","","1010806","","0","1010806040","",""
"","dsb_idle_sad_talk1","3","","","1010806","1","1","1010806041","","0.5"
"","dsb_talk_normal_dere2","3","","","1010806","1","2","1010806042","","0.5"
"","vo_dsb_6006","21","","0","1010806","0","vo_dsb_1010806","1010806043","",""
"1","あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","11","0.2","1","1010806","10","2","1010806044","0","0"
"","","91","","","1010806","","0","1010806045","",""
"","dsb_idle_normal","3","","","1010806","1","2","1010806046","","0.5"
"","dsb_talk_normal_suprise1","3","","","1010806","1","1","1010806047","","0.5"
"","vo_dsb_6007","21","","0","1010806","0","vo_dsb_1010806","1010806048","",""
"1","私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","11","0.2","1","1010806","10","1","1010806049","0","0"
"","","91","","","1010806","","0","1010806050","",""
"","dsb_idle_normal","3","","","1010806","1","1","1010806051","","0.5"
"","dsb_talk_thinking_dere","3","","","1010806","1","2","1010806052","","0.5"
"","vo_dsb_6008","21","","0","1010806","0","vo_dsb_1010806","1010806053","",""
"1","あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","11","0.2","1","1010806","10","2","1010806054","0","0"
"","","91","","","1010806","","0","1010806055","",""
"","dsb_talk_worry_anger","3","","","1010806","1","2","1010806056","","0.3"
"","vo_dsb_6009","21","","0","1010806","0","vo_dsb_1010806","1010806057","",""
"1","この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","11","0.2","1","1010806","10","2","1010806058","0","0"
"","","91","","","1010806","","0","1010806059","",""
"","dsb_talk_surprise3","3","","","1010806","1","2","1010806060","","0.5"
"","vo_dsb_6010","21","","0","1010806","0","vo_dsb_1010806","1010806061","",""
"1","それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","11","0.2","1","1010806","10","2","1010806062","0","0"
"","","91","","","1010806","","0","1010806063","",""
"","dsb_idle_surprise1_sjhy2","3","","","1010806","1","2","1010806064","","0.5"
"","dsb_talk_nerrvous","3","","","1010806","1","1","1010806065","","0.5"
"","0","22","","","1010806","","0","1010806066","",""
"","vo_dsb_6011","21","","0.9","1010806","0","vo_dsb_1010806","1010806067","",""
"1","……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","11","0.2","1","1010806","10","1","1010806068","0","0"
"","","91","","","1010806","","0","1010806069","",""
"","dsb_idle_normal","3","","","1010806","1","1","1010806070","","0.5"
"1","dsb_shock_credita_in","3","","dsb_shock_credita_loop","1010806","0","2","1010806071","0.5","0.5"
"","vo_dsb_6012","21","","0","1010806","0","vo_dsb_1010806","1010806072","",""
"1","ギギギギクッ？\nどうしてそれを！？","11","0.2","1","1010806","10","2","1010806073","0","0"
"","","91","","","1010806","","0","1010806074","",""
"","dsb_idle_joy_sad","3","","","1010806","1","2","1010806075","","0.5"
"","dsb_talk_normal_joy","3","","","1010806","1","1","1010806076","","0.5"
"","vo_dsb_6013","21","","0","1010806","0","vo_dsb_1010806","1010806077","",""
"1","秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","11","0.2","1","1010806","10","1","1010806078","0","0"
"","","91","","","1010806","","0","1010806079","",""
"","dsb_talk_sad2_talkjoy2","3","","","1010806","1","1","1010806080","","0.5"
"","vo_dsb_6014","21","","0","1010806","0","vo_dsb_1010806","1010806081","",""
"1","この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","11","0.2","1","1010806","10","1","1010806082","0","0"
"","","91","","","1010806","","0","1010806083","",""
"","dsb_idle_sad_talkjoy2","3","","","1010806","1","1","1010806084","","0.5"
"1","dsb_surprise_credita","3","","dsb_talk_surprise_credita","1010806","0","2","1010806085","0.5","0.5"
"","vo_dsb_6015","21","","0","1010806","0","vo_dsb_1010806","1010806086","",""
"1","んなっ……！？\nなんてモノを入れてますの～っ！！","11","0.2","1","1010806","10","2","1010806087","0","0"
"","","91","","","1010806","","0","1010806088","",""
"","dsb_idle_joy_sad","3","","","1010806","1","2","1010806089","","0.5"
"","dsb_talk_surprise1_normal2","3","","","1010806","1","1","1010806090","","0.5"
"","vo_dsb_6016","21","","0","1010806","0","vo_dsb_1010806","1010806091","",""
"1","ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","11","0.2","1","1010806","10","1","1010806092","0","0"
"","","91","","","1010806","","0","1010806093","",""
"","dsb_idle_surprise1_sjhy","3","","","1010806","1","1","1010806094","","0.5"
"","dsb_hot_dead","3","","","1010806","1","2","1010806095","","0.3"
"","vo_dsb_6017","21","","0","1010806","0","vo_dsb_1010806","1010806096","",""
"1","だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","11","0.2","1","1010806","10","2","1010806097","0","0"
"","","91","","","1010806","","0","1010806098","",""
"","dsb_talk_thinking_surprise","3","","","1010806","1","1","1010806099","","0.3"
"","vo_dsb_6018","21","","0","1010806","0","vo_dsb_1010806","1010806100","",""
"1","途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","11","0.2","1","1010806","10","1","1010806101","0","0"
"","","91","","","1010806","","0","1010806102","",""
"","0","93","","","1010806","","0.3","1010806103","",""
"-345","1","5","dsb_idle_normal","-165","1010807","70","10","1010807001","0","2"
"-345","2","5","dsb_idle_relax_dere2","165","1010807","70","1","1010807002","1","2"
"-350","99","5","dsb_lago","-215","1010807","70","10","1010807003","0","2"
"1","1","31","","0","1010807","0","1","1010807004","","1"
"1","3","31","","0","1010807","0","3","1010807005","","1"
"1","4","31","","0","1010807","0","4","1010807006","","1"
"1","10","31","","0","1010807","0","11","1010807007","","1"
"1","20","31","","0","1010807","0","21","1010807008","","1"
"1","30","31","","-168","1010807","155","31","1010807009","","1"
"1","31","31","","-168","1010807","-155","31","1010807010","","1"
"1","32","31","","-175","1010807","-222","41","1010807011","","1"
"","170","13","","","1010807","","1","1010807012","",""
"","170","13","","","1010807","","2","1010807013","",""
"","","91","","","1010807","","0","1010807014","",""
"","se_10044200_cmn_amb","23","","","1010807","1","se_10044200","1010807015","",""
"","se_10044200_cmn_steam","23","","","1010807","0","se_10044200","1010807016","",""
"","0","93","","","1010807","","6","1010807017","",""
"","se_10044200_hotspring_01","23","","","1010807","1","se_10044200","1010807018","",""
"","0","93","","","1010807","","1.5","1010807019","",""
"","dsb_talk_relax_nervous","3","","","1010807","1","2","1010807020","","0.5"
"","vo_dsb_7001","21","","0","1010807","0","vo_dsb_1010807","1010807021","",""
"1","はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","11","0.2","1","1010807","10","2","1010807022","0","0"
"","","91","","","1010807","","0","1010807023","",""
"","dsb_idle_relax_dere2","3","","","1010807","1","2","1010807024","","0.5"
"","dsb_talk_joy3","3","","","1010807","1","1","1010807025","","0.5"
"","vo_dsb_7002","21","","0","1010807","0","vo_dsb_1010807","1010807026","",""
"1","ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","11","0.2","1","1010807","10","1","1010807027","0","0"
"","","91","","","1010807","","0","1010807028","",""
"","dsb_idle_normal","3","","","1010807","1","1","1010807029","","0.5"
"","dsb_talk_surprise1_joy2","3","","","1010807","1","2","1010807030","","0.5"
"","vo_dsb_7003","21","","0","1010807","0","vo_dsb_1010807","1010807031","",""
"1","よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","11","0.2","1","1010807","10","2","1010807032","0","0"
"","1","93","","","1010807","","3.2","1010807033","",""
"","dsb_talk_surprise2","3","","","1010807","1","2","1010807034","","0.5"
"","","91","","","1010807","","1010807032","1010807035","",""
"","dsb_idle_surprise2","3","","","1010807","1","2","1010807036","","0.5"
"","dsb_talk_joy3","3","","","1010807","1","1","1010807037","","0.5"
"","vo_dsb_7004","21","","0","1010807","0","vo_dsb_1010807","1010807038","",""
"1","わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","11","0.2","1","1010807","10","1","1010807039","0","0"
"","","91","","","1010807","","0","1010807040","",""
"","dsb_idle_normal","3","","","1010807","1","1","1010807041","","0.5"
"","dsb_talk_sad_shy","3","","","1010807","1","2","1010807042","","0.5"
"","vo_dsb_7005","21","","0","1010807","0","vo_dsb_1010807","1010807043","",""
"1","誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","11","0.2","1","1010807","10","2","1010807044","0","0"
"","","91","","","1010807","","0","1010807045","",""
"","dsb_idle_sad","3","","","1010807","1","2","1010807046","","0.5"
"","dsb_talk_thinking_joy","3","","","1010807","1","1","1010807047","","0.5"
"","vo_dsb_7006","21","","0","1010807","0","vo_dsb_1010807","1010807048","",""
"1","人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","11","0.2","1","1010807","10","1","1010807049","0","0"
"","","91","","","1010807","","0","1010807050","",""
"","dsb_idle_arm_crossed","3","","","1010807","1","1","1010807051","","0.5"
"1","dsb_talk_arm_crossed_normal2","3","","dsb_talk_arm_crossed_normal2_loop","1010807","0","2","1010807052","0.5","0.3"
