23ad39943447060fb0ed96ea5686e1778fb2f436e8da8560de0b65c178f448a5,ed2b96381d367a231680ca0b25f84d04e295ca05f98d483afb56b4b5ae30a90c,9bfaa11e193d631610c85f525de1d58e510fafdaea78eddbe0a412c6b3f64641,54d1d46d951917ec26726d94ba132ff605a4a0dbbf27f23d109fc8c090503d67,c707a9aa1cb2ed5d02a53a0140974b1994b3e164b24b20474b8054503237727c,5c6b4773e3dcf2fc3cffb8c2e18d53cce8209f183d24db4c26ad6d03963f33ce,009098d9cd1d580d8a4a1a2d3948f0a99f438c99cf2a117bee8b7900816eb4c3,2b93ae33318e20da272eee37ec5f16bf5fd4cf7d897bf3468879fb87117e89b1,333f3467278fec978252067382c0974ced285fd07c43093bf997bc9a38d61363,960e15c7e0bf61e3db8fea91ac63c871257f3a47047315ea094155a8ff76ffef,d289a44e20707422e246c43d6a966e162fa7144e39506bd757db3a093afd1f00
"3","0","204020","cgg_talk_surprise1","cgg_surprise","0.2","1","","102811","0","204"
"12","1.4","204021","","4","0.2","","","102811","","204"
"93","","204022","","0","","","","3","","204"
"3","1","204023","","cgg_idle_def","0.2","","","102811","","204"
"3","1","204024","","cgg_idle_reaction3","0.2","","","1","","204"
"12","1.4","204025","","11","0.2","","","1","","204"
"93","","204026","","0","","","","3","","204"
"3","1","204027","","cgg_idle_normal","0.2","","","1","","204"
"3","1","204028","","cgg_talk_joy3_blink","0.2","","","102811","","204"
"12","1.4","204029","","10","0.2","","","102811","","204"
"93","","204030","","0","","","","3","","204"
"101","","204031","","0","","","","204015","","204"
"22","","204032","","0.5","","","","0","","204"
"6","1","204033","1","1","0.1","0","","1","0","204"
"6","1","204034","1","1","0.1","0","","102811","0","204"
"93","","204035","","0","","","","0.1","","204"
"3","1","204036","","cgg_idle_normal","0","","","1","","204"
"3","1","204037","","cgg_idle_def","0","","","102811","","204"
"5","100","205001","-420","1","160","-230","cgg_idle_normal","1","0","205"
"1","100","205002","420","102511","1.6","-230","cgg_idle_def","1","1","205"
"6","1","205003","1","1","0.1","1","","1","0","205"
"6","1","205004","1","1","0.1","1","","102511","0","205"
"93","","205005","","0","","","","0.2","","205"
"21","0","205006","0","vo_minigame_1007_top_talk_11_017","","","","vo_minigame_1007","","205"
"11","6","205007","0","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","0","0","0","102511","0","205"
"3","0","205008","cgg_idle_surprise2","cgg_surprise2","0.2","1","","1","0","205"
"3","0","205009","cgg_talk_surprise1","cgg_surprise","0.2","1","","102511","0","205"
"93","","205010","","0","","","","5.5","","205"
"3","0","205011","cgg_idle_shock","cgg_shock","0.2","1","","1","0","205"
"3","1","205012","","cgg_talk_sad2","0.2","1","","102511","0","205"
"91","","205013","","","","","","205007","","205"
"93","","205014","","0","","","","0.5","","205"
"3","1","205015","","cgg_idle_def","0.2","","","102511","","205"
"3","1","205016","","cgg_idle_reaction4","0.2","","","1","","205"
"12","1.4","205017","","2","0.2","","","1","","205"
"93","","205018","","0","","","","3","","205"
"3","1","205019","","cgg_idle_normal","0.2","","","1","","205"
"3","1","205020","","cgg_idle_tsun","0.2","","","102511","","205"
"12","1.4","205021","","5","0.2","","","102511","","205"
"93","","205022","","0","","","","3","","205"
"3","1","205023","","cgg_idle_def","0.2","","","102511","","205"
"3","1","205024","","cgg_idle_surprise_sad","0.2","","","1","","205"
"12","1.4","205025","","1","0.2","","","1","","205"
"93","","205026","","0","","","","3","","205"
"3","1","205027","","cgg_idle_normal","0.2","","","1","","205"
"3","1","205028","","cgg_talk_sad2","0.2","","","102511","","205"
"12","1.4","205029","","15","0.2","","","102511","","205"
"93","","205030","","0","","","","3","","205"
"101","","205031","","0","","","","205015","","205"
"22","","205032","","0.5","","","","0","","205"
"6","1","205033","1","1","0.1","0","","1","0","205"
"6","1","205034","1","1","0.1","0","","102511","0","205"
"93","","205035","","0","","","","0.1","","205"
"3","1","205036","","cgg_idle_normal","0","","","1","","205"
"3","1","205037","","cgg_idle_def","0","","","102511","","205"
"5","100","206001","-420","1","160","-230","cgg_idle_normal","1","0","206"
"1","100","206002","420","110911","1.6","-230","cgg_idle_def","1","1","206"
"6","1","206003","1","1","0.1","1","","1","0","206"
"6","1","206004","1","1","0.1","1","","110911","0","206"
"93","","206005","","0","","","","0.2","","206"
"21","0","206006","0","vo_minigame_1007_top_talk_12_018","","","","vo_minigame_1007","","206"
"11","6","206007","0","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","0","0","0","110911","0","206"
"3","0","206008","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","206"
"3","1","206009","","cgg_talk_joy1_normal","0.2","","","110911","","206"
"93","","206010","","0","","","","2.3","","206"
"3","1","206011","","cgg_idle_surprise2","0.2","","","1","","206"
"3","1","206012","","cgg_talk_joy3_blink2","0.2","","","110911","","206"
"93","","206013","","0","","","","3.2","","206"
"3","0","206014","cgg_idle_reaction1","cgg_talk_handsup","0.2","1","","1","0","206"
"3","0","206015","cgg_idle_guts_anger","cgg_talk_guts_anger_NoBlink","0.2","1","","110911","0","206"
"91","","206016","","","","","","206007","","206"
"93","","206017","","0","","","","0.5","","206"
"3","1","206018","","cgg_idle_def","0.2","","","110911","","206"
"3","0","206019","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","206"
"12","1.4","206020","","10","0.2","","","1","","206"
"93","","206021","","0","","","","3","","206"
"3","1","206022","","cgg_idle_normal","0.2","","","1","","206"
"3","1","206023","","cgg_talk_sad","0.2","","","110911","","206"
"12","1.4","206024","","5","0.2","","","110911","","206"
"93","","206025","","0","","","","3","","206"
"3","1","206026","","cgg_idle_def","0.2","","","110911","","206"
"3","0","206027","cgg_idle_surprise2","cgg_surprise2","0.2","1","","1","0","206"
"12","1.4","206028","","4","0.2","","","1","","206"
"93","","206029","","0","","","","3","","206"
"3","1","206030","","cgg_idle_normal","0.2","","","1","","206"
"3","0","206031","cgg_idle_guts_anger","cgg_talk_guts_anger","0.2","1","","110911","0","206"
"12","1.4","206032","","11","0.2","","","110911","","206"
"93","","206033","","0","","","","3","","206"
"101","","206034","","0","","","","206018","","206"
"22","","206035","","0.5","","","","0","","206"
"6","1","206036","1","1","0.1","0","","1","0","206"
"6","1","206037","1","1","0.1","0","","110911","0","206"
"93","","206038","","0","","","","0.1","","206"
"3","1","206039","","cgg_idle_normal","0","","","1","","206"
"3","1","206040","","cgg_idle_def","0","","","110911","","206"
"5","100","301001","-420","1","160","-230","cgg_idle_normal","1","0","301"
"1","100","301002","420","105811","1.6","-230","cgg_idle_def","1","1","301"
"6","1","301003","1","1","0.1","1","","1","0","301"
"6","1","301004","1","1","0.1","1","","105811","0","301"
"93","","301005","","0","","","","0.2","","301"
"21","0","301006","0","vo_minigame_1007_top_talk_13_019","","","","vo_minigame_1007","3","301"
"11","6","301007","0","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","0","0","0","105811","0","301"
"3","1","301008","","cgg_idle_reaction1","0.2","","","1","","301"
"3","0","301009","cgg_talk_surprise_kira","cgg_surprise_kira","0.2","1","","105811","0","301"
"93","","301010","","0","","","","1.7","","301"
"3","0","301011","cgg_idle_nod","cgg_talk_nod","0.2","1","","1","0","301"
"3","1","301012","","cgg_talk_joy1_normal","0.2","","","105811","","301"
"93","","301013","","0","","","","1.8","","301"
"3","0","301014","cgg_idle_reaction3","cgg_joy","0.2","1","","1","0","301"
"3","0","301015","cgg_idle_def","cgg_handclap_def_N","0.2","1","","105811","0.2","301"
"91","","301016","","","","","","301007","","301"
"93","","301017","","0","","","","0.5","","301"
"3","0","301018","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","301"
"12","1.4","301019","","10","0.2","","","1","","301"
"93","","301020","","0","","","","3","","301"
"3","1","301021","","cgg_idle_normal","0.2","","","1","","301"
"3","0","301022","cgg_talk_surprise_kira","cgg_surprise_kira","0.2","1","","105811","0","301"
"12","1.4","301023","","7","0.2","","","105811","","301"
"93","","301024","","0","","","","3","","301"
"3","1","301025","","cgg_idle_def","0.2","","","105811","","301"
"3","1","301026","","cgg_idle_surprise3","0.2","","","1","","301"
"12","1.4","301027","","6","0.2","","","1","","301"
"93","","301028","","0","","","","3","","301"
"3","1","301029","","cgg_idle_normal","0.2","","","1","","301"
"3","1","301030","","cgg_idle_joy3","0.1","","","105811","","301"
"12","1.4","301031","","10","0.2","","","105811","","301"
"93","","301032","","0","","","","3","","301"
"3","1","301033","","cgg_idle_def","0.2","","","105811","","301"
"101","","301034","","0","","","","301018","","301"
"22","","301035","","0.5","","","","0","","301"
"6","1","301036","1","1","0.1","0","","1","0","301"
"6","1","301037","1","1","0.1","0","","105811","0","301"
"93","","301038","","0","","","","0.1","","301"
"3","1","301039","","cgg_idle_normal","0","","","1","","301"
"3","1","301040","","cgg_idle_def","0","","","105811","","301"
"5","100","302001","-420","1","160","-230","cgg_idle_normal","1","0","302"
"1","100","302002","420","105911","1.6","-230","cgg_idle_def","1","1","302"
"6","1","302003","1","1","0.1","1","","1","0","302"
"6","1","302004","1","1","0.1","1","","105911","0","302"
"93","","302005","","0","","","","0.2","","302"
"21","0","302006","0","vo_minigame_1007_top_talk_14_020","","","","vo_minigame_1007","","302"
"11","6","302007","0","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","0","0","0","105911","0","302"
"3","1","302008","","cgg_idle_reaction5","0.2","","","1","","302"
"3","1","302009","","cgg_talk_joy3","0.2","","","105911","","302"
"93","","302010","","0","","","","4.5","","302"
"3","0","302011","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","302"
"3","1","302012","","cgg_talk_wish","0.2","","","105911","","302"
"91","","302013","","","","","","302007","","302"
"93","","302014","","0","","","","0.5","","302"
"3","1","302015","","cgg_idle_def","0.2","","","105911","","302"
"3","0","302016","cgg_idle_nod","cgg_talk_nod","0.2","1","","1","0","302"
"12","1.4","302017","","6","0.2","","","1","","302"
"93","","302018","","0","","","","3","","302"
"3","1","302019","","cgg_idle_normal","0.2","","","1","","302"
"3","1","302020","","cgg_talk_joy3_blink","0.2","","","105911","","302"
"12","1.4","302021","","7","0.2","","","105911","","302"
"93","","302022","","0","","","","3","","302"
"3","1","302023","","cgg_idle_def","0.2","","","105911","","302"
"3","1","302024","","cgg_idle_reaction3","0.2","","","1","","302"
"12","1.4","302025","","10","0.2","","","1","","302"
"93","","302026","","0","","","","3","","302"
"3","1","302027","","cgg_idle_normal","0.2","","","1","","302"
"3","0","302028","cgg_idle_guts","cgg_talk_guts","0.2","1","","105911","0","302"
"12","1.4","302029","","11","0.2","","","105911","","302"
"93","","302030","","0","","","","3","","302"
"101","","302031","","0","","","","302015","","302"
"22","","302032","","0.5","","","","0","","302"
"6","1","302033","1","1","0.1","0","","1","0","302"
"6","1","302034","1","1","0.1","0","","105911","0","302"
"93","","302035","","0","","","","0.1","","302"
"3","1","302036","","cgg_idle_normal","0","","","1","","302"
"3","1","302037","","cgg_idle_def","0","","","105911","","302"
"5","100","303001","-420","1","160","-230","cgg_idle_normal","1","0","303"
"1","100","303002","420","106011","1.6","-230","cgg_idle_def","1","1","303"
"6","1","303003","1","1","0.1","1","","1","0","303"
"6","1","303004","1","1","0.1","1","","106011","0","303"
"93","","303005","","0","","","","0.2","","303"
"21","0","303006","0","vo_minigame_1007_top_talk_15_021","","","","vo_minigame_1007","","303"
"11","6","303007","0","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","0","0","0","106011","0","303"
"3","0","303008","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","303"
"3","0","303009","cgg_talk_surprise1","cgg_surprise","0.2","1","","106011","0","303"
"93","","303010","","0","","","","3","","303"
"3","1","303011","","cgg_talk_joy1_normal","0.2","","","106011","","303"
"93","","303012","","0","","","","2.1","","303"
"3","0","303013","cgg_idle_reaction1","cgg_talk_handsup","0.2","1","","1","0","303"
"3","0","303014","cgg_idle_doya","cgg_talk_doya","0.2","1","","106011","0","303"
"91","","303015","","","","","","303007","","303"
"93","","303016","","0","","","","0.5","","303"
"3","1","303017","","cgg_idle_def","0.2","","","106011","","303"
"3","0","303018","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","303"
"12","1.4","303019","","6","0.2","","","1","","303"
"93","","303020","","0","","","","3","","303"
"3","1","303021","","cgg_idle_normal","0.2","","","1","","303"
"3","0","303022","cgg_talk_surprise1","cgg_surprise","0.2","1","","106011","0","303"
"12","1.4","303023","","4","0.2","","","106011","","303"
"93","","303024","","0","","","","3","","303"
"3","1","303025","","cgg_idle_def","0.2","","","106011","","303"
"3","0","303026","cgg_idle_guts2","cgg_talk_guts2","0.2","1","","1","0","303"
"12","1.4","303027","","7","0.2","","","1","","303"
"93","","303028","","0","","","","3","","303"
"3","1","303029","","cgg_idle_normal","0.2","","","1","","303"
"3","1","303030","","cgg_idle_bitter","0.2","","","106011","","303"
"12","1.4","303031","","1","0.2","","","106011","","303"
"93","","303032","","0","","","","3","","303"
"101","","303033","","0","","","","303017","","303"
"22","","303034","","0.5","","","","0","","303"
"6","1","303035","1","1","0.1","0","","1","0","303"
"6","1","303036","1","1","0.1","0","","106011","0","303"
"93","","303037","","0","","","","0.1","","303"
"3","1","303038","","cgg_idle_normal","0","","","1","","303"
"3","1","303039","","cgg_idle_def","0","","","106011","","303"
"5","100","304001","-420","1","160","-230","cgg_idle_normal","1","0","304"
"1","100","304002","420","106411","1.6","-230","cgg_idle_def","1","1","304"
"6","1","304003","1","1","0.1","1","","1","0","304"
"6","1","304004","1","1","0.1","1","","106411","0","304"
"93","","304005","","0","","","","0.2","","304"
"21","0","304006","0","vo_minigame_1007_top_talk_16_022","","","","vo_minigame_1007","","304"
"11","5","304007","0","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","0","0","0","106411","0","304"
"3","0","304008","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","304"
"3","0","304009","cgg_talk_surprise_dere","cgg_surprise_dere","0.2","2","","106411","0","304"
"93","","304010","","0","","","","5.2","","304"
"3","1","304011","","cgg_talk_joy3","0.2","","","106411","","304"
"91","","304012","","","","","","304007","","304"
"93","","304013","","0","","","","0.5","","304"
"3","1","304014","","cgg_idle_def","0.2","","","106411","","304"
"3","1","304015","","cgg_idle_surprise3","0.2","","","1","","304"
"12","1.4","304016","","6","0.2","","","1","","304"
"93","","304017","","0","","","","3","","304"
"3","1","304018","","cgg_idle_normal","0.2","","","1","","304"
"3","1","304019","","cgg_talk_joy1","0.2","","","106411","","304"
"12","1.4","304020","","10","0.2","","","106411","","304"
"93","","304021","","0","","","","3","","304"
"3","1","304022","","cgg_idle_def","0.2","","","106411","","304"
"3","0","304023","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","304"
"12","1.4","304024","","6","0.2","","","1","","304"
"93","","304025","","0","","","","3","","304"
"3","1","304026","","cgg_idle_normal","0.2","","","1","","304"
"3","0","304027","cgg_talk_surprise_kira","cgg_surprise_kira","0.2","1","","106411","0","304"
"12","1.4","304028","","7","0.2","","","106411","","304"
"93","","304029","","0","","","","3","","304"
"101","","304030","","0","","","","304015","","304"
"22","","304031","","0.5","","","","0","","304"
"6","1","304032","1","1","0.1","0","","1","0","304"
"6","1","304033","1","1","0.1","0","","106411","0","304"
"93","","304034","","0","","","","0.1","","304"
"3","1","304035","","cgg_idle_normal","0","","","1","","304"
"3","1","304036","","cgg_idle_def","0","","","106411","","304"
"5","100","305001","-420","1","160","-230","cgg_idle_normal","1","0","305"
"1","100","305002","420","110911","1.6","-230","cgg_idle_def","1","1","305"
"6","1","305003","1","1","0.1","1","","1","0","305"
"6","1","305004","1","1","0.1","1","","110911","0","305"
"93","","305005","","0","","","","0.2","","305"
"21","0","305006","0","vo_minigame_1007_top_talk_17_023","","","","vo_minigame_1007","","305"
"11","6","305007","0","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","0","0","0","110911","0","305"
"3","0","305008","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","305"
"3","1","305009","","cgg_talk_joy1","0.2","","","110911","","305"
"93","","305010","","0","","","","1.9","","305"
"3","1","305011","","cgg_idle_nod","0.2","","","1","","305"
"3","1","305012","","cgg_talk_joy3_dere","0.2","","","110911","","305"
"91","","305013","","","","","","305007","","305"
"93","","305014","","0","","","","0.5","","305"
"3","1","305015","","cgg_idle_def","0.2","","","110911","","305"
"3","0","305016","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","305"
"12","1.4","305017","","6","0.2","","","1","","305"
"93","","305018","","0","","","","3","","305"
"3","1","305019","","cgg_idle_normal","0.2","","","1","","305"
"3","1","305020","","cgg_talk_joy3","0.2","","","110911","","305"
"12","1.4","305021","","10","0.2","","","110911","","305"
"93","","305022","","0","","","","3","","305"
"3","1","305023","","cgg_idle_def","0.2","","","110911","","305"
"3","1","305024","","cgg_idle_reaction3","0.2","","","1","","305"
"12","1.4","305025","","10","0.2","","","1","","305"
"93","","305026","","0","","","","3","","305"
"3","1","305027","","cgg_idle_normal","0.2","","","1","","305"
"3","0","305028","cgg_idle_arm_crossed","cgg_talk_arm_crossed","0.2","1","","110911","0","305"
"12","1.4","305029","","7","0.2","","","110911","","305"
"93","","305030","","0","","","","3","","305"
"101","","305031","","0","","","","305015","","305"
"22","","305032","","0.5","","","","0","","305"
"6","1","305033","1","1","0.1","0","","1","0","305"
"6","1","305034","1","1","0.1","0","","110911","0","305"
"93","","305035","","0","","","","0.1","","305"
"3","1","305036","","cgg_idle_normal","0","","","1","","305"
"3","1","305037","","cgg_idle_def","0","","","110911","","305"
"5","100","306001","-420","1","160","-230","cgg_idle_normal","1","0","306"
"1","100","306002","290","117211","1.6","-230","cgg_idle_def","1","1","306"
"1","101","306003","405","117311","1.6","-230","cgg_idle_def","1","1","306"
"1","102","306004","520","117411","1.6","-230","cgg_idle_def","1","1","306"
"6","1","306005","1","1","0.1","1","","1","0","306"
"6","1","306006","1","1","0.1","1","","117211","0","306"
"6","1","306007","1","1","0.1","1","","117311","0","306"
"6","1","306008","1","1","0.1","1","","117411","0","306"
"93","","306009","","0","","","","0.2","","306"
"21","0","306010","0","vo_minigame_1007_top_talk_18_024","","","","vo_minigame_1007","","306"
"11","7","306011","0","私たちのグッズを\n全部集めてくれて\nありがとう♪","0","0","0","117211","0","306"
"3","1","306012","","cgg_idle_reaction1","0.2","","","1","","306"
"3","1","306013","","cgg_talk_joy1_normal","0.2","","","117211","","306"
"93","","306014","","0","","","","2.4","","306"
"3","0","306015","cgg_idle_reaction3","cgg_joy","0.2","1","","1","0","306"
"3","1","306016","","cgg_talk_surprise_nozomi","0.2","","","117211","","306"
"91","","306017","","","","","","306011","","306"
"3","1","306018","","cgg_idle_def","0.2","","","117211","","306"
"21","0","306019","0","vo_minigame_1007_top_talk_18_025","","","","vo_minigame_1007","","306"
"11","5","306020","0","全部集めてしまう\nなんて、驚きました\nおめでとうございます","0","0","0","117311","0","306"
"3","0","306021","cgg_idle_doya","cgg_talk_doya","0.2","1","","1","0","306"
"3","1","306022","","cgg_talk_surprise1","0.2","","","117311","","306"
"93","","306023","","0","","","","4.5","","306"
"3","1","306024","","cgg_idle_reaction5","0.2","","","1","","306"
"3","1","306025","","cgg_talk_wish","0.2","","","117311","","306"
"91","","306026","","","","","","306020","","306"
"3","1","306027","","cgg_idle_def","0.2","","","117311","","306"
"21","0","306028","0","vo_minigame_1007_top_talk_18_026","","","","vo_minigame_1007","","306"
"11","5","306029","0","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","0","0","0","117411","0","306"
"3","1","306030","","cgg_idle_surprise1","0.2","","","1","","306"
"3","1","306031","","cgg_idle_tsun","0.2","","","117411","","306"
"93","","306032","","0","","","","4.3","","306"
"3","0","306033","cgg_idle_guts2","cgg_talk_guts2","0.2","1","","1","0","306"
"3","1","306034","","cgg_talk_joy1","0.2","","","117411","","306"
"91","","306035","","","","","","306029","","306"
"93","","306036","","0","","","","0.5","","306"
"3","1","306037","","cgg_idle_def","0.2","","","117411","","306"
"3","1","306038","","cgg_idle_normal","0.2","","","1","","306"
"3","1","306039","","cgg_talk_joy1","0.2","","","117211","","306"
"12","1.4","306040","","10","0.2","","","117211","","306"
"93","","306041","","0","","","","3","","306"
"3","1","306042","","cgg_idle_def","0.2","","","117211","","306"
"3","1","306043","","cgg_talk_wish","0.2","","","117311","","306"
"12","1.4","306044","","7","0.2","","","117311","","306"
"93","","306045","","0","","","","3","","306"
"3","1","306046","","cgg_idle_def","0.2","","","117311","","306"
"3","0","306047","cgg_idle_guts","cgg_talk_guts","0.2","1","","117411","0","306"
"12","1.4","306048","","4","0.2","","","117411","","306"
"93","","306049","","0","","","","3","","306"
"3","1","306050","","cgg_idle_def","0.2","","","117411","","306"
"3","1","306051","","cgg_idle_reaction3","0.2","","","1","","306"
"12","1.4","306052","","6","0.2","","","1","","306"
"93","","306053","","0","","","","3","","306"
"101","","306054","","0","","","","306038","","306"
"22","","306055","","0.5","","","","0","","306"
"6","1","306056","1","1","0.1","0","","1","0","306"
"6","1","306057","1","1","0.1","0","","117211","0","306"
"6","1","306058","1","1","0.1","0","","117311","0","306"
"6","1","306059","1","1","0.1","0","","117411","0","306"
"93","","306060","","0","","","","0.1","","306"
"3","1","306061","","cgg_idle_normal","0","","","1","","306"
"3","1","306062","","cgg_idle_def","0","","","117211","","306"
"3","1","306063","","cgg_idle_def","0","","","117311","","306"
"3","1","306064","","cgg_idle_def","0","","","117411","","306"
