232af049d2e1cc10a32e5c8d40fa5a1f9d7f9227dc1d4bb02da6ec12cac66a4c,07663363309d0f3e68c575f668ea537a0bf501733f8947fb177889c150bd5928,c19304b5d90a390d45caeb2092f12fc6a5edb437e421e4adfc596192948485b4,e683ad9e4795da8ac3a181ae38cabee1122fd1a003165300cd2ba3c304fa085f,580fed5c29a14b6a6ff29bfa469cc079a72535cf49ae5550c12dd6db9dff5892,e82fda16c4cdefaf255dae162fa8c77d300ffbd9b083cbbf43d6ec7697c8b5f7,d7201aad026764ef55f9a6d054915b6da1b7e6aa4a5e96200d6b40338d4abb03,b3466fc94fc9fc8541a1f2797cbe932c79be047126ea4758ccbf32adba254231
"15521","4","0","5","0","0","84","0"
"15531","4","0","5","0","0","126","0"
"15541","4","0","5","0","0","168","0"
"15551","4","0","5","0","0","210","0"
"15611","1","0","2","0","0","94","0"
"15621","1","0","2","0","0","188","0"
"15631","1","0","2","0","0","282","0"
"15641","1","0","2","0","0","376","0"
"15651","1","0","2","0","0","470","0"
"15711","4","0","3","0","0","42","0"
"15721","4","0","3","0","0","84","0"
"15731","4","0","3","0","0","126","0"
"15741","4","0","3","0","0","168","0"
"15751","4","0","3","0","0","210","0"
"15811","5","0","6","0","0","15","0"
"15821","5","0","6","0","0","30","0"
"15831","5","0","6","0","0","45","0"
"15841","5","0","6","0","0","60","0"
"15851","5","0","6","0","0","75","0"
"15911","2","0","7","0","0","20","0"
"15921","2","0","7","0","0","40","0"
"15931","2","0","7","0","0","60","0"
"15941","2","0","7","0","0","80","0"
"15951","2","0","7","0","0","100","0"
"16011","3","0","3","0","0","44","0"
"16021","3","0","3","0","0","88","0"
"16031","3","0","3","0","0","132","0"
"16041","3","0","3","0","0","176","0"
"16051","3","0","3","0","0","220","0"
"16111","4","0","100","0","0","1","0"
"16121","4","0","100","0","0","2","0"
"16131","4","0","100","0","0","3","0"
"16211","5","0","1","0","0","64","0"
"16221","5","0","1","0","0","128","0"
"16231","5","0","1","0","0","192","0"
"16241","5","0","1","0","0","256","0"
"16251","5","0","1","0","0","320","0"
"16311","2","0","3","0","0","42","0"
"16321","2","0","3","0","0","84","0"
"16331","2","0","3","0","0","126","0"
"16341","2","0","3","0","0","168","0"
"16351","2","0","3","0","0","210","0"
"16411","3","0","5","0","0","44","0"
"16421","3","0","5","0","0","88","0"
"16431","3","0","5","0","0","132","0"
"16441","3","0","5","0","0","176","0"
"16451","3","0","5","0","0","220","0"
"16511","5","0","5","0","0","44","0"
"16521","5","0","5","0","0","88","0"
"16531","5","0","5","0","0","132","0"
"16541","5","0","5","0","0","176","0"
"16551","5","0","5","0","0","220","0"
"16611","1","3","3","2","5","42","4"
"16621","1","3","3","2","5","84","4"
"16631","1","3","3","2","5","126","4"
"16641","1","3","3","2","5","168","4"
"16651","1","3","3","2","5","210","4"
"16711","1","0","6","0","0","20","0"
"16721","1","0","6","0","0","40","0"
"16731","1","0","6","0","0","60","0"
"16741","1","0","6","0","0","80","0"
"16751","1","0","6","0","0","100","0"
"16811","3","0","5","0","0","46","0"
"16821","3","0","5","0","0","92","0"
"16831","3","0","5","0","0","138","0"
"16841","3","0","5","0","0","184","0"
"16851","3","0","5","0","0","230","0"
"16911","4","0","4","0","0","94","0"
"16921","4","0","4","0","0","188","0"
"16931","4","0","4","0","0","282","0"
"16941","4","0","4","0","0","376","0"
"16951","4","0","4","0","0","470","0"
"17011","5","0","6","0","0","20","0"
"17021","5","0","6","0","0","40","0"
"17031","5","0","6","0","0","60","0"
"17041","5","0","6","0","0","80","0"
"17051","5","0","6","0","0","100","0"
"17111","1","0","5","0","0","46","0"
"17121","1","0","5","0","0","92","0"
"17131","1","0","5","0","0","138","0"
"17141","1","0","5","0","0","184","0"
"17151","1","0","5","0","0","230","0"
"17211","1","0","4","0","0","94","0"
"17221","1","0","4","0","0","188","0"
"17231","1","0","4","0","0","282","0"
"17241","1","0","4","0","0","376","0"
"17251","1","0","4","0","0","470","0"
"17311","2","0","1","0","0","50","0"
"17321","2","0","1","0","0","100","0"
"17331","2","0","1","0","0","150","0"
"17341","2","0","1","0","0","200","0"
"17351","2","0","1","0","0","250","0"
"17411","5","0","7","0","0","20","0"
"17421","5","0","7","0","0","40","0"
"17431","5","0","7","0","0","60","0"
"17441","5","0","7","0","0","80","0"
"17451","5","0","7","0","0","100","0"
"17511","1","0","3","0","0","42","0"
"17521","1","0","3","0","0","84","0"
"17531","1","0","3","0","0","126","0"
"17541","1","0","3","0","0","168","0"
"17551","1","0","3","0","0","210","0"
"17611","3","0","100","0","0","1","0"
"17621","3","0","100","0","0","2","0"
"17711","4","0","101","0","0","1","0"
"17721","4","0","101","0","0","2","0"
"17731","4","0","101","0","0","3","0"
"17811","1","0","1","0","0","50","0"
"17821","1","0","1","0","0","100","0"
"17831","1","0","1","0","0","150","0"
"17841","1","0","1","0","0","200","0"
"17851","1","0","1","0","0","250","0"
"17911","3","0","1","0","0","52","0"
"17921","3","0","1","0","0","104","0"
"17931","3","0","1","0","0","156","0"
"17941","3","0","1","0","0","208","0"
"17951","3","0","1","0","0","260","0"
"18011","4","0","3","0","0","44","0"
"18021","4","0","3","0","0","88","0"
"18031","4","0","3","0","0","132","0"
"18041","4","0","3","0","0","176","0"
"18051","4","0","3","0","0","220","0"
"18111","5","0","100","0","0","1","0"
"18121","5","0","100","0","0","2","0"
"18211","2","0","6","0","0","20","0"
"18221","2","0","6","0","0","40","0"
"18231","2","0","6","0","0","60","0"
"18241","2","0","6","0","0","80","0"
"18251","2","0","6","0","0","100","0"
"18311","3","0","4","0","0","92","0"
"18321","3","0","4","0","0","184","0"
"18331","3","0","4","0","0","276","0"
"18341","3","0","4","0","0","368","0"
"18351","3","0","4","0","0","460","0"
"18411","4","0","5","0","0","44","0"
"18421","4","0","5","0","0","88","0"
"18431","4","0","5","0","0","132","0"
"18441","4","0","5","0","0","176","0"
"18451","4","0","5","0","0","220","0"
"18511","1","0","1","0","0","52","0"
"18521","1","0","1","0","0","104","0"
"18531","1","0","1","0","0","156","0"
"18541","1","0","1","0","0","208","0"
"18551","1","0","1","0","0","260","0"
"18611","4","0","1","0","0","64","0"
"18621","4","0","1","0","0","128","0"
"18631","4","0","1","0","0","192","0"
"18641","4","0","1","0","0","256","0"
"18651","4","0","1","0","0","320","0"
"18711","5","0","4","0","0","94","0"
"18721","5","0","4","0","0","188","0"
"18731","5","0","4","0","0","282","0"
"18741","5","0","4","0","0","376","0"
"18751","5","0","4","0","0","470","0"
"18811","2","0","1","0","0","52","0"
"18821","2","0","1","0","0","104","0"
"18831","2","0","1","0","0","156","0"
"18841","2","0","1","0","0","208","0"
"18851","2","0","1","0","0","260","0"
"18911","3","0","101","0","0","1","0"
"18921","3","0","101","0","0","2","0"
"18931","3","0","101","0","0","3","0"
"19011","1","0","100","0","0","1","0"
"19021","1","0","100","0","0","2","0"
"19111","2","0","4","0","0","92","0"
"19121","2","0","4","0","0","184","0"
"19131","2","0","4","0","0","276","0"
"19141","2","0","4","0","0","368","0"
"19151","2","0","4","0","0","460","0"
"19211","3","0","7","0","0","20","0"
"19221","3","0","7","0","0","40","0"
"19231","3","0","7","0","0","60","0"
"19241","3","0","7","0","0","80","0"
"19251","3","0","7","0","0","100","0"
"19311","5","0","3","0","0","46","0"
"19321","5","0","3","0","0","92","0"
"19331","5","0","3","0","0","138","0"
"19341","5","0","3","0","0","184","0"
"19351","5","0","3","0","0","230","0"
"19411","1","3","2","2","5","90","4"
"19421","1","3","2","2","5","180","4"
"19431","1","3","2","2","5","270","4"
"19441","1","3","2","2","5","360","4"
"19451","1","3","2","2","5","450","4"
"19511","1","0","100","0","0","1","0"
"19521","1","0","100","0","0","2","0"
"19531","1","0","100","0","0","3","0"
"19611","3","0","3","0","0","46","0"
"19621","3","0","3","0","0","92","0"
"19631","3","0","3","0","0","138","0"
"19641","3","0","3","0","0","184","0"
"19651","3","0","3","0","0","230","0"
"19711","4","0","2","0","0","94","0"
"19721","4","0","2","0","0","188","0"
"19731","4","0","2","0","0","282","0"
"19741","4","0","2","0","0","376","0"
"19751","4","0","2","0","0","470","0"
"19811","5","0","5","0","0","46","0"
"19821","5","0","5","0","0","92","0"
"19831","5","0","5","0","0","138","0"
"19841","5","0","5","0","0","184","0"
"19851","5","0","5","0","0","230","0"
"19911","2","0","101","0","0","1","0"
"19921","2","0","101","0","0","2","0"
"19931","2","0","101","0","0","3","0"
"20011","3","0","4","0","0","94","0"
"20021","3","0","4","0","0","188","0"
"20031","3","0","4","0","0","282","0"
"20041","3","0","4","0","0","376","0"
"20051","3","0","4","0","0","470","0"
"20111","5","0","4","0","0","96","0"
"20121","5","0","4","0","0","192","0"
"20131","5","0","4","0","0","288","0"
"20141","5","0","4","0","0","384","0"
"20151","5","0","4","0","0","480","0"
"20211","1","0","2","0","0","96","0"
"20221","1","0","2","0","0","192","0"
"20231","1","0","2","0","0","288","0"
"20241","1","0","2","0","0","384","0"
"20251","1","0","2","0","0","480","0"
"20311","2","0","4","0","0","94","0"
"20321","2","0","4","0","0","188","0"
"20331","2","0","4","0","0","282","0"
"20341","2","0","4","0","0","376","0"
"20351","2","0","4","0","0","470","0"
"20411","5","0","100","0","0","1","0"
"20421","5","0","100","0","0","2","0"
"20431","5","0","100","0","0","3","0"
"20511","2","0","4","0","0","96","0"
"20521","2","0","4","0","0","192","0"
"20531","2","0","4","0","0","288","0"
"20541","2","0","4","0","0","384","0"
"20551","2","0","4","0","0","480","0"
"20611","4","0","2","0","0","96","0"
"20621","4","0","2","0","0","192","0"
"20631","4","0","2","0","0","288","0"
"20641","4","0","2","0","0","384","0"
"20651","4","0","2","0","0","480","0"
"20711","1","0","3","0","0","44","0"
"20721","1","0","3","0","0","88","0"
"20731","1","0","3","0","0","132","0"
"20741","1","0","3","0","0","176","0"
"20751","1","0","3","0","0","220","0"
"20811","2","0","3","0","0","44","0"
"20821","2","0","3","0","0","88","0"
"20831","2","0","3","0","0","132","0"
"20841","2","0","3","0","0","176","0"
"20851","2","0","3","0","0","220","0"
"20911","3","0","100","0","0","1","0"
"20921","3","0","100","0","0","2","0"
"20931","3","0","100","0","0","3","0"
"21011","4","0","4","0","0","96","0"
"21021","4","0","4","0","0","192","0"
"21031","4","0","4","0","0","288","0"
"21041","4","0","4","0","0","384","0"
"21051","4","0","4","0","0","480","0"
"21111","1","0","4","0","0","96","0"
"21121","1","0","4","0","0","192","0"
"21131","1","0","4","0","0","288","0"
"21141","1","0","4","0","0","384","0"
"21151","1","0","4","0","0","480","0"
"21211","3","0","4","0","0","96","0"
"21221","3","0","4","0","0","192","0"
"21231","3","0","4","0","0","288","0"
"21241","3","0","4","0","0","384","0"
"21251","3","0","4","0","0","480","0"
"21311","5","0","2","0","0","94","0"
"21321","5","0","2","0","0","188","0"
"21331","5","0","2","0","0","282","0"
"21341","5","0","2","0","0","376","0"
"21351","5","0","2","0","0","470","0"
"21411","2","0","3","0","0","46","0"
"21421","2","0","3","0","0","92","0"
"21431","2","0","3","0","0","138","0"
"21441","2","0","3","0","0","184","0"
"21451","2","0","3","0","0","230","0"
"21511","4","0","5","0","0","46","0"
"21521","4","0","5","0","0","92","0"
"21531","4","0","5","0","0","138","0"
"21541","4","0","5","0","0","184","0"
"21551","4","0","5","0","0","230","0"
"21611","5","0","2","0","0","96","0"
"21621","5","0","2","0","0","192","0"
"21631","5","0","2","0","0","288","0"
"21641","5","0","2","0","0","384","0"
"21651","5","0","2","0","0","480","0"
"21711","2","0","100","0","0","1","0"
"21721","2","0","100","0","0","2","0"
"21731","2","0","100","0","0","3","0"
"21811","3","0","2","0","0","96","0"
"21821","3","0","2","0","0","192","0"
"21831","3","0","2","0","0","288","0"
"21841","3","0","2","0","0","384","0"
"21851","3","0","2","0","0","480","0"
"21911","4","0","3","0","0","46","0"
"21921","4","0","3","0","0","92","0"
"21931","4","0","3","0","0","138","0"
"21941","4","0","3","0","0","184","0"
"21951","4","0","3","0","0","230","0"
"22011","1","0","3","0","0","46","0"
"22021","1","0","3","0","0","92","0"
"22031","1","0","3","0","0","138","0"
"22041","1","0","3","0","0","184","0"
"22051","1","0","3","0","0","230","0"
"22111","2","0","2","0","0","96","0"
"22121","2","0","2","0","0","192","0"
"22131","2","0","2","0","0","288","0"
"22141","2","0","2","0","0","384","0"
"22151","2","0","2","0","0","480","0"
"22211","1","3","4","2","5","90","4"
"22221","1","3","4","2","5","180","4"
"22231","1","3","4","2","5","270","4"
"22241","1","3","4","2","5","360","4"
"22251","1","3","4","2","5","450","4"
