f5f9046d27e2bc597d9b600959870b1a914d01232e696b1367c5dd631ed1b581,d781a90aff962baee896a6e1dfa66bf14d3626f4a0bf978408ff4dc872014379,4872f634bcab809bc70af71b24fcd248fa8983725704c65fe99754f70cb2ead7,fd5d77506b6df2039bd1ef74e8111db018c1804b979f6ba327c0501905631125,9da6b191434c11179badd7808ea2d6d7b7d3b476403bc3bb0eaf36f6939bb26d,a0264a850e41a0472ab8468b5ed7f1ffb4652fc5ded668c4beed47c7a88acf8c
"10201493","56011493","1","1003","15","848"
"91002","56011493","50","0","8","849"
"10201494","56011494","1","1003","15","850"
"91002","56011494","100","0","8","851"
"10201495","56011495","1","1001","15","852"
"10201496","56011496","1","1002","15","853"
"10201497","56011497","1","1003","15","854"
"91002","56011497","50","0","8","855"
"10201498","56011498","1","1001","15","856"
"10201499","56011499","1","1002","15","857"
"10201500","56011500","1","1003","15","858"
"91002","56011500","50","0","8","859"
"10201501","56011501","1","1001","15","860"
"10201502","56011502","1","1002","15","861"
"10201503","56011503","1","1003","15","862"
"91002","56011503","50","0","8","863"
"10201504","56011504","1","1003","15","864"
"91002","56011504","100","0","8","865"
"10201505","56011505","1","1001","15","867"
"10201506","56011506","1","1002","15","868"
"10201507","56011507","1","1003","15","869"
"91002","56011507","50","0","8","870"
"10201508","56011508","1","1001","15","871"
"10201509","56011509","1","1002","15","872"
"10201510","56011510","1","1003","15","873"
"91002","56011510","50","0","8","874"
"10201511","56011511","1","1001","15","875"
"10201512","56011512","1","1002","15","876"
"10201513","56011513","1","1003","15","877"
"91002","56011513","50","0","8","878"
"10201514","56011514","1","1003","15","879"
"91002","56011514","100","0","8","880"
"10201515","56011515","1","1001","15","881"
"10201516","56011516","1","1002","15","882"
"10201517","56011517","1","1003","15","883"
"91002","56011517","50","0","8","884"
"10201518","56011518","1","1001","15","885"
"10201519","56011519","1","1002","15","886"
"10201520","56011520","1","1003","15","887"
"91002","56011520","50","0","8","888"
"10201521","56011521","1","1001","15","889"
"10201522","56011522","1","1002","15","890"
"10201523","56011523","1","1003","15","891"
"91002","56011523","50","0","8","892"
"10201524","56011524","1","1003","15","893"
"91002","56011524","100","0","8","894"
"10201525","56011525","1","1001","15","895"
"10201526","56011526","1","1002","15","896"
"10201527","56011527","1","1003","15","897"
"91002","56011527","50","0","8","898"
"10201528","56011528","1","1001","15","899"
"10201529","56011529","1","1002","15","900"
"10201530","56011530","1","1003","15","901"
"91002","56011530","50","0","8","902"
"10201531","56011531","1","1001","15","903"
"10201532","56011532","1","1002","15","904"
"10201533","56011533","1","1003","15","905"
"91002","56011533","50","0","8","906"
"10201534","56011534","1","1001","15","907"
"10201535","56011535","1","1002","15","908"
"10201536","56011536","1","1003","15","909"
"91002","56011536","50","0","8","910"
"10201537","56011537","1","1003","15","911"
"91002","56011537","100","0","8","912"
"10201538","56011538","1","1001","15","913"
"10201539","56011539","1","1002","15","914"
"10201540","56011540","1","1003","15","915"
"91002","56011540","50","0","8","916"
"10201541","56011541","1","1001","15","917"
"10201542","56011542","1","1002","15","918"
"10201543","56011543","1","1003","15","919"
"91002","56011543","50","0","8","920"
"10201544","56011544","1","1001","15","921"
"10201545","56011545","1","1002","15","922"
"10201546","56011546","1","1003","15","923"
"91002","56011546","50","0","8","924"
"10201547","56011547","1","1001","15","925"
"10201548","56011548","1","1002","15","926"
"10201549","56011549","1","1003","15","927"
"91002","56011549","50","0","8","928"
"10201550","56011550","1","1003","15","929"
"91002","56011550","100","0","8","930"
"10201551","56011551","1","1003","15","931"
"91002","56011551","100","0","8","932"
"10201552","56011552","1","1001","15","933"
"10201553","56011553","1","1002","15","934"
"10201554","56011554","1","1003","15","935"
"91002","56011554","50","0","8","936"
"10201555","56011555","1","1001","15","937"
"10201556","56011556","1","1002","15","938"
"10201557","56011557","1","1003","15","939"
"91002","56011557","50","0","8","940"
"10201558","56011558","1","1001","15","941"
"10201559","56011559","1","1002","15","942"
"10201560","56011560","1","1003","15","943"
"91002","56011560","50","0","8","944"
"11302001","51402001","1","1001","15","945"
"91002","51402001","50","0","8","946"
"11302002","51402002","1","1002","15","947"
"91002","51402002","50","0","8","948"
"11302003","51402003","1","1003","15","949"
"91002","51402003","50","0","8","950"
"10201561","56011561","1","1003","15","951"
"91002","56011561","100","0","8","952"
"10201562","56011562","1","1001","15","953"
"10201563","56011563","1","1002","15","954"
"10201564","56011564","1","1003","15","955"
"91002","56011564","50","0","8","956"
"10201565","56011565","1","1001","15","957"
"10201566","56011566","1","1002","15","958"
"10201567","56011567","1","1003","15","959"
"91002","56011567","50","0","8","960"
"10201568","56011568","1","1001","15","961"
"10201569","56011569","1","1002","15","962"
"10201570","56011570","1","1003","15","963"
"91002","56011570","50","0","8","964"
"10201571","56011571","1","1001","15","965"
"10201572","56011572","1","1002","15","966"
"10201573","56011573","1","1003","15","967"
"91002","56011573","50","0","8","968"
"10201574","56011574","1","1003","15","969"
"91002","56011574","100","0","8","970"
"10201575","56011575","1","1001","15","971"
"10201576","56011576","1","1002","15","972"
"10201577","56011577","1","1003","15","973"
"91002","56011577","50","0","8","974"
"10201578","56011578","1","1001","15","975"
"10201579","56011579","1","1002","15","976"
"10201580","56011580","1","1003","15","977"
"91002","56011580","50","0","8","978"
"10201581","56011581","1","1001","15","979"
"10201582","56011582","1","1002","15","980"
"10201583","56011583","1","1003","15","981"
"91002","56011583","50","0","8","982"
"10201584","56011584","1","1001","15","983"
"10201585","56011585","1","1002","15","984"
"10201586","56011586","1","1003","15","985"
"91002","56011586","50","0","8","986"
"10201587","56011587","1","1001","15","987"
"10201588","56011588","1","1002","15","988"
"10201589","56011589","1","1003","15","989"
"91002","56011589","50","0","8","990"
"10201590","56011590","1","1001","15","991"
"10201591","56011591","1","1002","15","992"
"10201592","56011592","1","1003","15","993"
"91002","56011592","50","0","8","994"
"10201593","56011593","1","1001","15","995"
"10201594","56011594","1","1002","15","996"
"10201595","56011595","1","1003","15","997"
"91002","56011595","50","0","8","998"
"10201596","56011596","1","1003","15","999"
"91002","56011596","100","0","8","1000"
"10201597","56011597","1","1003","15","1001"
"91002","56011597","100","0","8","1002"
"10201598","56011598","1","1003","15","1003"
"91002","56011598","100","0","8","1004"
"10201599","56011599","1","1001","15","1005"
"10201600","56011600","1","1002","15","1006"
"10201601","56011601","1","1003","15","1007"
"91002","56011601","50","0","8","1008"
"10201602","56011602","1","1001","15","1009"
"10201603","56011603","1","1002","15","1010"
"10201604","56011604","1","1003","15","1011"
"91002","56011604","50","0","8","1012"
"10201605","56011605","1","1003","15","1013"
"91002","56011605","100","0","8","1014"
"10201606","56011606","1","1001","15","1015"
"10201607","56011607","1","1002","15","1016"
"10201608","56011608","1","1003","15","1017"
"91002","56011608","50","0","8","1018"
"10201609","56011609","1","1001","15","1019"
"10201610","56011610","1","1002","15","1020"
"10201611","56011611","1","1003","15","1021"
"91002","56011611","50","0","8","1022"
"10201612","56011612","1","1001","15","1023"
"10201613","56011613","1","1002","15","1024"
"10201614","56011614","1","1003","15","1025"
"91002","56011614","50","0","8","1026"
"10201615","56011615","1","1003","15","1027"
"91002","56011615","100","0","8","1028"
"10201616","56011616","1","1001","15","1029"
"10201617","56011617","1","1002","15","1030"
"10201618","56011618","1","1003","15","1031"
"91002","56011618","50","0","8","1032"
"10201619","56011619","1","1001","15","1033"
"10201620","56011620","1","1002","15","1034"
"10201621","56011621","1","1003","15","1035"
"91002","56011621","50","0","8","1036"
"10201622","56011622","1","1001","15","1037"
"10201623","56011623","1","1002","15","1038"
"10201624","56011624","1","1003","15","1039"
"91002","56011624","50","0","8","1040"
"10201625","56011625","1","1003","15","1041"
"91002","56011625","100","0","8","1042"
"10201626","56011626","1","1001","15","1043"
"10201627","56011627","1","1002","15","1044"
"10201628","56011628","1","1003","15","1045"
"91002","56011628","50","0","8","1046"
"10201629","56011629","1","1001","15","1047"
"10201630","56011630","1","1002","15","1048"
"10201631","56011631","1","1003","15","1049"
"91002","56011631","50","0","8","1050"
"10201632","56011632","1","1001","15","1051"
"10201633","56011633","1","1002","15","1052"
"10201634","56011634","1","1003","15","1053"
"91002","56011634","50","0","8","1054"
"10201635","56011635","1","1003","15","1055"
"91002","56011635","100","0","8","1056"
"10201636","56011636","1","1001","15","1057"
"10201637","56011637","1","1002","15","1058"
"10201638","56011638","1","1003","15","1059"
"91002","56011638","50","0","8","1060"
"10201639","56011639","1","1001","15","1061"
"10201640","56011640","1","1002","15","1062"
"10201641","56011641","1","1003","15","1063"
"91002","56011641","50","0","8","1064"
"10201642","56011642","1","1001","15","1065"
"10201643","56011643","1","1002","15","1066"
"10201644","56011644","1","1003","15","1067"
"91002","56011644","50","0","8","1068"
"10201645","56011645","1","1003","15","1069"
"91002","56011645","100","0","8","1070"
"10201646","56011646","1","1001","15","1071"
"10201647","56011647","1","1002","15","1072"
"10201648","56011648","1","1003","15","1073"
"91002","56011648","50","0","8","1074"
"10201649","56011649","1","1001","15","1075"
"10201650","56011650","1","1002","15","1076"
"10201651","56011651","1","1003","15","1077"
"91002","56011651","50","0","8","1078"
"10201652","56011652","1","1001","15","1079"
"10201653","56011653","1","1002","15","1080"
"10201654","56011654","1","1003","15","1081"
"91002","56011654","50","0","8","1082"
"10201655","56011655","1","1003","15","1083"
"91002","56011655","100","0","8","1084"
"10201656","56011656","1","1003","15","1085"
"91002","56011656","100","0","8","1086"
"10201657","56011657","1","1001","15","1087"
"10201658","56011658","1","1002","15","1088"
"10201659","56011659","1","1003","15","1089"
"91002","56011659","50","0","8","1090"
"10201660","56011660","1","1001","15","1091"
"10201661","56011661","1","1002","15","1092"
"10201662","56011662","1","1003","15","1093"
"91002","56011662","50","0","8","1094"
"10201663","56011663","1","1001","15","1095"
"10201664","56011664","1","1002","15","1096"
"10201665","56011665","1","1003","15","1097"
"91002","56011665","50","0","8","1098"
"10201666","56011666","1","1001","15","1099"
"10201667","56011667","1","1002","15","1100"
"10201668","56011668","1","1003","15","1101"
"91002","56011668","50","0","8","1102"
"10201669","56011669","1","1003","15","1103"
"91002","56011669","100","0","8","1104"
"10201670","56011670","1","1001","15","1105"
"10201671","56011671","1","1002","15","1106"
"10201672","56011672","1","1003","15","1107"
"91002","56011672","50","0","8","1108"
"10201673","56011673","1","1001","15","1109"
"10201674","56011674","1","1002","15","1110"
"10201675","56011675","1","1003","15","1111"
"91002","56011675","50","0","8","1112"
"10201676","56011676","1","1003","15","1113"
"91002","56011676","100","0","8","1114"
"10201677","56011677","1","1001","15","1115"
"10201678","56011678","1","1002","15","1116"
"10201679","56011679","1","1003","15","1117"
"91002","56011679","50","0","8","1118"
"10201680","56011680","1","1001","15","1119"
"10201681","56011681","1","1002","15","1120"
"10201682","56011682","1","1003","15","1121"
"91002","56011682","50","0","8","1122"
"10201683","56011683","1","1001","15","1123"
"10201684","56011684","1","1002","15","1124"
"10201685","56011685","1","1003","15","1125"
"91002","56011685","50","0","8","1126"
"10201686","56011686","1","1001","15","1127"
"10201687","56011687","1","1002","15","1128"
"10201688","56011688","1","1003","15","1129"
"91002","56011688","50","0","8","1130"
"10201689","56011689","1","1003","15","1131"
"91002","56011689","100","0","8","1132"
"10201690","56011690","1","1001","15","1133"
"10201691","56011691","1","1002","15","1134"
"10201692","56011692","1","1003","15","1135"
"91002","56011692","50","0","8","1136"
"10201693","56011693","1","1001","15","1137"
"10201694","56011694","1","1002","15","1138"
"10201695","56011695","1","1003","15","1139"
"91002","56011695","50","0","8","1140"
"10201696","56011696","1","1001","15","1141"
"10201697","56011697","1","1002","15","1142"
"10201698","56011698","1","1003","15","1143"
"91002","56011698","50","0","8","1144"
"10201699","56011699","1","1001","15","1145"
"10201700","56011700","1","1002","15","1146"
"10201701","56011701","1","1003","15","1147"
"91002","56011701","50","0","8","1148"
"11401001","51501001","1","1002","15","1149"
"91002","51501001","50","0","8","1150"
"11401002","51502001","1","1003","15","1151"
"91002","51502001","100","0","8","1152"
"10201702","56011702","1","1003","15","1153"
"91002","56011702","100","0","8","1154"
"10201703","56011703","1","1001","15","1155"
"10201704","56011704","1","1002","15","1156"
"10201705","56011705","1","1003","15","1157"
"91002","56011705","50","0","8","1158"
"10201706","56011706","1","1001","15","1159"
"10201707","56011707","1","1002","15","1160"
"10201708","56011708","1","1003","15","1161"
"91002","56011708","50","0","8","1162"
"10201709","56011709","1","1001","15","1163"
"10201710","56011710","1","1002","15","1164"
"10201711","56011711","1","1003","15","1165"
"91002","56011711","50","0","8","1166"
"10201712","56011712","1","1003","15","1167"
"91002","56011712","100","0","8","1168"
"10201713","56011713","1","1001","15","1169"
"10201714","56011714","1","1002","15","1170"
"10201715","56011715","1","1003","15","1171"
"91002","56011715","50","0","8","1172"
"10201716","56011716","1","1001","15","1173"
"10201717","56011717","1","1002","15","1174"
"10201718","56011718","1","1003","15","1175"
"91002","56011718","50","0","8","1176"
"10201719","56011719","1","1001","15","1177"
"10201720","56011720","1","1002","15","1178"
"10201721","56011721","1","1003","15","1179"
"91002","56011721","50","0","8","1180"
"10201722","56011722","1","1003","15","1182"
"91002","56011722","100","0","8","1183"
"10201723","56011723","1","1001","15","1184"
"10201724","56011724","1","1002","15","1185"
"10201725","56011725","1","1003","15","1186"
"91002","56011725","50","0","8","1187"
"10201726","56011726","1","1001","15","1188"
"10201727","56011727","1","1002","15","1189"
"10201728","56011728","1","1003","15","1190"
"91002","56011728","50","0","8","1191"
"10201729","56011729","1","1001","15","1192"
"10201730","56011730","1","1002","15","1193"
"10201731","56011731","1","1003","15","1194"
"91002","56011731","50","0","8","1195"
"10201732","56011732","1","1003","15","1196"
"91002","56011732","100","0","8","1197"
"10201733","56011733","1","1001","15","1198"
"10201734","56011734","1","1002","15","1199"
"10201735","56011735","1","1003","15","1200"
"91002","56011735","50","0","8","1201"
"10201736","56011736","1","1001","15","1202"
"10201737","56011737","1","1002","15","1203"
"10201738","56011738","1","1003","15","1204"
"91002","56011738","50","0","8","1205"
"10201739","56011739","1","1001","15","1206"
"10201740","56011740","1","1002","15","1207"
"10201741","56011741","1","1003","15","1208"
"91002","56011741","50","0","8","1209"
"10201742","56011742","1","1001","15","1210"
"10201743","56011743","1","1002","15","1211"
"10201744","56011744","1","1003","15","1212"
"91002","56011744","50","0","8","1213"
"10201745","56011745","1","1003","15","1214"
"91002","56011745","100","0","8","1215"
"10201746","56011746","1","1001","15","1216"
"10201747","56011747","1","1002","15","1217"
"10201748","56011748","1","1003","15","1218"
"91002","56011748","50","0","8","1219"
"10201749","56011749","1","1001","15","1220"
"10201750","56011750","1","1002","15","1221"
"10201751","56011751","1","1003","15","1222"
"91002","56011751","50","0","8","1223"
"10201752","56011752","1","1003","15","1224"
"91002","56011752","100","0","8","1225"
"10201753","56011753","1","1001","15","1226"
"10201754","56011754","1","1002","15","1227"
"10201755","56011755","1","1003","15","1228"
"91002","56011755","50","0","8","1229"
"10201756","56011756","1","1001","15","1230"
"10201757","56011757","1","1002","15","1231"
"10201758","56011758","1","1003","15","1232"
"91002","56011758","50","0","8","1233"
"10201759","56011759","1","1001","15","1234"
"10201760","56011760","1","1002","15","1235"
"10201761","56011761","1","1003","15","1236"
"91002","56011761","50","0","8","1237"
"10201762","56011762","1","1001","15","1238"
"10201763","56011763","1","1002","15","1239"
"10201764","56011764","1","1003","15","1240"
"91002","56011764","50","0","8","1241"
"10201765","56011765","1","1003","15","1242"
"91002","56011765","100","0","8","1243"
"10201766","56011766","1","1001","15","1244"
"10201767","56011767","1","1002","15","1245"
"10201768","56011768","1","1003","15","1246"
"91002","56011768","50","0","8","1247"
"10201769","56011769","1","1001","15","1248"
"10201770","56011770","1","1002","15","1249"
"10201771","56011771","1","1003","15","1250"
"91002","56011771","50","0","8","1251"
"10201772","56011772","1","1001","15","1252"
"10201773","56011773","1","1002","15","1253"
"10201774","56011774","1","1003","15","1254"
"91002","56011774","50","0","8","1255"
"10201775","56011775","1","1003","15","1256"
"91002","56011775","100","0","8","1257"
"10201776","56011776","1","1001","15","1258"
"10201777","56011777","1","1002","15","1259"
"10201778","56011778","1","1003","15","1260"
"91002","56011778","50","0","8","1261"
"10201779","56011779","1","1001","15","1262"
"10201780","56011780","1","1002","15","1263"
"10201781","56011781","1","1003","15","1264"
"91002","56011781","50","0","8","1265"
"10201782","56011782","1","1001","15","1266"
"10201783","56011783","1","1002","15","1267"
"10201784","56011784","1","1003","15","1268"
"91002","56011784","50","0","8","1269"
"10201785","56011785","1","1003","15","1270"
"91002","56011785","100","0","8","1271"
"11601001","51601001","1","1001","15","1272"
"11601002","51601002","1","1002","15","1273"
"11601003","51601003","1","1003","15","1274"
"10201786","56011786","1","1001","15","1275"
"10201787","56011787","1","1002","15","1276"
"10201788","56011788","1","1003","15","1277"
"91002","56011788","50","0","8","1278"
"10201789","56011789","1","1001","15","1279"
"10201790","56011790","1","1002","15","1280"
"10201791","56011791","1","1003","15","1281"
"91002","56011791","50","0","8","1282"
"10201792","56011792","1","1003","15","1283"
"91002","56011792","100","0","8","1284"
"10201793","56011793","1","1001","15","1285"
"10201794","56011794","1","1002","15","1286"
"10201795","56011795","1","1003","15","1287"
"91002","56011795","50","0","8","1288"
"10201796","56011796","1","1001","15","1289"
"10201797","56011797","1","1002","15","1290"
"10201798","56011798","1","1003","15","1291"
"91002","56011798","50","0","8","1292"
"10201799","56011799","1","1003","15","1293"
"91002","56011799","100","0","8","1294"
"10201800","56011800","1","1001","15","1295"
"10201801","56011801","1","1002","15","1296"
"10201802","56011802","1","1003","15","1297"
"91002","56011802","50","0","8","1298"
"10201803","56011803","1","1001","15","1299"
"10201804","56011804","1","1002","15","1300"
"10201805","56011805","1","1003","15","1301"
"91002","56011805","50","0","8","1302"
"10201806","56011806","1","1003","15","1303"
"91002","56011806","100","0","8","1304"
"10201807","56011807","1","1001","15","1305"
"10201808","56011808","1","1002","15","1306"
"10201809","56011809","1","1003","15","1307"
"91002","56011809","50","0","8","1308"
"10201810","56011810","1","1001","15","1309"
"10201811","56011811","1","1002","15","1310"
"10201812","56011812","1","1003","15","1311"
"91002","56011812","50","0","8","1312"
"10201813","56011813","1","1001","15","1313"
"10201814","56011814","1","1002","15","1314"
"10201815","56011815","1","1003","15","1315"
"91002","56011815","50","0","8","1316"
"10201816","56011816","1","1001","15","1317"
"10201817","56011817","1","1002","15","1318"
"10201818","56011818","1","1003","15","1319"
"91002","56011818","50","0","8","1320"
"10201819","56011819","1","1003","15","1321"
"91002","56011819","100","0","8","1322"
"10201820","56011820","1","1001","15","1323"
"10201821","56011821","1","1002","15","1324"
"10201822","56011822","1","1003","15","1325"
"91002","56011822","50","0","8","1326"
"10201823","56011823","1","1001","15","1327"
"10201824","56011824","1","1002","15","1328"
"10201825","56011825","1","1003","15","1329"
"91002","56011825","50","0","8","1330"
"10201826","56011826","1","1001","15","1331"
"10201827","56011827","1","1002","15","1332"
"10201828","56011828","1","1003","15","1333"
"91002","56011828","50","0","8","1334"
"10201829","56011829","1","1001","15","1335"
"10201830","56011830","1","1002","15","1336"
"10201831","56011831","1","1003","15","1337"
"91002","56011831","50","0","8","1338"
"11701001","51701001","1","1001","15","1339"
"10201832","56011832","1","1001","15","1340"
"10201833","56011833","1","1002","15","1341"
"10201834","56011834","1","1003","15","1342"
"91002","56011834","50","0","8","1343"
"10201835","56011835","1","1001","15","1344"
"10201836","56011836","1","1002","15","1345"
"10201837","56011837","1","1003","15","1346"
"91002","56011837","50","0","8","1347"
"10201838","56011838","1","1003","15","1348"
"91002","56011838","100","0","8","1349"
"10201839","56011839","1","1003","15","1350"
"91002","56011839","100","0","8","1351"
"10201840","56011840","1","1003","15","1352"
"91002","56011840","100","0","8","1353"
"10201841","56011841","1","1001","15","1354"
"10201842","56011842","1","1002","15","1355"
"10201843","56011843","1","1003","15","1356"
"91002","56011843","50","0","8","1357"
"10201844","56011844","1","1001","15","1358"
"10201845","56011845","1","1002","15","1359"
"10201846","56011846","1","1003","15","1360"
"91002","56011846","50","0","8","1361"
"10201847","56011847","1","1001","15","1362"
"10201848","56011848","1","1002","15","1363"
"10201849","56011849","1","1003","15","1364"
"91002","56011849","50","0","8","1365"
"10201850","56011850","1","1001","15","1366"
"10201851","56011851","1","1002","15","1367"
"10201852","56011852","1","1003","15","1368"
"91002","56011852","50","0","8","1369"
"10201853","56011853","1","1001","15","1370"
"10201854","56011854","1","1002","15","1371"
"10201855","56011855","1","1003","15","1372"
"91002","56011855","50","0","8","1373"
"10201856","56011856","1","1001","15","1374"
"10201857","56011857","1","1002","15","1375"
"10201858","56011858","1","1003","15","1376"
"91002","56011858","50","0","8","1377"
"10201859","56011859","1","1001","15","1378"
"10201860","56011860","1","1002","15","1379"
"10201861","56011861","1","1003","15","1380"
"91002","56011861","50","0","8","1381"
"10201862","56011862","1","1003","15","1382"
"91002","56011862","100","0","8","1383"
"10201863","56011863","1","1001","15","1384"
"10201864","56011864","1","1002","15","1385"
"10201865","56011865","1","1003","15","1386"
"91002","56011865","50","0","8","1387"
"10201866","56011866","1","1001","15","1388"
"10201867","56011867","1","1002","15","1389"
"10201868","56011868","1","1003","15","1390"
"91002","56011868","50","0","8","1391"
"10201869","56011869","1","1001","15","1392"
"10201870","56011870","1","1002","15","1393"
"10201871","56011871","1","1003","15","1394"
"91002","56011871","50","0","8","1395"
"10201872","56011872","1","1001","15","1396"
"10201873","56011873","1","1002","15","1397"
"10201874","56011874","1","1003","15","1398"
"91002","56011874","50","0","8","1399"
"11801001","51801001","1","1003","15","1400"
"10201875","56011875","1","1001","15","1401"
"10201876","56011876","1","1002","15","1402"
"10201877","56011877","1","1003","15","1403"
"91002","56011877","50","0","8","1404"
"10201878","56011878","1","1001","15","1405"
"10201879","56011879","1","1002","15","1406"
"10201880","56011880","1","1003","15","1407"
"91002","56011880","50","0","8","1408"
"10201881","56011881","1","1001","15","1409"
"10201882","56011882","1","1002","15","1410"
"10201883","56011883","1","1003","15","1411"
"91002","56011883","50","0","8","1412"
"10201884","56011884","1","1001","15","1413"
"10201885","56011885","1","1002","15","1414"
"10201886","56011886","1","1003","15","1415"
"91002","56011886","50","0","8","1416"
"10201887","56011887","1","1001","15","1417"
"10201888","56011888","1","1002","15","1418"
"10201889","56011889","1","1003","15","1419"
"91002","56011889","50","0","8","1420"
"10201890","56011890","1","1001","15","1421"
"10201891","56011891","1","1002","15","1422"
"10201892","56011892","1","1003","15","1423"
"91002","56011892","50","0","8","1424"
"10201893","56011893","1","1001","15","1425"
"10201894","56011894","1","1002","15","1426"
"10201895","56011895","1","1003","15","1427"
"91002","56011895","50","0","8","1428"
"10201896","56011896","1","1001","15","1429"
"10201897","56011897","1","1002","15","1430"
"10201898","56011898","1","1003","15","1431"
"91002","56011898","50","0","8","1432"
"10201899","56011899","1","1003","15","1433"
"91002","56011899","100","0","8","1434"
"10201900","56011900","1","1003","15","1435"
"91002","56011900","100","0","8","1436"
"10201901","56011901","1","1003","15","1437"
"91002","56011901","100","0","8","1438"
"10201902","56011902","1","1001","15","1439"
"10201903","56011903","1","1002","15","1440"
"10201904","56011904","1","1003","15","1441"
"91002","56011904","50","0","8","1442"
"10201905","56011905","1","1001","15","1443"
"10201906","56011906","1","1002","15","1444"
"10201907","56011907","1","1003","15","1445"
"91002","56011907","50","0","8","1446"
"10201908","56011908","1","1001","15","1447"
"10201909","56011909","1","1002","15","1448"
"10201910","56011910","1","1003","15","1449"
"91002","56011910","50","0","8","1450"
"10201911","56011911","1","1001","15","1451"
"10201912","56011912","1","1002","15","1452"
"10201913","56011913","1","1003","15","1453"
"91002","56011913","50","0","8","1454"
"10201914","56011914","1","1001","15","1455"
"10201915","56011915","1","1002","15","1456"
"10201916","56011916","1","1003","15","1457"
"91002","56011916","50","0","8","1458"
"10202019","56012019","1","1003","15","1459"
"10201917","56011917","1","1001","15","1460"
"10201918","56011918","1","1002","15","1461"
"10201919","56011919","1","1003","15","1462"
"91002","56011919","50","0","8","1463"
"10201920","56011920","1","1001","15","1464"
"10201921","56011921","1","1002","15","1465"
"10201922","56011922","1","1003","15","1466"
"91002","56011922","50","0","8","1467"
"10201923","56011923","1","1001","15","1468"
"10201924","56011924","1","1002","15","1469"
"10201925","56011925","1","1003","15","1470"
"91002","56011925","50","0","8","1471"
"10201926","56011926","1","1001","15","1472"
"10201927","56011927","1","1002","15","1473"
"10201928","56011928","1","1003","15","1474"
"91002","56011928","50","0","8","1475"
"10201929","56011929","1","1001","15","1476"
"10201930","56011930","1","1002","15","1477"
"10201931","56011931","1","1003","15","1478"
"91002","56011931","50","0","8","1479"
"10201932","56011932","1","1001","15","1480"
"10201933","56011933","1","1002","15","1481"
"10201934","56011934","1","1003","15","1482"
"91002","56011934","50","0","8","1483"
"10201935","56011935","1","1001","15","1484"
"10201936","56011936","1","1002","15","1485"
"10201937","56011937","1","1003","15","1486"
"91002","56011937","50","0","8","1487"
"10201938","56011938","1","1001","15","1488"
"10201939","56011939","1","1002","15","1489"
"10201940","56011940","1","1003","15","1490"
"91002","56011940","50","0","8","1491"
"10201941","56011941","1","1001","15","1492"
"10201942","56011942","1","1002","15","1493"
"10201943","56011943","1","1003","15","1494"
"91002","56011943","50","0","8","1495"
"10201944","56011944","1","1001","15","1496"
"10201945","56011945","1","1002","15","1497"
"10201946","56011946","1","1003","15","1498"
"91002","56011946","50","0","8","1499"
"10201947","56011947","1","1001","15","1500"
"10201948","56011948","1","1002","15","1501"
"10201949","56011949","1","1003","15","1502"
"91002","56011949","50","0","8","1503"
"10201950","56011950","1","1001","15","1504"
"10201951","56011951","1","1002","15","1505"
"10201952","56011952","1","1003","15","1506"
"91002","56011952","50","0","8","1507"
"10201953","56011953","1","1001","15","1508"
"10201954","56011954","1","1002","15","1509"
"10201955","56011955","1","1003","15","1510"
"91002","56011955","50","0","8","1511"
"10201956","56011956","1","1003","15","1512"
"91002","56011956","100","0","8","1513"
"10201957","56011957","1","1001","15","1514"
"10201958","56011958","1","1002","15","1515"
"10201959","56011959","1","1003","15","1516"
"91002","56011959","50","0","8","1517"
"10201960","56011960","1","1001","15","1518"
"10201961","56011961","1","1002","15","1519"
"10201962","56011962","1","1003","15","1520"
"91002","56011962","50","0","8","1521"
"10201963","56011963","1","1001","15","1522"
"10201964","56011964","1","1002","15","1523"
"10201965","56011965","1","1003","15","1524"
"91002","56011965","50","0","8","1525"
"10201966","56011966","1","1001","15","1526"
"10201967","56011967","1","1002","15","1527"
"10201968","56011968","1","1003","15","1528"
"91002","56011968","50","0","8","1529"
"10201969","56011969","1","1001","15","1530"
"10201970","56011970","1","1002","15","1531"
"10201971","56011971","1","1003","15","1532"
"91002","56011971","50","0","8","1533"
"10201972","56011972","1","1001","15","1534"
"10201973","56011973","1","1002","15","1535"
"10201974","56011974","1","1003","15","1536"
"91002","56011974","50","0","8","1537"
"10202022","56012022","1","1003","15","1538"
"10201975","56011975","1","1001","15","1539"
"10201976","56011976","1","1002","15","1540"
"10201977","56011977","1","1003","15","1541"
"91002","56011977","50","0","8","1542"
"10201978","56011978","1","1001","15","1543"
"10201979","56011979","1","1002","15","1544"
"10201980","56011980","1","1003","15","1545"
"91002","56011980","50","0","8","1546"
"10201981","56011981","1","1001","15","1547"
"10201982","56011982","1","1002","15","1548"
"10201983","56011983","1","1003","15","1549"
"91002","56011983","50","0","8","1550"
"10201984","56011984","1","1001","15","1551"
"10201985","56011985","1","1002","15","1552"
"10201986","56011986","1","1003","15","1553"
"91002","56011986","50","0","8","1554"
"10201987","56011987","1","1001","15","1555"
"10201988","56011988","1","1002","15","1556"
"10201989","56011989","1","1003","15","1557"
"91002","56011989","50","0","8","1558"
"10201990","56011990","1","1001","15","1559"
"10201991","56011991","1","1002","15","1560"
"10201992","56011992","1","1003","15","1561"
"91002","56011992","50","0","8","1562"
"10201993","56011993","1","1001","15","1563"
"10201994","56011994","1","1002","15","1564"
