330c7278dd1080fd9beabab65fed921bd1fd4e3ff4f74a1c51594d49990cf52d,c803573edfb000ec66b51064d1dcb11d718ca7a4272f259ebe0696a138cf61bc,180e3e4e542d8a9b8cbe37b10602fb68e8186996d2bf26d2c88a66d3f39b08a1,724046ba916081d65183510c080baf849375a2ccdf2363133f441ed16186ee23,e451f7b3997723f728a28369e2841e87245fe9ea2e8ee438200aaf9538ea6342,d17fab8b9dc6ca0c36573b4c60e86861068d9cee7dfe38af6f8fea53abb9ddfa,824413f10c277c8056a82a1ecc1835554c5d5fdfedd64bb62e35c847f816ec78,3d0052a2a9da40451decf73b571a0ad61f994b49b1c2ae5c2ca4dcbfccf8e0c6,4a61efb8ad649e374d96357c6660e13a05084186106c2f19af758195438f8083,8dc58893533d5d951db56a66e098035feba4e5629f5cc2a7049b1fa849568281,1c225ccc74631e5a7110a0fa5626324ad1444a4ebb5e8ca79ca7cad3b0196e81
"12030036","","","0.5","3","nyx_203_yukari_03","","","103431","1","203"
"12030037","","","","11","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","","","103431","10","203"
"12030038","","","","91","","","","0","","203"
"12030039","","","","93","","","","0.1","","203"
"12030040","","1","0.2","3","nyx_203_yukari_06","","nyx_203_yukari_05","3","0","203"
"12030041","","1","0.2","3","nyx_203_yukari_06","","nyx_203_yukari_05","103431","0","203"
"12030042","","","","93","","","","0.5","","203"
"12030043","0.2","1","0.2","3","nyx_lookup","","nyx_cmn_05","103231","0","203"
"12030044","","","","93","","","","2","","203"
"12030045","","","","12","1","","","103231","1","203"
"12030046","","","","4","1","","","3","","203"
"12030047","","","","4","1","","","103431","","203"
"12030048","","","0.2","3","nyx_203_yukari_04","","","3","0","203"
"12030049","","","0.2","3","nyx_203_yukari_04","","","103431","0","203"
"12030050","","0","","2","-245","","0.67","3","-10","203"
"12030051","","0","","2","-245","","0.67","103431","-10","203"
"12030052","","","","93","","","","0.67","","203"
"12030053","","","","93","","","","0.83","","203"
"12030054","","0","","2","-265","","0.5","3","-10","203"
"12030055","","0","","2","-265","","0.5","103431","-10","203"
"12030056","","","","93","","","","0.5","","203"
"12030057","","0","","2","-328","","0.67","3","-10","203"
"12030058","","0","","2","-328","","0.67","103431","-10","203"
"12030059","","","0.2","3","nyx_cmn_04","","","103231","1","203"
"12030060","0.2","1","0.2","3","nyx_lookup","","nyx_idle_sad","104831","0","203"
"12030061","","","","93","","","","0.67","","203"
"12030062","","0","","2","-330","","0.67","3","-10","203"
"12030063","","0","","2","-330","","0.67","103431","-10","203"
"12030064","","","","93","","","","0.67","","203"
"12030065","","1","0.2","3","nyx_203_yukari_05","","nyx_203_yukari_06","3","0","203"
"12030066","","1","0.2","3","nyx_203_yukari_05","","nyx_203_yukari_06","103431","0","203"
"12030067","","","","93","","","","0.66","","203"
"12030068","","","","12","12","","","104831","1","203"
"12030069","","","","93","","","","2","","203"
"12030070","","","","12","9","","","103431","1","203"
"12030071","0.2","1","0.2","3","nyx_lookup","","nyx_talk_sad","104631","0","203"
"12030072","","","","4","0","","","3","","203"
"12030073","","","","4","0","","","103431","","203"
"12030074","","","0.2","3","nyx_203_yukari_04","","","3","0","203"
"12030075","","","0.2","3","nyx_203_yukari_04","","","103431","0","203"
"12030076","","0","","2","-285","","0.67","3","-10","203"
"12030077","","0","","2","-285","","0.67","103431","-10","203"
"12030078","","","","93","","","","0.67","","203"
"12030079","","","","93","","","","0.83","","203"
"12030080","","0","","2","-265","","0.5","3","-10","203"
"12030081","","0","","2","-265","","0.5","103431","-10","203"
"12030082","","","","93","","","","0.5","","203"
"12030083","","0","","2","-202","","0.67","3","-10","203"
"12030084","","0","","2","-202","","0.67","103431","-10","203"
"12030085","","","","12","5","","","104631","1","203"
"12030086","","","","93","","","","0.67","","203"
"12030087","","0","","2","-200","","0.67","3","-10","203"
"12030088","","0","","2","-200","","0.67","103431","-10","203"
"12030089","","","","93","","","","0.67","","203"
"12030090","","","0.2","3","nyx_203_yukari_05","","","3","1","203"
"12030091","","","0.2","3","nyx_203_yukari_05","","","103431","1","203"
"12030092","","","","93","","","","0.66","","203"
"12030093","","","0.2","3","nyx_idle_sad","","","104631","1","203"
"12030094","","","","12","6","","","103431","1","203"
"12030095","","","","4","0","","","3","","203"
"12030096","","","","4","0","","","103431","","203"
"12030097","","","","93","","","","1","","203"
"12030098","","","","101","","","","12030039","","203"
"12040001","1","28.5","1.2","1","104831","nyx_204_mifuyu_01","121.8","1","110","204"
"12040002","1","28.5","1.2","5","2","nyx_204_mifuyu_01","121.8","2","120","204"
"12040003","0","-286.1","1.2","1","103431","nyx_idle_normal","-278","1","110","204"
"12040004","1","-286.1","1.2","1","104631","nyx_idle_normal","283.5","1","140","204"
"12040005","0","-286.1","1.2","1","103231","nyx_idle_normal","-413","1","110","204"
"12040006","","1","1","31","1","","0","2","0","204"
"12040007","0","-278","1.2","5","3","nyx_yagura_up_harf","109","3","130","204"
"12040008","","1","1","31","2","","34","14","-111","204"
"12040009","","","","25","bgm_M347","","","bgm_M347","","204"
"12040010","","","","93","","","","2","","204"
"12040011","","","0.2","3","nyx_204_mifuyu_01","","","104831","1","204"
"12040012","","","0.2","3","nyx_204_mifuyu_01","","","2","1","204"
"12040013","","","0","11","とうとう完成…\nしてしまったわね…","","","104831","10","204"
"12040014","","","","93","","","","0.2","","204"
"12040015","0.2","1","0.2","3","nyx_lookup","","nyx_204_akino_01_loop","104631","0","204"
"12040016","","","","93","","","","0.5","","204"
"12040017","","","0.2","3","nyx_204_mifuyu_02","","","104831","1","204"
"12040018","","","0.2","3","nyx_204_mifuyu_02","","","2","1","204"
"12040019","","","","91","","","","12040013","","204"
"12040020","","","0","11","設計段階より\n明らかに機能が\n増やされてるわ…","","","104831","10","204"
"12040021","","","","93","","","","1.5","","204"
"12040022","0.2","1","0.2","3","nyx_lookup","","nyx_lookup_loop","103431","0","204"
"12040023","","","","91","","","","12040020","","204"
"12040024","","","","93","","","","0.2","","204"
"12040025","","","0.2","3","nyx_204_akino_01","","","103231","0","204"
"12040026","","","","11","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","","","103231","10","204"
"12040027","","","","93","","","","1","","204"
"12040028","","","0.2","3","nyx_204_akino_02","","","103231","1","204"
"12040029","","","","91","","","","12040026","","204"
"12040030","","","","93","","","","0.5","","204"
"12040031","","","0","11","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","","","104831","10","204"
"12040032","","","","93","","","","0.2","","204"
"12040033","0.2","","0.2","3","nyx_204_mifuyu_03","","","104831","1","204"
"12040034","0.2","","0.2","3","nyx_204_mifuyu_03","","","2","1","204"
"12040035","","","","93","","","","3","","204"
"12040036","","","","91","","","","12040031","","204"
"12040037","","","","3","nyx_talk_sad","","","104631","1","204"
"12040038","","","","11","ど、どうして\n震えてるにゃ？\nミフユ…","","","104631","10","204"
"12040039","","","","91","","","","0","","204"
"12040040","0.3","1","0.3","3","nyx_204_mifuyu_04","","nyx_204_mifuyu_05","104831","0","204"
"12040041","0.3","1","0.3","3","nyx_204_mifuyu_04","","nyx_204_mifuyu_05","2","0","204"
"12040042","","","0","11","当たり前です！\nなんですかこの\n無駄だらけな機能！","","","104831","10","204"
"12040043","","","","93","","","","0.6","","204"
"12040044","0.2","1","0.3","3","cmn_shock_def_N","","nyx_idle_surprise2","104631","0","204"
"12040045","0.2","1","0.3","3","cmn_shock_def_N","","nyx_idle_sad","103431","0","204"
"12040046","0.2","1","0.3","3","cmn_shock_def_N","","nyx_idle_surprise1","103231","0","204"
"12040047","","","","93","","","","1.5","","204"
"12040048","","","","91","","","","12040042","","204"
"12040049","","","0","11","どこを見ても\n無駄ばかり…\n非効率すぎる…！","","","104831","10","204"
"12040050","","","","91","","","","0","","204"
"12040051","0.3","","0.3","3","nyx_talk_sad","","","103431","1","204"
"12040052","","","","11","お、落ち着いて\nミフユさん…\n仕方がなかったの…","","","103431","10","204"
"12040053","","","","91","","","","0","","204"
"12040054","","","0","11","こんなの\n落ち着けるわけ\nないでしょーっ！","","","104831","10","204"
"12040055","","","","93","","","","2.7","","204"
"12040056","0.3","","0.3","3","nyx_cmn_03","","","103431","1","204"
"12040057","0.3","1","0.3","3","nyx_204_mifuyu_07","","nyx_204_mifuyu_06","104831","0","204"
"12040058","0.3","1","0.3","3","nyx_204_mifuyu_07","","nyx_204_mifuyu_06","2","0","204"
"12040059","","","","91","","","","12040052","","204"
"12040060","","","","93","","","","0.5","","204"
"12040061","","","","4","0","","","103431","1","204"
"12040062","","","","93","","","","0.5","","204"
"12040063","","","","12","2","","","103431","1","204"
"12040064","","","","93","","","","1.5","","204"
"12040065","","","","12","17","","","104631","1","204"
"12040066","0.3","","0.3","3","nyx_talk_sad","","","104631","1","204"
"12040067","","","","93","","","","1.5","","204"
"12040068","","","","4","1","","","103431","1","204"
"12040069","0.3","","0.3","3","nyx_idle_sad","","","104631","1","204"
"12040070","","","","93","","","","0.2","","204"
"12040071","","","","12","7","","","103231","1","204"
"12040072","0.2","1","0.3","3","nyx_talk_joy1","","cmn_pose02_def_N","103231","0","204"
"12040073","","","","93","","","","0.1","","204"
"12040074","0.3","","0.3","3","nyx_talk_sad","","","103431","1","204"
"12040075","","","","93","","","","2","","204"
"12040076","","","","12","15","","","104831","1","204"
"12040077","","","","93","","","","2","","204"
"12040078","","","","101","1","","","12040061","","204"
"13010001","0","-277","1.2","1","111031","nyx_301_yuni_01","-135","1","110","301"
"13010002","","1","1","31","1","","0","3","0","301"
"13010003","","1","1","31","2","","-195","17","40","301"
"13010004","","1","0","31","3","","-195","18","40","301"
"13010005","","1","0","31","4","","-195","19","40","301"
"13010006","","","","25","bgm_M347","","","bgm_M347","","301"
"13010007","","","","93","","","","2","","301"
"13010008","","","","11","なかよしX…\nあれは実に\n浪漫の結晶だった…","","","111031","10","301"
"13010009","","","","91","1","","","0","","301"
"13010010","","","","11","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","","","111031","10","301"
"13010011","","","","91","1","","","0","","301"
"13010012","","","","93","","","","0.6","","301"
"13010013","","","0.2","3","nyx_103_yuni_02","","","111031","1","301"
"13010014","","","","11","というわけで\nなかよしXの残骸を\n集めてみたわけだが","","","111031","10","301"
"13010015","","","","91","1","","","0","","301"
"13010016","0.2","","0.2","3","cmn_pose02_def_N","","nyx_idle_normal","111031","0","301"
"13010017","","","","11","これらをリペアして\n単に組み直したとて\n模造品でしかない","","","111031","10","301"
"13010018","","","","91","1","","","0","","301"
"13010019","","1","0.2","3","nyx_103_yuni_03","","nyx_103_yuni_04","111031","0","301"
"13010020","","","","11","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","","","111031","10","301"
"13010021","","","","91","1","","","0","","301"
"13010022","","","0.2","3","cmn_pose02_def_N","","","111031","1","301"
"13010023","","","","11","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","","","111031","10","301"
"13010024","","","","91","","","","0","","301"
"13010025","","","","93","","","","0.5","","301"
"13010026","","","0.2","3","nyx_301_yuni_03","","","111031","1","301"
"13010027","","","","11","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","","","111031","10","301"
"13010028","","","","91","1","","","0","","301"
"13010029","","","","11","…理解に苦しむな\nまずそこから考える\n必要がありそうだ","","","111031","10","301"
"13010030","","","","91","1","","","0","","301"
"13010031","","","0.2","3","nyx_301_yuni_01","","","111031","1","301"
"13010032","","","","11","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","","","111031","10","301"
"13010033","","","","91","","","","0","","301"
"13010034","","","","93","","","","2","","301"
"13010035","","","","4","1","","","111031","","301"
"13010036","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010037","","","","2","-230","","1.5","111031","-277","301"
"13010038","","","","93","","","","1.5","","301"
"13010039","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010040","","","","93","","","","3","","301"
"13010041","","","","4","0","","","111031","","301"
"13010042","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010043","","","","2","-95","","1.5","111031","-277","301"
"13010044","","","","93","","","","1.5","","301"
"13010045","","","","12","12","","","111031","1","301"
"13010046","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010047","","","","93","","","","0.4","","301"
"13010048","","","","32","1","","","3","","301"
"13010049","","","","93","","","","2.6","","301"
"13010050","","","","4","1","","","111031","","301"
"13010051","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010052","","","","2","-230","","1.5","111031","-277","301"
"13010053","","","","93","","","","1.5","","301"
"13010054","","","","12","13","","","111031","1","301"
"13010055","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010056","","","","93","","","","3","","301"
"13010057","","","","4","0","","","111031","","301"
"13010058","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010059","","","","2","-95","","1.5","111031","-277","301"
"13010060","","","","93","","","","1.5","","301"
"13010061","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010062","","","","93","","","","0.4","","301"
"13010063","","","","32","1","","","4","","301"
"13010064","","","","93","","","","2.6","","301"
"13010065","","","","4","1","","","111031","","301"
"13010066","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010067","","","","2","-230","","1.5","111031","-277","301"
"13010068","","","","93","","","","1.5","","301"
"13010069","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010070","","","","93","","","","3","","301"
"13010071","","","","4","0","","","111031","","301"
"13010072","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010073","","","","2","165","","4","111031","-277","301"
"13010074","","","","93","","","","4","","301"
"13010075","","","","12","12","","","111031","1","301"
"13010076","0.2","1","0.2","3","nyx_301_yuni_02","","nyx_idle_normal","111031","0","301"
"13010077","","","","93","","","","3","","301"
"13010078","","","","4","1","","","111031","","301"
"13010079","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010080","","","","2","-230","","4","111031","-277","301"
"13010081","","","","93","","","","4","","301"
"13010082","","","","12","17","","","111031","1","301"
"13010083","0.2","1","0.2","3","cmn_pose02_def_N","","nyx_idle_normal","111031","0","301"
"13010084","","","","93","","","","4","","301"
"13010085","","","","4","0","","","111031","","301"
"13010086","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010087","","","","2","165","","4","111031","-277","301"
"13010088","","","","93","","","","4","","301"
"13010089","0.2","0","0.2","3","nyx_301_yuni_02","","nyx_303_yuni_01","111031","0","301"
"13010090","","","","93","","","","2.4","","301"
"13010091","","","","12","7","","","111031","1","301"
"13010092","","","","93","","","","1.6","","301"
"13010093","","","","4","1","","","111031","","301"
"13010094","","","0.2","3","cmn_walk_def_N","","","111031","1","301"
"13010095","","","","2","-230","","4","111031","-277","301"
"13010096","","","","93","","","","4","","301"
"13010097","","","","12","2","","","111031","1","301"
"13010098","0.2","1","0.2","3","nyx_301_yuni_02","","cmn_pose02_def_N","111031","0","301"
"13010099","","","","93","","","","4","","301"
"13010100","","","","101","","","","13010071","","301"
"13020001","1","-277","1.2","1","111031","nyx_idle_normal","4000","1","110","302"
"13020002","1","-277","1.2","5","2","NoItem","-200","2","120","302"
"13020003","","1","1","31","1","","0","3","0","302"
"13020004","","1","0","31","3","","-240","20","-110","302"
"13020005","","1.2","1","31","4","","-195","21","40","302"
"13020006","","","","25","bgm_M347","","","bgm_M347","","302"
"13020007","","","","93","","","","2","","302"
"13020008","0.2","1","","3","nyx_302_yuni_01","","nyx_idle_normal","111031","0","302"
"13020009","","","","2","-200","","0","111031","-277","302"
"13020010","","","","2","-200","","0","2","-279","302"
"13020011","","","","11","…ぷはーっ！","","","111031","10","302"
"13020012","","","","93","","","","0","","302"
"13020013","","","","32","1","","","3","","302"
"13020014","","","","91","","","","13020011","","302"
"13020015","","","","11","いかんいかん\n資材の山に埋もれて\nしまうところだった","","","111031","10","302"
"13020016","","","","91","","","","0","","302"
"13020017","","1","0.2","3","nyx_302_yuni_02","","NoItem","2","0","302"
"13020018","0.2","1","0.2","3","nyx_302_yuni_02","","nyx_idle_normal","111031","0","302"
"13020019","","","","11","だが怪我の功名、\n探していた部品を\n偶然にも発見できた","","","111031","10","302"
"13020020","","","","93","","","","5","","302"
"13020021","","","","4","0","","","111031","","302"
"13020022","","","0.2","3","nyx_cmn_03","","","111031","1","302"
"13020023","","","","11","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","","","111031","10","302"
"13020024","","","","91","","","","0","","302"
"13020025","","","0.2","3","nyx_301_yuni_01","","","111031","1","302"
"13020026","","","","11","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","","","111031","10","302"
"13020027","","","","91","1","","","0","","302"
"13020028","","","","11","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","","","111031","10","302"
"13020029","","","","91","1","","","0","","302"
"13020030","","1","0.2","3","nyx_302_yuni_03","","nyx_302_yuni_04","111031","0","302"
"13020031","","","","11","是非もなし\nいざ往かん！","","","111031","10","302"
"13020032","","","","91","1","","","0","","302"
"13020033","","","","93","","","","1.5","","302"
"13020034","","","","11","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","","","111031","10","302"
"13020035","","","","91","","","","0","","302"
"13020036","","","","93","","","","6","","302"
"13020037","","","","12","2","","","111031","1","302"
"13020038","","","","93","","","","4","","302"
"13020039","","","","12","4","","","111031","1","302"
"13020040","","","","93","","","","4","","302"
"13020041","","","","101","","","","13020036","","302"
"13030001","1","-221.5","1.2","1","111031","nyx_303_yuni_07","49","1","110","303"
"13030002","","1","1","31","1","","0","4","0","303"
"13030003","","","","25","bgm_M347","","","bgm_M347","","303"
"13030004","","","","93","","","","2","","303"
"13030005","","","","11","ふむ、紆余曲折は\nあったが無事完成…\nといったところか","","","111031","10","303"
"13030006","","","","91","","","","0","","303"
"13030007","","","0.2","3","nyx_303_yuni_01_noshadow","","","111031","1","303"
"13030008","","","","11","ふふふ…我ながら\n納得の出来栄え…","","","111031","10","303"
"13030009","","","","91","","","","0","","303"
"13030010","","","","11","外観の完成度も\nさることながら\n特筆すべきは機能だ","","","111031","10","303"
"13030011","","","","91","","","","0","","303"
"13030012","","","0.2","3","nyx_303_yuni_03","","","111031","1","303"
"13030013","","","","11","試しに動作試験を\nしてみるとしよう","","","111031","10","303"
"13030014","","","","91","","","","0","","303"
"13030015","0.2","1","0.2","3","nyx_303_yuni_02","","nyx_303_yuni_04","111031","0","303"
"13030016","","","","93","","","","3","","303"
"13030017","","","0.2","3","nyx_303_yuni_07","","","111031","1","303"
"13030018","","","","11","ふむ…\n表情映写の動作に\n問題はないようだ","","","111031","10","303"
"13030019","","","","91","","","","0","","303"
"13030020","0.2","1","0.2","3","nyx_303_yuni_09","","nyx_303_yuni_04","111031","0","303"
"13030021","","","","11","次はいずれの機能を\n試してみるか…","","","111031","10","303"
"13030022","","","","91","","","","0","","303"
"13030023","","","","93","","","","0.5","","303"
"13030024","","","","11","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","","","111031","10","303"
"13030025","","","","93","","","","1.5","","303"
"13030026","","","0.2","3","nyx_303_yuni_02","","","111031","0","303"
"13030027","","","","93","","","","1","","303"
"13030028","","1","0.2","3","nyx_303_yuni_06","","nyx_303_yuni_05","111031","0","303"
"13030029","","","","93","","","","2","","303"
"13030030","","","","11","…危ない危ない\n自爆装置を起動して\nしまうところだった","","","111031","10","303"
"13030031","","","","93","","","","0.1","","303"
"13030032","","","0.2","3","nyx_303_yuni_08","","","111031","1","303"
"13030033","","","","91","","","","13030030","","303"
"13030034","","","","93","","","","2","","303"
"13030035","0.2","1","0.2","3","nyx_303_yuni_09","","nyx_303_yuni_04","111031","0","303"
"13030036","","","","93","","","","2","","303"
"13030037","0.2","1","0.2","3","nyx_303_yuni_02","","nyx_303_yuni_03","111031","0","303"
"13030038","","","","93","","","","1.8","","303"
"13030039","","","","12","6","","","111031","1","303"
"13030040","","","","93","","","","3.2","","303"
"13030041","0.2","1","0.2","3","nyx_303_yuni_09","","nyx_303_yuni_04","111031","0","303"
"13030042","","","","93","","","","2","","303"
"13030043","0.2","1","0.2","3","nyx_303_yuni_02","","nyx_303_yuni_08","111031","0","303"
"13030044","","","","93","","","","1.8","","303"
"13030045","","","","12","2","","","111031","1","303"
"13030046","","","","93","","","","1.2","","303"
"13030047","","","","101","","","","13030034","","303"
