f586eeb44ac159ef127eeaeb9c5a2ad04e1b9731273b07e2353b1b5ef4ace83e,f6c1b598372da11150b2e92b1483a1f3a2a6cf499ba9b24acc2ea6d7f594fc1a,cbfe58f2e0a6d29ec60c51e7cd52677dad050779f07626d0f5bd1be696bb49c3,7a220b363abfa0cfc56170e5a58c6609574653b006e5ed8f6d86a70dc731e035,0ababcc2eb7bd8e85045812e2cd5292f84e3c6e4cb5e045079a9ebf5722d4c01
"9","ＨＰ吸収ダウン","92408320","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","185"
"13","水属性ボーナス特大アップ","92408330","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","186"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92408330","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","187"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92408330","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","188"
"boss_tp_down_cut","ＴＰダウンカット","92408330","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","189"
"18","ダメージ減衰","92408330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","190"
"17","ＴＰ上昇上限付与","92408330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","191"
"9","ＨＰ吸収ダウン","92408330","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","192"
"13","水属性ボーナス特大アップ","92408340","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","193"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92408340","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","194"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92408340","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","195"
"boss_tp_down_cut","ＴＰダウンカット","92408340","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","196"
"18","ダメージ減衰","92408340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","197"
"17","ＴＰ上昇上限付与","92408340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","198"
"9","ＨＰ吸収ダウン","92408340","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","199"
"16","闇属性ボーナス特大アップ","92409010","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","200"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409010","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","201"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409010","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","202"
"17","ＴＰ上昇上限付与","92409010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","203"
"9","ＨＰ吸収ダウン","92409010","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","204"
"16","闇属性ボーナス特大アップ","92409020","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","205"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409020","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","206"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409020","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","207"
"17","ＴＰ上昇上限付与","92409020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","208"
"9","ＨＰ吸収ダウン","92409020","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","209"
"16","闇属性ボーナス特大アップ","92409030","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","210"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","211"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","212"
"17","ＴＰ上昇上限付与","92409030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","213"
"9","ＨＰ吸収ダウン","92409030","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","214"
"16","闇属性ボーナス特大アップ","92409110","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","215"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409110","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","216"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409110","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","217"
"boss_tp_down_cut","ＴＰダウンカット","92409110","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","218"
"18","ダメージ減衰","92409110","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","219"
"17","ＴＰ上昇上限付与","92409110","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","220"
"9","ＨＰ吸収ダウン","92409110","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","221"
"16","闇属性ボーナス特大アップ","92409120","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","222"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409120","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","223"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409120","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","224"
"boss_tp_down_cut","ＴＰダウンカット","92409120","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","225"
"18","ダメージ減衰","92409120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","226"
"17","ＴＰ上昇上限付与","92409120","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","227"
"9","ＨＰ吸収ダウン","92409120","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","228"
"16","闇属性ボーナス特大アップ","92409130","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","229"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409130","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","230"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409130","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","231"
"boss_tp_down_cut","ＴＰダウンカット","92409130","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","232"
"18","ダメージ減衰","92409130","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","233"
"17","ＴＰ上昇上限付与","92409130","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","234"
"9","ＨＰ吸収ダウン","92409130","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","235"
"16","闇属性ボーナス特大アップ","92409140","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","236"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409140","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","237"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409140","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","238"
"boss_tp_down_cut","ＴＰダウンカット","92409140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","239"
"18","ダメージ減衰","92409140","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","240"
"17","ＴＰ上昇上限付与","92409140","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","241"
"9","ＨＰ吸収ダウン","92409140","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","242"
"16","闇属性ボーナス特大アップ","92409210","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","243"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409210","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","244"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409210","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","245"
"boss_tp_down_cut","ＴＰダウンカット","92409210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","246"
"18","ダメージ減衰","92409210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","247"
"17","ＴＰ上昇上限付与","92409210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","248"
"9","ＨＰ吸収ダウン","92409210","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","249"
"16","闇属性ボーナス特大アップ","92409220","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","250"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409220","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","251"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409220","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","252"
"boss_tp_down_cut","ＴＰダウンカット","92409220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","253"
"18","ダメージ減衰","92409220","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","254"
"17","ＴＰ上昇上限付与","92409220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","255"
"9","ＨＰ吸収ダウン","92409220","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","256"
"16","闇属性ボーナス特大アップ","92409230","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","257"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409230","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","258"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409230","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","259"
"boss_tp_down_cut","ＴＰダウンカット","92409230","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","260"
"18","ダメージ減衰","92409230","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","261"
"17","ＴＰ上昇上限付与","92409230","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","262"
"9","ＨＰ吸収ダウン","92409230","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","263"
"16","闇属性ボーナス特大アップ","92409240","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","264"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409240","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","265"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409240","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","266"
"boss_tp_down_cut","ＴＰダウンカット","92409240","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","267"
"18","ダメージ減衰","92409240","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","268"
"17","ＴＰ上昇上限付与","92409240","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","269"
"9","ＨＰ吸収ダウン","92409240","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","270"
"16","闇属性ボーナス特大アップ","92409310","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","271"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409310","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","272"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409310","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","273"
"18","ダメージ減衰","92409310","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","274"
"17","ＴＰ上昇上限付与","92409310","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","275"
"9","ＨＰ吸収ダウン","92409310","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","276"
"16","闇属性ボーナス特大アップ","92409320","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","277"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409320","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","278"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409320","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","279"
"18","ダメージ減衰","92409320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","280"
"17","ＴＰ上昇上限付与","92409320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","281"
"9","ＨＰ吸収ダウン","92409320","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","282"
"16","闇属性ボーナス特大アップ","92409330","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","283"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409330","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","284"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409330","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","285"
"18","ダメージ減衰","92409330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","286"
"17","ＴＰ上昇上限付与","92409330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","287"
"9","ＨＰ吸収ダウン","92409330","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","288"
"16","闇属性ボーナス特大アップ","92409340","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","289"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","92409340","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","290"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","92409340","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","291"
"18","ダメージ減衰","92409340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","292"
"17","ＴＰ上昇上限付与","92409340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","293"
"9","ＨＰ吸収ダウン","92409340","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","294"
