6c435e6daff3921d634f698d48cf1191dd52b8561ba17f5646a6cf6978699dfa,dc3d627653b9f510d8151b107625759d7dda985638591ef1e71f4675211fd3cf,aa7ad53db97f8e42e730976311a9aba5e90ca16469da3927aa2d08a94c410dd7,446890f16dc2a1b4d53bbdc6a8a7bf7a9e0172e38ea56a02185cff4396b9b79e,a0582e69356d557807743b153e7a62008a406e334def9b30a8f43bbd9f10615e,554c4dd1312aa65b238459234dfb5986bfb5e63c0c32d23e1aa287496da577d3
"848","15","1","1003","10201493","56011493"
"849","8","50","0","91002","56011493"
"850","15","1","1003","10201494","56011494"
"851","8","100","0","91002","56011494"
"852","15","1","1001","10201495","56011495"
"853","15","1","1002","10201496","56011496"
"854","15","1","1003","10201497","56011497"
"855","8","50","0","91002","56011497"
"856","15","1","1001","10201498","56011498"
"857","15","1","1002","10201499","56011499"
"858","15","1","1003","10201500","56011500"
"859","8","50","0","91002","56011500"
"860","15","1","1001","10201501","56011501"
"861","15","1","1002","10201502","56011502"
"862","15","1","1003","10201503","56011503"
"863","8","50","0","91002","56011503"
"864","15","1","1003","10201504","56011504"
"865","8","100","0","91002","56011504"
"867","15","1","1001","10201505","56011505"
"868","15","1","1002","10201506","56011506"
"869","15","1","1003","10201507","56011507"
"870","8","50","0","91002","56011507"
"871","15","1","1001","10201508","56011508"
"872","15","1","1002","10201509","56011509"
"873","15","1","1003","10201510","56011510"
"874","8","50","0","91002","56011510"
"875","15","1","1001","10201511","56011511"
"876","15","1","1002","10201512","56011512"
"877","15","1","1003","10201513","56011513"
"878","8","50","0","91002","56011513"
"879","15","1","1003","10201514","56011514"
"880","8","100","0","91002","56011514"
"881","15","1","1001","10201515","56011515"
"882","15","1","1002","10201516","56011516"
"883","15","1","1003","10201517","56011517"
"884","8","50","0","91002","56011517"
"885","15","1","1001","10201518","56011518"
"886","15","1","1002","10201519","56011519"
"887","15","1","1003","10201520","56011520"
"888","8","50","0","91002","56011520"
"889","15","1","1001","10201521","56011521"
"890","15","1","1002","10201522","56011522"
"891","15","1","1003","10201523","56011523"
"892","8","50","0","91002","56011523"
"893","15","1","1003","10201524","56011524"
"894","8","100","0","91002","56011524"
"895","15","1","1001","10201525","56011525"
"896","15","1","1002","10201526","56011526"
"897","15","1","1003","10201527","56011527"
"898","8","50","0","91002","56011527"
"899","15","1","1001","10201528","56011528"
"900","15","1","1002","10201529","56011529"
"901","15","1","1003","10201530","56011530"
"902","8","50","0","91002","56011530"
"903","15","1","1001","10201531","56011531"
"904","15","1","1002","10201532","56011532"
"905","15","1","1003","10201533","56011533"
"906","8","50","0","91002","56011533"
"907","15","1","1001","10201534","56011534"
"908","15","1","1002","10201535","56011535"
"909","15","1","1003","10201536","56011536"
"910","8","50","0","91002","56011536"
"911","15","1","1003","10201537","56011537"
"912","8","100","0","91002","56011537"
"913","15","1","1001","10201538","56011538"
"914","15","1","1002","10201539","56011539"
"915","15","1","1003","10201540","56011540"
"916","8","50","0","91002","56011540"
"917","15","1","1001","10201541","56011541"
"918","15","1","1002","10201542","56011542"
"919","15","1","1003","10201543","56011543"
"920","8","50","0","91002","56011543"
"921","15","1","1001","10201544","56011544"
"922","15","1","1002","10201545","56011545"
"923","15","1","1003","10201546","56011546"
"924","8","50","0","91002","56011546"
"925","15","1","1001","10201547","56011547"
"926","15","1","1002","10201548","56011548"
"927","15","1","1003","10201549","56011549"
"928","8","50","0","91002","56011549"
"929","15","1","1003","10201550","56011550"
"930","8","100","0","91002","56011550"
"931","15","1","1003","10201551","56011551"
"932","8","100","0","91002","56011551"
"933","15","1","1001","10201552","56011552"
"934","15","1","1002","10201553","56011553"
"935","15","1","1003","10201554","56011554"
"936","8","50","0","91002","56011554"
"937","15","1","1001","10201555","56011555"
"938","15","1","1002","10201556","56011556"
"939","15","1","1003","10201557","56011557"
"940","8","50","0","91002","56011557"
"941","15","1","1001","10201558","56011558"
"942","15","1","1002","10201559","56011559"
"943","15","1","1003","10201560","56011560"
"944","8","50","0","91002","56011560"
"945","15","1","1001","11302001","51402001"
"946","8","50","0","91002","51402001"
"947","15","1","1002","11302002","51402002"
"948","8","50","0","91002","51402002"
"949","15","1","1003","11302003","51402003"
"950","8","50","0","91002","51402003"
"951","15","1","1003","10201561","56011561"
"952","8","100","0","91002","56011561"
"953","15","1","1001","10201562","56011562"
"954","15","1","1002","10201563","56011563"
"955","15","1","1003","10201564","56011564"
"956","8","50","0","91002","56011564"
"957","15","1","1001","10201565","56011565"
"958","15","1","1002","10201566","56011566"
"959","15","1","1003","10201567","56011567"
"960","8","50","0","91002","56011567"
"961","15","1","1001","10201568","56011568"
"962","15","1","1002","10201569","56011569"
"963","15","1","1003","10201570","56011570"
"964","8","50","0","91002","56011570"
"965","15","1","1001","10201571","56011571"
"966","15","1","1002","10201572","56011572"
"967","15","1","1003","10201573","56011573"
"968","8","50","0","91002","56011573"
"969","15","1","1003","10201574","56011574"
"970","8","100","0","91002","56011574"
"971","15","1","1001","10201575","56011575"
"972","15","1","1002","10201576","56011576"
"973","15","1","1003","10201577","56011577"
"974","8","50","0","91002","56011577"
"975","15","1","1001","10201578","56011578"
"976","15","1","1002","10201579","56011579"
"977","15","1","1003","10201580","56011580"
"978","8","50","0","91002","56011580"
"979","15","1","1001","10201581","56011581"
"980","15","1","1002","10201582","56011582"
"981","15","1","1003","10201583","56011583"
"982","8","50","0","91002","56011583"
"983","15","1","1001","10201584","56011584"
"984","15","1","1002","10201585","56011585"
"985","15","1","1003","10201586","56011586"
"986","8","50","0","91002","56011586"
"987","15","1","1001","10201587","56011587"
"988","15","1","1002","10201588","56011588"
"989","15","1","1003","10201589","56011589"
"990","8","50","0","91002","56011589"
"991","15","1","1001","10201590","56011590"
"992","15","1","1002","10201591","56011591"
"993","15","1","1003","10201592","56011592"
"994","8","50","0","91002","56011592"
"995","15","1","1001","10201593","56011593"
"996","15","1","1002","10201594","56011594"
"997","15","1","1003","10201595","56011595"
"998","8","50","0","91002","56011595"
"999","15","1","1003","10201596","56011596"
"1000","8","100","0","91002","56011596"
"1001","15","1","1003","10201597","56011597"
"1002","8","100","0","91002","56011597"
"1003","15","1","1003","10201598","56011598"
"1004","8","100","0","91002","56011598"
"1005","15","1","1001","10201599","56011599"
"1006","15","1","1002","10201600","56011600"
"1007","15","1","1003","10201601","56011601"
"1008","8","50","0","91002","56011601"
"1009","15","1","1001","10201602","56011602"
"1010","15","1","1002","10201603","56011603"
"1011","15","1","1003","10201604","56011604"
"1012","8","50","0","91002","56011604"
"1013","15","1","1003","10201605","56011605"
"1014","8","100","0","91002","56011605"
"1015","15","1","1001","10201606","56011606"
"1016","15","1","1002","10201607","56011607"
"1017","15","1","1003","10201608","56011608"
"1018","8","50","0","91002","56011608"
"1019","15","1","1001","10201609","56011609"
"1020","15","1","1002","10201610","56011610"
"1021","15","1","1003","10201611","56011611"
"1022","8","50","0","91002","56011611"
"1023","15","1","1001","10201612","56011612"
"1024","15","1","1002","10201613","56011613"
"1025","15","1","1003","10201614","56011614"
"1026","8","50","0","91002","56011614"
"1027","15","1","1003","10201615","56011615"
"1028","8","100","0","91002","56011615"
"1029","15","1","1001","10201616","56011616"
"1030","15","1","1002","10201617","56011617"
"1031","15","1","1003","10201618","56011618"
"1032","8","50","0","91002","56011618"
"1033","15","1","1001","10201619","56011619"
"1034","15","1","1002","10201620","56011620"
"1035","15","1","1003","10201621","56011621"
"1036","8","50","0","91002","56011621"
"1037","15","1","1001","10201622","56011622"
"1038","15","1","1002","10201623","56011623"
"1039","15","1","1003","10201624","56011624"
"1040","8","50","0","91002","56011624"
"1041","15","1","1003","10201625","56011625"
"1042","8","100","0","91002","56011625"
"1043","15","1","1001","10201626","56011626"
"1044","15","1","1002","10201627","56011627"
"1045","15","1","1003","10201628","56011628"
"1046","8","50","0","91002","56011628"
"1047","15","1","1001","10201629","56011629"
"1048","15","1","1002","10201630","56011630"
"1049","15","1","1003","10201631","56011631"
"1050","8","50","0","91002","56011631"
"1051","15","1","1001","10201632","56011632"
"1052","15","1","1002","10201633","56011633"
"1053","15","1","1003","10201634","56011634"
"1054","8","50","0","91002","56011634"
"1055","15","1","1003","10201635","56011635"
"1056","8","100","0","91002","56011635"
"1057","15","1","1001","10201636","56011636"
"1058","15","1","1002","10201637","56011637"
"1059","15","1","1003","10201638","56011638"
"1060","8","50","0","91002","56011638"
"1061","15","1","1001","10201639","56011639"
"1062","15","1","1002","10201640","56011640"
"1063","15","1","1003","10201641","56011641"
"1064","8","50","0","91002","56011641"
"1065","15","1","1001","10201642","56011642"
"1066","15","1","1002","10201643","56011643"
"1067","15","1","1003","10201644","56011644"
"1068","8","50","0","91002","56011644"
"1069","15","1","1003","10201645","56011645"
"1070","8","100","0","91002","56011645"
"1071","15","1","1001","10201646","56011646"
"1072","15","1","1002","10201647","56011647"
"1073","15","1","1003","10201648","56011648"
"1074","8","50","0","91002","56011648"
"1075","15","1","1001","10201649","56011649"
"1076","15","1","1002","10201650","56011650"
"1077","15","1","1003","10201651","56011651"
"1078","8","50","0","91002","56011651"
"1079","15","1","1001","10201652","56011652"
"1080","15","1","1002","10201653","56011653"
"1081","15","1","1003","10201654","56011654"
"1082","8","50","0","91002","56011654"
"1083","15","1","1003","10201655","56011655"
"1084","8","100","0","91002","56011655"
"1085","15","1","1003","10201656","56011656"
"1086","8","100","0","91002","56011656"
"1087","15","1","1001","10201657","56011657"
"1088","15","1","1002","10201658","56011658"
"1089","15","1","1003","10201659","56011659"
"1090","8","50","0","91002","56011659"
"1091","15","1","1001","10201660","56011660"
"1092","15","1","1002","10201661","56011661"
"1093","15","1","1003","10201662","56011662"
"1094","8","50","0","91002","56011662"
"1095","15","1","1001","10201663","56011663"
"1096","15","1","1002","10201664","56011664"
"1097","15","1","1003","10201665","56011665"
"1098","8","50","0","91002","56011665"
"1099","15","1","1001","10201666","56011666"
"1100","15","1","1002","10201667","56011667"
"1101","15","1","1003","10201668","56011668"
"1102","8","50","0","91002","56011668"
"1103","15","1","1003","10201669","56011669"
"1104","8","100","0","91002","56011669"
"1105","15","1","1001","10201670","56011670"
"1106","15","1","1002","10201671","56011671"
"1107","15","1","1003","10201672","56011672"
"1108","8","50","0","91002","56011672"
"1109","15","1","1001","10201673","56011673"
"1110","15","1","1002","10201674","56011674"
"1111","15","1","1003","10201675","56011675"
"1112","8","50","0","91002","56011675"
"1113","15","1","1003","10201676","56011676"
"1114","8","100","0","91002","56011676"
"1115","15","1","1001","10201677","56011677"
"1116","15","1","1002","10201678","56011678"
"1117","15","1","1003","10201679","56011679"
"1118","8","50","0","91002","56011679"
"1119","15","1","1001","10201680","56011680"
"1120","15","1","1002","10201681","56011681"
"1121","15","1","1003","10201682","56011682"
"1122","8","50","0","91002","56011682"
"1123","15","1","1001","10201683","56011683"
"1124","15","1","1002","10201684","56011684"
"1125","15","1","1003","10201685","56011685"
"1126","8","50","0","91002","56011685"
"1127","15","1","1001","10201686","56011686"
"1128","15","1","1002","10201687","56011687"
"1129","15","1","1003","10201688","56011688"
"1130","8","50","0","91002","56011688"
"1131","15","1","1003","10201689","56011689"
"1132","8","100","0","91002","56011689"
"1133","15","1","1001","10201690","56011690"
"1134","15","1","1002","10201691","56011691"
"1135","15","1","1003","10201692","56011692"
"1136","8","50","0","91002","56011692"
"1137","15","1","1001","10201693","56011693"
"1138","15","1","1002","10201694","56011694"
"1139","15","1","1003","10201695","56011695"
"1140","8","50","0","91002","56011695"
"1141","15","1","1001","10201696","56011696"
"1142","15","1","1002","10201697","56011697"
"1143","15","1","1003","10201698","56011698"
"1144","8","50","0","91002","56011698"
"1145","15","1","1001","10201699","56011699"
"1146","15","1","1002","10201700","56011700"
"1147","15","1","1003","10201701","56011701"
"1148","8","50","0","91002","56011701"
"1149","15","1","1002","11401001","51501001"
"1150","8","50","0","91002","51501001"
"1151","15","1","1003","11401002","51502001"
"1152","8","100","0","91002","51502001"
"1153","15","1","1003","10201702","56011702"
"1154","8","100","0","91002","56011702"
"1155","15","1","1001","10201703","56011703"
"1156","15","1","1002","10201704","56011704"
"1157","15","1","1003","10201705","56011705"
"1158","8","50","0","91002","56011705"
"1159","15","1","1001","10201706","56011706"
"1160","15","1","1002","10201707","56011707"
"1161","15","1","1003","10201708","56011708"
"1162","8","50","0","91002","56011708"
"1163","15","1","1001","10201709","56011709"
"1164","15","1","1002","10201710","56011710"
"1165","15","1","1003","10201711","56011711"
"1166","8","50","0","91002","56011711"
"1167","15","1","1003","10201712","56011712"
"1168","8","100","0","91002","56011712"
"1169","15","1","1001","10201713","56011713"
"1170","15","1","1002","10201714","56011714"
"1171","15","1","1003","10201715","56011715"
"1172","8","50","0","91002","56011715"
"1173","15","1","1001","10201716","56011716"
"1174","15","1","1002","10201717","56011717"
"1175","15","1","1003","10201718","56011718"
"1176","8","50","0","91002","56011718"
"1177","15","1","1001","10201719","56011719"
"1178","15","1","1002","10201720","56011720"
"1179","15","1","1003","10201721","56011721"
"1180","8","50","0","91002","56011721"
"1182","15","1","1003","10201722","56011722"
"1183","8","100","0","91002","56011722"
"1184","15","1","1001","10201723","56011723"
"1185","15","1","1002","10201724","56011724"
"1186","15","1","1003","10201725","56011725"
"1187","8","50","0","91002","56011725"
"1188","15","1","1001","10201726","56011726"
"1189","15","1","1002","10201727","56011727"
"1190","15","1","1003","10201728","56011728"
"1191","8","50","0","91002","56011728"
"1192","15","1","1001","10201729","56011729"
"1193","15","1","1002","10201730","56011730"
"1194","15","1","1003","10201731","56011731"
"1195","8","50","0","91002","56011731"
"1196","15","1","1003","10201732","56011732"
"1197","8","100","0","91002","56011732"
"1198","15","1","1001","10201733","56011733"
"1199","15","1","1002","10201734","56011734"
"1200","15","1","1003","10201735","56011735"
"1201","8","50","0","91002","56011735"
"1202","15","1","1001","10201736","56011736"
"1203","15","1","1002","10201737","56011737"
"1204","15","1","1003","10201738","56011738"
"1205","8","50","0","91002","56011738"
"1206","15","1","1001","10201739","56011739"
"1207","15","1","1002","10201740","56011740"
"1208","15","1","1003","10201741","56011741"
"1209","8","50","0","91002","56011741"
"1210","15","1","1001","10201742","56011742"
"1211","15","1","1002","10201743","56011743"
"1212","15","1","1003","10201744","56011744"
"1213","8","50","0","91002","56011744"
"1214","15","1","1003","10201745","56011745"
"1215","8","100","0","91002","56011745"
"1216","15","1","1001","10201746","56011746"
"1217","15","1","1002","10201747","56011747"
"1218","15","1","1003","10201748","56011748"
"1219","8","50","0","91002","56011748"
"1220","15","1","1001","10201749","56011749"
"1221","15","1","1002","10201750","56011750"
"1222","15","1","1003","10201751","56011751"
"1223","8","50","0","91002","56011751"
"1224","15","1","1003","10201752","56011752"
"1225","8","100","0","91002","56011752"
"1226","15","1","1001","10201753","56011753"
"1227","15","1","1002","10201754","56011754"
"1228","15","1","1003","10201755","56011755"
"1229","8","50","0","91002","56011755"
"1230","15","1","1001","10201756","56011756"
"1231","15","1","1002","10201757","56011757"
"1232","15","1","1003","10201758","56011758"
"1233","8","50","0","91002","56011758"
"1234","15","1","1001","10201759","56011759"
"1235","15","1","1002","10201760","56011760"
"1236","15","1","1003","10201761","56011761"
"1237","8","50","0","91002","56011761"
"1238","15","1","1001","10201762","56011762"
"1239","15","1","1002","10201763","56011763"
"1240","15","1","1003","10201764","56011764"
"1241","8","50","0","91002","56011764"
"1242","15","1","1003","10201765","56011765"
"1243","8","100","0","91002","56011765"
"1244","15","1","1001","10201766","56011766"
"1245","15","1","1002","10201767","56011767"
"1246","15","1","1003","10201768","56011768"
"1247","8","50","0","91002","56011768"
"1248","15","1","1001","10201769","56011769"
"1249","15","1","1002","10201770","56011770"
"1250","15","1","1003","10201771","56011771"
"1251","8","50","0","91002","56011771"
"1252","15","1","1001","10201772","56011772"
"1253","15","1","1002","10201773","56011773"
"1254","15","1","1003","10201774","56011774"
"1255","8","50","0","91002","56011774"
"1256","15","1","1003","10201775","56011775"
"1257","8","100","0","91002","56011775"
"1258","15","1","1001","10201776","56011776"
"1259","15","1","1002","10201777","56011777"
"1260","15","1","1003","10201778","56011778"
"1261","8","50","0","91002","56011778"
"1262","15","1","1001","10201779","56011779"
"1263","15","1","1002","10201780","56011780"
"1264","15","1","1003","10201781","56011781"
"1265","8","50","0","91002","56011781"
"1266","15","1","1001","10201782","56011782"
"1267","15","1","1002","10201783","56011783"
"1268","15","1","1003","10201784","56011784"
"1269","8","50","0","91002","56011784"
"1270","15","1","1003","10201785","56011785"
"1271","8","100","0","91002","56011785"
"1272","15","1","1001","11601001","51601001"
"1273","15","1","1002","11601002","51601002"
"1274","15","1","1003","11601003","51601003"
"1275","15","1","1001","10201786","56011786"
"1276","15","1","1002","10201787","56011787"
"1277","15","1","1003","10201788","56011788"
"1278","8","50","0","91002","56011788"
"1279","15","1","1001","10201789","56011789"
"1280","15","1","1002","10201790","56011790"
"1281","15","1","1003","10201791","56011791"
"1282","8","50","0","91002","56011791"
"1283","15","1","1003","10201792","56011792"
"1284","8","100","0","91002","56011792"
"1285","15","1","1001","10201793","56011793"
"1286","15","1","1002","10201794","56011794"
"1287","15","1","1003","10201795","56011795"
"1288","8","50","0","91002","56011795"
"1289","15","1","1001","10201796","56011796"
"1290","15","1","1002","10201797","56011797"
"1291","15","1","1003","10201798","56011798"
"1292","8","50","0","91002","56011798"
"1293","15","1","1003","10201799","56011799"
"1294","8","100","0","91002","56011799"
"1295","15","1","1001","10201800","56011800"
"1296","15","1","1002","10201801","56011801"
"1297","15","1","1003","10201802","56011802"
"1298","8","50","0","91002","56011802"
"1299","15","1","1001","10201803","56011803"
"1300","15","1","1002","10201804","56011804"
"1301","15","1","1003","10201805","56011805"
"1302","8","50","0","91002","56011805"
"1303","15","1","1003","10201806","56011806"
"1304","8","100","0","91002","56011806"
"1305","15","1","1001","10201807","56011807"
"1306","15","1","1002","10201808","56011808"
"1307","15","1","1003","10201809","56011809"
"1308","8","50","0","91002","56011809"
"1309","15","1","1001","10201810","56011810"
"1310","15","1","1002","10201811","56011811"
"1311","15","1","1003","10201812","56011812"
"1312","8","50","0","91002","56011812"
"1313","15","1","1001","10201813","56011813"
"1314","15","1","1002","10201814","56011814"
"1315","15","1","1003","10201815","56011815"
"1316","8","50","0","91002","56011815"
"1317","15","1","1001","10201816","56011816"
"1318","15","1","1002","10201817","56011817"
"1319","15","1","1003","10201818","56011818"
"1320","8","50","0","91002","56011818"
"1321","15","1","1003","10201819","56011819"
"1322","8","100","0","91002","56011819"
"1323","15","1","1001","10201820","56011820"
"1324","15","1","1002","10201821","56011821"
"1325","15","1","1003","10201822","56011822"
"1326","8","50","0","91002","56011822"
"1327","15","1","1001","10201823","56011823"
"1328","15","1","1002","10201824","56011824"
"1329","15","1","1003","10201825","56011825"
"1330","8","50","0","91002","56011825"
"1331","15","1","1001","10201826","56011826"
"1332","15","1","1002","10201827","56011827"
"1333","15","1","1003","10201828","56011828"
"1334","8","50","0","91002","56011828"
"1335","15","1","1001","10201829","56011829"
"1336","15","1","1002","10201830","56011830"
"1337","15","1","1003","10201831","56011831"
"1338","8","50","0","91002","56011831"
"1339","15","1","1001","11701001","51701001"
"1340","15","1","1001","10201832","56011832"
"1341","15","1","1002","10201833","56011833"
"1342","15","1","1003","10201834","56011834"
"1343","8","50","0","91002","56011834"
"1344","15","1","1001","10201835","56011835"
"1345","15","1","1002","10201836","56011836"
"1346","15","1","1003","10201837","56011837"
"1347","8","50","0","91002","56011837"
"1348","15","1","1003","10201838","56011838"
"1349","8","100","0","91002","56011838"
"1350","15","1","1003","10201839","56011839"
"1351","8","100","0","91002","56011839"
"1352","15","1","1003","10201840","56011840"
"1353","8","100","0","91002","56011840"
"1354","15","1","1001","10201841","56011841"
"1355","15","1","1002","10201842","56011842"
"1356","15","1","1003","10201843","56011843"
"1357","8","50","0","91002","56011843"
"1358","15","1","1001","10201844","56011844"
"1359","15","1","1002","10201845","56011845"
"1360","15","1","1003","10201846","56011846"
"1361","8","50","0","91002","56011846"
"1362","15","1","1001","10201847","56011847"
"1363","15","1","1002","10201848","56011848"
"1364","15","1","1003","10201849","56011849"
"1365","8","50","0","91002","56011849"
"1366","15","1","1001","10201850","56011850"
"1367","15","1","1002","10201851","56011851"
"1368","15","1","1003","10201852","56011852"
"1369","8","50","0","91002","56011852"
"1370","15","1","1001","10201853","56011853"
"1371","15","1","1002","10201854","56011854"
"1372","15","1","1003","10201855","56011855"
"1373","8","50","0","91002","56011855"
"1374","15","1","1001","10201856","56011856"
"1375","15","1","1002","10201857","56011857"
"1376","15","1","1003","10201858","56011858"
"1377","8","50","0","91002","56011858"
"1378","15","1","1001","10201859","56011859"
"1379","15","1","1002","10201860","56011860"
"1380","15","1","1003","10201861","56011861"
"1381","8","50","0","91002","56011861"
"1382","15","1","1003","10201862","56011862"
"1383","8","100","0","91002","56011862"
"1384","15","1","1001","10201863","56011863"
"1385","15","1","1002","10201864","56011864"
"1386","15","1","1003","10201865","56011865"
"1387","8","50","0","91002","56011865"
"1388","15","1","1001","10201866","56011866"
"1389","15","1","1002","10201867","56011867"
"1390","15","1","1003","10201868","56011868"
"1391","8","50","0","91002","56011868"
"1392","15","1","1001","10201869","56011869"
"1393","15","1","1002","10201870","56011870"
"1394","15","1","1003","10201871","56011871"
"1395","8","50","0","91002","56011871"
"1396","15","1","1001","10201872","56011872"
"1397","15","1","1002","10201873","56011873"
"1398","15","1","1003","10201874","56011874"
"1399","8","50","0","91002","56011874"
"1400","15","1","1003","11801001","51801001"
"1401","15","1","1001","10201875","56011875"
"1402","15","1","1002","10201876","56011876"
"1403","15","1","1003","10201877","56011877"
"1404","8","50","0","91002","56011877"
"1405","15","1","1001","10201878","56011878"
"1406","15","1","1002","10201879","56011879"
"1407","15","1","1003","10201880","56011880"
"1408","8","50","0","91002","56011880"
"1409","15","1","1001","10201881","56011881"
"1410","15","1","1002","10201882","56011882"
"1411","15","1","1003","10201883","56011883"
"1412","8","50","0","91002","56011883"
"1413","15","1","1001","10201884","56011884"
"1414","15","1","1002","10201885","56011885"
"1415","15","1","1003","10201886","56011886"
"1416","8","50","0","91002","56011886"
"1417","15","1","1001","10201887","56011887"
"1418","15","1","1002","10201888","56011888"
"1419","15","1","1003","10201889","56011889"
"1420","8","50","0","91002","56011889"
"1421","15","1","1001","10201890","56011890"
"1422","15","1","1002","10201891","56011891"
"1423","15","1","1003","10201892","56011892"
"1424","8","50","0","91002","56011892"
"1425","15","1","1001","10201893","56011893"
"1426","15","1","1002","10201894","56011894"
"1427","15","1","1003","10201895","56011895"
"1428","8","50","0","91002","56011895"
"1429","15","1","1001","10201896","56011896"
"1430","15","1","1002","10201897","56011897"
"1431","15","1","1003","10201898","56011898"
"1432","8","50","0","91002","56011898"
"1433","15","1","1003","10201899","56011899"
"1434","8","100","0","91002","56011899"
"1435","15","1","1003","10201900","56011900"
"1436","8","100","0","91002","56011900"
"1437","15","1","1003","10201901","56011901"
"1438","8","100","0","91002","56011901"
"1439","15","1","1001","10201902","56011902"
"1440","15","1","1002","10201903","56011903"
"1441","15","1","1003","10201904","56011904"
"1442","8","50","0","91002","56011904"
"1443","15","1","1001","10201905","56011905"
"1444","15","1","1002","10201906","56011906"
"1445","15","1","1003","10201907","56011907"
"1446","8","50","0","91002","56011907"
"1447","15","1","1001","10201908","56011908"
"1448","15","1","1002","10201909","56011909"
"1449","15","1","1003","10201910","56011910"
"1450","8","50","0","91002","56011910"
"1451","15","1","1001","10201911","56011911"
"1452","15","1","1002","10201912","56011912"
"1453","15","1","1003","10201913","56011913"
"1454","8","50","0","91002","56011913"
"1455","15","1","1001","10201914","56011914"
"1456","15","1","1002","10201915","56011915"
"1457","15","1","1003","10201916","56011916"
"1458","8","50","0","91002","56011916"
"1459","15","1","1003","10202019","56012019"
"1460","15","1","1001","10201917","56011917"
"1461","15","1","1002","10201918","56011918"
"1462","15","1","1003","10201919","56011919"
"1463","8","50","0","91002","56011919"
"1464","15","1","1001","10201920","56011920"
"1465","15","1","1002","10201921","56011921"
"1466","15","1","1003","10201922","56011922"
"1467","8","50","0","91002","56011922"
"1468","15","1","1001","10201923","56011923"
"1469","15","1","1002","10201924","56011924"
"1470","15","1","1003","10201925","56011925"
"1471","8","50","0","91002","56011925"
"1472","15","1","1001","10201926","56011926"
"1473","15","1","1002","10201927","56011927"
"1474","15","1","1003","10201928","56011928"
"1475","8","50","0","91002","56011928"
"1476","15","1","1001","10201929","56011929"
"1477","15","1","1002","10201930","56011930"
"1478","15","1","1003","10201931","56011931"
"1479","8","50","0","91002","56011931"
"1480","15","1","1001","10201932","56011932"
"1481","15","1","1002","10201933","56011933"
"1482","15","1","1003","10201934","56011934"
"1483","8","50","0","91002","56011934"
"1484","15","1","1001","10201935","56011935"
"1485","15","1","1002","10201936","56011936"
"1486","15","1","1003","10201937","56011937"
"1487","8","50","0","91002","56011937"
"1488","15","1","1001","10201938","56011938"
"1489","15","1","1002","10201939","56011939"
"1490","15","1","1003","10201940","56011940"
"1491","8","50","0","91002","56011940"
"1492","15","1","1001","10201941","56011941"
"1493","15","1","1002","10201942","56011942"
"1494","15","1","1003","10201943","56011943"
"1495","8","50","0","91002","56011943"
"1496","15","1","1001","10201944","56011944"
"1497","15","1","1002","10201945","56011945"
"1498","15","1","1003","10201946","56011946"
"1499","8","50","0","91002","56011946"
"1500","15","1","1001","10201947","56011947"
"1501","15","1","1002","10201948","56011948"
"1502","15","1","1003","10201949","56011949"
"1503","8","50","0","91002","56011949"
"1504","15","1","1001","10201950","56011950"
"1505","15","1","1002","10201951","56011951"
"1506","15","1","1003","10201952","56011952"
"1507","8","50","0","91002","56011952"
"1508","15","1","1001","10201953","56011953"
"1509","15","1","1002","10201954","56011954"
"1510","15","1","1003","10201955","56011955"
"1511","8","50","0","91002","56011955"
"1512","15","1","1003","10201956","56011956"
"1513","8","100","0","91002","56011956"
"1514","15","1","1001","10201957","56011957"
"1515","15","1","1002","10201958","56011958"
"1516","15","1","1003","10201959","56011959"
"1517","8","50","0","91002","56011959"
"1518","15","1","1001","10201960","56011960"
"1519","15","1","1002","10201961","56011961"
"1520","15","1","1003","10201962","56011962"
"1521","8","50","0","91002","56011962"
"1522","15","1","1001","10201963","56011963"
"1523","15","1","1002","10201964","56011964"
"1524","15","1","1003","10201965","56011965"
"1525","8","50","0","91002","56011965"
"1526","15","1","1001","10201966","56011966"
"1527","15","1","1002","10201967","56011967"
"1528","15","1","1003","10201968","56011968"
"1529","8","50","0","91002","56011968"
"1530","15","1","1001","10201969","56011969"
"1531","15","1","1002","10201970","56011970"
"1532","15","1","1003","10201971","56011971"
"1533","8","50","0","91002","56011971"
"1534","15","1","1001","10201972","56011972"
"1535","15","1","1002","10201973","56011973"
"1536","15","1","1003","10201974","56011974"
"1537","8","50","0","91002","56011974"
"1538","15","1","1003","10202022","56012022"
"1539","15","1","1001","10201975","56011975"
"1540","15","1","1002","10201976","56011976"
"1541","15","1","1003","10201977","56011977"
"1542","8","50","0","91002","56011977"
"1543","15","1","1001","10201978","56011978"
"1544","15","1","1002","10201979","56011979"
"1545","15","1","1003","10201980","56011980"
"1546","8","50","0","91002","56011980"
"1547","15","1","1001","10201981","56011981"
"1548","15","1","1002","10201982","56011982"
"1549","15","1","1003","10201983","56011983"
"1550","8","50","0","91002","56011983"
"1551","15","1","1001","10201984","56011984"
"1552","15","1","1002","10201985","56011985"
"1553","15","1","1003","10201986","56011986"
"1554","8","50","0","91002","56011986"
"1555","15","1","1001","10201987","56011987"
"1556","15","1","1002","10201988","56011988"
"1557","15","1","1003","10201989","56011989"
"1558","8","50","0","91002","56011989"
"1559","15","1","1001","10201990","56011990"
"1560","15","1","1002","10201991","56011991"
"1561","15","1","1003","10201992","56011992"
"1562","8","50","0","91002","56011992"
"1563","15","1","1001","10201993","56011993"
"1564","15","1","1002","10201994","56011994"
