6f71e438ebc148ff5099b9b068cc38e92f9a2b9c2ec6f7220bccd98d0bb855c2,48b06bc461c9807a1d0e5226564c08a5202c04910d5f4af139908588ffbfb657,5fbf9dfa9fcb89cc8a94c4d99b1003767ae5f167acd9a3619d9c786dcd7cf1cf,2c01edb56337f3bf912b320d96505d5aed3ad42b7127aca2d184ad8e08e19836,4c56ac8912236b0cf05f632db4914b1845f5a785c1079b53d7794a014cc0acfa,6e10c500727738c64486ee18868d0d92f35937830ab1ef310b6f5d38bd944d9a,eeb0bce951e852d3f0bd4218e95f3889e87d51294e7fbba45c67f539c15032d6,4e8edd86500376f3ce2b52227e06dc63e2e137bd7ca109f57c9783214c058752,6452abb6dc7f924bb25d0b29cf54a3e01c1b38b81db6d1408b3d6f5bb7c296e9,2f745765219d3027e4112c3315d17f36d227718cec7d0e23ac546f7ac1e02837,fbefe1a258a1f0ddcb5788906964e251a63ba1ac195c47270b6a55ebbd98a121,f69cf1ef23ac2493818a1f93a2523d19a93c0daacb37d5bc297c32a3c5e51728
"3.4","0","0","0","0","52","4","1005901","0","1","0","100590152"
"0","0","vo_ske","0","0","53","2","1005901","0","0","vo_ske_0608","100590153"
"0","0","0","2","11","54","1","1005901","212","0","0","100590154"
"2.7","0","0","0","0","55","4","1005901","0","1","0","100590155"
"0","212","0","1","11","56","1","1005901","339","0","0","100590156"
"1","0","0","0","0","57","4","1005901","0","1","0","100590157"
"0","0","0","0.7","12","58","1","1005901","82","0","0","100590158"
"1.9","0","0","0","0","59","4","1005901","0","1","0","100590159"
"0","82","0","1.6","12","60","1","1005901","313","0","0","100590160"
"4","0","0","0","0","61","4","1005901","0","1","0","100590161"
"0","0","vo_ske","0","0","62","2","1005901","0","0","vo_ske_0609","100590162"
"0","0","0","2","13","63","1","1005901","238","0","0","100590163"
"3.8","0","0","0","0","64","4","1005901","0","1","0","100590164"
"0","0","vo_ske","0","0","65","2","1005901","0","0","vo_ske_0610","100590165"
"0","0","0","0.7","14","66","1","1005901","114","0","0","100590166"
"1.4","0","0","0","0","67","4","1005901","0","1","0","100590167"
"0","114","0","1.7","14","68","1","1005901","336","0","0","100590168"
"4.2","0","0","0","0","69","4","1005901","0","1","0","100590169"
"0.8","0","0","0","0","1","4","1005902","0","1","0","100590201"
"0","0","vo_ske","0","0","2","2","1005902","0","0","vo_ske_0701","100590202"
"0","0","0","2.3","1","3","1","1005902","310","0","0","100590203"
"3.6","0","0","0","0","4","4","1005902","0","1","0","100590204"
"0","0","vo_ske","0","0","5","2","1005902","0","0","vo_ske_0702","100590205"
"0","0","0","0.9","2","6","1","1005902","120","0","0","100590206"
"1.6","0","0","0","0","7","4","1005902","0","1","0","100590207"
"0","120","0","0.7","2","8","1","1005902","210","0","0","100590208"
"1.6","0","0","0","0","9","4","1005902","0","1","0","100590209"
"0","210","0","0.9","2","10","1","1005902","290","0","0","100590210"
"1.5","0","0","0","0","11","4","1005902","0","1","0","100590211"
"0","0","0","1.9","3","12","1","1005902","250","0","0","100590212"
"3.5","0","0","0","0","13","4","1005902","0","1","0","100590213"
"0","0","vo_ske","0","0","14","2","1005902","0","0","vo_ske_0703","100590214"
"0","0","0","1.2","4","15","1","1005902","135","0","0","100590215"
"2.1","0","0","0","0","16","4","1005902","0","1","0","100590216"
"0","135","0","1.6","4","17","1","1005902","328","0","0","100590217"
"1.6","0","0","0","0","18","4","1005902","0","1","0","100590218"
"0","0","0","0.6","5","19","1","1005902","114","0","0","100590219"
"2.5","0","0","0","0","20","4","1005902","0","1","0","100590220"
"0","0","vo_ske","0","0","21","2","1005902","0","0","vo_ske_0704","100590221"
"0","114","0","0.7","5","22","1","1005902","200","0","0","100590222"
"2.4","0","0","0","0","23","4","1005902","0","1","0","100590223"
"0","200","0","1.1","5","24","1","1005902","318","0","0","100590224"
"1.1","0","0","0","0","25","4","1005902","0","1","0","100590225"
"0","0","0","1.5","6","26","1","1005902","183","0","0","100590226"
"2","0","0","0","0","27","4","1005902","0","1","0","100590227"
"0","183","0","1.4","6","28","1","1005902","340","0","0","100590228"
"2.9","0","0","0","0","29","4","1005902","0","1","0","100590229"
"0","0","vo_ske","0","0","30","2","1005902","0","0","vo_ske_0705","100590230"
"0","0","0","0.6","7","31","1","1005902","85","0","0","100590231"
"1.4","0","0","0","0","32","4","1005902","0","1","0","100590232"
"0","85","0","2","7","33","1","1005902","340","0","0","100590233"
"5.2","0","0","0","0","34","4","1005902","0","1","0","100590234"
"0","0","vo_ske","0","0","35","2","1005902","0","0","vo_ske_0706","100590235"
"0","0","0","1.226","8","36","1","1005902","116","0","0","100590236"
"1.934","0","0","0","0","37","4","1005902","0","1","0","100590237"
"0","116","0","1.42","8","38","1","1005902","281","0","0","100590238"
"1.552","0","0","0","0","39","4","1005902","0","1","0","100590239"
"0","281","0","0.6","8","40","1","1005902","357","0","0","100590240"
"0.6","0","0","0","0","41","4","1005902","0","1","0","100590241"
"0","0","0","1.2","9","42","1","1005902","180","0","0","100590242"
"3","0","0","0","0","43","4","1005902","0","1","0","100590243"
"0","0","vo_ske","0","0","44","2","1005902","0","0","vo_ske_0707","100590244"
"0","180","0","1","9","45","1","1005902","284","0","0","100590245"
"2","0","0","0","0","46","4","1005902","0","1","0","100590246"
"0","284","0","0.9","9","47","1","1005902","402","0","0","100590247"
"3.1","0","0","0","0","48","4","1005902","0","1","0","100590248"
"0","0","vo_ske","0","0","49","2","1005902","0","0","vo_ske_0708","100590249"
"0","0","0","1.1","10","50","1","1005902","168","0","0","100590250"
"2.4","0","0","0","0","51","4","1005902","0","1","0","100590251"
"0","0","vo_ske","0","0","52","2","1005902","0","0","vo_ske_0709","100590252"
"0","0","0","2.5","11","53","1","1005902","340","0","0","100590253"
"3.4","0","0","0","0","54","4","1005902","0","1","0","100590254"
"0","0","vo_ske","0","0","55","2","1005902","0","0","vo_ske_0710","100590255"
"0","0","0","1.4","12","56","1","1005902","150","0","0","100590256"
"2.1","0","0","0","0","57","4","1005902","0","1","0","100590257"
"0","150","0","1.3","12","58","1","1005902","302","0","0","100590258"
"3.2","0","0","0","0","59","4","1005902","0","1","0","100590259"
"0","0","vo_ske","0","0","60","2","1005902","0","0","vo_ske_0711","100590260"
"0","0","0","0.8","13","61","1","1005902","63","0","0","100590261"
"1.9","0","0","0","0","62","4","1005902","0","1","0","100590262"
"0","63","0","1.7","13","63","1","1005902","305","0","0","100590263"
"3.5","0","0","0","0","64","4","1005902","0","1","0","100590264"
"0","0","vo_ske","0","0","65","2","1005902","0","0","vo_ske_0712","100590265"
"0","0","0","1","14","66","1","1005902","95","0","0","100590266"
"1.9","0","0","0","0","67","4","1005902","0","1","0","100590267"
"0","95","0","1.6","14","68","1","1005902","362","0","0","100590268"
"4.1","0","0","0","0","69","4","1005902","0","1","0","100590269"
"0.8","0","0","0","0","1","4","1005903","0","1","0","100590301"
"0","0","vo_ske","0","0","2","2","1005903","0","0","vo_ske_0801","100590302"
"0","0","0","2.2","1","3","1","1005903","231","0","0","100590303"
"3.4","0","0","0","0","4","4","1005903","0","1","0","100590304"
"0","0","vo_ske","0","0","5","2","1005903","0","0","vo_ske_0802","100590305"
"0","0","0","0.465","2","6","1","1005903","39","0","0","100590306"
"0.998","0","0","0","0","7","4","1005903","0","1","0","100590307"
"0","39","0","1.722","2","8","1","1005903","284","0","0","100590308"
"3.024","0","0","0","0","9","4","1005903","0","1","0","100590309"
"0","284","0","0.8","2","10","1","1005903","388","0","0","100590310"
"0.8","0","0","0","0","11","4","1005903","0","1","0","100590311"
"0","0","0","0.9","3","12","1","1005903","168","0","0","100590312"
"2.5","0","0","0","0","13","4","1005903","0","1","0","100590313"
"0","168","0","1","3","14","1","1005903","262","0","0","100590314"
"1.8","0","0","0","0","15","4","1005903","0","1","0","100590315"
"0","262","0","1.2","3","16","1","1005903","388","0","0","100590316"
"1.2","0","0","0","0","17","4","1005903","0","1","0","100590317"
"0","0","0","0.828","4","18","1","1005903","145","0","0","100590318"
"3.156","0","0","0","0","19","4","1005903","0","1","0","100590319"
"0","0","vo_ske","0","0","20","2","1005903","0","0","vo_ske_0803","100590320"
"0","0","0","1.2","5","21","1","1005903","134","0","0","100590321"
"2.3","0","0","0","0","22","4","1005903","0","1","0","100590322"
"0","134","0","1.8","5","23","1","1005903","347","0","0","100590323"
"3.4","0","0","0","0","24","4","1005903","0","1","0","100590324"
"0","0","0","1.9","6","25","1","1005903","257","0","0","100590325"
"4.3","0","0","0","0","26","4","1005903","0","1","0","100590326"
"0","0","vo_ske","0","0","27","2","1005903","0","0","vo_ske_0804","100590327"
"0","0","0","1.067","7","28","1","1005903","133","0","0","100590328"
"1.523","0","0","0","0","29","4","1005903","0","1","0","100590329"
"0","133","0","0.674","7","30","1","1005903","210","0","0","100590330"
"2.337","0","0","0","0","31","4","1005903","0","1","0","100590331"
"0","0","vo_ske","0","0","32","2","1005903","0","0","vo_ske_0805","100590332"
"0","210","0","1.1","7","33","1","1005903","330","0","0","100590333"
"1.1","0","0","0","0","34","4","1005903","0","1","0","100590334"
"0","0","0","0.675","8","35","1","1005903","110","0","0","100590335"
"1.662","0","0","0","0","36","4","1005903","0","1","0","100590336"
"0","110","0","2","8","37","1","1005903","350","0","0","100590337"
"4.3","0","0","0","0","38","4","1005903","0","1","0","100590338"
"0","0","vo_ske","0","0","39","2","1005903","0","0","vo_ske_0806","100590339"
"0","0","0","1.3","9","40","1","1005903","140","0","0","100590340"
"2.5","0","0","0","0","41","4","1005903","0","1","0","100590341"
"0","140","0","1.7","9","42","1","1005903","370","0","0","100590342"
"1.7","0","0","0","0","43","4","1005903","0","1","0","100590343"
"0","0","0","0.5","10","44","1","1005903","83","0","0","100590344"
"3.5","0","0","0","0","45","4","1005903","0","1","0","100590345"
"0","0","vo_ske","0","0","46","2","1005903","0","0","vo_ske_0807","100590346"
"0","0","0","2","11","47","1","1005903","222","0","0","100590347"
"3.2","0","0","0","0","48","4","1005903","0","1","0","100590348"
"0","222","0","1.1","11","49","1","1005903","385","0","0","100590349"
"1.1","0","0","0","0","50","4","1005903","0","1","0","100590350"
"0","0","0","0.8","12","51","1","1005903","102","0","0","100590351"
"2.4","0","0","0","0","52","4","1005903","0","1","0","100590352"
"0","102","0","1.7","12","53","1","1005903","328","0","0","100590353"
"4.6","0","0","0","0","54","4","1005903","0","1","0","100590354"
"0","0","vo_ske","0","0","55","2","1005903","0","0","vo_ske_0808","100590355"
"0","0","0","0.4","13","56","1","1005903","89","0","0","100590356"
"2","0","0","0","0","57","4","1005903","0","1","0","100590357"
"0","89","0","2.3","13","58","1","1005903","360","0","0","100590358"
"3.2","0","0","0","0","59","4","1005903","0","1","0","100590359"
"0","0","0","0.9","14","60","1","1005903","120","0","0","100590360"
"3.2","0","0","0","0","61","4","1005903","0","1","0","100590361"
"0","0","vo_ske","0","0","62","2","1005903","0","0","vo_ske_0809","100590362"
"0","120","0","0.8","14","63","1","1005903","318","0","0","100590363"
"3.3","0","0","0","0","64","4","1005903","0","1","0","100590364"
"0.8","0","0","0","0","1","4","1005904","0","1","0","100590401"
"0","0","vo_ske","0","0","2","2","1005904","0","0","vo_ske_0901","100590402"
"0","0","0","1.325","1","3","1","1005904","113","0","0","100590403"
"2.008","0","0","0","0","4","4","1005904","0","1","0","100590404"
"0","113","0","1.863","1","5","1","1005904","365","0","0","100590405"
"3.699","0","0","0","0","6","4","1005904","0","1","0","100590406"
"0","0","vo_ske","0","0","7","2","1005904","0","0","vo_ske_0902","100590407"
"0","0","0","1.3","2","8","1","1005904","151","0","0","100590408"
"2.1","0","0","0","0","9","4","1005904","0","1","0","100590409"
"0","151","0","1.8","2","10","1","1005904","375","0","0","100590410"
"1.8","0","0","0","0","11","4","1005904","0","1","0","100590411"
"0","0","0","0.7","3","12","1","1005904","71","0","0","100590412"
"1.6","0","0","0","0","13","4","1005904","0","1","0","100590413"
"0","71","0","2.2","3","14","1","1005904","351","0","0","100590414"
"4.8","0","0","0","0","15","4","1005904","0","1","0","100590415"
"0","0","vo_ske","0","0","16","2","1005904","0","0","vo_ske_0903","100590416"
"0","0","0","2.3","4","17","1","1005904","304","0","0","100590417"
"3","0","0","0","0","18","4","1005904","0","1","0","100590418"
"0","304","0","0.8","4","19","1","1005904","389","0","0","100590419"
"1.3","0","0","0","0","20","4","1005904","0","1","0","100590420"
"0","0","0","2.8","5","21","1","1005904","342","0","0","100590421"
"4.9","0","0","0","0","22","4","1005904","0","1","0","100590422"
"0","0","vo_ske","0","0","23","2","1005904","0","0","vo_ske_0904","100590423"
"0","0","0","0.9","6","24","1","1005904","125","0","0","100590424"
"1.9","0","0","0","0","25","4","1005904","0","1","0","100590425"
"0","125","0","0.8","6","26","1","1005904","215","0","0","100590426"
"1.4","0","0","0","0","27","4","1005904","0","1","0","100590427"
"0","215","0","1.7","6","28","1","1005904","395","0","0","100590428"
"1.7","0","0","0","0","29","4","1005904","0","1","0","100590429"
"0","0","0","0.3","7","30","1","1005904","47","0","0","100590430"
"1.2","0","0","0","0","31","4","1005904","0","1","0","100590431"
"0","47","0","2.1","7","32","1","1005904","317","0","0","100590432"
"4.1","0","0","0","0","33","4","1005904","0","1","0","100590433"
"0","0","vo_ske","0","0","34","2","1005904","0","0","vo_ske_0905","100590434"
"0","0","0","1.3","8","35","1","1005904","233","0","0","100590435"
"1.9","0","0","0","0","36","4","1005904","0","1","0","100590436"
"0","233","0","0.59","8","37","1","1005904","311","0","0","100590437"
"2.656","0","0","0","0","38","4","1005904","0","1","0","100590438"
"0","0","vo_ske","0","0","39","2","1005904","0","0","vo_ske_0906","100590439"
"0","0","0","0.8","9","40","1","1005904","97","0","0","100590440"
"1.7","0","0","0","0","41","4","1005904","0","1","0","100590441"
"0","97","0","2.1","9","42","1","1005904","350","0","0","100590442"
"2.1","0","0","0","0","43","4","1005904","0","1","0","100590443"
"0","0","0","1.4","10","44","1","1005904","170","0","0","100590444"
"3.3","0","0","0","0","45","4","1005904","0","1","0","100590445"
"0","170","0","1.1","10","46","1","1005904","300","0","0","100590446"
"2.2","0","0","0","0","47","4","1005904","0","1","0","100590447"
"0","300","0","0.6","10","48","1","1005904","395","0","0","100590448"
"0.6","0","0","0","0","49","4","1005904","0","1","0","100590449"
"0","0","0","2.1","11","50","1","1005904","253","0","0","100590450"
"4.7","0","0","0","0","51","4","1005904","0","1","0","100590451"
"0","0","vo_ske","0","0","52","2","1005904","0","0","vo_ske_0907","100590452"
"0","0","0","0.8","12","53","1","1005904","95","0","0","100590453"
"1.7","0","0","0","0","54","4","1005904","0","1","0","100590454"
"0","95","0","1.34","12","55","1","1005904","256","0","0","100590455"
"1.874","0","0","0","0","56","4","1005904","0","1","0","100590456"
"0","256","0","0.776","12","57","1","1005904","347","0","0","100590457"
"2.613","0","0","0","0","58","4","1005904","0","1","0","100590458"
"0","0","vo_ske","0","0","59","2","1005904","0","0","vo_ske_0908","100590459"
"0","0","0","1.5","14","60","1","1005904","161","0","0","100590460"
"2.6","0","0","0","0","61","4","1005904","0","1","0","100590461"
"0","161","0","2","14","62","1","1005904","399","0","0","100590462"
"4.5","0","0","0","0","63","4","1005904","0","1","0","100590463"
"0.8","0","0","0","0","1","4","1005905","0","1","0","100590501"
"0","0","vo_ske","0","0","2","2","1005905","0","0","vo_ske_1001","100590502"
"0","0","0","0.5","1","3","1","1005905","53","0","0","100590503"
"1.1","0","0","0","0","4","4","1005905","0","1","0","100590504"
"0","53","0","1.4","1","5","1","1005905","235","0","0","100590505"
"2.8","0","0","0","0","6","4","1005905","0","1","0","100590506"
"0","0","vo_ske","0","0","7","2","1005905","0","0","vo_ske_1002","100590507"
"0","0","0","1.8","2","8","1","1005905","230","0","0","100590508"
"2.4","0","0","0","0","9","4","1005905","0","1","0","100590509"
"0","230","0","1.4","2","10","1","1005905","400","0","0","100590510"
"3.3","0","0","0","0","11","4","1005905","0","1","0","100590511"
"0","0","vo_ske","0","0","12","2","1005905","0","0","vo_ske_1003","100590512"
"0","0","0","2.224","3","13","1","1005905","237","0","0","100590513"
"2.769","0","0","0","0","14","4","1005905","0","1","0","100590514"
"0","237","0","0.869","3","15","1","1005905","358","0","0","100590515"
"1.635","0","0","0","0","16","4","1005905","0","1","0","100590516"
"0","0","0","0.6","4","17","1","1005905","93","0","0","100590517"
"2.2","0","0","0","0","18","4","1005905","0","1","0","100590518"
"0","0","vo_ske","0","0","19","2","1005905","0","0","vo_ske_1004","100590519"
"0","93","0","1.3","4","20","1","1005905","237","0","0","100590520"
"1.8","0","0","0","0","21","4","1005905","0","1","0","100590521"
"0","237","0","0.9","4","22","1","1005905","342","0","0","100590522"
"0.9","0","0","0","0","23","4","1005905","0","1","0","100590523"
"0","0","0","0.9","5","24","1","1005905","166","0","0","100590524"
"2.7","0","0","0","0","25","4","1005905","0","1","0","100590525"
"0","166","0","1.059","5","26","1","1005905","327","0","0","100590526"
"3","0","0","0","0","27","4","1005905","0","1","0","100590527"
"0","0","vo_ske","0","0","28","2","1005905","0","0","vo_ske_1005","100590528"
"0","0","0","1.2","6","29","1","1005905","94","0","0","100590529"
"1.7","0","0","0","0","30","4","1005905","0","1","0","100590530"
"0","94","0","2.1","6","31","1","1005905","397","0","0","100590531"
"4.5","0","0","0","0","32","4","1005905","0","1","0","100590532"
"0","0","vo_ske","0","0","33","2","1005905","0","0","vo_ske_1006","100590533"
"0","0","0","0.566","7","34","1","1005905","47","0","0","100590534"
"1.552","0","0","0","0","35","4","1005905","0","1","0","100590535"
"0","47","0","2.318","7","36","1","1005905","362","0","0","100590536"
"3.724","0","0","0","0","37","4","1005905","0","1","0","100590537"
"0","0","0","2.077","8","38","1","1005905","260","0","0","100590538"
"2.729","0","0","0","0","39","4","1005905","0","1","0","100590539"
"0","260","0","0.66","8","40","1","1005905","327","0","0","100590540"
"2.832","0","0","0","0","41","4","1005905","0","1","0","100590541"
"0","0","vo_ske","0","0","42","2","1005905","0","0","vo_ske_1007","100590542"
"0","0","0","0.608","9","43","1","1005905","60","0","0","100590543"
"1.363","0","0","0","0","44","4","1005905","0","1","0","100590544"
"0","60","0","1.493","9","45","1","1005905","179","0","0","100590545"
"2.007","0","0","0","0","46","4","1005905","0","1","0","100590546"
"0","179","0","1.437","9","47","1","1005905","387","0","0","100590547"
"3.22","0","0","0","0","48","4","1005905","0","1","0","100590548"
"0","0","vo_ske","0","0","49","2","1005905","0","0","vo_ske_1008","100590549"
"0","0","0","1.2","10","50","1","1005905","133","0","0","100590550"
"2.4","0","0","0","0","51","4","1005905","0","1","0","100590551"
"0","133","0","1.5","10","52","1","1005905","347","0","0","100590552"
"1.5","0","0","0","0","53","4","1005905","0","1","0","100590553"
"0","0","0","0.4","11","54","1","1005905","104","0","0","100590554"
"2.7","0","0","0","0","55","4","1005905","0","1","0","100590555"
"0","104","0","1.6","11","56","1","1005905","331","0","0","100590556"
"3.7","0","0","0","0","57","4","1005905","0","1","0","100590557"
"0","0","vo_ske","0","0","58","2","1005905","0","0","vo_ske_1009","100590558"
"0","0","0","2.9","12","59","1","1005905","345","0","0","100590559"
"4","0","0","0","0","60","4","1005905","0","1","0","100590560"
"0","0","0","1.6","13","61","1","1005905","216","0","0","100590561"
"3.6","0","0","0","0","62","4","1005905","0","1","0","100590562"
"0","0","vo_ske","0","0","63","2","1005905","0","0","vo_ske_1010","100590563"
"0","0","0","0.7","14","64","1","1005905","121","0","0","100590564"
"2.1","0","0","0","0","65","4","1005905","0","1","0","100590565"
"0","121","0","1.9","14","66","1","1005905","360","0","0","100590566"
"4.4","0","0","0","0","67","4","1005905","0","1","0","100590567"
"0.8","0","0","0","0","1","4","1005906","0","1","0","100590601"
"0","0","vo_ske","0","0","2","2","1005906","0","0","vo_ske_1101","100590602"
"0","0","0","1","1","3","1","1005906","121","0","0","100590603"
"1.7","0","0","0","0","4","4","1005906","0","1","0","100590604"
"0","121","0","0.6","1","5","1","1005906","211","0","0","100590605"
"1.5","0","0","0","0","6","4","1005906","0","1","0","100590606"
"0","211","0","0.9","1","7","1","1005906","280","0","0","100590607"
"1.5","0","0","0","0","8","4","1005906","0","1","0","100590608"
"0","0","0","1.6","2","9","1","1005906","135","0","0","100590609"
"3.6","0","0","0","0","10","4","1005906","0","1","0","100590610"
"0","0","vo_ske","0","0","11","2","1005906","0","0","vo_ske_1102","100590611"
"0","135","0","0.9","2","12","1","1005906","260","0","0","100590612"
"1.8","0","0","0","0","13","4","1005906","0","1","0","100590613"
"0","260","0","0.7","2","14","1","1005906","320","0","0","100590614"
"1.9","0","0","0","0","15","4","1005906","0","1","0","100590615"
"0","320","0","0.2","2","16","1","1005906","346","0","0","100590616"
"1.5","0","0","0","0","17","4","1005906","0","1","0","100590617"
"0","0","0","2.1","3","18","1","1005906","190","0","0","100590618"
"4.1","0","0","0","0","19","4","1005906","0","1","0","100590619"
"0","0","vo_ske","0","0","20","2","1005906","0","0","vo_ske_1103","100590620"
"0","190","0","1.7","3","21","1","1005906","387","0","0","100590621"
"2.5","0","0","0","0","22","4","1005906","0","1","0","100590622"
"0","0","0","1.197","4","23","1","1005906","139","0","0","100590623"
"1.72","0","0","0","0","24","4","1005906","0","1","0","100590624"
"0","139","0","1.735","4","25","1","1005906","347","0","0","100590625"
"4.154","0","0","0","0","26","4","1005906","0","1","0","100590626"
"0","0","vo_ske","0","0","27","2","1005906","0","0","vo_ske_1104","100590627"
"0","0","0","2.4","5","28","1","1005906","292","0","0","100590628"
"3.1","0","0","0","0","29","4","1005906","0","1","0","100590629"
"0","292","0","0.7","5","30","1","1005906","355","0","0","100590630"
"0.7","0","0","0","0","31","4","1005906","0","1","0","100590631"
"0","0","0","1.2","6","32","1","1005906","153","0","0","100590632"
"1.8","0","0","0","0","33","4","1005906","0","1","0","100590633"
"0","153","0","1.2","6","34","1","1005906","289","0","0","100590634"
"3.8","0","0","0","0","35","4","1005906","0","1","0","100590635"
"0","0","vo_ske","0","0","36","2","1005906","0","0","vo_ske_1105","100590636"
"0","0","0","0.8","7","37","1","1005906","92","0","0","100590637"
"1.4","0","0","0","0","38","4","1005906","0","1","0","100590638"
"0","92","0","1.1","7","39","1","1005906","230","0","0","100590639"
"2.1","0","0","0","0","40","4","1005906","0","1","0","100590640"
"0","260","0","1.3","7","41","1","1005906","384","0","0","100590641"
"1.3","0","0","0","0","42","4","1005906","0","1","0","100590642"
"0","0","0","0.4","8","43","1","1005906","55","0","0","100590643"
"1.9","0","0","0","0","44","4","1005906","0","1","0","100590644"
"0","55","0","1.152","8","45","1","1005906","177","0","0","100590645"
"1.561","0","0","0","0","46","4","1005906","0","1","0","100590646"
"0","177","0","1.273","8","47","1","1005906","355","0","0","100590647"
"3.32","0","0","0","0","48","4","1005906","0","1","0","100590648"
"0","0","vo_ske","0","0","49","2","1005906","0","0","vo_ske_1106","100590649"
"0","0","0","2.7","9","50","1","1005906","300","0","0","100590650"
"3.8","0","0","0","0","51","4","1005906","0","1","0","100590651"
"0","0","0","0.894","10","52","1","1005906","79","0","0","100590652"
"1.455","0","0","0","0","53","4","1005906","0","1","0","100590653"
"0","79","0","1.334","10","54","1","1005906","263","0","0","100590654"
"3.699","0","0","0","0","55","4","1005906","0","1","0","100590655"
"0","0","vo_ske","0","0","56","2","1005906","0","0","vo_ske_1107","100590656"
"0","0","0","1.7","11","57","1","1005906","210","0","0","100590657"
"2.8","0","0","0","0","58","4","1005906","0","1","0","100590658"
"0","0","0","1.364","12","59","1","1005906","183","0","0","100590659"
"3.365","0","0","0","0","60","4","1005906","0","1","0","100590660"
"0","0","vo_ske","0","0","61","2","1005906","0","0","vo_ske_1108","100590661"
"0","0","0","0.6","13","62","1","1005906","85","0","0","100590662"
"2.4","0","0","0","0","63","4","1005906","0","1","0","100590663"
"0","0","vo_ske","0","0","64","2","1005906","0","0","vo_ske_1109","100590664"
"0","0","0","1","14","65","1","1005906","122","0","0","100590665"
"2","0","0","0","0","66","4","1005906","0","1","0","100590666"
"0","122","0","1","14","67","1","1005906","212","0","0","100590667"
"3.5","0","0","0","0","68","4","1005906","0","1","0","100590668"
