e1571716eafc9d3ef88b5c82af86765c617790c5ac0860036f510f5a12fe5e13,e3bf0ed6f4eb7a898abe02ea1ef43c2567d8fd3f29c70538ba2bbe552177b318,9f2a65d8e6832f6dce59b876a7ce72d990600f1d01143744a56016d9ebcce2fe,6d32eb771713c0eb31154f4d8de916a521bf10e1920881c2ba98e3b94e9f5f9d,f0dae6a776e7868b6ac9003cb055a2d31a71c18940087b9a159232746a932f30,9336b9aee2c78a81ae976d762241e2f6c7c908c12a1bd8e0c2439899dd95596e,2bf51409c9a8c54e11e60a2cddd1da0e4ffeb45ce9b901dc20cea57dea7fb576,3725f4138ea810000be4123ce01f2731278440ad731c071e0ff61d9a8db00ed0,28a43ccb3420627ef4cefd65a37f508476521cdea04831dbddbaaef72cd449c9,f95834096775ebec94065f061e5e488a96cccaadf48f532cab9f714989c7f97e,92d5540386b62a2db6a60a34e15a6bbc6fe22a94fba2f850f2812a8445bfe8c0,06b3436f136c40a59dc1a8daf8c05fb552925035c76105608bcb12f0954fd6ea,1431a32ed952a9c7839a2bcad59b7ce5d803671a1a4a2dfe664d6a6963cf4f28,7337d09104fb3d94f5d7c30653d63d6cf071057569a76710596f3fedcafa71cf,24993f5aafb2c8b5d750f41d6e2a758628fedf3dec100405003bd0387b4ee2bc
"26212","263","500","0","410","26213","103801","2816","0","26211","9103803","10","0","2022/11/03 5:00:00","2621"
"26222","264","500","0","310","26223","101401","2816","0","26221","9101403","10","0","2022/11/03 5:00:00","2622"
"26232","265","500","0","220","26233","109401","2816","0","26231","9109403","10","0","2022/11/03 5:00:00","2623"
"26312","266","500","0","564","26313","0","2816","0","26311","0","10","0","2022/11/04 5:00:00","2631"
"26412","267","500","0","499","26413","0","2816","0","26411","0","10","0","2022/11/05 5:00:00","2641"
"26512","268","500","0","435","26513","0","2816","0","26511","0","10","0","2022/11/06 5:00:00","2651"
"26612","269","500","0","372","26613","0","2816","0","26611","0","10","0","2022/11/07 5:00:00","2661"
"26712","270","500","0","309","26713","0","2816","0","26711","0","10","0","2022/11/08 5:00:00","2671"
"26812","271","500","0","246","26813","0","2816","0","26811","0","10","0","2022/11/09 5:00:00","2681"
"26912","272","500","0","183","26913","0","2816","0","26911","0","10","0","2022/11/10 5:00:00","2691"
"27012","273","500","0","85","27013","104801","2816","0","27011","9104803","10","0","2022/11/11 5:00:00","2701"
"27112","274","500","0","120","27113","0","2816","0","27111","0","10","0","2022/11/12 5:00:00","2711"
"27212","275","500","0","57","27213","0","2816","0","27211","0","10","0","2022/11/13 5:00:00","2721"
"27312","276","500","0","-6","27313","0","2816","0","27311","0","10","0","2022/11/14 5:00:00","2731"
"27412","277","500","0","-69","27413","0","2816","0","27411","0","10","0","2022/11/15 5:00:00","2741"
"27512","278","500","0","-132","27513","0","2816","0","27511","0","10","0","2022/11/16 5:00:00","2751"
"27612","279","500","0","-195","27613","0","2816","0","27611","0","10","0","2022/11/17 5:00:00","2761"
"27712","280","500","0","-258","27713","0","2816","0","27711","0","10","0","2022/11/18 5:00:00","2771"
"27812","281","500","0","-75","27813","104501","2816","0","27811","9104503","10","0","2022/11/19 5:00:00","2781"
"27912","282","500","0","-20","27913","0","2816","0","27911","0","10","0","2022/11/20 5:00:00","2791"
"28012","283","500","0","-60","28013","0","2816","0","28011","0","10","0","2022/11/21 5:00:00","2801"
"28112","284","500","0","-235","28113","102201","2816","0","28111","9100603","10","100601","2022/11/22 5:00:00","2811"
"28212","285","500","0","-210","28213","0","2816","0","28211","0","10","0","2022/11/23 5:00:00","2821"
"28312","286","500","0","-240","28313","0","2816","0","28311","0","10","0","2022/11/24 5:00:00","2831"
"28412","287","500","0","-445","28413","100501","2816","0","28411","9100503","10","0","2022/11/25 5:00:00","2841"
"28512","288","500","0","-321","28513","0","2816","0","28511","0","10","0","2022/11/26 5:00:00","2851"
"28612","289","500","0","-384","28613","0","2816","0","28611","0","10","0","2022/11/27 5:00:00","2861"
"28712","290","500","0","-448","28713","0","2816","0","28711","0","10","0","2022/11/28 5:00:00","2871"
"28812","291","500","0","-513","28813","0","2816","0","28811","0","10","0","2022/11/29 5:00:00","2881"
"28912","292","500","1","-579","28913","0","2816","0","28911","0","10","0","2022/11/30 5:00:00","2891"
"29012","293","600","0","330","29013","109201","2816","4","29011","9109203","11","0","2022/12/01 5:00:00","2901"
"29112","294","600","0","395","29113","0","2816","4","29111","0","11","0","2022/12/02 5:00:00","2911"
"29212","295","600","0","360","29213","0","2816","4","29211","0","11","0","2022/12/03 5:00:00","2921"
"29312","296","600","0","325","29313","0","2816","4","29311","0","11","0","2022/12/04 5:00:00","2931"
"29412","297","600","0","290","29413","0","2816","4","29411","0","11","0","2022/12/05 5:00:00","2941"
"29512","298","600","0","255","29513","0","2816","4","29511","0","11","0","2022/12/06 5:00:00","2951"
"29612","299","600","0","220","29613","0","2816","4","29611","0","11","0","2022/12/07 5:00:00","2961"
"29712","300","600","0","185","29713","0","2816","4","29711","0","11","0","2022/12/08 5:00:00","2971"
"29812","301","600","0","150","29813","0","2816","4","29811","0","11","0","2022/12/09 5:00:00","2981"
"29912","302","600","0","115","29913","0","2816","4","29911","0","11","0","2022/12/10 5:00:00","2991"
"30012","303","600","0","80","30013","0","2816","4","30011","0","11","0","2022/12/11 5:00:00","3001"
"30112","304","600","0","250","30113","102501","2816","4","30111","9102503","11","0","2022/12/12 5:00:00","3011"
"30212","305","600","0","45","30213","0","2816","4","30211","0","11","0","2022/12/13 5:00:00","3021"
"30312","306","600","0","95","30313","106401","2816","4","30311","9106403","11","0","2022/12/14 5:00:00","3031"
"30412","307","600","0","10","30413","0","2816","4","30411","0","11","0","2022/12/15 5:00:00","3041"
"30512","308","600","0","-25","30513","0","2816","4","30511","0","11","0","2022/12/16 5:00:00","3051"
"30612","309","600","0","-60","30613","0","2816","4","30611","0","11","0","2022/12/17 5:00:00","3061"
"30712","310","600","0","-95","30713","0","2816","4","30711","0","11","0","2022/12/18 5:00:00","3071"
"30812","311","600","0","-130","30813","0","2816","4","30811","0","11","0","2022/12/19 5:00:00","3081"
"30912","312","600","0","-165","30913","0","2816","4","30911","0","11","0","2022/12/20 5:00:00","3091"
"31012","313","600","0","-200","31013","0","2816","4","31011","0","11","0","2022/12/21 5:00:00","3101"
"31112","314","600","0","-30","31113","103101","2816","4","31111","9103103","11","0","2022/12/22 5:00:00","3111"
"31212","315","600","0","-235","31213","0","2816","4","31211","0","11","0","2022/12/23 5:00:00","3121"
"31312","316","600","0","-190","31313","101201","2816","4","31311","9101203","11","0","2022/12/24 5:00:00","3131"
"31412","317","600","0","-115","31413","0","2816","4","31411","0","11","0","2022/12/25 5:00:00","3141"
"31512","318","600","0","-160","31513","0","2816","4","31511","0","11","0","2022/12/26 5:00:00","3151"
"31612","319","600","0","-270","31613","0","2816","4","31611","0","11","0","2022/12/27 5:00:00","3161"
"31712","320","600","0","-260","31713","118101","2816","4","31711","9118103","11","0","2022/12/28 5:00:00","3171"
"31812","321","600","0","-305","31813","0","2816","4","31811","0","11","0","2022/12/29 5:00:00","3181"
"31912","322","600","0","-340","31913","0","2816","4","31911","0","11","0","2022/12/30 5:00:00","3191"
"32012","323","600","1","-378","32013","0","2816","4","32011","0","11","0","2022/12/31 5:00:00","3201"
"32112","324","600","0","204","32113","102601","2816","4","32111","9102603","12","0","2023/01/01 5:00:00","3211"
"32212","325","600","0","323","32213","0","2816","4","32211","0","12","0","2023/01/02 5:00:00","3221"
"32312","326","600","0","167","32313","105001","2816","4","32311","9105003","12","0","2023/01/03 5:00:00","3231"
"32412","327","600","0","387","32413","0","2816","4","32411","0","12","0","2023/01/04 5:00:00","3241"
"32512","328","600","0","343","32513","0","2816","4","32511","0","12","0","2023/01/05 5:00:00","3251"
"32612","329","600","0","301","32613","0","2816","4","32611","0","12","0","2023/01/06 5:00:00","3261"
"32712","330","600","0","258","32713","0","2816","4","32711","0","12","0","2023/01/07 5:00:00","3271"
"32812","331","600","0","216","32813","0","2816","4","32811","0","12","0","2023/01/08 5:00:00","3281"
"32912","332","600","0","174","32913","0","2816","4","32911","0","12","0","2023/01/09 5:00:00","3291"
"33012","333","600","0","133","33013","0","2816","4","33011","0","12","0","2023/01/10 5:00:00","3301"
"33112","334","600","0","91","33113","0","2816","4","33111","0","12","0","2023/01/11 5:00:00","3311"
"33212","335","600","0","0","33213","100301","2816","4","33211","9100303","12","0","2023/01/12 5:00:00","3321"
"33312","336","600","0","49","33313","0","2816","4","33311","0","12","0","2023/01/13 5:00:00","3331"
"33412","337","600","0","6","33413","0","2816","4","33411","0","12","0","2023/01/14 5:00:00","3341"
"33512","338","600","0","-36","33513","0","2816","4","33511","0","12","0","2023/01/15 5:00:00","3351"
"33612","339","600","0","-76","33613","0","2816","4","33611","0","12","0","2023/01/16 5:00:00","3361"
"33712","340","600","0","-119","33713","0","2816","4","33711","0","12","0","2023/01/17 5:00:00","3371"
"33812","341","600","0","-100","33813","0","2816","4","33811","0","12","0","2023/01/18 5:00:00","3381"
"33912","342","600","0","-81","33913","0","2816","4","33911","0","12","0","2023/01/19 5:00:00","3391"
"34012","343","600","0","-161","34013","0","2816","4","34011","0","12","0","2023/01/20 5:00:00","3401"
"34112","344","600","0","-203","34113","0","2816","4","34111","0","12","0","2023/01/21 5:00:00","3411"
"34212","345","600","0","-246","34213","0","2816","4","34211","0","12","0","2023/01/22 5:00:00","3421"
"34312","346","600","0","-78","34313","100701","2816","4","34311","9100703","12","0","2023/01/23 5:00:00","3431"
"34412","347","600","0","-209","34413","102901","2816","4","34411","9102903","12","0","2023/01/24 5:00:00","3441"
"34512","348","600","0","-288","34513","0","2816","4","34511","0","12","0","2023/01/25 5:00:00","3451"
"34612","349","600","0","-290","34613","0","2816","4","34611","0","12","0","2023/01/26 5:00:00","3461"
"34712","350","600","0","-308","34713","0","2816","4","34711","0","12","0","2023/01/27 5:00:00","3471"
"34812","351","600","0","-332","34813","0","2816","4","34811","0","12","0","2023/01/28 5:00:00","3481"
"34912","352","600","0","-330","34913","0","2816","4","34911","0","12","0","2023/01/29 5:00:00","3491"
"35012","353","600","0","-320","35013","0","2816","4","35011","0","12","0","2023/01/30 5:00:00","3501"
"35112","354","600","1","-378","35113","0","2816","4","35111","0","12","0","2023/01/31 5:00:00","3511"
"35212","355","600","0","382","35213","0","2816","4","35211","0","13","0","2023/02/01 5:00:00","3521"
"35312","356","600","0","323","35313","103601","2816","4","35311","9103603","13","0","2023/02/02 5:00:00","3531"
"35412","357","600","0","381","35413","0","2816","4","35411","0","13","0","2023/02/03 5:00:00","3541"
"35512","358","600","0","185","35513","109301","2816","4","35511","9109303","13","0","2023/02/04 5:00:00","3551"
"35612","359","600","0","191","35613","0","2816","4","35611","0","13","0","2023/02/05 5:00:00","3561"
"35712","360","600","0","72","35713","0","2816","4","35711","0","13","0","2023/02/06 5:00:00","3571"
"35812","361","600","0","7","35813","107101","2816","4","35811","9107103","13","0","2023/02/07 5:00:00","3581"
"35912","362","600","0","332","35913","0","2816","4","35911","0","13","0","2023/02/08 5:00:00","3591"
"36012","363","600","0","285","36013","0","2816","4","36011","0","13","0","2023/02/09 5:00:00","3601"
"36112","364","600","0","237","36113","0","2816","4","36111","0","13","0","2023/02/10 5:00:00","3611"
"36212","365","600","0","192","36213","0","2816","4","36211","0","13","0","2023/02/11 5:00:00","3621"
"36312","366","600","0","144","36313","0","2816","4","36311","0","13","0","2023/02/12 5:00:00","3631"
"36412","367","600","0","97","36413","0","2816","4","36411","0","13","0","2023/02/13 5:00:00","3641"
"36512","368","600","0","50","36513","0","2816","4","36511","0","13","0","2023/02/14 5:00:00","3651"
"36612","369","600","0","3","36613","0","2816","4","36611","0","13","0","2023/02/15 5:00:00","3661"
"36712","370","600","0","-43","36713","0","2816","4","36711","0","13","0","2023/02/16 5:00:00","3671"
"36812","371","600","0","-90","36813","0","2816","4","36811","0","13","0","2023/02/17 5:00:00","3681"
"36912","372","600","0","-153","36913","123001","2816","4","36911","9123003","13","0","2023/02/18 5:00:00","3691"
"37012","373","600","0","-93","37013","0","2816","4","37011","0","13","0","2023/02/19 5:00:00","3701"
"37112","374","600","0","-137","37113","0","2816","4","37111","0","13","0","2023/02/20 5:00:00","3711"
"37212","375","600","0","-185","37213","0","2816","4","37211","0","13","0","2023/02/21 5:00:00","3721"
"37312","376","600","0","-232","37313","0","2816","4","37311","0","13","0","2023/02/22 5:00:00","3731"
"37412","377","600","0","-225","37413","0","2816","4","37411","0","13","0","2023/02/23 5:00:00","3741"
"37512","378","600","0","-256","37513","0","2816","4","37511","0","13","0","2023/02/24 5:00:00","3751"
"37612","379","600","0","-280","37613","0","2816","4","37611","0","13","0","2023/02/25 5:00:00","3761"
"37712","380","600","0","-329","37713","0","2816","4","37711","0","13","0","2023/02/26 5:00:00","3771"
"37812","381","600","0","-379","37813","0","2816","4","37811","0","13","0","2023/02/27 5:00:00","3781"
"37912","382","600","1","-250","37913","111001","2816","4","37911","9111003","13","0","2023/02/28 5:00:00","3791"
"38012","383","100","0","480","38013","104601","2816","1","38011","9104603","14","0","2023/03/01 5:00:00","3801"
"38112","384","100","0","560","38113","0","2816","1","38111","0","14","0","2023/03/02 5:00:00","3811"
"38212","385","100","0","370","38213","103301","2816","1","38211","9103303","14","0","2023/03/03 5:00:00","3821"
"38312","386","100","0","553","38313","0","2816","1","38311","0","14","0","2023/03/04 5:00:00","3831"
"38412","387","100","0","476","38413","0","2816","1","38411","0","14","0","2023/03/05 5:00:00","3841"
"38512","388","100","0","400","38513","0","2816","1","38511","0","14","0","2023/03/06 5:00:00","3851"
"38612","389","100","0","330","38613","105101","2816","1","38611","9105103","14","0","2023/03/07 5:00:00","3861"
"38712","390","100","0","325","38713","0","2816","1","38711","0","14","0","2023/03/08 5:00:00","3871"
"38812","391","100","0","250","38813","0","2816","1","38811","0","14","0","2023/03/09 5:00:00","3881"
"38912","392","100","0","185","38913","105701","2816","1","38911","9105703","14","0","2023/03/10 5:00:00","3891"
"39012","393","100","0","175","39013","0","2816","1","39011","0","14","0","2023/03/11 5:00:00","3901"
"39112","394","100","0","205","39113","103201","2816","1","39111","9103203","14","0","2023/03/12 5:00:00","3911"
"39212","395","100","0","110","39213","0","2816","1","39211","0","14","0","2023/03/13 5:00:00","3921"
"39312","396","100","0","30","39313","105201","2816","1","39311","9105203","14","0","2023/03/14 5:00:00","3931"
"39412","397","100","0","-45","39413","0","2816","1","39411","0","14","0","2023/03/15 5:00:00","3941"
"39512","398","100","0","-250","39513","103401","2816","1","39511","9103403","14","0","2023/03/16 5:00:00","3951"
"39612","399","100","0","-50","39613","0","2816","1","39611","0","14","0","2023/03/17 5:00:00","3961"
"39712","400","100","0","-90","39713","0","2816","1","39711","0","14","0","2023/03/18 5:00:00","3971"
"39812","401","100","0","100","39813","0","2816","1","39811","0","14","0","2023/03/19 5:00:00","3981"
"39912","402","100","0","25","39913","0","2816","1","39911","0","14","0","2023/03/20 5:00:00","3991"
"40012","403","100","0","-50","40013","0","2816","1","40011","0","14","0","2023/03/21 5:00:00","4001"
"40112","404","100","0","-125","40113","0","2816","1","40111","0","14","0","2023/03/22 5:00:00","4011"
"40212","405","100","0","-370","40213","0","2816","1","40211","0","14","0","2023/03/23 5:00:00","4021"
"40312","406","100","0","-460","40313","107001","2816","1","40311","9107003","14","0","2023/03/24 5:00:00","4031"
"40412","407","100","0","-200","40413","0","2816","1","40411","0","14","0","2023/03/25 5:00:00","4041"
"40512","408","100","0","-275","40513","0","2816","1","40511","0","14","0","2023/03/26 5:00:00","4051"
"40612","409","100","0","-350","40613","0","2816","1","40611","0","14","0","2023/03/27 5:00:00","4061"
"40712","410","100","0","-425","40713","0","2816","1","40711","0","14","0","2023/03/28 5:00:00","4071"
"40812","411","100","0","-501","40813","0","2816","1","40811","0","14","0","2023/03/29 5:00:00","4081"
"40912","412","100","1","-579","40913","0","2816","1","40911","0","14","0","2023/03/30 5:00:00","4091"
"40922","413","100","1","0","40923","0","2816","1","40921","0","1","0","2023/03/30 5:00:00","4092"
