c518d63fc74ae42f2fe2092800a36a4b49d03ae6e4b2b81fa0208e3e9c119b26,32d9bf24e2e89a6466d926afd04750027754a63d75241b117bc0578fbfe5235e,c9db0d2330fc892cfa5fb3d93f90b3957b80edc568e9168deae91294811075af,609b5eb5c1f90f91a9060119dcabd0f6470d3cbae51ec2ddbd85bf6282d92c53,5b3211fabb0a6dfd4a812277f3abe79d7472aa95bdffe92fc30ca432c277f470,ef430d737b187193223447c8a64901ba8e7480f3198d22519b14a3553f69401b
"109801","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/08/31 12:00:00","1015206","10152006"
"109801","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/08/31 12:00:00","1015206","10152007"
"109801","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152008"
"109701","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/08/31 12:00:00","1015206","10152009"
"109701","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/08/31 12:00:00","1015206","10152010"
"109701","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/08/31 12:00:00","1015206","10152011"
"109701","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152012"
"132001","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/09/13 12:00:00","1015206","10152013"
"132001","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/09/13 12:00:00","1015206","10152014"
"132001","3013","ボスの沈黙無効","2024/09/13 12:00:00","1015206","10152015"
"131901","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152016"
"131901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152017"
"131901","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/08/31 12:00:00","1015206","10152018"
"131901","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152019"
"122701","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152020"
"122701","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152021"
"122701","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152022"
"107601","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152023"
"107601","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/08/31 12:00:00","1015206","10152024"
"107601","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152025"
"110301","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152026"
"110301","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/08/31 12:00:00","1015206","10152027"
"110301","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152028"
"126601","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152029"
"126601","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152030"
"126601","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152031"
"113501","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152032"
"113501","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152033"
"113501","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152034"
"126901","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152035"
"126901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/08/31 12:00:00","1015206","10152036"
"126901","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152037"
"132101","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/08/31 12:00:00","1015206","10152038"
"132101","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","2024/08/31 12:00:00","1015206","10152039"
"132101","3013","ボスの沈黙無効","2024/08/31 12:00:00","1015206","10152040"
"102901","3001","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","2024/09/30 12:00:00","1015406","10154001"
"102901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154002"
"102901","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154003"
"111601","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154004"
"111601","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154005"
"111601","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/09/30 12:00:00","1015406","10154006"
"111601","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154007"
"117201","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154008"
"117201","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154009"
"117201","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154010"
"124801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154011"
"124801","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154012"
"124801","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154013"
"132201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154014"
"132201","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154015"
"132201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/09/30 12:00:00","1015406","10154016"
"132201","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154017"
"104201","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","2024/09/30 12:00:00","1015406","10154018"
"104201","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154019"
"104201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/09/30 12:00:00","1015406","10154020"
"104201","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154021"
"105401","3001","バトル開始後90秒間物理攻撃力絶大\nアップ、味方全体の物理攻撃力と\n魔法攻撃力極大アップ","2024/09/30 12:00:00","1015406","10154022"
"105401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154023"
"105401","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154024"
"108401","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154025"
"108401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154026"
"108401","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154027"
"117301","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154028"
"117301","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154029"
"117301","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/09/30 12:00:00","1015406","10154030"
"117301","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154031"
"113901","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154032"
"113901","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154033"
"113901","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154034"
"117401","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/09/30 12:00:00","1015406","10154035"
"117401","3002","バトル開始後90秒間物理防御力極大\nアップ","2024/09/30 12:00:00","1015406","10154036"
"117401","3013","ボスの麻痺無効","2024/09/30 12:00:00","1015406","10154037"
"130201","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/10/31 12:00:00","1015606","10156001"
"130201","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/10/31 12:00:00","1015606","10156002"
"130001","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","2024/11/11 12:00:00","1015606","10156003"
"130001","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","2024/11/11 12:00:00","1015606","10156004"
"129701","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","2024/10/31 12:00:00","1015606","10156005"
"129701","3014","バトル開始後味方全体のＴＰ大回復","2024/10/31 12:00:00","1015606","10156006"
"105801","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","2024/10/31 12:00:00","1015606","10156007"
"105801","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","2024/10/31 12:00:00","1015606","10156008"
"126501","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2024/10/31 12:00:00","1015606","10156009"
"126501","3014","バトル開始後味方全体のＴＰ大回復","2024/10/31 12:00:00","1015606","10156010"
"126001","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","2024/10/31 12:00:00","1015606","10156011"
"126001","3014","バトル開始後味方全体のＴＰ大回復","2024/10/31 12:00:00","1015606","10156012"
"126101","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","2024/10/31 12:00:00","1015606","10156013"
"126101","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/10/31 12:00:00","1015606","10156014"
"125801","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","2024/10/31 12:00:00","1015606","10156015"
"125801","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/10/31 12:00:00","1015606","10156016"
"101801","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158001"
"101801","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158002"
"126501","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/11/30 12:00:00","1015806","10158003"
"126501","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/11/30 12:00:00","1015806","10158004"
"110101","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2024/11/30 12:00:00","1015806","10158005"
"110101","3014","バトル開始後味方全体のＴＰ大回復","2024/11/30 12:00:00","1015806","10158006"
"119001","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158007"
"119001","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158008"
"132901","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","2024/12/09 12:00:00","1015806","10158009"
"132901","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","2024/12/09 12:00:00","1015806","10158010"
"132801","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/11/30 12:00:00","1015806","10158011"
"132801","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/11/30 12:00:00","1015806","10158012"
"105001","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/11/30 12:00:00","1015806","10158013"
"105001","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/11/30 12:00:00","1015806","10158014"
"100801","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158015"
"100801","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","2024/11/30 12:00:00","1015806","10158016"
"108301","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","2024/11/30 12:00:00","1015806","10158017"
"108301","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","2024/11/30 12:00:00","1015806","10158018"
"121401","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2024/11/30 12:00:00","1015806","10158019"
"121401","3014","バトル開始後味方全体のＴＰ大回復","2024/11/30 12:00:00","1015806","10158020"
"117601","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2024/11/30 12:00:00","1015806","10158021"
"117601","3014","バトル開始後味方全体のＴＰ大回復","2024/11/30 12:00:00","1015806","10158022"
"126301","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2024/11/30 12:00:00","1015806","10158023"
"126301","3014","バトル開始後味方全体のＴＰ大回復","2024/11/30 12:00:00","1015806","10158024"
"127901","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","2024/11/30 12:00:00","1015806","10158025"
"127901","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","2024/11/30 12:00:00","1015806","10158026"
"102801","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","2024/12/31 12:00:00","1016006","10160001"
"102801","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","2024/12/31 12:00:00","1016006","10160002"
"105301","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","2024/12/31 12:00:00","1016006","10160003"
"105301","3014","バトル開始後味方全体のＴＰ大回復","2024/12/31 12:00:00","1016006","10160004"
"110301","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","2024/12/31 12:00:00","1016006","10160005"
"110301","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","2024/12/31 12:00:00","1016006","10160006"
"114501","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","2024/12/31 12:00:00","1016006","10160007"
"114501","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","2024/12/31 12:00:00","1016006","10160008"
"127501","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","2024/12/31 12:00:00","1016006","10160009"
"127501","3013","バトル開始後味方全体の行動不能\n2回無効","2024/12/31 12:00:00","1016006","10160010"
"133501","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","2025/01/03 19:00:00","1016006","10160011"
"133501","3014","バトル開始後味方全体のＴＰ大回復","2025/01/03 19:00:00","1016006","10160012"
"180901","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/12/31 12:00:00","1016006","10160013"
"180901","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/12/31 12:00:00","1016006","10160014"
"114201","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","2024/12/31 12:00:00","1016006","10160015"
"114201","3013","バトル開始後味方全体の行動不能\n2回無効","2024/12/31 12:00:00","1016006","10160016"
"125201","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","2024/12/31 12:00:00","1016006","10160017"
"125201","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","2024/12/31 12:00:00","1016006","10160018"
"133201","3001","バトル開始後90秒間物理攻撃力極大\nアップ","2024/12/31 12:00:00","1016006","10160019"
"133201","3010","バトル開始後90秒間ＴＰ上昇大アップ","2024/12/31 12:00:00","1016006","10160020"
