b7d4f6e0442a07e41570a60ad8ee4ded7b9c2e343a04d2b4c2da85f6e0c932c9,30714ef53e5fe42b522abeaf5fcdb298a3dee322dbca2382dc42583ecb1fd114,151f48aef205953f040c46bd368ecf90c34d6e4e21e8aaf9b0505602bab25d61,5d5be588e49d1ef99906607dcc67a16cb194c5192940fe53bffdac360049e191,42aa93d262e3584ed4b22c8e67706fc4e56cb15a182e9b12efc16011cdbb8a8c,a8e61e3931a7997caedba16fa43c4014f2b02c4d32adda154afc3e90de51d475,b4a31598053ba45c37dc144c832569e812327594f43b5eedf739a52810845dab,6735ff7bdee0a932951b3b5e5ac309aebb49b516ec3dc00a376512f58fb58d75
"13030","30.フテラ断崖・北部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部"
"13031","31.フテラ断崖・南部","102","2030/12/17 14:59:59","bgm_M293","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部"
"13032","32.ファスキア\n　　　　　　森林・南部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","32.ファスキア森林・南部"
"13033","33.ファスキア\n　　　　　　森林・東部","102","2030/12/17 14:59:59","bgm_M339","bgm_M339","2015/12/17 15:00:00","33.ファスキア森林・東部"
"13034","34.デクスティア\n　　　　　岩崖・西壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","34.デクスティア岩崖・西壁"
"13035","35.デクスティア\n　　　　　岩崖・東壁","102","2030/12/17 14:59:59","bgm_M374","bgm_M374","2015/12/17 15:00:00","35.デクスティア岩崖・東壁"
"13063","63.アパレーユ\n　　　　　街道・西側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ街道・西側"
"13064","64.アパレーユ\n　　　　　街道・東側","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ街道・東側"
"13065","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","103","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ　城下町"
"13067","67.渦炎密林","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林"
"13068","68.思索樹海","104","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","2015/12/17 15:00:00","68.思索樹海"
"18001","聖跡調査クエスト","0","2030/12/17 14:59:59","","","2015/12/17 15:00:00","聖跡調査クエスト"
"19001","神殿調査クエスト","0","2030/12/17 14:59:00","","","2015/12/17 15:00:00","神殿調査クエスト"
"21001","マナクエスト","0","2030/12/17 14:59:59","","","2015/12/17 15:00:00","マナクエスト"
"21002","経験値クエスト","0","2030/12/17 14:59:59","","","2015/12/17 15:00:00","経験値クエスト"
