7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb
"vo_apg_0214","","62158","","5146062","","21","0","0","","vo_apg"
"なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1","62159","0","5146062","0","11","10","1","0","131011"
"","","62160","","5146062","","91","","","","0"
"0","","62161","","5146062","","22","","","","0"
"wish_idle_joy","","62162","","5146062","0.2","3","1","","","131011"
"10","0","62163","0","5146062","-30","12","2","0","0","100911"
"7","0","62164","0","5146062","0","12","2","0","0","131011"
"0","","62165","","5146062","","93","","","","2"
"","","62166","","5146062","","101","","","","62167"
"0.2","","62167","","5146062","","22","","","","0"
"106611","-288","63001","walk_surprise_sad_blue","5146063","1.8","1","110","-10","1","1"
"1066","-288","63002","walk_surprise_sad_blue","5146063","1.8","5","111","-10","1","3"
"130911","-288","63003","idle_normal_noface","5146063","1.8","1","100","260","1","1"
"99","-288","63004","idle_normal_kururu","5146063","1.8","5","101","260","1","1"
"126411","-268","63005","empty","5146063","1.8","1","103","-420","0","1"
"98","-268","63006","empty","5146063","1.8","5","113","-420","0","1"
"210","","63007","","5146063","","13","","","","106611"
"200","","63008","","5146063","","13","","","","130911"
"203","","63009","","5146063","","13","","","","126411"
"7","-174","63010","idle","5146063","0.85","5","15","0","0","7"
"20","156","63011","empty","5146063","1","5","210","0","0","20"
"22","66","63012","empty","5146063","1","5","211","0","0","22"
"211","153","63013","empty","5146063","1","5","60","0","0","21"
"212","0","63014","empty","5146063","1","5","190","0","0","21"
"1","1","63015","","5146063","1","31","0","0","","1"
"2","1","63016","","5146063","1","31","0","-57.7","","2"
"black","","63017","","5146063","","37","","","","2"
"10","1","63018","","5146063","0","31","0","0","","10"
"16","1","63019","","5146063","0","31","-420","-268","","16"
"20","1","63020","","5146063","1","31","0","0","","20"
"20","","63021","","5146063","","36","","","","20"
"22","","63022","","5146063","","36","","","","20"
"0","","63023","","5146063","","91","","","","0"
"0","","63024","","5146063","","102","0","","","0"
"0","","63025","","5146063","","93","","","","0.4"
"iris_out","","63026","","5146063","","37","","","","2"
"-260","0","63027","","5146063","","2","-288","2.5","","106611"
"-260","0","63028","","5146063","","2","-288","2.5","","1066"
"0","","63029","","5146063","","93","","","","2.5"
"sad_idle_blue","","63030","","5146063","0.2","3","1","","","106611"
"sad_idle_blue","0","63031","","5146063","0.2","3","1","","","1066"
"0","","63032","","5146063","","93","","","","0.1"
"tired_talk1","","63033","","5146063","0.2","3","1","","","106611"
"tired_talk1","","63034","","5146063","0.2","3","1","","","1066"
"vo_apg_0301","","63035","","5146063","","21","0","0","","vo_apg"
"ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1","63036","0","5146063","0","11","10","1","0","106611"
"","","63037","","5146063","","91","","","","0"
"tired_talk2","","63038","","5146063","0.2","3","1","","","106611"
"tired_talk2","","63039","","5146063","0.2","3","1","","","1066"
"vo_apg_0302","","63040","","5146063","","21","0","0","","vo_apg"
"あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1","63041","0","5146063","0","11","10","1","0","106611"
"","","63042","","5146063","","91","","","","0"
"tired_idle","","63043","","5146063","0.2","3","1","","","106611"
"tired_idle","","63044","","5146063","0.2","3","1","","","1066"
"talk_normal","","63045","","5146063","0.2","3","1","","","130911"
"talk_normal","","63046","","5146063","0.2","3","1","","","99"
"vo_apg_0303","","63047","","5146063","","21","0","0","","vo_apg"
"イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1","63048","0","5146063","0","11","10","1","0","130911"
"","","63049","","5146063","","91","","","","0"
"idle_normal","","63050","","5146063","0.2","3","1","","","130911"
"coaster_3_in","","63051","","5146063","0","3","0","","","211"
"0","","63052","","5146063","","4","","","","106611"
"0","","63053","","5146063","","4","","","","1066"
"doya_in_nervous_furimuki","1","63054","","5146063","0","3","0","doya_talk_nervous_furimuki","0","106611"
"doya_in_nervous_furimuki","1","63055","","5146063","0","3","0","doya_talk_nervous_furimuki","0","1066"
"vo_apg_0304","","63056","","5146063","","21","0","0","","vo_apg"
"ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1","63057","0","5146063","0","11","10","1","0","106611"
"","","63058","","5146063","","91","","","","0"
"cool_talk_dere","","63059","","5146063","0.2","3","1","","","106611"
"cool_talk_dere","","63060","","5146063","0.2","3","1","","","1066"
"vo_apg_0305","","63061","","5146063","","21","0","0","","vo_apg"
"もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1","63062","0","5146063","0","11","10","1","0","106611"
"","","63063","","5146063","","91","","","","0"
"cool_idle_doya","","63064","","5146063","0.2","3","1","","","106611"
"cool_idle_doya","","63065","","5146063","0.2","3","1","","","1066"
"coaster_3_out","","63066","","5146063","0","3","0","","","211"
"kururu_sad_talk","","63067","","5146063","0.2","3","1","","","130911"
"kururu_sad_talk","","63068","","5146063","0.2","3","1","","","99"
"vo_apg_0306","","63069","","5146063","","21","0","0","","vo_apg"
"そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1","63070","0","5146063","0","11","10","1","0","130911"
"","","63071","","5146063","","91","","","","0"
"0","","63072","","5146063","","22","","","","0"
"idle_normal_noface","","63073","","5146063","0.2","3","1","","","130911"
"idle_normal_kururu","","63074","","5146063","0.2","3","1","","","99"
"cool_idle_surprise","","63075","","5146063","0.2","3","1","","","106611"
"cool_idle_surprise","","63076","","5146063","0.2","3","1","","","1066"
"kuroche_appear","1","63077","","5146063","0","3","0","kuroche_pose_talk_anger","0","126411"
"kuroche_appear","1","63078","","5146063","0","3","0","kuroche_pose_talk_anger","0","98"
"0","","63079","","5146063","","93","","","","0.5"
"15","","63080","","5146063","","122","0.5","","","15"
"1","","63081","","5146063","","32","","","","16"
"inori_dodge_in","","63082","","5146063","0","3","0","","","106611"
"inori_dodge_in","","63083","","5146063","0","3","0","","","1066"
"0","","63084","","5146063","","93","","","","0.6"
"vo_apg_0307","","63085","","5146063","","21","0","0","","vo_apg"
"はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1","63086","0","5146063","20","11","10","1","0","126411"
"","","63087","","5146063","","91","","","","0"
"kuroche_pose_idle_doya","","63088","","5146063","0.2","3","1","","","126411"
"inori_dodge_out","1","63089","","5146063","0.1","3","0","inori_anger_talk","0","106611"
"inori_dodge_out","1","63090","","5146063","0.1","3","0","inori_anger_talk","0","1066"
"vo_apg_0308","","63091","","5146063","","21","0","0","","vo_apg"
"は？　いや、こっちは全然\n話がみえねーんですけど…","1","63092","0","5146063","0","11","10","1","0","106611"
"","","63093","","5146063","","91","","","","0"
"inori_anger_idle","","63094","","5146063","0.2","3","1","","","106611"
"inori_anger_idle","","63095","","5146063","0.2","3","1","","","1066"
"kururu_guid_talk","","63096","","5146063","0.2","3","1","","","130911"
"kururu_guid_talk","","63097","","5146063","0.2","3","1","","","99"
"vo_apg_0309","","63098","","5146063","","21","0","0","","vo_apg"
"ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1","63099","0","5146063","0","11","10","1","0","130911"
"","","63100","","5146063","","91","","","","0"
"idle_normal_noface","","63101","","5146063","0.2","3","1","","","130911"
"idle_normal_kururu","","63102","","5146063","0.2","3","1","","","99"
"low","","63103","","5146063","","37","","","","16"
"se_10055900_chroche_01","","63104","","5146063","","23","1","","","se_10055900"
"inori_jitabata_in","1","63105","","5146063","0.2","3","0","inori_jitabata_loop","0","106611"
"inori_jitabata_in","1","63106","","5146063","0.2","3","0","inori_jitabata_loop","0","1066"
"kuroche_catch_in","1","63107","","5146063","0.2","3","0","kuroche_catch_loop","0","126411"
"kuroche_catch_in","1","63108","","5146063","0.2","3","0","kuroche_catch_loop","0","98"
"vo_apg_0310","","63109","","5146063","","21","0","0","","vo_apg"
"ではではっ♪\nしっかりつかまっててくださいね～っ♪","1","63110","0","5146063","112","11","10","1","-27","126411"
"","","63111","","5146063","","91","","","","0"
"0","","63112","","5146063","","22","","","","0"
"0.2","","63113","","5146063","","24","","","","se_10055900_chroche_01"
"se_10055900_chroche_02","","63114","","5146063","","23","0","","","se_10055900"
"high","","63115","","5146063","","37","","","","16"
"5","","63116","","5146063","","122","1","","","5"
"0","","63117","","5146063","","93","","","","1"
"inori_jitabata_takeoff","","63118","","5146063","0","3","0","","","106611"
"inori_jitabata_takeoff","","63119","","5146063","0","3","0","","","1066"
"kuroche_catch_takeoff","","63120","","5146063","0","3","0","","","126411"
"kuroche_catch_takeoff","","63121","","5146063","0","3","0","","","98"
"100","","63122","","5146063","","122","0.5","","","100"
"0","","63123","","5146063","","93","","","","0.4"
"0","","63124","","5146063","","4","","","","130911"
"kururu_furimuki_watch","","63125","","5146063","0","3","0","","","130911"
"empty","","63126","","5146063","0","3","0","","","99"
"0","","63127","","5146063","","93","","","","1.5"
"fade_in","","63128","","5146063","","37","","","","2"
"0","","63129","","5146063","","93","","","","1.5"
"empty","","63130","","5146063","0","3","0","","","98"
"se_10055900_chroche_03","","63131","","5146063","","23","1","","","se_10055900"
"coaster_4_in","","63132","","5146063","0","3","0","","","212"
"se_10055900_photo","","63133","","5146063","","23","0","","","se_10055900"
"0","","63134","","5146063","","93","","","","0.3"
"30","","63135","","5146063","","122","0.5","","","30"
"vo_apg_0311","","63136","","5146063","","21","0","0","","vo_apg"
"0311_in","","63137","","5146063","0","3","0","","","20"
"1","","63138","","5146063","","93","","","","3.6"
"0311_mid","","63139","","5146063","0","3","0","","","20"
"","","63140","","5146063","","92","","","",""
"0311_out","","63141","","5146063","0","3","0","","","20"
"0","","63142","","5146063","","93","","","","0.2"
"30","","63143","","5146063","","122","0.5","","","30"
"vo_apg_0312","","63144","","5146063","","21","0","0","","vo_apg"
"0312_in","","63145","","5146063","0","3","0","","","20"
"1","","63146","","5146063","","93","","","","2.4"
"0312_mid","","63147","","5146063","0","3","0","","","20"
"","","63148","","5146063","","92","","","",""
"0312_out","","63149","","5146063","0","3","0","","","20"
"0","","63150","","5146063","","93","","","","0.2"
"scale15","","63151","","5146063","","37","","","","20"
"coaster_4_change","","63152","","5146063","0","3","0","","","212"
"vo_apg_0313","","63153","","5146063","","21","0","0","","vo_apg"
"0","0","63154","","5146063","","2","76","0","","20"
"empty","","63155","","5146063","0","3","1","","","20"
"0313_in","","63156","","5146063","0","3","0","","","22"
"1","","63157","","5146063","","93","","","","2.4"
"0313_mid","","63158","","5146063","0","3","1","","","22"
"","","63159","","5146063","","92","","","",""
"0313_out","","63160","","5146063","0","3","0","","","22"
"0","","63161","","5146063","","93","","","","0.2"
"0","","63162","","5146063","","22","","","","0"
"0.5","","63163","","5146063","","24","","","","se_10055900_chroche_03"
"white","","63164","","5146063","","37","","","","2"
"0","","63165","","5146063","","93","","","","2"
"scale1","","63166","","5146063","","37","","","","20"
"empty","","63167","","5146063","0","3","0","","","212"
"kururu_wish_idle_joy","","63168","","5146063","0.2","3","1","","","130911"
"idle_normal","","63169","","5146063","0.2","3","1","","","99"
"see_guru","","63170","","5146063","0.2","3","1","","","106611"
"see_guru","","63171","","5146063","0.2","3","1","","","1066"
"idle_normal_joy","","63172","","5146063","0.2","3","1","","","126411"
"1","","63173","","5146063","","4","","","","130911"
"225","0","63174","","5146063","","2","-278","0","","130911"
"0","0","63175","","5146063","","2","-288","0","","106611"
"0","0","63176","","5146063","","2","-288","0","","1066"
"-225","0","63177","","5146063","","2","-278","0","","126411"
"0","","63178","","5146063","","93","","","","2"
"joy_talk","","63179","","5146063","0.2","3","1","","","126411"
"vo_apg_0314","","63180","","5146063","","21","0","0","","vo_apg"
"はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1","63181","0","5146063","0","11","10","1","0","126411"
"","","63182","","5146063","","91","","","","0"
"idle_normal_joy","","63183","","5146063","0.2","3","1","","","126411"
"23","0","63184","","5146063","","33","-108","0","","2"
"iris_end_1","","63185","","5146063","","37","","","","2"
"gakkari","","63186","","5146063","0.2","3","0","","","106611"
"gakkari","","63187","","5146063","0.2","3","0","","","1066"
"vo_apg_0315","","63188","","5146063","","21","0","0","","vo_apg"
"うぷ…もう、こりごりですよ…","0","63189","1.1","5146063","23","11","4","0","-31","106611"
"0","","63190","","5146063","","93","","","","6"
"iris_end_2","","63191","","5146063","","37","","","","2"
"0","","63192","","5146063","","93","","","","1"
"","","63193","","5146063","","101","","","","63194"
"0.2","","63194","","5146063","","22","","","","0"
"105811","-480","64001","walk_normal","5146064","1.8","1","106","-130","1","1"
"1058","-480","64002","walk_normal","5146064","1.8","5","107","-130","1","6"
"131511","-480","64003","walk_normal","5146064","1.8","1","103","130","1","1"
"130911","-278","64004","idle_normal_noface","5146064","1.8","1","100","290","1","1"
"99","-278","64005","idle_normal_kururu","5146064","1.8","5","101","290","1","1"
"206","","64006","","5146064","","13","","","","105811"
"203","","64007","","5146064","","13","","","","131511"
"200","","64008","","5146064","","13","","","","130911"
"8","-174","64009","idle","5146064","0.85","5","15","0","0","8"
"20","-53","64010","empty","5146064","1","5","210","-242","0","20"
"22","-194","64011","empty","5146064","1","5","211","-128","0","22"
"1","1","64012","","5146064","1","31","0","0","","1"
"2","1","64013","","5146064","0","31","0","-57.7","","2"
"12","1","64014","","5146064","0","31","0","0","","12"
"13","1","64015","","5146064","0","31","0","0","","13"
"20","1","64016","","5146064","1","31","0","0","","20"
"105811","","64017","","5146064","","36","","","","20"
"131511","","64018","","5146064","","36","","","","20"
"20","","64019","","5146064","","36","","","","20"
"22","","64020","","5146064","","36","","","","20"
"0","","64021","","5146064","","91","","","","0"
"0","","64022","","5146064","","102","0","","","0"
"1","","64023","","5146064","","32","","","","13"
"scale15","","64024","","5146064","","37","","","","20"
"","","64025","","5146064","","93","","","","2"
"vo_apg_0401","","64026","","5146064","","21","0","0","","vo_apg"
"0401_in","","64027","","5146064","0","3","0","","","22"
"1","","64028","","5146064","","93","","","","2.7"
"0401_mid","","64029","","5146064","0","3","0","","","22"
"","","64030","","5146064","","92","","","",""
"0401_out","","64031","","5146064","0","3","0","","","22"
"0","","64032","","5146064","","93","","","","0.2"
"129","0","64033","","5146064","","2","-194","0","","22"
"vo_apg_0402","","64034","","5146064","","21","0","0","","vo_apg"
"0402_in","","64035","","5146064","0","3","0","","","22"
"1","","64036","","5146064","","93","","","","2.9"
"0402_mid","","64037","","5146064","0","3","0","","","22"
"","","64038","","5146064","","92","","","",""
"0402_out","","64039","","5146064","0","3","0","","","22"
"0","","64040","","5146064","","93","","","","0.2"
"0","","64041","","5146064","","22","","","","0"
"empty","","64042","","5146064","0","3","1","","","22"
"0","","64043","","5146064","","93","","","","0.5"
"1","","64044","","5146064","","32","","","","2"
"fade_in","","64045","","5146064","","37","","","","2"
"0","","64046","","5146064","","93","","","","1"
"0","","64047","","5146064","","32","","","","13"
"scale1","","64048","","5146064","","37","","","","20"
"-194","0","64049","","5146064","","2","-298","0","","105811"
"-194","0","64050","","5146064","","2","-298","0","","1058"
"-34","0","64051","","5146064","","2","-288","0","","131511"
"iris_out","","64052","","5146064","","37","","","","2"
"-385","0","64053","","5146064","","2","-298","2","","105811"
"-385","0","64054","","5146064","","2","-298","2","","1058"
"-225","0","64055","","5146064","","2","-288","2","","131511"
"0","","64056","","5146064","","93","","","","2"
"0","","64057","","5146064","","4","","","","105811"
"0","","64058","","5146064","","4","","","","1058"
"0","","64059","","5146064","","4","","","","131511"
"idle_normal","","64060","","5146064","0.2","3","1","","","105811"
"idle_normal","0","64061","","5146064","0.2","3","1","","","1058"
"idle_normal","","64062","","5146064","0.2","3","1","","","131511"
"0","","64063","","5146064","","93","","","","0.5"
"talk_normal","","64064","","5146064","0.2","3","1","","","130911"
"talk_normal","","64065","","5146064","0.2","3","1","","","99"
"vo_apg_0403","","64066","","5146064","","21","0","0","","vo_apg"
"はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1","64067","0","5146064","0","11","10","1","0","130911"
"","","64068","","5146064","","91","","","","0"
"kururu_wish_talk_joy","","64069","","5146064","0.2","3","1","","","130911"
"kururu_wish_talk_joy","","64070","","5146064","0.2","3","1","","","99"
"vo_apg_0404","","64071","","5146064","","21","0","0","","vo_apg"
"ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1","64072","0","5146064","0","11","10","1","0","130911"
"","","64073","","5146064","","91","","","","0"
"idle_normal_noface","","64074","","5146064","0.2","3","1","","","130911"
"idle_normal_kururu","","64075","","5146064","0.2","3","1","","","99"
"guts2_in_joy","1","64076","","5146064","0.2","3","0","guts2_talk_joy","0","105811"
"guts2_in_joy","1","64077","","5146064","0.2","3","0","guts2_talk_joy","0","1058"
"vo_apg_0405","","64078","","5146064","","21","0","0","","vo_apg"
"はい！　とっても\nおいしそうでした☆","1","64079","0","5146064","0","11","10","1","0","105811"
"","","64080","","5146064","","91","","","","0"
"guts2_idle_joy","","64081","","5146064","0.2","3","1","","","105811"
"guts2_idle_joy","","64082","","5146064","0.2","3","1","","","1058"
"memory_talk","","64083","","5146064","0.5","3","1","","","131511"
"vo_apg_0406","","64084","","5146064","","21","0","0","","vo_apg"
"おなか。\nぐるる…","1","64085","0","5146064","0","11","10","1","0","131511"
"","","64086","","5146064","","91","","","","0"
"memory_idle","","64087","","5146064","0.2","3","1","","","131511"
"joy_talk","","64088","","5146064","0.2","3","1","","","130911"
"joy_talk","","64089","","5146064","0.2","3","1","","","99"
"vo_apg_0407","","64090","","5146064","","21","0","0","","vo_apg"
"ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1","64091","0","5146064","0","11","10","1","0","130911"
"","","64092","","5146064","","91","","","","0"
"kururu_joy_slow","","64093","","5146064","0.5","3","1","","","130911"
"anger_idle_anger","","64094","","5146064","0.5","3","1","","","131511"
"vo_apg_0408","","64095","","5146064","","21","0","0","","vo_apg"
"だっしゅ","1","64096","0","5146064","0","11","10","1","0","131511"
"","","64097","","5146064","","91","","","","0"
"walk_jog_dere","","64098","","5146064","0.2","3","1","","","131511"
"1100","0","64099","","5146064","","2","-288","3","","131511"
"0","","64100","","5146064","","93","","","","0.5"
"notice_in_normal2","1","64101","","5146064","0.2","3","0","anger_talk_normal2","0.2","105811"
"notice_in_normal2","1","64102","","5146064","0.2","3","0","anger_talk_normal2","0.2","1058"
"vo_apg_0409","","64103","","5146064","","21","0","0","","vo_apg"
"あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1","64104","0","5146064","0","11","10","1","0","105811"
"","","64105","","5146064","","91","","","","0"
"0","","64106","","5146064","","22","","","","0"
"run_dash_doya","","64107","","5146064","0.2","3","1","","","105811"
"run_dash_doya","","64108","","5146064","0.2","3","1","","","1058"
"1100","0","64109","","5146064","","2","-298","1.8","","105811"
"1100","0","64110","","5146064","","2","-298","1.8","","1058"
"0","","64111","","5146064","","93","","","","1.8"
"0","","64112","","5146064","","4","","","","130911"
"hawawa","1","64113","","5146064","0","3","0","anger_talk_surprise2_shy","0.2","130911"
"vo_apg_0410","","64114","","5146064","","21","0","0","","vo_apg"
"はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1","64115","0","5146064","0","11","10","1","0","130911"
"","","64116","","5146064","","91","","","","0"
"0","","64117","","5146064","","22","","","","0"
"0","","64118","","5146064","","93","","","","0.1"
"alter","","64119","","5146064","","37","","","","1"
"1","","64120","","5146064","","32","","","","12"
"0","","64121","","5146064","","93","","","","0.4"
"1","0","64122","","5146064","0","6","1","1","0","8"
"-725","0","64123","","5146064","","2","-278","0","","105811"
"-725","0","64124","","5146064","","2","-278","0","","1058"
"-925","0","64125","","5146064","","2","-278","0","","131511"
"run_dash_peko","","64126","","5146064","0","3","1","","","105811"
"run_dash_peko","","64127","","5146064","0","3","1","","","1058"
"run_dash_presia","","64128","","5146064","0","3","1","","","131511"
"empty","","64129","","5146064","0","3","1","","","130911"
"1185","0","64130","","5146064","","2","-278","10","","105811"
"1185","0","64131","","5146064","","2","-278","10","","1058"
"985","0","64132","","5146064","","2","-278","10","","131511"
"0","","64133","","5146064","","93","","","","0.3"
"0","","64134","","5146064","","93","","","","0.8"
"vo_apg_0411","","64135","","5146064","","21","0","0","","vo_apg"
"まずはあの屋台から～☆","0","64136","1","5146064","40","11","10","0","0","105811"
"0","","64137","","5146064","","93","","","","3"
"vo_apg_0412","","64138","","5146064","","21","0","0","","vo_apg"
"ぜんぶ\nたべるよ","0","64139","1.3","5146064","40","11","8","0","0","131511"
"0","","64140","","5146064","","93","","","","0.3"
"0","","64141","","5146064","","93","","","","3.6"
"","","64142","","5146064","","101","","","","64143"
"0.2","","64143","","5146064","","22","","","","0"
"131011","-278","65001","wish_idle_normal_lookup","5146065","1.8","1","110","-225","0","1"
"99","-278","65002","idle_normal","5146065","1.8","5","111","-225","0","1"
"98","-278","65003","idle_normal","5146065","1.8","5","109","-225","0","1"
"130911","-278","65004","idle_normal_noface","5146065","1.8","1","101","225","1","1"
"97","-278","65005","idle_normal_kururu","5146065","1.8","5","102","225","1","1"
"96","-278","65006","idle_normal","5146065","1.8","5","100","225","1","1"
"106011","-305","65007","empty","5146065","1.85","1","105","-920","0","1"
"1060","-305","65008","empty","5146065","1.85","5","106","-920","0","4"
"210","","65009","","5146065","","13","","","","131011"
"201","","65010","","5146065","","13","","","","130911"
"205","","65011","","5146065","","13","","","","106011"
"8","-174","65012","idle","5146065","0.85","5","15","0","0","8"
"1","1","65013","","5146065","1","31","0","0","","1"
"0","","65014","","5146065","","91","","","","0"
"0","","65015","","5146065","","102","0","","","0"
"0","","65016","","5146065","","93","","","","1"
"wish_idle_joy_lookup","","65017","","5146065","0.2","3","1","","","131011"
"vo_apg_0501","","65018","","5146065","","21","0","0","","vo_apg"
"くる～\nくる～","1","65019","0","5146065","0","11","10","1","0","131011"
"","","65020","","5146065","","91","","","","0"
"talk_normal_surprise","","65021","","5146065","0.2","3","1","","","130911"
"talk_normal_surprise","","65022","","5146065","0.2","3","1","","","97"
"vo_apg_0502","","65023","","5146065","","21","0","0","","vo_apg"
"どうしたんですか\nマホちゃんさん？","1","65024","0","5146065","0","11","10","1","0","130911"
"","","65025","","5146065","","91","","","","0"
"idle_normal_noface","","65026","","5146065","0.2","3","1","","","130911"
"idle_normal_kururu","","65027","","5146065","0.2","3","1","","","97"
"sad_talk_normalR","","65028","","5146065","0.2","3","1","","","131011"
"vo_apg_0503","","65029","","5146065","","21","0","0","","vo_apg"
"ん、観覧車かいらしな～って。\nくるくる～って","1","65030","0","5146065","0","11","10","1","0","131011"
"","","65031","","5146065","","91","","","","0"
"notice_in_normal2","1","65032","","5146065","0.2","3","0","notice_loop_normal2","0","131011"
"vo_apg_0504","","65033","","5146065","","21","0","0","","vo_apg"
"せや♪","1","65034","0","5146065","0","11","10","1","0","131011"
"","","65035","","5146065","","91","","","","0"
"kururu_wish_idle_light","","65036","","5146065","0.2","3","1","","","130911"
"kururu_wish_idle_light","","65037","","5146065","0.2","3","1","","","97"
"maho_kururinpa_in","1","65038","","5146065","0","3","0","maho_kururinpa_loop","0","131011"
"maho_kururinpa_inF","1","65039","","5146065","0","3","0","maho_kururinpa_loopF","0","99"
"maho_kururinpa_inB","1","65040","","5146065","0","3","0","maho_kururinpa_loopB","0","98"
"vo_apg_0505","","65041","","5146065","","21","0","0","","vo_apg"
"みらくるまほりんくるりんぱ～♪","1","65042","0","5146065","0","11","10","1","0","131011"
"","","65043","","5146065","","91","","","","0"
"kururu_wish_talk_joy","","65044","","5146065","0.2","3","1","","","130911"
"vo_apg_0506","","65045","","5146065","","21","0","0","","vo_apg"
"わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1","65046","0","5146065","0","11","10","1","0","130911"
"","","65047","","5146065","","91","","","","0"
"maho_kururinpa_out","1","65048","","5146065","0","3","0","idle_normal","0.2","131011"
"maho_kururinpa_outF","1","65049","","5146065","0","3","0","idle_normal","0.2","99"
"maho_kururinpa_outB","1","65050","","5146065","0","3","0","idle_normal","0.2","98"
"kururu_sad_talk_surprise_to_kururinpa","0","65051","","5146065","0.2","3","0","kururu_kururinpa_loop","0","130911"
"kururu_sad_talk_surprise_to_kururinpaF","0","65052","","5146065","0.2","3","0","kururu_kururinpa_loopF","0","97"
"kururu_sad_talk_surprise_to_kururinpaB","0","65053","","5146065","0.2","3","0","kururu_kururinpa_loopB","0","96"
"vo_apg_0507","","65054","","5146065","","21","0","0","","vo_apg"
"えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1","65055","0","5146065","0","11","10","1","0","130911"
"","","65056","","5146065","","91","","","","0"
"kururu_kururinpa_out","1","65057","","5146065","0","3","0","idle_normal_noface","0","130911"
"kururu_kururinpa_outF","1","65058","","5146065","0","3","0","idle_normal_kururu","0","97"
"kururu_kururinpa_outB","1","65059","","5146065","0","3","0","idle_normal","0","96"
"joy_talk","","65060","","5146065","0.2","3","1","","","131011"
"vo_apg_0508","","65061","","5146065","","21","0","0","","vo_apg"
"上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1","65062","0","5146065","0","11","10","1","0","131011"
"","","65063","","5146065","","91","","","","0"
"idle_normal","","65064","","5146065","0.2","3","1","","","131011"
"kururu_hello_fast_to_kururinpa","0","65065","","5146065","0.2","3","0","kururu_kururinpa_loop","0","130911"
"kururu_hello_fast_to_kururinpaF","0","65066","","5146065","0.2","3","0","kururu_kururinpa_loopF","0","97"
"kururu_hello_fast_to_kururinpaB","0","65067","","5146065","0.2","3","0","kururu_kururinpa_loopB","0","96"
"vo_apg_0509","","65068","","5146065","","21","0","0","","vo_apg"
"はーい♪\nみらくるくるるんくるりんぱ～♪","1","65069","0","5146065","0","11","10","1","0","130911"
"","","65070","","5146065","","91","","","","0"
"kururu_kururinpa_out","1","65071","","5146065","0","3","0","idle_normal_noface","0","130911"
"kururu_kururinpa_outF","1","65072","","5146065","0","3","0","idle_normal_kururu","0","97"
"kururu_kururinpa_outB","1","65073","","5146065","0","3","0","idle_normal","0","96"
"smile2","1","65074","","5146065","0.2","3","0","sad_talk_normalR","0.2","131011"
"smile2","1","65075","","5146065","0.2","3","0","sad_talk_normalR","0.2","99"
"smile2","1","65076","","5146065","0.2","3","0","sad_talk_normalR","0.2","98"
"vo_apg_0510","","65077","","5146065","","21","0","0","","vo_apg"
"うふふ♪\nくる多いなぁ♪","1","65078","0","5146065","0","11","10","1","0","131011"
"","","65079","","5146065","","91","","","","0"
"maho_kurukuru_in","1","65080","","5146065","0.2","3","0","maho_kurukuru_loop","0","131011"
"maho_kurukuru_inF","1","65081","","5146065","0.2","3","0","maho_kurukuru_loopF","0","99"
"maho_kurukuru_inB","1","65082","","5146065","0.2","3","0","maho_kurukuru_loopB","0","98"
