484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","722","31","31","0","0","6848","200000001","31","31","29","1","10","31","200500","10","31","30","22","1","0","31","670050031"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","769","32","32","0","0","7069","200000001","32","32","29","1","10","32","200500","10","32","30","23","1","0","32","670050032"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","804","33","33","0","0","7393","200000001","33","33","29","1","10","33","200500","10","33","30","23","1","0","33","670050033"
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","838","34","34","0","0","7717","200000001","34","34","29","1","10","34","200500","10","34","30","23","1","0","34","670050034"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","940","35","35","0","0","8874","200000001","35","35","31","1","10","35","200500","10","35","30","25","1","0","35","670050035"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","1043","36","36","0","0","10031","200000001","36","36","34","1","10","36","200500","10","36","30","27","1","0","36","670050036"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","1145","37","37","0","0","11188","200000001","37","37","36","1","10","37","200500","10","37","30","29","1","0","37","670050037"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","1247","38","38","0","0","12345","200000001","38","38","38","1","10","38","200500","10","38","30","30","1","0","38","670050038"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","1349","39","39","0","0","13502","200000001","39","39","40","1","10","39","200500","10","39","30","32","1","0","39","670050039"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","1452","40","40","0","0","14659","200000001","40","40","43","1","10","40","200500","10","40","30","34","1","0","40","670050040"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","1554","41","41","0","0","15816","200000001","41","41","45","1","10","41","200500","10","41","30","36","1","0","41","670050041"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","1508","42","42","0","0","17140","200000001","42","42","45","1","10","42","200500","10","42","30","36","1","0","42","670050042"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1853","43","43","0","0","18010","200000001","43","43","48","1","10","43","200500","10","43","30","38","1","0","43","670050043"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1453","44","44","0","0","17210","200000001","44","44","48","1","10","44","200500","10","44","30","38","1","0","44","670050044"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1406","45","45","0","0","17709","200000001","45","45","48","1","10","45","200500","10","45","30","38","1","0","45","670050045"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","1477","46","46","0","0","19643","200000001","46","46","51","1","10","46","200500","10","46","30","40","1","0","46","670050046"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","1548","47","47","0","0","21574","200000001","47","47","54","1","10","47","200500","10","47","30","43","1","0","47","670050047"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","1670","48","48","0","0","23508","200000001","48","48","57","1","10","48","200500","10","48","30","46","1","0","48","670050048"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","1691","49","49","0","0","25441","200000001","49","49","60","1","10","49","200500","10","49","30","49","1","0","49","670050049"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1761","50","50","0","0","27375","200000001","50","50","63","1","10","50","200500","10","50","30","51","1","0","50","670050050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1832","51","51","0","0","29307","200000001","51","51","66","1","10","51","200500","10","51","30","53","1","0","51","670050051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1903","52","52","0","0","31240","200000001","52","52","70","1","10","52","200500","10","52","30","56","1","0","52","670050052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1973","53","53","0","0","33174","200000001","53","53","72","1","10","53","200500","10","53","30","58","1","0","53","670050053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","2045","54","54","0","0","35107","200000001","54","54","75","1","10","54","200500","10","54","30","61","1","0","54","670050054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","2117","55","55","0","0","37039","200000001","55","55","79","1","10","55","200500","10","55","30","63","1","0","55","670050055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","2187","56","56","0","0","38973","200000001","56","56","82","1","10","56","200500","10","56","30","66","1","0","56","670050056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","2281","57","57","0","0","40925","200000001","57","57","85","1","10","57","200500","10","57","30","68","1","0","57","670050057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","2375","58","58","0","0","42877","200000001","58","58","88","1","10","58","200500","10","58","30","71","1","0","58","670050058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","2470","59","59","0","0","44831","200000001","59","59","91","1","10","59","200500","10","59","30","74","1","0","59","670050059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","2564","60","60","0","0","46783","200000001","60","60","94","1","10","60","200500","10","60","30","77","1","0","60","670050060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","2659","61","61","0","0","48735","200000001","61","61","98","1","10","61","200500","10","61","30","79","1","0","61","670050061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2755","62","62","0","0","50687","200000001","62","62","99","1","10","62","200500","10","62","30","80","1","0","62","670050062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","2851","63","63","0","0","52639","200000001","63","63","100","1","10","63","200500","10","63","30","82","1","0","63","670050063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","2946","64","64","0","0","54591","200000001","64","64","101","1","10","64","200500","10","64","30","83","1","0","64","670050064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","3042","65","65","0","0","56543","200000001","65","65","103","1","10","65","200500","10","65","30","85","1","0","65","670050065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","3138","66","66","0","0","58495","200000001","66","66","104","1","10","66","200500","10","66","30","86","1","0","66","670050066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","3234","67","67","0","0","60447","200000001","67","67","105","1","10","67","200500","10","67","30","87","1","0","67","670050067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","3330","68","68","0","0","62399","200000001","68","68","106","1","10","68","200500","10","68","30","89","1","0","68","670050068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","3425","69","69","0","0","64351","200000001","69","69","107","1","10","69","200500","10","69","30","90","1","0","69","670050069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","3521","70","70","0","0","66303","200000001","70","70","108","1","10","70","200500","10","70","30","91","1","0","70","670050070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","3617","71","71","0","0","68255","200000001","71","71","110","1","10","71","200500","10","71","30","93","1","0","71","670050071"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","31","1","1","0","0","185","200000008","1","1","3","1","10","1","200501","10","1","30","2","1","0","1","670050101"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","34","2","2","0","0","243","200000008","2","2","4","1","10","2","200501","10","2","30","2","1","0","2","670050102"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","37","3","3","0","0","405","200000008","3","3","5","1","10","3","200501","10","3","30","3","1","0","3","670050103"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","54","4","4","0","0","357","200000008","4","4","5","1","10","4","200501","10","4","30","3","1","0","4","670050104"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","80","5","5","0","0","396","200000008","5","5","6","1","10","5","200501","10","5","30","4","1","0","5","670050105"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","105","6","6","0","0","435","200000008","6","6","7","1","10","6","200501","10","6","30","5","1","0","6","670050106"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","131","7","7","0","0","535","200000008","7","7","8","1","10","7","200501","10","7","30","5","1","0","7","670050107"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","156","8","8","0","0","635","200000008","8","8","8","1","10","8","200501","10","8","30","6","1","0","8","670050108"
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","168","9","9","0","0","653","200000008","9","9","8","1","10","9","200501","10","9","30","6","1","0","9","670050109"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","179","10","10","0","0","672","200000008","10","10","9","1","10","10","200501","10","10","30","7","1","0","10","670050110"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","191","11","11","0","0","690","200000008","11","11","9","1","10","11","200501","10","11","30","7","1","0","11","670050111"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","202","12","12","0","0","708","200000008","12","12","9","1","10","12","200501","10","12","30","7","1","0","12","670050112"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","223","13","13","0","0","839","200000008","13","13","10","1","10","13","200501","10","13","30","8","1","0","13","670050113"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","244","14","14","0","0","970","200000008","14","14","11","1","10","14","200501","10","14","30","8","1","0","14","670050114"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","264","15","15","0","0","1101","200000008","15","15","11","1","10","15","200501","10","15","30","8","1","0","15","670050115"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","285","16","16","0","0","1232","200000008","16","16","11","1","10","16","200501","10","16","30","9","1","0","16","670050116"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","305","17","17","0","0","1363","200000008","17","17","13","1","10","17","200501","10","17","30","10","1","0","17","670050117"
"18","18","0","18","18","0","1","0","18","0","18","18","0","18","0","18","0","18","326","18","18","0","0","1494","200000008","18","18","14","1","10","18","200501","10","18","30","11","1","0","18","670050118"
"19","19","0","19","19","0","1","0","19","0","19","19","0","19","0","19","0","19","347","19","19","0","0","1624","200000008","19","19","14","1","10","19","200501","10","19","30","11","1","0","19","670050119"
"20","20","0","20","20","0","1","0","20","0","20","20","0","20","0","20","0","20","368","20","20","0","0","1755","200000008","20","20","15","1","10","20","200501","10","20","30","11","1","0","20","670050120"
"21","21","0","21","21","0","1","0","21","0","21","21","0","21","0","21","0","21","379","21","21","0","0","1851","200000008","21","21","15","1","10","21","200501","10","21","30","11","1","0","21","670050121"
"22","22","0","22","22","0","1","0","22","0","22","22","0","22","0","22","0","22","391","22","22","0","0","1947","200000008","22","22","15","1","10","22","200501","10","22","30","11","1","0","22","670050122"
"23","23","0","23","23","0","1","0","23","0","23","23","0","23","0","23","0","23","402","23","23","0","0","2043","200000008","23","23","15","1","10","23","200501","10","23","30","11","1","0","23","670050123"
"24","24","0","24","24","0","1","0","24","0","24","24","0","24","0","24","0","24","465","24","24","0","0","2030","200000008","24","24","23","1","10","24","200501","10","24","30","18","1","0","24","670050124"
"25","25","0","25","25","0","1","0","25","0","25","25","0","25","0","25","0","25","489","25","25","0","0","2203","200000008","25","25","23","1","10","25","200501","10","25","30","18","1","0","25","670050125"
"26","26","0","26","26","0","1","0","26","0","26","26","0","26","0","26","0","26","512","26","26","0","0","2375","200000008","26","26","23","1","10","26","200501","10","26","30","18","1","0","26","670050126"
"27","27","0","27","27","0","1","0","27","0","27","27","0","27","0","27","0","27","536","27","27","0","0","2548","200000008","27","27","23","1","10","27","200501","10","27","30","19","1","0","27","670050127"
"28","28","0","28","28","0","1","0","28","0","28","28","0","28","0","28","0","28","560","28","28","0","0","2720","200000008","28","28","23","1","10","28","200501","10","28","30","19","1","0","28","670050128"
"29","29","0","29","29","0","1","0","29","0","29","29","0","29","0","29","0","29","584","29","29","0","0","2892","200000008","29","29","24","1","10","29","200501","10","29","30","19","1","0","29","670050129"
"30","30","0","30","30","0","1","0","30","0","30","30","0","30","0","30","0","30","607","30","30","0","0","3065","200000008","30","30","24","1","10","30","200501","10","30","30","19","1","0","30","670050130"
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","656","31","31","0","0","3652","200000008","31","31","25","1","10","31","200501","10","31","30","20","1","0","31","670050131"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","705","32","32","0","0","4238","200000008","32","32","27","1","10","32","200501","10","32","30","21","1","0","32","670050132"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","754","33","33","0","0","4825","200000008","33","33","28","1","10","33","200501","10","33","30","22","1","0","33","670050133"
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","803","34","34","0","0","5412","200000008","34","34","29","1","10","34","200501","10","34","30","23","1","0","34","670050134"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","852","35","35","0","0","5998","200000008","35","35","30","1","10","35","200501","10","35","30","24","1","0","35","670050135"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","902","36","36","0","0","6585","200000008","36","36","32","1","10","36","200501","10","36","30","25","1","0","36","670050136"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","951","37","37","0","0","7171","200000008","37","37","33","1","10","37","200501","10","37","30","27","1","0","37","670050137"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","1001","38","38","0","0","7758","200000008","38","38","34","1","10","38","200501","10","38","30","27","1","0","38","670050138"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","1049","39","39","0","0","8345","200000008","39","39","35","1","10","39","200501","10","39","30","28","1","0","39","670050139"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","1098","40","40","0","0","8931","200000008","40","40","37","1","10","40","200501","10","40","30","30","1","0","40","670050140"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","1148","41","41","0","0","9518","200000008","41","41","38","1","10","41","200501","10","41","30","30","1","0","41","670050141"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","1211","42","42","0","0","10270","200000008","42","42","41","1","10","42","200501","10","42","30","33","1","0","42","670050142"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1273","43","43","0","0","11021","200000008","43","43","44","1","10","43","200501","10","43","30","36","1","0","43","670050143"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1336","44","44","0","0","11773","200000008","44","44","47","1","10","44","200501","10","44","30","38","1","0","44","670050144"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1398","45","45","0","0","12524","200000008","45","45","50","1","10","45","200501","10","45","30","41","1","0","45","670050145"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","1468","46","46","0","0","13892","200000008","46","46","53","1","10","46","200501","10","46","30","43","1","0","46","670050146"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","1539","47","47","0","0","15258","200000008","47","47","56","1","10","47","200501","10","47","30","47","1","0","47","670050147"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","1611","48","48","0","0","16625","200000008","48","48","59","1","10","48","200501","10","48","30","50","1","0","48","670050148"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","1681","49","49","0","0","17993","200000008","49","49","62","1","10","49","200501","10","49","30","53","1","0","49","670050149"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1751","50","50","0","0","19360","200000008","50","50","66","1","10","50","200501","10","50","30","55","1","0","50","670050150"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1821","51","51","0","0","20727","200000008","51","51","68","1","10","51","200501","10","51","30","57","1","0","51","670050151"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1891","52","52","0","0","22094","200000008","52","52","72","1","10","52","200501","10","52","30","60","1","0","52","670050152"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1962","53","53","0","0","23462","200000008","53","53","75","1","10","53","200501","10","53","30","63","1","0","53","670050153"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","2033","54","54","0","0","24829","200000008","54","54","78","1","10","54","200501","10","54","30","66","1","0","54","670050154"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","2104","55","55","0","0","26195","200000008","55","55","82","1","10","55","200501","10","55","30","69","1","0","55","670050155"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","2174","56","56","0","0","27563","200000008","56","56","84","1","10","56","200501","10","56","30","72","1","0","56","670050156"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","2268","57","57","0","0","28943","200000008","57","57","88","1","10","57","200501","10","57","30","74","1","0","57","670050157"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","2361","58","58","0","0","30324","200000008","58","58","91","1","10","58","200501","10","58","30","77","1","0","58","670050158"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","2471","59","59","0","0","31924","200000008","59","59","103","1","10","59","200501","10","59","30","87","1","0","59","670050159"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","2591","60","60","0","0","34124","200000008","60","60","104","1","10","60","200501","10","60","30","88","1","0","60","670050160"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","2681","61","61","0","0","35024","200000008","61","61","106","1","10","61","200501","10","61","30","91","1","0","61","670050161"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2725","62","62","0","0","35203","200000008","62","62","107","1","10","62","200501","10","62","30","92","1","0","62","670050162"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","2769","63","63","0","0","35382","200000008","63","63","107","1","10","63","200501","10","63","30","92","1","0","63","670050163"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","2812","64","64","0","0","35562","200000008","64","64","108","1","10","64","200501","10","64","30","93","1","0","64","670050164"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","2856","65","65","0","0","35741","200000008","65","65","108","1","10","65","200501","10","65","30","94","1","0","65","670050165"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","2900","66","66","0","0","35920","200000008","66","66","109","1","10","66","200501","10","66","30","95","1","0","66","670050166"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","2944","67","67","0","0","36099","200000008","67","67","110","1","10","67","200501","10","67","30","95","1","0","67","670050167"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","2987","68","68","0","0","36278","200000008","68","68","110","1","10","68","200501","10","68","30","96","1","0","68","670050168"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","3031","69","69","0","0","36457","200000008","69","69","111","1","10","69","200501","10","69","30","97","1","0","69","670050169"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","3075","70","70","0","0","36637","200000008","70","70","112","1","10","70","200501","10","70","30","98","1","0","70","670050170"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","3119","71","71","0","0","36816","200000008","71","71","112","1","10","71","200501","10","71","30","98","1","0","71","670050171"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","28","1","1","0","0","154","200000001","1","1","3","1","10","1","200600","10","1","30","2","1","0","1","670060001"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","31","2","2","0","0","202","200000001","2","2","4","1","10","2","200600","10","2","30","3","1","0","2","670060002"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","34","3","3","0","0","337","200000001","3","3","5","1","10","3","200600","10","3","30","4","1","0","3","670060003"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","49","4","4","0","0","297","200000001","4","4","5","1","10","4","200600","10","4","30","4","1","0","4","670060004"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","73","5","5","0","0","330","200000001","5","5","6","1","10","5","200600","10","5","30","5","1","0","5","670060005"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","96","6","6","0","0","362","200000001","6","6","7","1","10","6","200600","10","6","30","6","1","0","6","670060006"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","119","7","7","0","0","446","200000001","7","7","8","1","10","7","200600","10","7","30","7","1","0","7","670060007"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","142","8","8","0","0","529","200000001","8","8","9","1","10","8","200600","10","8","30","8","1","0","8","670060008"
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","153","9","9","0","0","544","200000001","9","9","9","1","10","9","200600","10","9","30","8","1","0","9","670060009"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","163","10","10","0","0","560","200000001","10","10","10","1","10","10","200600","10","10","30","9","1","0","10","670060010"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","174","11","11","0","0","575","200000001","11","11","10","1","10","11","200600","10","11","30","9","1","0","11","670060011"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","184","12","12","0","0","590","200000001","12","12","10","1","10","12","200600","10","12","30","9","1","0","12","670060012"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","203","13","13","0","0","699","200000001","13","13","11","1","10","13","200600","10","13","30","10","1","0","13","670060013"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","222","14","14","0","0","808","200000001","14","14","12","1","10","14","200600","10","14","30","11","1","0","14","670060014"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","241","15","15","0","0","917","200000001","15","15","12","1","10","15","200600","10","15","30","11","1","0","15","670060015"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","260","16","16","0","0","1026","200000001","16","16","13","1","10","16","200600","10","16","30","12","1","0","16","670060016"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","278","17","17","0","0","1135","200000001","17","17","14","1","10","17","200600","10","17","30","13","1","0","17","670060017"
"18","18","0","18","18","0","1","0","18","0","18","18","0","18","0","18","0","18","297","18","18","0","0","1244","200000001","18","18","15","1","10","18","200600","10","18","30","14","1","0","18","670060018"
"19","19","0","19","19","0","1","0","19","0","19","19","0","19","0","19","0","19","316","19","19","0","0","1353","200000001","19","19","15","1","10","19","200600","10","19","30","14","1","0","19","670060019"
"20","20","0","20","20","0","1","0","20","0","20","20","0","20","0","20","0","20","335","20","20","0","0","1462","200000001","20","20","16","1","10","20","200600","10","20","30","15","1","0","20","670060020"
"21","21","0","21","21","0","1","0","21","0","21","21","0","21","0","21","0","21","345","21","21","0","0","1542","200000001","21","21","16","1","10","21","200600","10","21","30","15","1","0","21","670060021"
"22","22","0","22","22","0","1","0","22","0","22","22","0","22","0","22","0","22","356","22","22","0","0","1622","200000001","22","22","16","1","10","22","200600","10","22","30","15","1","0","22","670060022"
"23","23","0","23","23","0","1","0","23","0","23","23","0","23","0","23","0","23","366","23","23","0","0","1702","200000001","23","23","16","1","10","23","200600","10","23","30","15","1","0","23","670060023"
"24","24","0","24","24","0","1","0","24","0","24","24","0","24","0","24","0","24","424","24","24","0","0","1691","200000001","24","24","24","1","10","24","200600","10","24","30","24","1","0","24","670060024"
"25","25","0","25","25","0","1","0","25","0","25","25","0","25","0","25","0","25","446","25","25","0","0","1835","200000001","25","25","24","1","10","25","200600","10","25","30","24","1","0","25","670060025"
"26","26","0","26","26","0","1","0","26","0","26","26","0","26","0","26","0","26","467","26","26","0","0","1978","200000001","26","26","25","1","10","26","200600","10","26","30","24","1","0","26","670060026"
"27","27","0","27","27","0","1","0","27","0","27","27","0","27","0","27","0","27","489","27","27","0","0","2122","200000001","27","27","25","1","10","27","200600","10","27","30","25","1","0","27","670060027"
