9748c62b83b38af1e720c97fc9ec34c5a750f5363df3f32ee5bdf85f1de135e6,66ebf67151ffa7a14749087be70809ada9fdd39d43a061609dac9e03cf37cce9,e0e727b3e3465e1d0db778e9654ebe8ac447d5db1838b67b15eacf9eb46566e7,09287db5cc1cc5881317b6baae15e6c3d73a7ac281a5b68caddceaac0b01035e,5244291565941e67fac487090576869fe8babdacdfb8959c582a8d0a2205f997,99ffa4ef141c187520bbbdcdc83653cf54c1f7914112e3ecbda78c7042db39fe,3752f46ae07f1e4e9e8eaa3113b741ce1586b82716e87e984391410e62d1e927,8fea78dda7333fb12421e119969e082f62270da24866c6df15f91892dbd897dc,a2483860721962e0642c3f3e098c742a0868fbd75b4ccaa932d2d7a218089880,5816d9b1635aca63bed23ef7b468f4833d1edaa1dd57c47070d3f74ea21e872d,ce8f4443246b7c8d4767604f2e9af3b6a3374475bdb7801be4bfb3ba2c7994ad,22a36993f8e02d9f337b0504a2e2f46e55bb4ca4da37bb67dcbf37ac90a230ed
"60","14","0","41","1.189","1","0","0","0","1240060","0","24"
"61","0","0","0","0","4","0","1","0","1240061","1.189","24"
"62","14","0","78","0.235","1","41","0","0","1240062","0","24"
"63","0","0","0","0","4","0","1","0","1240063","0.235","24"
"64","14","0","192","1.729","1","78","0","0","1240064","0","24"
"65","0","0","0","0","4","0","1","0","1240065","3.529","24"
"1","0","0","0","0","4","0","3","0","1250001","1","25"
"2","0","vo_nyx_0701","0","0","2","0","0","vo_nyx","1250002","0","25"
"3","1","0","225","2.62","1","0","0","0","1250003","0","25"
"4","0","0","0","0","4","0","1","0","1250004","3.07","25"
"5","0","vo_nyx_0702","0","0","2","0","0","vo_nyx","1250005","0","25"
"6","1","0","385","1.252","1","225","0","0","1250006","0","25"
"7","0","0","0","0","4","0","1","0","1250007","1.252","25"
"8","2","0","55","0.322","1","0","0","0","1250008","0","25"
"9","0","0","0","0","4","0","1","0","1250009","0.577","25"
"10","2","0","345","2.127","1","55","0","0","1250010","0","25"
"11","0","0","0","0","4","0","1","0","1250011","2.985","25"
"12","0","vo_nyx_0703","0","0","2","0","0","vo_nyx","1250012","0","25"
"13","3","0","380","2.972","1","0","0","0","1250013","0","25"
"14","0","0","0","0","4","0","1","0","1250014","3.55","25"
"15","4","0","323","3.003","1","0","0","0","1250015","0","25"
"16","0","0","0","0","4","0","1","0","1250016","3.672","25"
"17","0","vo_nyx_0704","0","0","2","0","0","vo_nyx","1250017","0","25"
"18","5","0","248","2.06","1","0","0","0","1250018","0","25"
"19","0","0","0","0","4","0","1","0","1250019","2.34","25"
"20","5","0","400","1.44","1","248","0","0","1250020","0","25"
"21","0","0","0","0","4","0","1","0","1250021","2.486","25"
"22","0","vo_nyx_0705","0","0","2","0","0","vo_nyx","1250022","0","25"
"23","6","0","92","0.766","1","0","0","0","1250023","0","25"
"24","0","0","0","0","4","0","1","0","1250024","1.136","25"
"25","6","0","320","2.067","1","92","0","0","1250025","0","25"
"26","0","0","0","0","4","0","1","0","1250026","2.735","25"
"27","0","vo_nyx_0706","0","0","2","0","0","vo_nyx","1250027","0","25"
"28","7","0","375","3.027","1","0","0","0","1250028","0","25"
"29","0","0","0","0","4","0","1","0","1250029","3.027","25"
"30","8","0","93","0.808","1","0","0","0","1250030","0","25"
"31","0","0","0","0","4","0","1","0","1250031","1.288","25"
"32","8","0","385","1.8","1","93","0","0","1250032","0","25"
"33","0","0","0","0","4","0","1","0","1250033","2.043","25"
"34","9","0","190","1.75","1","0","0","0","1250034","0","25"
"35","0","0","0","0","4","0","1","0","1250035","2.547","25"
"36","0","0","0","0","4","0","3","0","1250036","2","25"
"37","0","vo_nyx_0707","0","0","2","0","0","vo_nyx","1250037","0","25"
"38","10","0","326","2.997","1","0","0","0","1250038","0","25"
"39","0","0","0","0","4","0","1","0","1250039","3.809","25"
"40","0","vo_nyx_0708","0","0","2","0","0","vo_nyx","1250040","0","25"
"41","11","0","233","1.538","1","0","0","0","1250041","0","25"
"42","0","0","0","0","4","0","1","0","1250042","1.671","25"
"43","11","0","352","0.893","1","233","0","0","1250043","0","25"
"44","0","0","0","0","4","0","1","0","1250044","1.738","25"
"45","0","0","0","0","4","0","3","0","1250045","3","25"
"46","0","vo_nyx_0709","0","0","2","0","0","vo_nyx","1250046","0","25"
"47","12","0","72","1.427","1","0","0","0","1250047","0","25"
"48","0","0","0","0","4","0","1","0","1250048","1.895","25"
"49","12","0","272","1.653","1","72","0","0","1250049","0","25"
"50","0","0","0","0","4","0","1","0","1250050","1.732","25"
"51","12","0","373","0.686","1","272","0","0","1250051","0","25"
"52","0","0","0","0","4","0","1","0","1250052","0.686","25"
"53","13","0","90","0.693","1","0","0","0","1250053","0","25"
"54","0","0","0","0","4","0","1","0","1250054","1.063","25"
"55","13","0","230","1.258","1","90","0","0","1250055","0","25"
"56","0","0","0","0","4","0","1","0","1250056","1.915","25"
"57","13","0","388","1.222","1","230","0","0","1250057","0","25"
"58","0","0","0","0","4","0","1","0","1250058","2.085","25"
"59","0","vo_nyx_0710","0","0","2","0","0","vo_nyx","1250059","0","25"
"60","14","0","185","2.18","1","0","0","0","1250060","0","25"
"61","0","0","0","0","4","0","1","0","1250061","3.98","25"
"1","0","0","0","0","4","0","3","0","1260001","1","26"
"2","0","vo_nyx_0801","0","0","2","0","0","vo_nyx","1260002","0","26"
"3","1","0","70","0.65","1","0","0","0","1260003","0","26"
"4","0","0","0","0","4","0","1","0","1260004","1.4","26"
"5","1","0","158","1.119","1","70","0","0","1260005","0","26"
"6","0","0","0","0","4","0","1","0","1260006","1.816","26"
"7","1","0","332","1.557","1","158","0","0","1260007","0","26"
"8","0","0","0","0","4","0","1","0","1260008","2.665","26"
"9","0","vo_nyx_0802","0","0","2","0","0","vo_nyx","1260009","0","26"
"10","2","0","143","0.776","1","70","0","0","1260010","0","26"
"11","0","0","0","0","4","0","1","0","1260011","1.608","26"
"12","2","0","282","1.562","1","143","0","0","1260012","0","26"
"13","0","0","0","0","4","0","1","0","1260013","2.562","26"
"14","0","0","0","0","4","0","3","0","1260014","2","26"
"15","0","vo_nyx_0803","0","0","2","0","0","vo_nyx","1260015","0","26"
"16","3","0","68","0.65","1","0","0","0","1260016","0","26"
"17","0","0","0","0","4","0","1","0","1260017","1.4","26"
"18","3","0","222","2.205","1","68","0","0","1260018","0","26"
"19","0","0","0","0","4","0","1","0","1260019","2.779","26"
"20","0","vo_nyx_0804","0","0","2","0","0","vo_nyx","1260020","0","26"
"21","3","0","260","0.393","1","222","0","0","1260021","0","26"
"22","0","0","0","0","4","0","1","0","1260022","0.987","26"
"23","3","0","370","0.843","1","260","0","0","1260023","0","26"
"24","0","0","0","0","4","0","1","0","1260024","0.843","26"
"25","4","0","215","1.481","1","68","0","0","1260025","0","26"
"26","0","0","0","0","4","0","1","0","1260026","2.481","26"
"27","0","0","0","0","4","0","3","0","1260027","3","26"
"28","0","vo_nyx_0805","0","0","2","0","0","vo_nyx","1260028","0","26"
"29","5","0","70","0.65","1","0","0","0","1260029","0","26"
"30","0","0","0","0","4","0","1","0","1260030","1.4","26"
"31","5","0","270","1.879","1","70","0","0","1260031","0","26"
"32","0","0","0","0","4","0","1","0","1260032","2.917","26"
"33","6","0","342","2.759","1","70","0","0","1260033","0","26"
"34","0","0","0","0","4","0","1","0","1260034","3.645","26"
"35","6","0","395","0.487","1","342","0","0","1260035","0","26"
"36","0","0","0","0","4","0","1","0","1260036","1.487","26"
"37","0","0","0","0","4","0","3","0","1260037","4","26"
"38","0","vo_nyx_0806","0","0","2","0","0","vo_nyx","1260038","0","26"
"39","7","0","70","0.65","1","0","0","0","1260039","0","26"
"40","0","0","0","0","4","0","1","0","1260040","1.4","26"
"41","7","0","136","1.003","1","70","0","0","1260041","0","26"
"42","0","0","0","0","4","0","1","0","1260042","1.452","26"
"43","7","0","387","2.373","1","136","0","0","1260043","0","26"
"44","0","0","0","0","4","0","1","0","1260044","2.6","26"
"45","8","0","180","1.23","1","70","0","0","1260045","0","26"
"46","0","0","0","0","4","0","1","0","1260046","2.23","26"
"47","0","0","0","0","4","0","3","0","1260047","1","26"
"48","0","vo_nyx_0807","0","0","2","0","0","vo_nyx","1260048","0","26"
"49","9","0","68","0.65","1","0","0","0","1260049","0","26"
"50","0","0","0","0","4","0","1","0","1260050","1.4","26"
"51","9","0","350","2.24","1","68","0","0","1260051","0","26"
"52","0","0","0","0","4","0","1","0","1260052","2.74","26"
"53","10","0","165","1.252","1","70","0","0","1260053","0","26"
"54","0","0","0","0","4","0","1","0","1260054","1.742","26"
"55","10","0","380","2.352","1","165","0","0","1260055","0","26"
"56","0","0","0","0","4","0","1","0","1260056","2.779","26"
"57","11","0","310","2.013","1","70","0","0","1260057","0","26"
"58","0","0","0","0","4","0","1","0","1260058","3.047","26"
"59","0","vo_nyx_0808","0","0","2","0","0","vo_nyx","1260059","0","26"
"60","12","0","184","1.401","1","70","0","0","1260060","0","26"
"61","0","0","0","0","4","0","1","0","1260061","1.984","26"
"62","12","0","390","2.073","1","184","0","0","1260062","0","26"
"63","0","0","0","0","4","0","1","0","1260063","2.372","26"
"64","13","0","240","1.4","1","70","0","0","1260064","0","26"
"65","0","0","0","0","4","0","1","0","1260065","2.2","26"
"66","0","0","0","0","4","0","3","0","1260066","4","26"
"67","0","vo_nyx_0809","0","0","2","0","0","vo_nyx","1260067","0","26"
"68","14","0","68","0.65","1","0","0","0","1260068","0","26"
"69","0","0","0","0","4","0","1","0","1260069","1.4","26"
"70","14","0","260","1.52","1","68","0","0","1260070","0","26"
"71","0","0","0","0","4","0","1","0","1260071","2.5","26"
"72","0","vo_nyx_0810","0","0","2","0","0","vo_nyx","1260072","0","26"
"73","15","0","280","2.7","1","70","0","0","1260073","0","26"
"74","0","0","0","0","4","0","1","0","1260074","4.5","26"
"1","0","0","0","0","4","0","3","0","1320001","1","32"
"2","0","vo_nyx_0901","0","0","2","0","0","vo_nyx","1320002","0","32"
"3","1","0","286","3.31","1","0","0","0","1320003","0","32"
"4","0","0","0","0","4","0","1","0","1320004","3.909","32"
"5","1","0","358","0.836","1","286","0","0","1320005","0","32"
"6","0","0","0","0","4","0","1","0","1320006","1.457","32"
"7","1","0","395","0.533","1","358","0","0","1320007","0","32"
"8","0","0","0","0","4","0","1","0","1320008","0.533","32"
"9","2","0","124","1.392","1","0","0","0","1320009","0","32"
"10","0","0","0","0","4","0","1","0","1320010","1.99","32"
"11","2","0","395","3.058","1","124","0","0","1320011","0","32"
"12","0","0","0","0","4","0","1","0","1320012","3.058","32"
"13","3","0","55","0.338","1","0","0","0","1320013","0","32"
"14","0","0","0","0","4","0","1","0","1320014","1.471","32"
"15","0","vo_nyx_0902","0","0","2","0","0","vo_nyx","1320015","0","32"
"16","3","0","301","2.683","1","55","0","0","1320016","0","32"
"17","0","0","0","0","4","0","1","0","1320017","3.31","32"
"18","3","0","375","0.944","1","301","0","0","1320018","0","32"
"19","0","0","0","0","4","0","1","0","1320019","0.944","32"
"20","4","0","160","1.745","1","0","0","0","1320020","0","32"
"21","0","0","0","0","4","0","1","0","1320021","2.481","32"
"22","4","0","306","1.399","1","160","0","0","1320022","0","32"
"23","0","0","0","0","4","0","1","0","1320023","2.87","32"
"24","0","0","0","0","4","0","3","0","1320024","2","32"
"25","0","vo_nyx_0903","0","0","2","0","0","vo_nyx","1320025","0","32"
"26","5","0","122","1.276","1","0","0","0","1320026","0","32"
"27","0","0","0","0","4","0","1","0","1320027","2.005","32"
"28","5","0","211","1.038","1","122","0","0","1320028","0","32"
"29","0","0","0","0","4","0","1","0","1320029","1.608","32"
"30","5","0","280","1.038","1","211","0","0","1320030","0","32"
"31","0","0","0","0","4","0","1","0","1320031","1.11","32"
"32","6","0","202","2.055","1","0","0","0","1320032","0","32"
"33","0","0","0","0","4","0","1","0","1320033","2.844","32"
"34","6","0","389","1.871","1","202","0","0","1320034","0","32"
"35","0","0","0","0","4","0","1","0","1320035","2.397","32"
"36","7","0","182","1.589","1","0","0","0","1320036","0","32"
"37","0","0","0","0","4","0","1","0","1320037","2.196","32"
"38","7","0","395","2.445","1","182","0","0","1320038","0","32"
"39","0","0","0","0","4","0","1","0","1320039","2.445","32"
"40","8","0","180","1.372","1","0","0","0","1320040","0","32"
"41","0","0","0","0","4","0","1","0","1320041","2.657","32"
"42","0","0","0","0","4","0","3","0","1320042","3","32"
"43","0","vo_nyx_0904","0","0","2","0","0","vo_nyx","1320043","0","32"
"44","8","0","390","2.066","1","180","0","0","1320044","0","32"
"45","0","0","0","0","4","0","1","0","1320045","2.066","32"
"46","9","0","83","0.916","1","0","0","0","1320046","0","32"
"47","0","0","0","0","4","0","1","0","1320047","1.42","32"
"48","9","0","162","0.71","1","83","0","0","1320048","0","32"
"49","0","0","0","0","4","0","1","0","1320049","1.561","32"
"50","9","0","385","2.191","1","162","0","0","1320050","0","32"
"51","0","0","0","0","4","0","1","0","1320051","2.191","32"
"52","10","0","130","1.377","1","0","0","0","1320052","0","32"
"53","0","0","0","0","4","0","1","0","1320053","1.833","32"
"54","10","0","390","2.749","1","130","0","0","1320054","0","32"
"55","0","0","0","0","4","0","1","0","1320055","2.749","32"
"56","11","0","85","0.753","1","0","0","0","1320056","0","32"
"57","0","0","0","0","4","0","1","0","1320057","2.093","32"
"58","0","vo_nyx_0905","0","0","2","0","0","vo_nyx","1320058","0","32"
"59","11","0","205","1.534","1","85","0","0","1320059","0","32"
"60","0","0","0","0","4","0","1","0","1320060","2.185","32"
"61","11","0","311","1.269","1","205","0","0","1320061","0","32"
"62","0","0","0","0","4","0","1","0","1320062","1.86","32"
"63","11","0","400","0.74","1","311","0","0","1320063","0","32"
"64","0","0","0","0","4","0","1","0","1320064","0.74","32"
"65","12","0","149","1.911","1","0","0","0","1320065","0","32"
"66","0","0","0","0","4","0","1","0","1320066","2.508","32"
"67","12","0","380","2.445","1","149","0","0","1320067","0","32"
"68","0","0","0","0","4","0","1","0","1320068","3.145","32"
"69","0","vo_nyx_0906","0","0","2","0","0","vo_nyx","1320069","0","32"
"70","13","0","116","0.992","1","0","0","0","1320070","0","32"
"71","0","0","0","0","4","0","1","0","1320071","2.792","32"
"1","0","0","0","0","4","0","3","0","1330001","1","33"
"2","0","vo_nyx_1001","0","0","2","0","0","vo_nyx","1330002","0","33"
"3","1","0","98","1.326","1","0","0","0","1330003","0","33"
"4","0","0","0","0","4","0","1","0","1330004","1.649","33"
"5","1","0","271","2.01","1","98","0","0","1330005","0","33"
"6","0","0","0","0","4","0","1","0","1330006","2.529","33"
"7","1","0","395","1.404","1","271","0","0","1330007","0","33"
"8","0","0","0","0","4","0","1","0","1330008","1.459","33"
"9","2","0","55","0.468","1","0","0","0","1330009","0","33"
"10","0","0","0","0","4","0","1","0","1330010","1.704","33"
"11","0","vo_nyx_1002","0","0","2","0","0","vo_nyx","1330011","0","33"
"12","2","0","183","1.337","1","55","0","0","1330012","0","33"
"13","0","0","0","0","4","0","1","0","1330013","1.337","33"
"14","2","0","380","2.128","1","183","0","0","1330014","0","33"
"15","0","0","0","0","4","0","1","0","1330015","3.666","33"
"16","0","vo_nyx_1003","0","0","2","0","0","vo_nyx","1330016","0","33"
"17","3","0","190","1.938","1","0","0","0","1330017","0","33"
"18","0","0","0","0","4","0","1","0","1330018","2.451","33"
"19","3","0","330","1.303","1","190","0","0","1330019","0","33"
"20","0","0","0","0","4","0","1","0","1330020","2.273","33"
"21","0","vo_nyx_1004","0","0","2","0","0","vo_nyx","1330021","0","33"
"22","4","0","113","1.136","1","0","0","0","1330022","0","33"
"23","0","0","0","0","4","0","1","0","1330023","1.905","33"
"24","4","0","211","1.136","1","113","0","0","1330024","0","33"
"25","0","0","0","0","4","0","1","0","1330025","1.905","33"
"26","4","0","395","2.016","1","211","0","0","1330026","0","33"
"27","0","0","0","0","4","0","1","0","1330027","3.118","33"
"28","0","vo_nyx_1005","0","0","2","0","0","vo_nyx","1330028","0","33"
"29","5","0","128","1.227","1","0","0","0","1330029","0","33"
"30","0","0","0","0","4","0","1","0","1330030","2.174","33"
"31","0","vo_nyx_1006","0","0","2","0","0","vo_nyx","1330031","0","33"
"32","5","0","395","3.075","1","128","0","0","1330032","0","33"
"33","0","0","0","0","4","0","1","0","1330033","3.81","33"
"34","6","0","128","1.281","1","0","0","0","1330034","0","33"
"35","0","0","0","0","4","0","1","0","1330035","2.507","33"
"36","0","vo_nyx_1007","0","0","2","0","0","vo_nyx","1330036","0","33"
"37","6","0","252","1.17","1","128","0","0","1330037","0","33"
"38","0","0","0","0","4","0","1","0","1330038","2.039","33"
"39","0","vo_nyx_1008","0","0","2","0","0","vo_nyx","1330039","0","33"
"40","6","0","350","0.757","1","252","0","0","1330040","0","33"
"41","0","0","0","0","4","0","1","0","1330041","2.139","33"
"42","0","0","0","0","4","0","3","0","1330042","2","33"
"43","0","vo_nyx_1009","0","0","2","0","0","vo_nyx","1330043","0","33"
"44","7","0","110","1.348","1","0","0","0","1330044","0","33"
"45","0","0","0","0","4","0","1","0","1330045","2.852","33"
"46","0","vo_nyx_1010","0","0","2","0","0","vo_nyx","1330046","0","33"
"47","8","0","60","0.702","1","0","0","0","1330047","0","33"
"48","0","0","0","0","4","0","1","0","1330048","0.702","33"
"49","8","0","205","1.604","1","60","0","0","1330049","0","33"
"50","0","0","0","0","4","0","1","0","1330050","2.844","33"
"51","0","vo_nyx_1011","0","0","2","0","0","vo_nyx","1330051","0","33"
"52","8","0","395","2.016","1","205","0","0","1330052","0","33"
"53","0","0","0","0","4","0","1","0","1330053","2.707","33"
"54","9","0","206","2.128","1","0","0","0","1330054","0","33"
"55","0","0","0","0","4","0","1","0","1330055","3.32","33"
"56","0","vo_nyx_1012","0","0","2","0","0","vo_nyx","1330056","0","33"
"57","9","0","390","2.38","1","206","0","0","1330057","0","33"
"58","0","0","0","0","4","0","1","0","1330058","3.338","33"
"59","0","0","0","0","4","0","3","0","1330059","3","33"
"60","0","vo_nyx_1013","0","0","2","0","0","vo_nyx","1330060","0","33"
"61","10","0","133","1.337","1","0","0","0","1330061","0","33"
"62","0","0","0","0","4","0","1","0","1330062","1.883","33"
"63","10","0","330","1.95","1","133","0","0","1330063","0","33"
"64","0","0","0","0","4","0","1","0","1330064","3.243","33"
"65","0","vo_nyx_1014","0","0","2","0","0","vo_nyx","1330065","0","33"
"66","10","0","392","0.724","1","330","0","0","1330066","0","33"
"67","0","0","0","0","4","0","1","0","1330067","0.724","33"
"68","11","0","73","0.824","1","0","0","0","1330068","0","33"
"69","0","0","0","0","4","0","1","0","1330069","1.392","33"
"70","11","0","360","3.319","1","73","0","0","1330070","0","33"
"71","0","0","0","0","4","0","1","0","1330071","4.265","33"
"72","0","vo_nyx_1015","0","0","2","0","0","vo_nyx","1330072","0","33"
"73","12","0","235","2.306","1","0","0","0","1330073","0","33"
"74","0","0","0","0","4","0","1","0","1330074","3.198","33"
"75","0","0","0","0","4","0","3","0","1330075","4","33"
"76","0","vo_nyx_1016","0","0","2","0","0","vo_nyx","1330076","0","33"
"77","13","0","142","1.713","1","0","0","0","1330077","0","33"
"78","0","0","0","0","4","0","1","0","1330078","2.607","33"
"79","13","0","308","1.66","1","142","0","0","1330079","0","33"
"80","0","0","0","0","4","0","1","0","1330080","3.16","33"
"1","0","0","0","0","4","0","3","0","1340001","1","34"
"2","0","vo_nyx_1501","0","0","2","0","0","vo_nyx","1340002","0","34"
"3","1","0","45","0.64","1","0","0","0","1340003","0","34"
"4","0","0","0","0","4","0","1","0","1340004","1.223","34"
"5","1","0","160","0.878","1","45","0","0","1340005","0","34"
"6","0","0","0","0","4","0","1","0","1340006","1.635","34"
"7","0","vo_nyx_1502","0","0","2","0","0","vo_nyx","1340007","0","34"
"8","1","0","280","1.01","1","160","0","0","1340008","0","34"
"9","0","0","0","0","4","0","1","0","1340009","2.02","34"
"10","0","vo_nyx_1503","0","0","2","0","0","vo_nyx","1340010","0","34"
"11","2","0","375","4.04","1","0","0","0","1340011","0","34"
"12","0","0","0","0","4","0","1","0","1340012","4.731","34"
"13","3","0","310","2.766","1","0","0","0","1340013","0","34"
"14","0","0","0","0","4","0","1","0","1340014","3.699","34"
"15","0","vo_nyx_1504","0","0","2","0","0","vo_nyx","1340015","0","34"
"16","4","0","225","2.338","1","0","0","0","1340016","0","34"
"17","0","0","0","0","4","0","1","0","1340017","3.085","34"
"18","0","vo_nyx_1505","0","0","2","0","0","vo_nyx","1340018","0","34"
"19","4","0","340","0.911","1","225","0","0","1340019","0","34"
"20","0","0","0","0","4","0","1","0","1340020","2.338","34"
"21","0","vo_nyx_1506","0","0","2","0","0","vo_nyx","1340021","0","34"
"22","5","0","173","1.789","1","0","0","0","1340022","0","34"
"23","0","0","0","0","4","0","1","0","1340023","2.096","34"
"24","5","0","370","1.992","1","173","0","0","1340024","0","34"
"25","0","0","0","0","4","0","1","0","1340025","3.002","34"
"26","0","vo_nyx_1507","0","0","2","0","0","vo_nyx","1340026","0","34"
"27","6","0","110","1.179","1","0","0","0","1340027","0","34"
"28","0","0","0","0","4","0","1","0","1340028","1.679","34"
"29","6","0","225","1.438","1","110","0","0","1340029","0","34"
"30","0","0","0","0","4","0","1","0","1340030","2.096","34"
"31","0","vo_nyx_1508","0","0","2","0","0","vo_nyx","1340031","0","34"
"32","6","0","395","1.679","1","225","0","0","1340032","0","34"
"33","0","0","0","0","4","0","1","0","1340033","1.679","34"
"34","7","0","90","1.032","1","0","0","0","1340034","0","34"
"35","0","0","0","0","4","0","1","0","1340035","1.833","34"
"36","0","vo_nyx_1509","0","0","2","0","0","vo_nyx","1340036","0","34"
"37","7","0","356","2.788","1","90","0","0","1340037","0","34"
"38","0","0","0","0","4","0","1","0","1340038","3.765","34"
"39","0","vo_nyx_1510","0","0","2","0","0","vo_nyx","1340039","0","34"
"40","8","0","48","0.79","1","0","0","0","1340040","0","34"
"41","0","0","0","0","4","0","1","0","1340041","1.35","34"
"42","8","0","262","2.404","1","48","0","0","1340042","0","34"
"43","0","0","0","0","4","0","1","0","1340043","3.117","34"
"44","0","0","0","0","4","0","3","0","1340044","2","34"
"45","0","vo_nyx_1511","0","0","2","0","0","vo_nyx","1340045","0","34"
"46","8","0","395","1.756","1","262","0","0","1340046","0","34"
"47","0","0","0","0","4","0","1","0","1340047","2.59","34"
"48","9","0","190","1.954","1","0","0","0","1340048","0","34"
"49","0","0","0","0","4","0","1","0","1340049","2.415","34"
"50","9","0","341","1.649","1","190","0","0","1340050","0","34"
"51","0","0","0","0","4","0","1","0","1340051","2.228","34"
"52","9","0","391","0.592","1","341","0","0","1340052","0","34"
"53","0","0","0","0","4","0","1","0","1340053","0.592","34"
"54","10","0","90","1.12","1","0","0","0","1340054","0","34"
"55","0","0","0","0","4","0","1","0","1340055","1.68","34"
"56","10","0","254","2.205","1","90","0","0","1340056","0","34"
"57","0","0","0","0","4","0","1","0","1340057","2.908","34"
"58","10","0","385","1.526","1","254","0","0","1340058","0","34"
"59","0","0","0","0","4","0","1","0","1340059","1.526","34"
"60","11","0","125","1.207","1","0","0","0","1340060","0","34"
"61","0","0","0","0","4","0","1","0","1340061","2.448","34"
"62","0","0","0","0","4","0","3","0","1340062","3","34"
"63","0","vo_nyx_1512","0","0","2","0","0","vo_nyx","1340063","0","34"
"64","11","0","249","1.624","1","125","0","0","1340064","0","34"
"65","0","0","0","0","4","0","1","0","1340065","2.294","34"
"66","11","0","397","1.405","1","249","0","0","1340066","0","34"
"67","0","0","0","0","4","0","1","0","1340067","1.405","34"
"68","12","0","65","0.746","1","0","0","0","1340068","0","34"
"69","0","0","0","0","4","0","1","0","1340069","1.822","34"
"70","0","0","0","0","4","0","3","0","1340070","4","34"
"71","0","vo_nyx_1513","0","0","2","0","0","vo_nyx","1340071","0","34"
"72","12","0","260","2.338","1","72","0","0","1340072","0","34"
"73","0","0","0","0","4","0","1","0","1340073","3.227","34"
"74","0","0","0","0","4","0","3","0","1340074","5","34"
"75","0","vo_nyx_1514","0","0","2","0","0","vo_nyx","1340075","0","34"
"76","13","0","150","1.745","1","0","0","0","1340076","0","34"
"77","0","0","0","0","4","0","1","0","1340077","2.195","34"
"78","13","0","293","1.405","1","150","0","0","1340078","0","34"
"79","0","0","0","0","4","0","1","0","1340079","2.437","34"
"80","0","vo_nyx_1515","0","0","2","0","0","vo_nyx","1340080","0","34"
"81","14","0","42","0.428","1","0","0","0","1340081","0","34"
"82","0","0","0","0","4","0","1","0","1340082","2.16","34"
